,QUARTER,TIME_REMAINING,NEW YORK_ACTION,BOSTON_ACTION,NEW YORK_SCORE,BOSTON_SCORE
0,1,11:42.0,,A. Bradley misses 3-pt jump shot from 26 ft,0,0
1,1,11:41.0,Defensive rebound by R. Lopez,,0,0
2,1,11:26.0,K. Porziņģis misses 2-pt jump shot from 12 ft,,0,0
3,1,11:25.0,,Defensive rebound by A. Johnson,0,0
4,1,11:19.0,,J. Crowder misses 2-pt layup from 1 ft,0,0
5,1,11:18.0,Defensive rebound by R. Lopez,,0,0
6,1,11:00.0,K. Porziņģis makes 2-pt jump shot from 10 ft,,2,0
7,1,10:43.0,,A. Bradley misses 3-pt jump shot from 25 ft,2,0
8,1,10:42.0,Defensive rebound by R. Lopez,,2,0
9,1,10:24.0,R. Lopez misses 2-pt hook shot from 10 ft,,2,0
10,1,10:23.0,,Defensive rebound by J. Sullinger,2,0
11,1,10:16.0,,I. Thomas makes 2-pt layup from 1 ft,2,2
12,1,10:00.0,Turnover by A. Afflalo (bad pass; steal by I. Thomas),,2,2
13,1,9:55.0,,J. Crowder makes 2-pt layup from 2 ft,2,4
14,1,9:48.0,C. Anthony misses 3-pt jump shot from 27 ft,,2,4
15,1,9:47.0,Offensive rebound by K. Porziņģis,,2,4
16,1,9:47.0,K. Porziņģis makes 2-pt layup at rim,,4,4
17,1,9:32.0,,I. Thomas makes 2-pt layup from 2 ft (assist by A. Johnson),4,6
18,1,9:17.0,K. Porziņģis makes 2-pt jump shot from 16 ft,,6,6
19,1,9:01.0,,I. Thomas makes 3-pt jump shot from 27 ft,6,9
20,1,8:40.0,C. Anthony misses 2-pt jump shot from 20 ft,,6,9
21,1,8:39.0,,Defensive rebound by J. Sullinger,6,9
22,1,8:36.0,,J. Crowder makes 2-pt layup from 1 ft (assist by I. Thomas),6,11
23,1,8:14.0,R. Lopez makes 2-pt hook shot from 5 ft (assist by C. Anthony),,8,11
24,1,7:59.0,,A. Johnson misses 3-pt jump shot from 25 ft,8,11
25,1,7:58.0,Defensive rebound by A. Afflalo,,8,11
26,1,7:49.0,Shooting foul by I. Thomas (drawn by R. Lopez),,8,11
27,1,7:49.0,R. Lopez makes free throw 1 of 2,,9,11
28,1,7:49.0,R. Lopez misses free throw 2 of 2,,9,11
29,1,7:49.0,Offensive rebound by K. Porziņģis,,9,11
30,1,7:42.0,C. Anthony makes 3-pt jump shot from 26 ft (assist by K. Porziņģis),,12,11
31,1,7:29.0,,Shooting foul by K. Porziņģis (drawn by J. Sullinger),12,11
32,1,7:29.0,,J. Sullinger misses free throw 1 of 2,12,11
33,1,7:29.0,,Offensive rebound by Team,12,11
34,1,7:29.0,,J. Sullinger makes free throw 2 of 2,12,12
35,1,7:15.0,K. Porziņģis misses 2-pt jump shot from 17 ft,,12,12
36,1,7:14.0,,Defensive rebound by J. Crowder,12,12
37,1,7:05.0,,J. Crowder misses 3-pt jump shot from 26 ft,12,12
38,1,7:05.0,,Offensive rebound by A. Johnson,12,12
39,1,6:58.0,,A. Bradley makes 2-pt jump shot from 16 ft (assist by I. Thomas),12,14
40,1,6:37.0,C. Anthony misses 2-pt jump shot from 18 ft,,12,14
41,1,6:36.0,,Defensive rebound by I. Thomas,12,14
42,1,6:27.0,,A. Johnson misses 2-pt jump shot from 5 ft (block by R. Lopez),12,14
43,1,6:26.0,Defensive rebound by C. Anthony,,12,14
44,1,6:13.0,K. Porziņģis makes 2-pt jump shot from 12 ft,,14,14
45,1,6:02.0,Offensive charge foul by J. Sullinger (drawn by K. Porziņģis),,14,14
46,1,6:02.0,,Turnover by J. Sullinger (offensive foul),14,14
47,1,5:52.0,J. Calderón misses 2-pt jump shot from 19 ft,,14,14
48,1,5:51.0,,Defensive rebound by J. Crowder,14,14
49,1,5:43.0,,Personal foul by A. Afflalo (drawn by I. Thomas),14,14
50,1,5:43.0,,Boston full timeout,14,14
51,1,5:43.0,,E. Turner enters the game for A. Johnson,14,14
52,1,5:43.0,,M. Smart enters the game for A. Bradley,14,14
53,1,5:43.0,L. Thomas enters the game for K. Porziņģis,,14,14
54,1,5:34.0,,Personal foul by J. Calderón (drawn by I. Thomas),14,14
55,1,5:25.0,,I. Thomas misses 3-pt jump shot from 26 ft,14,14
56,1,5:24.0,,Offensive rebound by J. Sullinger,14,14
57,1,5:15.0,,M. Smart misses 3-pt jump shot from 24 ft,14,14
58,1,5:14.0,Defensive rebound by C. Anthony,,14,14
59,1,5:06.0,A. Afflalo makes 2-pt jump shot from 10 ft,,16,14
60,1,4:41.0,,E. Turner misses 2-pt jump shot from 14 ft,16,14
61,1,4:40.0,Defensive rebound by L. Thomas,,16,14
62,1,4:30.0,C. Anthony misses 2-pt jump shot from 16 ft,,16,14
63,1,4:29.0,,Defensive rebound by J. Sullinger,16,14
64,1,4:23.0,,I. Thomas misses 2-pt layup from 2 ft,16,14
65,1,4:21.0,,Offensive rebound by J. Crowder,16,14
66,1,4:15.0,,Shooting foul by L. Thomas (drawn by I. Thomas),16,14
67,1,4:15.0,,I. Thomas makes free throw 1 of 2,16,15
68,1,4:15.0,L. Galloway enters the game for A. Afflalo,,16,15
69,1,4:15.0,,T. Zeller enters the game for J. Sullinger,16,15
70,1,4:15.0,,I. Thomas makes free throw 2 of 2,16,16
71,1,4:00.0,J. Calderón makes 3-pt jump shot from 25 ft (assist by L. Galloway),,19,16
72,1,3:43.0,,E. Turner makes 2-pt layup at rim (assist by J. Crowder),19,18
73,1,3:23.0,C. Anthony misses 2-pt jump shot from 12 ft,,19,18
74,1,3:22.0,,Defensive rebound by I. Thomas,19,18
75,1,3:18.0,,J. Crowder makes 2-pt layup at rim (assist by I. Thomas),19,20
76,1,3:13.0,New York full timeout,,19,20
77,1,3:13.0,K. O'Quinn enters the game for R. Lopez,,19,20
78,1,2:59.0,C. Anthony makes 2-pt jump shot from 19 ft,,21,20
79,1,2:59.0,Shooting foul by J. Crowder (drawn by C. Anthony),,21,20
80,1,2:59.0,C. Anthony makes free throw 1 of 1,,22,20
81,1,2:41.0,,E. Turner makes 2-pt jump shot from 12 ft,22,22
82,1,2:22.0,L. Thomas misses 2-pt jump shot from 3 ft,,22,22
83,1,2:21.0,,Defensive rebound by T. Zeller,22,22
84,1,2:09.0,,T. Zeller misses 2-pt hook shot from 5 ft,22,22
85,1,2:07.0,Defensive rebound by K. O'Quinn,,22,22
86,1,1:55.0,C. Anthony makes 2-pt jump shot from 12 ft (assist by K. O'Quinn),,24,22
87,1,1:38.0,,Turnover by T. Zeller (bad pass; steal by K. O'Quinn),24,22
88,1,1:30.0,C. Anthony misses 3-pt jump shot from 26 ft,,24,22
89,1,1:29.0,,Defensive rebound by M. Smart,24,22
90,1,1:21.0,,J. Crowder makes 2-pt jump shot from 18 ft (assist by M. Smart),24,24
91,1,1:02.0,K. O'Quinn makes 2-pt jump shot from 9 ft,,26,24
92,1,0:53.0,,Shooting foul by K. O'Quinn (drawn by I. Thomas),26,24
93,1,0:53.0,,I. Thomas misses free throw 1 of 2,26,24
94,1,0:53.0,,Offensive rebound by Team,26,24
95,1,0:53.0,,J. Jerebko enters the game for J. Crowder,26,24
96,1,0:53.0,,I. Thomas makes free throw 2 of 2,26,25
97,1,0:39.0,L. Galloway misses 2-pt layup from 1 ft,,26,25
98,1,0:38.0,Offensive rebound by L. Galloway,,26,25
99,1,0:31.0,C. Anthony makes 2-pt jump shot from 13 ft (assist by J. Calderón),,28,25
100,1,0:24.0,,Shooting foul by K. O'Quinn (drawn by T. Zeller),28,25
101,1,0:24.0,,T. Zeller makes free throw 1 of 2,28,26
102,1,0:24.0,K. Porziņģis enters the game for K. O'Quinn,,28,26
103,1,0:24.0,,T. Zeller makes free throw 2 of 2,28,27
104,1,0:03.0,C. Anthony makes 3-pt jump shot from 25 ft (assist by K. Porziņģis),,31,27
105,1,0:00.0,,M. Smart misses 3-pt jump shot from 30 ft,31,27
106,1,0:00.0,,Offensive rebound by Team,31,27
107,2,11:39.0,D. Williams misses 2-pt jump shot from 19 ft,,31,27
108,2,11:38.0,,Defensive rebound by A. Bradley,31,27
109,2,11:27.0,,T. Zeller misses 2-pt jump shot from 18 ft,31,27
110,2,11:26.0,Defensive rebound by D. Williams,,31,27
111,2,11:15.0,K. Porziņģis misses 2-pt jump shot from 8 ft,,31,27
112,2,11:14.0,,Defensive rebound by J. Jerebko,31,27
113,2,11:06.0,,T. Zeller makes 2-pt layup from 1 ft (assist by E. Turner),31,29
114,2,10:42.0,D. Williams misses 2-pt jump shot from 14 ft (block by J. Jerebko),,31,29
115,2,10:41.0,,Defensive rebound by E. Turner,31,29
116,2,10:37.0,,Turnover by E. Turner (bad pass; steal by J. Grant),31,29
117,2,10:32.0,J. Grant makes 2-pt layup at rim (assist by D. Williams),,33,29
118,2,10:22.0,,Turnover by J. Jerebko (traveling),33,29
119,2,10:04.0,Shooting foul by T. Zeller (drawn by K. Porziņģis),,33,29
120,2,10:04.0,K. Porziņģis misses free throw 1 of 2,,33,29
121,2,10:04.0,Offensive rebound by Team,,33,29
122,2,10:04.0,K. Porziņģis misses free throw 2 of 2,,33,29
123,2,10:04.0,,Defensive rebound by E. Turner,33,29
124,2,9:52.0,,E. Turner misses 2-pt jump shot from 10 ft,33,29
125,2,9:51.0,,Offensive rebound by Team,33,29
126,2,9:51.0,,Personal foul by L. Thomas (drawn by T. Zeller),33,29
127,2,9:51.0,A. Afflalo enters the game for L. Galloway,,33,29
128,2,9:45.0,,Shooting foul by D. Williams (drawn by M. Smart),33,29
129,2,9:45.0,,M. Smart makes free throw 1 of 2,33,30
130,2,9:45.0,R. Lopez enters the game for D. Williams,,33,30
131,2,9:45.0,,M. Smart makes free throw 2 of 2,33,31
132,2,9:30.0,Turnover by J. Grant (bad pass; steal by A. Bradley),,33,31
133,2,9:22.0,,M. Smart misses 3-pt jump shot from 27 ft,33,31
134,2,9:22.0,Defensive rebound by K. Porziņģis,,33,31
135,2,9:10.0,L. Thomas misses 3-pt jump shot from 23 ft,,33,31
136,2,9:09.0,,Defensive rebound by Team,33,31
137,2,8:56.0,,T. Zeller misses 2-pt hook shot from 4 ft,33,31
138,2,8:55.0,Defensive rebound by K. Porziņģis,,33,31
139,2,8:46.0,Turnover by J. Grant (bad pass; steal by A. Bradley),,33,31
140,2,8:42.0,,E. Turner makes 2-pt layup from 1 ft (assist by J. Jerebko),33,33
141,2,8:33.0,New York full timeout,,33,33
142,2,8:33.0,,A. Johnson enters the game for T. Zeller,33,33
143,2,8:33.0,J. Calderón enters the game for L. Thomas,,33,33
144,2,8:33.0,C. Anthony enters the game for J. Grant,,33,33
145,2,8:21.0,K. Porziņģis makes 2-pt hook shot from 3 ft,,35,33
146,2,8:02.0,,J. Jerebko misses 2-pt jump shot from 16 ft,35,33
147,2,8:01.0,Defensive rebound by R. Lopez,,35,33
148,2,7:51.0,Shooting foul by A. Johnson (drawn by R. Lopez),,35,33
149,2,7:51.0,R. Lopez makes free throw 1 of 2,,36,33
150,2,7:51.0,R. Lopez makes free throw 2 of 2,,37,33
151,2,7:38.0,,A. Bradley misses 2-pt jump shot from 12 ft,37,33
152,2,7:37.0,,Offensive rebound by J. Jerebko,37,33
153,2,7:21.0,,A. Bradley misses 2-pt layup from 2 ft (block by R. Lopez),37,33
154,2,7:19.0,Defensive rebound by J. Calderón,,37,33
155,2,7:05.0,,J. Sullinger enters the game for J. Jerebko,37,33
156,2,7:00.0,K. Porziņģis misses 3-pt jump shot from 25 ft,,37,33
157,2,6:59.0,Offensive rebound by C. Anthony,,37,33
158,2,6:51.0,C. Anthony misses 2-pt jump shot from 10 ft,,37,33
159,2,6:50.0,,Defensive rebound by M. Smart,37,33
160,2,6:41.0,,J. Sullinger makes 2-pt jump shot from 13 ft (assist by M. Smart),37,35
161,2,6:30.0,R. Lopez makes 2-pt layup from 1 ft (assist by J. Calderón),,39,35
162,2,6:30.0,Shooting foul by J. Sullinger (drawn by R. Lopez),,39,35
163,2,6:30.0,,J. Crowder enters the game for E. Turner,39,35
164,2,6:30.0,R. Lopez makes free throw 1 of 1,,40,35
165,2,6:09.0,,J. Sullinger misses 2-pt jump shot from 14 ft,40,35
166,2,6:08.0,Defensive rebound by R. Lopez,,40,35
167,2,5:48.0,Turnover by R. Lopez (3 sec),,40,35
168,2,5:48.0,Official timeout,,40,35
169,2,5:48.0,,I. Thomas enters the game for M. Smart,40,35
170,2,5:48.0,L. Thomas enters the game for K. Porziņģis,,40,35
171,2,5:37.0,,Shooting foul by J. Calderón (drawn by I. Thomas),40,35
172,2,5:37.0,Technical foul by J. Calderón,,40,35
173,2,5:37.0,,I. Thomas makes technical free throw,40,36
174,2,5:37.0,,I. Thomas makes free throw 1 of 2,40,37
175,2,5:37.0,,I. Thomas makes free throw 2 of 2,40,38
176,2,5:20.0,R. Lopez misses 2-pt hook shot from 8 ft,,40,38
177,2,5:19.0,,Defensive rebound by J. Sullinger,40,38
178,2,5:08.0,,J. Crowder misses 3-pt jump shot from 25 ft,40,38
179,2,5:07.0,Defensive rebound by J. Calderón,,40,38
180,2,4:58.0,J. Calderón makes 2-pt jump shot from 17 ft,,42,38
181,2,4:31.0,,I. Thomas misses 3-pt jump shot from 26 ft,42,38
182,2,4:30.0,,Offensive rebound by Team,42,38
183,2,4:30.0,,Turnover by Team (shot clock),42,38
184,2,4:05.0,J. Calderón makes 3-pt jump shot from 27 ft (assist by C. Anthony),,45,38
185,2,3:56.0,,J. Crowder misses 2-pt layup from 2 ft,45,38
186,2,3:55.0,Defensive rebound by J. Calderón,,45,38
187,2,3:39.0,L. Thomas makes 2-pt layup from 2 ft (assist by J. Calderón),,47,38
188,2,3:39.0,,Boston full timeout,47,38
189,2,3:39.0,,E. Turner enters the game for A. Johnson,47,38
190,2,3:39.0,,M. Smart enters the game for A. Bradley,47,38
191,2,3:27.0,,J. Crowder misses 2-pt layup from 1 ft,47,38
192,2,3:26.0,,Offensive rebound by J. Sullinger,47,38
193,2,3:25.0,,J. Sullinger makes 2-pt layup from 1 ft,47,40
194,2,3:06.0,A. Afflalo makes 3-pt jump shot from 25 ft,,50,40
195,2,2:54.0,,J. Sullinger misses 2-pt jump shot from 18 ft,50,40
196,2,2:53.0,,Offensive rebound by J. Crowder,50,40
197,2,2:50.0,,J. Crowder makes 2-pt jump shot from 5 ft,50,42
198,2,2:28.0,Shooting foul by J. Crowder (drawn by C. Anthony),,50,42
199,2,2:28.0,C. Anthony makes 2-pt layup from 1 ft,,52,42
200,2,2:28.0,L. Galloway enters the game for J. Calderón,,52,42
201,2,2:28.0,D. Williams enters the game for L. Thomas,,52,42
202,2,2:28.0,C. Anthony makes free throw 1 of 1,,53,42
203,2,2:05.0,,J. Crowder misses 3-pt jump shot from 23 ft,53,42
204,2,2:04.0,,Offensive rebound by J. Sullinger,53,42
205,2,2:03.0,,J. Sullinger makes 2-pt hook shot from 4 ft,53,44
206,2,1:40.0,C. Anthony makes 2-pt jump shot from 3 ft,,55,44
