,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,MEMPHIS_ACTION,OKLAHOMA CITY_SCORE,MEMPHIS_SCORE
129,2,11:38.0,,Offensive rebound by V. Carter,28,25
130,2,11:35.0,,V. Carter makes 2-pt layup at rim,28,27
131,2,11:11.0,S. Ibaka misses 2-pt hook shot from 4 ft,,28,27
132,2,11:11.0,,Defensive rebound by V. Carter,28,27
133,2,10:57.0,,C. Lee misses 3-pt jump shot from 24 ft,28,27
134,2,10:56.0,Defensive rebound by N. Collison,,28,27
135,2,10:42.0,D. Augustin misses 3-pt jump shot from 26 ft,,28,27
136,2,10:42.0,,Defensive rebound by Z. Randolph,28,27
137,2,10:30.0,,Turnover by M. Chalmers (bad pass; steal by N. Collison),28,27
138,2,10:17.0,D. Waiters makes 2-pt layup at rim,,30,27
139,2,10:01.0,,Z. Randolph misses 2-pt jump shot from 4 ft,30,27
140,2,10:00.0,Defensive rebound by S. Ibaka,,30,27
141,2,9:47.0,D. Waiters makes 2-pt jump shot from 20 ft,,32,27
142,2,9:32.0,,M. Chalmers makes 2-pt layup from 1 ft,32,29
143,2,9:13.0,D. Waiters makes 2-pt jump shot from 20 ft (assist by N. Collison),,34,29
144,2,9:05.0,,Personal foul by A. Morrow (drawn by V. Carter),34,29
145,2,8:56.0,,M. Chalmers makes 2-pt jump shot from 7 ft,34,31
146,2,8:56.0,,Shooting foul by D. Augustin (drawn by M. Chalmers),34,31
147,2,8:56.0,,Memphis full timeout,34,31
148,2,8:56.0,,M. Conley enters the game for V. Carter,34,31
149,2,8:56.0,,M. Chalmers makes free throw 1 of 1,34,32
150,2,8:42.0,Turnover by D. Waiters (bad pass; steal by M. Conley),,34,32
151,2,8:37.0,,M. Chalmers makes 2-pt layup at rim (assist by M. Conley),34,34
152,2,8:21.0,S. Ibaka misses 2-pt jump shot from 4 ft,,34,34
153,2,8:20.0,,Defensive rebound by J. Green,34,34
154,2,7:59.0,,C. Lee makes 2-pt layup from 1 ft,34,36
155,2,7:33.0,D. Augustin misses 2-pt layup from 2 ft,,34,36
156,2,7:31.0,,Defensive rebound by Z. Randolph,34,36
157,2,7:24.0,,M. Conley misses 2-pt jump shot from 19 ft,34,36
158,2,7:23.0,Defensive rebound by D. Augustin,,34,36
159,2,7:17.0,D. Waiters makes 3-pt jump shot from 25 ft (assist by D. Augustin),,37,36
160,2,6:56.0,,M. Conley misses 3-pt jump shot from 23 ft,37,36
161,2,6:56.0,Defensive rebound by N. Collison,,37,36
162,2,6:50.0,Oklahoma City full timeout,,37,36
163,2,6:50.0,R. Westbrook enters the game for N. Collison,,37,36
164,2,6:50.0,K. Durant enters the game for D. Augustin,,37,36
165,2,6:50.0,,J. Green enters the game for M. Chalmers,37,36
166,2,6:50.0,,M. Gasol enters the game for J. Green,37,36
167,2,6:35.0,R. Westbrook makes 2-pt jump shot from 7 ft,,39,36
168,2,6:26.0,,Turnover by M. Gasol (lost ball; steal by R. Westbrook),39,36
169,2,6:19.0,A. Morrow makes 2-pt jump shot from 6 ft (assist by R. Westbrook),,41,36
170,2,5:58.0,,C. Lee makes 2-pt layup from 2 ft,41,38
171,2,5:42.0,D. Waiters misses 3-pt jump shot from 23 ft,,41,38
172,2,5:41.0,,Defensive rebound by Team,41,38
173,2,5:30.0,,M. Conley misses 2-pt layup from 1 ft,41,38
174,2,5:30.0,Defensive rebound by R. Westbrook,,41,38
175,2,5:26.0,Turnover by R. Westbrook (bad pass; steal by C. Lee),,41,38
176,2,5:14.0,,Shooting foul by K. Durant (drawn by Z. Randolph),41,38
177,2,5:14.0,,Z. Randolph makes free throw 1 of 2,41,39
178,2,5:14.0,,Z. Randolph makes free throw 2 of 2,41,40
179,2,4:57.0,K. Durant makes 3-pt jump shot from 26 ft (assist by D. Waiters),,44,40
180,2,4:38.0,,Z. Randolph misses 2-pt jump shot from 6 ft,44,40
181,2,4:37.0,,Offensive rebound by Z. Randolph,44,40
182,2,4:34.0,,Z. Randolph misses 2-pt jump shot from 6 ft,44,40
183,2,4:33.0,Defensive rebound by A. Morrow,,44,40
184,2,4:24.0,K. Durant makes 2-pt layup at rim (assist by R. Westbrook),,46,40
185,2,4:16.0,,Memphis full timeout,46,40
186,2,4:04.0,,C. Lee makes 3-pt jump shot from 23 ft (assist by M. Gasol),46,43
187,2,3:51.0,S. Ibaka makes 2-pt dunk at rim (assist by R. Westbrook),,48,43
188,2,3:31.0,,Turnover by M. Gasol (traveling),48,43
189,2,3:13.0,S. Ibaka makes 2-pt dunk at rim (assist by K. Durant),,50,43
190,2,3:03.0,,T. Allen enters the game for C. Lee,50,43
191,2,2:52.0,,M. Gasol misses 2-pt jump shot from 5 ft,50,43
192,2,2:51.0,,Offensive rebound by Z. Randolph,50,43
193,2,2:51.0,,Z. Randolph misses 2-pt layup at rim,50,43
194,2,2:49.0,Defensive rebound by K. Durant,,50,43
195,2,2:42.0,K. Durant makes 2-pt jump shot from 11 ft (assist by R. Westbrook),,52,43
196,2,2:19.0,,M. Conley misses 3-pt jump shot from 22 ft,52,43
197,2,2:18.0,,Offensive rebound by T. Allen,52,43
198,2,2:15.0,,T. Allen makes 2-pt layup from 1 ft,52,45
199,2,2:15.0,,T. Allen misses 2-pt layup from 1 ft,52,45
200,2,2:15.0,,Offensive rebound by T. Allen,52,45
201,2,1:59.0,S. Ibaka makes 2-pt layup at rim (assist by R. Westbrook),,54,45
202,2,1:55.0,,Memphis full timeout,54,45
203,2,1:55.0,,M. Chalmers enters the game for Z. Randolph,54,45
204,2,1:44.0,,T. Allen makes 2-pt layup at rim (assist by M. Conley),54,47
205,2,1:27.0,S. Ibaka makes 2-pt dunk at rim (assist by R. Westbrook),,56,47
206,2,1:02.0,,M. Conley misses 2-pt jump shot from 8 ft,56,47
207,2,1:00.0,Defensive rebound by S. Ibaka,,56,47
208,2,0:47.0,K. Durant makes 3-pt jump shot from 24 ft (assist by R. Westbrook),,59,47
209,2,0:30.0,,T. Allen misses 2-pt jump shot from 7 ft,59,47
210,2,0:30.0,Defensive rebound by K. Durant,,59,47
211,2,0:06.0,S. Ibaka misses 2-pt layup at rim,,59,47
212,2,0:06.0,,Defensive rebound by J. Green,59,47
213,3,11:42.0,,J. Green makes 2-pt layup from 2 ft,59,49
214,3,11:21.0,S. Ibaka misses 2-pt jump shot from 6 ft,,59,49
215,3,11:21.0,,Defensive rebound by M. Gasol,59,49
216,3,11:06.0,,M. Gasol misses 2-pt jump shot from 19 ft,59,49
217,3,11:05.0,Defensive rebound by A. Roberson,,59,49
218,3,10:54.0,R. Westbrook makes 2-pt jump shot from 7 ft,,61,49
219,3,10:33.0,,J. Green misses 2-pt jump shot from 21 ft,61,49
220,3,10:33.0,Defensive rebound by S. Adams,,61,49
221,3,10:21.0,S. Ibaka makes 2-pt jump shot from 19 ft (assist by R. Westbrook),,63,49
222,3,10:10.0,,Z. Randolph makes 2-pt jump shot from 12 ft (assist by T. Allen),63,51
223,3,9:47.0,R. Westbrook makes 2-pt layup from 1 ft (assist by K. Durant),,65,51
224,3,9:30.0,,Offensive foul by M. Gasol (drawn by K. Durant),65,51
225,3,9:30.0,,Turnover by M. Gasol (offensive foul),65,51
226,3,9:15.0,Turnover by S. Ibaka (bad pass; steal by J. Green),,65,51
227,3,9:14.0,,Turnover by J. Green (bad pass; steal by A. Roberson),65,51
228,3,9:05.0,S. Ibaka misses 3-pt jump shot from 24 ft,,65,51
229,3,9:04.0,Offensive rebound by S. Adams,,65,51
230,3,9:04.0,Shooting foul by Z. Randolph (drawn by S. Adams),,65,51
231,3,9:04.0,S. Adams makes free throw 1 of 2,,66,51
232,3,9:04.0,S. Adams misses free throw 2 of 2,,66,51
233,3,9:03.0,,Defensive rebound by Z. Randolph,66,51
234,3,9:00.0,,Turnover by Z. Randolph (bad pass; steal by A. Roberson),66,51
235,3,8:56.0,Turnover by S. Adams (3 sec),,66,51
236,3,8:46.0,,Turnover by M. Conley (bad pass),66,51
237,3,8:27.0,S. Ibaka makes 3-pt jump shot from 24 ft (assist by K. Durant),,69,51
238,3,8:27.0,,Memphis full timeout,69,51
239,3,8:09.0,,J. Green misses 2-pt jump shot from 21 ft,69,51
240,3,8:07.0,Defensive rebound by Team,,69,51
241,3,7:56.0,A. Roberson makes 2-pt dunk at rim (assist by R. Westbrook),,71,51
242,3,7:48.0,,Personal foul by R. Westbrook (drawn by M. Conley),71,51
243,3,7:48.0,,M. Chalmers enters the game for M. Conley,71,51
244,3,7:48.0,,C. Lee enters the game for J. Green,71,51
245,3,7:48.0,,M. Barnes enters the game for T. Allen,71,51
246,3,7:42.0,,Turnover by M. Barnes (bad pass; steal by R. Westbrook),71,51
247,3,7:38.0,A. Roberson makes 2-pt layup at rim (assist by R. Westbrook),,73,51
248,3,7:38.0,Shooting foul by M. Chalmers (drawn by A. Roberson),,73,51
249,3,7:38.0,,J. Green enters the game for M. Gasol,73,51
250,3,7:38.0,A. Roberson makes free throw 1 of 1,,74,51
251,3,7:20.0,,C. Lee makes 2-pt jump shot from 15 ft,74,53
252,3,6:56.0,K. Durant makes 2-pt dunk at rim,,76,53
253,3,6:45.0,,Turnover by M. Chalmers (bad pass; steal by K. Durant),76,53
254,3,6:43.0,Personal foul by Z. Randolph (drawn by K. Durant),,76,53
255,3,6:33.0,S. Adams misses 2-pt hook shot from 7 ft,,76,53
256,3,6:31.0,,Defensive rebound by J. Green,76,53
257,3,6:15.0,,Z. Randolph misses 2-pt jump shot from 12 ft,76,53
258,3,6:14.0,Defensive rebound by K. Durant,,76,53
259,3,5:54.0,S. Adams misses 2-pt layup from 2 ft,,76,53
260,3,5:52.0,Offensive rebound by S. Adams,,76,53
261,3,5:35.0,S. Ibaka misses 2-pt jump shot from 14 ft,,76,53
262,3,5:33.0,Offensive rebound by R. Westbrook,,76,53
263,3,5:18.0,R. Westbrook makes 3-pt jump shot from 24 ft,,79,53
264,3,5:17.0,,Memphis full timeout,79,53
265,3,5:17.0,,V. Carter enters the game for Z. Randolph,79,53
266,3,5:04.0,,V. Carter misses 3-pt jump shot from 24 ft,79,53
267,3,5:04.0,Defensive rebound by K. Durant,,79,53
268,3,4:55.0,S. Ibaka misses 2-pt jump shot from 21 ft,,79,53
269,3,4:54.0,,Defensive rebound by C. Lee,79,53
270,3,4:40.0,,M. Barnes makes 3-pt jump shot from 24 ft (assist by M. Chalmers),79,56
271,3,4:12.0,Turnover by R. Westbrook (bad pass; steal by M. Chalmers),,79,56
272,3,4:08.0,,M. Chalmers makes 2-pt layup from 2 ft,79,58
273,3,3:53.0,Personal foul by M. Barnes (drawn by S. Adams),,79,58
274,3,3:53.0,D. Waiters enters the game for S. Adams,,79,58
275,3,3:40.0,A. Roberson misses 3-pt jump shot from 24 ft,,79,58
276,3,3:39.0,,Defensive rebound by M. Chalmers,79,58
277,3,3:31.0,,C. Lee misses 3-pt jump shot from 23 ft,79,58
278,3,3:29.0,Defensive rebound by R. Westbrook,,79,58
279,3,3:23.0,K. Durant makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,82,58
280,3,3:07.0,,Turnover by C. Lee (bad pass; steal by K. Durant),82,58
281,3,3:03.0,K. Durant makes 2-pt dunk at rim,,84,58
282,3,2:49.0,,Shooting foul by S. Ibaka (drawn by J. Green),84,58
283,3,2:49.0,,J. Green misses free throw 1 of 2,84,58
284,3,2:49.0,,Offensive rebound by Team,84,58
285,3,2:49.0,N. Collison enters the game for S. Ibaka,,84,58
286,3,2:49.0,D. Augustin enters the game for R. Westbrook,,84,58
287,3,2:49.0,,J. Green makes free throw 2 of 2,84,59
288,3,2:32.0,Turnover by D. Waiters (bad pass),,84,59
289,3,2:28.0,,Turnover by C. Lee (lost ball; steal by D. Waiters),84,59
290,3,2:19.0,K. Durant misses 2-pt layup at rim,,84,59
291,3,2:17.0,Offensive rebound by A. Roberson,,84,59
292,3,2:17.0,A. Roberson makes 2-pt layup from 1 ft,,86,59
293,3,2:02.0,,J. Green misses 2-pt jump shot from 19 ft,86,59
294,3,2:01.0,Defensive rebound by K. Durant,,86,59
295,3,1:52.0,A. Roberson makes 2-pt layup at rim,,88,59
296,3,1:52.0,,Memphis full timeout,88,59
297,3,1:28.0,,J. Green misses 2-pt dunk at rim,88,59
298,3,1:26.0,,Offensive rebound by J. Green,88,59
299,3,1:26.0,,J. Green makes 2-pt layup at rim,88,61
300,3,1:07.0,K. Durant makes 3-pt jump shot from 26 ft,,91,61
301,3,1:07.0,Shooting foul by M. Chalmers (drawn by K. Durant),,91,61
302,3,1:07.0,K. Durant makes free throw 1 of 1,,92,61
303,3,0:45.0,,J. Green misses 2-pt layup from 3 ft (block by N. Collison),92,61
304,3,0:44.0,Defensive rebound by K. Durant,,92,61
305,3,0:41.0,K. Durant makes 2-pt layup at rim,,94,61
306,3,0:35.0,,Turnover by M. Chalmers (lost ball; steal by K. Durant),94,61
307,3,0:32.0,Shooting foul by C. Lee (drawn by D. Waiters),,94,61
308,3,0:32.0,D. Waiters makes free throw 1 of 2,,95,61
309,3,0:32.0,D. Waiters makes free throw 2 of 2,,96,61
310,3,0:14.0,,Turnover by M. Barnes (bad pass; steal by D. Augustin),96,61
311,3,0:14.0,Personal foul by J. Green (drawn by D. Augustin),,96,61
312,3,0:14.0,D. Augustin makes free throw 1 of 2,,97,61
313,3,0:14.0,D. Augustin makes free throw 2 of 2,,98,61
314,3,0:01.0,,M. Chalmers makes 2-pt layup at rim,98,63
315,4,11:49.0,Def 3 sec tech foul by Z. Randolph,,98,63
316,4,11:49.0,D. Waiters makes technical free throw,,99,63
317,4,11:39.0,D. Augustin misses 3-pt jump shot from 25 ft,,99,63
318,4,11:39.0,,Defensive rebound by Z. Randolph,99,63
319,4,11:28.0,,V. Carter misses 2-pt layup from 2 ft,99,63
320,4,11:25.0,,Offensive rebound by Z. Randolph,99,63
321,4,11:25.0,,Z. Randolph misses 2-pt layup at rim,99,63
322,4,11:22.0,Defensive rebound by N. Collison,,99,63
323,4,11:15.0,D. Waiters misses 3-pt jump shot from 26 ft,,99,63
324,4,11:13.0,,Defensive rebound by Z. Randolph,99,63
325,4,11:07.0,,Shooting foul by D. Augustin (drawn by M. Chalmers),99,63
326,4,11:07.0,,M. Chalmers makes free throw 1 of 2,99,64
327,4,11:07.0,,M. Chalmers makes free throw 2 of 2,99,65
328,4,10:42.0,A. Roberson misses 2-pt jump shot from 18 ft (block by M. Chalmers),,99,65
329,4,10:41.0,,Defensive rebound by V. Carter,99,65
330,4,10:38.0,,M. Chalmers makes 2-pt layup from 1 ft (assist by V. Carter),99,67
331,4,10:26.0,Shooting foul by Z. Randolph (drawn by A. Roberson),,99,67
332,4,10:26.0,A. Roberson misses free throw 1 of 2,,99,67
333,4,10:26.0,Offensive rebound by Team,,99,67
334,4,10:26.0,A. Roberson makes free throw 2 of 2,,100,67
335,4,10:08.0,,M. Barnes misses 3-pt jump shot from 24 ft,100,67
336,4,10:08.0,Defensive rebound by A. Morrow,,100,67
337,4,10:01.0,D. Waiters misses 2-pt layup from 1 ft,,100,67
338,4,10:00.0,Offensive rebound by A. Morrow,,100,67
339,4,10:00.0,A. Morrow misses 2-pt layup at rim,,100,67
340,4,9:57.0,,Defensive rebound by C. Lee,100,67
341,4,9:47.0,,C. Lee misses 3-pt jump shot from 24 ft,100,67
342,4,9:45.0,K. Singler enters the game for A. Roberson,,100,67
343,4,9:45.0,,Offensive rebound by Team,100,67
344,4,9:35.0,,C. Lee misses 2-pt layup from 1 ft,100,67
345,4,9:35.0,Defensive rebound by N. Collison,,100,67
346,4,9:24.0,K. Singler misses 2-pt jump shot from 20 ft,,100,67
347,4,9:23.0,,Defensive rebound by Z. Randolph,100,67
348,4,9:06.0,,V. Carter misses 2-pt jump shot from 14 ft,100,67
349,4,9:06.0,,Offensive rebound by Team,100,67
350,4,9:06.0,E. Freedom enters the game for N. Collison,,100,67
351,4,9:06.0,,J. Green enters the game for M. Barnes,100,67
352,4,9:06.0,,J. Green enters the game for C. Lee,100,67
353,4,8:59.0,,Turnover by Team (shot clock),100,67
354,4,8:59.0,Oklahoma City full timeout,,100,67
355,4,8:59.0,,R. Smith enters the game for M. Chalmers,100,67
356,4,8:41.0,A. Morrow makes 3-pt jump shot from 23 ft (assist by D. Augustin),,103,67
357,4,8:22.0,,Z. Randolph makes 2-pt jump shot from 7 ft,103,69
358,4,8:02.0,A. Morrow makes 2-pt layup from 2 ft,,105,69
359,4,8:02.0,Shooting foul by J. Green (drawn by A. Morrow),,105,69
360,4,8:02.0,A. Morrow makes free throw 1 of 1,,106,69
361,4,7:43.0,,J. Green makes 2-pt dunk at rim,106,71
362,4,7:20.0,D. Augustin makes 3-pt jump shot from 25 ft (assist by A. Morrow),,109,71
363,4,7:02.0,,Shooting foul by A. Morrow (drawn by J. Green),109,71
364,4,7:02.0,,J. Green makes free throw 1 of 2,109,72
365,4,7:02.0,,J. Green makes free throw 2 of 2,109,73
366,4,6:56.0,Offensive foul by K. Singler (drawn by R. Smith),,109,73
367,4,6:56.0,Turnover by K. Singler (offensive foul),,109,73
368,4,6:45.0,,J. Green makes 2-pt jump shot from 13 ft (assist by R. Smith),109,75
369,4,6:28.0,Turnover by D. Waiters (bad pass),,109,75
370,4,6:17.0,C. Payne enters the game for D. Waiters,,109,75
371,4,6:13.0,,J. Green makes 2-pt layup from 1 ft (assist by R. Smith),109,77
372,4,5:48.0,C. Payne makes 3-pt jump shot from 23 ft (assist by A. Morrow),,112,77
373,4,5:33.0,,R. Smith makes 2-pt jump shot from 19 ft,112,79
374,4,5:12.0,E. Freedom misses 2-pt jump shot from 11 ft,,112,79
375,4,5:11.0,,Defensive rebound by Team,112,79
376,4,5:11.0,,Memphis full timeout,112,79
377,4,5:11.0,S. Novak enters the game for A. Morrow,,112,79
378,4,5:11.0,,C. Lee enters the game for Z. Randolph,112,79
379,4,5:11.0,,M. Barnes enters the game for J. Green,112,79
380,4,4:57.0,,M. Barnes makes 2-pt layup at rim,112,81
381,4,4:35.0,S. Novak misses 3-pt jump shot from 22 ft,,112,81
382,4,4:35.0,Offensive rebound by E. Freedom,,112,81
383,4,4:31.0,E. Freedom makes 2-pt layup at rim,,114,81
384,4,4:22.0,,V. Carter misses 3-pt jump shot from 25 ft,114,81
385,4,4:21.0,Defensive rebound by C. Payne,,114,81
386,4,4:16.0,K. Singler makes 2-pt dunk at rim (assist by C. Payne),,116,81
387,4,3:45.0,,J. Green misses 2-pt jump shot from 7 ft,116,81
388,4,3:44.0,Defensive rebound by C. Payne,,116,81
