,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,CLEVELAND_ACTION,OKLAHOMA CITY_SCORE,CLEVELAND_SCORE
386,4,4:22.0,,Offensive rebound by T. Thompson,91,98
387,4,3:59.0,,L. James misses 3-pt jump shot from 27 ft,91,98
388,4,3:58.0,Defensive rebound by S. Ibaka,,91,98
389,4,3:43.0,K. Durant misses 3-pt jump shot from 24 ft,,91,98
390,4,3:43.0,,Defensive rebound by L. James,91,98
391,4,3:34.0,,Turnover by L. James (lost ball; steal by K. Singler),91,98
392,4,3:30.0,Personal foul by M. Dellavedova (drawn by R. Westbrook),,91,98
393,4,3:13.0,K. Durant misses 2-pt jump shot from 17 ft,,91,98
394,4,3:12.0,,Defensive rebound by K. Love,91,98
395,4,3:07.0,,Cleveland full timeout,91,98
396,4,3:01.0,,Turnover by K. Love (bad pass),91,98
397,4,2:50.0,S. Ibaka makes 2-pt dunk at rim (assist by K. Durant),,93,98
398,4,2:25.0,,L. James misses 2-pt jump shot from 2 ft (block by K. Durant),93,98
399,4,2:24.0,,Offensive rebound by L. James,93,98
400,4,2:24.0,,L. James makes 2-pt layup from 2 ft,93,100
401,4,2:10.0,Turnover by K. Durant (bad pass; steal by L. James),,93,100
402,4,2:09.0,,Turnover by L. James (bad pass; steal by R. Westbrook),93,100
403,4,2:04.0,Shooting foul by T. Thompson (drawn by R. Westbrook),,93,100
404,4,2:04.0,R. Westbrook makes free throw 1 of 2,,94,100
405,4,2:04.0,R. Westbrook makes free throw 2 of 2,,95,100
406,4,1:44.0,,K. Love makes 3-pt jump shot from 24 ft (assist by L. James),95,103
407,4,1:34.0,R. Westbrook makes 3-pt jump shot from 25 ft,,98,103
408,4,1:10.0,,Turnover by Team (shot clock),98,103
409,4,0:58.0,Oklahoma City full timeout,,98,103
410,4,0:53.0,R. Westbrook makes 2-pt jump shot from 14 ft,,100,103
411,4,0:28.0,,L. James misses 2-pt jump shot from 8 ft,100,103
412,4,0:26.0,Defensive rebound by S. Ibaka,,100,103
413,4,0:23.0,Oklahoma City full timeout,,100,103
414,4,0:09.0,K. Durant misses 3-pt jump shot from 25 ft,,100,103
415,4,0:08.0,,Defensive rebound by T. Thompson,100,103
416,4,0:07.0,,Turnover by T. Thompson (bad pass),100,103
417,4,0:07.0,Oklahoma City full timeout,,100,103
418,4,0:03.0,R. Westbrook misses 3-pt jump shot from 26 ft,,100,103
419,4,0:02.0,,Defensive rebound by L. James,100,103
420,4,0:01.0,,Personal foul by S. Adams (drawn by L. James),100,103
421,4,0:01.0,A. Roberson enters the game for S. Adams,,100,103
422,4,0:01.0,,L. James makes free throw 1 of 2,100,104
423,4,0:01.0,,L. James misses free throw 2 of 2,100,104
424,4,0:00.0,Defensive rebound by S. Ibaka,,100,104
