,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,CHICAGO_ACTION,LA LAKERS_SCORE,CHICAGO_SCORE
388,4,4:13.0,,E. Moore makes 2-pt dunk at rim,107,114
389,4,3:51.0,B. Bass misses 2-pt hook shot from 4 ft,,107,114
390,4,3:51.0,Offensive rebound by Team,,107,114
391,4,3:45.0,N. Young misses 2-pt layup from 3 ft (block by P. Gasol),,107,114
392,4,3:43.0,Offensive rebound by J. Clarkson,,107,114
393,4,3:33.0,D. Russell misses 2-pt jump shot from 11 ft (block by T. Gibson),,107,114
394,4,3:31.0,Offensive rebound by D. Russell,,107,114
395,4,3:26.0,D. Russell makes 3-pt jump shot from 26 ft,,110,114
396,4,3:09.0,,E. Moore makes 3-pt jump shot from 23 ft (assist by D. Rose),110,117
397,4,3:08.0,LA Lakers full timeout,,110,117
398,4,3:08.0,K. Bryant enters the game for N. Young,,110,117
399,4,2:56.0,D. Russell misses 2-pt jump shot from 11 ft,,110,117
400,4,2:54.0,Offensive rebound by B. Bass,,110,117
401,4,2:51.0,Shooting foul by M. Dunleavy (drawn by K. Bryant),,110,117
402,4,2:51.0,K. Bryant makes free throw 1 of 3,,111,117
403,4,2:51.0,K. Bryant misses free throw 2 of 3,,111,117
404,4,2:51.0,Offensive rebound by Team,,111,117
405,4,2:51.0,K. Bryant makes free throw 3 of 3,,112,117
406,4,2:35.0,,Shooting foul by B. Bass (drawn by T. Gibson),112,117
407,4,2:35.0,,T. Gibson makes free throw 1 of 2,112,118
408,4,2:35.0,,T. Gibson misses free throw 2 of 2,112,118
409,4,2:33.0,Defensive rebound by J. Randle,,112,118
410,4,2:18.0,Shooting foul by D. Rose (drawn by J. Clarkson),,112,118
411,4,2:18.0,J. Clarkson misses free throw 1 of 2,,112,118
412,4,2:18.0,Offensive rebound by Team,,112,118
413,4,2:18.0,J. Clarkson makes free throw 2 of 2,,113,118
414,4,1:54.0,,D. Rose misses 2-pt jump shot from 9 ft,113,118
415,4,1:53.0,,Offensive rebound by D. Rose,113,118
416,4,1:39.0,,P. Gasol makes 2-pt jump shot from 10 ft (assist by D. Rose),113,120
417,4,1:27.0,K. Bryant misses 2-pt jump shot from 18 ft,,113,120
418,4,1:25.0,Offensive rebound by J. Randle,,113,120
419,4,1:23.0,J. Randle misses 2-pt layup from 2 ft (block by P. Gasol),,113,120
420,4,1:21.0,,Defensive rebound by Team,113,120
421,4,1:07.0,,D. Rose makes 2-pt jump shot from 20 ft,113,122
422,4,0:56.0,J. Clarkson misses 2-pt layup from 1 ft,,113,122
423,4,0:55.0,Offensive rebound by J. Clarkson,,113,122
424,4,0:55.0,J. Randle misses 2-pt layup from 2 ft,,113,122
425,4,0:54.0,,Defensive rebound by T. Gibson,113,122
426,4,0:45.0,,Personal take foul by J. Clarkson (drawn by D. Rose),113,122
427,4,0:45.0,,D. Rose makes free throw 1 of 2,113,123
428,4,0:45.0,N. Young enters the game for K. Bryant,,113,123
429,4,0:45.0,,D. Rose makes free throw 2 of 2,113,124
430,4,0:45.0,LA Lakers full timeout,,113,124
431,4,0:40.0,J. Randle makes 2-pt layup from 2 ft,,115,124
432,4,0:19.0,,D. Rose makes 2-pt jump shot from 18 ft,115,126
433,4,0:12.0,D. Russell misses 2-pt layup from 1 ft,,115,126
434,4,0:11.0,,Defensive rebound by D. Rose,115,126
