,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,WASHINGTON_ACTION,SAN ANTONIO_SCORE,WASHINGTON_SCORE
43,1,5:37.0,L. Aldridge makes 2-pt dunk at rim,,8,19
44,1,5:27.0,,Personal take foul by T. Parker (drawn by J. Wall),8,19
45,1,5:27.0,,D. Gooden enters the game for K. Humphries,8,19
46,1,5:27.0,B. Diaw enters the game for T. Duncan,,8,19
47,1,5:27.0,M. Ginóbili enters the game for D. Green,,8,19
48,1,5:27.0,P. Mills enters the game for T. Parker,,8,19
49,1,5:17.0,,J. Wall misses 2-pt jump shot from 19 ft,8,19
50,1,5:16.0,Defensive rebound by K. Leonard,,8,19
51,1,4:58.0,L. Aldridge misses 2-pt jump shot from 18 ft,,8,19
52,1,4:57.0,,Defensive rebound by J. Wall,8,19
53,1,4:39.0,,D. Gooden misses 3-pt jump shot from 25 ft,8,19
54,1,4:39.0,Defensive rebound by K. Leonard,,8,19
55,1,4:23.0,K. Leonard makes 2-pt jump shot from 16 ft,,10,19
56,1,4:08.0,,B. Beal misses 3-pt jump shot from 25 ft,10,19
57,1,4:07.0,Defensive rebound by L. Aldridge,,10,19
58,1,3:51.0,K. Leonard makes 3-pt jump shot from 25 ft (assist by L. Aldridge),,13,19
59,1,3:50.0,,Washington full timeout,13,19
60,1,3:50.0,,R. Sessions enters the game for J. Wall,13,19
61,1,3:37.0,,O. Porter misses 2-pt jump shot from 20 ft,13,19
62,1,3:36.0,Defensive rebound by L. Aldridge,,13,19
63,1,3:21.0,L. Aldridge makes 2-pt layup from 1 ft,,15,19
64,1,3:12.0,,Offensive foul by N. Hilário (drawn by B. Diaw),15,19
65,1,3:12.0,,Turnover by N. Hilário (offensive foul),15,19
66,1,2:56.0,L. Aldridge misses 2-pt jump shot from 9 ft,,15,19
67,1,2:55.0,,Defensive rebound by N. Hilário,15,19
68,1,2:54.0,,Turnover by N. Hilário (bad pass),15,19
69,1,2:54.0,D. Green enters the game for K. Leonard,,15,19
70,1,2:54.0,,G. Neal enters the game for O. Porter,15,19
71,1,2:46.0,,Offensive charge foul by P. Mills (drawn by D. Gooden),15,19
72,1,2:46.0,Turnover by P. Mills (offensive foul),,15,19
73,1,2:35.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by N. Hilário),15,22
74,1,2:26.0,D. Green misses 2-pt jump shot from 5 ft,,15,22
75,1,2:25.0,Offensive rebound by L. Aldridge,,15,22
76,1,2:23.0,L. Aldridge makes 2-pt layup at rim,,17,22
77,1,2:10.0,,D. Gooden misses 2-pt jump shot from 10 ft (block by D. Green),17,22
78,1,2:08.0,Defensive rebound by L. Aldridge,,17,22
79,1,1:55.0,Turnover by L. Aldridge (bad pass; steal by R. Sessions),,17,22
80,1,1:51.0,,Turnover by R. Sessions (lost ball),17,22
81,1,1:51.0,K. Anderson enters the game for D. Green,,17,22
82,1,1:39.0,L. Aldridge misses 2-pt jump shot from 13 ft,,17,22
83,1,1:38.0,,Defensive rebound by D. Gooden,17,22
84,1,1:24.0,,Turnover by B. Beal (step out of bounds),17,22
85,1,1:10.0,M. Ginóbili makes 2-pt layup from 2 ft (assist by B. Diaw),,19,22
86,1,0:59.0,,R. Sessions misses 2-pt jump shot from 7 ft,19,22
87,1,0:58.0,Defensive rebound by K. Anderson,,19,22
88,1,0:35.0,K. Anderson makes 2-pt jump shot from 11 ft,,21,22
89,1,0:30.0,,Personal foul by K. Anderson (drawn by B. Beal),21,22
90,1,0:30.0,T. Duncan enters the game for L. Aldridge,,21,22
91,1,0:25.0,,N. Hilário misses 2-pt layup from 2 ft,21,22
92,1,0:24.0,Defensive rebound by M. Ginóbili,,21,22
93,1,0:06.0,Personal take foul by B. Beal (drawn by M. Ginóbili),,21,22
94,1,0:06.0,,G. Temple enters the game for B. Beal,21,22
95,1,0:01.0,Shooting foul by D. Gooden (drawn by K. Anderson),,21,22
96,1,0:01.0,K. Anderson makes free throw 1 of 2,,22,22
97,1,0:01.0,K. Anderson makes free throw 2 of 2,,23,22
98,2,11:45.0,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by T. Duncan),,26,22
99,2,11:26.0,,Turnover by M. Gortat (lost ball; steal by M. Ginóbili),26,22
100,2,11:20.0,K. Anderson misses 3-pt jump shot from 26 ft,,26,22
101,2,11:18.0,,Defensive rebound by D. Gooden,26,22
102,2,11:02.0,,G. Neal misses 2-pt jump shot from 19 ft,26,22
103,2,11:00.0,,Offensive rebound by D. Gooden,26,22
104,2,10:59.0,,D. Gooden misses 2-pt layup from 2 ft,26,22
105,2,10:58.0,Defensive rebound by T. Duncan,,26,22
106,2,10:53.0,P. Mills makes 2-pt jump shot from 13 ft,,28,22
107,2,10:28.0,,M. Gortat misses 2-pt jump shot from 3 ft,28,22
108,2,10:26.0,Defensive rebound by T. Duncan,,28,22
109,2,10:17.0,Turnover by T. Duncan (lost ball; steal by D. Gooden),,28,22
110,2,10:06.0,,G. Neal makes 2-pt jump shot from 11 ft (assist by G. Temple),28,24
111,2,9:45.0,M. Ginóbili misses 3-pt jump shot from 26 ft,,28,24
112,2,9:44.0,Offensive rebound by T. Duncan,,28,24
113,2,9:40.0,T. Duncan makes 2-pt layup from 1 ft,,30,24
114,2,9:19.0,,D. Gooden misses 3-pt jump shot from 26 ft,30,24
115,2,9:19.0,Defensive rebound by Team,,30,24
116,2,9:19.0,,J. Wall enters the game for D. Gooden,30,24
117,2,9:19.0,,O. Porter enters the game for R. Sessions,30,24
118,2,9:19.0,,K. Humphries enters the game for G. Temple,30,24
119,2,9:19.0,D. Green enters the game for M. Ginóbili,,30,24
120,2,9:19.0,T. Parker enters the game for K. Anderson,,30,24
121,2,8:55.0,B. Diaw misses 3-pt jump shot from 25 ft,,30,24
122,2,8:55.0,Offensive rebound by Team,,30,24
123,2,8:55.0,Turnover by Team (shot clock),,30,24
124,2,8:55.0,Official timeout,,30,24
125,2,8:55.0,D. West enters the game for B. Diaw,,30,24
126,2,8:39.0,,G. Neal makes 3-pt jump shot from 26 ft (assist by J. Wall),30,27
127,2,8:19.0,D. Green makes 3-pt jump shot from 25 ft (assist by T. Parker),,33,27
128,2,8:06.0,,K. Humphries makes 3-pt jump shot from 25 ft (assist by J. Wall),33,30
129,2,7:52.0,Personal foul by J. Wall (drawn by D. West),,33,30
130,2,7:43.0,P. Mills makes 2-pt jump shot from 20 ft (assist by T. Parker),,35,30
131,2,7:29.0,K. Leonard enters the game for P. Mills,,35,30
132,2,7:19.0,,G. Neal misses 2-pt jump shot from 19 ft,35,30
133,2,7:19.0,Defensive rebound by D. West,,35,30
134,2,7:03.0,K. Leonard misses 3-pt jump shot from 25 ft,,35,30
135,2,7:02.0,,Defensive rebound by K. Humphries,35,30
136,2,6:45.0,,O. Porter makes 2-pt jump shot from 20 ft,35,32
137,2,6:28.0,Shooting foul by K. Humphries (drawn by K. Leonard),,35,32
138,2,6:28.0,K. Leonard makes 2-pt layup at rim (assist by T. Duncan),,37,32
139,2,6:28.0,,B. Beal enters the game for G. Neal,37,32
140,2,6:28.0,K. Leonard makes free throw 1 of 1,,38,32
141,2,6:14.0,,O. Porter makes 3-pt jump shot from 25 ft (assist by J. Wall),38,35
142,2,5:53.0,Turnover by D. West (lost ball; steal by J. Wall),,38,35
143,2,5:47.0,,J. Wall misses 3-pt jump shot from 26 ft,38,35
144,2,5:45.0,Defensive rebound by D. West,,38,35
145,2,5:43.0,San Antonio full timeout,,38,35
146,2,5:34.0,K. Leonard misses 2-pt layup from 2 ft (block by O. Porter),,38,35
147,2,5:33.0,Offensive rebound by K. Leonard,,38,35
148,2,5:30.0,K. Leonard misses 2-pt layup from 2 ft,,38,35
149,2,5:29.0,,Defensive rebound by M. Gortat,38,35
150,2,5:26.0,,J. Wall makes 2-pt layup from 2 ft,38,37
151,2,5:15.0,Shooting foul by J. Wall (drawn by D. Green),,38,37
152,2,5:15.0,D. Green makes free throw 1 of 3,,39,37
153,2,5:15.0,D. Green makes free throw 2 of 3,,40,37
154,2,5:15.0,L. Aldridge enters the game for T. Duncan,,40,37
155,2,5:15.0,D. Green makes free throw 3 of 3,,41,37
156,2,5:01.0,,B. Beal makes 2-pt jump shot from 18 ft,41,39
157,2,4:53.0,Personal foul by K. Humphries (drawn by L. Aldridge),,41,39
158,2,4:38.0,L. Aldridge misses 2-pt jump shot from 16 ft,,41,39
159,2,4:37.0,,Defensive rebound by Team,41,39
160,2,4:37.0,Loose ball foul by D. West (drawn by K. Humphries),,41,39
161,2,4:27.0,,Turnover by M. Gortat (bad pass; steal by K. Leonard),41,39
162,2,4:23.0,K. Leonard makes 2-pt dunk at rim,,43,39
163,2,4:10.0,,O. Porter misses 2-pt jump shot from 17 ft,43,39
164,2,4:09.0,Defensive rebound by D. Green,,43,39
165,2,4:04.0,K. Leonard makes 2-pt layup at rim (assist by T. Parker),,45,39
166,2,3:47.0,,B. Beal misses 3-pt jump shot from 24 ft,45,39
167,2,3:46.0,Defensive rebound by L. Aldridge,,45,39
168,2,3:30.0,K. Leonard makes 2-pt jump shot from 17 ft (assist by D. West),,47,39
169,2,3:29.0,,Washington full timeout,47,39
170,2,3:17.0,,J. Wall misses 2-pt jump shot from 16 ft,47,39
171,2,3:16.0,Defensive rebound by L. Aldridge,,47,39
172,2,3:08.0,T. Parker makes 2-pt layup at rim,,49,39
173,2,2:54.0,,B. Beal misses 2-pt jump shot from 15 ft,49,39
174,2,2:53.0,Defensive rebound by L. Aldridge,,49,39
175,2,2:43.0,K. Leonard makes 2-pt layup at rim,,51,39
176,2,2:37.0,,B. Beal misses 2-pt layup from 1 ft,51,39
177,2,2:36.0,,Offensive rebound by O. Porter,51,39
178,2,2:36.0,,O. Porter makes 2-pt layup from 1 ft,51,41
179,2,2:13.0,L. Aldridge misses 2-pt jump shot from 20 ft,,51,41
180,2,2:13.0,,Defensive rebound by Team,51,41
181,2,2:00.0,,O. Porter makes 2-pt jump shot from 13 ft (assist by B. Beal),51,43
182,2,1:40.0,,Offensive charge foul by L. Aldridge (drawn by M. Gortat),51,43
183,2,1:40.0,Turnover by L. Aldridge (offensive foul),,51,43
184,2,1:40.0,M. Ginóbili enters the game for T. Parker,,51,43
185,2,1:40.0,,R. Sessions enters the game for J. Wall,51,43
186,2,1:40.0,,N. Hilário enters the game for M. Gortat,51,43
187,2,1:40.0,,J. Dudley enters the game for K. Humphries,51,43
188,2,1:40.0,P. Mills enters the game for D. Green,,51,43
189,2,1:26.0,,N. Hilário makes 2-pt layup from 2 ft (assist by R. Sessions),51,45
190,2,1:26.0,,Shooting foul by D. West (drawn by N. Hilário),51,45
191,2,1:26.0,B. Diaw enters the game for D. West,,51,45
192,2,1:26.0,,N. Hilário misses free throw 1 of 1,51,45
193,2,1:24.0,Defensive rebound by K. Leonard,,51,45
194,2,1:00.0,M. Ginóbili misses 3-pt jump shot from 26 ft,,51,45
195,2,1:00.0,,Defensive rebound by J. Dudley,51,45
196,2,0:44.0,,B. Beal makes 2-pt jump shot from 3 ft,51,47
197,2,0:27.0,P. Mills misses 3-pt jump shot from 27 ft,,51,47
198,2,0:26.0,,Defensive rebound by B. Beal,51,47
199,2,0:05.0,,B. Beal misses 2-pt jump shot from 16 ft,51,47
200,2,0:04.0,Defensive rebound by K. Leonard,,51,47
201,2,0:01.0,K. Leonard misses 3-pt jump shot from 33 ft,,51,47
202,2,0:00.0,Offensive rebound by Team,,51,47
203,3,11:37.0,T. Duncan makes 2-pt jump shot from 7 ft,,53,47
204,3,11:18.0,,M. Gortat misses 2-pt jump shot from 7 ft,53,47
205,3,11:17.0,Defensive rebound by T. Duncan,,53,47
206,3,11:06.0,L. Aldridge misses 2-pt jump shot from 14 ft,,53,47
207,3,11:05.0,,Defensive rebound by M. Gortat,53,47
208,3,10:44.0,,Turnover by J. Wall (bad pass; steal by L. Aldridge),53,47
209,3,10:38.0,D. Green makes 3-pt jump shot from 28 ft,,56,47
210,3,10:26.0,,B. Beal misses 3-pt jump shot from 25 ft,56,47
211,3,10:25.0,Defensive rebound by T. Duncan,,56,47
212,3,10:20.0,Turnover by T. Duncan (bad pass; steal by B. Beal),,56,47
213,3,10:10.0,,O. Porter makes 2-pt jump shot from 21 ft,56,49
214,3,9:46.0,D. Green misses 3-pt jump shot from 25 ft,,56,49
215,3,9:46.0,,Defensive rebound by M. Gortat,56,49
216,3,9:35.0,,J. Wall makes 2-pt jump shot from 21 ft,56,51
217,3,9:14.0,T. Parker misses 2-pt jump shot from 6 ft,,56,51
218,3,9:14.0,,Defensive rebound by K. Humphries,56,51
219,3,9:02.0,,K. Humphries misses 2-pt jump shot from 15 ft,56,51
220,3,9:01.0,Defensive rebound by D. Green,,56,51
221,3,8:52.0,K. Leonard misses 2-pt jump shot from 3 ft (block by J. Wall),,56,51
222,3,8:50.0,Offensive rebound by K. Leonard,,56,51
223,3,8:47.0,K. Leonard misses 2-pt jump shot from 15 ft,,56,51
224,3,8:46.0,,Defensive rebound by M. Gortat,56,51
225,3,8:46.0,Loose ball foul by T. Duncan (drawn by M. Gortat),,56,51
226,3,8:39.0,,Personal foul by K. Leonard (drawn by B. Beal),56,51
227,3,8:29.0,,M. Gortat misses 2-pt jump shot from 7 ft,56,51
228,3,8:29.0,,Offensive rebound by Team,56,51
229,3,8:29.0,Loose ball foul by D. Green (drawn by O. Porter),,56,51
230,3,8:14.0,,K. Humphries misses 3-pt jump shot from 25 ft,56,51
231,3,8:13.0,Defensive rebound by K. Leonard,,56,51
232,3,8:04.0,K. Leonard misses 2-pt jump shot from 6 ft,,56,51
233,3,8:03.0,Offensive rebound by T. Duncan,,56,51
234,3,8:00.0,L. Aldridge makes 2-pt layup from 2 ft,,58,51
235,3,7:54.0,,B. Beal misses 2-pt jump shot from 3 ft,58,51
236,3,7:53.0,Defensive rebound by T. Parker,,58,51
237,3,7:48.0,D. Green misses 3-pt jump shot from 26 ft,,58,51
238,3,7:47.0,Offensive rebound by L. Aldridge,,58,51
239,3,7:47.0,Shooting foul by J. Wall (drawn by L. Aldridge),,58,51
240,3,7:47.0,L. Aldridge makes free throw 1 of 2,,59,51
241,3,7:47.0,L. Aldridge makes free throw 2 of 2,,60,51
242,3,7:36.0,,Turnover by M. Gortat (lost ball; steal by T. Parker),60,51
243,3,7:13.0,T. Parker misses 2-pt jump shot from 6 ft,,60,51
244,3,7:12.0,,Defensive rebound by B. Beal,60,51
245,3,7:02.0,,Shooting foul by D. Green (drawn by M. Gortat),60,51
246,3,7:02.0,,M. Gortat makes free throw 1 of 2,60,52
247,3,7:02.0,San Antonio full timeout,,60,52
248,3,7:02.0,,M. Gortat makes free throw 2 of 2,60,53
249,3,6:47.0,D. Green misses 3-pt jump shot from 24 ft,,60,53
250,3,6:46.0,,Defensive rebound by M. Gortat,60,53
251,3,6:41.0,,O. Porter makes 2-pt layup at rim (assist by J. Wall),60,55
252,3,6:24.0,Def 3 sec tech foul by J. Wall,,60,55
253,3,6:24.0,K. Leonard makes technical free throw,,61,55
254,3,6:13.0,D. Green misses 2-pt jump shot from 20 ft,,61,55
255,3,6:12.0,Offensive rebound by K. Leonard,,61,55
256,3,6:01.0,L. Aldridge misses 2-pt jump shot from 16 ft,,61,55
257,3,6:01.0,,Defensive rebound by Team,61,55
258,3,5:52.0,,B. Beal makes 2-pt layup at rim (assist by J. Wall),61,57
259,3,5:34.0,Offensive foul by T. Duncan (drawn by B. Beal),,61,57
260,3,5:34.0,Turnover by T. Duncan (offensive foul),,61,57
261,3,5:34.0,M. Ginóbili enters the game for D. Green,,61,57
262,3,5:34.0,B. Diaw enters the game for T. Duncan,,61,57
263,3,5:14.0,,J. Wall misses 2-pt jump shot from 9 ft,61,57
264,3,5:13.0,Defensive rebound by Team,,61,57
265,3,4:50.0,K. Leonard misses 2-pt layup from 1 ft,,61,57
266,3,4:49.0,,Defensive rebound by K. Humphries,61,57
267,3,4:40.0,,M. Gortat misses 2-pt jump shot from 14 ft,61,57
268,3,4:39.0,Defensive rebound by T. Parker,,61,57
269,3,4:33.0,Personal foul by B. Beal (drawn by L. Aldridge),,61,57
270,3,4:33.0,,N. Hilário enters the game for M. Gortat,61,57
271,3,4:33.0,,R. Sessions enters the game for J. Wall,61,57
272,3,4:33.0,P. Mills enters the game for T. Parker,,61,57
273,3,4:24.0,M. Ginóbili makes 2-pt layup from 2 ft (assist by P. Mills),,63,57
274,3,4:05.0,,B. Beal makes 2-pt layup at rim,63,59
275,3,3:45.0,M. Ginóbili makes 3-pt jump shot from 24 ft (assist by B. Diaw),,66,59
276,3,3:36.0,,R. Sessions misses 2-pt layup from 1 ft,66,59
277,3,3:35.0,Defensive rebound by B. Diaw,,66,59
278,3,3:32.0,,Offensive charge foul by L. Aldridge (drawn by B. Beal),66,59
279,3,3:32.0,Turnover by L. Aldridge (offensive foul),,66,59
280,3,3:32.0,,J. Dudley enters the game for K. Humphries,66,59
281,3,3:32.0,,Washington full timeout,66,59
282,3,3:12.0,,R. Sessions makes 3-pt jump shot from 25 ft (assist by B. Beal),66,62
283,3,2:51.0,K. Leonard makes 2-pt jump shot from 18 ft (assist by M. Ginóbili),,68,62
284,3,2:33.0,,Personal foul by L. Aldridge (drawn by N. Hilário),68,62
285,3,2:33.0,,N. Hilário misses free throw 1 of 2,68,62
286,3,2:33.0,,Offensive rebound by Team,68,62
287,3,2:33.0,,G. Neal enters the game for B. Beal,68,62
288,3,2:33.0,,N. Hilário misses free throw 2 of 2,68,62
289,3,2:32.0,Defensive rebound by L. Aldridge,,68,62
290,3,2:21.0,M. Ginóbili misses 2-pt jump shot from 12 ft,,68,62
291,3,2:20.0,,Defensive rebound by R. Sessions,68,62
292,3,2:16.0,Offensive charge foul by O. Porter (drawn by M. Ginóbili),,68,62
293,3,2:16.0,,Turnover by O. Porter (offensive foul),68,62
294,3,2:16.0,R. Butler enters the game for K. Leonard,,68,62
295,3,1:59.0,Turnover by L. Aldridge (traveling),,68,62
296,3,1:41.0,,N. Hilário misses 2-pt jump shot from 10 ft,68,62
297,3,1:40.0,Defensive rebound by P. Mills,,68,62
298,3,1:23.0,R. Butler makes 2-pt jump shot from 16 ft (assist by B. Diaw),,70,62
299,3,1:15.0,T. Duncan enters the game for L. Aldridge,,70,62
300,3,1:06.0,,G. Neal makes 2-pt layup from 2 ft (assist by R. Sessions),70,64
301,3,0:48.0,R. Butler misses 3-pt jump shot from 23 ft,,70,64
302,3,0:47.0,,Defensive rebound by R. Sessions,70,64
303,3,0:44.0,,Shooting foul by P. Mills (drawn by R. Sessions),70,64
304,3,0:44.0,,R. Sessions makes free throw 1 of 2,70,65
305,3,0:44.0,,R. Sessions makes free throw 2 of 2,70,66
306,3,0:33.0,Shooting block foul by N. Hilário (drawn by B. Diaw),,70,66
307,3,0:33.0,B. Diaw misses free throw 1 of 2,,70,66
308,3,0:33.0,Offensive rebound by Team,,70,66
309,3,0:33.0,B. Diaw makes free throw 2 of 2,,71,66
310,3,0:23.0,,R. Sessions misses 2-pt layup from 1 ft (block by R. Butler),71,66
311,3,0:21.0,Defensive rebound by T. Duncan,,71,66
312,3,0:04.0,Shooting foul by N. Hilário (drawn by M. Ginóbili),,71,66
313,3,0:04.0,M. Ginóbili makes free throw 1 of 2,,72,66
314,3,0:04.0,,J. Wall enters the game for R. Sessions,72,66
315,3,0:04.0,T. Parker enters the game for R. Butler,,72,66
316,3,0:04.0,K. Leonard enters the game for B. Diaw,,72,66
317,3,0:04.0,M. Ginóbili makes free throw 2 of 2,,73,66
318,3,0:01.0,,J. Wall misses 3-pt jump shot from 30 ft,73,66
319,3,0:00.0,,Offensive rebound by Team,73,66
320,4,11:47.0,,N. Hilário makes 2-pt layup from 1 ft,73,68
321,4,11:23.0,D. Green makes 3-pt jump shot from 23 ft (assist by R. Butler),,76,68
322,4,11:01.0,,J. Dudley makes 2-pt jump shot from 19 ft,76,70
323,4,10:42.0,D. West makes 2-pt layup from 1 ft (assist by M. Ginóbili),,78,70
324,4,10:26.0,,J. Wall misses 2-pt layup at rim,78,70
325,4,10:25.0,Defensive rebound by D. Green,,78,70
326,4,10:23.0,Turnover by D. Green (bad pass; steal by R. Sessions),,78,70
327,4,10:18.0,,Turnover by J. Dudley (lost ball; steal by R. Butler),78,70
328,4,10:15.0,Turnover by D. Green (bad pass; steal by J. Wall),,78,70
329,4,10:07.0,,G. Neal makes 2-pt jump shot from 7 ft (assist by R. Sessions),78,72
330,4,9:46.0,R. Butler makes 2-pt jump shot from 18 ft (assist by D. Green),,80,72
331,4,9:32.0,,J. Wall makes 2-pt layup from 1 ft (assist by N. Hilário),80,74
332,4,9:26.0,San Antonio full timeout,,80,74
333,4,9:21.0,Personal foul by G. Neal (drawn by M. Ginóbili),,80,74
334,4,9:17.0,P. Mills misses 3-pt jump shot from 25 ft,,80,74
335,4,9:17.0,,Defensive rebound by J. Wall,80,74
336,4,9:13.0,,R. Sessions misses 2-pt layup at rim (block by R. Butler),80,74
337,4,9:10.0,Defensive rebound by R. Butler,,80,74
338,4,9:00.0,Turnover by D. Green (step out of bounds),,80,74
339,4,8:40.0,,J. Wall misses 2-pt jump shot from 18 ft,80,74
340,4,8:39.0,Defensive rebound by R. Butler,,80,74
341,4,8:27.0,Personal foul by N. Hilário (drawn by D. Green),,80,74
342,4,8:27.0,T. Parker enters the game for M. Ginóbili,,80,74
343,4,8:27.0,,B. Beal enters the game for R. Sessions,80,74
344,4,8:27.0,K. Leonard enters the game for D. Green,,80,74
345,4,8:14.0,Turnover by P. Mills (bad pass; steal by J. Wall),,80,74
346,4,8:11.0,,J. Wall makes 2-pt layup from 1 ft,80,76
347,4,8:11.0,,Shooting foul by K. Leonard (drawn by J. Wall),80,76
348,4,8:11.0,,M. Gortat enters the game for N. Hilário,80,76
349,4,8:11.0,,J. Wall makes free throw 1 of 1,80,77
350,4,7:57.0,R. Butler makes 2-pt jump shot from 9 ft,,82,77
351,4,7:44.0,,M. Gortat makes 2-pt hook shot from 4 ft (assist by J. Dudley),82,79
352,4,7:36.0,Offensive foul by K. Leonard (drawn by B. Beal),,82,79
353,4,7:36.0,Turnover by K. Leonard (offensive foul),,82,79
354,4,7:36.0,L. Aldridge enters the game for D. West,,82,79
355,4,7:18.0,,J. Wall misses 3-pt jump shot from 25 ft,82,79
356,4,7:17.0,,Offensive rebound by B. Beal,82,79
357,4,7:14.0,,B. Beal misses 2-pt jump shot from 4 ft,82,79
358,4,7:14.0,,Offensive rebound by B. Beal,82,79
359,4,7:11.0,,B. Beal misses 2-pt jump shot from 13 ft,82,79
360,4,7:10.0,Defensive rebound by K. Leonard,,82,79
361,4,7:05.0,T. Parker makes 2-pt layup from 1 ft,,84,79
362,4,7:05.0,Shooting foul by J. Dudley (drawn by T. Parker),,84,79
363,4,7:05.0,,O. Porter enters the game for G. Neal,84,79
364,4,7:05.0,T. Parker makes free throw 1 of 1,,85,79
365,4,6:59.0,,Personal foul by P. Mills (drawn by J. Wall),85,79
366,4,6:51.0,D. Green enters the game for P. Mills,,85,79
367,4,6:48.0,,B. Beal misses 3-pt jump shot from 28 ft,85,79
368,4,6:47.0,Defensive rebound by L. Aldridge,,85,79
369,4,6:32.0,San Antonio full timeout,,85,79
370,4,6:22.0,L. Aldridge misses 2-pt jump shot from 18 ft,,85,79
371,4,6:21.0,,Defensive rebound by M. Gortat,85,79
372,4,6:00.0,,J. Dudley makes 2-pt jump shot from 18 ft (assist by O. Porter),85,81
373,4,5:37.0,T. Parker makes 2-pt layup from 2 ft (assist by R. Butler),,87,81
374,4,5:22.0,,M. Gortat makes 2-pt dunk at rim (assist by B. Beal),87,83
375,4,5:16.0,Shooting block foul by B. Beal (drawn by T. Parker),,87,83
376,4,5:16.0,Official timeout,,87,83
377,4,5:16.0,T. Duncan enters the game for R. Butler,,87,83
378,4,5:16.0,T. Parker misses free throw 1 of 2,,87,83
379,4,5:16.0,Offensive rebound by Team,,87,83
380,4,5:16.0,T. Parker makes free throw 2 of 2,,88,83
381,4,5:06.0,,B. Beal makes 2-pt jump shot from 7 ft,88,85
382,4,4:45.0,T. Duncan misses 2-pt jump shot from 16 ft,,88,85
383,4,4:44.0,,Defensive rebound by J. Dudley,88,85
384,4,4:39.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),88,87
385,4,4:21.0,T. Duncan makes 2-pt jump shot from 12 ft (assist by T. Parker),,90,87
386,4,4:14.0,,M. Gortat misses 2-pt layup from 1 ft,90,87
387,4,4:12.0,Defensive rebound by T. Duncan,,90,87
