,QUARTER,TIME_REMAINING,ATLANTA_ACTION,UTAH_ACTION,ATLANTA_SCORE,UTAH_SCORE
65,1,3:30.0,,Turnover by R. Gobert (3 sec),12,19
66,1,3:15.0,K. Humphries misses 3-pt jump shot from 23 ft,,12,19
67,1,3:14.0,,Defensive rebound by T. Booker,12,19
68,1,3:05.0,,Turnover by R. Neto (bad pass),12,19
69,1,2:53.0,M. Scott makes 2-pt jump shot from 4 ft,,14,19
70,1,2:48.0,,Utah full timeout,14,19
71,1,2:48.0,,R. Hood enters the game for G. Hayward,14,19
72,1,2:37.0,,J. Ingles misses 3-pt jump shot from 24 ft,14,19
73,1,2:34.0,,Offensive rebound by R. Gobert,14,19
74,1,2:34.0,,Turnover by R. Gobert (dbl dribble),14,19
75,1,2:34.0,,D. Favors enters the game for R. Gobert,14,19
76,1,2:16.0,D. Schröder misses 2-pt jump shot from 17 ft,,14,19
77,1,2:15.0,,Defensive rebound by R. Hood,14,19
78,1,1:55.0,,Shooting foul by D. Schröder (drawn by T. Booker),14,19
79,1,1:55.0,,T. Booker makes free throw 1 of 2,14,20
80,1,1:55.0,A. Horford enters the game for K. Humphries,,14,20
81,1,1:55.0,,T. Booker makes free throw 2 of 2,14,21
82,1,1:43.0,D. Schröder misses 2-pt layup from 2 ft,,14,21
83,1,1:42.0,,Defensive rebound by R. Neto,14,21
84,1,1:36.0,,R. Hood misses 3-pt jump shot from 23 ft,14,21
85,1,1:35.0,Defensive rebound by M. Scott,,14,21
86,1,1:28.0,T. Hardaway misses 3-pt jump shot from 24 ft,,14,21
87,1,1:27.0,,Defensive rebound by J. Ingles,14,21
88,1,1:06.0,,R. Neto makes 2-pt jump shot from 17 ft,14,23
89,1,0:47.0,Turnover by M. Scott (bad pass; steal by R. Neto),,14,23
90,1,0:44.0,,R. Neto makes 2-pt layup from 2 ft,14,25
91,1,0:36.0,Turnover by T. Sefolosha (bad pass; steal by D. Favors),,14,25
92,1,0:27.0,,D. Favors misses 2-pt jump shot from 16 ft,14,25
93,1,0:26.0,Defensive rebound by T. Sefolosha,,14,25
94,1,0:06.0,D. Schröder makes 2-pt layup from 2 ft,,16,25
95,1,0:01.0,,R. Neto misses 3-pt jump shot from 24 ft,16,25
96,1,0:01.0,,Offensive rebound by R. Hood,16,25
97,1,0:01.0,,R. Hood makes 2-pt layup from 1 ft,16,27
98,2,11:45.0,P. Millsap makes 2-pt layup from 2 ft (assist by A. Horford),,18,27
99,2,11:23.0,,Turnover by R. Neto (bad pass; steal by P. Millsap),18,27
100,2,11:21.0,Personal foul by R. Hood,,18,27
101,2,11:21.0,,S. Mack enters the game for R. Neto,18,27
102,2,11:13.0,P. Millsap makes 2-pt jump shot from 4 ft (assist by J. Teague),,20,27
103,2,10:56.0,,S. Mack misses 2-pt jump shot from 5 ft,20,27
104,2,10:56.0,Defensive rebound by A. Horford,,20,27
105,2,10:52.0,Turnover by T. Hardaway (lost ball),,20,27
106,2,10:34.0,,D. Favors makes 2-pt layup from 2 ft,20,29
107,2,10:17.0,P. Millsap makes 2-pt jump shot from 9 ft,,22,29
108,2,10:02.0,,D. Favors misses 2-pt jump shot from 15 ft (block by A. Horford),22,29
109,2,10:01.0,,Offensive rebound by D. Favors,22,29
110,2,10:00.0,,Turnover by D. Favors (traveling),22,29
111,2,9:46.0,P. Millsap misses 2-pt jump shot from 5 ft,,22,29
112,2,9:46.0,,Defensive rebound by Team,22,29
113,2,9:27.0,,D. Favors makes 2-pt layup from 2 ft (assist by J. Ingles),22,31
114,2,9:22.0,Turnover by J. Teague (lost ball; steal by T. Booker),,22,31
115,2,9:07.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by R. Hood),22,34
116,2,9:07.0,,Shooting foul by T. Hardaway (drawn by J. Ingles),22,34
117,2,9:07.0,K. Bazemore enters the game for T. Sefolosha,,22,34
118,2,9:07.0,,R. Gobert enters the game for T. Booker,22,34
119,2,9:07.0,,J. Ingles makes free throw 1 of 1,22,35
120,2,8:58.0,P. Millsap misses 3-pt jump shot from 24 ft,,22,35
121,2,8:57.0,,Defensive rebound by S. Mack,22,35
122,2,8:48.0,,R. Hood misses 3-pt jump shot from 22 ft,22,35
123,2,8:48.0,,Offensive rebound by R. Hood,22,35
124,2,8:34.0,,S. Mack misses 2-pt jump shot from 4 ft,22,35
125,2,8:33.0,,Offensive rebound by J. Ingles,22,35
126,2,8:24.0,,J. Ingles misses 3-pt jump shot from 24 ft,22,35
127,2,8:24.0,Defensive rebound by P. Millsap,,22,35
128,2,8:16.0,J. Teague makes 3-pt jump shot from 24 ft,,25,35
129,2,7:49.0,,S. Mack misses 2-pt jump shot from 6 ft,25,35
130,2,7:49.0,Defensive rebound by P. Millsap,,25,35
131,2,7:47.0,Shooting foul by S. Mack (drawn by P. Millsap),,25,35
132,2,7:47.0,Atlanta full timeout,,25,35
133,2,7:47.0,K. Humphries enters the game for A. Horford,,25,35
134,2,7:47.0,,G. Hayward enters the game for J. Ingles,25,35
135,2,7:47.0,,T. Lyles enters the game for D. Favors,25,35
136,2,7:47.0,,C. Johnson enters the game for R. Hood,25,35
137,2,7:47.0,P. Millsap makes free throw 1 of 2,,26,35
138,2,7:47.0,P. Millsap misses free throw 2 of 2,,26,35
139,2,7:46.0,,Defensive rebound by S. Mack,26,35
140,2,7:22.0,,S. Mack misses 2-pt jump shot from 7 ft,26,35
141,2,7:22.0,Defensive rebound by T. Hardaway,,26,35
142,2,7:13.0,K. Humphries makes 2-pt hook shot from 1 ft (assist by J. Teague),,28,35
143,2,7:13.0,,Violation by T. Lyles (def goaltending),28,35
144,2,6:56.0,,T. Lyles misses 2-pt jump shot from 13 ft,28,35
145,2,6:56.0,,Offensive rebound by R. Gobert,28,35
146,2,6:52.0,,C. Johnson makes 2-pt layup from 2 ft (assist by R. Gobert),28,37
147,2,6:39.0,J. Teague makes 2-pt layup from 2 ft,,30,37
148,2,6:23.0,,Shooting foul by K. Bazemore (drawn by G. Hayward),30,37
149,2,6:23.0,,G. Hayward misses free throw 1 of 2,30,37
150,2,6:23.0,,Offensive rebound by Team,30,37
151,2,6:23.0,K. Korver enters the game for T. Hardaway,,30,37
152,2,6:23.0,,G. Hayward makes free throw 2 of 2,30,38
153,2,6:12.0,K. Humphries misses 2-pt jump shot from 17 ft,,30,38
154,2,6:12.0,,Defensive rebound by C. Johnson,30,38
155,2,5:52.0,,G. Hayward misses 2-pt jump shot from 6 ft,30,38
156,2,5:51.0,Defensive rebound by J. Teague,,30,38
157,2,5:40.0,K. Humphries makes 2-pt jump shot from 18 ft (assist by P. Millsap),,32,38
158,2,5:24.0,,Personal foul by K. Bazemore,32,38
159,2,5:24.0,,Utah full timeout,32,38
160,2,5:24.0,,R. Neto enters the game for S. Mack,32,38
161,2,5:09.0,,Turnover by R. Gobert (bad pass; steal by K. Bazemore),32,38
162,2,5:02.0,K. Bazemore makes 2-pt jump shot from 10 ft,,34,38
163,2,4:44.0,,R. Neto misses 2-pt layup from 3 ft,34,38
164,2,4:44.0,Defensive rebound by K. Humphries,,34,38
165,2,4:31.0,J. Teague makes 3-pt jump shot from 24 ft,,37,38
166,2,4:16.0,,G. Hayward misses 2-pt jump shot from 19 ft,37,38
167,2,4:15.0,Defensive rebound by K. Korver,,37,38
168,2,3:57.0,Turnover by J. Teague (bad pass; steal by G. Hayward),,37,38
169,2,3:39.0,,C. Johnson misses 2-pt dunk at rim (block by K. Humphries),37,38
170,2,3:37.0,Defensive rebound by P. Millsap,,37,38
171,2,3:27.0,Shooting foul by T. Lyles (drawn by K. Humphries),,37,38
172,2,3:27.0,K. Humphries misses free throw 1 of 2,,37,38
173,2,3:27.0,Offensive rebound by Team,,37,38
174,2,3:27.0,,R. Hood enters the game for C. Johnson,37,38
175,2,3:27.0,,D. Favors enters the game for T. Lyles,37,38
176,2,3:27.0,D. Schröder enters the game for J. Teague,,37,38
177,2,3:27.0,A. Horford enters the game for P. Millsap,,37,38
178,2,3:27.0,K. Humphries misses free throw 2 of 2,,37,38
179,2,3:27.0,,Defensive rebound by R. Gobert,37,38
180,2,3:08.0,,D. Favors misses 2-pt jump shot from 16 ft,37,38
181,2,3:08.0,Defensive rebound by D. Schröder,,37,38
182,2,3:02.0,K. Bazemore makes 2-pt jump shot from 20 ft (assist by D. Schröder),,39,38
183,2,3:02.0,,Utah full timeout,39,38
184,2,3:02.0,T. Sefolosha enters the game for K. Korver,,39,38
185,2,3:02.0,,S. Mack enters the game for R. Neto,39,38
186,2,2:53.0,,Turnover by S. Mack (bad pass; steal by D. Schröder),39,38
187,2,2:48.0,A. Horford makes 2-pt dunk at rim (assist by D. Schröder),,41,38
188,2,2:30.0,Violation by K. Bazemore (kicked ball),,41,38
189,2,2:30.0,Atlanta full timeout,,41,38
190,2,2:22.0,,R. Hood misses 3-pt jump shot from 24 ft,41,38
191,2,2:22.0,Defensive rebound by T. Sefolosha,,41,38
192,2,2:03.0,Turnover by D. Schröder (bad pass),,41,38
193,2,2:03.0,K. Korver enters the game for K. Bazemore,,41,38
194,2,1:52.0,,S. Mack misses 3-pt jump shot from 25 ft,41,38
195,2,1:51.0,Defensive rebound by K. Korver,,41,38
196,2,1:41.0,D. Schröder misses 3-pt jump shot from 25 ft,,41,38
197,2,1:41.0,Offensive rebound by Team,,41,38
198,2,1:41.0,P. Millsap enters the game for K. Humphries,,41,38
199,2,1:41.0,J. Teague enters the game for D. Schröder,,41,38
200,2,1:35.0,K. Korver misses 3-pt jump shot from 24 ft,,41,38
201,2,1:34.0,,Defensive rebound by R. Gobert,41,38
202,2,1:25.0,,Shooting foul by P. Millsap (drawn by R. Gobert),41,38
203,2,1:25.0,,R. Gobert misses free throw 1 of 2,41,38
204,2,1:25.0,,Offensive rebound by Team,41,38
205,2,1:25.0,,R. Gobert misses free throw 2 of 2,41,38
206,2,1:24.0,Defensive rebound by A. Horford,,41,38
207,2,1:11.0,J. Teague misses 3-pt jump shot from 23 ft,,41,38
208,2,1:10.0,,Defensive rebound by R. Gobert,41,38
209,2,1:02.0,,Turnover by D. Favors (bad pass),41,38
210,2,0:40.0,P. Millsap misses 2-pt jump shot from 6 ft,,41,38
211,2,0:40.0,,Defensive rebound by R. Hood,41,38
212,2,0:25.0,,Def 3 sec tech foul by A. Horford,41,38
213,2,0:25.0,,G. Hayward makes technical free throw,41,39
214,2,0:25.0,K. Bazemore enters the game for K. Korver,,41,39
215,2,0:14.0,,R. Hood makes 2-pt jump shot from 12 ft,41,41
216,2,0:14.0,,Shooting foul by A. Horford (drawn by R. Hood),41,41
217,2,0:14.0,K. Korver enters the game for T. Sefolosha,,41,41
218,2,0:14.0,,R. Hood makes free throw 1 of 1,41,42
219,2,0:02.0,Turnover by J. Teague (lost ball; steal by R. Hood),,41,42
220,3,11:37.0,A. Horford makes 2-pt jump shot from 17 ft (assist by P. Millsap),,43,42
221,3,11:20.0,,G. Hayward misses 2-pt jump shot from 14 ft,43,42
222,3,11:20.0,Defensive rebound by K. Bazemore,,43,42
223,3,11:11.0,K. Bazemore misses 2-pt layup from 2 ft,,43,42
224,3,11:11.0,,Defensive rebound by R. Gobert,43,42
225,3,10:51.0,,D. Favors misses 2-pt jump shot from 7 ft,43,42
226,3,10:51.0,Defensive rebound by P. Millsap,,43,42
227,3,10:42.0,J. Teague misses 2-pt layup from 2 ft (block by D. Favors),,43,42
228,3,10:42.0,,Defensive rebound by D. Favors,43,42
229,3,10:39.0,,Turnover by D. Favors (bad pass; steal by J. Teague),43,42
230,3,10:27.0,Shooting foul by S. Mack (drawn by J. Teague),,43,42
231,3,10:27.0,J. Teague makes free throw 1 of 2,,44,42
232,3,10:27.0,J. Teague makes free throw 2 of 2,,45,42
233,3,10:07.0,,D. Favors makes 2-pt jump shot from 14 ft (assist by R. Hood),45,44
234,3,9:55.0,P. Millsap makes 2-pt jump shot from 15 ft,,47,44
235,3,9:40.0,,R. Hood misses 3-pt jump shot from 24 ft,47,44
236,3,9:39.0,Defensive rebound by K. Bazemore,,47,44
237,3,9:23.0,J. Teague makes 2-pt jump shot from 12 ft,,49,44
238,3,9:02.0,,Turnover by R. Gobert (lost ball; steal by A. Horford),49,44
239,3,8:52.0,J. Teague misses 3-pt jump shot from 24 ft,,49,44
240,3,8:52.0,,Defensive rebound by G. Hayward,49,44
241,3,8:38.0,,R. Gobert makes 2-pt dunk at rim (assist by S. Mack),49,46
242,3,8:19.0,A. Horford makes 3-pt jump shot from 24 ft (assist by J. Teague),,52,46
243,3,7:54.0,,G. Hayward misses 2-pt jump shot from 9 ft,52,46
244,3,7:54.0,,Offensive rebound by D. Favors,52,46
245,3,7:50.0,,D. Favors misses 2-pt layup from 1 ft,52,46
246,3,7:49.0,Defensive rebound by P. Millsap,,52,46
247,3,7:45.0,Turnover by P. Millsap (bad pass),,52,46
248,3,7:31.0,,G. Hayward makes 3-pt jump shot from 24 ft,52,49
249,3,7:15.0,J. Teague makes 3-pt jump shot from 22 ft,,55,49
250,3,7:11.0,,Personal foul by J. Teague,55,49
251,3,7:05.0,,Offensive foul by R. Gobert (drawn by K. Korver),55,49
252,3,7:05.0,,Turnover by R. Gobert (offensive foul),55,49
253,3,6:55.0,K. Korver makes 3-pt jump shot from 24 ft,,58,49
254,3,6:34.0,,S. Mack misses 2-pt jump shot from 4 ft,58,49
255,3,6:34.0,Defensive rebound by A. Horford,,58,49
256,3,6:26.0,K. Korver misses 3-pt jump shot from 27 ft,,58,49
257,3,6:25.0,,Defensive rebound by S. Mack,58,49
258,3,6:17.0,,Shooting foul by K. Bazemore (drawn by G. Hayward),58,49
259,3,6:17.0,,G. Hayward makes free throw 1 of 2,58,50
260,3,6:17.0,K. Humphries enters the game for A. Horford,,58,50
261,3,6:17.0,,J. Ingles enters the game for R. Hood,58,50
262,3,6:17.0,,T. Booker enters the game for R. Gobert,58,50
263,3,6:17.0,T. Sefolosha enters the game for K. Bazemore,,58,50
264,3,6:17.0,,G. Hayward makes free throw 2 of 2,58,51
265,3,5:56.0,K. Korver misses 3-pt jump shot from 23 ft,,58,51
266,3,5:55.0,,Defensive rebound by S. Mack,58,51
267,3,5:52.0,,Turnover by G. Hayward (bad pass; steal by P. Millsap),58,51
268,3,5:45.0,Turnover by J. Teague (bad pass; steal by D. Favors),,58,51
269,3,5:35.0,,S. Mack misses 3-pt jump shot from 23 ft,58,51
270,3,5:34.0,Defensive rebound by Team,,58,51
271,3,5:34.0,,Loose ball foul by T. Booker,58,51
272,3,5:34.0,,Utah full timeout,58,51
273,3,5:34.0,,R. Neto enters the game for S. Mack,58,51
274,3,5:13.0,K. Humphries makes 2-pt layup at rim (assist by T. Sefolosha),,60,51
275,3,4:58.0,,Turnover by G. Hayward (traveling),60,51
276,3,4:40.0,K. Humphries misses 2-pt hook shot from 3 ft,,60,51
277,3,4:40.0,,Defensive rebound by D. Favors,60,51
278,3,4:27.0,,G. Hayward misses 2-pt jump shot from 8 ft,60,51
279,3,4:27.0,,Offensive rebound by G. Hayward,60,51
280,3,4:12.0,,T. Booker misses 2-pt jump shot from 4 ft,60,51
281,3,4:11.0,,Offensive rebound by D. Favors,60,51
282,3,4:09.0,,D. Favors makes 2-pt layup from 1 ft,60,53
283,3,4:00.0,K. Humphries misses 3-pt jump shot from 24 ft,,60,53
284,3,3:58.0,,Defensive rebound by T. Booker,60,53
285,3,3:43.0,T. Hardaway enters the game for J. Teague,,60,53
286,3,3:43.0,D. Schröder enters the game for K. Korver,,60,53
287,3,3:35.0,,G. Hayward misses 2-pt jump shot from 8 ft,60,53
288,3,3:34.0,,Offensive rebound by D. Favors,60,53
289,3,3:34.0,,D. Favors misses 2-pt layup at rim,60,53
290,3,3:32.0,,Offensive rebound by Team,60,53
291,3,3:21.0,,R. Neto misses 3-pt jump shot from 24 ft,60,53
292,3,3:21.0,,Offensive rebound by J. Ingles,60,53
293,3,3:15.0,,J. Ingles misses 3-pt jump shot from 22 ft,60,53
294,3,3:15.0,Defensive rebound by P. Millsap,,60,53
295,3,3:01.0,Turnover by T. Sefolosha (bad pass; steal by T. Booker),,60,53
296,3,2:55.0,,T. Booker misses 2-pt layup from 2 ft,60,53
297,3,2:55.0,,Offensive rebound by T. Booker,60,53
298,3,2:55.0,,Shooting foul by K. Humphries (drawn by T. Booker),60,53
299,3,2:55.0,Atlanta full timeout,,60,53
300,3,2:55.0,,R. Hood enters the game for G. Hayward,60,53
301,3,2:55.0,,R. Gobert enters the game for D. Favors,60,53
302,3,2:55.0,,T. Booker makes free throw 1 of 2,60,54
303,3,2:55.0,,T. Booker makes free throw 2 of 2,60,55
304,3,2:41.0,T. Hardaway makes 2-pt layup from 2 ft,,62,55
305,3,2:41.0,Shooting foul by R. Gobert (drawn by T. Hardaway),,62,55
306,3,2:41.0,A. Horford enters the game for P. Millsap,,62,55
307,3,2:41.0,T. Hardaway makes free throw 1 of 1,,63,55
308,3,2:34.0,,Offensive foul by J. Ingles (drawn by T. Hardaway),63,55
309,3,2:34.0,,Turnover by J. Ingles (offensive foul),63,55
310,3,2:18.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by D. Schröder),,66,55
311,3,2:03.0,,R. Hood misses 2-pt jump shot from 17 ft,66,55
312,3,2:03.0,Defensive rebound by T. Sefolosha,,66,55
313,3,1:50.0,Turnover by A. Horford (bad pass; steal by R. Gobert),,66,55
314,3,1:36.0,,J. Ingles misses 2-pt jump shot from 22 ft,66,55
315,3,1:35.0,Defensive rebound by T. Sefolosha,,66,55
316,3,1:27.0,K. Humphries misses 2-pt jump shot from 8 ft,,66,55
317,3,1:26.0,Offensive rebound by A. Horford,,66,55
318,3,1:06.0,D. Schröder misses 3-pt jump shot from 24 ft,,66,55
319,3,1:04.0,,Defensive rebound by T. Booker,66,55
320,3,0:59.0,,T. Booker makes 2-pt layup from 1 ft,66,57
321,3,0:41.0,T. Hardaway misses 3-pt jump shot from 24 ft,,66,57
322,3,0:41.0,,Defensive rebound by R. Gobert,66,57
323,3,0:30.0,,R. Neto misses 3-pt jump shot from 23 ft,66,57
324,3,0:29.0,Defensive rebound by K. Humphries,,66,57
325,3,0:09.0,D. Schröder misses 2-pt jump shot from 3 ft,,66,57
326,3,0:08.0,,Defensive rebound by J. Ingles,66,57
327,3,0:03.0,,Personal foul by T. Sefolosha,66,57
328,3,0:03.0,M. Scott enters the game for K. Humphries,,66,57
329,3,0:01.0,,R. Hood misses 3-pt jump shot from 25 ft,66,57
330,3,0:00.0,,Offensive rebound by Team,66,57
331,4,11:49.0,,Turnover by G. Hayward (bad pass),66,57
332,4,11:35.0,M. Scott misses 2-pt jump shot from 21 ft,,66,57
333,4,11:35.0,,Defensive rebound by R. Gobert,66,57
334,4,11:13.0,,Shooting foul by M. Scott (drawn by T. Lyles),66,57
335,4,11:13.0,,T. Lyles misses free throw 1 of 2,66,57
336,4,11:13.0,,Offensive rebound by Team,66,57
337,4,11:13.0,,T. Lyles makes free throw 2 of 2,66,58
338,4,10:53.0,Turnover by D. Schröder (3 sec),,66,58
339,4,10:33.0,,G. Hayward misses 2-pt layup from 3 ft,66,58
340,4,10:33.0,Defensive rebound by T. Sefolosha,,66,58
341,4,10:19.0,Personal foul by T. Lyles,,66,58
342,4,10:10.0,A. Horford misses 2-pt jump shot from 6 ft,,66,58
343,4,10:10.0,,Defensive rebound by G. Hayward,66,58
344,4,9:54.0,,J. Ingles misses 2-pt jump shot from 23 ft,66,58
345,4,9:53.0,Defensive rebound by T. Sefolosha,,66,58
346,4,9:52.0,K. Bazemore enters the game for T. Sefolosha,,66,58
347,4,9:52.0,,S. Mack enters the game for J. Ingles,66,58
348,4,9:52.0,,D. Favors enters the game for T. Lyles,66,58
349,4,9:44.0,D. Schröder makes 2-pt jump shot from 20 ft,,68,58
350,4,9:22.0,,G. Hayward misses 2-pt jump shot from 8 ft,68,58
351,4,9:21.0,Defensive rebound by K. Bazemore,,68,58
352,4,9:02.0,D. Schröder misses 2-pt layup from 1 ft,,68,58
353,4,9:00.0,Offensive rebound by A. Horford,,68,58
354,4,9:00.0,A. Horford makes 2-pt layup from 1 ft,,70,58
355,4,8:48.0,,R. Gobert makes 2-pt dunk at rim (assist by D. Favors),70,60
356,4,8:23.0,D. Schröder misses 3-pt jump shot from 24 ft,,70,60
357,4,8:23.0,Offensive rebound by Team,,70,60
358,4,8:23.0,Atlanta full timeout,,70,60
359,4,8:23.0,K. Korver enters the game for M. Scott,,70,60
360,4,8:23.0,P. Millsap enters the game for T. Hardaway,,70,60
361,4,8:07.0,K. Korver makes 2-pt jump shot from 14 ft,,72,60
362,4,7:41.0,,S. Mack misses 2-pt jump shot from 7 ft,72,60
363,4,7:41.0,,Offensive rebound by S. Mack,72,60
364,4,7:38.0,,R. Hood makes 3-pt jump shot from 24 ft (assist by S. Mack),72,63
365,4,7:20.0,K. Korver misses 2-pt jump shot from 20 ft,,72,63
366,4,7:19.0,,Defensive rebound by R. Gobert,72,63
367,4,7:02.0,,R. Hood makes 3-pt jump shot from 22 ft (assist by G. Hayward),72,66
368,4,6:46.0,D. Schröder makes 3-pt jump shot from 24 ft,,75,66
369,4,6:28.0,,Personal foul by K. Bazemore,75,66
370,4,6:28.0,K. Humphries enters the game for A. Horford,,75,66
371,4,6:28.0,T. Sefolosha enters the game for D. Schröder,,75,66
372,4,6:28.0,J. Teague enters the game for K. Korver,,75,66
373,4,6:18.0,,S. Mack misses 2-pt jump shot from 16 ft (block by J. Teague),75,66
374,4,6:17.0,Defensive rebound by K. Bazemore,,75,66
375,4,6:16.0,K. Bazemore makes 2-pt layup from 2 ft,,77,66
376,4,6:16.0,Shooting foul by S. Mack (drawn by K. Bazemore),,77,66
377,4,6:16.0,K. Bazemore misses free throw 1 of 1,,77,66
378,4,6:15.0,,Defensive rebound by G. Hayward,77,66
379,4,6:07.0,,G. Hayward makes 2-pt jump shot from 3 ft,77,68
380,4,6:01.0,Atlanta full timeout,,77,68
381,4,6:01.0,,J. Ingles enters the game for S. Mack,77,68
382,4,6:01.0,,T. Booker enters the game for R. Gobert,77,68
383,4,6:01.0,A. Horford enters the game for P. Millsap,,77,68
384,4,5:51.0,J. Teague misses 2-pt jump shot from 21 ft,,77,68
385,4,5:50.0,,Defensive rebound by R. Hood,77,68
386,4,5:29.0,,G. Hayward misses 2-pt jump shot from 8 ft (block by T. Sefolosha),77,68
387,4,5:29.0,,Offensive rebound by Team,77,68
388,4,5:26.0,,D. Favors makes 2-pt dunk at rim (assist by G. Hayward),77,70
389,4,5:26.0,,Shooting foul by K. Humphries (drawn by D. Favors),77,70
390,4,5:26.0,,D. Favors misses free throw 1 of 1,77,70
391,4,5:26.0,Defensive rebound by Team,,77,70
392,4,5:14.0,K. Bazemore misses 3-pt jump shot from 24 ft,,77,70
393,4,5:14.0,,Defensive rebound by G. Hayward,77,70
394,4,5:08.0,,Shooting foul by K. Humphries (drawn by G. Hayward),77,70
395,4,5:08.0,,G. Hayward makes free throw 1 of 2,77,71
396,4,5:08.0,P. Millsap enters the game for K. Humphries,,77,71
