,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,MIAMI_ACTION,CHARLOTTE_SCORE,MIAMI_SCORE
0,1,11:41.0,,L. Deng misses 2-pt jump shot from 17 ft,0,0
1,1,11:40.0,Defensive rebound by N. Batum,,0,0
2,1,11:31.0,C. Zeller makes 2-pt jump shot from 18 ft (assist by N. Batum),,2,0
3,1,11:10.0,,H. Whiteside makes 2-pt layup from 2 ft,2,2
4,1,10:57.0,Shooting foul by D. Wade (drawn by C. Zeller),,2,2
5,1,10:57.0,C. Zeller misses free throw 1 of 2,,2,2
6,1,10:57.0,Offensive rebound by Team,,2,2
7,1,10:57.0,C. Zeller makes free throw 2 of 2,,3,2
8,1,10:34.0,,J. Johnson makes 3-pt jump shot from 25 ft,3,5
9,1,10:20.0,N. Batum misses 3-pt jump shot from 24 ft,,3,5
10,1,10:19.0,,Defensive rebound by H. Whiteside,3,5
11,1,10:05.0,,D. Wade makes 2-pt jump shot from 2 ft (assist by H. Whiteside),3,7
12,1,9:47.0,C. Zeller makes 2-pt layup from 2 ft,,5,7
13,1,9:20.0,,D. Wade misses 2-pt jump shot from 12 ft,5,7
14,1,9:19.0,Defensive rebound by N. Batum,,5,7
15,1,9:15.0,Shooting foul by J. Johnson (drawn by C. Lee),,5,7
16,1,9:15.0,C. Lee misses free throw 1 of 2,,5,7
17,1,9:15.0,Offensive rebound by Team,,5,7
18,1,9:15.0,C. Lee makes free throw 2 of 2,,6,7
19,1,9:03.0,,Turnover by J. Johnson (bad pass; steal by M. Williams),6,7
20,1,8:54.0,K. Walker makes 3-pt jump shot from 25 ft,,9,7
21,1,8:41.0,,D. Wade makes 2-pt jump shot from 22 ft,9,9
22,1,8:27.0,K. Walker makes 2-pt jump shot from 16 ft,,11,9
23,1,8:10.0,,G. Dragić misses 2-pt jump shot from 10 ft (block by K. Walker),11,9
24,1,8:09.0,Defensive rebound by Team,,11,9
25,1,8:00.0,K. Walker misses 2-pt jump shot from 6 ft,,11,9
