,QUARTER,TIME_REMAINING,DENVER_ACTION,PHILADELPHIA_ACTION,DENVER_SCORE,PHILADELPHIA_SCORE
387,4,7:31.0,,J. Grant misses 3-pt jump shot from 23 ft,87,92
388,4,7:29.0,Defensive rebound by E. Mudiay,,87,92
389,4,7:24.0,E. Mudiay misses 2-pt jump shot from 5 ft (block by H. Thompson),,87,92
390,4,7:22.0,Offensive rebound by Team,,87,92
391,4,7:22.0,,T. McConnell enters the game for I. Canaan,87,92
392,4,7:22.0,,R. Holmes enters the game for N. Noel,87,92
393,4,7:22.0,D. Gallinari enters the game for M. Miller,,87,92
394,4,7:21.0,Turnover by K. Faried (lost ball; steal by J. Grant),,87,92
395,4,6:59.0,,T. McConnell misses 2-pt layup from 1 ft,87,92
396,4,6:57.0,Defensive rebound by D. Gallinari,,87,92
397,4,6:47.0,K. Faried misses 2-pt jump shot from 8 ft (block by J. Grant),,87,92
398,4,6:45.0,,Defensive rebound by T. McConnell,87,92
399,4,6:37.0,,J. Grant makes 2-pt layup from 2 ft (assist by H. Thompson),87,94
400,4,6:36.0,Denver full timeout,,87,94
401,4,6:36.0,,R. Covington enters the game for J. Grant,87,94
402,4,6:36.0,D. Arthur enters the game for K. Faried,,87,94
403,4,6:16.0,W. Barton misses 3-pt jump shot from 22 ft,,87,94
404,4,6:14.0,Offensive rebound by E. Mudiay,,87,94
405,4,6:14.0,Shooting foul by H. Thompson (drawn by E. Mudiay),,87,94
406,4,6:14.0,E. Mudiay misses free throw 1 of 2,,87,94
407,4,6:14.0,Offensive rebound by Team,,87,94
408,4,6:14.0,E. Mudiay makes free throw 2 of 2,,88,94
409,4,6:01.0,,Personal foul by D. Arthur (drawn by R. Holmes),88,94
410,4,5:51.0,,H. Thompson misses 2-pt jump shot from 4 ft,88,94
411,4,5:49.0,Defensive rebound by W. Barton,,88,94
412,4,5:45.0,W. Barton makes 2-pt layup from 2 ft,,90,94
413,4,5:19.0,,T. McConnell misses 2-pt jump shot from 10 ft (block by D. Gallinari),90,94
414,4,5:16.0,Defensive rebound by W. Barton,,90,94
415,4,5:12.0,Shooting foul by H. Thompson (drawn by D. Gallinari),,90,94
416,4,5:12.0,D. Gallinari makes free throw 1 of 2,,91,94
417,4,5:12.0,,J. Sampson enters the game for N. Stauskas,91,94
418,4,5:12.0,,N. Noel enters the game for R. Holmes,91,94
419,4,5:12.0,,I. Canaan enters the game for H. Thompson,91,94
420,4,5:12.0,D. Gallinari makes free throw 2 of 2,,92,94
421,4,5:01.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by T. McConnell),92,97
422,4,4:39.0,R. Foye misses 2-pt jump shot from 4 ft,,92,97
423,4,4:36.0,Offensive rebound by D. Gallinari,,92,97
424,4,4:36.0,D. Gallinari makes 2-pt layup from 1 ft,,94,97
425,4,4:19.0,,Shooting foul by D. Arthur (drawn by J. Sampson),94,97
426,4,4:19.0,K. Faried enters the game for D. Arthur,,94,97
427,4,4:19.0,,J. Sampson makes free throw 1 of 2,94,98
428,4,4:19.0,J. Nelson enters the game for E. Mudiay,,94,98
429,4,4:19.0,,J. Sampson makes free throw 2 of 2,94,99
430,4,4:00.0,W. Barton misses 3-pt jump shot from 26 ft,,94,99
431,4,3:58.0,,Defensive rebound by J. Sampson,94,99
432,4,3:55.0,,Turnover by N. Noel (lost ball),94,99
433,4,3:40.0,K. Faried makes 2-pt layup from 1 ft (assist by J. Nelson),,96,99
434,4,3:27.0,,R. Covington misses 3-pt jump shot from 25 ft,96,99
435,4,3:26.0,,Offensive rebound by J. Sampson,96,99
436,4,3:24.0,,J. Sampson makes 2-pt layup from 2 ft,96,101
437,4,3:12.0,J. Nelson makes 2-pt layup from 1 ft,,98,101
438,4,2:56.0,,Personal foul by D. Gallinari (drawn by R. Covington),98,101
439,4,2:56.0,Official timeout,,98,101
440,4,2:44.0,,T. McConnell misses 2-pt jump shot from 17 ft,98,101
441,4,2:43.0,,Offensive rebound by J. Sampson,98,101
442,4,2:41.0,,Shooting foul by K. Faried (drawn by N. Noel),98,101
443,4,2:41.0,,N. Noel makes free throw 1 of 2,98,102
444,4,2:41.0,,N. Noel misses free throw 2 of 2,98,102
445,4,2:40.0,Defensive rebound by J. Nelson,,98,102
446,4,2:29.0,J. Nelson misses 2-pt jump shot from 3 ft,,98,102
447,4,2:27.0,,Defensive rebound by T. McConnell,98,102
448,4,2:04.0,,J. Sampson misses 2-pt jump shot from 4 ft,98,102
449,4,2:03.0,Defensive rebound by W. Barton,,98,102
450,4,1:58.0,Shooting foul by J. Sampson (drawn by W. Barton),,98,102
451,4,1:58.0,W. Barton makes free throw 1 of 2,,99,102
452,4,1:58.0,W. Barton makes free throw 2 of 2,,100,102
453,4,1:45.0,,Turnover by N. Noel (lost ball; steal by R. Foye),100,102
454,4,1:26.0,J. Nelson makes 2-pt jump shot from 18 ft,,102,102
455,4,1:26.0,,Philadelphia full timeout,102,102
456,4,1:26.0,,N. Stauskas enters the game for J. Sampson,102,102
457,4,1:26.0,,J. Grant enters the game for T. McConnell,102,102
458,4,1:03.0,,I. Canaan misses 2-pt jump shot from 10 ft,102,102
459,4,1:01.0,Defensive rebound by K. Faried,,102,102
460,4,0:48.0,D. Gallinari makes 2-pt dunk at rim (assist by J. Nelson),,104,102
461,4,0:36.0,,Turnover by R. Covington (lost ball),104,102
462,4,0:23.0,D. Gallinari misses 3-pt jump shot from 26 ft,,104,102
463,4,0:21.0,Offensive rebound by K. Faried,,104,102
464,4,0:20.0,Personal foul by R. Covington (drawn by K. Faried),,104,102
465,4,0:20.0,K. Faried misses free throw 1 of 2,,104,102
466,4,0:20.0,Offensive rebound by Team,,104,102
467,4,0:20.0,K. Faried makes free throw 2 of 2,,105,102
468,4,0:20.0,,Philadelphia full timeout,105,102
469,4,0:20.0,,H. Thompson enters the game for J. Grant,105,102
470,4,0:15.0,,R. Covington misses 3-pt jump shot from 26 ft,105,102
471,4,0:13.0,Defensive rebound by R. Foye,,105,102
472,4,0:11.0,Personal foul by H. Thompson (drawn by R. Foye),,105,102
473,4,0:11.0,R. Foye makes free throw 1 of 2,,106,102
474,4,0:11.0,R. Foye makes free throw 2 of 2,,107,102
475,4,0:11.0,,Philadelphia full timeout,107,102
476,4,0:11.0,,J. Grant enters the game for N. Noel,107,102
477,4,0:08.0,,H. Thompson misses 3-pt jump shot from 27 ft,107,102
478,4,0:07.0,Defensive rebound by K. Faried,,107,102
479,4,0:06.0,Personal foul by R. Covington (drawn by K. Faried),,107,102
480,4,0:06.0,K. Faried makes free throw 1 of 2,,108,102
481,4,0:06.0,K. Faried misses free throw 2 of 2,,108,102
482,4,0:05.0,,Defensive rebound by R. Covington,108,102
483,4,0:01.0,,R. Covington makes 3-pt jump shot from 33 ft,108,105
