,QUARTER,TIME_REMAINING,PHOENIX_ACTION,PORTLAND_ACTION,PHOENIX_SCORE,PORTLAND_SCORE
113,2,9:48.0,,M. Harkless makes 2-pt dunk at rim (assist by C. McCollum),27,29
114,2,9:33.0,J. Leuer makes 3-pt jump shot from 24 ft (assist by S. Weems),,30,29
115,2,9:18.0,,E. Davis misses 2-pt layup at rim,30,29
116,2,9:18.0,Defensive rebound by J. Leuer,,30,29
117,2,9:04.0,A. Len misses 2-pt layup at rim (block by E. Davis),,30,29
118,2,9:04.0,,Defensive rebound by E. Davis,30,29
119,2,9:04.0,,Personal foul by T. Warren (drawn by E. Davis),30,29
120,2,9:04.0,E. Bledsoe enters the game for S. Weems,,30,29
121,2,8:45.0,,A. Crabbe makes 3-pt jump shot from 22 ft (assist by N. Vonleh),30,32
122,2,8:31.0,Turnover by J. Leuer (bad pass; steal by C. McCollum),,30,32
123,2,8:25.0,,A. Crabbe misses 2-pt layup from 2 ft,30,32
124,2,8:25.0,Defensive rebound by A. Len,,30,32
125,2,8:15.0,Personal foul by A. Crabbe (drawn by E. Bledsoe),,30,32
126,2,8:15.0,Official timeout,,30,32
127,2,8:06.0,E. Bledsoe misses 2-pt layup from 2 ft (block by E. Davis),,30,32
128,2,8:05.0,,Defensive rebound by N. Vonleh,30,32
129,2,7:59.0,,A. Crabbe misses 3-pt jump shot from 24 ft,30,32
130,2,7:59.0,Defensive rebound by E. Bledsoe,,30,32
131,2,7:52.0,A. Len misses 2-pt layup from 1 ft,,30,32
132,2,7:51.0,Offensive rebound by J. Leuer,,30,32
133,2,7:51.0,J. Leuer misses 2-pt layup from 1 ft,,30,32
134,2,7:50.0,,Defensive rebound by C. McCollum,30,32
135,2,7:45.0,,Turnover by C. McCollum (bad pass; steal by A. Len),30,32
136,2,7:39.0,J. Leuer makes 2-pt dunk at rim (assist by E. Bledsoe),,32,32
137,2,7:17.0,,N. Vonleh misses 2-pt layup from 1 ft,32,32
138,2,7:16.0,Defensive rebound by J. Leuer,,32,32
139,2,6:59.0,A. Len makes 2-pt jump shot from 17 ft (assist by R. Price),,34,32
140,2,6:39.0,,C. McCollum makes 2-pt jump shot from 8 ft,34,34
141,2,6:35.0,E. Bledsoe makes 2-pt layup at rim,,36,34
142,2,6:35.0,Shooting foul by A. Crabbe (drawn by E. Bledsoe),,36,34
143,2,6:35.0,T. Chandler enters the game for A. Len,,36,34
144,2,6:35.0,P. Tucker enters the game for T. Warren,,36,34
145,2,6:35.0,,M. Plumlee enters the game for E. Davis,36,34
146,2,6:35.0,,A. Aminu enters the game for M. Harkless,36,34
147,2,6:35.0,E. Bledsoe makes free throw 1 of 1,,37,34
148,2,6:23.0,,Turnover by M. Plumlee (lost ball; steal by T. Chandler),37,34
149,2,6:14.0,R. Price makes 2-pt jump shot from 6 ft,,39,34
150,2,6:12.0,,Portland full timeout,39,34
151,2,6:12.0,,D. Lillard enters the game for C. McCollum,39,34
152,2,5:53.0,,A. Aminu makes 3-pt jump shot from 24 ft,39,37
153,2,5:31.0,P. Tucker misses 3-pt jump shot from 23 ft,,39,37
154,2,5:31.0,Offensive rebound by Team,,39,37
155,2,5:31.0,,Loose ball foul by M. Plumlee (drawn by T. Chandler),39,37
156,2,5:31.0,,M. Leonard enters the game for N. Vonleh,39,37
157,2,5:26.0,Shooting foul by A. Crabbe (drawn by T. Chandler),,39,37
158,2,5:26.0,T. Chandler makes free throw 1 of 2,,40,37
159,2,5:26.0,,M. Harkless enters the game for A. Crabbe,40,37
160,2,5:26.0,T. Chandler misses free throw 2 of 2,,40,37
161,2,5:25.0,,Defensive rebound by A. Aminu,40,37
162,2,5:14.0,,A. Aminu makes 2-pt jump shot from 5 ft,40,39
163,2,4:55.0,E. Bledsoe makes 2-pt jump shot from 6 ft,,42,39
164,2,4:35.0,,M. Plumlee makes 2-pt jump shot from 7 ft (assist by A. Aminu),42,41
165,2,4:17.0,Turnover by T. Chandler (traveling),,42,41
166,2,4:17.0,M. Morris enters the game for J. Leuer,,42,41
167,2,4:17.0,B. Knight enters the game for R. Price,,42,41
168,2,4:02.0,,D. Lillard makes 2-pt jump shot from 18 ft,42,43
169,2,3:50.0,E. Bledsoe makes 2-pt jump shot from 18 ft,,44,43
170,2,3:23.0,,Turnover by M. Harkless (bad pass; steal by M. Morris),44,43
171,2,3:16.0,E. Bledsoe makes 3-pt jump shot from 24 ft (assist by B. Knight),,47,43
172,2,3:05.0,,Shooting foul by M. Morris (drawn by M. Plumlee),47,43
173,2,3:05.0,,M. Plumlee misses free throw 1 of 2,47,43
174,2,3:05.0,,Offensive rebound by Team,47,43
175,2,3:05.0,,M. Plumlee misses free throw 2 of 2,47,43
176,2,3:03.0,Defensive rebound by M. Morris,,47,43
177,2,2:52.0,Offensive foul by T. Chandler (drawn by A. Aminu),,47,43
178,2,2:52.0,Turnover by T. Chandler (offensive foul),,47,43
179,2,2:52.0,Phoenix full timeout,,47,43
180,2,2:52.0,,C. McCollum enters the game for M. Harkless,47,43
181,2,2:47.0,,Turnover by D. Lillard (bad pass; steal by E. Bledsoe),47,43
182,2,2:34.0,M. Morris misses 3-pt jump shot from 24 ft,,47,43
183,2,2:34.0,,Defensive rebound by M. Plumlee,47,43
184,2,2:26.0,,C. McCollum misses 2-pt jump shot from 3 ft (block by M. Morris),47,43
185,2,2:23.0,Defensive rebound by T. Chandler,,47,43
186,2,2:11.0,B. Knight makes 2-pt jump shot from 18 ft,,49,43
187,2,1:54.0,,C. McCollum misses 2-pt jump shot from 11 ft,49,43
188,2,1:53.0,Defensive rebound by T. Chandler,,49,43
189,2,1:41.0,B. Knight makes 2-pt jump shot from 21 ft,,51,43
190,2,1:31.0,,Personal foul by B. Knight (drawn by M. Leonard),51,43
191,2,1:24.0,,M. Leonard misses 3-pt jump shot from 25 ft,51,43
192,2,1:23.0,Defensive rebound by P. Tucker,,51,43
193,2,1:15.0,M. Morris misses 2-pt jump shot from 14 ft,,51,43
194,2,1:15.0,Offensive rebound by M. Morris,,51,43
195,2,1:12.0,M. Morris misses 2-pt jump shot from 7 ft (block by M. Plumlee),,51,43
196,2,1:11.0,,Defensive rebound by M. Leonard,51,43
197,2,1:00.0,,A. Aminu misses 3-pt jump shot from 23 ft,51,43
198,2,1:00.0,Defensive rebound by T. Chandler,,51,43
199,2,0:35.0,M. Morris makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,54,43
200,2,0:28.0,,Personal foul by M. Morris (drawn by M. Leonard),54,43
201,2,0:28.0,J. Leuer enters the game for M. Morris,,54,43
202,2,0:28.0,,M. Leonard makes free throw 1 of 2,54,44
203,2,0:28.0,,M. Leonard makes free throw 2 of 2,54,45
204,2,0:10.0,T. Chandler misses 2-pt layup from 2 ft (block by M. Plumlee),,54,45
205,2,0:10.0,Offensive rebound by Team,,54,45
206,2,0:10.0,Phoenix full timeout,,54,45
207,2,0:07.0,E. Bledsoe makes 2-pt jump shot from 19 ft,,56,45
208,2,0:01.0,,A. Aminu makes 3-pt jump shot from 25 ft (assist by D. Lillard),56,48
209,2,0:00.0,T. Chandler misses 3-pt jump shot from 45 ft,,56,48
210,2,0:00.0,Offensive rebound by Team,,56,48
211,3,11:48.0,B. Knight misses 2-pt jump shot from 19 ft,,56,48
212,3,11:47.0,,Defensive rebound by A. Aminu,56,48
213,3,11:30.0,,A. Aminu misses 2-pt jump shot from 20 ft,56,48
214,3,11:30.0,,Offensive rebound by Team,56,48
215,3,11:30.0,Loose ball foul by M. Morris (drawn by M. Plumlee),,56,48
216,3,11:30.0,J. Leuer enters the game for M. Morris,,56,48
217,3,11:22.0,,D. Lillard makes 2-pt layup from 1 ft,56,50
218,3,11:07.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,56,50
219,3,11:06.0,,Defensive rebound by M. Plumlee,56,50
220,3,11:02.0,,Turnover by D. Lillard (bad pass; steal by E. Bledsoe),56,50
221,3,10:59.0,Turnover by E. Bledsoe (lost ball; steal by D. Lillard),,56,50
222,3,10:46.0,,M. Plumlee makes 2-pt layup at rim (assist by C. McCollum),56,52
223,3,10:24.0,T. Chandler misses 2-pt layup at rim,,56,52
224,3,10:23.0,,Defensive rebound by A. Aminu,56,52
225,3,10:16.0,,M. Harkless misses 3-pt jump shot from 22 ft,56,52
226,3,10:16.0,Defensive rebound by T. Chandler,,56,52
227,3,10:09.0,Personal foul by C. McCollum (drawn by E. Bledsoe),,56,52
228,3,9:53.0,B. Knight misses 3-pt jump shot from 24 ft,,56,52
229,3,9:53.0,,Defensive rebound by D. Lillard,56,52
230,3,9:49.0,,C. McCollum makes 2-pt layup from 1 ft (assist by D. Lillard),56,54
231,3,9:49.0,Phoenix full timeout,,56,54
232,3,9:35.0,E. Bledsoe misses 2-pt jump shot from 21 ft,,56,54
233,3,9:34.0,,Defensive rebound by A. Aminu,56,54
234,3,9:27.0,,Turnover by A. Aminu (bad pass; steal by B. Knight),56,54
235,3,9:24.0,Shooting foul by C. McCollum (drawn by E. Bledsoe),,56,54
236,3,9:24.0,E. Bledsoe misses free throw 1 of 2,,56,54
237,3,9:24.0,Offensive rebound by Team,,56,54
238,3,9:24.0,E. Bledsoe makes free throw 2 of 2,,57,54
239,3,9:06.0,,M. Plumlee makes 2-pt hook shot from 8 ft (assist by A. Aminu),57,56
240,3,8:56.0,J. Leuer misses 3-pt jump shot from 24 ft,,57,56
241,3,8:53.0,Offensive rebound by T. Chandler,,57,56
242,3,8:44.0,B. Knight misses 2-pt jump shot from 11 ft,,57,56
243,3,8:43.0,,Defensive rebound by M. Plumlee,57,56
244,3,8:33.0,,D. Lillard makes 2-pt layup from 1 ft,57,58
245,3,8:20.0,Personal foul by D. Lillard (drawn by E. Bledsoe),,57,58
246,3,8:20.0,T. Warren enters the game for P. Tucker,,57,58
247,3,8:14.0,E. Bledsoe misses 2-pt jump shot from 20 ft,,57,58
248,3,8:14.0,,Defensive rebound by M. Plumlee,57,58
249,3,8:04.0,,D. Lillard misses 3-pt jump shot from 25 ft,57,58
250,3,8:04.0,Defensive rebound by T. Warren,,57,58
251,3,8:00.0,Turnover by E. Bledsoe (lost ball; steal by D. Lillard),,57,58
252,3,7:55.0,,C. McCollum misses 3-pt jump shot from 25 ft,57,58
253,3,7:54.0,Defensive rebound by B. Knight,,57,58
254,3,7:46.0,Turnover by B. Knight (bad pass; steal by M. Harkless),,57,58
255,3,7:33.0,,Turnover by M. Plumlee (bad pass),57,58
256,3,7:21.0,J. Leuer misses 2-pt jump shot from 7 ft,,57,58
257,3,7:20.0,,Defensive rebound by C. McCollum,57,58
258,3,7:14.0,,C. McCollum misses 2-pt layup from 1 ft,57,58
259,3,7:13.0,,Offensive rebound by M. Harkless,57,58
260,3,7:13.0,,M. Harkless misses 2-pt layup from 1 ft,57,58
261,3,7:13.0,,Offensive rebound by M. Harkless,57,58
262,3,7:13.0,,Personal foul by J. Leuer (drawn by M. Harkless),57,58
263,3,7:05.0,,M. Harkless makes 3-pt jump shot from 24 ft (assist by M. Plumlee),57,61
264,3,6:50.0,T. Warren misses 3-pt jump shot from 22 ft,,57,61
265,3,6:49.0,Offensive rebound by Team,,57,61
266,3,6:49.0,M. Morris enters the game for T. Chandler,,57,61
267,3,6:46.0,B. Knight misses 3-pt jump shot from 23 ft,,57,61
268,3,6:45.0,,Defensive rebound by A. Aminu,57,61
269,3,6:42.0,Offensive charge foul by A. Aminu (drawn by E. Bledsoe),,57,61
270,3,6:42.0,,Turnover by A. Aminu (offensive foul),57,61
271,3,6:42.0,,E. Davis enters the game for M. Plumlee,57,61
272,3,6:27.0,B. Knight makes 3-pt jump shot from 24 ft (assist by J. Leuer),,60,61
273,3,6:13.0,,Shooting foul by T. Warren (drawn by M. Harkless),60,61
274,3,6:13.0,,M. Harkless misses free throw 1 of 2,60,61
275,3,6:13.0,,Offensive rebound by Team,60,61
276,3,6:13.0,,A. Crabbe enters the game for C. McCollum,60,61
277,3,6:13.0,,M. Harkless misses free throw 2 of 2,60,61
278,3,6:12.0,Defensive rebound by M. Morris,,60,61
279,3,5:52.0,Turnover by M. Morris (lost ball; steal by E. Davis),,60,61
280,3,5:46.0,,Shooting block foul by J. Leuer (drawn by A. Crabbe),60,61
281,3,5:46.0,,A. Crabbe makes free throw 1 of 2,60,62
282,3,5:46.0,,M. Leonard enters the game for M. Harkless,60,62
283,3,5:46.0,,A. Crabbe makes free throw 2 of 2,60,63
284,3,5:41.0,Personal foul by A. Crabbe (drawn by B. Knight),,60,63
285,3,5:22.0,B. Knight makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),,63,63
286,3,5:04.0,,Turnover by D. Lillard (bad pass; steal by E. Bledsoe),63,63
287,3,5:00.0,E. Bledsoe makes 2-pt layup at rim (assist by B. Knight),,65,63
288,3,4:31.0,,A. Crabbe makes 2-pt jump shot from 20 ft (assist by D. Lillard),65,65
289,3,4:20.0,Offensive foul by M. Morris (drawn by D. Lillard),,65,65
290,3,4:20.0,Turnover by M. Morris (offensive foul),,65,65
291,3,4:20.0,A. Len enters the game for M. Morris,,65,65
292,3,4:09.0,,D. Lillard misses 3-pt jump shot from 25 ft,65,65
293,3,4:08.0,Defensive rebound by J. Leuer,,65,65
294,3,3:49.0,E. Bledsoe makes 3-pt jump shot from 26 ft,,68,65
295,3,3:33.0,,D. Lillard misses 2-pt layup from 2 ft (block by E. Bledsoe),68,65
296,3,3:33.0,Defensive rebound by Team,,68,65
297,3,3:25.0,Turnover by A. Len (lost ball),,68,65
298,3,3:25.0,R. Price enters the game for E. Bledsoe,,68,65
299,3,3:13.0,,D. Lillard misses 3-pt jump shot from 25 ft,68,65
300,3,3:13.0,Defensive rebound by B. Knight,,68,65
301,3,2:57.0,R. Price misses 2-pt jump shot from 18 ft,,68,65
302,3,2:56.0,,Defensive rebound by A. Aminu,68,65
303,3,2:51.0,,M. Leonard makes 2-pt dunk at rim (assist by A. Aminu),68,67
304,3,2:30.0,J. Leuer misses 2-pt jump shot from 21 ft,,68,67
305,3,2:30.0,,Defensive rebound by Team,68,67
306,3,2:30.0,Loose ball foul by A. Len (drawn by E. Davis),,68,67
307,3,2:30.0,,Portland full timeout,68,67
308,3,2:30.0,,C. McCollum enters the game for D. Lillard,68,67
309,3,2:30.0,,E. Davis misses free throw 1 of 2,68,67
310,3,2:30.0,,Offensive rebound by Team,68,67
311,3,2:30.0,,E. Davis misses free throw 2 of 2,68,67
312,3,2:29.0,Defensive rebound by J. Leuer,,68,67
313,3,2:09.0,R. Price makes 2-pt jump shot from 14 ft,,70,67
314,3,2:09.0,Shooting foul by A. Crabbe (drawn by R. Price),,70,67
315,3,2:09.0,,M. Harkless enters the game for A. Aminu,70,67
316,3,2:09.0,R. Price makes free throw 1 of 1,,71,67
317,3,1:58.0,,A. Crabbe misses 3-pt jump shot from 24 ft,71,67
318,3,1:57.0,,Offensive rebound by E. Davis,71,67
319,3,1:57.0,,Shooting foul by T. Warren (drawn by E. Davis),71,67
320,3,1:57.0,,E. Davis makes free throw 1 of 2,71,68
321,3,1:57.0,,E. Davis misses free throw 2 of 2,71,68
322,3,1:55.0,Defensive rebound by J. Leuer,,71,68
323,3,1:37.0,Turnover by A. Len (lost ball),,71,68
324,3,1:37.0,,T. Frazier enters the game for A. Crabbe,71,68
325,3,1:19.0,,Turnover by T. Frazier (dbl dribble),71,68
326,3,1:02.0,A. Len misses 2-pt layup at rim,,71,68
327,3,1:01.0,Offensive rebound by A. Len,,71,68
328,3,1:01.0,A. Len misses 2-pt layup at rim,,71,68
329,3,1:00.0,Offensive rebound by A. Len,,71,68
330,3,0:59.0,A. Len misses 2-pt layup at rim,,71,68
331,3,0:58.0,,Defensive rebound by E. Davis,71,68
332,3,0:49.0,,C. McCollum makes 2-pt layup from 2 ft,71,70
333,3,0:42.0,B. Knight makes 3-pt jump shot from 23 ft,,74,70
334,3,0:31.0,,C. McCollum misses 2-pt jump shot from 4 ft,74,70
335,3,0:31.0,Defensive rebound by J. Leuer,,74,70
336,3,0:26.0,B. Knight misses 3-pt jump shot from 24 ft,,74,70
337,3,0:25.0,Offensive rebound by Team,,74,70
338,3,0:03.0,B. Knight misses 2-pt jump shot from 22 ft,,74,70
339,3,0:02.0,,Defensive rebound by C. McCollum,74,70
340,3,0:00.0,,Shooting foul by B. Knight (drawn by M. Leonard),74,70
341,3,0:00.0,,M. Leonard makes free throw 1 of 2,74,71
342,3,0:00.0,,M. Leonard misses free throw 2 of 2,74,71
343,3,0:00.0,,Offensive rebound by Team,74,71
344,4,11:43.0,,M. Harkless makes 2-pt hook shot from 2 ft,74,73
345,4,11:20.0,E. Bledsoe misses 2-pt jump shot from 9 ft,,74,73
346,4,11:20.0,,Defensive rebound by Team,74,73
347,4,10:56.0,,M. Harkless misses 3-pt jump shot from 23 ft,74,73
348,4,10:56.0,Defensive rebound by T. Chandler,,74,73
349,4,10:42.0,T. Warren misses 2-pt jump shot from 19 ft,,74,73
350,4,10:40.0,,Defensive rebound by T. Frazier,74,73
351,4,10:30.0,,C. McCollum makes 2-pt jump shot from 16 ft,74,75
352,4,10:15.0,Personal foul by T. Frazier (drawn by P. Tucker),,74,75
353,4,10:15.0,M. Teletović enters the game for T. Warren,,74,75
354,4,10:10.0,E. Bledsoe makes 2-pt layup from 2 ft,,76,75
355,4,9:56.0,,M. Leonard misses 2-pt jump shot from 18 ft,76,75
356,4,9:55.0,Defensive rebound by T. Chandler,,76,75
357,4,9:43.0,P. Tucker misses 3-pt jump shot from 22 ft,,76,75
358,4,9:43.0,,Defensive rebound by E. Davis,76,75
359,4,9:36.0,,T. Frazier misses 2-pt layup from 1 ft (block by T. Chandler),76,75
360,4,9:35.0,,Offensive rebound by T. Frazier,76,75
361,4,9:29.0,,M. Leonard misses 3-pt jump shot from 25 ft,76,75
362,4,9:28.0,Defensive rebound by T. Chandler,,76,75
363,4,9:19.0,R. Price makes 2-pt layup from 2 ft,,78,75
364,4,8:57.0,,M. Harkless misses 3-pt jump shot from 24 ft,78,75
365,4,8:56.0,,Offensive rebound by E. Davis,78,75
366,4,8:42.0,,E. Davis misses 2-pt jump shot from 5 ft,78,75
367,4,8:41.0,Defensive rebound by R. Price,,78,75
368,4,8:35.0,M. Teletović misses 3-pt jump shot from 23 ft,,78,75
369,4,8:34.0,,Defensive rebound by Team,78,75
370,4,8:34.0,Official timeout,,78,75
371,4,8:34.0,,D. Lillard enters the game for C. McCollum,78,75
372,4,8:34.0,,A. Aminu enters the game for T. Frazier,78,75
373,4,8:19.0,,M. Leonard makes 2-pt jump shot from 19 ft (assist by D. Lillard),78,77
374,4,7:57.0,M. Teletović misses 3-pt jump shot from 25 ft,,78,77
375,4,7:57.0,,Defensive rebound by E. Davis,78,77
376,4,7:45.0,,M. Leonard makes 2-pt jump shot from 17 ft (assist by D. Lillard),78,79
377,4,7:30.0,E. Bledsoe misses 2-pt jump shot from 20 ft,,78,79
378,4,7:29.0,,Defensive rebound by E. Davis,78,79
379,4,7:19.0,,D. Lillard misses 3-pt jump shot from 25 ft,78,79
380,4,7:18.0,Defensive rebound by T. Chandler,,78,79
381,4,7:09.0,E. Bledsoe makes 2-pt jump shot from 6 ft,,80,79
382,4,6:47.0,,A. Aminu makes 2-pt jump shot from 16 ft,80,81
383,4,6:36.0,E. Bledsoe makes 2-pt jump shot from 17 ft,,82,81
384,4,6:17.0,,A. Aminu misses 3-pt jump shot from 25 ft,82,81
385,4,6:16.0,,Offensive rebound by M. Harkless,82,81
386,4,6:13.0,,M. Harkless misses 2-pt layup from 1 ft,82,81
387,4,6:12.0,Defensive rebound by E. Bledsoe,,82,81
