,QUARTER,TIME_REMAINING,HOUSTON_ACTION,GOLDEN STATE_ACTION,HOUSTON_SCORE,GOLDEN STATE_SCORE
0,1,11:44.0,,A. Bogut makes 2-pt dunk at rim (assist by D. Green),0,2
1,1,11:16.0,D. Howard misses 2-pt hook shot from 6 ft,,0,2
2,1,11:15.0,,Defensive rebound by S. Curry,0,2
3,1,11:06.0,,A. Bogut makes 2-pt jump shot from 11 ft (assist by S. Curry),0,4
4,1,10:54.0,T. Ariza misses 2-pt jump shot from 16 ft,,0,4
5,1,10:53.0,,Defensive rebound by D. Green,0,4
6,1,10:49.0,,Turnover by D. Green (bad pass; steal by J. Harden),0,4
7,1,10:42.0,C. Brewer makes 2-pt layup from 1 ft,,2,4
8,1,10:16.0,,S. Curry makes 3-pt jump shot from 30 ft (assist by K. Thompson),2,7
9,1,10:04.0,Turnover by C. Brewer (bad pass; steal by A. Bogut),,2,7
10,1,9:59.0,,S. Curry makes 2-pt layup from 2 ft (assist by D. Green),2,9
11,1,9:59.0,Houston full timeout,,2,9
12,1,9:44.0,D. Howard makes 2-pt layup from 2 ft (assist by J. Harden),,4,9
13,1,9:44.0,Shooting foul by D. Green (drawn by D. Howard),,4,9
14,1,9:44.0,D. Howard makes free throw 1 of 1,,5,9
15,1,9:34.0,,Personal foul by T. Ariza (drawn by D. Green),5,9
16,1,9:23.0,,Personal foul by J. Harden (drawn by H. Barnes),5,9
17,1,9:10.0,,H. Barnes misses 2-pt jump shot from 8 ft,5,9
18,1,9:08.0,,Offensive rebound by A. Bogut,5,9
19,1,9:08.0,,A. Bogut makes 2-pt layup from 2 ft,5,11
20,1,8:54.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by P. Beverley),,8,11
21,1,8:30.0,,K. Thompson misses 2-pt jump shot from 12 ft,8,11
22,1,8:30.0,,Offensive rebound by A. Bogut,8,11
23,1,8:27.0,,K. Thompson misses 3-pt jump shot from 23 ft,8,11
24,1,8:26.0,Defensive rebound by C. Brewer,,8,11
25,1,8:18.0,Turnover by D. Howard (lost ball; steal by A. Bogut),,8,11
26,1,8:07.0,,S. Curry makes 2-pt layup from 1 ft,8,13
27,1,7:55.0,J. Harden misses 2-pt jump shot from 17 ft,,8,13
28,1,7:55.0,,Defensive rebound by K. Thompson,8,13
29,1,7:47.0,,Turnover by D. Green (bad pass; steal by T. Ariza),8,13
30,1,7:44.0,Personal foul by K. Thompson (drawn by C. Brewer),,8,13
31,1,7:44.0,C. Brewer makes free throw 1 of 2,,9,13
32,1,7:44.0,C. Brewer makes free throw 2 of 2,,10,13
33,1,7:21.0,,D. Green misses 2-pt jump shot from 3 ft (block by D. Howard),10,13
34,1,7:21.0,,Offensive rebound by Team,10,13
35,1,7:19.0,,A. Bogut misses 2-pt jump shot from 18 ft,10,13
36,1,7:18.0,Defensive rebound by J. Harden,,10,13
37,1,7:07.0,C. Brewer misses 3-pt jump shot from 23 ft,,10,13
38,1,7:06.0,Offensive rebound by D. Howard,,10,13
39,1,7:05.0,D. Howard misses 2-pt layup from 1 ft (block by A. Bogut),,10,13
40,1,7:03.0,,Defensive rebound by S. Curry,10,13
41,1,6:52.0,,H. Barnes misses 3-pt jump shot from 22 ft,10,13
42,1,6:51.0,Defensive rebound by D. Howard,,10,13
43,1,6:40.0,P. Beverley makes 2-pt layup from 3 ft (assist by D. Howard),,12,13
44,1,6:33.0,,K. Thompson makes 2-pt dunk at rim (assist by S. Curry),12,15
45,1,6:33.0,Houston full timeout,,12,15
46,1,6:33.0,J. Smith enters the game for C. Brewer,,12,15
47,1,6:33.0,,A. Iguodala enters the game for H. Barnes,12,15
48,1,6:10.0,J. Harden misses 2-pt jump shot from 17 ft,,12,15
49,1,6:10.0,,Defensive rebound by A. Iguodala,12,15
50,1,5:57.0,,K. Thompson makes 2-pt jump shot from 13 ft (assist by A. Iguodala),12,17
51,1,5:39.0,J. Smith misses 2-pt jump shot from 18 ft,,12,17
52,1,5:39.0,Offensive rebound by T. Ariza,,12,17
53,1,5:34.0,T. Ariza makes 2-pt dunk from 1 ft,,14,17
54,1,5:30.0,,Turnover by S. Curry (bad pass; steal by J. Harden),14,17
55,1,5:23.0,J. Harden misses 3-pt jump shot from 24 ft,,14,17
56,1,5:22.0,,Defensive rebound by D. Green,14,17
57,1,5:16.0,,K. Thompson makes 2-pt jump shot from 6 ft (assist by D. Green),14,19
58,1,5:06.0,Shooting foul by A. Bogut (drawn by P. Beverley),,14,19
59,1,5:06.0,P. Beverley makes free throw 1 of 2,,15,19
60,1,5:06.0,P. Beverley makes free throw 2 of 2,,16,19
61,1,4:50.0,,K. Thompson misses 3-pt jump shot from 25 ft,16,19
62,1,4:49.0,Defensive rebound by J. Harden,,16,19
63,1,4:40.0,Personal foul by S. Curry (drawn by J. Harden),,16,19
64,1,4:40.0,T. Lawson enters the game for P. Beverley,,16,19
65,1,4:27.0,Turnover by J. Harden (bad pass; steal by A. Bogut),,16,19
66,1,4:23.0,,K. Thompson makes 2-pt dunk at rim (assist by A. Iguodala),16,21
67,1,4:07.0,Turnover by D. Howard (traveling),,16,21
68,1,3:59.0,,S. Curry makes 3-pt jump shot from 25 ft,16,24
69,1,3:44.0,D. Howard makes 2-pt dunk at rim (assist by J. Smith),,18,24
70,1,3:33.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by A. Iguodala),18,27
71,1,3:18.0,J. Harden misses 3-pt jump shot from 25 ft,,18,27
72,1,3:18.0,,Defensive rebound by A. Bogut,18,27
73,1,3:02.0,,S. Curry makes 3-pt jump shot from 22 ft (assist by K. Thompson),18,30
74,1,2:37.0,D. Howard makes 2-pt dunk at rim (assist by J. Harden),,20,30
75,1,2:24.0,,K. Thompson makes 2-pt jump shot from 18 ft (assist by S. Curry),20,32
76,1,2:08.0,,Golden State full timeout,20,32
77,1,2:08.0,,L. Barbosa enters the game for K. Thompson,20,32
78,1,2:08.0,,M. Speights enters the game for A. Bogut,20,32
79,1,2:08.0,C. Brewer enters the game for T. Ariza,,20,32
