,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,CHARLOTTE_ACTION,MINNESOTA_SCORE,CHARLOTTE_SCORE
40,1,6:18.0,,M. Williams misses 2-pt jump shot from 22 ft,12,9
41,1,6:17.0,,Offensive rebound by Team,12,9
42,1,6:14.0,,K. Walker misses 3-pt jump shot from 25 ft,12,9
43,1,6:13.0,Defensive rebound by G. Dieng,,12,9
44,1,6:06.0,Shooting foul by C. Lee (drawn by Z. LaVine),,12,9
45,1,6:06.0,Z. LaVine makes free throw 1 of 2,,13,9
46,1,6:06.0,,A. Jefferson enters the game for C. Zeller,13,9
47,1,6:06.0,Z. LaVine makes free throw 2 of 2,,14,9
48,1,5:55.0,,N. Batum makes 3-pt jump shot from 23 ft (assist by K. Walker),14,12
49,1,5:39.0,A. Wiggins misses 2-pt jump shot from 10 ft,,14,12
50,1,5:37.0,,Defensive rebound by K. Walker,14,12
51,1,5:26.0,,N. Batum misses 2-pt jump shot from 14 ft,14,12
52,1,5:25.0,Defensive rebound by G. Dieng,,14,12
53,1,5:20.0,A. Wiggins makes 2-pt dunk at rim (assist by R. Rubio),,16,12
54,1,5:06.0,,A. Jefferson misses 2-pt hook shot from 9 ft,16,12
55,1,5:05.0,Defensive rebound by R. Rubio,,16,12
56,1,4:46.0,K. Towns misses 2-pt jump shot from 13 ft,,16,12
57,1,4:45.0,,Defensive rebound by C. Lee,16,12
58,1,4:34.0,,C. Lee makes 2-pt jump shot from 16 ft,16,14
59,1,4:14.0,R. Rubio misses 2-pt jump shot from 17 ft,,16,14
60,1,4:12.0,,Defensive rebound by K. Walker,16,14
61,1,4:02.0,,K. Walker makes 2-pt jump shot from 15 ft,16,16
62,1,3:33.0,,J. Lin enters the game for C. Lee,16,16
63,1,3:30.0,G. Dieng misses 2-pt jump shot from 17 ft,,16,16
64,1,3:29.0,,Defensive rebound by J. Lin,16,16
65,1,3:12.0,,M. Williams makes 3-pt jump shot from 24 ft (assist by J. Lin),16,19
66,1,2:54.0,,Charlotte full timeout,16,19
67,1,2:54.0,S. Muhammad enters the game for G. Dieng,,16,19
68,1,2:54.0,T. Jones enters the game for Z. LaVine,,16,19
69,1,2:54.0,T. Prince enters the game for R. Rubio,,16,19
70,1,2:54.0,,J. Lamb enters the game for K. Walker,16,19
71,1,2:44.0,A. Wiggins misses 2-pt jump shot from 16 ft,,16,19
72,1,2:43.0,,Defensive rebound by J. Lamb,16,19
73,1,2:24.0,,J. Lin misses 2-pt jump shot from 19 ft,16,19
74,1,2:23.0,,Offensive rebound by M. Williams,16,19
75,1,2:23.0,,M. Williams makes 2-pt layup at rim,16,21
76,1,2:06.0,Turnover by S. Muhammad (bad pass; steal by N. Batum),,16,21
77,1,2:01.0,,N. Batum makes 2-pt layup at rim,16,23
78,1,1:50.0,K. Towns misses 2-pt jump shot from 21 ft,,16,23
79,1,1:48.0,Offensive rebound by T. Prince,,16,23
80,1,1:44.0,S. Muhammad misses 2-pt layup from 2 ft (block by M. Williams),,16,23
81,1,1:42.0,,Defensive rebound by J. Lamb,16,23
82,1,1:37.0,,F. Kaminsky enters the game for M. Williams,16,23
83,1,1:30.0,,F. Kaminsky misses 2-pt jump shot from 4 ft (block by K. Towns),16,23
84,1,1:27.0,Defensive rebound by T. Prince,,16,23
85,1,1:19.0,S. Muhammad misses 2-pt layup from 1 ft,,16,23
86,1,1:17.0,,Defensive rebound by A. Jefferson,16,23
87,1,1:08.0,,Turnover by N. Batum (bad pass; steal by A. Wiggins),16,23
88,1,1:03.0,A. Wiggins makes 2-pt dunk at rim (assist by S. Muhammad),,18,23
89,1,0:47.0,,A. Jefferson misses 2-pt jump shot from 16 ft,18,23
90,1,0:46.0,Defensive rebound by K. Towns,,18,23
91,1,0:29.0,S. Muhammad misses 3-pt jump shot from 23 ft,,18,23
92,1,0:28.0,,Defensive rebound by J. Lin,18,23
93,1,0:10.0,,Turnover by J. Lin (bad pass),18,23
94,1,0:03.0,T. Jones misses 2-pt jump shot from 16 ft,,18,23
95,1,0:02.0,,Defensive rebound by N. Batum,18,23
96,1,0:00.0,,J. Lin misses 3-pt jump shot from 38 ft,18,23
97,1,0:00.0,,Offensive rebound by Team,18,23
98,2,11:46.0,,A. Jefferson makes 2-pt layup at rim (assist by J. Lin),18,25
99,2,11:24.0,T. Prince misses 2-pt jump shot from 17 ft,,18,25
100,2,11:23.0,,Defensive rebound by K. Walker,18,25
101,2,11:14.0,,A. Jefferson misses 2-pt jump shot from 8 ft,18,25
102,2,11:13.0,,Offensive rebound by A. Jefferson,18,25
103,2,11:09.0,,A. Jefferson makes 2-pt layup from 2 ft,18,27
104,2,10:56.0,Offensive foul by G. Dieng (drawn by J. Lamb),,18,27
105,2,10:56.0,Turnover by G. Dieng (offensive foul),,18,27
106,2,10:56.0,G. Smith enters the game for G. Dieng,,18,27
107,2,10:35.0,,J. Lamb makes 3-pt jump shot from 23 ft,18,30
108,2,10:21.0,Z. LaVine makes 3-pt jump shot from 22 ft (assist by T. Jones),,21,30
109,2,10:00.0,,Shooting foul by T. Prince (drawn by A. Jefferson),21,30
110,2,10:00.0,,A. Jefferson makes free throw 1 of 2,21,31
111,2,10:00.0,A. Payne enters the game for T. Prince,,21,31
112,2,10:00.0,,A. Jefferson misses free throw 2 of 2,21,31
113,2,9:57.0,Defensive rebound by A. Payne,,21,31
114,2,9:48.0,Turnover by Z. LaVine (lost ball),,21,31
115,2,9:35.0,,A. Jefferson makes 2-pt layup at rim (assist by K. Walker),21,33
116,2,9:14.0,Z. LaVine misses 3-pt jump shot from 24 ft,,21,33
117,2,9:13.0,,Defensive rebound by J. Lamb,21,33
118,2,9:08.0,,Personal foul by S. Muhammad (drawn by J. Lamb),21,33
119,2,9:01.0,,Shooting foul by G. Smith (drawn by J. Lin),21,33
120,2,9:01.0,,J. Lin makes free throw 1 of 2,21,34
121,2,9:01.0,,J. Lin makes free throw 2 of 2,21,35
122,2,8:37.0,Z. LaVine makes 2-pt layup from 1 ft (assist by G. Smith),,23,35
123,2,8:11.0,,K. Walker misses 3-pt jump shot from 25 ft,23,35
124,2,8:09.0,,Offensive rebound by F. Kaminsky,23,35
125,2,8:09.0,,F. Kaminsky makes 2-pt layup at rim,23,37
126,2,8:04.0,Minnesota full timeout,,23,37
127,2,8:04.0,K. Towns enters the game for T. Jones,,23,37
128,2,8:04.0,R. Rubio enters the game for G. Smith,,23,37
129,2,7:59.0,Turnover by R. Rubio (bad pass),,23,37
130,2,7:45.0,,A. Jefferson misses 2-pt hook shot from 8 ft,23,37
131,2,7:43.0,Defensive rebound by R. Rubio,,23,37
132,2,7:31.0,Turnover by A. Payne (bad pass; steal by F. Kaminsky),,23,37
133,2,7:22.0,,A. Jefferson makes 2-pt layup from 1 ft (assist by K. Walker),23,39
134,2,7:04.0,R. Rubio misses 3-pt jump shot from 24 ft,,23,39
135,2,7:03.0,,Defensive rebound by A. Jefferson,23,39
136,2,6:55.0,,Personal foul by R. Rubio (drawn by J. Lin),23,39
137,2,6:55.0,,N. Batum enters the game for K. Walker,23,39
138,2,6:55.0,,C. Zeller enters the game for A. Jefferson,23,39
139,2,6:55.0,A. Wiggins enters the game for S. Muhammad,,23,39
140,2,6:55.0,G. Dieng enters the game for A. Payne,,23,39
141,2,6:47.0,,F. Kaminsky misses 3-pt jump shot from 27 ft,23,39
142,2,6:46.0,Defensive rebound by A. Wiggins,,23,39
143,2,6:39.0,Shooting foul by J. Lamb (drawn by K. Towns),,23,39
144,2,6:39.0,K. Towns makes free throw 1 of 2,,24,39
145,2,6:39.0,,C. Lee enters the game for J. Lamb,24,39
146,2,6:39.0,K. Towns makes free throw 2 of 2,,25,39
147,2,6:21.0,,C. Lee makes 2-pt jump shot from 16 ft (assist by N. Batum),25,41
148,2,6:07.0,Z. LaVine misses 2-pt jump shot from 19 ft,,25,41
149,2,6:06.0,,Defensive rebound by F. Kaminsky,25,41
150,2,6:00.0,,Turnover by C. Zeller (lost ball; steal by K. Towns),25,41
151,2,5:43.0,G. Dieng makes 2-pt jump shot from 11 ft,,27,41
152,2,5:31.0,,J. Lin misses 3-pt jump shot from 25 ft,27,41
153,2,5:29.0,Defensive rebound by G. Dieng,,27,41
154,2,5:19.0,A. Wiggins misses 2-pt jump shot from 19 ft,,27,41
155,2,5:18.0,,Defensive rebound by J. Lin,27,41
156,2,5:10.0,,Turnover by J. Lin (bad pass; steal by G. Dieng),27,41
157,2,5:05.0,Turnover by A. Wiggins (bad pass; steal by C. Zeller),,27,41
158,2,5:04.0,,Turnover by C. Zeller (bad pass; steal by G. Dieng),27,41
159,2,5:04.0,Z. LaVine makes 2-pt dunk at rim (assist by G. Dieng),,29,41
160,2,5:04.0,,Charlotte full timeout,29,41
161,2,5:04.0,,K. Walker enters the game for J. Lin,29,41
162,2,5:04.0,,M. Williams enters the game for F. Kaminsky,29,41
163,2,4:50.0,,Turnover by C. Zeller (bad pass; steal by G. Dieng),29,41
164,2,4:42.0,A. Wiggins makes 2-pt layup at rim,,31,41
165,2,4:42.0,Shooting foul by C. Zeller (drawn by A. Wiggins),,31,41
166,2,4:42.0,A. Wiggins makes free throw 1 of 1,,32,41
167,2,4:27.0,,N. Batum misses 3-pt jump shot from 25 ft,32,41
168,2,4:26.0,Defensive rebound by Z. LaVine,,32,41
169,2,4:21.0,Z. LaVine makes 2-pt layup at rim,,34,41
170,2,4:21.0,,Charlotte full timeout,34,41
171,2,3:54.0,,Turnover by K. Walker (bad pass; steal by Z. LaVine),34,41
172,2,3:45.0,Shooting foul by C. Lee (drawn by R. Rubio),,34,41
173,2,3:45.0,R. Rubio makes free throw 1 of 2,,35,41
174,2,3:45.0,R. Rubio makes free throw 2 of 2,,36,41
175,2,3:34.0,,K. Walker misses 2-pt jump shot from 8 ft (block by R. Rubio),36,41
176,2,3:32.0,Defensive rebound by K. Towns,,36,41
177,2,3:26.0,A. Wiggins misses 2-pt jump shot from 14 ft,,36,41
178,2,3:25.0,,Defensive rebound by M. Williams,36,41
179,2,3:18.0,,M. Williams misses 3-pt jump shot from 25 ft,36,41
180,2,3:17.0,Defensive rebound by K. Towns,,36,41
181,2,3:02.0,K. Towns makes 2-pt layup from 2 ft,,38,41
182,2,3:02.0,Shooting foul by C. Zeller (drawn by K. Towns),,38,41
183,2,3:02.0,K. Towns makes free throw 1 of 1,,39,41
184,2,2:50.0,,N. Batum misses 2-pt jump shot from 16 ft,39,41
185,2,2:50.0,,Offensive rebound by Team,39,41
186,2,2:50.0,Official timeout,,39,41
187,2,2:50.0,,A. Jefferson enters the game for C. Zeller,39,41
188,2,2:50.0,,J. Lin enters the game for C. Lee,39,41
189,2,2:45.0,,N. Batum makes 2-pt jump shot from 18 ft (assist by M. Williams),39,43
190,2,2:18.0,A. Wiggins makes 2-pt layup from 2 ft,,41,43
191,2,1:57.0,,J. Lin misses 2-pt jump shot from 18 ft,41,43
192,2,1:56.0,Defensive rebound by G. Dieng,,41,43
193,2,1:37.0,A. Wiggins misses 2-pt layup at rim (block by N. Batum),,41,43
194,2,1:34.0,Offensive rebound by K. Towns,,41,43
195,2,1:34.0,K. Towns makes 2-pt dunk at rim,,43,43
196,2,1:22.0,,K. Walker makes 2-pt jump shot from 18 ft,43,45
197,2,1:04.0,K. Towns makes 2-pt layup at rim (assist by R. Rubio),,45,45
198,2,0:52.0,,K. Walker makes 2-pt layup at rim,45,47
199,2,0:38.0,Z. LaVine misses 3-pt jump shot from 23 ft,,45,47
200,2,0:37.0,Offensive rebound by Team,,45,47
201,2,0:37.0,Minnesota full timeout,,45,47
202,2,0:31.0,K. Towns makes 2-pt jump shot from 17 ft (assist by R. Rubio),,47,47
203,2,0:10.0,,A. Jefferson misses 2-pt jump shot from 6 ft,47,47
204,2,0:09.0,Defensive rebound by K. Towns,,47,47
205,2,0:03.0,Z. LaVine misses 2-pt layup from 1 ft (block by M. Williams),,47,47
206,2,0:03.0,Offensive rebound by G. Dieng,,47,47
207,2,0:03.0,G. Dieng makes 2-pt dunk at rim,,49,47
208,2,0:00.0,,J. Lin misses 3-pt jump shot from 23 ft,49,47
209,2,0:00.0,,Offensive rebound by Team,49,47
210,3,11:42.0,Violation by R. Rubio (kicked ball),,49,47
211,3,11:29.0,,M. Williams makes 2-pt jump shot from 6 ft (assist by K. Walker),49,49
212,3,11:14.0,A. Wiggins makes 2-pt jump shot from 18 ft (assist by K. Towns),,51,49
213,3,10:51.0,,Turnover by C. Lee (traveling),51,49
214,3,10:36.0,K. Towns misses 2-pt jump shot from 4 ft (block by C. Zeller),,51,49
215,3,10:35.0,,Defensive rebound by K. Walker,51,49
216,3,10:18.0,,M. Williams makes 2-pt jump shot from 6 ft,51,51
217,3,10:03.0,A. Wiggins makes 2-pt layup from 2 ft (assist by R. Rubio),,53,51
218,3,10:03.0,Shooting foul by M. Williams (drawn by A. Wiggins),,53,51
219,3,10:03.0,A. Wiggins misses free throw 1 of 1,,53,51
220,3,10:02.0,,Defensive rebound by M. Williams,53,51
221,3,9:48.0,,M. Williams misses 3-pt jump shot from 25 ft,53,51
222,3,9:48.0,,Offensive rebound by Team,53,51
223,3,9:48.0,Loose ball foul by K. Towns (drawn by C. Zeller),,53,51
224,3,9:36.0,,C. Lee misses 2-pt jump shot from 9 ft,53,51
225,3,9:35.0,Defensive rebound by K. Towns,,53,51
226,3,9:26.0,G. Dieng makes 2-pt dunk at rim,,55,51
227,3,9:07.0,,M. Williams makes 3-pt jump shot from 22 ft (assist by N. Batum),55,54
228,3,8:53.0,Z. LaVine misses 3-pt jump shot from 24 ft,,55,54
229,3,8:51.0,,Defensive rebound by Team,55,54
230,3,8:36.0,,K. Walker makes 3-pt jump shot from 24 ft (assist by N. Batum),55,57
231,3,8:23.0,Personal foul by C. Zeller (drawn by R. Rubio),,55,57
232,3,8:16.0,A. Wiggins makes 3-pt jump shot from 24 ft (assist by R. Rubio),,58,57
233,3,8:01.0,,C. Lee misses 2-pt jump shot from 6 ft,58,57
234,3,8:00.0,Defensive rebound by K. Towns,,58,57
235,3,7:57.0,Z. LaVine misses 2-pt layup from 1 ft (block by N. Batum),,58,57
236,3,7:55.0,,Defensive rebound by C. Lee,58,57
237,3,7:37.0,,N. Batum misses 3-pt jump shot from 25 ft,58,57
238,3,7:35.0,Defensive rebound by G. Dieng,,58,57
239,3,7:19.0,K. Towns misses 2-pt layup from 2 ft (block by N. Batum),,58,57
240,3,7:17.0,,Defensive rebound by N. Batum,58,57
241,3,7:09.0,,K. Walker makes 3-pt jump shot from 24 ft,58,60
242,3,7:07.0,Minnesota full timeout,,58,60
243,3,6:42.0,Turnover by Team (shot clock),,58,60
244,3,6:42.0,D. Rudež enters the game for G. Dieng,,58,60
245,3,6:21.0,,M. Williams misses 2-pt jump shot from 9 ft,58,60
246,3,6:20.0,Defensive rebound by K. Towns,,58,60
247,3,6:18.0,A. Wiggins makes 2-pt layup from 1 ft (assist by K. Towns),,60,60
248,3,6:18.0,Shooting foul by N. Batum (drawn by A. Wiggins),,60,60
249,3,6:18.0,A. Wiggins makes free throw 1 of 1,,61,60
250,3,6:06.0,,Personal foul by D. Rudež (drawn by M. Williams),61,60
251,3,5:53.0,,N. Batum misses 2-pt jump shot from 10 ft,61,60
252,3,5:51.0,,Offensive rebound by N. Batum,61,60
253,3,5:49.0,,N. Batum misses 3-pt jump shot from 22 ft,61,60
254,3,5:49.0,,Offensive rebound by Team,61,60
255,3,5:46.0,,M. Williams misses 2-pt jump shot from 21 ft,61,60
256,3,5:44.0,Defensive rebound by K. Towns,,61,60
257,3,5:39.0,Shooting foul by C. Zeller (drawn by K. Towns),,61,60
258,3,5:39.0,K. Towns makes free throw 1 of 2,,62,60
259,3,5:39.0,,A. Jefferson enters the game for C. Zeller,62,60
260,3,5:39.0,K. Towns makes free throw 2 of 2,,63,60
261,3,5:14.0,,A. Jefferson makes 2-pt jump shot from 10 ft,63,62
262,3,4:59.0,R. Rubio makes 2-pt layup from 1 ft,,65,62
263,3,4:59.0,,Charlotte full timeout,65,62
264,3,4:41.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by C. Lee),65,65
265,3,4:24.0,K. Towns makes 2-pt jump shot from 17 ft (assist by R. Rubio),,67,65
266,3,4:11.0,,K. Walker makes 3-pt jump shot from 26 ft,67,68
267,3,3:51.0,K. Towns misses 2-pt jump shot from 18 ft,,67,68
268,3,3:49.0,,Defensive rebound by M. Williams,67,68
269,3,3:26.0,,K. Walker makes 3-pt jump shot from 26 ft (assist by A. Jefferson),67,71
270,3,3:04.0,K. Towns makes 2-pt layup from 2 ft (assist by R. Rubio),,69,71
271,3,2:59.0,,Personal foul by D. Rudež (drawn by M. Williams),69,71
272,3,2:59.0,,F. Kaminsky enters the game for C. Lee,69,71
273,3,2:59.0,,J. Lin enters the game for M. Williams,69,71
274,3,2:49.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,69,71
275,3,2:47.0,,Offensive rebound by K. Walker,69,71
276,3,2:43.0,,K. Walker misses 2-pt jump shot from 6 ft,69,71
277,3,2:42.0,Defensive rebound by K. Towns,,69,71
278,3,2:40.0,Personal foul by F. Kaminsky (drawn by D. Rudež),,69,71
279,3,2:40.0,D. Rudež makes free throw 1 of 2,,70,71
280,3,2:40.0,T. Jones enters the game for R. Rubio,,70,71
281,3,2:40.0,D. Rudež makes free throw 2 of 2,,71,71
282,3,2:22.0,,Shooting foul by Z. LaVine (drawn by K. Walker),71,71
283,3,2:22.0,,K. Walker misses free throw 1 of 2,71,71
284,3,2:22.0,,Offensive rebound by Team,71,71
285,3,2:22.0,,K. Walker makes free throw 2 of 2,71,72
286,3,2:08.0,K. Towns makes 2-pt jump shot from 20 ft (assist by T. Jones),,73,72
287,3,1:53.0,,K. Walker makes 2-pt jump shot from 16 ft,73,74
288,3,1:42.0,Turnover by T. Jones (bad pass),,73,74
289,3,1:42.0,S. Muhammad enters the game for A. Wiggins,,73,74
290,3,1:42.0,,J. Lamb enters the game for N. Batum,73,74
291,3,1:31.0,,A. Jefferson makes 2-pt layup from 1 ft (assist by K. Walker),73,76
292,3,1:31.0,,Shooting foul by K. Towns (drawn by A. Jefferson),73,76
293,3,1:31.0,G. Dieng enters the game for K. Towns,,73,76
294,3,1:31.0,,A. Jefferson makes free throw 1 of 1,73,77
295,3,1:21.0,Turnover by Z. LaVine (lost ball; steal by F. Kaminsky),,73,77
296,3,1:18.0,,K. Walker makes 2-pt layup at rim,73,79
297,3,1:18.0,,Shooting foul by Z. LaVine (drawn by K. Walker),73,79
298,3,1:18.0,,K. Walker makes free throw 1 of 1,73,80
299,3,1:03.0,G. Dieng misses 2-pt jump shot from 20 ft,,73,80
300,3,1:02.0,,Defensive rebound by J. Lin,73,80
301,3,0:52.0,,A. Jefferson makes 2-pt jump shot from 14 ft,73,82
302,3,0:32.0,Z. LaVine misses 2-pt jump shot from 18 ft,,73,82
303,3,0:31.0,,Defensive rebound by J. Lin,73,82
304,3,0:24.0,,K. Walker misses 2-pt jump shot from 16 ft,73,82
305,3,0:23.0,Defensive rebound by G. Dieng,,73,82
306,3,0:03.0,T. Jones makes 2-pt jump shot from 8 ft,,75,82
307,3,0:00.0,,J. Lamb misses 3-pt jump shot from 59 ft,75,82
308,3,0:00.0,,Offensive rebound by Team,75,82
309,4,11:42.0,T. Jones misses 2-pt jump shot from 16 ft,,75,82
310,4,11:41.0,,Defensive rebound by A. Jefferson,75,82
311,4,11:30.0,,J. Lamb makes 2-pt layup from 2 ft,75,84
312,4,11:09.0,Z. LaVine misses 3-pt jump shot from 25 ft,,75,84
313,4,11:09.0,Offensive rebound by Team,,75,84
314,4,11:09.0,,Loose ball foul by J. Lin (drawn by A. Wiggins),75,84
315,4,10:54.0,A. Wiggins misses 2-pt jump shot from 16 ft,,75,84
316,4,10:52.0,,Defensive rebound by A. Jefferson,75,84
317,4,10:38.0,,J. Lamb misses 2-pt jump shot from 1 ft,75,84
318,4,10:37.0,,Offensive rebound by J. Lamb,75,84
319,4,10:37.0,,J. Lamb makes 2-pt layup from 1 ft,75,86
320,4,10:33.0,Minnesota full timeout,,75,86
321,4,10:20.0,Turnover by Z. LaVine (lost ball; steal by J. Lin),,75,86
322,4,10:14.0,,Personal foul by G. Dieng (drawn by A. Jefferson),75,86
323,4,9:59.0,,A. Jefferson makes 2-pt jump shot from 16 ft,75,88
324,4,9:38.0,S. Muhammad misses 3-pt jump shot from 24 ft,,75,88
325,4,9:37.0,,Defensive rebound by A. Jefferson,75,88
326,4,9:27.0,,Turnover by K. Walker (bad pass; steal by T. Jones),75,88
327,4,9:14.0,G. Dieng makes 2-pt jump shot from 18 ft (assist by T. Jones),,77,88
328,4,8:54.0,,J. Lin misses 2-pt layup from 1 ft (block by G. Dieng),77,88
329,4,8:52.0,Defensive rebound by T. Jones,,77,88
330,4,8:45.0,Z. LaVine makes 2-pt layup at rim (assist by T. Jones),,79,88
331,4,8:22.0,,J. Lamb misses 3-pt jump shot from 25 ft,79,88
332,4,8:21.0,Defensive rebound by S. Muhammad,,79,88
333,4,8:18.0,,Offensive charge foul by Z. LaVine (drawn by K. Walker),79,88
334,4,8:18.0,Turnover by Z. LaVine (offensive foul),,79,88
335,4,8:18.0,,N. Batum enters the game for K. Walker,79,88
336,4,8:18.0,R. Rubio enters the game for T. Jones,,79,88
337,4,8:18.0,K. Towns enters the game for S. Muhammad,,79,88
338,4,8:04.0,,J. Lin misses 2-pt layup from 2 ft (block by K. Towns),79,88
339,4,8:02.0,Defensive rebound by A. Wiggins,,79,88
340,4,7:39.0,Offensive foul by G. Dieng (drawn by A. Jefferson),,79,88
341,4,7:39.0,Turnover by G. Dieng (offensive foul),,79,88
342,4,7:18.0,,A. Jefferson makes 2-pt jump shot from 6 ft (assist by J. Lamb),79,90
343,4,7:13.0,Personal foul by N. Batum (drawn by R. Rubio),,79,90
344,4,7:09.0,Shooting foul by F. Kaminsky (drawn by G. Dieng),,79,90
345,4,7:09.0,G. Dieng makes free throw 1 of 2,,80,90
346,4,7:09.0,G. Dieng makes free throw 2 of 2,,81,90
347,4,6:52.0,,J. Lin makes 3-pt jump shot from 24 ft (assist by A. Jefferson),81,93
348,4,6:34.0,Turnover by K. Towns (bad pass; steal by F. Kaminsky),,81,93
349,4,6:24.0,,N. Batum misses 3-pt jump shot from 26 ft,81,93
350,4,6:22.0,Defensive rebound by R. Rubio,,81,93
351,4,6:07.0,Z. LaVine makes 3-pt jump shot from 24 ft,,84,93
352,4,5:50.0,,Turnover by J. Lin (lost ball; steal by R. Rubio),84,93
353,4,5:47.0,Shooting foul by J. Lamb (drawn by Z. LaVine),,84,93
354,4,5:47.0,Official timeout,,84,93
355,4,5:47.0,,C. Zeller enters the game for A. Jefferson,84,93
356,4,5:47.0,,M. Williams enters the game for J. Lin,84,93
357,4,5:47.0,,K. Walker enters the game for J. Lamb,84,93
358,4,5:47.0,,C. Lee enters the game for F. Kaminsky,84,93
359,4,5:47.0,Z. LaVine makes free throw 1 of 2,,85,93
360,4,5:47.0,Z. LaVine misses free throw 2 of 2,,85,93
361,4,5:46.0,,Defensive rebound by C. Zeller,85,93
362,4,5:32.0,,Turnover by K. Walker (lost ball; steal by G. Dieng),85,93
363,4,5:11.0,G. Dieng misses 2-pt jump shot from 21 ft,,85,93
364,4,5:10.0,,Defensive rebound by C. Zeller,85,93
365,4,4:52.0,,N. Batum makes 2-pt jump shot from 19 ft,85,95
366,4,4:34.0,K. Towns misses 2-pt jump shot from 18 ft,,85,95
367,4,4:32.0,,Defensive rebound by C. Lee,85,95
368,4,4:23.0,,Shooting foul by R. Rubio (drawn by K. Walker),85,95
369,4,4:23.0,,K. Walker makes free throw 1 of 3,85,96
370,4,4:23.0,,K. Walker makes free throw 2 of 3,85,97
371,4,4:23.0,S. Muhammad enters the game for G. Dieng,,85,97
372,4,4:23.0,,K. Walker misses free throw 3 of 3,85,97
373,4,4:21.0,Defensive rebound by K. Towns,,85,97
374,4,4:07.0,R. Rubio misses 3-pt jump shot from 25 ft,,85,97
375,4,4:06.0,,Defensive rebound by N. Batum,85,97
376,4,3:51.0,,M. Williams makes 3-pt jump shot from 23 ft (assist by C. Zeller),85,100
377,4,3:39.0,Z. LaVine misses 2-pt jump shot from 17 ft,,85,100
378,4,3:37.0,,Defensive rebound by K. Walker,85,100
379,4,3:15.0,,C. Zeller misses 2-pt jump shot from 16 ft,85,100
380,4,3:13.0,Defensive rebound by R. Rubio,,85,100
381,4,3:03.0,Personal foul by C. Zeller (drawn by K. Towns),,85,100
382,4,3:03.0,K. Towns makes free throw 1 of 2,,86,100
383,4,3:03.0,K. Towns misses free throw 2 of 2,,86,100
384,4,3:01.0,,Defensive rebound by N. Batum,86,100
