,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,MIAMI_ACTION,CHARLOTTE_SCORE,MIAMI_SCORE
0,1,11:46.0,,L. Deng makes 3-pt jump shot from 25 ft (assist by G. Dragić),0,3
1,1,11:30.0,Shooting foul by J. Johnson (drawn by C. Zeller),,0,3
2,1,11:30.0,C. Zeller misses free throw 1 of 2,,0,3
3,1,11:30.0,Offensive rebound by Team,,0,3
4,1,11:30.0,C. Zeller makes free throw 2 of 2,,1,3
5,1,11:30.0,,D. Wade misses 2-pt jump shot from 9 ft,1,3
6,1,11:29.0,Defensive rebound by M. Williams,,1,3
7,1,11:07.0,M. Williams misses 3-pt jump shot from 25 ft,,1,3
8,1,11:06.0,,Defensive rebound by J. Johnson,1,3
9,1,10:20.0,,H. Whiteside makes 2-pt hook shot from 5 ft (assist by G. Dragić),1,5
10,1,10:08.0,C. Lee misses 2-pt layup from 1 ft,,1,5
11,1,10:07.0,,Defensive rebound by L. Deng,1,5
12,1,9:53.0,,Shooting foul by C. Lee (drawn by H. Whiteside),1,5
13,1,9:53.0,,H. Whiteside makes free throw 1 of 2,1,6
14,1,9:53.0,,H. Whiteside makes free throw 2 of 2,1,7
15,1,9:43.0,Turnover by K. Walker (bad pass; steal by L. Deng),,1,7
16,1,9:38.0,,Shooting block foul by M. Williams (drawn by G. Dragić),1,7
17,1,9:38.0,,G. Dragić makes free throw 1 of 2,1,8
18,1,9:38.0,,G. Dragić makes free throw 2 of 2,1,9
19,1,9:32.0,Shooting foul by J. Johnson (drawn by N. Batum),,1,9
20,1,9:32.0,N. Batum makes free throw 1 of 3,,2,9
21,1,9:32.0,N. Batum makes free throw 2 of 3,,3,9
22,1,9:32.0,,J. Winslow enters the game for J. Johnson,3,9
23,1,9:32.0,N. Batum misses free throw 3 of 3,,3,9
24,1,9:32.0,,Defensive rebound by L. Deng,3,9
25,1,9:18.0,,D. Wade makes 2-pt layup from 2 ft (assist by G. Dragić),3,11
26,1,8:59.0,K. Walker makes 3-pt jump shot from 25 ft,,6,11
