,QUARTER,TIME_REMAINING,HOUSTON_ACTION,BOSTON_ACTION,HOUSTON_SCORE,BOSTON_SCORE
142,2,9:42.0,D. Howard makes 2-pt dunk at rim (assist by J. Terry),,23,27
143,2,9:24.0,,T. Zeller misses 2-pt jump shot from 20 ft,23,27
144,2,9:23.0,Defensive rebound by T. Ariza,,23,27
145,2,9:12.0,C. Brewer makes 2-pt jump shot from 12 ft,,25,27
146,2,9:00.0,,M. Smart misses 3-pt jump shot from 25 ft,25,27
147,2,8:59.0,Defensive rebound by P. Beverley,,25,27
148,2,8:46.0,Turnover by J. Terry (lost ball; steal by E. Turner),,25,27
149,2,8:40.0,,J. Jerebko makes 2-pt layup from 1 ft,25,29
150,2,8:32.0,Houston full timeout,,25,29
151,2,8:14.0,C. Brewer misses 2-pt layup from 2 ft,,25,29
152,2,8:12.0,Offensive rebound by T. Ariza,,25,29
153,2,8:11.0,T. Ariza misses 2-pt layup from 2 ft,,25,29
154,2,8:09.0,Offensive rebound by D. Howard,,25,29
155,2,8:08.0,D. Howard makes 2-pt layup from 1 ft,,27,29
156,2,7:54.0,,A. Bradley misses 2-pt jump shot from 22 ft,27,29
157,2,7:53.0,Defensive rebound by D. Howard,,27,29
158,2,7:48.0,C. Brewer makes 2-pt layup from 1 ft (assist by D. Howard),,29,29
159,2,7:36.0,,Turnover by E. Turner (bad pass; steal by D. Howard),29,29
160,2,7:30.0,J. Terry makes 2-pt jump shot from 3 ft (assist by C. Brewer),,31,29
161,2,7:09.0,,A. Bradley misses 3-pt jump shot from 23 ft,31,29
162,2,7:08.0,Defensive rebound by T. Ariza,,31,29
163,2,7:01.0,P. Beverley misses 3-pt jump shot from 24 ft,,31,29
164,2,7:00.0,,Defensive rebound by J. Jerebko,31,29
165,2,6:55.0,,T. Zeller makes 2-pt layup from 1 ft (assist by E. Turner),31,31
166,2,6:55.0,,Shooting foul by P. Beverley (drawn by T. Zeller),31,31
167,2,6:55.0,C. Capela enters the game for D. Howard,,31,31
168,2,6:55.0,J. Harden enters the game for J. Terry,,31,31
169,2,6:55.0,,I. Thomas enters the game for M. Smart,31,31
170,2,6:55.0,,T. Zeller makes free throw 1 of 1,31,32
171,2,6:41.0,T. Ariza misses 3-pt jump shot from 23 ft,,31,32
172,2,6:40.0,,Defensive rebound by J. Jerebko,31,32
173,2,6:31.0,,Turnover by A. Bradley (bad pass),31,32
174,2,6:17.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by P. Beverley),,34,32
175,2,6:01.0,,Personal foul by J. Harden,34,32
176,2,6:01.0,K. McDaniels enters the game for C. Brewer,,34,32
177,2,5:52.0,,I. Thomas misses 3-pt jump shot from 24 ft,34,32
178,2,5:51.0,Defensive rebound by P. Beverley,,34,32
179,2,5:42.0,C. Capela makes 2-pt dunk at rim (assist by P. Beverley),,36,32
180,2,5:42.0,,Boston full timeout,36,32
181,2,5:42.0,,J. Crowder enters the game for J. Jerebko,36,32
182,2,5:42.0,,A. Johnson enters the game for T. Zeller,36,32
183,2,5:22.0,,I. Thomas misses 2-pt layup from 1 ft,36,32
184,2,5:21.0,Defensive rebound by P. Beverley,,36,32
185,2,5:17.0,Turnover by P. Beverley (lost ball; steal by E. Turner),,36,32
186,2,5:12.0,,I. Thomas makes 2-pt layup from 1 ft (assist by E. Turner),36,34
187,2,4:47.0,Turnover by J. Harden (bad pass; steal by J. Crowder),,36,34
188,2,4:36.0,,E. Turner misses 2-pt jump shot from 9 ft,36,34
189,2,4:35.0,Defensive rebound by T. Ariza,,36,34
190,2,4:22.0,C. Capela makes 2-pt dunk at rim (assist by T. Ariza),,38,34
191,2,4:04.0,,Personal foul by C. Capela,38,34
192,2,4:04.0,,I. Thomas misses free throw 1 of 2,38,34
193,2,4:04.0,,Offensive rebound by Team,38,34
194,2,4:04.0,,J. Sullinger enters the game for E. Turner,38,34
195,2,4:04.0,,I. Thomas makes free throw 2 of 2,38,35
196,2,3:48.0,T. Ariza makes 3-pt jump shot from 23 ft,,41,35
197,2,3:43.0,,I. Thomas misses 2-pt layup from 2 ft (block by C. Capela),41,35
198,2,3:42.0,,Offensive rebound by Team,41,35
199,2,3:33.0,,J. Sullinger makes 2-pt jump shot from 4 ft (assist by A. Bradley),41,37
200,2,3:23.0,J. Harden misses 2-pt jump shot from 4 ft (block by J. Sullinger),,41,37
201,2,3:22.0,Offensive rebound by Team,,41,37
202,2,3:16.0,C. Capela misses 2-pt jump shot from 6 ft,,41,37
203,2,3:15.0,Offensive rebound by K. McDaniels,,41,37
204,2,3:14.0,K. McDaniels misses 2-pt layup from 1 ft,,41,37
205,2,3:13.0,,Defensive rebound by J. Sullinger,41,37
206,2,2:59.0,,J. Sullinger misses 2-pt jump shot from 16 ft,41,37
207,2,2:58.0,Defensive rebound by K. McDaniels,,41,37
208,2,2:46.0,K. McDaniels misses 3-pt jump shot from 23 ft,,41,37
209,2,2:45.0,,Defensive rebound by A. Bradley,41,37
210,2,2:35.0,,Personal foul by C. Capela,41,37
211,2,2:35.0,Official timeout,,41,37
212,2,2:35.0,D. Howard enters the game for P. Beverley,,41,37
213,2,2:35.0,C. Brewer enters the game for C. Capela,,41,37
214,2,2:35.0,,I. Thomas makes free throw 1 of 2,41,38
215,2,2:35.0,,I. Thomas makes free throw 2 of 2,41,39
216,2,2:31.0,Personal block foul by A. Bradley,,41,39
217,2,2:19.0,,Violation by J. Crowder (kicked ball),41,39
218,2,2:05.0,K. McDaniels misses 3-pt jump shot from 29 ft,,41,39
219,2,2:04.0,Offensive rebound by Team,,41,39
220,2,2:04.0,Turnover by Team (shot clock),,41,39
221,2,1:48.0,,J. Sullinger makes 2-pt hook shot from 4 ft,41,41
222,2,1:37.0,Shooting foul by A. Bradley (drawn by J. Harden),,41,41
223,2,1:37.0,J. Harden misses free throw 1 of 2,,41,41
224,2,1:37.0,Offensive rebound by Team,,41,41
225,2,1:37.0,J. Harden makes free throw 2 of 2,,42,41
226,2,1:22.0,,J. Crowder misses 3-pt jump shot from 25 ft,42,41
227,2,1:20.0,,Offensive rebound by Team,42,41
228,2,1:20.0,,E. Turner enters the game for A. Bradley,42,41
229,2,1:15.0,,J. Sullinger makes 2-pt layup from 1 ft (assist by E. Turner),42,43
230,2,0:56.0,J. Harden makes 2-pt jump shot from 20 ft (assist by K. McDaniels),,44,43
231,2,0:42.0,,Turnover by I. Thomas (bad pass; steal by J. Harden),44,43
232,2,0:39.0,C. Brewer makes 2-pt layup at rim (assist by K. McDaniels),,46,43
233,2,0:31.0,,Turnover by E. Turner (bad pass),46,43
234,2,0:31.0,,M. Smart enters the game for I. Thomas,46,43
235,2,0:27.0,J. Harden misses 2-pt layup from 1 ft,,46,43
236,2,0:26.0,,Defensive rebound by M. Smart,46,43
237,2,0:04.0,,E. Turner misses 2-pt jump shot from 6 ft,46,43
238,2,0:03.0,,Offensive rebound by J. Crowder,46,43
239,2,0:01.0,,A. Johnson misses 2-pt jump shot from 6 ft,46,43
240,2,0:01.0,,Offensive rebound by J. Sullinger,46,43
241,2,0:00.0,,J. Sullinger misses 2-pt layup from 3 ft,46,43
242,2,0:00.0,,Offensive rebound by Team,46,43
243,3,11:35.0,,I. Thomas misses 3-pt jump shot from 24 ft,46,43
244,3,11:34.0,Defensive rebound by D. Howard,,46,43
245,3,11:21.0,D. Motiejūnas makes 2-pt jump shot from 10 ft (assist by T. Ariza),,48,43
246,3,11:05.0,,J. Crowder misses 2-pt jump shot from 8 ft,48,43
247,3,11:04.0,Defensive rebound by T. Ariza,,48,43
248,3,10:51.0,T. Ariza misses 3-pt jump shot from 25 ft,,48,43
249,3,10:50.0,Offensive rebound by P. Beverley,,48,43
250,3,10:49.0,P. Beverley makes 2-pt layup from 1 ft,,50,43
251,3,10:48.0,,Boston full timeout,50,43
252,3,10:48.0,,M. Smart enters the game for A. Johnson,50,43
253,3,10:34.0,,J. Crowder misses 3-pt jump shot from 23 ft,50,43
254,3,10:33.0,,Offensive rebound by J. Sullinger,50,43
255,3,10:28.0,,A. Bradley misses 3-pt jump shot from 23 ft,50,43
256,3,10:27.0,Defensive rebound by D. Motiejūnas,,50,43
257,3,10:22.0,J. Harden makes 2-pt layup from 1 ft (assist by D. Motiejūnas),,52,43
258,3,10:14.0,,Turnover by I. Thomas (lost ball; steal by T. Ariza),52,43
259,3,10:13.0,Houston full timeout,,52,43
260,3,9:51.0,Shooting foul by I. Thomas (drawn by P. Beverley),,52,43
261,3,9:51.0,P. Beverley makes free throw 1 of 2,,53,43
262,3,9:51.0,P. Beverley misses free throw 2 of 2,,53,43
263,3,9:51.0,,Defensive rebound by Team,53,43
264,3,9:28.0,,J. Crowder misses 3-pt jump shot from 24 ft,53,43
265,3,9:27.0,Defensive rebound by D. Howard,,53,43
266,3,9:13.0,Turnover by D. Howard (bad pass; steal by J. Sullinger),,53,43
267,3,9:08.0,,J. Crowder makes 2-pt layup from 1 ft (assist by J. Sullinger),53,45
268,3,8:58.0,J. Harden makes 3-pt jump shot from 24 ft (assist by T. Ariza),,56,45
269,3,8:42.0,,J. Sullinger misses 2-pt jump shot from 18 ft,56,45
270,3,8:41.0,Defensive rebound by D. Motiejūnas,,56,45
271,3,8:34.0,Turnover by P. Beverley (step out of bounds),,56,45
272,3,8:21.0,,Personal foul by D. Howard,56,45
273,3,8:21.0,C. Brewer enters the game for D. Motiejūnas,,56,45
274,3,8:21.0,,E. Turner enters the game for J. Crowder,56,45
275,3,8:18.0,,I. Thomas makes 3-pt jump shot from 25 ft (assist by E. Turner),56,48
276,3,8:06.0,J. Harden misses 3-pt jump shot from 29 ft,,56,48
277,3,8:04.0,,Defensive rebound by E. Turner,56,48
278,3,8:03.0,,A. Bradley makes 2-pt dunk at rim (assist by E. Turner),56,50
279,3,8:03.0,Houston full timeout,,56,50
280,3,7:47.0,D. Howard makes 2-pt dunk at rim (assist by J. Harden),,58,50
281,3,7:31.0,,Turnover by A. Bradley (bad pass; steal by C. Brewer),58,50
282,3,7:30.0,Turnover by C. Brewer (lost ball; steal by I. Thomas),,58,50
283,3,7:29.0,Loose ball foul by C. Brewer,,58,50
284,3,7:10.0,,Shooting foul by T. Ariza (drawn by E. Turner),58,50
285,3,7:10.0,,E. Turner makes free throw 1 of 2,58,51
286,3,7:10.0,,E. Turner makes free throw 2 of 2,58,52
287,3,6:50.0,C. Brewer misses 3-pt jump shot from 23 ft,,58,52
288,3,6:49.0,,Defensive rebound by J. Sullinger,58,52
289,3,6:45.0,,I. Thomas makes free throw 2 of 2,58,53
290,3,6:45.0,,Shooting foul by J. Harden (drawn by I. Thomas),58,53
291,3,6:45.0,,I. Thomas makes free throw 1 of 2,58,54
292,3,6:32.0,D. Howard misses 2-pt jump shot from 7 ft,,58,54
293,3,6:31.0,,Defensive rebound by E. Turner,58,54
294,3,6:23.0,,J. Sullinger makes 2-pt layup from 1 ft,58,56
295,3,6:23.0,,Shooting foul by C. Brewer (drawn by J. Sullinger),58,56
296,3,6:23.0,,J. Sullinger misses free throw 1 of 1,58,56
297,3,6:22.0,Defensive rebound by T. Ariza,,58,56
298,3,6:05.0,T. Ariza makes 2-pt layup from 2 ft,,60,56
299,3,5:54.0,,I. Thomas misses 2-pt jump shot from 15 ft,60,56
300,3,5:54.0,,Offensive rebound by Team,60,56
301,3,5:54.0,,Personal foul by C. Brewer,60,56
302,3,5:54.0,,M. Smart makes free throw 1 of 2,60,57
303,3,5:54.0,,M. Smart makes free throw 2 of 2,60,58
304,3,5:40.0,Shooting foul by J. Sullinger (drawn by J. Harden),,60,58
305,3,5:40.0,J. Harden makes free throw 1 of 2,,61,58
306,3,5:40.0,J. Harden makes free throw 2 of 2,,62,58
307,3,5:22.0,,A. Bradley misses 3-pt jump shot from 23 ft,62,58
308,3,5:22.0,Defensive rebound by T. Ariza,,62,58
309,3,5:13.0,C. Brewer makes 3-pt jump shot from 23 ft (assist by T. Ariza),,65,58
310,3,4:51.0,,J. Sullinger misses 2-pt layup from 2 ft,65,58
311,3,4:50.0,Defensive rebound by Team,,65,58
312,3,4:50.0,C. Capela enters the game for D. Howard,,65,58
313,3,4:37.0,C. Capela makes 2-pt layup from 1 ft (assist by J. Harden),,67,58
314,3,4:15.0,,J. Sullinger makes 2-pt layup from 2 ft (assist by E. Turner),67,60
315,3,4:04.0,Turnover by J. Harden (lost ball; steal by A. Bradley),,67,60
316,3,3:58.0,,A. Bradley makes 2-pt dunk at rim,67,62
317,3,3:43.0,J. Harden makes 2-pt layup from 1 ft,,69,62
318,3,3:34.0,,J. Sullinger makes 3-pt jump shot from 24 ft (assist by I. Thomas),69,65
319,3,3:07.0,Shooting foul by I. Thomas (drawn by J. Harden),,69,65
320,3,3:07.0,J. Harden makes free throw 1 of 2,,70,65
321,3,3:07.0,,T. Zeller enters the game for J. Sullinger,70,65
322,3,3:07.0,M. Beasley enters the game for T. Ariza,,70,65
323,3,3:07.0,J. Terry enters the game for P. Beverley,,70,65
324,3,3:07.0,J. Harden makes free throw 2 of 2,,71,65
325,3,2:50.0,,I. Thomas misses 2-pt layup from 1 ft,71,65
326,3,2:49.0,,Offensive rebound by M. Smart,71,65
327,3,2:47.0,,E. Turner misses 3-pt jump shot from 25 ft,71,65
328,3,2:46.0,,Offensive rebound by A. Bradley,71,65
329,3,2:44.0,,A. Bradley makes 2-pt layup from 2 ft,71,67
330,3,2:32.0,J. Harden makes 2-pt layup from 2 ft,,73,67
331,3,2:22.0,,Shooting foul by C. Brewer (drawn by T. Zeller),73,67
332,3,2:22.0,,T. Zeller makes free throw 1 of 2,73,68
333,3,2:22.0,,T. Rozier enters the game for I. Thomas,73,68
334,3,2:22.0,K. McDaniels enters the game for C. Brewer,,73,68
335,3,2:22.0,,T. Zeller makes free throw 2 of 2,73,69
336,3,2:14.0,Shooting foul by T. Zeller (drawn by J. Harden),,73,69
337,3,2:14.0,J. Harden makes free throw 1 of 2,,74,69
338,3,2:14.0,J. Harden makes free throw 2 of 2,,75,69
339,3,1:51.0,,Shooting foul by J. Harden (drawn by A. Bradley),75,69
340,3,1:51.0,,A. Bradley misses free throw 1 of 2,75,69
341,3,1:51.0,,Offensive rebound by Team,75,69
342,3,1:51.0,P. Beverley enters the game for J. Harden,,75,69
343,3,1:51.0,,A. Bradley makes free throw 2 of 2,75,70
344,3,1:48.0,Personal take foul by T. Zeller,,75,70
345,3,1:48.0,C. Capela misses free throw 1 of 2,,75,70
346,3,1:48.0,Offensive rebound by Team,,75,70
347,3,1:48.0,C. Capela misses free throw 2 of 2,,75,70
348,3,1:48.0,,Defensive rebound by E. Turner,75,70
349,3,1:34.0,,Shooting foul by K. McDaniels (drawn by E. Turner),75,70
350,3,1:34.0,,E. Turner misses free throw 1 of 2,75,70
351,3,1:34.0,,Offensive rebound by Team,75,70
352,3,1:34.0,T. Ariza enters the game for C. Capela,,75,70
353,3,1:34.0,,E. Turner makes free throw 2 of 2,75,71
354,3,1:18.0,M. Beasley misses 2-pt layup from 1 ft,,75,71
355,3,1:17.0,,Defensive rebound by E. Turner,75,71
356,3,1:03.0,,E. Turner misses 2-pt jump shot from 5 ft,75,71
357,3,1:02.0,,Offensive rebound by T. Rozier,75,71
358,3,0:49.0,,T. Zeller misses 2-pt jump shot from 3 ft,75,71
359,3,0:48.0,Defensive rebound by Team,,75,71
360,3,0:40.0,M. Beasley misses 2-pt jump shot from 15 ft,,75,71
361,3,0:39.0,Offensive rebound by P. Beverley,,75,71
362,3,0:28.0,Turnover by K. McDaniels (bad pass; steal by E. Turner),,75,71
363,3,0:24.0,,A. Bradley makes 2-pt layup from 1 ft (assist by E. Turner),75,73
364,3,0:02.0,M. Beasley misses 2-pt jump shot from 3 ft,,75,73
365,3,0:01.0,Offensive rebound by M. Beasley,,75,73
366,3,0:00.0,M. Beasley makes 2-pt layup from 1 ft,,77,73
367,4,11:43.0,M. Beasley makes 2-pt layup from 2 ft,,79,73
368,4,11:29.0,,I. Thomas misses 3-pt jump shot from 24 ft,79,73
369,4,11:28.0,,Offensive rebound by T. Rozier,79,73
370,4,11:17.0,,T. Rozier makes 3-pt jump shot from 23 ft (assist by E. Turner),79,76
371,4,11:02.0,P. Beverley misses 3-pt jump shot from 24 ft,,79,76
372,4,11:01.0,,Defensive rebound by I. Thomas,79,76
373,4,10:51.0,,Turnover by T. Rozier (bad pass; steal by P. Beverley),79,76
374,4,10:38.0,K. McDaniels makes 2-pt layup from 1 ft,,81,76
375,4,10:25.0,,I. Thomas misses 2-pt layup from 1 ft,81,76
376,4,10:24.0,Defensive rebound by M. Beasley,,81,76
377,4,10:16.0,M. Beasley makes 2-pt jump shot from 22 ft (assist by P. Beverley),,83,76
378,4,9:56.0,,I. Thomas makes 3-pt jump shot from 25 ft (assist by T. Zeller),83,79
379,4,9:38.0,M. Beasley makes 2-pt jump shot from 17 ft (assist by D. Howard),,85,79
380,4,9:20.0,,T. Zeller misses 2-pt jump shot from 11 ft,85,79
381,4,9:19.0,Defensive rebound by D. Howard,,85,79
382,4,9:10.0,M. Beasley makes 2-pt jump shot from 14 ft,,87,79
383,4,9:10.0,,Boston full timeout,87,79
384,4,9:10.0,,A. Bradley enters the game for E. Turner,87,79
385,4,9:10.0,,J. Mickey enters the game for J. Jerebko,87,79
386,4,8:53.0,,T. Rozier misses 3-pt jump shot from 24 ft,87,79
387,4,8:52.0,,Offensive rebound by T. Rozier,87,79
388,4,8:49.0,,T. Rozier misses 2-pt jump shot from 4 ft,87,79
389,4,8:48.0,Defensive rebound by M. Beasley,,87,79
390,4,8:45.0,Turnover by M. Beasley (bad pass),,87,79
391,4,8:38.0,,T. Zeller misses 2-pt jump shot from 18 ft,87,79
392,4,8:37.0,Defensive rebound by M. Beasley,,87,79
393,4,8:20.0,M. Beasley misses 2-pt layup from 2 ft,,87,79
394,4,8:19.0,Offensive rebound by M. Beasley,,87,79
