,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,PHILADELPHIA_ACTION,WASHINGTON_SCORE,PHILADELPHIA_SCORE
0,1,11:41.0,,J. Okafor makes 2-pt jump shot from 8 ft (assist by I. Smith),0,2
1,1,11:23.0,M. Gortat misses 2-pt jump shot from 3 ft (block by R. Covington),,0,2
2,1,11:21.0,,Defensive rebound by R. Covington,0,2
3,1,11:10.0,,N. Noel makes 2-pt jump shot from 5 ft (assist by N. Stauskas),0,4
4,1,10:51.0,O. Porter makes 3-pt jump shot from 26 ft (assist by J. Wall),,3,4
5,1,10:36.0,,J. Okafor misses 2-pt jump shot from 12 ft,3,4
6,1,10:34.0,Defensive rebound by J. Wall,,3,4
7,1,10:28.0,M. Gortat makes 2-pt layup at rim (assist by J. Wall),,5,4
8,1,10:07.0,,N. Noel misses 2-pt jump shot from 3 ft,5,4
9,1,10:05.0,Defensive rebound by M. Gortat,,5,4
10,1,10:00.0,J. Wall misses 2-pt layup from 3 ft,,5,4
11,1,9:57.0,,Defensive rebound by N. Noel,5,4
12,1,9:49.0,,N. Stauskas misses 3-pt jump shot from 22 ft,5,4
13,1,9:48.0,Defensive rebound by M. Gortat,,5,4
14,1,9:42.0,O. Porter misses 3-pt jump shot from 23 ft,,5,4
15,1,9:40.0,,Defensive rebound by N. Noel,5,4
16,1,9:25.0,,R. Covington misses 3-pt jump shot from 29 ft,5,4
17,1,9:23.0,Defensive rebound by M. Gortat,,5,4
18,1,9:03.0,J. Dudley misses 2-pt jump shot from 18 ft,,5,4
19,1,9:02.0,,Defensive rebound by N. Noel,5,4
20,1,8:56.0,,Turnover by I. Smith (bad pass),5,4
21,1,8:45.0,,Violation by N. Noel (kicked ball),5,4
22,1,8:39.0,M. Gortat makes 2-pt layup from 1 ft (assist by O. Porter),,7,4
23,1,8:22.0,,R. Covington misses 3-pt jump shot from 23 ft,7,4
24,1,8:21.0,Defensive rebound by M. Gortat,,7,4
25,1,8:17.0,,Violation by R. Covington (kicked ball),7,4
