,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,DETROIT_ACTION,WASHINGTON_SCORE,DETROIT_SCORE
66,1,2:35.0,,K. Caldwell-Pope makes 2-pt layup at rim,18,30
67,1,2:29.0,Turnover by R. Sessions (lost ball; steal by A. Drummond),,18,30
68,1,2:18.0,,Turnover by R. Jackson (bad pass; steal by G. Temple),18,30
69,1,2:11.0,G. Temple misses 2-pt layup at rim,,18,30
70,1,2:10.0,,Defensive rebound by A. Drummond,18,30
71,1,1:54.0,,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,18,30
72,1,1:53.0,Defensive rebound by R. Sessions,,18,30
73,1,1:44.0,O. Porter makes 3-pt jump shot from 22 ft (assist by G. Temple),,21,30
74,1,1:27.0,,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by R. Jackson),21,33
75,1,1:07.0,R. Sessions makes 2-pt jump shot from 7 ft (assist by N. Hilário),,23,33
76,1,1:00.0,,R. Jackson makes 2-pt layup at rim,23,35
77,1,0:53.0,Shooting foul by A. Drummond (drawn by N. Hilário),,23,35
78,1,0:53.0,N. Hilário makes free throw 1 of 2,,24,35
79,1,0:53.0,,S. Blake enters the game for R. Jackson,24,35
80,1,0:53.0,B. Beal enters the game for R. Sessions,,24,35
81,1,0:53.0,N. Hilário makes free throw 2 of 2,,25,35
82,1,0:43.0,,Shooting foul by M. Morris (drawn by T. Harris),25,35
83,1,0:43.0,,T. Harris makes free throw 1 of 2,25,36
84,1,0:43.0,,A. Baynes enters the game for A. Drummond,25,36
85,1,0:43.0,,T. Harris makes free throw 2 of 2,25,37
86,1,0:23.0,M. Morris misses 3-pt jump shot from 25 ft,,25,37
87,1,0:22.0,,Defensive rebound by K. Caldwell-Pope,25,37
88,1,0:17.0,,K. Caldwell-Pope makes 2-pt layup at rim (assist by S. Blake),25,39
89,1,0:04.0,B. Beal misses 2-pt jump shot from 9 ft,,25,39
90,1,0:04.0,,Defensive rebound by R. Bullock,25,39
91,1,0:01.0,,S. Blake misses 3-pt jump shot from 37 ft,25,39
92,1,0:00.0,,Offensive rebound by Team,25,39
93,2,11:41.0,N. Hilário makes 2-pt layup at rim (assist by J. Dudley),,27,39
94,2,11:21.0,,A. Tolliver makes 3-pt jump shot from 25 ft (assist by R. Bullock),27,42
95,2,11:08.0,B. Beal makes 2-pt layup at rim,,29,42
96,2,10:50.0,,M. Morris makes 2-pt jump shot from 13 ft (assist by S. Blake),29,44
97,2,10:32.0,G. Temple misses 3-pt jump shot from 26 ft,,29,44
98,2,10:31.0,,Defensive rebound by R. Bullock,29,44
99,2,10:18.0,,A. Baynes misses 2-pt jump shot from 19 ft,29,44
100,2,10:17.0,,Offensive rebound by R. Bullock,29,44
101,2,10:06.0,,S. Blake makes 3-pt jump shot from 25 ft,29,47
102,2,9:47.0,B. Beal misses 2-pt layup from 1 ft,,29,47
103,2,9:46.0,,Defensive rebound by S. Blake,29,47
104,2,9:38.0,,Turnover by S. Blake (bad pass),29,47
105,2,9:23.0,N. Hilário makes 2-pt hook shot from 3 ft (assist by A. Anderson),,31,47
106,2,9:07.0,,S. Blake misses 3-pt jump shot from 25 ft,31,47
107,2,9:06.0,Defensive rebound by J. Dudley,,31,47
108,2,8:51.0,A. Anderson misses 3-pt jump shot from 24 ft,,31,47
109,2,8:51.0,,Defensive rebound by S. Blake,31,47
110,2,8:42.0,,Shooting foul by J. Dudley (drawn by A. Baynes),31,47
111,2,8:42.0,Official timeout,,31,47
112,2,8:42.0,,A. Baynes makes free throw 1 of 2,31,48
113,2,8:42.0,,A. Baynes makes free throw 2 of 2,31,49
114,2,8:32.0,,Offensive charge foul by B. Beal (drawn by A. Tolliver),31,49
115,2,8:32.0,Turnover by B. Beal (offensive foul),,31,49
116,2,8:14.0,,Turnover by A. Tolliver (bad pass; steal by A. Anderson),31,49
117,2,8:03.0,G. Temple misses 2-pt layup from 1 ft (block by A. Tolliver),,31,49
118,2,8:00.0,,Defensive rebound by R. Bullock,31,49
119,2,7:54.0,,R. Bullock misses 3-pt jump shot from 25 ft,31,49
120,2,7:53.0,Defensive rebound by N. Hilário,,31,49
121,2,7:33.0,B. Beal misses 2-pt jump shot from 16 ft,,31,49
122,2,7:33.0,,Defensive rebound by R. Bullock,31,49
123,2,7:25.0,,A. Tolliver misses 3-pt jump shot from 24 ft,31,49
124,2,7:25.0,Defensive rebound by A. Anderson,,31,49
125,2,7:16.0,J. Dudley makes 2-pt layup at rim (assist by G. Temple),,33,49
126,2,6:59.0,,S. Blake misses 3-pt jump shot from 24 ft,33,49
127,2,6:59.0,Defensive rebound by G. Temple,,33,49
128,2,6:45.0,G. Temple misses 3-pt jump shot from 27 ft,,33,49
129,2,6:45.0,,Defensive rebound by A. Baynes,33,49
130,2,6:41.0,R. Sessions enters the game for G. Temple,,33,49
131,2,6:41.0,M. Gortat enters the game for N. Hilário,,33,49
132,2,6:29.0,,M. Morris misses 3-pt jump shot from 27 ft,33,49
133,2,6:28.0,Defensive rebound by B. Beal,,33,49
134,2,6:17.0,B. Beal misses 2-pt jump shot from 8 ft,,33,49
135,2,6:16.0,,Defensive rebound by A. Baynes,33,49
136,2,6:12.0,,Detroit full timeout,33,49
137,2,6:12.0,,K. Caldwell-Pope enters the game for R. Bullock,33,49
138,2,6:12.0,,R. Jackson enters the game for S. Blake,33,49
139,2,5:56.0,,R. Jackson makes 3-pt jump shot from 26 ft,33,52
140,2,5:44.0,J. Dudley makes 3-pt jump shot from 26 ft (assist by R. Sessions),,36,52
141,2,5:24.0,,R. Jackson misses 2-pt jump shot from 6 ft,36,52
142,2,5:24.0,Defensive rebound by J. Dudley,,36,52
143,2,5:18.0,B. Beal makes 3-pt jump shot from 25 ft (assist by R. Sessions),,39,52
144,2,4:58.0,,A. Baynes misses 2-pt jump shot from 7 ft,39,52
145,2,4:58.0,Defensive rebound by B. Beal,,39,52
146,2,4:46.0,M. Gortat misses 2-pt layup at rim,,39,52
147,2,4:46.0,,Defensive rebound by A. Tolliver,39,52
148,2,4:46.0,,Personal foul by J. Dudley,39,52
149,2,4:46.0,,A. Drummond enters the game for A. Baynes,39,52
150,2,4:46.0,,T. Harris enters the game for A. Tolliver,39,52
151,2,4:27.0,,A. Drummond misses 2-pt hook shot from 7 ft,39,52
152,2,4:27.0,Defensive rebound by Team,,39,52
153,2,4:27.0,,Loose ball foul by M. Morris,39,52
154,2,4:20.0,Shooting foul by A. Drummond (drawn by R. Sessions),,39,52
155,2,4:20.0,R. Sessions makes free throw 1 of 2,,40,52
156,2,4:20.0,R. Sessions makes free throw 2 of 2,,41,52
157,2,4:10.0,,A. Drummond makes 2-pt layup at rim (assist by T. Harris),41,54
158,2,4:10.0,,Shooting foul by M. Gortat (drawn by A. Drummond),41,54
159,2,4:10.0,,A. Drummond makes free throw 1 of 1,41,55
160,2,3:58.0,J. Dudley makes 2-pt layup at rim (assist by M. Gortat),,43,55
161,2,3:57.0,,Turnover by R. Jackson (offensive foul),43,55
162,2,3:57.0,,Offensive foul by R. Jackson (drawn by J. Dudley),43,55
163,2,3:57.0,O. Porter enters the game for A. Anderson,,43,55
164,2,3:53.0,B. Beal misses 3-pt jump shot from 25 ft,,43,55
165,2,3:52.0,Offensive rebound by M. Gortat,,43,55
166,2,3:51.0,M. Gortat makes 2-pt layup at rim,,45,55
167,2,3:35.0,,R. Jackson makes 2-pt jump shot from 6 ft,45,57
168,2,3:25.0,R. Sessions makes 2-pt layup at rim,,47,57
169,2,3:03.0,,Shooting foul by J. Dudley (drawn by A. Drummond),47,57
170,2,3:03.0,,A. Drummond misses free throw 1 of 2,47,57
171,2,3:03.0,,Offensive rebound by Team,47,57
172,2,3:03.0,M. Morris enters the game for J. Dudley,,47,57
173,2,3:03.0,,A. Drummond makes free throw 2 of 2,47,58
174,2,2:49.0,M. Gortat makes 2-pt layup at rim (assist by B. Beal),,49,58
175,2,2:35.0,,K. Caldwell-Pope makes 2-pt jump shot from 20 ft (assist by R. Jackson),49,60
176,2,2:29.0,Shooting foul by R. Jackson (drawn by R. Sessions),,49,60
177,2,2:29.0,Washington full timeout,,49,60
178,2,2:29.0,,S. Blake enters the game for M. Morris,49,60
179,2,2:29.0,,R. Bullock enters the game for R. Jackson,49,60
180,2,2:29.0,R. Sessions makes free throw 1 of 2,,50,60
181,2,2:29.0,R. Sessions makes free throw 2 of 2,,51,60
182,2,2:11.0,,T. Harris misses 2-pt jump shot from 5 ft,51,60
183,2,2:10.0,Defensive rebound by M. Gortat,,51,60
184,2,2:05.0,R. Sessions makes 2-pt layup at rim,,53,60
185,2,1:43.0,,T. Harris misses 3-pt jump shot from 25 ft,53,60
186,2,1:42.0,Defensive rebound by O. Porter,,53,60
187,2,1:26.0,Turnover by M. Gortat (bad pass),,53,60
188,2,1:26.0,,A. Baynes enters the game for A. Drummond,53,60
189,2,1:04.0,,A. Baynes misses 2-pt jump shot from 17 ft,53,60
190,2,1:04.0,Defensive rebound by M. Morris,,53,60
191,2,0:52.0,R. Sessions misses 3-pt jump shot from 26 ft,,53,60
192,2,0:52.0,Offensive rebound by Team,,53,60
193,2,0:52.0,,Violation by A. Baynes (kicked ball),53,60
194,2,0:40.0,B. Beal misses 2-pt jump shot from 16 ft,,53,60
195,2,0:39.0,,Defensive rebound by A. Baynes,53,60
196,2,0:24.0,,Shooting foul by M. Morris (drawn by T. Harris),53,60
197,2,0:24.0,,T. Harris makes free throw 1 of 2,53,61
198,2,0:24.0,,T. Harris makes free throw 2 of 2,53,62
199,2,0:03.0,B. Beal makes 2-pt layup from 1 ft (assist by M. Gortat),,55,62
200,2,0:02.0,,S. Blake misses 3-pt jump shot from 40 ft,55,62
201,2,0:00.0,,Offensive rebound by Team,55,62
202,3,11:44.0,M. Morris misses 2-pt hook shot from 5 ft,,55,62
203,3,11:42.0,,Defensive rebound by T. Harris,55,62
204,3,11:33.0,,R. Jackson makes 2-pt jump shot from 6 ft,55,64
205,3,11:13.0,Shooting foul by T. Harris (drawn by B. Beal),,55,64
206,3,11:13.0,B. Beal makes free throw 1 of 2,,56,64
207,3,11:13.0,B. Beal misses free throw 2 of 2,,56,64
208,3,11:12.0,,Defensive rebound by R. Jackson,56,64
209,3,10:55.0,,A. Drummond misses 2-pt hook shot from 6 ft,56,64
210,3,10:55.0,Defensive rebound by Team,,56,64
211,3,10:41.0,M. Morris misses 2-pt jump shot from 8 ft,,56,64
212,3,10:40.0,,Defensive rebound by M. Morris,56,64
213,3,10:23.0,,Turnover by M. Morris (bad pass; steal by R. Sessions),56,64
214,3,10:14.0,R. Sessions makes 2-pt layup at rim,,58,64
215,3,10:03.0,,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),58,66
216,3,9:43.0,O. Porter misses 2-pt jump shot from 8 ft,,58,66
217,3,9:43.0,Offensive rebound by O. Porter,,58,66
218,3,9:36.0,M. Gortat misses 2-pt layup at rim,,58,66
219,3,9:36.0,,Defensive rebound by K. Caldwell-Pope,58,66
220,3,9:29.0,,Personal foul by R. Sessions,58,66
221,3,9:17.0,,R. Jackson makes 2-pt layup at rim,58,68
222,3,8:48.0,M. Morris makes 3-pt jump shot from 27 ft (assist by M. Gortat),,61,68
223,3,8:30.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by R. Jackson),61,71
224,3,8:09.0,M. Gortat makes 2-pt hook shot from 4 ft (assist by B. Beal),,63,71
225,3,7:49.0,,R. Jackson misses 3-pt jump shot from 26 ft,63,71
226,3,7:49.0,Defensive rebound by Team,,63,71
227,3,7:35.0,Turnover by B. Beal (lost ball; steal by K. Caldwell-Pope),,63,71
228,3,7:30.0,,K. Caldwell-Pope makes 2-pt layup at rim,63,73
229,3,7:10.0,B. Beal misses 2-pt jump shot from 20 ft,,63,73
230,3,7:10.0,Offensive rebound by O. Porter,,63,73
231,3,7:09.0,O. Porter misses 2-pt layup from 1 ft,,63,73
232,3,7:08.0,Offensive rebound by O. Porter,,63,73
233,3,7:07.0,O. Porter misses 2-pt layup at rim,,63,73
234,3,7:06.0,Offensive rebound by O. Porter,,63,73
235,3,6:59.0,B. Beal misses 3-pt jump shot from 27 ft,,63,73
236,3,6:58.0,,Defensive rebound by A. Drummond,63,73
237,3,6:45.0,,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,63,73
238,3,6:45.0,,Offensive rebound by Team,63,73
239,3,6:45.0,Loose ball foul by M. Gortat,,63,73
240,3,6:34.0,,R. Jackson misses 2-pt layup at rim,63,73
241,3,6:34.0,,Offensive rebound by A. Drummond,63,73
242,3,6:29.0,,A. Drummond makes 2-pt dunk at rim,63,75
243,3,6:17.0,Turnover by B. Beal (bad pass; steal by A. Drummond),,63,75
244,3,6:05.0,,T. Harris misses 3-pt jump shot from 25 ft,63,75
245,3,6:04.0,Defensive rebound by M. Gortat,,63,75
246,3,5:49.0,Turnover by B. Beal (traveling),,63,75
247,3,5:49.0,,Detroit full timeout,63,75
248,3,5:37.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by R. Jackson),63,78
249,3,5:10.0,M. Morris makes 2-pt jump shot from 5 ft,,65,78
250,3,4:58.0,,Shooting foul by M. Gortat (drawn by M. Morris),65,78
251,3,4:58.0,,M. Morris makes 2-pt layup at rim (assist by R. Jackson),65,80
252,3,4:58.0,G. Temple enters the game for B. Beal,,65,80
253,3,4:58.0,N. Hilário enters the game for M. Gortat,,65,80
254,3,4:58.0,,R. Bullock enters the game for K. Caldwell-Pope,65,80
255,3,4:58.0,,M. Morris makes free throw 1 of 1,65,81
256,3,4:40.0,Shooting foul by R. Jackson (drawn by M. Morris),,65,81
257,3,4:40.0,M. Morris makes free throw 1 of 2,,66,81
258,3,4:40.0,M. Morris misses free throw 2 of 2,,66,81
259,3,4:39.0,,Defensive rebound by A. Drummond,66,81
260,3,4:24.0,Offensive charge foul by R. Bullock (drawn by N. Hilário),,66,81
261,3,4:24.0,,Turnover by R. Bullock (offensive foul),66,81
262,3,4:10.0,Shooting foul by T. Harris (drawn by M. Morris),,66,81
263,3,4:10.0,M. Morris makes 2-pt jump shot from 18 ft (assist by R. Sessions),,68,81
264,3,4:10.0,,A. Tolliver enters the game for T. Harris,68,81
265,3,4:10.0,M. Morris makes free throw 1 of 1,,69,81
266,3,3:48.0,,R. Jackson makes 2-pt layup at rim,69,83
267,3,3:40.0,N. Hilário misses 2-pt layup at rim,,69,83
268,3,3:39.0,Offensive rebound by M. Morris,,69,83
269,3,3:39.0,M. Morris misses 2-pt layup at rim,,69,83
270,3,3:38.0,Offensive rebound by M. Morris,,69,83
271,3,3:37.0,M. Morris makes 2-pt layup at rim,,71,83
272,3,3:09.0,,A. Tolliver misses 3-pt jump shot from 25 ft,71,83
273,3,3:08.0,Defensive rebound by Team,,71,83
274,3,2:46.0,M. Morris misses 2-pt jump shot from 11 ft,,71,83
275,3,2:45.0,Offensive rebound by N. Hilário,,71,83
276,3,2:42.0,N. Hilário misses 2-pt jump shot from 12 ft,,71,83
277,3,2:42.0,Offensive rebound by Team,,71,83
278,3,2:42.0,,Loose ball foul by A. Tolliver,71,83
279,3,2:42.0,Washington full timeout,,71,83
280,3,2:42.0,,S. Blake enters the game for R. Jackson,71,83
281,3,2:31.0,M. Morris makes 2-pt jump shot from 6 ft (assist by R. Sessions),,73,83
282,3,2:15.0,,A. Tolliver misses 3-pt jump shot from 28 ft,73,83
283,3,2:15.0,,Offensive rebound by A. Tolliver,73,83
284,3,2:04.0,,R. Bullock misses 3-pt jump shot from 23 ft,73,83
285,3,2:03.0,Defensive rebound by M. Morris,,73,83
286,3,1:55.0,Shooting foul by A. Drummond (drawn by M. Morris),,73,83
287,3,1:55.0,M. Morris makes free throw 1 of 2,,74,83
288,3,1:55.0,,A. Baynes enters the game for A. Drummond,74,83
289,3,1:55.0,A. Anderson enters the game for R. Sessions,,74,83
290,3,1:55.0,M. Morris makes free throw 2 of 2,,75,83
291,3,1:35.0,,M. Morris misses 2-pt jump shot from 12 ft,75,83
292,3,1:35.0,Defensive rebound by Team,,75,83
293,3,1:28.0,Turnover by N. Hilário (bad pass; steal by M. Morris),,75,83
294,3,1:19.0,,Turnover by M. Morris (bad pass; steal by N. Hilário),75,83
295,3,1:14.0,N. Hilário makes 2-pt dunk at rim,,77,83
296,3,0:54.0,,A. Tolliver misses 3-pt jump shot from 26 ft,77,83
297,3,0:53.0,Defensive rebound by O. Porter,,77,83
298,3,0:40.0,M. Morris makes 2-pt jump shot from 15 ft,,79,83
299,3,0:31.0,,Personal foul by N. Hilário,79,83
300,3,0:17.0,,S. Blake misses 2-pt layup at rim,79,83
301,3,0:16.0,Defensive rebound by M. Morris,,79,83
302,3,0:11.0,G. Temple makes 2-pt layup at rim,,81,83
303,3,0:01.0,,S. Blake makes 3-pt jump shot from 26 ft,81,86
304,3,0:00.0,M. Morris makes 3-pt jump shot from 51 ft,,84,86
305,4,11:47.0,,S. Blake misses 2-pt layup at rim,84,86
306,4,11:45.0,Defensive rebound by G. Temple,,84,86
307,4,11:35.0,Shooting foul by T. Harris (drawn by M. Morris),,84,86
308,4,11:35.0,M. Morris makes free throw 1 of 2,,85,86
309,4,11:35.0,M. Morris makes free throw 2 of 2,,86,86
310,4,11:13.0,,T. Harris misses 2-pt jump shot from 6 ft,86,86
311,4,11:13.0,,Offensive rebound by T. Harris,86,86
312,4,11:08.0,,T. Harris misses 2-pt layup from 2 ft (block by G. Temple),86,86
313,4,11:07.0,Defensive rebound by N. Hilário,,86,86
314,4,10:53.0,N. Hilário misses 2-pt jump shot from 17 ft,,86,86
315,4,10:52.0,,Defensive rebound by T. Harris,86,86
316,4,10:47.0,,Personal foul by N. Hilário,86,86
317,4,10:30.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,86,86
318,4,10:30.0,Defensive rebound by G. Temple,,86,86
319,4,10:23.0,M. Morris misses 3-pt jump shot from 25 ft,,86,86
320,4,10:22.0,,Defensive rebound by T. Harris,86,86
321,4,10:16.0,,Shooting foul by N. Hilário (drawn by A. Baynes),86,86
322,4,10:16.0,,Technical foul by R. Bullock,86,86
323,4,10:16.0,B. Beal makes technical free throw,,87,86
324,4,10:16.0,,A. Baynes makes free throw 1 of 2,87,87
325,4,10:16.0,,R. Jackson enters the game for S. Blake,87,87
326,4,10:16.0,,A. Baynes makes free throw 2 of 2,87,88
327,4,10:04.0,M. Morris makes 2-pt dunk at rim (assist by N. Hilário),,89,88
328,4,9:43.0,,Shooting foul by M. Morris (drawn by T. Harris),89,88
329,4,9:43.0,,T. Harris makes free throw 1 of 2,89,89
330,4,9:43.0,,A. Drummond enters the game for A. Baynes,89,89
331,4,9:43.0,,T. Harris makes free throw 2 of 2,89,90
332,4,9:16.0,G. Temple misses 3-pt jump shot from 28 ft,,89,90
333,4,9:16.0,,Defensive rebound by T. Harris,89,90
334,4,9:09.0,,Shooting foul by G. Temple (drawn by R. Jackson),89,90
335,4,9:09.0,,R. Jackson makes free throw 1 of 2,89,91
336,4,9:09.0,J. Dudley enters the game for M. Morris,,89,91
337,4,9:09.0,,R. Jackson makes free throw 2 of 2,89,92
338,4,8:59.0,Shooting foul by R. Bullock (drawn by B. Beal),,89,92
339,4,8:59.0,Official timeout,,89,92
340,4,8:59.0,B. Beal misses free throw 1 of 2,,89,92
341,4,8:59.0,Offensive rebound by Team,,89,92
342,4,8:59.0,B. Beal makes free throw 2 of 2,,90,92
343,4,8:55.0,,Personal take foul by A. Anderson,90,92
344,4,8:55.0,,A. Drummond misses free throw 1 of 2,90,92
345,4,8:55.0,,Offensive rebound by Team,90,92
346,4,8:55.0,,A. Drummond misses free throw 2 of 2,90,92
347,4,8:55.0,Defensive rebound by Team,,90,92
348,4,8:51.0,Personal foul by K. Caldwell-Pope,,90,92
349,4,8:51.0,,A. Baynes enters the game for A. Drummond,90,92
350,4,8:34.0,B. Beal makes 2-pt jump shot from 11 ft (assist by J. Dudley),,92,92
351,4,8:13.0,,Personal foul by J. Dudley,92,92
352,4,8:13.0,,R. Jackson makes free throw 1 of 2,92,93
353,4,8:13.0,,M. Morris enters the game for R. Bullock,92,93
354,4,8:13.0,,R. Jackson makes free throw 2 of 2,92,94
355,4,7:48.0,J. Dudley misses 2-pt jump shot from 18 ft,,92,94
356,4,7:47.0,,Defensive rebound by A. Baynes,92,94
357,4,7:28.0,,A. Baynes makes 2-pt hook shot from 5 ft (assist by M. Morris),92,96
358,4,7:17.0,A. Anderson misses 3-pt jump shot from 27 ft,,92,96
359,4,7:16.0,Offensive rebound by N. Hilário,,92,96
360,4,7:10.0,B. Beal makes 2-pt jump shot from 8 ft,,94,96
361,4,6:46.0,,Personal foul by N. Hilário,94,96
362,4,6:46.0,,A. Baynes makes free throw 1 of 2,94,97
363,4,6:46.0,M. Morris enters the game for J. Dudley,,94,97
364,4,6:46.0,,A. Baynes makes free throw 2 of 2,94,98
365,4,6:30.0,M. Gortat enters the game for N. Hilário,,94,98
366,4,6:26.0,M. Gortat misses 2-pt layup from 1 ft (block by A. Baynes),,94,98
367,4,6:25.0,,Defensive rebound by R. Jackson,94,98
368,4,6:21.0,,Turnover by R. Jackson (bad pass),94,98
369,4,6:06.0,B. Beal misses 2-pt jump shot from 18 ft,,94,98
370,4,6:06.0,,Defensive rebound by T. Harris,94,98
371,4,6:01.0,,Shooting foul by M. Gortat (drawn by R. Jackson),94,98
372,4,6:01.0,,R. Jackson makes free throw 1 of 2,94,99
373,4,6:01.0,,R. Jackson makes free throw 2 of 2,94,100
374,4,5:50.0,Personal foul by K. Caldwell-Pope,,94,100
375,4,5:50.0,,Detroit full timeout,94,100
376,4,5:42.0,Turnover by B. Beal (bad pass),,94,100
377,4,5:15.0,,K. Caldwell-Pope misses 2-pt jump shot from 18 ft,94,100
378,4,5:14.0,,Offensive rebound by R. Jackson,94,100
379,4,5:04.0,,M. Morris misses 3-pt jump shot from 26 ft,94,100
380,4,5:03.0,Defensive rebound by M. Morris,,94,100
381,4,4:37.0,B. Beal misses 2-pt jump shot from 16 ft,,94,100
382,4,4:37.0,,Defensive rebound by T. Harris,94,100
383,4,4:24.0,,Turnover by K. Caldwell-Pope (bad pass),94,100
384,4,4:24.0,R. Sessions enters the game for A. Anderson,,94,100
385,4,4:24.0,O. Porter enters the game for G. Temple,,94,100
386,4,4:00.0,B. Beal makes 2-pt layup from 1 ft,,96,100
387,4,3:45.0,,R. Jackson misses 2-pt jump shot from 9 ft,96,100
388,4,3:45.0,Defensive rebound by B. Beal,,96,100
389,4,3:26.0,Turnover by M. Gortat (bad pass),,96,100
390,4,3:11.0,,Turnover by R. Jackson (bad pass),96,100
391,4,2:52.0,M. Morris misses 2-pt layup at rim,,96,100
392,4,2:52.0,,Defensive rebound by R. Jackson,96,100
393,4,2:45.0,,Shooting foul by M. Gortat (drawn by R. Jackson),96,100
394,4,2:45.0,,R. Jackson makes 2-pt layup at rim,96,102
395,4,2:45.0,Washington full timeout,,96,102
