,QUARTER,TIME_REMAINING,INDIANA_ACTION,ATLANTA_ACTION,INDIANA_SCORE,ATLANTA_SCORE
0,1,11:42.0,I. Mahinmi makes 2-pt layup at rim (assist by P. George),,2,0
1,1,11:29.0,,A. Horford makes 2-pt hook shot at rim (assist by P. Millsap),2,2
2,1,11:16.0,M. Ellis misses 2-pt jump shot from 16 ft,,2,2
3,1,11:14.0,,Defensive rebound by J. Teague,2,2
4,1,11:08.0,,A. Horford makes 3-pt jump shot from 23 ft (assist by J. Teague),2,5
5,1,10:53.0,G. Hill misses 3-pt jump shot from 24 ft,,2,5
6,1,10:52.0,,Defensive rebound by K. Korver,2,5
7,1,10:31.0,,K. Bazemore misses 2-pt jump shot from 13 ft,2,5
8,1,10:30.0,Defensive rebound by P. George,,2,5
9,1,10:23.0,M. Turner misses 2-pt jump shot from 9 ft,,2,5
10,1,10:21.0,,Defensive rebound by P. Millsap,2,5
11,1,10:14.0,,P. Millsap misses 2-pt layup at rim (block by M. Turner),2,5
12,1,10:12.0,Defensive rebound by I. Mahinmi,,2,5
13,1,10:07.0,G. Hill misses 2-pt layup from 1 ft,,2,5
14,1,10:07.0,Offensive rebound by Team,,2,5
15,1,10:03.0,Personal foul by K. Bazemore,,2,5
16,1,9:54.0,M. Turner misses 2-pt jump shot from 20 ft,,2,5
17,1,9:52.0,,Defensive rebound by K. Bazemore,2,5
18,1,9:31.0,,Shooting foul by M. Turner (drawn by P. Millsap),2,5
19,1,9:31.0,,P. Millsap makes free throw 1 of 2,2,6
20,1,9:31.0,,P. Millsap makes free throw 2 of 2,2,7
21,1,9:18.0,Turnover by I. Mahinmi (lost ball),,2,7
22,1,9:04.0,,K. Korver makes 2-pt jump shot from 20 ft (assist by A. Horford),2,9
23,1,8:52.0,G. Hill misses 3-pt jump shot from 23 ft,,2,9
24,1,8:50.0,,Defensive rebound by J. Teague,2,9
25,1,8:30.0,,P. Millsap makes 2-pt jump shot from 10 ft,2,11
26,1,8:25.0,Indiana full timeout,,2,11
27,1,8:15.0,G. Hill misses 3-pt jump shot from 22 ft,,2,11
28,1,8:14.0,,Defensive rebound by K. Korver,2,11
29,1,8:09.0,,J. Teague makes 3-pt jump shot from 24 ft,2,14
30,1,7:52.0,Turnover by P. George (lost ball; steal by K. Bazemore),,2,14
31,1,7:47.0,,K. Bazemore misses 2-pt layup at rim,2,14
32,1,7:45.0,,Offensive rebound by A. Horford,2,14
33,1,7:45.0,,A. Horford makes 2-pt layup at rim,2,16
