,QUARTER,TIME_REMAINING,CHICAGO_ACTION,BOSTON_ACTION,CHICAGO_SCORE,BOSTON_SCORE
34,1,7:01.0,,Offensive rebound by Team,11,5
35,1,6:55.0,,A. Bradley misses 2-pt jump shot from 20 ft,11,5
36,1,6:54.0,Defensive rebound by T. Gibson,,11,5
37,1,6:42.0,P. Gasol makes 2-pt jump shot from 19 ft (assist by D. Rose),,13,5
38,1,6:17.0,,A. Bradley misses 3-pt jump shot from 23 ft,13,5
39,1,6:16.0,Defensive rebound by P. Gasol,,13,5
40,1,6:08.0,D. Rose misses 2-pt layup from 2 ft,,13,5
41,1,6:07.0,,Defensive rebound by J. Sullinger,13,5
42,1,6:02.0,,A. Bradley makes 2-pt layup from 1 ft (assist by I. Thomas),13,7
43,1,5:42.0,P. Gasol makes 2-pt jump shot from 18 ft (assist by D. Rose),,15,7
44,1,5:36.0,,Personal block foul by J. Butler (drawn by I. Thomas),15,7
45,1,5:36.0,,E. Turner enters the game for A. Bradley,15,7
46,1,5:36.0,,K. Olynyk enters the game for J. Sullinger,15,7
47,1,5:26.0,,K. Olynyk misses 2-pt layup from 2 ft,15,7
48,1,5:25.0,Defensive rebound by T. Gibson,,15,7
49,1,5:21.0,Turnover by D. Rose (lost ball),,15,7
50,1,5:06.0,,K. Olynyk misses 2-pt jump shot from 4 ft,15,7
51,1,5:05.0,,Offensive rebound by A. Johnson,15,7
52,1,5:04.0,,A. Johnson misses 2-pt layup from 2 ft (block by P. Gasol),15,7
53,1,5:03.0,,Offensive rebound by A. Johnson,15,7
54,1,5:02.0,,A. Johnson makes 2-pt layup from 1 ft,15,9
55,1,4:48.0,Turnover by J. Butler (bad pass; steal by J. Crowder),,15,9
56,1,4:42.0,,J. Crowder misses 2-pt layup from 1 ft,15,9
57,1,4:40.0,,Offensive rebound by Team,15,9
58,1,4:40.0,K. Hinrich enters the game for D. Rose,,15,9
59,1,4:40.0,J. Noah enters the game for T. Gibson,,15,9
60,1,4:32.0,,J. Crowder makes 2-pt layup from 1 ft (assist by E. Turner),15,11
61,1,4:13.0,Turnover by P. Gasol (lost ball; steal by J. Crowder),,15,11
62,1,4:09.0,,Turnover by J. Crowder (lost ball),15,11
63,1,3:57.0,Personal foul by A. Johnson (drawn by P. Gasol),,15,11
64,1,3:40.0,J. Noah makes 2-pt layup from 1 ft (assist by T. Snell),,17,11
65,1,3:33.0,,E. Turner makes 2-pt jump shot from 14 ft,17,13
66,1,3:21.0,J. Butler misses 3-pt jump shot from 24 ft,,17,13
67,1,3:20.0,,Defensive rebound by I. Thomas,17,13
68,1,3:16.0,,I. Thomas misses 2-pt layup from 1 ft,17,13
69,1,3:15.0,Defensive rebound by K. Hinrich,,17,13
70,1,3:10.0,J. Butler makes 2-pt layup from 1 ft (assist by P. Gasol),,19,13
71,1,2:54.0,,J. Crowder misses 2-pt jump shot from 18 ft,19,13
72,1,2:53.0,Defensive rebound by T. Snell,,19,13
73,1,2:52.0,Turnover by T. Snell (bad pass; steal by J. Crowder),,19,13
74,1,2:50.0,,J. Crowder makes 2-pt layup from 1 ft,19,15
75,1,2:50.0,Chicago full timeout,,19,15
76,1,2:50.0,D. McDermott enters the game for T. Snell,,19,15
77,1,2:50.0,N. Mirotić enters the game for P. Gasol,,19,15
78,1,2:50.0,,J. Young enters the game for I. Thomas,19,15
79,1,2:34.0,J. Butler makes 2-pt jump shot from 18 ft (assist by J. Noah),,21,15
80,1,2:17.0,,K. Olynyk makes 3-pt jump shot from 24 ft (assist by E. Turner),21,18
81,1,2:02.0,Turnover by D. McDermott (traveling),,21,18
82,1,1:45.0,,J. Crowder makes 2-pt layup at rim (assist by A. Johnson),21,20
83,1,1:27.0,D. McDermott makes 2-pt jump shot from 6 ft,,23,20
84,1,1:12.0,,K. Olynyk makes 2-pt jump shot from 19 ft (assist by A. Johnson),23,22
85,1,0:59.0,Personal foul by J. Crowder (drawn by J. Butler),,23,22
86,1,0:49.0,N. Mirotić misses 3-pt jump shot from 24 ft,,23,22
87,1,0:48.0,Offensive rebound by Team,,23,22
88,1,0:48.0,Inbound foul by K. Olynyk,,23,22
89,1,0:48.0,J. Noah makes free throw 1 of 2,,24,22
90,1,0:48.0,J. Noah misses free throw 2 of 2,,24,22
91,1,0:48.0,Offensive rebound by N. Mirotić,,24,22
92,1,0:42.0,D. McDermott misses 2-pt jump shot from 3 ft,,24,22
93,1,0:41.0,,Defensive rebound by J. Crowder,24,22
94,1,0:32.0,,Turnover by E. Turner (lost ball),24,22
95,1,0:22.0,J. Noah misses 2-pt layup from 2 ft,,24,22
96,1,0:21.0,,Defensive rebound by E. Turner,24,22
97,1,0:06.0,,Personal foul by K. Hinrich (drawn by K. Olynyk),24,22
98,1,0:03.0,,A. Johnson makes 2-pt layup from 1 ft (assist by K. Olynyk),24,24
99,1,0:00.0,J. Butler misses 3-pt jump shot from 43 ft,,24,24
100,1,0:00.0,Offensive rebound by Team,,24,24
101,2,11:50.0,D. McDermott misses 2-pt jump shot from 4 ft,,24,24
102,2,11:49.0,Offensive rebound by J. Noah,,24,24
103,2,11:49.0,J. Noah makes 2-pt layup from 1 ft,,26,24
104,2,11:33.0,,D. Lee misses 2-pt layup from 2 ft,26,24
105,2,11:32.0,,Offensive rebound by K. Olynyk,26,24
106,2,11:31.0,,K. Olynyk misses 2-pt layup at rim,26,24
107,2,11:30.0,Defensive rebound by J. Noah,,26,24
108,2,11:08.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by N. Mirotić),,29,24
109,2,10:50.0,,E. Turner misses 2-pt jump shot from 16 ft,29,24
110,2,10:49.0,Defensive rebound by D. McDermott,,29,24
111,2,10:39.0,D. McDermott misses 2-pt jump shot from 19 ft,,29,24
112,2,10:38.0,,Defensive rebound by D. Lee,29,24
113,2,10:27.0,,K. Olynyk makes 2-pt layup from 2 ft (assist by E. Turner),29,26
114,2,10:13.0,N. Mirotić makes 3-pt jump shot from 24 ft (assist by J. Noah),,32,26
115,2,9:55.0,,Shooting foul by N. Mirotić (drawn by K. Olynyk),32,26
116,2,9:55.0,,K. Olynyk makes free throw 1 of 2,32,27
117,2,9:55.0,D. Rose enters the game for K. Hinrich,,32,27
118,2,9:55.0,,K. Olynyk makes free throw 2 of 2,32,28
119,2,9:38.0,E. Moore misses 2-pt jump shot from 5 ft,,32,28
120,2,9:37.0,,Defensive rebound by D. Lee,32,28
121,2,9:27.0,,K. Olynyk makes 3-pt jump shot from 23 ft,32,31
122,2,9:16.0,Turnover by D. Rose (traveling),,32,31
123,2,9:07.0,,K. Olynyk misses 3-pt jump shot from 24 ft,32,31
124,2,9:06.0,Defensive rebound by D. McDermott,,32,31
125,2,8:47.0,N. Mirotić makes 3-pt jump shot from 24 ft (assist by J. Noah),,35,31
126,2,8:28.0,,D. Lee makes 2-pt hook shot from 7 ft,35,33
127,2,8:20.0,N. Mirotić misses 3-pt jump shot from 26 ft,,35,33
128,2,8:19.0,,Defensive rebound by D. Lee,35,33
129,2,8:11.0,,J. Young misses 3-pt jump shot from 23 ft,35,33
130,2,8:10.0,Defensive rebound by J. Noah,,35,33
131,2,7:57.0,Turnover by J. Noah (bad pass; steal by K. Olynyk),,35,33
132,2,7:55.0,,A. Bradley misses 2-pt layup from 1 ft,35,33
133,2,7:54.0,,Offensive rebound by A. Bradley,35,33
134,2,7:53.0,,A. Bradley makes 2-pt layup from 2 ft,35,35
135,2,7:41.0,Turnover by D. Rose (lost ball; steal by E. Turner),,35,35
136,2,7:35.0,,E. Turner makes 2-pt dunk at rim,35,37
137,2,7:35.0,Chicago full timeout,,35,37
138,2,7:19.0,Turnover by J. Noah (3 sec),,35,37
139,2,7:04.0,,D. Lee makes 2-pt layup from 1 ft (assist by K. Olynyk),35,39
140,2,6:53.0,D. Rose misses 2-pt jump shot from 17 ft,,35,39
141,2,6:52.0,Offensive rebound by J. Noah,,35,39
142,2,6:49.0,D. Rose makes 2-pt layup from 1 ft (assist by J. Noah),,37,39
143,2,6:37.0,P. Gasol enters the game for J. Noah,,37,39
144,2,6:37.0,J. Butler enters the game for N. Mirotić,,37,39
145,2,6:37.0,T. Gibson enters the game for E. Moore,,37,39
146,2,6:35.0,,K. Olynyk misses 3-pt jump shot from 23 ft,37,39
147,2,6:34.0,Defensive rebound by T. Gibson,,37,39
148,2,6:16.0,Personal foul by K. Olynyk (drawn by J. Butler),,37,39
149,2,6:16.0,,I. Thomas enters the game for J. Young,37,39
150,2,6:16.0,,J. Sullinger enters the game for K. Olynyk,37,39
151,2,6:07.0,Shooting foul by E. Turner (drawn by J. Butler),,37,39
152,2,6:07.0,J. Butler makes free throw 1 of 2,,38,39
153,2,6:07.0,J. Butler makes free throw 2 of 2,,39,39
154,2,5:53.0,,A. Bradley misses 3-pt jump shot from 24 ft,39,39
155,2,5:52.0,Defensive rebound by P. Gasol,,39,39
156,2,5:46.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by D. Rose),,42,39
157,2,5:30.0,,E. Turner makes 2-pt jump shot from 13 ft,42,41
158,2,5:07.0,D. McDermott misses 2-pt jump shot from 1 ft,,42,41
159,2,5:06.0,Offensive rebound by D. McDermott,,42,41
160,2,5:06.0,D. McDermott misses 2-pt layup from 1 ft,,42,41
161,2,5:05.0,Offensive rebound by T. Gibson,,42,41
162,2,5:04.0,T. Gibson makes 2-pt hook shot from 2 ft,,44,41
163,2,4:48.0,,D. Lee misses 2-pt layup from 2 ft,44,41
164,2,4:47.0,,Offensive rebound by J. Sullinger,44,41
165,2,4:47.0,,J. Sullinger makes 2-pt layup from 1 ft,44,43
166,2,4:39.0,Personal foul by D. Lee (drawn by P. Gasol),,44,43
167,2,4:39.0,Official timeout,,44,43
168,2,4:39.0,,J. Crowder enters the game for E. Turner,44,43
169,2,4:27.0,Turnover by P. Gasol (bad pass; steal by J. Sullinger),,44,43
170,2,4:10.0,,J. Sullinger makes 2-pt jump shot from 16 ft (assist by D. Lee),44,45
171,2,3:58.0,J. Butler misses 2-pt jump shot from 8 ft,,44,45
172,2,3:57.0,,Defensive rebound by J. Sullinger,44,45
173,2,3:48.0,,J. Sullinger misses 3-pt jump shot from 25 ft,44,45
174,2,3:47.0,Defensive rebound by J. Butler,,44,45
175,2,3:33.0,Shooting foul by J. Crowder (drawn by P. Gasol),,44,45
176,2,3:33.0,P. Gasol misses free throw 1 of 2,,44,45
177,2,3:33.0,Offensive rebound by Team,,44,45
178,2,3:33.0,,A. Johnson enters the game for D. Lee,44,45
179,2,3:33.0,P. Gasol makes free throw 2 of 2,,45,45
180,2,3:09.0,,A. Johnson makes 2-pt hook shot from 11 ft,45,47
181,2,2:57.0,J. Butler makes 2-pt jump shot from 19 ft,,47,47
182,2,2:41.0,,J. Sullinger makes 2-pt jump shot from 19 ft (assist by A. Bradley),47,49
183,2,2:26.0,P. Gasol misses 2-pt jump shot from 6 ft (block by J. Sullinger),,47,49
184,2,2:25.0,Offensive rebound by P. Gasol,,47,49
185,2,2:22.0,J. Butler misses 3-pt jump shot from 24 ft,,47,49
186,2,2:21.0,,Defensive rebound by A. Johnson,47,49
187,2,2:14.0,,A. Bradley misses 3-pt jump shot from 23 ft,47,49
188,2,2:13.0,Defensive rebound by P. Gasol,,47,49
189,2,2:06.0,Shooting foul by A. Johnson (drawn by D. Rose),,47,49
190,2,2:06.0,,Boston full timeout,47,49
191,2,2:06.0,T. Snell enters the game for T. Gibson,,47,49
192,2,2:06.0,N. Mirotić enters the game for D. McDermott,,47,49
193,2,2:06.0,D. Rose misses free throw 1 of 2,,47,49
194,2,2:06.0,Offensive rebound by Team,,47,49
195,2,2:06.0,D. Rose makes free throw 2 of 2,,48,49
196,2,1:49.0,,Turnover by A. Bradley (traveling),48,49
197,2,1:27.0,N. Mirotić misses 3-pt jump shot from 23 ft,,48,49
198,2,1:27.0,,Defensive rebound by J. Sullinger,48,49
199,2,1:19.0,,A. Johnson makes 2-pt dunk at rim (assist by I. Thomas),48,51
200,2,1:07.0,J. Butler makes 2-pt dunk at rim (assist by P. Gasol),,50,51
201,2,0:51.0,,J. Crowder misses 2-pt jump shot from 8 ft,50,51
202,2,0:50.0,Defensive rebound by N. Mirotić,,50,51
203,2,0:44.0,J. Butler misses 2-pt jump shot from 12 ft,,50,51
204,2,0:43.0,Offensive rebound by P. Gasol,,50,51
205,2,0:42.0,P. Gasol misses 2-pt jump shot from 4 ft,,50,51
206,2,0:41.0,Offensive rebound by Team,,50,51
207,2,0:41.0,,Loose ball foul by A. Johnson (drawn by J. Butler),50,51
208,2,0:41.0,J. Butler makes free throw 1 of 2,,51,51
209,2,0:41.0,J. Noah enters the game for N. Mirotić,,51,51
210,2,0:41.0,,K. Olynyk enters the game for A. Johnson,51,51
211,2,0:41.0,J. Butler makes free throw 2 of 2,,52,51
212,2,0:36.0,,Turnover by A. Bradley (lost ball; steal by T. Snell),52,51
213,2,0:33.0,J. Butler makes 2-pt dunk at rim (assist by J. Noah),,54,51
214,2,0:18.0,,Turnover by A. Bradley (bad pass),54,51
215,2,0:18.0,Chicago full timeout,,54,51
216,2,0:18.0,D. McDermott enters the game for T. Snell,,54,51
217,2,0:18.0,N. Mirotić enters the game for J. Noah,,54,51
218,2,0:18.0,,E. Turner enters the game for I. Thomas,54,51
219,2,0:18.0,,J. Jerebko enters the game for K. Olynyk,54,51
220,2,0:00.0,J. Butler misses 2-pt jump shot from 18 ft,,54,51
221,2,0:00.0,Offensive rebound by Team,,54,51
222,3,11:46.0,T. Snell misses 2-pt jump shot from 22 ft,,54,51
223,3,11:45.0,,Defensive rebound by J. Sullinger,54,51
224,3,11:28.0,,J. Sullinger misses 2-pt jump shot from 21 ft,54,51
225,3,11:27.0,Defensive rebound by D. Rose,,54,51
226,3,11:12.0,J. Butler misses 2-pt jump shot from 21 ft,,54,51
227,3,11:10.0,,Defensive rebound by J. Crowder,54,51
228,3,10:52.0,,I. Thomas makes 3-pt jump shot from 25 ft,54,54
229,3,10:26.0,T. Gibson misses 2-pt layup from 1 ft (block by J. Sullinger),,54,54
230,3,10:25.0,Offensive rebound by T. Gibson,,54,54
231,3,10:24.0,J. Butler misses 2-pt jump shot from 21 ft,,54,54
232,3,10:23.0,Offensive rebound by Team,,54,54
233,3,10:23.0,Turnover by Team (shot clock),,54,54
234,3,10:10.0,,A. Bradley makes 2-pt layup at rim (assist by I. Thomas),54,56
235,3,10:02.0,Personal foul by A. Bradley (drawn by P. Gasol),,54,56
236,3,9:53.0,J. Butler misses 2-pt jump shot from 16 ft,,54,56
237,3,9:52.0,,Defensive rebound by A. Johnson,54,56
238,3,9:40.0,,A. Johnson misses 2-pt hook shot from 13 ft,54,56
239,3,9:39.0,,Offensive rebound by Team,54,56
240,3,9:39.0,Loose ball foul by P. Gasol (drawn by J. Sullinger),,54,56
241,3,9:31.0,,A. Bradley misses 3-pt jump shot from 23 ft,54,56
242,3,9:30.0,Defensive rebound by J. Butler,,54,56
243,3,9:16.0,T. Snell misses 3-pt jump shot from 25 ft,,54,56
244,3,9:15.0,,Defensive rebound by J. Sullinger,54,56
245,3,9:10.0,,I. Thomas makes 3-pt jump shot from 25 ft (assist by J. Sullinger),54,59
246,3,8:46.0,T. Gibson makes 2-pt jump shot from 12 ft (assist by T. Snell),,56,59
247,3,8:38.0,,I. Thomas misses 3-pt jump shot from 26 ft,56,59
248,3,8:37.0,Defensive rebound by P. Gasol,,56,59
249,3,8:22.0,P. Gasol misses 2-pt jump shot from 14 ft,,56,59
250,3,8:21.0,,Defensive rebound by J. Sullinger,56,59
251,3,8:00.0,,Shooting foul by T. Gibson (drawn by J. Sullinger),56,59
252,3,8:00.0,,J. Sullinger misses free throw 1 of 2,56,59
253,3,8:00.0,,Offensive rebound by Team,56,59
254,3,8:00.0,,J. Sullinger makes free throw 2 of 2,56,60
255,3,7:45.0,D. Rose misses 2-pt jump shot from 19 ft,,56,60
256,3,7:43.0,Offensive rebound by T. Gibson,,56,60
257,3,7:34.0,P. Gasol makes 2-pt jump shot from 6 ft,,58,60
258,3,7:17.0,,J. Sullinger misses 3-pt jump shot from 25 ft,58,60
259,3,7:16.0,Defensive rebound by P. Gasol,,58,60
260,3,7:10.0,D. Rose makes 2-pt layup from 1 ft (assist by P. Gasol),,60,60
261,3,7:04.0,,I. Thomas misses 2-pt layup from 1 ft (block by P. Gasol),60,60
262,3,7:03.0,,Offensive rebound by Team,60,60
263,3,7:00.0,,J. Crowder makes 2-pt layup from 2 ft (assist by I. Thomas),60,62
264,3,6:44.0,P. Gasol misses 2-pt jump shot from 6 ft (block by J. Sullinger),,60,62
265,3,6:43.0,Offensive rebound by P. Gasol,,60,62
266,3,6:42.0,P. Gasol makes 2-pt layup from 2 ft,,62,62
267,3,6:42.0,Shooting foul by J. Sullinger (drawn by P. Gasol),,62,62
268,3,6:42.0,P. Gasol makes free throw 1 of 1,,63,62
269,3,6:29.0,,J. Sullinger misses 2-pt layup from 1 ft,63,62
270,3,6:28.0,,Offensive rebound by J. Sullinger,63,62
271,3,6:19.0,,A. Johnson misses 2-pt hook shot from 6 ft,63,62
272,3,6:18.0,,Offensive rebound by J. Sullinger,63,62
273,3,6:16.0,,J. Sullinger misses 2-pt layup at rim,63,62
274,3,6:14.0,Defensive rebound by J. Butler,,63,62
275,3,6:01.0,T. Gibson makes 2-pt hook shot from 4 ft,,65,62
276,3,5:53.0,,Boston full timeout,65,62
277,3,5:44.0,,J. Crowder misses 3-pt jump shot from 24 ft,65,62
278,3,5:42.0,,Offensive rebound by A. Johnson,65,62
279,3,5:42.0,,A. Johnson makes 2-pt layup at rim,65,64
280,3,5:19.0,J. Butler misses 3-pt jump shot from 22 ft,,65,64
281,3,5:18.0,Offensive rebound by T. Gibson,,65,64
282,3,5:01.0,P. Gasol misses 3-pt jump shot from 23 ft,,65,64
283,3,5:00.0,,Defensive rebound by I. Thomas,65,64
284,3,4:46.0,,I. Thomas misses 3-pt jump shot from 24 ft,65,64
285,3,4:45.0,,Offensive rebound by J. Sullinger,65,64
286,3,4:45.0,,Shooting foul by P. Gasol (drawn by J. Sullinger),65,64
287,3,4:45.0,,J. Sullinger misses free throw 1 of 2,65,64
288,3,4:45.0,,Offensive rebound by Team,65,64
289,3,4:45.0,,E. Turner enters the game for A. Bradley,65,64
290,3,4:45.0,K. Hinrich enters the game for D. Rose,,65,64
291,3,4:45.0,J. Noah enters the game for T. Gibson,,65,64
292,3,4:45.0,,J. Sullinger makes free throw 2 of 2,65,65
293,3,4:23.0,T. Snell misses 2-pt layup from 2 ft,,65,65
294,3,4:22.0,,Defensive rebound by I. Thomas,65,65
295,3,4:18.0,,I. Thomas misses 2-pt layup at rim,65,65
296,3,4:17.0,Defensive rebound by Team,,65,65
297,3,4:17.0,,K. Olynyk enters the game for J. Sullinger,65,65
298,3,4:00.0,J. Noah misses 2-pt jump shot from 3 ft,,65,65
299,3,3:59.0,Offensive rebound by P. Gasol,,65,65
300,3,3:59.0,P. Gasol makes 2-pt layup from 2 ft,,67,65
301,3,3:38.0,,Turnover by K. Olynyk (lost ball; steal by J. Noah),67,65
302,3,3:28.0,T. Snell misses 2-pt jump shot from 17 ft,,67,65
303,3,3:26.0,Offensive rebound by T. Snell,,67,65
304,3,3:23.0,Turnover by T. Snell (back court),,67,65
305,3,3:23.0,N. Mirotić enters the game for P. Gasol,,67,65
306,3,3:23.0,D. McDermott enters the game for T. Snell,,67,65
307,3,3:18.0,,Shooting foul by N. Mirotić (drawn by K. Olynyk),67,65
308,3,3:18.0,,K. Olynyk makes free throw 1 of 2,67,66
309,3,3:18.0,,K. Olynyk misses free throw 2 of 2,67,66
310,3,3:17.0,,Offensive rebound by Team,67,66
311,3,3:10.0,,I. Thomas misses 2-pt layup at rim,67,66
312,3,3:09.0,Defensive rebound by D. McDermott,,67,66
313,3,2:45.0,Turnover by Team (shot clock),,67,66
314,3,2:45.0,Chicago full timeout,,67,66
315,3,2:45.0,,J. Young enters the game for A. Johnson,67,66
316,3,2:45.0,,D. Lee enters the game for I. Thomas,67,66
317,3,2:32.0,,K. Olynyk makes 2-pt layup from 1 ft,67,68
318,3,2:09.0,J. Butler makes 2-pt jump shot from 19 ft (assist by N. Mirotić),,69,68
319,3,1:50.0,,J. Young misses 2-pt layup from 1 ft (block by J. Noah),69,68
320,3,1:48.0,Defensive rebound by D. McDermott,,69,68
321,3,1:41.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by J. Noah),,72,68
322,3,1:32.0,,Personal foul by J. Noah (drawn by D. Lee),72,68
323,3,1:32.0,,D. Lee makes free throw 1 of 2,72,69
324,3,1:32.0,E. Moore enters the game for J. Butler,,72,69
325,3,1:32.0,,D. Lee makes free throw 2 of 2,72,70
326,3,1:21.0,K. Hinrich makes 2-pt layup from 2 ft,,74,70
327,3,1:10.0,,Shooting foul by K. Hinrich (drawn by E. Turner),74,70
328,3,1:10.0,,E. Turner makes free throw 1 of 2,74,71
329,3,1:10.0,,A. Bradley enters the game for J. Crowder,74,71
330,3,1:10.0,,E. Turner makes free throw 2 of 2,74,72
331,3,0:50.0,Turnover by K. Hinrich (bad pass; steal by E. Turner),,74,72
332,3,0:37.0,,E. Turner misses 2-pt jump shot from 14 ft,74,72
333,3,0:36.0,,Offensive rebound by D. Lee,74,72
334,3,0:29.0,,E. Turner misses 2-pt layup at rim,74,72
335,3,0:28.0,Defensive rebound by N. Mirotić,,74,72
336,3,0:28.0,Personal foul by K. Olynyk (drawn by N. Mirotić),,74,72
337,3,0:28.0,J. Butler enters the game for K. Hinrich,,74,72
338,3,0:28.0,,J. Crowder enters the game for J. Young,74,72
339,3,0:11.0,Shooting foul by K. Olynyk (drawn by J. Butler),,74,72
340,3,0:11.0,J. Butler misses free throw 1 of 2,,74,72
341,3,0:11.0,Offensive rebound by Team,,74,72
342,3,0:11.0,T. Gibson enters the game for N. Mirotić,,74,72
343,3,0:11.0,T. Snell enters the game for D. McDermott,,74,72
344,3,0:11.0,,I. Thomas enters the game for D. Lee,74,72
345,3,0:11.0,J. Butler makes free throw 2 of 2,,75,72
346,3,0:04.0,,Shooting foul by T. Snell (drawn by I. Thomas),75,72
347,3,0:04.0,,I. Thomas makes 2-pt layup from 1 ft,75,74
348,3,0:04.0,D. McDermott enters the game for T. Gibson,,75,74
349,3,0:04.0,N. Mirotić enters the game for T. Snell,,75,74
350,3,0:04.0,,I. Thomas makes free throw 1 of 1,75,75
351,4,11:42.0,,A. Bradley makes 2-pt layup at rim (assist by D. Lee),75,77
352,4,11:17.0,N. Mirotić misses 3-pt jump shot from 26 ft,,75,77
353,4,11:16.0,,Defensive rebound by J. Young,75,77
354,4,10:58.0,,D. Lee misses 2-pt hook shot from 11 ft,75,77
355,4,10:57.0,Defensive rebound by D. McDermott,,75,77
356,4,10:44.0,D. Rose makes 2-pt jump shot from 15 ft,,77,77
357,4,10:27.0,,E. Turner misses 2-pt jump shot from 13 ft (block by D. Rose),77,77
358,4,10:26.0,,Offensive rebound by E. Turner,77,77
359,4,10:21.0,,Shooting foul by D. McDermott (drawn by E. Turner),77,77
360,4,10:21.0,,E. Turner makes free throw 1 of 2,77,78
361,4,10:21.0,,E. Turner makes free throw 2 of 2,77,79
362,4,10:06.0,J. Noah misses 2-pt jump shot from 5 ft,,77,79
363,4,10:05.0,,Defensive rebound by K. Olynyk,77,79
364,4,9:54.0,,D. Lee makes 2-pt layup at rim (assist by E. Turner),77,81
365,4,9:45.0,D. Rose misses 2-pt layup from 1 ft (block by K. Olynyk),,77,81
366,4,9:44.0,Offensive rebound by Team,,77,81
367,4,9:41.0,N. Mirotić misses 2-pt jump shot from 13 ft,,77,81
368,4,9:38.0,Offensive rebound by E. Moore,,77,81
369,4,9:34.0,D. McDermott misses 3-pt jump shot from 24 ft,,77,81
370,4,9:33.0,,Defensive rebound by Team,77,81
371,4,9:17.0,,D. Lee misses 2-pt jump shot from 4 ft (block by N. Mirotić),77,81
372,4,9:16.0,,Offensive rebound by D. Lee,77,81
373,4,9:15.0,,D. Lee makes 2-pt layup from 2 ft,77,83
374,4,9:15.0,Chicago full timeout,,77,83
375,4,9:15.0,P. Gasol enters the game for N. Mirotić,,77,83
376,4,9:15.0,J. Butler enters the game for E. Moore,,77,83
377,4,8:55.0,Shooting foul by K. Olynyk (drawn by D. Rose),,77,83
378,4,8:55.0,D. Rose misses free throw 1 of 2,,77,83
379,4,8:55.0,Offensive rebound by Team,,77,83
380,4,8:55.0,D. Rose misses free throw 2 of 2,,77,83
381,4,8:54.0,,Defensive rebound by K. Olynyk,77,83
382,4,8:37.0,,A. Bradley misses 3-pt jump shot from 24 ft,77,83
383,4,8:35.0,Defensive rebound by D. McDermott,,77,83
384,4,8:23.0,P. Gasol misses 2-pt jump shot from 18 ft,,77,83
385,4,8:22.0,,Defensive rebound by K. Olynyk,77,83
386,4,8:09.0,,K. Olynyk misses 3-pt jump shot from 25 ft,77,83
387,4,8:06.0,,Offensive rebound by Team,77,83
388,4,8:06.0,,J. Sullinger enters the game for K. Olynyk,77,83
389,4,8:00.0,,D. Lee misses 2-pt jump shot from 20 ft,77,83
390,4,7:59.0,Defensive rebound by J. Noah,,77,83
