,QUARTER,TIME_REMAINING,ATLANTA_ACTION,INDIANA_ACTION,ATLANTA_SCORE,INDIANA_SCORE
40,1,6:35.0,J. Teague makes 3-pt jump shot from 25 ft (assist by A. Horford),,12,9
41,1,6:21.0,,G. Hill makes 3-pt jump shot from 25 ft (assist by M. Turner),12,12
42,1,6:01.0,J. Teague makes 2-pt jump shot from 9 ft,,14,12
43,1,5:54.0,,G. Hill misses 2-pt jump shot from 5 ft,14,12
44,1,5:49.0,,Offensive rebound by M. Ellis,14,12
45,1,5:38.0,,Personal foul by A. Horford (drawn by P. George),14,12
46,1,5:38.0,T. Sefolosha enters the game for A. Horford,,14,12
47,1,5:38.0,T. Splitter enters the game for K. Bazemore,,14,12
48,1,5:24.0,,M. Ellis misses 3-pt jump shot from 25 ft,14,12
49,1,5:22.0,,Offensive rebound by I. Mahinmi,14,12
50,1,5:15.0,,M. Turner makes 2-pt layup from 1 ft (assist by M. Ellis),14,14
51,1,4:58.0,P. Millsap misses 2-pt jump shot from 5 ft,,14,14
52,1,4:58.0,,Defensive rebound by M. Turner,14,14
53,1,4:47.0,T. Hardaway enters the game for J. Teague,,14,14
54,1,4:47.0,D. Schröder enters the game for K. Korver,,14,14
55,1,4:41.0,,M. Turner makes 2-pt layup from 2 ft (assist by I. Mahinmi),14,16
56,1,4:25.0,T. Hardaway makes 3-pt jump shot from 24 ft (assist by T. Sefolosha),,17,16
57,1,4:09.0,,I. Mahinmi misses 2-pt jump shot from 16 ft,17,16
58,1,4:09.0,Defensive rebound by P. Millsap,,17,16
59,1,3:56.0,D. Schröder misses 2-pt layup from 1 ft (block by M. Turner),,17,16
60,1,3:56.0,Offensive rebound by Team,,17,16
61,1,3:56.0,,L. Allen enters the game for M. Turner,17,16
62,1,3:56.0,,J. Young enters the game for G. Hill,17,16
63,1,3:52.0,T. Splitter misses 2-pt layup at rim (block by I. Mahinmi),,17,16
64,1,3:51.0,Offensive rebound by T. Splitter,,17,16
65,1,3:45.0,Shooting foul by P. George (drawn by T. Sefolosha),,17,16
66,1,3:45.0,T. Sefolosha makes free throw 1 of 2,,18,16
67,1,3:45.0,,C. Miles enters the game for P. George,18,16
68,1,3:45.0,T. Sefolosha misses free throw 2 of 2,,18,16
69,1,3:45.0,,Defensive rebound by L. Allen,18,16
70,1,3:21.0,,J. Young misses 2-pt jump shot from 21 ft,18,16
71,1,3:19.0,,Offensive rebound by Team,18,16
72,1,3:09.0,,Shooting foul by D. Schröder (drawn by M. Ellis),18,16
73,1,3:09.0,,M. Ellis makes free throw 1 of 2,18,17
74,1,3:09.0,,M. Ellis makes free throw 2 of 2,18,18
75,1,3:09.0,Atlanta full timeout,,18,18
76,1,2:59.0,D. Schröder makes 2-pt layup from 1 ft (assist by T. Splitter),,20,18
77,1,2:47.0,,Personal foul by D. Schröder,20,18
78,1,2:47.0,M. Scott enters the game for P. Millsap,,20,18
79,1,2:31.0,,Turnover by J. Young (bad pass; steal by T. Sefolosha),20,18
80,1,2:17.0,D. Schröder misses 3-pt jump shot from 26 ft,,20,18
81,1,2:16.0,,Defensive rebound by Team,20,18
82,1,2:16.0,Loose ball foul by T. Splitter (drawn by I. Mahinmi),,20,18
83,1,2:16.0,,I. Mahinmi makes free throw 1 of 2,20,19
84,1,2:16.0,K. Bazemore enters the game for D. Schröder,,20,19
85,1,2:16.0,,I. Mahinmi makes free throw 2 of 2,20,20
86,1,1:58.0,K. Bazemore misses 2-pt layup at rim,,20,20
87,1,1:58.0,Offensive rebound by T. Splitter,,20,20
88,1,1:55.0,Turnover by T. Splitter (lost ball; steal by J. Young),,20,20
89,1,1:49.0,,J. Young misses 2-pt jump shot from 6 ft (block by T. Sefolosha),20,20
90,1,1:49.0,,Offensive rebound by Team,20,20
91,1,1:49.0,,J. Hill enters the game for I. Mahinmi,20,20
92,1,1:44.0,,M. Ellis makes 3-pt jump shot from 24 ft (assist by C. Miles),20,23
93,1,1:26.0,K. Bazemore makes 2-pt layup from 1 ft,,22,23
94,1,1:02.0,,L. Allen misses 2-pt jump shot from 19 ft,22,23
95,1,1:01.0,Defensive rebound by T. Hardaway,,22,23
96,1,0:59.0,Turnover by T. Hardaway (bad pass),,22,23
97,1,0:59.0,A. Horford enters the game for T. Splitter,,22,23
98,1,0:59.0,D. Schröder enters the game for T. Sefolosha,,22,23
99,1,0:47.0,,M. Ellis misses 2-pt jump shot from 14 ft,22,23
100,1,0:47.0,,Offensive rebound by L. Allen,22,23
101,1,0:47.0,,L. Allen makes 2-pt layup at rim,22,25
102,1,0:35.0,K. Bazemore misses 2-pt layup from 1 ft,,22,25
103,1,0:34.0,Offensive rebound by A. Horford,,22,25
104,1,0:34.0,A. Horford makes 2-pt layup at rim,,24,25
105,1,0:23.0,,Turnover by J. Hill (lost ball),24,25
106,1,0:05.0,D. Schröder misses 2-pt layup from 1 ft (block by J. Hill),,24,25
107,1,0:03.0,,Defensive rebound by J. Young,24,25
108,1,0:01.0,,Personal foul by K. Bazemore,24,25
109,1,0:01.0,,J. Young makes free throw 1 of 2,24,26
110,1,0:01.0,,J. Young makes free throw 2 of 2,24,27
111,2,11:46.0,K. Bazemore misses 2-pt jump shot from 4 ft (block by J. Hill),,24,27
112,2,11:45.0,,Defensive rebound by L. Allen,24,27
113,2,11:40.0,,C. Miles misses 2-pt layup from 1 ft,24,27
114,2,11:39.0,,Offensive rebound by L. Allen,24,27
115,2,11:36.0,,C. Miles misses 3-pt jump shot from 24 ft,24,27
116,2,11:34.0,,Offensive rebound by L. Allen,24,27
117,2,11:34.0,,L. Allen misses 2-pt layup at rim,24,27
118,2,11:34.0,Defensive rebound by D. Schröder,,24,27
119,2,11:31.0,M. Scott makes 2-pt layup at rim (assist by D. Schröder),,26,27
120,2,11:31.0,Shooting foul by J. Young (drawn by M. Scott),,26,27
121,2,11:31.0,M. Scott makes free throw 1 of 1,,27,27
122,2,11:16.0,,C. Miles misses 2-pt layup from 2 ft,27,27
123,2,11:15.0,Defensive rebound by K. Bazemore,,27,27
124,2,11:01.0,D. Schröder misses 2-pt layup at rim,,27,27
125,2,11:00.0,,Defensive rebound by L. Allen,27,27
126,2,10:52.0,,J. Young misses 2-pt layup from 1 ft,27,27
127,2,10:51.0,,Offensive rebound by L. Allen,27,27
128,2,10:49.0,,L. Allen misses 2-pt jump shot from 4 ft,27,27
129,2,10:48.0,Defensive rebound by A. Horford,,27,27
130,2,10:34.0,T. Hardaway misses 2-pt jump shot from 18 ft,,27,27
131,2,10:34.0,,Defensive rebound by L. Allen,27,27
132,2,10:15.0,,G. Robinson makes 2-pt jump shot from 19 ft (assist by J. Hill),27,29
133,2,9:50.0,A. Horford makes 2-pt jump shot from 20 ft (assist by T. Hardaway),,29,29
134,2,9:32.0,,J. Hill makes 2-pt jump shot from 5 ft,29,31
135,2,9:19.0,M. Scott misses 2-pt jump shot from 12 ft,,29,31
136,2,9:18.0,,Defensive rebound by Team,29,31
137,2,9:18.0,,G. Hill enters the game for J. Young,29,31
138,2,9:18.0,K. Korver enters the game for K. Bazemore,,29,31
139,2,9:06.0,,C. Miles makes 3-pt jump shot from 26 ft (assist by G. Robinson),29,34
140,2,8:57.0,Atlanta full timeout,,29,34
141,2,8:48.0,K. Korver misses 3-pt jump shot from 25 ft,,29,34
142,2,8:47.0,,Defensive rebound by G. Hill,29,34
143,2,8:29.0,,C. Miles makes 2-pt jump shot from 7 ft,29,36
144,2,8:17.0,K. Korver misses 3-pt jump shot from 24 ft,,29,36
145,2,8:17.0,,Defensive rebound by L. Allen,29,36
146,2,7:56.0,,G. Hill makes 2-pt jump shot from 20 ft,29,38
147,2,7:41.0,M. Scott makes 3-pt jump shot from 25 ft (assist by D. Schröder),,32,38
148,2,7:21.0,,J. Hill makes 2-pt jump shot from 18 ft (assist by C. Miles),32,40
149,2,7:05.0,M. Scott misses 3-pt jump shot from 24 ft,,32,40
150,2,7:04.0,,Defensive rebound by G. Hill,32,40
151,2,6:54.0,,J. Hill makes 2-pt layup from 1 ft (assist by G. Hill),32,42
152,2,6:54.0,Atlanta full timeout,,32,42
153,2,6:54.0,J. Teague enters the game for A. Horford,,32,42
154,2,6:54.0,T. Splitter enters the game for T. Hardaway,,32,42
155,2,6:54.0,T. Sefolosha enters the game for D. Schröder,,32,42
156,2,6:54.0,P. Millsap enters the game for M. Scott,,32,42
157,2,6:41.0,Turnover by K. Korver (bad pass; steal by L. Allen),,32,42
158,2,6:16.0,,J. Hill misses 2-pt layup from 1 ft,32,42
159,2,6:15.0,Defensive rebound by P. Millsap,,32,42
160,2,6:01.0,P. Millsap misses 2-pt jump shot from 8 ft (block by L. Allen),,32,42
161,2,6:00.0,,Defensive rebound by C. Miles,32,42
162,2,5:54.0,,Turnover by G. Hill (bad pass; steal by J. Teague),32,42
163,2,5:50.0,Shooting foul by C. Miles (drawn by J. Teague),,32,42
164,2,5:50.0,Official timeout,,32,42
165,2,5:50.0,,P. George enters the game for L. Allen,32,42
166,2,5:50.0,,M. Turner enters the game for G. Robinson,32,42
167,2,5:50.0,J. Teague makes free throw 1 of 2,,33,42
168,2,5:50.0,J. Teague makes free throw 2 of 2,,34,42
169,2,5:32.0,,P. George misses 2-pt jump shot from 16 ft,34,42
170,2,5:29.0,Defensive rebound by T. Sefolosha,,34,42
171,2,5:11.0,T. Splitter makes 2-pt dunk at rim (assist by K. Korver),,36,42
172,2,4:49.0,,J. Hill makes 2-pt layup from 1 ft (assist by P. George),36,44
173,2,4:36.0,P. Millsap makes 2-pt layup from 1 ft,,38,44
174,2,4:26.0,,M. Turner makes 2-pt jump shot from 13 ft (assist by G. Hill),38,46
175,2,4:05.0,Turnover by P. Millsap (lost ball; steal by P. George),,38,46
176,2,4:01.0,,Shooting block foul by K. Korver (drawn by G. Hill),38,46
177,2,4:01.0,,G. Hill misses free throw 1 of 2,38,46
178,2,4:01.0,,Offensive rebound by Team,38,46
179,2,4:01.0,,M. Ellis enters the game for C. Miles,38,46
180,2,4:01.0,,I. Mahinmi enters the game for J. Hill,38,46
181,2,4:01.0,,G. Hill makes free throw 2 of 2,38,47
182,2,3:45.0,Personal foul by P. George (drawn by P. Millsap),,38,47
183,2,3:45.0,K. Bazemore enters the game for K. Korver,,38,47
184,2,3:45.0,,C. Miles enters the game for P. George,38,47
185,2,3:35.0,Shooting foul by M. Turner (drawn by P. Millsap),,38,47
186,2,3:35.0,P. Millsap makes free throw 1 of 2,,39,47
187,2,3:35.0,P. Millsap makes free throw 2 of 2,,40,47
188,2,3:21.0,,M. Turner makes 2-pt jump shot from 14 ft,40,49
189,2,3:08.0,Turnover by J. Teague (lost ball; steal by M. Ellis),,40,49
190,2,2:55.0,,M. Turner misses 2-pt jump shot from 18 ft,40,49
191,2,2:54.0,Defensive rebound by P. Millsap,,40,49
192,2,2:50.0,Atlanta full timeout,,40,49
193,2,2:50.0,A. Horford enters the game for P. Millsap,,40,49
194,2,2:34.0,J. Teague misses 2-pt jump shot from 17 ft,,40,49
195,2,2:33.0,Offensive rebound by T. Splitter,,40,49
196,2,2:21.0,A. Horford misses 2-pt jump shot from 20 ft,,40,49
197,2,2:21.0,,Defensive rebound by C. Miles,40,49
198,2,2:00.0,,M. Turner misses 2-pt jump shot from 15 ft,40,49
199,2,1:59.0,Defensive rebound by K. Bazemore,,40,49
200,2,1:46.0,Shooting foul by C. Miles (drawn by A. Horford),,40,49
201,2,1:46.0,A. Horford makes free throw 1 of 2,,41,49
202,2,1:46.0,A. Horford makes free throw 2 of 2,,42,49
203,2,1:23.0,,C. Miles makes 2-pt jump shot from 1 ft,42,51
204,2,1:09.0,A. Horford makes 2-pt jump shot from 6 ft,,44,51
205,2,0:56.0,,Turnover by M. Turner (bad pass; steal by T. Splitter),44,51
206,2,0:41.0,Turnover by J. Teague (lost ball),,44,51
207,2,0:34.0,Offensive charge foul by M. Turner (drawn by J. Teague),,44,51
208,2,0:34.0,,Turnover by M. Turner (offensive foul),44,51
209,2,0:34.0,K. Korver enters the game for T. Splitter,,44,51
210,2,0:34.0,,L. Allen enters the game for M. Turner,44,51
211,2,0:26.0,K. Bazemore misses 2-pt jump shot from 18 ft,,44,51
212,2,0:25.0,,Defensive rebound by M. Ellis,44,51
213,2,0:02.0,,I. Mahinmi misses 2-pt jump shot from 5 ft,44,51
214,2,0:02.0,Defensive rebound by K. Bazemore,,44,51
215,3,11:40.0,A. Horford makes 2-pt jump shot from 7 ft,,46,51
216,3,11:15.0,,M. Turner misses 2-pt jump shot from 21 ft,46,51
217,3,11:14.0,,Offensive rebound by Team,46,51
218,3,11:14.0,,Turnover by Team (shot clock),46,51
219,3,10:53.0,A. Horford misses 2-pt jump shot from 16 ft,,46,51
220,3,10:53.0,,Defensive rebound by M. Ellis,46,51
221,3,10:45.0,,Personal foul by K. Bazemore (drawn by M. Turner),46,51
222,3,10:37.0,,G. Hill makes 3-pt jump shot from 23 ft (assist by M. Ellis),46,54
223,3,10:17.0,K. Bazemore makes 3-pt jump shot from 25 ft (assist by J. Teague),,49,54
224,3,9:59.0,,Offensive foul by G. Hill (drawn by K. Bazemore),49,54
225,3,9:59.0,,Turnover by G. Hill (offensive foul),49,54
226,3,9:37.0,K. Korver misses 3-pt jump shot from 28 ft,,49,54
227,3,9:36.0,,Defensive rebound by G. Hill,49,54
228,3,9:28.0,,P. George makes 2-pt jump shot from 21 ft,49,56
229,3,9:18.0,A. Horford misses 3-pt jump shot from 26 ft,,49,56
230,3,9:16.0,,Defensive rebound by G. Hill,49,56
231,3,9:11.0,,Shooting foul by T. Splitter (drawn by M. Turner),49,56
232,3,9:11.0,,M. Turner misses free throw 1 of 2,49,56
233,3,9:11.0,,Offensive rebound by Team,49,56
234,3,9:11.0,,M. Turner makes free throw 2 of 2,49,57
235,3,8:56.0,T. Splitter makes 2-pt hook shot from 3 ft,,51,57
236,3,8:40.0,,M. Turner misses 2-pt layup from 1 ft (block by A. Horford),51,57
237,3,8:39.0,,Offensive rebound by I. Mahinmi,51,57
238,3,8:38.0,,Shooting foul by T. Splitter (drawn by I. Mahinmi),51,57
239,3,8:38.0,,I. Mahinmi makes free throw 1 of 2,51,58
240,3,8:38.0,M. Scott enters the game for T. Splitter,,51,58
241,3,8:38.0,,I. Mahinmi makes free throw 2 of 2,51,59
242,3,8:28.0,A. Horford makes 2-pt jump shot from 16 ft (assist by J. Teague),,53,59
243,3,8:19.0,,M. Ellis misses 3-pt jump shot from 23 ft,53,59
244,3,8:18.0,Defensive rebound by K. Bazemore,,53,59
245,3,8:08.0,K. Bazemore misses 2-pt jump shot from 17 ft,,53,59
246,3,8:07.0,Offensive rebound by Team,,53,59
247,3,8:03.0,K. Korver makes 2-pt layup from 1 ft (assist by J. Teague),,55,59
248,3,8:03.0,,Indiana full timeout,55,59
249,3,7:50.0,,P. George makes 2-pt jump shot from 20 ft (assist by M. Ellis),55,61
250,3,7:34.0,M. Scott misses 3-pt jump shot from 26 ft,,55,61
251,3,7:33.0,,Defensive rebound by M. Ellis,55,61
252,3,7:27.0,,Turnover by P. George (lost ball; steal by K. Bazemore),55,61
253,3,7:21.0,K. Bazemore makes 2-pt dunk at rim,,57,61
254,3,7:18.0,,Shooting foul by K. Bazemore (drawn by P. George),57,61
255,3,7:18.0,,P. George makes free throw 1 of 2,57,62
256,3,7:18.0,,P. George makes free throw 2 of 2,57,63
257,3,7:05.0,J. Teague makes 3-pt jump shot from 27 ft (assist by A. Horford),,60,63
258,3,6:56.0,,Turnover by M. Ellis (traveling),60,63
259,3,6:56.0,T. Sefolosha enters the game for K. Bazemore,,60,63
260,3,6:47.0,K. Korver misses 3-pt jump shot from 25 ft,,60,63
261,3,6:46.0,,Defensive rebound by G. Hill,60,63
262,3,6:37.0,,Turnover by I. Mahinmi (step out of bounds),60,63
263,3,6:37.0,,Technical foul by Team,60,63
264,3,6:37.0,K. Korver makes technical free throw,,61,63
265,3,6:17.0,M. Scott misses 3-pt jump shot from 24 ft,,61,63
266,3,6:16.0,,Defensive rebound by P. George,61,63
267,3,6:03.0,,M. Turner misses 2-pt jump shot from 20 ft,61,63
268,3,6:03.0,Defensive rebound by K. Korver,,61,63
269,3,5:46.0,J. Teague misses 2-pt layup from 1 ft (block by I. Mahinmi),,61,63
270,3,5:46.0,Offensive rebound by Team,,61,63
271,3,5:41.0,M. Scott makes 2-pt jump shot from 17 ft (assist by A. Horford),,63,63
272,3,5:24.0,,Shooting foul by A. Horford (drawn by M. Turner),63,63
273,3,5:24.0,,M. Turner makes 2-pt jump shot from 10 ft,63,65
274,3,5:24.0,,M. Turner makes free throw 1 of 1,63,66
275,3,5:09.0,T. Sefolosha makes 2-pt layup from 1 ft,,65,66
276,3,4:52.0,,M. Turner makes 2-pt jump shot from 20 ft (assist by G. Hill),65,68
277,3,4:42.0,Turnover by A. Horford (lost ball; steal by M. Ellis),,65,68
278,3,4:35.0,,M. Turner makes 2-pt dunk at rim (assist by M. Ellis),65,70
279,3,4:35.0,Atlanta full timeout,,65,70
280,3,4:16.0,T. Sefolosha misses 2-pt layup at rim,,65,70
281,3,4:15.0,,Defensive rebound by M. Turner,65,70
282,3,4:11.0,,Shooting block foul by K. Korver (drawn by P. George),65,70
283,3,4:11.0,,P. George makes free throw 1 of 2,65,71
284,3,4:11.0,T. Splitter enters the game for A. Horford,,65,71
285,3,4:11.0,,P. George makes free throw 2 of 2,65,72
286,3,4:01.0,Shooting foul by M. Turner (drawn by T. Sefolosha),,65,72
287,3,4:01.0,T. Sefolosha makes 2-pt jump shot from 4 ft,,67,72
288,3,4:01.0,,L. Allen enters the game for M. Turner,67,72
289,3,4:01.0,T. Hardaway enters the game for K. Korver,,67,72
290,3,4:01.0,T. Sefolosha makes free throw 1 of 1,,68,72
291,3,3:46.0,,Turnover by P. George (bad pass; steal by T. Splitter),68,72
292,3,3:42.0,,Offensive charge foul by J. Teague (drawn by M. Ellis),68,72
293,3,3:42.0,Turnover by J. Teague (offensive foul),,68,72
294,3,3:19.0,,Shooting foul by J. Teague (drawn by M. Ellis),68,72
295,3,3:19.0,,M. Ellis makes free throw 1 of 2,68,73
296,3,3:19.0,D. Schröder enters the game for J. Teague,,68,73
297,3,3:19.0,,C. Miles enters the game for G. Hill,68,73
298,3,3:19.0,,J. Hill enters the game for I. Mahinmi,68,73
299,3,3:19.0,,M. Ellis makes free throw 2 of 2,68,74
300,3,3:03.0,T. Hardaway misses 3-pt jump shot from 25 ft,,68,74
301,3,3:03.0,,Defensive rebound by J. Hill,68,74
302,3,2:59.0,,Turnover by J. Hill (bad pass),68,74
303,3,2:47.0,M. Scott misses 2-pt jump shot from 12 ft,,68,74
304,3,2:46.0,,Defensive rebound by M. Ellis,68,74
305,3,2:31.0,,P. George misses 3-pt jump shot from 23 ft,68,74
306,3,2:31.0,Defensive rebound by T. Splitter,,68,74
307,3,2:24.0,D. Schröder misses 3-pt jump shot from 24 ft,,68,74
308,3,2:24.0,,Defensive rebound by L. Allen,68,74
309,3,2:19.0,,Turnover by L. Allen (bad pass; steal by T. Sefolosha),68,74
310,3,2:16.0,T. Sefolosha misses 2-pt layup at rim,,68,74
311,3,2:15.0,Offensive rebound by M. Scott,,68,74
312,3,2:15.0,M. Scott misses 2-pt layup at rim,,68,74
313,3,2:14.0,,Defensive rebound by L. Allen,68,74
314,3,2:09.0,,M. Ellis makes 3-pt jump shot from 26 ft (assist by P. George),68,77
315,3,1:47.0,T. Sefolosha makes 3-pt jump shot from 25 ft (assist by T. Splitter),,71,77
316,3,1:18.0,,C. Miles makes 2-pt jump shot from 22 ft,71,79
317,3,1:07.0,Shooting foul by L. Allen (drawn by T. Splitter),,71,79
318,3,1:07.0,,Indiana full timeout,71,79
319,3,1:07.0,A. Horford enters the game for M. Scott,,71,79
320,3,1:07.0,T. Splitter makes free throw 1 of 2,,72,79
321,3,1:07.0,T. Splitter makes free throw 2 of 2,,73,79
322,3,0:54.0,,M. Ellis makes 3-pt jump shot from 25 ft,73,82
323,3,0:38.0,T. Splitter makes 2-pt layup at rim (assist by T. Hardaway),,75,82
324,3,0:23.0,,P. George misses 2-pt jump shot from 19 ft,75,82
325,3,0:22.0,Defensive rebound by T. Sefolosha,,75,82
326,3,0:00.0,T. Sefolosha misses 3-pt jump shot from 23 ft (block by L. Allen),,75,82
327,3,0:00.0,Offensive rebound by Team,,75,82
328,4,11:52.0,,Turnover by Team (turnover),75,82
329,4,11:41.0,D. Schröder misses 2-pt jump shot from 17 ft,,75,82
330,4,11:39.0,,Defensive rebound by C. Miles,75,82
331,4,11:16.0,,G. Hill makes 2-pt jump shot from 8 ft,75,84
332,4,11:02.0,T. Hardaway misses 3-pt jump shot from 26 ft,,75,84
333,4,11:02.0,,Defensive rebound by J. Hill,75,84
334,4,10:52.0,,G. Hill makes 2-pt layup from 2 ft,75,86
335,4,10:33.0,D. Schröder makes 2-pt layup from 2 ft,,77,86
336,4,10:33.0,Shooting foul by J. Hill (drawn by D. Schröder),,77,86
337,4,10:33.0,K. Korver enters the game for T. Hardaway,,77,86
338,4,10:33.0,D. Schröder makes free throw 1 of 1,,78,86
339,4,10:16.0,,G. Robinson misses 2-pt jump shot from 12 ft,78,86
340,4,10:15.0,,Offensive rebound by L. Allen,78,86
341,4,10:15.0,,Shooting foul by A. Horford (drawn by L. Allen),78,86
342,4,10:15.0,,L. Allen misses free throw 1 of 2,78,86
343,4,10:15.0,,Offensive rebound by Team,78,86
344,4,10:15.0,,L. Allen makes free throw 2 of 2,78,87
345,4,10:07.0,K. Korver misses 3-pt jump shot from 25 ft,,78,87
346,4,10:06.0,,Defensive rebound by G. Robinson,78,87
347,4,10:01.0,Offensive charge foul by C. Miles (drawn by K. Bazemore),,78,87
348,4,10:01.0,,Turnover by C. Miles (offensive foul),78,87
349,4,10:01.0,J. Teague enters the game for D. Schröder,,78,87
350,4,9:37.0,T. Sefolosha makes 2-pt jump shot from 20 ft (assist by K. Korver),,80,87
351,4,9:23.0,,J. Hill misses 2-pt jump shot from 17 ft,80,87
352,4,9:23.0,Defensive rebound by K. Korver,,80,87
353,4,9:06.0,J. Teague makes 2-pt jump shot from 3 ft,,82,87
354,4,9:06.0,,Indiana full timeout,82,87
355,4,9:06.0,,P. George enters the game for G. Robinson,82,87
356,4,8:48.0,,C. Miles misses 3-pt jump shot from 23 ft,82,87
357,4,8:47.0,Defensive rebound by K. Bazemore,,82,87
358,4,8:33.0,Shooting foul by C. Miles (drawn by T. Sefolosha),,82,87
359,4,8:33.0,T. Sefolosha makes free throw 1 of 2,,83,87
360,4,8:33.0,T. Sefolosha makes free throw 2 of 2,,84,87
361,4,8:16.0,,C. Miles misses 2-pt jump shot from 18 ft,84,87
362,4,8:15.0,,Offensive rebound by P. George,84,87
363,4,8:12.0,,P. George misses 2-pt layup at rim,84,87
364,4,8:11.0,,Offensive rebound by J. Hill,84,87
365,4,8:09.0,,Shooting foul by J. Teague (drawn by L. Allen),84,87
366,4,8:09.0,,L. Allen makes free throw 1 of 2,84,88
367,4,8:09.0,,L. Allen misses free throw 2 of 2,84,88
368,4,8:08.0,Defensive rebound by T. Sefolosha,,84,88
369,4,8:01.0,J. Teague misses 2-pt layup at rim,,84,88
370,4,8:01.0,,Defensive rebound by G. Hill,84,88
371,4,7:38.0,,P. George misses 2-pt jump shot from 18 ft,84,88
372,4,7:36.0,Defensive rebound by J. Teague,,84,88
373,4,7:35.0,Personal block foul by C. Miles (drawn by J. Teague),,84,88
374,4,7:35.0,,M. Ellis enters the game for C. Miles,84,88
375,4,7:35.0,,I. Mahinmi enters the game for J. Hill,84,88
376,4,7:23.0,Shooting foul by I. Mahinmi (drawn by J. Teague),,84,88
377,4,7:23.0,J. Teague makes free throw 1 of 2,,85,88
378,4,7:23.0,J. Teague makes free throw 2 of 2,,86,88
379,4,7:11.0,,M. Ellis misses 2-pt jump shot from 19 ft,86,88
380,4,7:10.0,Defensive rebound by K. Bazemore,,86,88
381,4,6:56.0,J. Teague misses 2-pt jump shot from 9 ft,,86,88
382,4,6:56.0,,Defensive rebound by I. Mahinmi,86,88
383,4,6:40.0,,P. George misses 2-pt layup from 1 ft,86,88
384,4,6:39.0,Defensive rebound by A. Horford,,86,88
385,4,6:32.0,Shooting foul by P. George (drawn by K. Bazemore),,86,88
386,4,6:32.0,K. Bazemore makes free throw 1 of 2,,87,88
387,4,6:32.0,T. Splitter enters the game for T. Sefolosha,,87,88
388,4,6:32.0,,M. Turner enters the game for L. Allen,87,88
389,4,6:32.0,K. Bazemore makes free throw 2 of 2,,88,88
390,4,6:23.0,,Personal foul by K. Korver (drawn by M. Turner),88,88
391,4,6:14.0,,P. George misses 2-pt jump shot from 20 ft,88,88
392,4,6:13.0,Defensive rebound by K. Bazemore,,88,88
