,QUARTER,TIME_REMAINING,TORONTO_ACTION,MINNESOTA_ACTION,TORONTO_SCORE,MINNESOTA_SCORE
382,4,7:26.0,,Offensive rebound by Team,93,96
383,4,7:25.0,,Personal foul by D. DeRozan (drawn by A. Wiggins),93,96
384,4,7:25.0,,A. Wiggins misses free throw 1 of 2,93,96
385,4,7:25.0,,Offensive rebound by Team,93,96
386,4,7:25.0,,A. Wiggins makes free throw 2 of 2,93,97
387,4,7:18.0,Personal foul by A. Wiggins (drawn by D. DeRozan),,93,97
388,4,7:18.0,,Z. LaVine enters the game for S. Muhammad,93,97
389,4,7:09.0,D. DeRozan misses 2-pt jump shot from 14 ft,,93,97
390,4,7:08.0,,Defensive rebound by K. Towns,93,97
391,4,7:03.0,,K. Towns makes 2-pt dunk at rim (assist by R. Rubio),93,99
392,4,6:40.0,K. Lowry misses 2-pt layup from 1 ft,,93,99
393,4,6:39.0,,Defensive rebound by A. Wiggins,93,99
394,4,6:31.0,,Z. LaVine misses 3-pt jump shot from 23 ft,93,99
395,4,6:29.0,Defensive rebound by P. Patterson,,93,99
396,4,6:19.0,Personal foul by A. Wiggins (drawn by D. DeRozan),,93,99
397,4,6:14.0,C. Joseph makes 2-pt layup at rim,,95,99
398,4,6:14.0,Shooting foul by Z. LaVine (drawn by C. Joseph),,95,99
399,4,6:14.0,C. Joseph misses free throw 1 of 1,,95,99
400,4,6:14.0,,Defensive rebound by K. Towns,95,99
401,4,5:59.0,,K. Towns misses 2-pt jump shot from 20 ft,95,99
402,4,5:58.0,,Offensive rebound by Team,95,99
403,4,5:58.0,,Personal foul by D. DeRozan (drawn by A. Wiggins),95,99
404,4,5:58.0,,Minnesota full timeout,95,99
405,4,5:58.0,,A. Wiggins makes free throw 1 of 2,95,100
406,4,5:58.0,,A. Wiggins makes free throw 2 of 2,95,101
407,4,5:47.0,P. Patterson makes 3-pt jump shot from 24 ft (assist by C. Joseph),,98,101
408,4,5:23.0,,R. Rubio makes 3-pt jump shot from 24 ft (assist by K. Towns),98,104
409,4,5:06.0,C. Joseph makes 2-pt layup from 1 ft,,100,104
410,4,4:48.0,,A. Wiggins misses 2-pt jump shot from 5 ft (block by J. Valančiūnas),100,104
411,4,4:47.0,Defensive rebound by J. Valančiūnas,,100,104
412,4,4:40.0,Personal foul by Z. LaVine (drawn by D. DeRozan),,100,104
413,4,4:29.0,D. DeRozan makes 2-pt jump shot from 21 ft (assist by C. Joseph),,102,104
414,4,4:05.0,,Turnover by R. Rubio (traveling),102,104
415,4,3:42.0,J. Valančiūnas makes 2-pt layup from 1 ft,,104,104
416,4,3:18.0,,A. Wiggins makes 2-pt jump shot from 16 ft,104,106
417,4,3:03.0,C. Joseph misses 2-pt jump shot from 9 ft,,104,106
418,4,3:02.0,Offensive rebound by J. Valančiūnas,,104,106
419,4,3:02.0,Shooting foul by K. Towns (drawn by J. Valančiūnas),,104,106
420,4,3:02.0,J. Valančiūnas makes free throw 1 of 2,,105,106
421,4,3:02.0,J. Valančiūnas makes free throw 2 of 2,,106,106
422,4,2:50.0,,Personal foul by C. Joseph (drawn by A. Wiggins),106,106
423,4,2:50.0,Toronto full timeout,,106,106
424,4,2:50.0,,A. Wiggins makes free throw 1 of 2,106,107
425,4,2:50.0,,A. Wiggins makes free throw 2 of 2,106,108
426,4,2:34.0,D. DeRozan makes 2-pt jump shot from 14 ft,,108,108
427,4,2:17.0,,K. Towns makes 2-pt jump shot from 19 ft (assist by G. Dieng),108,110
428,4,2:01.0,Personal foul by A. Wiggins (drawn by D. DeRozan),,108,110
429,4,2:01.0,D. DeRozan misses free throw 1 of 2,,108,110
430,4,2:01.0,Offensive rebound by Team,,108,110
431,4,2:01.0,B. Biyombo enters the game for J. Valančiūnas,,108,110
432,4,2:01.0,Violation by Team (delay of game),,108,110
433,4,2:01.0,D. DeRozan makes free throw 2 of 2,,109,110
434,4,1:51.0,,A. Wiggins makes 2-pt jump shot from 21 ft,109,112
435,4,1:33.0,D. DeRozan misses 2-pt jump shot from 19 ft,,109,112
436,4,1:32.0,,Defensive rebound by K. Towns,109,112
437,4,1:17.0,,Shooting foul by P. Patterson (drawn by K. Towns),109,112
438,4,1:17.0,,K. Towns makes free throw 1 of 2,109,113
439,4,1:17.0,Toronto full timeout,,109,113
440,4,1:17.0,T. Ross enters the game for C. Joseph,,109,113
441,4,1:17.0,J. Valančiūnas enters the game for B. Biyombo,,109,113
442,4,1:17.0,,K. Towns misses free throw 2 of 2,109,113
443,4,1:17.0,Defensive rebound by T. Ross,,109,113
444,4,0:59.0,Personal foul by R. Rubio (drawn by K. Lowry),,109,113
445,4,0:59.0,K. Lowry makes free throw 1 of 2,,110,113
446,4,0:59.0,B. Biyombo enters the game for J. Valančiūnas,,110,113
447,4,0:59.0,C. Joseph enters the game for T. Ross,,110,113
448,4,0:59.0,K. Lowry misses free throw 2 of 2,,110,113
449,4,0:59.0,,Defensive rebound by R. Rubio,110,113
450,4,0:36.0,,Turnover by G. Dieng (traveling),110,113
451,4,0:36.0,Toronto full timeout,,110,113
452,4,0:36.0,J. Valančiūnas enters the game for B. Biyombo,,110,113
453,4,0:23.0,C. Joseph misses 2-pt layup at rim (block by K. Towns),,110,113
454,4,0:22.0,,Defensive rebound by K. Towns,110,113
455,4,0:21.0,,Personal take foul by K. Lowry (drawn by G. Dieng),110,113
456,4,0:21.0,,G. Dieng makes free throw 1 of 2,110,114
457,4,0:21.0,,G. Dieng makes free throw 2 of 2,110,115
458,4,0:15.0,K. Lowry misses 3-pt jump shot from 25 ft,,110,115
459,4,0:13.0,,Defensive rebound by A. Wiggins,110,115
460,4,0:10.0,,Personal take foul by D. DeRozan (drawn by G. Dieng),110,115
461,4,0:10.0,,G. Dieng misses free throw 1 of 2,110,115
462,4,0:10.0,,Offensive rebound by Team,110,115
463,4,0:10.0,,G. Dieng misses free throw 2 of 2,110,115
464,4,0:10.0,Defensive rebound by P. Patterson,,110,115
465,4,0:09.0,Toronto full timeout,,110,115
466,4,0:09.0,T. Ross enters the game for C. Joseph,,110,115
467,4,0:06.0,Shooting foul by G. Dieng (drawn by K. Lowry),,110,115
468,4,0:06.0,K. Lowry makes free throw 1 of 3,,111,115
469,4,0:06.0,K. Lowry misses free throw 2 of 3,,111,115
470,4,0:06.0,Offensive rebound by Team,,111,115
471,4,0:06.0,B. Biyombo enters the game for J. Valančiūnas,,111,115
472,4,0:06.0,C. Joseph enters the game for P. Patterson,,111,115
473,4,0:06.0,K. Lowry makes free throw 3 of 3,,112,115
474,4,0:06.0,,Minnesota full timeout,112,115
475,4,0:06.0,P. Patterson enters the game for T. Ross,,112,115
476,4,0:05.0,,Personal take foul by P. Patterson (drawn by K. Towns),112,115
477,4,0:05.0,,K. Towns makes free throw 1 of 2,112,116
478,4,0:05.0,T. Ross enters the game for C. Joseph,,112,116
479,4,0:05.0,,K. Towns makes free throw 2 of 2,112,117
480,4,0:00.0,K. Lowry misses 3-pt jump shot from 35 ft,,112,117
481,4,0:00.0,Offensive rebound by Team,,112,117
