,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,SACRAMENTO_ACTION,MILWAUKEE_SCORE,SACRAMENTO_SCORE
0,1,11:43.0,,K. Koufos misses 2-pt jump shot from 8 ft,0,0
1,1,11:43.0,Defensive rebound by G. Antetokounmpo,,0,0
2,1,11:31.0,G. Monroe misses 2-pt jump shot from 8 ft,,0,0
3,1,11:30.0,Offensive rebound by G. Monroe,,0,0
4,1,11:25.0,M. Carter-Williams misses 2-pt jump shot from 6 ft (block by K. Koufos),,0,0
5,1,11:23.0,,Defensive rebound by K. Koufos,0,0
6,1,11:17.0,,Turnover by K. Koufos (lost ball; steal by M. Carter-Williams),0,0
7,1,11:13.0,Shooting foul by M. Belinelli (drawn by M. Carter-Williams),,0,0
8,1,11:13.0,M. Carter-Williams makes free throw 1 of 2,,1,0
9,1,11:13.0,M. Carter-Williams makes free throw 2 of 2,,2,0
10,1,10:57.0,,Def 3 sec tech foul by G. Antetokounmpo,2,0
11,1,10:57.0,,M. Belinelli makes technical free throw,2,1
12,1,10:48.0,,M. Belinelli misses 3-pt jump shot from 25 ft,2,1
13,1,10:47.0,,Offensive rebound by W. Cauley-Stein,2,1
14,1,10:45.0,,W. Cauley-Stein makes 2-pt hook shot from 5 ft,2,3
15,1,10:22.0,G. Monroe makes 2-pt layup from 2 ft (assist by M. Carter-Williams),,4,3
16,1,10:07.0,,R. Gay makes 2-pt layup from 2 ft,4,5
17,1,9:56.0,G. Monroe makes 2-pt layup from 2 ft (assist by M. Carter-Williams),,6,5
18,1,9:56.0,Shooting foul by R. Gay (drawn by G. Monroe),,6,5
19,1,9:56.0,G. Monroe makes free throw 1 of 1,,7,5
20,1,9:48.0,,Personal foul by M. Carter-Williams (drawn by R. Rondo),7,5
21,1,9:31.0,,M. Belinelli makes 2-pt jump shot from 21 ft (assist by R. Gay),7,7
22,1,9:11.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,7,7
23,1,9:10.0,,Defensive rebound by R. Gay,7,7
24,1,8:57.0,,R. Gay misses 2-pt jump shot from 15 ft,7,7
25,1,8:55.0,,Offensive rebound by K. Koufos,7,7
26,1,8:55.0,,K. Koufos makes 2-pt layup from 1 ft,7,9
27,1,8:38.0,J. Parker misses 2-pt jump shot from 19 ft,,7,9
28,1,8:38.0,,Defensive rebound by K. Koufos,7,9
29,1,8:25.0,Violation by G. Monroe (kicked ball),,7,9
30,1,8:18.0,,K. Koufos misses 2-pt jump shot from 5 ft,7,9
31,1,8:17.0,,Offensive rebound by W. Cauley-Stein,7,9
32,1,8:16.0,,W. Cauley-Stein misses 2-pt layup from 1 ft (block by G. Monroe),7,9
33,1,8:13.0,,Offensive rebound by W. Cauley-Stein,7,9
34,1,8:01.0,,Turnover by R. Rondo (bad pass; steal by J. Parker),7,9
35,1,7:56.0,M. Carter-Williams makes 2-pt layup from 2 ft (assist by J. Parker),,9,9
36,1,7:43.0,,M. Belinelli misses 2-pt jump shot from 17 ft,9,9
37,1,7:42.0,Defensive rebound by M. Carter-Williams,,9,9
