,QUARTER,TIME_REMAINING,HOUSTON_ACTION,CHARLOTTE_ACTION,HOUSTON_SCORE,CHARLOTTE_SCORE
393,4,4:40.0,Defensive rebound by C. Brewer,,95,117
394,4,4:40.0,Personal foul by A. Jefferson,,95,117
395,4,4:40.0,A. Goudelock enters the game for T. Ariza,,95,117
396,4,4:40.0,K. McDaniels enters the game for D. Howard,,95,117
397,4,4:40.0,C. Capela enters the game for J. Harden,,95,117
398,4,4:40.0,M. Harrell enters the game for P. Beverley,,95,117
399,4,4:40.0,,M. Williams enters the game for F. Kaminsky,95,117
400,4,4:33.0,C. Brewer makes 2-pt jump shot from 10 ft,,97,117
401,4,4:33.0,Shooting foul by N. Batum (drawn by C. Brewer),,97,117
402,4,4:33.0,C. Brewer misses free throw 1 of 1,,97,117
403,4,4:31.0,,Defensive rebound by N. Batum,97,117
404,4,4:13.0,,A. Jefferson makes 2-pt hook shot from 10 ft,97,119
405,4,4:00.0,C. Capela makes 2-pt layup at rim,,99,119
406,4,4:00.0,Shooting foul by A. Jefferson (drawn by C. Capela),,99,119
407,4,4:00.0,C. Capela makes free throw 1 of 1,,100,119
408,4,3:37.0,,A. Jefferson misses 2-pt layup from 2 ft (block by C. Capela),100,119
409,4,3:37.0,Defensive rebound by C. Capela,,100,119
410,4,3:37.0,Personal foul by A. Jefferson,,100,119
411,4,3:37.0,,C. Zeller enters the game for A. Jefferson,100,119
412,4,3:37.0,C. Capela misses free throw 1 of 2,,100,119
413,4,3:37.0,Offensive rebound by Team,,100,119
414,4,3:37.0,C. Capela misses free throw 2 of 2,,100,119
415,4,3:36.0,,Defensive rebound by Team,100,119
416,4,3:18.0,,Shooting foul by C. Brewer (drawn by C. Zeller),100,119
417,4,3:18.0,,C. Zeller makes free throw 1 of 2,100,120
418,4,3:18.0,,C. Zeller misses free throw 2 of 2,100,120
419,4,3:16.0,Defensive rebound by M. Harrell,,100,120
420,4,3:01.0,M. Harrell misses 2-pt layup from 1 ft (block by N. Batum),,100,120
421,4,2:59.0,,Defensive rebound by N. Batum,100,120
422,4,2:46.0,,Turnover by C. Zeller (traveling),100,120
423,4,2:46.0,Official timeout,,100,120
424,4,2:46.0,,T. Daniels enters the game for N. Batum,100,120
425,4,2:46.0,,F. Kaminsky enters the game for M. Williams,100,120
426,4,2:46.0,,J. Gutiérrez enters the game for C. Zeller,100,120
427,4,2:46.0,,T. Hansbrough enters the game for C. Lee,100,120
428,4,2:46.0,,A. Harrison enters the game for K. Walker,100,120
429,4,2:32.0,A. Goudelock makes 2-pt jump shot from 12 ft,,102,120
430,4,2:12.0,,T. Hansbrough makes 2-pt jump shot from 5 ft,102,122
431,4,2:00.0,C. Capela makes 2-pt layup from 2 ft,,104,122
432,4,1:36.0,,Turnover by F. Kaminsky (bad pass; steal by A. Goudelock),104,122
433,4,1:30.0,A. Goudelock misses 3-pt jump shot from 24 ft,,104,122
434,4,1:30.0,Offensive rebound by K. McDaniels,,104,122
435,4,1:30.0,Shooting foul by A. Harrison (drawn by K. McDaniels),,104,122
436,4,1:30.0,K. McDaniels makes free throw 1 of 2,,105,122
437,4,1:30.0,K. McDaniels makes free throw 2 of 2,,106,122
438,4,1:16.0,,A. Harrison misses 3-pt jump shot from 24 ft,106,122
439,4,1:15.0,Defensive rebound by C. Brewer,,106,122
440,4,1:12.0,C. Brewer makes 2-pt layup from 1 ft,,108,122
441,4,1:12.0,Shooting foul by F. Kaminsky (drawn by C. Brewer),,108,122
442,4,1:12.0,C. Brewer misses free throw 1 of 1,,108,122
443,4,1:07.0,,Defensive rebound by T. Hansbrough,108,122
444,4,0:50.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,108,122
445,4,0:49.0,Defensive rebound by K. McDaniels,,108,122
446,4,0:41.0,C. Capela misses 2-pt jump shot from 16 ft,,108,122
447,4,0:39.0,,Defensive rebound by J. Gutiérrez,108,122
448,4,0:33.0,,T. Daniels makes 3-pt jump shot from 23 ft (assist by J. Gutiérrez),108,125
449,4,0:24.0,Shooting foul by F. Kaminsky (drawn by M. Harrell),,108,125
450,4,0:24.0,M. Harrell misses free throw 1 of 2,,108,125
451,4,0:24.0,Offensive rebound by Team,,108,125
452,4,0:24.0,M. Harrell makes free throw 2 of 2,,109,125
453,4,0:00.0,,Turnover by Team (shot clock),109,125
