,QUARTER,TIME_REMAINING,BOSTON_ACTION,CLEVELAND_ACTION,BOSTON_SCORE,CLEVELAND_SCORE
0,1,11:36.0,,J. Smith makes 2-pt jump shot from 22 ft (assist by K. Irving),0,2
1,1,11:18.0,A. Bradley makes 2-pt jump shot from 23 ft (assist by J. Sullinger),,2,2
2,1,11:01.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by K. Irving),2,5
3,1,10:42.0,A. Bradley misses 2-pt jump shot from 7 ft,,2,5
4,1,10:42.0,Offensive rebound by J. Sullinger,,2,5
5,1,10:41.0,J. Sullinger misses 2-pt jump shot from 3 ft,,2,5
6,1,10:40.0,,Defensive rebound by K. Love,2,5
7,1,10:28.0,,J. Smith misses 3-pt jump shot from 26 ft,2,5
8,1,10:28.0,,Offensive rebound by K. Love,2,5
9,1,10:20.0,,Shooting foul by A. Johnson (drawn by L. James),2,5
10,1,10:20.0,,L. James makes free throw 1 of 2,2,6
11,1,10:20.0,,L. James makes free throw 2 of 2,2,7
12,1,10:08.0,I. Thomas misses 3-pt jump shot from 23 ft,,2,7
13,1,10:07.0,,Defensive rebound by K. Love,2,7
14,1,10:00.0,,Turnover by L. James (lost ball),2,7
15,1,9:43.0,I. Thomas misses 2-pt jump shot from 10 ft,,2,7
16,1,9:43.0,,Defensive rebound by Team,2,7
17,1,9:43.0,Loose ball foul by A. Johnson (drawn by T. Thompson),,2,7
18,1,9:30.0,,K. Love makes 3-pt jump shot from 25 ft (assist by K. Irving),2,10
19,1,9:21.0,Turnover by J. Sullinger (bad pass; steal by L. James),,2,10
20,1,9:17.0,,Shooting foul by A. Bradley (drawn by L. James),2,10
21,1,9:17.0,,L. James makes 2-pt layup at rim,2,12
22,1,9:17.0,J. Jerebko enters the game for A. Johnson,,2,12
23,1,9:17.0,,L. James misses free throw 1 of 1,2,12
24,1,9:16.0,Defensive rebound by J. Jerebko,,2,12
25,1,9:04.0,,Offensive charge foul by J. Jerebko (drawn by K. Love),2,12
26,1,9:04.0,Turnover by J. Jerebko (offensive foul),,2,12
27,1,8:50.0,,Turnover by J. Smith (lost ball; steal by I. Thomas),2,12
28,1,8:49.0,Personal foul by J. Smith (drawn by I. Thomas),,2,12
29,1,8:43.0,Offensive foul by A. Bradley (drawn by J. Smith),,2,12
30,1,8:43.0,Turnover by A. Bradley (offensive foul),,2,12
31,1,8:25.0,,K. Love makes 2-pt dunk at rim,2,14
32,1,8:25.0,Boston full timeout,,2,14
33,1,8:10.0,Personal foul by T. Thompson (drawn by J. Sullinger),,2,14
34,1,7:56.0,J. Sullinger makes 2-pt hook shot from 9 ft,,4,14
35,1,7:44.0,,Shooting foul by I. Thomas (drawn by J. Smith),4,14
36,1,7:44.0,,J. Smith misses free throw 1 of 2,4,14
37,1,7:44.0,,Offensive rebound by Team,4,14
38,1,7:44.0,,J. Smith makes free throw 2 of 2,4,15
39,1,7:24.0,J. Sullinger makes 2-pt jump shot from 12 ft,,6,15
40,1,7:12.0,,Offensive foul by J. Smith (drawn by I. Thomas),6,15
41,1,7:12.0,,Turnover by J. Smith (offensive foul),6,15
42,1,7:12.0,,I. Shumpert enters the game for J. Smith,6,15
43,1,6:53.0,J. Crowder misses 3-pt jump shot from 26 ft,,6,15
44,1,6:53.0,,Defensive rebound by T. Thompson,6,15
45,1,6:29.0,,L. James misses 2-pt jump shot from 20 ft,6,15
46,1,6:28.0,Defensive rebound by A. Bradley,,6,15
47,1,6:20.0,I. Thomas misses 2-pt jump shot from 21 ft,,6,15
48,1,6:19.0,Offensive rebound by J. Sullinger,,6,15
49,1,6:18.0,J. Sullinger misses 2-pt layup at rim,,6,15
50,1,6:18.0,,Defensive rebound by Team,6,15
51,1,5:56.0,,L. James misses 2-pt jump shot from 13 ft,6,15
52,1,5:54.0,,Offensive rebound by T. Thompson,6,15
53,1,5:46.0,,K. Irving makes 2-pt jump shot from 16 ft (assist by K. Love),6,17
54,1,5:29.0,A. Bradley makes 3-pt jump shot from 26 ft (assist by I. Thomas),,9,17
55,1,5:23.0,,K. Irving makes 2-pt layup at rim (assist by K. Love),9,19
56,1,5:06.0,Turnover by J. Sullinger (traveling),,9,19
57,1,4:48.0,,I. Shumpert misses 3-pt jump shot from 24 ft,9,19
58,1,4:47.0,Defensive rebound by J. Jerebko,,9,19
59,1,4:33.0,I. Thomas makes 2-pt layup from 2 ft,,11,19
60,1,4:24.0,,Def 3 sec tech foul by J. Sullinger,11,19
61,1,4:24.0,,K. Irving makes technical free throw,11,20
62,1,4:24.0,K. Olynyk enters the game for J. Crowder,,11,20
63,1,4:24.0,E. Turner enters the game for J. Sullinger,,11,20
64,1,4:24.0,M. Smart enters the game for A. Bradley,,11,20
65,1,4:14.0,,K. Irving misses 2-pt jump shot from 4 ft,11,20
