,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,CHARLOTTE_ACTION,OKLAHOMA CITY_SCORE,CHARLOTTE_SCORE
0,1,11:45.0,K. Durant makes 2-pt jump shot from 21 ft,,2,0
1,1,11:29.0,,C. Zeller makes 2-pt layup from 2 ft (assist by K. Walker),2,2
2,1,11:15.0,S. Ibaka misses 3-pt jump shot from 22 ft,,2,2
3,1,11:14.0,,Defensive rebound by M. Williams,2,2
4,1,11:01.0,,K. Walker misses 2-pt jump shot from 14 ft,2,2
5,1,11:00.0,Defensive rebound by K. Durant,,2,2
6,1,10:47.0,Turnover by S. Adams (traveling),,2,2
7,1,10:37.0,,Turnover by K. Walker (bad pass),2,2
8,1,10:22.0,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),,4,2
9,1,10:07.0,,J. Lin misses 2-pt layup from 2 ft (block by S. Adams),4,2
10,1,10:05.0,Defensive rebound by A. Roberson,,4,2
11,1,10:00.0,R. Westbrook makes 2-pt layup at rim,,6,2
12,1,9:43.0,,P. Hairston misses 3-pt jump shot from 23 ft (block by K. Durant),6,2
13,1,9:43.0,,Offensive rebound by Team,6,2
14,1,9:37.0,,C. Zeller misses 2-pt jump shot from 18 ft,6,2
15,1,9:36.0,Defensive rebound by K. Durant,,6,2
16,1,9:26.0,K. Durant makes 3-pt jump shot from 25 ft,,9,2
17,1,9:08.0,,C. Zeller misses 2-pt dunk at rim (block by S. Ibaka),9,2
18,1,9:06.0,Defensive rebound by S. Adams,,9,2
19,1,9:00.0,R. Westbrook makes 2-pt jump shot from 17 ft,,11,2
20,1,8:45.0,,K. Walker misses 2-pt layup from 1 ft (block by K. Durant),11,2
21,1,8:43.0,Defensive rebound by S. Adams,,11,2
22,1,8:40.0,R. Westbrook misses 2-pt layup from 1 ft (block by M. Williams),,11,2
23,1,8:40.0,Offensive rebound by Team,,11,2
24,1,8:29.0,Turnover by S. Adams (offensive foul),,11,2
25,1,8:29.0,Offensive foul by S. Adams (drawn by C. Zeller),,11,2
26,1,8:02.0,,J. Lin misses 2-pt jump shot from 16 ft,11,2
27,1,8:01.0,Defensive rebound by S. Adams,,11,2
28,1,7:49.0,R. Westbrook makes 2-pt layup at rim,,13,2
29,1,7:44.0,,Charlotte full timeout,13,2
30,1,7:34.0,,M. Williams misses 3-pt jump shot from 25 ft,13,2
31,1,7:32.0,Defensive rebound by K. Durant,,13,2
32,1,7:16.0,A. Roberson misses 3-pt jump shot from 23 ft,,13,2
33,1,7:15.0,,Defensive rebound by C. Zeller,13,2
34,1,7:09.0,,K. Walker makes 2-pt layup from 1 ft,13,4
35,1,6:54.0,Shooting foul by C. Zeller (drawn by S. Ibaka),,13,4
36,1,6:54.0,S. Ibaka makes free throw 1 of 2,,14,4
37,1,6:54.0,S. Ibaka makes free throw 2 of 2,,15,4
38,1,6:36.0,,J. Lin makes 2-pt jump shot from 20 ft (assist by M. Williams),15,6
39,1,6:20.0,S. Adams makes 2-pt dunk at rim (assist by K. Durant),,17,6
40,1,6:11.0,,P. Hairston misses 2-pt jump shot from 16 ft,17,6
41,1,6:10.0,Defensive rebound by K. Durant,,17,6
42,1,6:06.0,Personal block foul by P. Hairston (drawn by K. Durant),,17,6
43,1,6:02.0,Turnover by K. Durant (bad pass),,17,6
44,1,5:43.0,,J. Lin misses 2-pt jump shot from 3 ft (block by S. Adams),17,6
45,1,5:41.0,Defensive rebound by A. Roberson,,17,6
46,1,5:40.0,Shooting block foul by K. Walker (drawn by R. Westbrook),,17,6
47,1,5:40.0,R. Westbrook makes free throw 1 of 2,,18,6
48,1,5:40.0,R. Westbrook makes free throw 2 of 2,,19,6
49,1,5:33.0,,Personal foul by A. Roberson (drawn by J. Lin),19,6
50,1,5:16.0,,K. Walker misses 2-pt jump shot from 18 ft (block by A. Roberson),19,6
51,1,5:15.0,Defensive rebound by K. Durant,,19,6
52,1,5:08.0,S. Ibaka misses 2-pt jump shot from 18 ft,,19,6
53,1,5:07.0,Offensive rebound by Team,,19,6
54,1,5:01.0,K. Durant makes 2-pt jump shot from 19 ft,,21,6
55,1,4:46.0,,Shooting foul by S. Adams (drawn by P. Hairston),21,6
56,1,4:46.0,,P. Hairston makes free throw 1 of 2,21,7
57,1,4:46.0,,F. Kaminsky enters the game for M. Williams,21,7
58,1,4:46.0,E. Freedom enters the game for S. Adams,,21,7
59,1,4:46.0,,P. Hairston makes free throw 2 of 2,21,8
60,1,4:32.0,R. Westbrook misses 2-pt layup from 1 ft,,21,8
61,1,4:30.0,,Defensive rebound by C. Zeller,21,8
62,1,4:23.0,,J. Lin makes 2-pt jump shot from 18 ft,21,10
63,1,4:05.0,E. Freedom makes 2-pt jump shot from 14 ft (assist by A. Roberson),,23,10
64,1,3:48.0,,P. Hairston makes 2-pt jump shot from 20 ft,23,12
65,1,3:30.0,Shooting foul by J. Lin (drawn by R. Westbrook),,23,12
66,1,3:30.0,R. Westbrook makes free throw 1 of 2,,24,12
67,1,3:30.0,R. Westbrook makes free throw 2 of 2,,25,12
68,1,3:15.0,,P. Hairston makes 3-pt jump shot from 26 ft (assist by J. Lin),25,15
69,1,3:05.0,Oklahoma City full timeout,,25,15
70,1,3:05.0,N. Collison enters the game for S. Ibaka,,25,15
71,1,3:05.0,D. Waiters enters the game for A. Roberson,,25,15
72,1,3:05.0,C. Payne enters the game for R. Westbrook,,25,15
73,1,3:05.0,,J. Lamb enters the game for J. Lin,25,15
74,1,2:50.0,D. Waiters makes 3-pt jump shot from 25 ft (assist by K. Durant),,28,15
75,1,2:31.0,,C. Zeller misses 2-pt jump shot from 19 ft,28,15
76,1,2:29.0,Defensive rebound by K. Durant,,28,15
77,1,2:15.0,E. Freedom makes 2-pt jump shot from 16 ft (assist by D. Waiters),,30,15
78,1,2:00.0,,K. Walker makes 2-pt jump shot from 17 ft,30,17
79,1,1:43.0,C. Payne makes 2-pt jump shot from 18 ft,,32,17
80,1,1:30.0,,P. Hairston makes 3-pt jump shot from 25 ft (assist by J. Lamb),32,20
81,1,1:03.0,K. Durant misses 2-pt jump shot from 21 ft,,32,20
82,1,1:01.0,Offensive rebound by N. Collison,,32,20
83,1,0:55.0,Turnover by K. Durant (lost ball; steal by K. Walker),,32,20
84,1,0:50.0,,K. Walker makes 2-pt layup at rim,32,22
85,1,0:36.0,D. Waiters makes 2-pt layup from 1 ft,,34,22
86,1,0:16.0,,K. Walker misses 3-pt jump shot from 24 ft,34,22
87,1,0:15.0,Defensive rebound by K. Durant,,34,22
88,1,0:03.0,Turnover by K. Durant (bad pass; steal by J. Lamb),,34,22
89,1,0:00.0,,J. Lamb misses 3-pt jump shot from 25 ft,34,22
90,1,0:00.0,,Offensive rebound by Team,34,22
91,2,11:35.0,,J. Lamb misses 2-pt jump shot from 18 ft,34,22
92,2,11:34.0,Defensive rebound by N. Collison,,34,22
93,2,11:21.0,C. Payne makes 2-pt jump shot from 17 ft,,36,22
94,2,11:14.0,,Charlotte full timeout,36,22
95,2,10:55.0,,J. Lin misses 2-pt jump shot from 8 ft,36,22
96,2,10:54.0,Defensive rebound by E. Freedom,,36,22
97,2,10:38.0,E. Freedom misses 2-pt jump shot from 8 ft,,36,22
98,2,10:37.0,,Defensive rebound by T. Daniels,36,22
99,2,10:23.0,,Shooting foul by A. Morrow (drawn by J. Lin),36,22
100,2,10:23.0,,J. Lin makes free throw 1 of 2,36,23
101,2,10:23.0,,J. Lin makes free throw 2 of 2,36,24
102,2,10:12.0,Shooting foul by T. Hansbrough (drawn by D. Waiters),,36,24
103,2,10:12.0,D. Waiters misses free throw 1 of 2,,36,24
104,2,10:12.0,Offensive rebound by Team,,36,24
105,2,10:12.0,D. Waiters makes free throw 2 of 2,,37,24
106,2,9:59.0,,J. Lamb makes 3-pt jump shot from 26 ft (assist by J. Lin),37,27
107,2,9:47.0,Personal foul by F. Kaminsky (drawn by E. Freedom),,37,27
108,2,9:40.0,E. Freedom misses 2-pt layup from 1 ft,,37,27
109,2,9:38.0,,Defensive rebound by T. Hansbrough,37,27
110,2,9:38.0,,Personal foul by D. Waiters (drawn by T. Hansbrough),37,27
111,2,9:26.0,,J. Lamb misses 3-pt jump shot from 25 ft,37,27
112,2,9:24.0,,Offensive rebound by T. Hansbrough,37,27
113,2,9:15.0,,F. Kaminsky makes 2-pt dunk at rim (assist by J. Lamb),37,29
114,2,9:02.0,Personal foul by J. Lin (drawn by C. Payne),,37,29
115,2,8:52.0,D. Waiters misses 3-pt jump shot from 23 ft,,37,29
116,2,8:51.0,,Defensive rebound by T. Daniels,37,29
117,2,8:38.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,37,29
118,2,8:37.0,Defensive rebound by C. Payne,,37,29
119,2,8:29.0,C. Payne misses 2-pt jump shot from 19 ft,,37,29
120,2,8:29.0,,Defensive rebound by Team,37,29
121,2,8:29.0,Loose ball foul by N. Collison (drawn by F. Kaminsky),,37,29
122,2,8:29.0,Official timeout,,37,29
123,2,8:29.0,R. Westbrook enters the game for N. Collison,,37,29
124,2,8:29.0,K. Singler enters the game for D. Waiters,,37,29
125,2,8:29.0,S. Ibaka enters the game for C. Payne,,37,29
126,2,8:16.0,,F. Kaminsky makes 2-pt layup from 2 ft,37,31
127,2,8:05.0,A. Morrow makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,40,31
128,2,7:56.0,,Personal foul by A. Morrow (drawn by J. Lin),40,31
129,2,7:46.0,,J. Lamb misses 2-pt layup from 1 ft (block by E. Freedom),40,31
130,2,7:46.0,,Offensive rebound by T. Hansbrough,40,31
131,2,7:46.0,,Shooting foul by A. Morrow (drawn by T. Hansbrough),40,31
132,2,7:46.0,,T. Hansbrough makes free throw 1 of 2,40,32
133,2,7:46.0,K. Durant enters the game for E. Freedom,,40,32
134,2,7:46.0,,P. Hairston enters the game for T. Daniels,40,32
135,2,7:46.0,,T. Hansbrough makes free throw 2 of 2,40,33
136,2,7:37.0,Shooting foul by T. Hansbrough (drawn by R. Westbrook),,40,33
137,2,7:37.0,R. Westbrook makes free throw 1 of 2,,41,33
138,2,7:37.0,R. Westbrook makes free throw 2 of 2,,42,33
139,2,7:28.0,Violation by R. Westbrook (kicked ball),,42,33
140,2,7:25.0,,Personal foul by K. Durant (drawn by J. Lin),42,33
141,2,7:25.0,,J. Lin misses free throw 1 of 2,42,33
142,2,7:25.0,,Offensive rebound by Team,42,33
143,2,7:25.0,,J. Lin makes free throw 2 of 2,42,34
144,2,7:07.0,K. Durant makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,45,34
145,2,6:40.0,,F. Kaminsky misses 2-pt layup from 1 ft (block by S. Ibaka),45,34
146,2,6:38.0,Defensive rebound by A. Morrow,,45,34
147,2,6:30.0,A. Morrow makes 3-pt jump shot from 24 ft (assist by K. Singler),,48,34
