,QUARTER,TIME_REMAINING,TORONTO_ACTION,BOSTON_ACTION,TORONTO_SCORE,BOSTON_SCORE
0,1,11:40.0,,J. Sullinger misses 2-pt layup from 3 ft (block by L. Scola),0,0
1,1,11:38.0,Defensive rebound by C. Joseph,,0,0
2,1,11:29.0,C. Joseph misses 2-pt jump shot from 12 ft,,0,0
3,1,11:28.0,,Defensive rebound by J. Sullinger,0,0
4,1,11:20.0,,I. Thomas makes 2-pt jump shot from 10 ft,0,2
5,1,11:01.0,D. DeRozan makes 2-pt jump shot from 20 ft (assist by N. Powell),,2,2
6,1,10:47.0,,J. Sullinger misses 2-pt layup from 1 ft (block by J. Valančiūnas),2,2
7,1,10:45.0,Defensive rebound by C. Joseph,,2,2
8,1,10:28.0,D. DeRozan misses 2-pt jump shot from 16 ft (block by E. Turner),,2,2
9,1,10:27.0,,Defensive rebound by Team,2,2
10,1,10:07.0,,I. Thomas makes 3-pt jump shot from 24 ft (assist by A. Johnson),2,5
11,1,9:43.0,N. Powell makes 2-pt jump shot from 15 ft,,4,5
12,1,9:27.0,,I. Thomas makes 2-pt jump shot from 4 ft,4,7
13,1,9:17.0,L. Scola makes 3-pt jump shot from 24 ft (assist by C. Joseph),,7,7
14,1,8:59.0,,Shooting foul by L. Scola (drawn by A. Johnson),7,7
15,1,8:59.0,,A. Johnson makes free throw 1 of 2,7,8
16,1,8:59.0,,A. Johnson misses free throw 2 of 2,7,8
17,1,8:58.0,Defensive rebound by J. Valančiūnas,,7,8
18,1,8:47.0,D. DeRozan misses 2-pt jump shot from 13 ft,,7,8
19,1,8:43.0,Offensive rebound by J. Valančiūnas,,7,8
20,1,8:43.0,J. Valančiūnas misses 2-pt layup from 1 ft,,7,8
21,1,8:42.0,,Defensive rebound by J. Sullinger,7,8
22,1,8:35.0,,J. Sullinger makes 2-pt jump shot from 18 ft (assist by A. Bradley),7,10
23,1,8:12.0,J. Valančiūnas misses 2-pt jump shot from 7 ft,,7,10
24,1,8:12.0,,Defensive rebound by A. Johnson,7,10
25,1,8:02.0,,Turnover by A. Bradley (lost ball; steal by D. DeRozan),7,10
26,1,7:58.0,D. DeRozan makes 2-pt layup from 2 ft,,9,10
27,1,7:58.0,Shooting foul by J. Sullinger (drawn by D. DeRozan),,9,10
28,1,7:58.0,D. DeRozan makes free throw 1 of 1,,10,10
29,1,7:46.0,,A. Bradley makes 2-pt dunk at rim (assist by E. Turner),10,12
30,1,7:19.0,C. Joseph makes 2-pt layup from 2 ft,,12,12
31,1,7:02.0,,J. Sullinger makes 3-pt jump shot from 24 ft (assist by A. Bradley),12,15
32,1,6:38.0,L. Scola makes 3-pt jump shot from 24 ft (assist by N. Powell),,15,15
33,1,6:31.0,,Turnover by E. Turner (lost ball; steal by J. Valančiūnas),15,15
34,1,6:25.0,Turnover by N. Powell (traveling),,15,15
35,1,6:07.0,,A. Bradley misses 2-pt jump shot from 18 ft,15,15
36,1,6:06.0,Defensive rebound by J. Valančiūnas,,15,15
37,1,5:51.0,J. Valančiūnas misses 2-pt layup at rim,,15,15
38,1,5:50.0,,Defensive rebound by J. Sullinger,15,15
39,1,5:44.0,,I. Thomas makes 2-pt jump shot from 3 ft (assist by J. Sullinger),15,17
40,1,5:38.0,Toronto full timeout,,15,17
41,1,5:38.0,,M. Smart enters the game for J. Sullinger,15,17
42,1,5:38.0,,K. Olynyk enters the game for A. Bradley,15,17
43,1,5:19.0,C. Joseph makes 2-pt jump shot from 20 ft (assist by D. DeRozan),,17,17
44,1,5:04.0,,A. Johnson makes 2-pt layup from 2 ft,17,19
45,1,4:54.0,N. Powell misses 3-pt jump shot from 23 ft,,17,19
46,1,4:52.0,Offensive rebound by J. Valančiūnas,,17,19
47,1,4:51.0,J. Valančiūnas makes 2-pt dunk at rim,,19,19
48,1,4:33.0,,M. Smart misses 2-pt jump shot from 20 ft,19,19
49,1,4:32.0,Defensive rebound by C. Joseph,,19,19
50,1,4:19.0,D. DeRozan makes 3-pt jump shot from 23 ft (assist by C. Joseph),,22,19
51,1,3:56.0,,E. Turner misses 3-pt jump shot from 22 ft,22,19
52,1,3:55.0,Defensive rebound by J. Valančiūnas,,22,19
53,1,3:44.0,Personal foul by I. Thomas,,22,19
54,1,3:44.0,B. Biyombo enters the game for J. Valančiūnas,,22,19
55,1,3:44.0,T. Ross enters the game for N. Powell,,22,19
56,1,3:35.0,D. DeRozan misses 2-pt jump shot from 16 ft,,22,19
57,1,3:34.0,Offensive rebound by Team,,22,19
58,1,3:34.0,,Loose ball foul by A. Johnson,22,19
59,1,3:25.0,D. DeRozan misses 2-pt jump shot from 15 ft,,22,19
60,1,3:24.0,Offensive rebound by C. Joseph,,22,19
61,1,3:15.0,L. Scola misses 3-pt jump shot from 22 ft,,22,19
62,1,3:14.0,,Defensive rebound by I. Thomas,22,19
63,1,3:09.0,,Shooting foul by C. Joseph (drawn by I. Thomas),22,19
64,1,3:09.0,,I. Thomas makes free throw 1 of 2,22,20
65,1,3:09.0,J. Thompson enters the game for L. Scola,,22,20
66,1,3:09.0,,I. Thomas makes free throw 2 of 2,22,21
67,1,2:46.0,J. Thompson misses 2-pt jump shot from 19 ft,,22,21
68,1,2:45.0,,Defensive rebound by E. Turner,22,21
69,1,2:31.0,,K. Olynyk makes 2-pt jump shot from 12 ft,22,23
70,1,2:11.0,Shooting foul by K. Olynyk (drawn by D. DeRozan),,22,23
71,1,2:11.0,,Boston full timeout,22,23
72,1,2:11.0,D. Wright enters the game for C. Joseph,,22,23
73,1,2:11.0,,T. Rozier enters the game for I. Thomas,22,23
74,1,2:11.0,D. DeRozan makes free throw 1 of 2,,23,23
75,1,2:11.0,D. DeRozan makes free throw 2 of 2,,24,23
76,1,1:58.0,,E. Turner makes 2-pt jump shot from 7 ft,24,25
77,1,1:38.0,T. Ross misses 2-pt jump shot from 17 ft,,24,25
78,1,1:37.0,,Defensive rebound by A. Johnson,24,25
79,1,1:29.0,,M. Smart misses 2-pt jump shot from 11 ft,24,25
80,1,1:28.0,Defensive rebound by B. Biyombo,,24,25
81,1,1:06.0,D. DeRozan misses 2-pt jump shot from 15 ft,,24,25
82,1,1:05.0,Offensive rebound by B. Biyombo,,24,25
83,1,1:04.0,Turnover by Team (shot clock),,24,25
84,1,1:04.0,,T. Zeller enters the game for A. Johnson,24,25
85,1,0:48.0,,M. Smart misses 2-pt jump shot from 7 ft,24,25
86,1,0:47.0,Defensive rebound by B. Biyombo,,24,25
87,1,0:35.0,T. Ross misses 3-pt jump shot from 24 ft,,24,25
88,1,0:34.0,,Defensive rebound by K. Olynyk,24,25
89,1,0:15.0,,E. Turner misses 2-pt layup from 1 ft,24,25
90,1,0:15.0,Defensive rebound by J. Thompson,,24,25
91,1,0:01.0,D. DeRozan misses 2-pt jump shot from 21 ft,,24,25
92,1,0:00.0,,Defensive rebound by T. Rozier,24,25
93,1,0:00.0,,Technical foul by E. Turner,24,25
94,1,0:00.0,T. Ross makes technical free throw,,25,25
95,2,11:38.0,Personal foul by K. Olynyk,,25,25
96,2,11:28.0,T. Ross misses 2-pt jump shot from 16 ft,,25,25
97,2,11:27.0,Offensive rebound by J. Thompson,,25,25
98,2,11:21.0,J. Thompson makes 2-pt jump shot from 4 ft,,27,25
99,2,11:08.0,,Shooting foul by J. Thompson (drawn by K. Olynyk),27,25
100,2,11:08.0,,K. Olynyk misses free throw 1 of 2,27,25
101,2,11:08.0,,Offensive rebound by Team,27,25
102,2,11:08.0,,K. Olynyk makes free throw 2 of 2,27,26
103,2,10:54.0,D. Wright misses 2-pt layup from 2 ft,,27,26
104,2,10:53.0,,Defensive rebound by T. Zeller,27,26
105,2,10:46.0,,M. Smart misses 2-pt layup from 2 ft (block by B. Biyombo),27,26
106,2,10:45.0,Defensive rebound by D. Wright,,27,26
107,2,10:34.0,C. Joseph misses 2-pt layup from 2 ft,,27,26
108,2,10:33.0,,Defensive rebound by T. Rozier,27,26
109,2,10:23.0,,Shooting foul by B. Biyombo (drawn by T. Zeller),27,26
110,2,10:23.0,,T. Zeller makes free throw 1 of 2,27,27
111,2,10:23.0,,J. Jerebko enters the game for K. Olynyk,27,27
112,2,10:23.0,,T. Zeller makes free throw 2 of 2,27,28
113,2,10:10.0,D. Wright makes 2-pt layup from 1 ft,,29,28
114,2,9:54.0,,M. Smart misses 2-pt jump shot from 5 ft,29,28
115,2,9:52.0,Defensive rebound by D. Wright,,29,28
116,2,9:33.0,D. Wright misses 2-pt jump shot from 13 ft,,29,28
117,2,9:32.0,Offensive rebound by B. Biyombo,,29,28
118,2,9:29.0,B. Biyombo misses 2-pt layup from 1 ft (block by J. Jerebko),,29,28
119,2,9:28.0,,Defensive rebound by A. Bradley,29,28
120,2,9:21.0,,T. Rozier makes 3-pt jump shot from 24 ft (assist by M. Smart),29,31
121,2,9:09.0,C. Joseph makes 2-pt layup from 1 ft,,31,31
122,2,8:55.0,,M. Smart misses 3-pt jump shot from 25 ft,31,31
123,2,8:54.0,Defensive rebound by D. Wright,,31,31
124,2,8:42.0,B. Biyombo misses 2-pt jump shot from 6 ft,,31,31
125,2,8:41.0,,Defensive rebound by A. Bradley,31,31
126,2,8:33.0,,A. Bradley misses 2-pt jump shot from 16 ft,31,31
127,2,8:32.0,Defensive rebound by Team,,31,31
128,2,8:32.0,Official timeout,,31,31
129,2,8:20.0,B. Biyombo misses 2-pt layup from 2 ft,,31,31
130,2,8:19.0,,Defensive rebound by T. Rozier,31,31
131,2,8:04.0,,T. Rozier makes 2-pt layup from 2 ft,31,33
132,2,8:04.0,,Shooting foul by C. Joseph (drawn by T. Rozier),31,33
133,2,8:04.0,,T. Rozier misses free throw 1 of 1,31,33
134,2,8:04.0,Defensive rebound by B. Biyombo,,31,33
135,2,7:40.0,C. Joseph misses 2-pt layup from 2 ft,,31,33
136,2,7:39.0,Offensive rebound by Team,,31,33
137,2,7:39.0,D. DeRozan enters the game for C. Joseph,,31,33
138,2,7:31.0,D. Wright misses 2-pt layup from 2 ft,,31,33
139,2,7:31.0,,Defensive rebound by T. Zeller,31,33
140,2,7:18.0,,Turnover by T. Rozier (lost ball; steal by T. Ross),31,33
141,2,7:12.0,T. Ross makes 2-pt layup at rim,,33,33
142,2,6:44.0,,J. Jerebko misses 3-pt jump shot from 24 ft,33,33
143,2,6:43.0,Defensive rebound by B. Biyombo,,33,33
144,2,6:33.0,Turnover by D. Wright (bad pass),,33,33
145,2,6:33.0,,J. Sullinger enters the game for T. Zeller,33,33
146,2,6:17.0,L. Scola enters the game for J. Thompson,,33,33
147,2,6:17.0,J. Valančiūnas enters the game for B. Biyombo,,33,33
148,2,6:17.0,,Boston full timeout,33,33
149,2,6:17.0,,I. Thomas enters the game for M. Smart,33,33
150,2,6:12.0,,J. Sullinger makes 2-pt jump shot from 20 ft (assist by T. Rozier),33,35
151,2,5:43.0,D. Wright makes 2-pt layup from 2 ft,,35,35
152,2,5:32.0,,Shooting foul by L. Scola (drawn by J. Jerebko),35,35
153,2,5:32.0,,J. Jerebko misses free throw 1 of 2,35,35
154,2,5:32.0,,Offensive rebound by Team,35,35
155,2,5:32.0,,E. Turner enters the game for T. Rozier,35,35
156,2,5:32.0,,J. Jerebko makes free throw 2 of 2,35,36
157,2,5:13.0,J. Valančiūnas makes 2-pt hook shot from 3 ft,,37,36
158,2,5:02.0,,Turnover by J. Sullinger (bad pass),37,36
159,2,5:02.0,,A. Johnson enters the game for J. Jerebko,37,36
160,2,4:51.0,T. Ross makes 2-pt jump shot from 15 ft (assist by L. Scola),,39,36
161,2,4:37.0,,A. Johnson makes 2-pt layup from 1 ft (assist by E. Turner),39,38
162,2,4:20.0,J. Valančiūnas makes 2-pt jump shot from 11 ft,,41,38
163,2,4:08.0,,J. Sullinger misses 2-pt jump shot from 22 ft,41,38
164,2,4:07.0,,Offensive rebound by A. Johnson,41,38
165,2,4:06.0,,A. Johnson misses 2-pt layup from 2 ft,41,38
166,2,4:05.0,Defensive rebound by D. Wright,,41,38
167,2,3:57.0,T. Ross misses 3-pt jump shot from 23 ft,,41,38
168,2,3:56.0,,Defensive rebound by J. Sullinger,41,38
169,2,3:47.0,,I. Thomas misses 2-pt layup from 2 ft,41,38
170,2,3:46.0,,Offensive rebound by Team,41,38
171,2,3:40.0,,Personal foul by T. Ross,41,38
172,2,3:40.0,,J. Sullinger makes free throw 1 of 2,41,39
173,2,3:40.0,,J. Sullinger makes free throw 2 of 2,41,40
174,2,3:23.0,Turnover by L. Scola (lost ball; steal by E. Turner),,41,40
175,2,3:15.0,,I. Thomas misses 2-pt layup from 2 ft (block by J. Valančiūnas),41,40
176,2,3:14.0,,Offensive rebound by A. Johnson,41,40
177,2,3:14.0,,Personal foul by T. Ross,41,40
178,2,3:14.0,,A. Johnson misses free throw 1 of 2,41,40
179,2,3:14.0,,Offensive rebound by Team,41,40
180,2,3:14.0,,A. Johnson misses free throw 2 of 2,41,40
181,2,3:14.0,Defensive rebound by L. Scola,,41,40
182,2,3:06.0,Toronto full timeout,,41,40
183,2,3:06.0,C. Joseph enters the game for D. Wright,,41,40
