,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,WASHINGTON_ACTION,PHILADELPHIA_SCORE,WASHINGTON_SCORE
60,1,4:38.0,,Defensive rebound by B. Beal,12,22
61,1,4:32.0,,B. Beal makes 2-pt layup from 1 ft,12,24
62,1,4:23.0,I. Smith misses 2-pt jump shot from 9 ft,,12,24
63,1,4:22.0,,Defensive rebound by J. Dudley,12,24
64,1,4:13.0,,J. Wall misses 3-pt jump shot from 26 ft,12,24
65,1,4:12.0,Defensive rebound by I. Smith,,12,24
66,1,4:03.0,Turnover by J. Grant (lost ball; steal by J. Wall),,12,24
67,1,3:58.0,,B. Beal misses 2-pt layup from 1 ft (block by I. Smith),12,24
68,1,3:56.0,,Offensive rebound by B. Beal,12,24
69,1,3:55.0,,B. Beal misses 2-pt jump shot from 4 ft,12,24
70,1,3:54.0,Defensive rebound by J. Grant,,12,24
71,1,3:36.0,J. Okafor misses 2-pt layup from 2 ft,,12,24
72,1,3:35.0,,Defensive rebound by M. Gortat,12,24
73,1,3:30.0,,J. Wall makes 2-pt layup at rim,12,26
74,1,3:22.0,Philadelphia full timeout,,12,26
75,1,3:22.0,,D. Gooden enters the game for J. Dudley,12,26
76,1,3:22.0,,G. Neal enters the game for B. Beal,12,26
77,1,3:22.0,I. Canaan enters the game for R. Covington,,12,26
78,1,3:07.0,I. Smith misses 2-pt jump shot from 20 ft,,12,26
79,1,3:06.0,,Defensive rebound by M. Gortat,12,26
80,1,2:46.0,,D. Gooden makes 2-pt jump shot from 6 ft,12,28
81,1,2:31.0,J. Okafor makes 2-pt jump shot from 12 ft (assist by I. Canaan),,14,28
82,1,2:19.0,,J. Wall makes 3-pt jump shot from 26 ft,14,31
83,1,2:05.0,H. Thompson misses 3-pt jump shot from 26 ft,,14,31
84,1,2:04.0,Offensive rebound by J. Okafor,,14,31
85,1,1:56.0,,Washington full timeout,14,31
86,1,1:56.0,T. McConnell enters the game for I. Smith,,14,31
87,1,1:56.0,,R. Sessions enters the game for J. Wall,14,31
88,1,1:43.0,Personal foul by R. Sessions (drawn by T. McConnell),,14,31
89,1,1:37.0,Shooting foul by D. Gooden (drawn by J. Grant),,14,31
90,1,1:37.0,J. Grant makes free throw 1 of 2,,15,31
91,1,1:37.0,J. Grant makes free throw 2 of 2,,16,31
92,1,1:17.0,,Shooting foul by J. Okafor (drawn by G. Neal),16,31
93,1,1:17.0,,G. Neal makes free throw 1 of 2,16,32
94,1,1:17.0,C. Landry enters the game for J. Okafor,,16,32
95,1,1:17.0,,G. Neal misses free throw 2 of 2,16,32
96,1,1:16.0,Defensive rebound by C. Landry,,16,32
97,1,1:04.0,I. Canaan misses 2-pt jump shot from 19 ft,,16,32
98,1,1:03.0,,Defensive rebound by G. Neal,16,32
99,1,0:56.0,,G. Neal makes 2-pt jump shot from 19 ft,16,34
100,1,0:45.0,T. McConnell misses 2-pt jump shot from 12 ft,,16,34
101,1,0:44.0,,Defensive rebound by D. Gooden,16,34
102,1,0:27.0,,G. Temple makes 2-pt jump shot from 10 ft (assist by M. Gortat),16,36
103,1,0:05.0,C. Landry makes 2-pt layup from 2 ft (assist by J. Grant),,18,36
104,1,0:01.0,,G. Neal makes 2-pt jump shot from 13 ft (assist by R. Sessions),18,38
105,2,11:45.0,,Shooting foul by T. McConnell (drawn by D. Blair),18,38
106,2,11:45.0,,D. Blair misses free throw 1 of 2,18,38
107,2,11:45.0,,Offensive rebound by Team,18,38
108,2,11:45.0,N. Noel enters the game for C. Landry,,18,38
109,2,11:45.0,,D. Blair misses free throw 2 of 2,18,38
110,2,11:44.0,Defensive rebound by I. Canaan,,18,38
111,2,11:31.0,H. Thompson makes 2-pt jump shot from 3 ft,,20,38
112,2,11:25.0,,Shooting block foul by J. Grant (drawn by G. Temple),20,38
113,2,11:25.0,,G. Temple misses free throw 1 of 2,20,38
114,2,11:25.0,,Offensive rebound by Team,20,38
115,2,11:25.0,,G. Temple makes free throw 2 of 2,20,39
116,2,11:14.0,Def 3 sec tech foul by G. Temple,,20,39
117,2,11:14.0,I. Canaan makes technical free throw,,21,39
118,2,11:04.0,N. Noel makes 2-pt dunk at rim (assist by T. McConnell),,23,39
119,2,10:51.0,,R. Sessions misses 3-pt jump shot from 26 ft,23,39
120,2,10:50.0,Defensive rebound by J. Grant,,23,39
121,2,10:43.0,Shooting foul by D. Blair (drawn by J. Grant),,23,39
122,2,10:43.0,J. Grant misses free throw 1 of 2,,23,39
123,2,10:43.0,Offensive rebound by Team,,23,39
124,2,10:43.0,J. Grant misses free throw 2 of 2,,23,39
125,2,10:43.0,,Defensive rebound by R. Sessions,23,39
126,2,10:29.0,R. Covington enters the game for J. Grant,,23,39
127,2,10:19.0,,D. Gooden makes 2-pt dunk at rim (assist by G. Neal),23,41
128,2,10:04.0,Shooting foul by D. Gooden (drawn by I. Canaan),,23,41
129,2,10:04.0,I. Canaan makes free throw 1 of 2,,24,41
130,2,10:04.0,,O. Porter enters the game for D. Gooden,24,41
131,2,10:04.0,I. Canaan makes free throw 2 of 2,,25,41
132,2,9:50.0,,G. Neal makes 2-pt layup from 2 ft,25,43
133,2,9:32.0,T. McConnell makes 2-pt jump shot from 5 ft,,27,43
134,2,9:22.0,,R. Sessions misses 2-pt jump shot from 3 ft,27,43
135,2,9:21.0,Defensive rebound by N. Noel,,27,43
136,2,9:16.0,Philadelphia full timeout,,27,43
137,2,9:07.0,T. McConnell makes 2-pt jump shot from 6 ft,,29,43
138,2,8:48.0,,G. Neal misses 2-pt jump shot from 17 ft,29,43
139,2,8:47.0,Defensive rebound by R. Covington,,29,43
140,2,8:37.0,R. Covington misses 3-pt jump shot from 25 ft,,29,43
141,2,8:36.0,,Defensive rebound by D. Blair,29,43
142,2,8:29.0,,D. Blair misses 2-pt layup from 1 ft,29,43
143,2,8:28.0,Defensive rebound by T. McConnell,,29,43
144,2,8:21.0,H. Thompson misses 3-pt jump shot from 26 ft,,29,43
145,2,8:20.0,Offensive rebound by N. Noel,,29,43
146,2,8:17.0,N. Noel misses 2-pt jump shot from 7 ft,,29,43
147,2,8:17.0,Offensive rebound by Team,,29,43
148,2,8:17.0,N. Stauskas enters the game for H. Thompson,,29,43
149,2,8:14.0,I. Canaan makes 3-pt jump shot from 24 ft (assist by T. McConnell),,32,43
150,2,8:06.0,,G. Neal misses 3-pt jump shot from 27 ft,32,43
151,2,8:04.0,Defensive rebound by R. Covington,,32,43
152,2,7:57.0,Turnover by I. Canaan (bad pass; steal by G. Neal),,32,43
153,2,7:44.0,,G. Neal makes 2-pt jump shot from 13 ft,32,45
154,2,7:32.0,Turnover by R. Covington (bad pass; steal by O. Porter),,32,45
155,2,7:28.0,,Shooting foul by I. Canaan (drawn by G. Temple),32,45
156,2,7:28.0,,G. Temple misses free throw 1 of 2,32,45
157,2,7:28.0,,Offensive rebound by Team,32,45
158,2,7:28.0,,M. Gortat enters the game for D. Blair,32,45
159,2,7:28.0,,J. Wall enters the game for R. Sessions,32,45
160,2,7:28.0,,G. Temple makes free throw 2 of 2,32,46
161,2,7:05.0,N. Noel misses 2-pt layup at rim,,32,46
162,2,7:04.0,,Defensive rebound by G. Neal,32,46
163,2,6:58.0,,O. Porter misses 3-pt jump shot from 27 ft,32,46
164,2,6:57.0,,Offensive rebound by M. Gortat,32,46
165,2,6:57.0,,Personal foul by N. Stauskas (drawn by M. Gortat),32,46
166,2,6:57.0,,J. Dudley enters the game for O. Porter,32,46
167,2,6:48.0,,M. Gortat makes 2-pt hook shot from 4 ft (assist by G. Neal),32,48
168,2,6:31.0,N. Stauskas makes 3-pt jump shot from 26 ft (assist by N. Noel),,35,48
169,2,6:08.0,,Turnover by J. Dudley (bad pass; steal by T. McConnell),35,48
170,2,6:01.0,N. Stauskas misses 3-pt jump shot from 24 ft,,35,48
171,2,6:00.0,,Defensive rebound by J. Wall,35,48
172,2,5:46.0,,J. Wall misses 2-pt jump shot from 8 ft,35,48
173,2,5:45.0,Defensive rebound by R. Covington,,35,48
174,2,5:37.0,Turnover by T. McConnell (bad pass; steal by G. Neal),,35,48
175,2,5:31.0,,G. Neal misses 2-pt jump shot from 6 ft,35,48
176,2,5:30.0,Defensive rebound by N. Stauskas,,35,48
177,2,5:20.0,I. Canaan makes 2-pt layup from 2 ft,,37,48
178,2,5:11.0,,Washington full timeout,37,48
179,2,5:11.0,I. Smith enters the game for R. Covington,,37,48
180,2,5:11.0,J. Grant enters the game for N. Noel,,37,48
181,2,5:11.0,J. Okafor enters the game for T. McConnell,,37,48
182,2,5:11.0,,B. Beal enters the game for G. Neal,37,48
183,2,4:57.0,,M. Gortat makes 2-pt layup from 1 ft,37,50
184,2,4:44.0,I. Canaan misses 3-pt jump shot from 30 ft,,37,50
185,2,4:43.0,,Defensive rebound by J. Wall,37,50
186,2,4:33.0,,G. Temple makes 2-pt layup at rim (assist by J. Dudley),37,52
187,2,4:14.0,J. Okafor misses 2-pt jump shot from 17 ft,,37,52
188,2,4:13.0,,Defensive rebound by J. Wall,37,52
189,2,4:06.0,,J. Wall makes 2-pt layup at rim,37,54
190,2,4:04.0,Philadelphia full timeout,,37,54
191,2,4:04.0,H. Thompson enters the game for I. Canaan,,37,54
192,2,3:44.0,I. Smith misses 2-pt jump shot from 13 ft,,37,54
193,2,3:43.0,Offensive rebound by J. Grant,,37,54
194,2,3:38.0,I. Smith makes 2-pt jump shot from 10 ft (assist by J. Grant),,39,54
195,2,3:33.0,,Turnover by M. Gortat (lost ball),39,54
196,2,3:11.0,I. Smith misses 2-pt jump shot from 19 ft,,39,54
197,2,3:11.0,,Defensive rebound by Team,39,54
198,2,3:11.0,Loose ball foul by J. Okafor (drawn by M. Gortat),,39,54
199,2,3:11.0,,M. Gortat misses free throw 1 of 2,39,54
200,2,3:11.0,,Offensive rebound by Team,39,54
201,2,3:11.0,N. Noel enters the game for J. Okafor,,39,54
202,2,3:11.0,,M. Gortat makes free throw 2 of 2,39,55
203,2,3:05.0,Personal foul by G. Temple (drawn by H. Thompson),,39,55
204,2,2:56.0,N. Stauskas misses 2-pt jump shot from 20 ft,,39,55
205,2,2:55.0,,Defensive rebound by J. Wall,39,55
206,2,2:49.0,,Shooting foul by N. Stauskas (drawn by J. Wall),39,55
207,2,2:49.0,,J. Wall misses free throw 1 of 2,39,55
208,2,2:49.0,,Offensive rebound by Team,39,55
209,2,2:49.0,I. Canaan enters the game for N. Stauskas,,39,55
210,2,2:49.0,,J. Wall makes free throw 2 of 2,39,56
211,2,2:41.0,Personal foul by G. Temple (drawn by I. Smith),,39,56
212,2,2:31.0,N. Noel misses 2-pt layup at rim (block by M. Gortat),,39,56
213,2,2:30.0,Offensive rebound by Team,,39,56
214,2,2:21.0,J. Grant makes 2-pt dunk at rim (assist by N. Noel),,41,56
215,2,2:02.0,,B. Beal misses 3-pt jump shot from 23 ft,41,56
216,2,2:01.0,Defensive rebound by N. Noel,,41,56
217,2,1:50.0,Personal foul by M. Gortat (drawn by N. Noel),,41,56
218,2,1:50.0,N. Noel misses free throw 1 of 2,,41,56
219,2,1:50.0,Offensive rebound by Team,,41,56
220,2,1:50.0,N. Noel makes free throw 2 of 2,,42,56
221,2,1:37.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),42,58
222,2,1:21.0,Turnover by I. Canaan (lost ball),,42,58
223,2,1:21.0,,D. Gooden enters the game for M. Gortat,42,58
224,2,1:00.0,,B. Beal makes 2-pt layup at rim,42,60
225,2,0:54.0,N. Noel makes 2-pt dunk at rim (assist by I. Smith),,44,60
226,2,0:38.0,,D. Gooden misses 2-pt jump shot from 20 ft,44,60
227,2,0:37.0,Defensive rebound by I. Smith,,44,60
228,2,0:30.0,I. Canaan makes 3-pt jump shot from 23 ft (assist by I. Smith),,47,60
229,2,0:21.0,,Washington full timeout,47,60
230,2,0:11.0,,D. Gooden misses 2-pt layup from 1 ft (block by N. Noel),47,60
231,2,0:08.0,Defensive rebound by I. Smith,,47,60
232,2,0:02.0,I. Smith misses 3-pt jump shot from 25 ft,,47,60
233,2,0:00.0,Offensive rebound by Team,,47,60
234,3,11:41.0,,O. Porter makes 3-pt jump shot from 26 ft (assist by J. Wall),47,63
235,3,11:24.0,Turnover by N. Stauskas (bad pass),,47,63
236,3,11:01.0,,J. Wall misses 2-pt jump shot from 21 ft,47,63
237,3,11:00.0,Defensive rebound by N. Stauskas,,47,63
238,3,10:49.0,R. Covington misses 2-pt jump shot from 18 ft,,47,63
239,3,10:48.0,,Defensive rebound by J. Wall,47,63
240,3,10:38.0,,J. Dudley makes 3-pt jump shot from 27 ft (assist by B. Beal),47,66
241,3,10:37.0,Philadelphia full timeout,,47,66
242,3,10:18.0,J. Okafor misses 2-pt jump shot from 10 ft,,47,66
243,3,10:17.0,,Defensive rebound by J. Wall,47,66
244,3,10:10.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),47,68
245,3,10:00.0,I. Smith makes 2-pt jump shot from 16 ft,,49,68
246,3,9:53.0,,Turnover by J. Wall (lost ball; steal by N. Noel),49,68
247,3,9:49.0,Offensive foul by J. Okafor (drawn by J. Dudley),,49,68
248,3,9:49.0,Turnover by J. Okafor (offensive foul),,49,68
249,3,9:37.0,,J. Dudley makes 2-pt jump shot from 19 ft (assist by J. Wall),49,70
250,3,9:24.0,I. Smith makes 2-pt jump shot from 19 ft,,51,70
251,3,9:08.0,,Turnover by J. Wall (bad pass),51,70
252,3,9:08.0,J. Grant enters the game for J. Okafor,,51,70
253,3,8:52.0,I. Smith misses 2-pt layup at rim,,51,70
254,3,8:50.0,,Defensive rebound by M. Gortat,51,70
255,3,8:45.0,,Turnover by J. Dudley (bad pass),51,70
256,3,8:33.0,Personal foul by M. Gortat (drawn by N. Noel),,51,70
257,3,8:24.0,Turnover by I. Smith (lost ball; steal by J. Wall),,51,70
258,3,8:20.0,,Turnover by M. Gortat (bad pass; steal by I. Smith),51,70
259,3,8:13.0,R. Covington misses 3-pt jump shot from 25 ft,,51,70
260,3,8:11.0,,Defensive rebound by M. Gortat,51,70
261,3,8:00.0,,Turnover by B. Beal (bad pass; steal by N. Stauskas),51,70
262,3,7:49.0,J. Grant misses 2-pt jump shot from 10 ft (block by J. Dudley),,51,70
263,3,7:49.0,,Defensive rebound by Team,51,70
264,3,7:44.0,,B. Beal makes 2-pt dunk at rim (assist by J. Dudley),51,72
265,3,7:28.0,R. Covington misses 3-pt jump shot from 29 ft,,51,72
266,3,7:26.0,,Defensive rebound by J. Wall,51,72
267,3,7:23.0,,B. Beal makes 2-pt dunk at rim (assist by J. Wall),51,74
268,3,7:23.0,Philadelphia full timeout,,51,74
269,3,7:23.0,I. Canaan enters the game for R. Covington,,51,74
270,3,7:09.0,I. Smith misses 2-pt jump shot from 6 ft,,51,74
271,3,7:08.0,,Defensive rebound by M. Gortat,51,74
272,3,6:48.0,,O. Porter misses 3-pt jump shot from 23 ft,51,74
273,3,6:47.0,Defensive rebound by N. Stauskas,,51,74
274,3,6:35.0,Turnover by N. Stauskas (bad pass; steal by J. Dudley),,51,74
275,3,6:28.0,,M. Gortat makes 2-pt layup at rim (assist by J. Wall),51,76
276,3,6:09.0,Def 3 sec tech foul by M. Gortat,,51,76
277,3,6:09.0,I. Canaan makes technical free throw,,52,76
278,3,6:03.0,Turnover by I. Smith (lost ball),,52,76
279,3,5:40.0,,M. Gortat misses 2-pt layup from 1 ft,52,76
280,3,5:39.0,Defensive rebound by N. Noel,,52,76
281,3,5:21.0,I. Smith makes 2-pt layup at rim (assist by J. Grant),,54,76
282,3,5:07.0,,O. Porter misses 2-pt layup from 1 ft (block by N. Noel),54,76
283,3,5:04.0,Defensive rebound by I. Smith,,54,76
284,3,4:48.0,I. Canaan misses 3-pt jump shot from 24 ft,,54,76
285,3,4:47.0,,Defensive rebound by J. Wall,54,76
286,3,4:37.0,,J. Wall misses 2-pt jump shot from 20 ft,54,76
287,3,4:35.0,Defensive rebound by I. Canaan,,54,76
288,3,4:27.0,I. Smith makes 2-pt jump shot from 4 ft (assist by N. Stauskas),,56,76
289,3,4:15.0,,O. Porter misses 3-pt jump shot from 26 ft,56,76
290,3,4:14.0,Defensive rebound by J. Grant,,56,76
291,3,4:03.0,Shooting foul by O. Porter (drawn by N. Noel),,56,76
292,3,4:03.0,N. Noel makes free throw 1 of 2,,57,76
293,3,4:03.0,H. Thompson enters the game for N. Stauskas,,57,76
294,3,4:03.0,,R. Sessions enters the game for J. Wall,57,76
295,3,4:03.0,N. Noel makes free throw 2 of 2,,58,76
296,3,3:54.0,,Turnover by O. Porter (bad pass; steal by I. Smith),58,76
297,3,3:50.0,I. Smith makes 2-pt layup from 1 ft,,60,76
298,3,3:50.0,,Washington full timeout,60,76
299,3,3:50.0,J. Okafor enters the game for N. Noel,,60,76
300,3,3:44.0,,J. Dudley misses 3-pt jump shot from 23 ft,60,76
301,3,3:43.0,,Offensive rebound by M. Gortat,60,76
302,3,3:39.0,,J. Dudley misses 2-pt layup from 2 ft (block by J. Grant),60,76
303,3,3:38.0,,Offensive rebound by O. Porter,60,76
304,3,3:21.0,,M. Gortat misses 2-pt jump shot from 3 ft (block by J. Grant),60,76
305,3,3:20.0,,Offensive rebound by Team,60,76
306,3,3:20.0,,Turnover by Team (shot clock),60,76
307,3,3:04.0,I. Smith makes 2-pt layup from 1 ft (assist by J. Grant),,62,76
308,3,2:46.0,,O. Porter makes 2-pt layup from 1 ft (assist by M. Gortat),62,78
309,3,2:31.0,I. Smith makes 2-pt layup from 1 ft,,64,78
310,3,2:17.0,,M. Gortat makes 2-pt jump shot from 15 ft (assist by J. Dudley),64,80
311,3,1:55.0,J. Okafor misses 2-pt jump shot from 3 ft,,64,80
312,3,1:54.0,Offensive rebound by J. Grant,,64,80
313,3,1:53.0,J. Grant makes 2-pt dunk at rim,,66,80
314,3,1:47.0,,Turnover by R. Sessions (bad pass; steal by I. Smith),66,80
315,3,1:40.0,I. Canaan makes 3-pt jump shot from 26 ft (assist by I. Smith),,69,80
316,3,1:24.0,,B. Beal misses 2-pt jump shot from 15 ft,69,80
317,3,1:24.0,,Offensive rebound by O. Porter,69,80
318,3,1:19.0,,R. Sessions misses 3-pt jump shot from 26 ft,69,80
319,3,1:18.0,Defensive rebound by I. Smith,,69,80
320,3,1:04.0,I. Smith misses 2-pt jump shot from 6 ft,,69,80
321,3,1:04.0,,Defensive rebound by Team,69,80
322,3,1:04.0,Loose ball foul by J. Okafor (drawn by R. Sessions),,69,80
323,3,1:04.0,,G. Temple enters the game for B. Beal,69,80
324,3,1:04.0,N. Noel enters the game for J. Okafor,,69,80
325,3,0:53.0,,M. Gortat misses 2-pt layup at rim (block by N. Noel),69,80
326,3,0:51.0,,Offensive rebound by R. Sessions,69,80
327,3,0:47.0,,Turnover by J. Dudley (bad pass; steal by I. Canaan),69,80
328,3,0:40.0,I. Canaan misses 2-pt jump shot from 7 ft,,69,80
329,3,0:39.0,,Defensive rebound by J. Dudley,69,80
330,3,0:36.0,,Shooting foul by N. Noel (drawn by R. Sessions),69,80
331,3,0:36.0,,R. Sessions makes free throw 1 of 2,69,81
332,3,0:36.0,,D. Gooden enters the game for J. Dudley,69,81
333,3,0:36.0,,G. Neal enters the game for M. Gortat,69,81
334,3,0:36.0,N. Stauskas enters the game for J. Grant,,69,81
335,3,0:36.0,,R. Sessions makes free throw 2 of 2,69,82
336,3,0:18.0,N. Stauskas makes 3-pt jump shot from 24 ft (assist by I. Smith),,72,82
337,3,0:03.0,,Turnover by R. Sessions (traveling),72,82
338,4,11:45.0,H. Thompson misses 3-pt jump shot from 26 ft,,72,82
339,4,11:44.0,,Defensive rebound by R. Sessions,72,82
340,4,11:25.0,,Offensive foul by G. Temple (drawn by I. Canaan),72,82
341,4,11:25.0,,Turnover by G. Temple (offensive foul),72,82
342,4,11:11.0,Offensive foul by J. Grant (drawn by G. Temple),,72,82
343,4,11:11.0,Turnover by J. Grant (offensive foul),,72,82
344,4,10:52.0,,G. Neal makes 2-pt jump shot from 8 ft (assist by R. Sessions),72,84
345,4,10:33.0,J. Grant misses 2-pt jump shot from 5 ft (block by O. Porter),,72,84
346,4,10:31.0,,Defensive rebound by O. Porter,72,84
347,4,10:27.0,,R. Sessions makes 2-pt layup at rim (assist by O. Porter),72,86
348,4,10:04.0,I. Canaan makes 3-pt jump shot from 28 ft,,75,86
349,4,9:46.0,,O. Porter misses 3-pt jump shot from 26 ft,75,86
350,4,9:45.0,Defensive rebound by N. Noel,,75,86
351,4,9:33.0,I. Canaan misses 3-pt jump shot from 25 ft,,75,86
352,4,9:32.0,Offensive rebound by Team,,75,86
353,4,9:32.0,,Loose ball foul by G. Neal (drawn by J. Grant),75,86
354,4,9:32.0,,J. Wall enters the game for R. Sessions,75,86
355,4,9:22.0,Turnover by N. Noel (traveling),,75,86
356,4,9:12.0,,D. Gooden misses 3-pt jump shot from 26 ft,75,86
357,4,9:11.0,Defensive rebound by N. Noel,,75,86
358,4,9:02.0,H. Thompson misses 3-pt jump shot from 24 ft,,75,86
359,4,9:01.0,,Defensive rebound by J. Wall,75,86
360,4,8:41.0,,G. Neal misses 3-pt jump shot from 27 ft,75,86
361,4,8:40.0,Defensive rebound by N. Noel,,75,86
362,4,8:33.0,Turnover by I. Canaan (lost ball),,75,86
363,4,8:33.0,Official timeout,,75,86
364,4,8:21.0,,J. Wall misses 3-pt jump shot from 23 ft,75,86
365,4,8:19.0,Defensive rebound by T. McConnell,,75,86
366,4,8:15.0,,B. Beal enters the game for G. Neal,75,86
367,4,8:15.0,,J. Dudley enters the game for O. Porter,75,86
368,4,8:01.0,T. McConnell makes 2-pt jump shot from 18 ft,,77,86
369,4,7:37.0,,J. Dudley makes 2-pt jump shot from 17 ft (assist by J. Wall),77,88
370,4,7:20.0,H. Thompson misses 3-pt jump shot from 25 ft,,77,88
371,4,7:19.0,,Defensive rebound by Team,77,88
372,4,7:18.0,N. Stauskas enters the game for J. Grant,,77,88
373,4,6:59.0,,B. Beal makes 2-pt jump shot from 14 ft,77,90
374,4,6:46.0,T. McConnell makes 3-pt jump shot from 26 ft (assist by N. Noel),,80,90
375,4,6:29.0,,J. Dudley makes 2-pt jump shot from 7 ft (assist by G. Temple),80,92
376,4,6:12.0,N. Stauskas makes 3-pt jump shot from 26 ft (assist by T. McConnell),,83,92
377,4,6:01.0,,Shooting foul by N. Noel (drawn by J. Dudley),83,92
378,4,6:01.0,,J. Dudley misses free throw 1 of 2,83,92
379,4,6:01.0,,Offensive rebound by Team,83,92
380,4,6:01.0,,M. Gortat enters the game for D. Gooden,83,92
381,4,6:01.0,I. Smith enters the game for I. Canaan,,83,92
382,4,6:01.0,J. Okafor enters the game for N. Noel,,83,92
383,4,6:01.0,,J. Dudley makes free throw 2 of 2,83,93
384,4,5:52.0,Personal foul by M. Gortat (drawn by J. Okafor),,83,93
385,4,5:52.0,,Washington full timeout,83,93
386,4,5:38.0,I. Smith misses 2-pt jump shot from 16 ft,,83,93
387,4,5:37.0,,Defensive rebound by J. Wall,83,93
388,4,5:24.0,,B. Beal makes 2-pt dunk at rim (assist by J. Wall),83,95
389,4,5:04.0,J. Okafor makes 2-pt layup from 1 ft (assist by T. McConnell),,85,95
390,4,4:38.0,,J. Wall makes 3-pt jump shot from 26 ft (assist by M. Gortat),85,98
391,4,4:21.0,Personal foul by J. Wall (drawn by J. Okafor),,85,98
