,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,DALLAS_ACTION,GOLDEN STATE_SCORE,DALLAS_SCORE
38,1,5:44.0,S. Livingston misses 2-pt jump shot from 9 ft,,10,14
39,1,5:44.0,,Defensive rebound by Team,10,14
40,1,5:44.0,Loose ball foul by D. Green (drawn by W. Matthews),,10,14
41,1,5:44.0,,Dallas full timeout,10,14
42,1,5:44.0,,D. Harris enters the game for C. Parsons,10,14
43,1,5:44.0,,D. Powell enters the game for D. Nowitzki,10,14
44,1,5:44.0,A. Iguodala enters the game for B. Rush,,10,14
45,1,5:30.0,,W. Matthews misses 2-pt jump shot from 18 ft,10,14
46,1,5:29.0,Defensive rebound by A. Bogut,,10,14
47,1,5:10.0,Shooting foul by D. Powell (drawn by S. Livingston),,10,14
48,1,5:10.0,S. Livingston makes free throw 1 of 2,,11,14
49,1,5:10.0,S. Livingston makes free throw 2 of 2,,12,14
50,1,4:55.0,,Z. Pachulia makes 2-pt hook shot from 5 ft,12,16
51,1,4:35.0,Turnover by D. Green (bad pass; steal by J. Barea),,12,16
52,1,4:27.0,,J. Barea makes 2-pt jump shot from 13 ft,12,18
53,1,4:07.0,D. Green misses 2-pt jump shot from 19 ft,,12,18
54,1,4:06.0,,Defensive rebound by Z. Pachulia,12,18
55,1,3:57.0,,J. Barea misses 2-pt jump shot from 8 ft,12,18
56,1,3:56.0,Defensive rebound by A. Bogut,,12,18
57,1,3:47.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),,15,18
58,1,3:32.0,,Turnover by Z. Pachulia (offensive foul),15,18
59,1,3:32.0,,Offensive foul by Z. Pachulia (drawn by A. Iguodala),15,18
60,1,3:32.0,I. Clark enters the game for A. Bogut,,15,18
61,1,3:32.0,M. Speights enters the game for S. Livingston,,15,18
62,1,3:20.0,M. Speights makes 2-pt jump shot from 12 ft (assist by K. Thompson),,17,18
63,1,3:01.0,,D. Harris makes 2-pt jump shot from 11 ft,17,20
64,1,2:51.0,Turnover by D. Green (bad pass; steal by W. Matthews),,17,20
65,1,2:40.0,,D. Powell misses 2-pt layup from 1 ft,17,20
66,1,2:39.0,,Offensive rebound by Z. Pachulia,17,20
67,1,2:39.0,,Z. Pachulia makes 2-pt layup at rim,17,22
68,1,2:34.0,Golden State full timeout,,17,22
69,1,2:34.0,,R. Felton enters the game for Z. Pachulia,17,22
70,1,2:34.0,,C. Parsons enters the game for W. Matthews,17,22
71,1,2:34.0,,D. Nowitzki enters the game for J. Barea,17,22
72,1,2:24.0,A. Iguodala makes 2-pt jump shot from 18 ft,,19,22
73,1,2:02.0,,D. Harris makes 2-pt jump shot from 16 ft,19,24
74,1,1:38.0,D. Green misses 3-pt jump shot from 24 ft,,19,24
75,1,1:37.0,,Defensive rebound by D. Nowitzki,19,24
76,1,1:28.0,,Shooting foul by I. Clark (drawn by R. Felton),19,24
77,1,1:28.0,,R. Felton makes free throw 1 of 2,19,25
78,1,1:28.0,,R. Felton misses free throw 2 of 2,19,25
79,1,1:26.0,,Offensive rebound by R. Felton,19,25
80,1,1:02.0,,D. Nowitzki misses 2-pt jump shot from 16 ft,19,25
81,1,1:02.0,Defensive rebound by D. Green,,19,25
82,1,0:51.0,Turnover by M. Speights (lost ball; steal by D. Nowitzki),,19,25
83,1,0:28.0,,Shooting foul by I. Clark (drawn by D. Nowitzki),19,25
84,1,0:28.0,,D. Nowitzki makes free throw 1 of 2,19,26
85,1,0:28.0,,D. Nowitzki makes free throw 2 of 2,19,27
86,1,0:17.0,M. Speights makes 2-pt jump shot from 20 ft (assist by A. Iguodala),,21,27
87,1,0:01.0,,C. Parsons misses 3-pt jump shot from 24 ft,21,27
88,1,0:00.0,Defensive rebound by M. Speights,,21,27
89,2,11:38.0,,D. Nowitzki makes 2-pt jump shot from 13 ft,21,29
90,2,11:14.0,I. Clark misses 2-pt jump shot from 12 ft,,21,29
91,2,11:13.0,,Defensive rebound by D. Harris,21,29
92,2,11:08.0,,D. Harris makes 2-pt layup from 1 ft,21,31
93,2,11:02.0,Turnover by I. Clark (lost ball),,21,31
94,2,10:56.0,,D. Powell misses 2-pt jump shot from 4 ft,21,31
95,2,10:55.0,Defensive rebound by B. Rush,,21,31
96,2,10:41.0,A. Iguodala misses 2-pt jump shot from 15 ft,,21,31
97,2,10:40.0,,Defensive rebound by D. Nowitzki,21,31
98,2,10:26.0,,D. Powell makes 2-pt layup at rim (assist by D. Harris),21,33
99,2,10:15.0,Turnover by M. Speights (bad pass),,21,33
100,2,10:04.0,,R. Felton makes 2-pt jump shot from 9 ft,21,35
101,2,9:57.0,Golden State full timeout,,21,35
102,2,9:57.0,,J. Barea enters the game for D. Harris,21,35
103,2,9:57.0,K. Thompson enters the game for M. Speights,,21,35
104,2,9:41.0,K. Thompson misses 3-pt jump shot from 22 ft,,21,35
105,2,9:40.0,,Defensive rebound by C. Parsons,21,35
106,2,9:22.0,,D. Nowitzki makes 2-pt layup from 1 ft,21,37
107,2,9:05.0,I. Clark makes 3-pt jump shot from 24 ft (assist by J. McAdoo),,24,37
108,2,8:45.0,,J. Barea misses 3-pt jump shot from 24 ft,24,37
109,2,8:44.0,Defensive rebound by A. Iguodala,,24,37
110,2,8:37.0,I. Clark misses 2-pt jump shot from 10 ft,,24,37
111,2,8:36.0,,Defensive rebound by C. Parsons,24,37
112,2,8:27.0,,D. Powell makes 2-pt layup at rim (assist by J. Barea),24,39
113,2,8:18.0,B. Rush misses 3-pt jump shot from 22 ft,,24,39
114,2,8:17.0,,Defensive rebound by C. Parsons,24,39
115,2,8:09.0,,Turnover by D. Nowitzki (lost ball; steal by J. McAdoo),24,39
116,2,8:04.0,Shooting foul by C. Parsons (drawn by A. Iguodala),,24,39
117,2,8:04.0,A. Iguodala makes free throw 1 of 2,,25,39
118,2,8:04.0,,Z. Pachulia enters the game for C. Parsons,25,39
119,2,8:04.0,,C. Villanueva enters the game for D. Nowitzki,25,39
120,2,8:04.0,,W. Matthews enters the game for D. Powell,25,39
121,2,8:04.0,,D. Harris enters the game for R. Felton,25,39
122,2,8:04.0,A. Bogut enters the game for I. Clark,,25,39
123,2,8:04.0,S. Livingston enters the game for J. McAdoo,,25,39
124,2,8:04.0,A. Iguodala makes free throw 2 of 2,,26,39
125,2,7:43.0,,W. Matthews makes 2-pt jump shot from 18 ft,26,41
126,2,7:22.0,A. Iguodala misses 2-pt jump shot from 19 ft,,26,41
127,2,7:20.0,,Defensive rebound by W. Matthews,26,41
128,2,7:11.0,,C. Villanueva misses 2-pt jump shot from 7 ft,26,41
129,2,7:10.0,,Offensive rebound by Z. Pachulia,26,41
130,2,7:10.0,,Z. Pachulia makes 2-pt layup from 1 ft,26,43
131,2,6:57.0,A. Bogut makes 2-pt layup from 2 ft (assist by A. Iguodala),,28,43
132,2,6:57.0,Shooting foul by C. Villanueva (drawn by A. Bogut),,28,43
133,2,6:57.0,D. Green enters the game for A. Iguodala,,28,43
134,2,6:57.0,A. Bogut makes free throw 1 of 1,,29,43
135,2,6:42.0,,C. Villanueva misses 2-pt hook shot from 3 ft,29,43
136,2,6:41.0,Defensive rebound by D. Green,,29,43
137,2,6:35.0,B. Rush makes 3-pt jump shot from 24 ft (assist by D. Green),,32,43
138,2,6:34.0,,Dallas full timeout,32,43
139,2,6:23.0,,Turnover by D. Harris (bad pass; steal by A. Bogut),32,43
140,2,6:16.0,K. Thompson misses 3-pt jump shot from 24 ft,,32,43
141,2,6:13.0,Offensive rebound by D. Green,,32,43
142,2,6:08.0,S. Livingston misses 2-pt jump shot from 6 ft,,32,43
143,2,6:07.0,,Defensive rebound by Z. Pachulia,32,43
144,2,6:02.0,,C. Villanueva misses 2-pt layup at rim,32,43
145,2,6:01.0,,Offensive rebound by Z. Pachulia,32,43
146,2,6:01.0,,Shooting foul by S. Livingston (drawn by Z. Pachulia),32,43
147,2,6:01.0,,Z. Pachulia makes free throw 1 of 2,32,44
148,2,6:01.0,,Z. Pachulia makes free throw 2 of 2,32,45
149,2,5:46.0,K. Thompson misses 2-pt jump shot from 13 ft,,32,45
150,2,5:45.0,,Defensive rebound by C. Villanueva,32,45
151,2,5:34.0,,W. Matthews misses 3-pt jump shot from 23 ft,32,45
152,2,5:33.0,Defensive rebound by A. Bogut,,32,45
153,2,5:23.0,D. Green makes 2-pt jump shot from 16 ft (assist by S. Livingston),,34,45
154,2,4:56.0,,W. Matthews misses 2-pt jump shot from 9 ft,34,45
155,2,4:55.0,Defensive rebound by B. Rush,,34,45
156,2,4:40.0,D. Green misses 2-pt jump shot from 12 ft,,34,45
157,2,4:39.0,,Defensive rebound by Z. Pachulia,34,45
158,2,4:26.0,,J. Barea makes 3-pt jump shot from 24 ft,34,48
159,2,3:55.0,Turnover by K. Thompson (bad pass; steal by J. Barea),,34,48
160,2,3:47.0,,C. Villanueva misses 3-pt jump shot from 25 ft,34,48
161,2,3:46.0,Defensive rebound by D. Green,,34,48
162,2,3:40.0,D. Green misses 2-pt layup from 1 ft,,34,48
163,2,3:39.0,,Defensive rebound by C. Villanueva,34,48
164,2,3:37.0,,Clear path foul by S. Livingston,34,48
165,2,3:37.0,,D. Harris makes clear path free throw 1 of 2,34,49
166,2,3:37.0,,D. Harris makes clear path free throw 2 of 2,34,50
167,2,3:37.0,,C. Parsons enters the game for W. Matthews,34,50
168,2,3:37.0,,D. Nowitzki enters the game for C. Villanueva,34,50
169,2,3:37.0,A. Iguodala enters the game for B. Rush,,34,50
170,2,3:24.0,,D. Harris misses 2-pt jump shot from 11 ft,34,50
171,2,3:24.0,,Offensive rebound by Z. Pachulia,34,50
172,2,3:24.0,Loose ball foul by K. Thompson (drawn by Z. Pachulia),,34,50
173,2,3:09.0,,Shooting block foul by A. Bogut (drawn by Z. Pachulia),34,50
174,2,3:09.0,,Z. Pachulia makes free throw 1 of 2,34,51
175,2,3:09.0,,Z. Pachulia makes free throw 2 of 2,34,52
176,2,2:53.0,S. Livingston makes 2-pt jump shot from 8 ft,,36,52
177,2,2:33.0,,Z. Pachulia misses 2-pt layup from 2 ft,36,52
178,2,2:30.0,,Offensive rebound by Z. Pachulia,36,52
179,2,2:23.0,,J. Barea makes 3-pt jump shot from 24 ft,36,55
180,2,2:22.0,Personal foul by Z. Pachulia (drawn by A. Bogut),,36,55
181,2,2:22.0,,Personal foul by A. Bogut,36,55
182,2,2:22.0,Official timeout,,36,55
183,2,2:22.0,,D. Powell enters the game for Z. Pachulia,36,55
184,2,2:22.0,,W. Matthews enters the game for D. Harris,36,55
185,2,2:22.0,M. Speights enters the game for A. Bogut,,36,55
186,2,2:22.0,B. Rush enters the game for S. Livingston,,36,55
187,2,2:09.0,M. Speights makes 2-pt jump shot from 18 ft (assist by D. Green),,38,55
188,2,1:52.0,,Turnover by J. Barea (bad pass; steal by D. Green),38,55
189,2,1:40.0,B. Rush misses 3-pt jump shot from 24 ft,,38,55
190,2,1:38.0,,Defensive rebound by W. Matthews,38,55
191,2,1:31.0,,Turnover by J. Barea (bad pass; steal by B. Rush),38,55
192,2,1:27.0,K. Thompson makes 2-pt dunk at rim (assist by B. Rush),,40,55
193,2,1:25.0,,Dallas full timeout,40,55
194,2,1:03.0,,D. Nowitzki makes 2-pt dunk at rim,40,57
195,2,0:49.0,Shooting foul by D. Powell (drawn by M. Speights),,40,57
196,2,0:49.0,M. Speights makes free throw 1 of 2,,41,57
197,2,0:49.0,M. Speights makes free throw 2 of 2,,42,57
198,2,0:35.0,,W. Matthews makes 3-pt jump shot from 22 ft (assist by J. Barea),42,60
199,2,0:10.0,M. Speights misses 2-pt jump shot from 20 ft,,42,60
200,2,0:09.0,,Defensive rebound by D. Nowitzki,42,60
201,2,0:07.0,,Turnover by D. Nowitzki (bad pass; steal by M. Speights),42,60
202,2,0:03.0,B. Rush misses 3-pt jump shot from 24 ft,,42,60
203,2,0:03.0,,Defensive rebound by Team,42,60
204,3,11:43.0,,Z. Pachulia makes 2-pt layup from 1 ft (assist by C. Parsons),42,62
205,3,11:24.0,D. Green misses 2-pt jump shot from 18 ft,,42,62
206,3,11:23.0,Offensive rebound by A. Bogut,,42,62
207,3,11:14.0,D. Green makes 3-pt jump shot from 25 ft (assist by B. Rush),,45,62
208,3,11:04.0,,Personal foul by D. Green (drawn by Z. Pachulia),45,62
209,3,10:46.0,,C. Parsons makes 3-pt jump shot from 24 ft,45,65
210,3,10:32.0,Personal foul by C. Parsons (drawn by K. Thompson),,45,65
211,3,10:20.0,Turnover by B. Rush (step out of bounds),,45,65
212,3,10:05.0,,C. Parsons misses 2-pt jump shot from 7 ft,45,65
213,3,10:04.0,,Offensive rebound by Z. Pachulia,45,65
214,3,9:47.0,,J. Barea makes 3-pt jump shot from 23 ft (assist by D. Nowitzki),45,68
215,3,9:40.0,Shooting foul by C. Parsons (drawn by D. Green),,45,68
216,3,9:40.0,D. Green misses free throw 1 of 2,,45,68
217,3,9:40.0,Offensive rebound by Team,,45,68
218,3,9:40.0,D. Green makes free throw 2 of 2,,46,68
219,3,9:29.0,,C. Parsons makes 2-pt layup from 1 ft (assist by J. Barea),46,70
220,3,9:17.0,S. Livingston misses 2-pt jump shot from 13 ft,,46,70
221,3,9:16.0,,Defensive rebound by W. Matthews,46,70
222,3,9:04.0,,D. Nowitzki misses 2-pt jump shot from 16 ft,46,70
223,3,9:03.0,Defensive rebound by A. Bogut,,46,70
224,3,8:59.0,D. Green makes 2-pt layup from 1 ft (assist by S. Livingston),,48,70
225,3,8:59.0,Shooting foul by D. Nowitzki (drawn by D. Green),,48,70
226,3,8:59.0,D. Green makes free throw 1 of 1,,49,70
227,3,8:40.0,,D. Nowitzki misses 2-pt jump shot from 6 ft,49,70
228,3,8:40.0,,Offensive rebound by Z. Pachulia,49,70
229,3,8:31.0,,W. Matthews makes 2-pt layup from 1 ft (assist by J. Barea),49,72
230,3,8:18.0,D. Green misses 3-pt jump shot from 24 ft,,49,72
231,3,8:17.0,,Defensive rebound by J. Barea,49,72
232,3,8:15.0,,Personal take foul by A. Bogut,49,72
233,3,8:06.0,,D. Nowitzki misses 2-pt jump shot from 12 ft,49,72
234,3,8:05.0,,Offensive rebound by Team,49,72
235,3,7:50.0,,Z. Pachulia misses 2-pt jump shot from 15 ft,49,72
236,3,7:49.0,Defensive rebound by K. Thompson,,49,72
237,3,7:38.0,K. Thompson misses 2-pt jump shot from 16 ft,,49,72
238,3,7:37.0,,Defensive rebound by C. Parsons,49,72
239,3,7:23.0,,D. Nowitzki misses 2-pt jump shot from 12 ft,49,72
240,3,7:22.0,Defensive rebound by D. Green,,49,72
241,3,7:16.0,B. Rush misses 2-pt layup from 3 ft,,49,72
242,3,7:14.0,,Defensive rebound by Z. Pachulia,49,72
243,3,7:07.0,,C. Parsons misses 3-pt jump shot from 22 ft,49,72
244,3,7:05.0,Defensive rebound by B. Rush,,49,72
245,3,6:55.0,K. Thompson misses 2-pt jump shot from 21 ft,,49,72
246,3,6:55.0,,Defensive rebound by Z. Pachulia,49,72
247,3,6:48.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by J. Barea),49,75
248,3,6:47.0,Golden State full timeout,,49,75
249,3,6:47.0,,D. Harris enters the game for C. Parsons,49,75
250,3,6:47.0,,D. Powell enters the game for D. Nowitzki,49,75
251,3,6:47.0,,R. Felton enters the game for J. Barea,49,75
252,3,6:47.0,A. Iguodala enters the game for S. Livingston,,49,75
253,3,6:37.0,A. Bogut makes 2-pt hook shot from 10 ft (assist by A. Iguodala),,51,75
254,3,6:15.0,,D. Powell makes 2-pt jump shot from 17 ft (assist by R. Felton),51,77
255,3,6:06.0,Turnover by A. Bogut (bad pass),,51,77
256,3,5:50.0,,D. Harris makes 3-pt jump shot from 24 ft (assist by Z. Pachulia),51,80
257,3,5:33.0,A. Iguodala makes 2-pt dunk at rim (assist by A. Bogut),,53,80
258,3,5:05.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by R. Felton),53,83
259,3,4:44.0,A. Iguodala makes 3-pt jump shot from 22 ft (assist by B. Rush),,56,83
260,3,4:23.0,,Turnover by Z. Pachulia (bad pass; steal by A. Iguodala),56,83
261,3,4:18.0,A. Iguodala makes 2-pt layup from 1 ft,,58,83
262,3,4:18.0,Shooting foul by D. Harris (drawn by A. Iguodala),,58,83
263,3,4:18.0,I. Clark enters the game for B. Rush,,58,83
264,3,4:18.0,A. Iguodala makes free throw 1 of 1,,59,83
265,3,4:18.0,,Dallas full timeout,59,83
266,3,4:00.0,,R. Felton misses 3-pt jump shot from 23 ft,59,83
267,3,3:59.0,Defensive rebound by A. Bogut,,59,83
268,3,3:40.0,K. Thompson makes 2-pt jump shot from 12 ft,,61,83
269,3,3:22.0,,Personal foul by D. Green (drawn by D. Powell),61,83
270,3,3:16.0,,Turnover by R. Felton (bad pass),61,83
271,3,3:04.0,Turnover by K. Thompson (lost ball; steal by W. Matthews),,61,83
272,3,2:59.0,,D. Powell makes 2-pt layup at rim (assist by R. Felton),61,85
273,3,2:46.0,D. Green misses 2-pt jump shot from 5 ft,,61,85
274,3,2:45.0,,Defensive rebound by Z. Pachulia,61,85
275,3,2:41.0,,Turnover by R. Felton (lost ball; steal by I. Clark),61,85
276,3,2:40.0,Personal foul by Z. Pachulia (drawn by I. Clark),,61,85
277,3,2:40.0,I. Clark makes free throw 1 of 2,,62,85
278,3,2:40.0,,C. Parsons enters the game for W. Matthews,62,85
279,3,2:40.0,,D. Nowitzki enters the game for Z. Pachulia,62,85
280,3,2:40.0,M. Speights enters the game for A. Bogut,,62,85
281,3,2:40.0,I. Clark makes free throw 2 of 2,,63,85
282,3,2:20.0,,R. Felton misses 2-pt layup from 3 ft,63,85
283,3,2:18.0,Defensive rebound by D. Green,,63,85
284,3,2:12.0,I. Clark makes 2-pt layup from 1 ft,,65,85
285,3,1:50.0,,D. Powell misses 2-pt layup from 1 ft,65,85
286,3,1:49.0,Defensive rebound by D. Green,,65,85
287,3,1:44.0,M. Speights misses 2-pt layup at rim,,65,85
288,3,1:42.0,,Defensive rebound by D. Powell,65,85
289,3,1:42.0,,Turnover by D. Powell (bad pass),65,85
290,3,1:33.0,Shooting foul by D. Harris (drawn by K. Thompson),,65,85
291,3,1:33.0,K. Thompson misses free throw 1 of 2,,65,85
292,3,1:33.0,Offensive rebound by Team,,65,85
293,3,1:33.0,K. Thompson makes free throw 2 of 2,,66,85
294,3,1:10.0,,Turnover by C. Parsons (lost ball; steal by A. Iguodala),66,85
295,3,1:03.0,K. Thompson misses 2-pt jump shot from 15 ft,,66,85
296,3,1:02.0,,Defensive rebound by D. Powell,66,85
297,3,0:55.0,,D. Harris makes 2-pt layup from 1 ft,66,87
298,3,0:37.0,D. Green makes 2-pt hook shot from 4 ft,,68,87
299,3,0:37.0,Shooting foul by D. Harris (drawn by D. Green),,68,87
300,3,0:37.0,D. Green misses free throw 1 of 1,,68,87
301,3,0:37.0,,Defensive rebound by D. Powell,68,87
302,3,0:11.0,,D. Nowitzki misses 2-pt jump shot from 12 ft,68,87
303,3,0:10.0,Defensive rebound by D. Green,,68,87
304,3,0:02.0,D. Green misses 2-pt layup from 1 ft,,68,87
305,3,0:01.0,Offensive rebound by D. Green,,68,87
306,3,0:01.0,D. Green misses 2-pt layup from 1 ft,,68,87
307,3,0:01.0,,Defensive rebound by D. Nowitzki,68,87
308,4,11:41.0,A. Iguodala misses 2-pt layup from 1 ft,,68,87
309,4,11:40.0,Offensive rebound by M. Speights,,68,87
310,4,11:40.0,M. Speights makes 2-pt layup at rim,,70,87
311,4,11:26.0,,D. Powell misses 2-pt jump shot from 19 ft,70,87
312,4,11:24.0,Defensive rebound by B. Rush,,70,87
313,4,11:11.0,M. Speights misses 2-pt jump shot from 18 ft,,70,87
314,4,11:10.0,,Defensive rebound by D. Nowitzki,70,87
315,4,11:01.0,,Shooting block foul by B. Rush (drawn by D. Nowitzki),70,87
316,4,11:01.0,,D. Nowitzki makes free throw 1 of 2,70,88
317,4,11:01.0,,D. Nowitzki makes free throw 2 of 2,70,89
318,4,10:49.0,M. Speights misses 2-pt jump shot from 5 ft (block by D. Nowitzki),,70,89
319,4,10:47.0,Offensive rebound by M. Speights,,70,89
320,4,10:47.0,M. Speights makes 2-pt layup from 1 ft,,72,89
321,4,10:21.0,,J. Barea misses 3-pt jump shot from 25 ft,72,89
322,4,10:20.0,,Offensive rebound by D. Powell,72,89
323,4,10:08.0,J. Thompson enters the game for M. Speights,,72,89
324,4,10:04.0,,R. Felton makes 3-pt jump shot from 23 ft (assist by C. Parsons),72,92
325,4,9:49.0,Offensive foul by J. McAdoo (drawn by J. Barea),,72,92
326,4,9:49.0,Turnover by J. McAdoo (offensive foul),,72,92
327,4,9:40.0,,J. Barea makes 3-pt jump shot from 24 ft (assist by D. Nowitzki),72,95
328,4,9:22.0,Shooting foul by D. Powell (drawn by J. Thompson),,72,95
329,4,9:22.0,J. Thompson misses free throw 1 of 2,,72,95
330,4,9:22.0,Offensive rebound by Team,,72,95
331,4,9:22.0,J. Thompson makes free throw 2 of 2,,73,95
332,4,9:08.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by C. Parsons),73,98
333,4,8:42.0,Official timeout,,73,98
334,4,8:42.0,M. Speights enters the game for A. Iguodala,,73,98
335,4,8:39.0,I. Clark makes 3-pt jump shot from 24 ft (assist by J. McAdoo),,76,98
336,4,8:12.0,,J. Barea makes 2-pt jump shot from 22 ft,76,100
337,4,7:57.0,Personal foul by D. Nowitzki (drawn by M. Speights),,76,100
338,4,7:57.0,,C. Villanueva enters the game for D. Nowitzki,76,100
339,4,7:54.0,,Violation by D. Powell (kicked ball),76,100
340,4,7:46.0,Turnover by M. Speights (lost ball),,76,100
341,4,7:24.0,,Turnover by J. Barea (bad pass),76,100
342,4,7:02.0,I. Clark makes 2-pt jump shot from 11 ft,,78,100
343,4,6:42.0,,D. Powell makes 2-pt dunk at rim (assist by C. Parsons),78,102
344,4,6:33.0,Shooting block foul by D. Powell (drawn by J. Thompson),,78,102
345,4,6:33.0,J. Thompson makes free throw 1 of 2,,79,102
346,4,6:33.0,J. Thompson makes free throw 2 of 2,,80,102
347,4,6:18.0,,C. Villanueva misses 3-pt jump shot from 24 ft,80,102
348,4,6:17.0,Defensive rebound by B. Rush,,80,102
349,4,6:09.0,J. Thompson misses 2-pt jump shot from 9 ft (block by C. Villanueva),,80,102
350,4,6:07.0,,Defensive rebound by J. Barea,80,102
351,4,6:00.0,,R. Felton misses 3-pt jump shot from 25 ft,80,102
352,4,5:59.0,Defensive rebound by M. Speights,,80,102
353,4,5:49.0,M. Speights misses 2-pt jump shot from 18 ft,,80,102
354,4,5:48.0,,Defensive rebound by C. Parsons,80,102
355,4,5:24.0,,C. Villanueva makes 3-pt jump shot from 25 ft (assist by D. Powell),80,105
356,4,5:23.0,Golden State full timeout,,80,105
357,4,5:23.0,,J. Jenkins enters the game for J. Barea,80,105
358,4,5:23.0,,J. Evans enters the game for D. Powell,80,105
359,4,5:11.0,Shooting foul by J. Jenkins (drawn by J. McAdoo),,80,105
360,4,5:11.0,J. McAdoo makes free throw 1 of 2,,81,105
361,4,5:11.0,,J. Anderson enters the game for C. Parsons,81,105
362,4,5:11.0,J. McAdoo misses free throw 2 of 2,,81,105
363,4,5:10.0,,Defensive rebound by C. Villanueva,81,105
364,4,4:47.0,,C. Villanueva makes 2-pt jump shot from 10 ft,81,107
365,4,4:36.0,B. Rush misses 3-pt jump shot from 27 ft,,81,107
366,4,4:34.0,,Defensive rebound by R. Felton,81,107
367,4,4:24.0,,Offensive foul by J. Anderson (drawn by M. Speights),81,107
368,4,4:24.0,,Turnover by J. Anderson (offensive foul),81,107
369,4,4:07.0,I. Clark misses 2-pt jump shot from 19 ft,,81,107
370,4,4:06.0,,Defensive rebound by R. Felton,81,107
371,4,3:51.0,,Shooting foul by J. Thompson (drawn by J. Evans),81,107
372,4,3:51.0,,J. Evans misses free throw 1 of 2,81,107
373,4,3:51.0,,Offensive rebound by Team,81,107
374,4,3:51.0,,J. McGee enters the game for R. Felton,81,107
375,4,3:51.0,,J. Evans makes free throw 2 of 2,81,108
376,4,3:35.0,M. Speights misses 2-pt hook shot from 3 ft,,81,108
377,4,3:34.0,,Defensive rebound by J. Jenkins,81,108
378,4,3:28.0,,Personal foul by I. Clark (drawn by J. Jenkins),81,108
379,4,3:18.0,,J. Jenkins misses 2-pt jump shot from 3 ft,81,108
380,4,3:17.0,Defensive rebound by M. Speights,,81,108
381,4,3:11.0,B. Rush misses 3-pt jump shot from 24 ft,,81,108
382,4,3:10.0,Offensive rebound by Team,,81,108
383,4,3:04.0,I. Clark makes 2-pt jump shot from 11 ft,,83,108
384,4,2:52.0,,J. Jenkins misses 3-pt jump shot from 26 ft,83,108
385,4,2:51.0,,Offensive rebound by J. McGee,83,108
