,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,DETROIT_ACTION,MINNESOTA_SCORE,DETROIT_SCORE
27,1,7:57.0,,R. Jackson misses 2-pt jump shot from 7 ft,11,3
28,1,7:57.0,,Offensive rebound by A. Drummond,11,3
29,1,7:53.0,,A. Drummond makes 2-pt layup at rim,11,5
30,1,7:46.0,Turnover by R. Rubio (lost ball),,11,5
31,1,7:28.0,,R. Jackson misses 3-pt jump shot from 26 ft,11,5
32,1,7:27.0,Defensive rebound by A. Wiggins,,11,5
33,1,7:16.0,K. Towns makes 2-pt layup at rim,,13,5
34,1,7:01.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,13,5
35,1,7:01.0,,Offensive rebound by A. Drummond,13,5
36,1,7:01.0,,Personal foul by G. Dieng (drawn by A. Drummond),13,5
37,1,6:42.0,,R. Jackson makes 2-pt jump shot from 14 ft,13,7
38,1,6:26.0,Shooting foul by R. Jackson (drawn by A. Wiggins),,13,7
39,1,6:26.0,A. Wiggins makes 2-pt jump shot from 5 ft,,15,7
40,1,6:26.0,N. Bjelica enters the game for G. Dieng,,15,7
41,1,6:26.0,A. Wiggins makes free throw 1 of 1,,16,7
42,1,6:05.0,,Turnover by M. Morris (bad pass; steal by R. Rubio),16,7
43,1,5:56.0,N. Bjelica misses 2-pt jump shot from 6 ft,,16,7
44,1,5:56.0,,Defensive rebound by E. İlyasova,16,7
45,1,5:33.0,,R. Jackson misses 3-pt jump shot from 26 ft,16,7
46,1,5:32.0,,Offensive rebound by A. Drummond,16,7
47,1,5:31.0,,A. Drummond misses 2-pt layup at rim,16,7
48,1,5:29.0,,Offensive rebound by A. Drummond,16,7
49,1,5:28.0,,A. Drummond misses 2-pt dunk at rim,16,7
50,1,5:26.0,Defensive rebound by R. Rubio,,16,7
51,1,5:16.0,R. Rubio misses 2-pt layup from 2 ft,,16,7
52,1,5:15.0,Offensive rebound by N. Bjelica,,16,7
53,1,5:14.0,N. Bjelica misses 2-pt layup from 1 ft,,16,7
54,1,5:13.0,,Defensive rebound by A. Drummond,16,7
55,1,5:11.0,,Turnover by A. Drummond (bad pass; steal by T. Prince),16,7
56,1,5:02.0,Minnesota full timeout,,16,7
57,1,4:58.0,Personal foul by K. Caldwell-Pope (drawn by A. Wiggins),,16,7
58,1,4:43.0,R. Rubio misses 3-pt jump shot from 24 ft,,16,7
59,1,4:43.0,Offensive rebound by Team,,16,7
60,1,4:43.0,Turnover by Team (shot clock),,16,7
61,1,4:29.0,,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),16,9
62,1,4:14.0,A. Wiggins misses 2-pt jump shot from 14 ft,,16,9
63,1,4:13.0,,Defensive rebound by M. Morris,16,9
64,1,4:05.0,,Shooting foul by K. Towns (drawn by A. Drummond),16,9
65,1,4:05.0,,A. Drummond misses free throw 1 of 2,16,9
66,1,4:05.0,,Offensive rebound by Team,16,9
67,1,4:05.0,,S. Johnson enters the game for K. Caldwell-Pope,16,9
68,1,4:05.0,G. Dieng enters the game for K. Towns,,16,9
69,1,4:05.0,,A. Drummond makes free throw 2 of 2,16,10
70,1,3:41.0,G. Dieng misses 2-pt jump shot from 6 ft,,16,10
71,1,3:40.0,,Defensive rebound by S. Johnson,16,10
72,1,3:31.0,,E. İlyasova makes 3-pt jump shot from 23 ft (assist by R. Jackson),16,13
73,1,3:10.0,Turnover by A. Wiggins (bad pass; steal by E. İlyasova),,16,13
74,1,3:03.0,,E. İlyasova misses 2-pt layup at rim,16,13
75,1,3:03.0,Defensive rebound by A. Wiggins,,16,13
76,1,3:01.0,Turnover by R. Rubio (lost ball; steal by M. Morris),,16,13
77,1,2:56.0,,M. Morris misses 2-pt jump shot from 5 ft,16,13
78,1,2:55.0,Defensive rebound by R. Rubio,,16,13
79,1,2:55.0,,Violation by A. Drummond (kicked ball),16,13
80,1,2:55.0,S. Muhammad enters the game for A. Wiggins,,16,13
81,1,2:55.0,T. Jones enters the game for R. Rubio,,16,13
82,1,2:55.0,,B. Jennings enters the game for R. Jackson,16,13
83,1,2:42.0,S. Muhammad makes 2-pt jump shot from 7 ft,,18,13
84,1,2:27.0,,Shooting foul by S. Muhammad (drawn by A. Drummond),18,13
85,1,2:27.0,,A. Drummond misses free throw 1 of 2,18,13
86,1,2:27.0,,Offensive rebound by Team,18,13
87,1,2:27.0,,A. Drummond misses free throw 2 of 2,18,13
88,1,2:27.0,,Offensive rebound by Team,18,13
89,1,2:27.0,Loose ball foul by G. Dieng (drawn by M. Morris),,18,13
90,1,2:27.0,,M. Morris makes free throw 1 of 2,18,14
91,1,2:27.0,,M. Morris makes free throw 2 of 2,18,15
92,1,2:08.0,T. Prince misses 2-pt hook shot from 5 ft,,18,15
93,1,2:07.0,,Defensive rebound by A. Drummond,18,15
94,1,2:02.0,,Turnover by M. Morris (bad pass),18,15
95,1,1:46.0,S. Muhammad makes 3-pt jump shot from 23 ft (assist by G. Dieng),,21,15
96,1,1:29.0,,Offensive foul by E. İlyasova (drawn by T. Jones),21,15
97,1,1:29.0,,Turnover by E. İlyasova (offensive foul),21,15
98,1,1:09.0,T. Prince misses 2-pt jump shot from 11 ft,,21,15
99,1,1:07.0,,Defensive rebound by B. Jennings,21,15
100,1,0:56.0,,Turnover by B. Jennings (lost ball),21,15
101,1,0:45.0,Turnover by G. Dieng (traveling),,21,15
102,1,0:30.0,,M. Morris misses 3-pt jump shot from 22 ft,21,15
103,1,0:29.0,,Offensive rebound by S. Johnson,21,15
104,1,0:07.0,,B. Jennings misses 3-pt jump shot from 26 ft,21,15
105,1,0:07.0,Defensive rebound by Team,,21,15
106,1,0:00.0,T. Jones misses 2-pt layup from 1 ft,,21,15
107,1,0:00.0,Offensive rebound by S. Muhammad,,21,15
108,1,0:00.0,Shooting foul by B. Jennings (drawn by S. Muhammad),,21,15
109,1,0:00.0,S. Muhammad makes free throw 1 of 2,,22,15
110,1,0:00.0,S. Muhammad misses free throw 2 of 2,,22,15
111,1,0:00.0,,Defensive rebound by A. Drummond,22,15
112,2,11:44.0,N. Bjelica misses 3-pt jump shot from 26 ft,,22,15
113,2,11:44.0,,Defensive rebound by A. Baynes,22,15
114,2,11:23.0,,S. Johnson misses 2-pt jump shot from 12 ft,22,15
115,2,11:22.0,Defensive rebound by T. Jones,,22,15
116,2,11:08.0,Shooting foul by A. Baynes (drawn by S. Muhammad),,22,15
117,2,11:08.0,S. Muhammad makes free throw 1 of 2,,23,15
118,2,11:08.0,S. Muhammad makes free throw 2 of 2,,24,15
119,2,10:47.0,,B. Jennings misses 2-pt layup at rim,24,15
120,2,10:47.0,Defensive rebound by K. Towns,,24,15
121,2,10:41.0,T. Jones misses 2-pt jump shot from 14 ft,,24,15
122,2,10:41.0,,Defensive rebound by Team,24,15
123,2,10:25.0,,A. Tolliver makes 3-pt jump shot from 25 ft (assist by S. Johnson),24,18
124,2,10:10.0,,Offensive charge foul by Z. LaVine (drawn by A. Tolliver),24,18
125,2,10:10.0,Turnover by Z. LaVine (offensive foul),,24,18
126,2,9:48.0,,A. Tolliver misses 3-pt jump shot from 24 ft,24,18
127,2,9:47.0,,Offensive rebound by A. Baynes,24,18
128,2,9:44.0,,A. Baynes makes 2-pt dunk at rim,24,20
129,2,9:28.0,Z. LaVine misses 2-pt jump shot from 13 ft,,24,20
130,2,9:28.0,,Defensive rebound by A. Tolliver,24,20
131,2,9:22.0,,B. Jennings makes 3-pt jump shot from 26 ft,24,23
132,2,9:01.0,T. Jones makes 2-pt layup at rim (assist by S. Muhammad),,26,23
133,2,8:38.0,,S. Johnson misses 2-pt jump shot from 17 ft,26,23
134,2,8:38.0,Defensive rebound by T. Jones,,26,23
135,2,8:27.0,K. Towns misses 2-pt jump shot from 14 ft,,26,23
136,2,8:26.0,,Defensive rebound by A. Tolliver,26,23
137,2,8:20.0,,Personal foul by N. Bjelica (drawn by B. Jennings),26,23
138,2,8:20.0,Official timeout,,26,23
139,2,8:17.0,,Personal foul by Z. LaVine (drawn by K. Caldwell-Pope),26,23
140,2,8:10.0,,K. Caldwell-Pope makes 2-pt jump shot from 17 ft (assist by B. Jennings),26,25
141,2,7:46.0,Turnover by K. Towns (3 sec),,26,25
142,2,7:32.0,,K. Caldwell-Pope misses 2-pt jump shot from 17 ft,26,25
143,2,7:31.0,Defensive rebound by T. Jones,,26,25
144,2,7:20.0,N. Bjelica makes 2-pt layup at rim (assist by T. Jones),,28,25
145,2,7:07.0,R. Rubio enters the game for T. Jones,,28,25
146,2,7:07.0,A. Wiggins enters the game for S. Muhammad,,28,25
147,2,6:59.0,,A. Tolliver makes 3-pt jump shot from 26 ft (assist by K. Caldwell-Pope),28,28
148,2,6:39.0,Z. LaVine misses 2-pt jump shot from 15 ft,,28,28
149,2,6:37.0,,Defensive rebound by A. Tolliver,28,28
150,2,6:31.0,,Turnover by B. Jennings (lost ball),28,28
151,2,6:11.0,K. Towns misses 2-pt jump shot from 3 ft,,28,28
152,2,6:10.0,Offensive rebound by K. Towns,,28,28
153,2,6:06.0,K. Towns misses 2-pt jump shot from 3 ft,,28,28
154,2,6:06.0,,Defensive rebound by A. Tolliver,28,28
155,2,5:56.0,,Personal foul by N. Bjelica (drawn by A. Baynes),28,28
156,2,5:56.0,,Detroit full timeout,28,28
157,2,5:56.0,,M. Morris enters the game for S. Johnson,28,28
158,2,5:56.0,D. Rudež enters the game for N. Bjelica,,28,28
159,2,5:41.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,28,28
160,2,5:41.0,Defensive rebound by K. Towns,,28,28
161,2,5:28.0,A. Wiggins misses 2-pt jump shot from 12 ft,,28,28
162,2,5:28.0,,Defensive rebound by A. Baynes,28,28
163,2,5:19.0,,B. Jennings makes 2-pt layup at rim,28,30
164,2,5:00.0,K. Towns misses 2-pt jump shot from 18 ft,,28,30
165,2,5:00.0,,Defensive rebound by A. Tolliver,28,30
166,2,4:53.0,,B. Jennings misses 3-pt jump shot from 25 ft,28,30
167,2,4:52.0,Defensive rebound by A. Wiggins,,28,30
168,2,4:32.0,R. Rubio misses 2-pt jump shot from 15 ft,,28,30
169,2,4:32.0,Offensive rebound by Team,,28,30
170,2,4:32.0,,R. Jackson enters the game for B. Jennings,28,30
171,2,4:32.0,,A. Drummond enters the game for A. Baynes,28,30
172,2,4:32.0,,E. İlyasova enters the game for A. Tolliver,28,30
173,2,4:25.0,A. Wiggins misses 2-pt jump shot from 18 ft,,28,30
174,2,4:25.0,,Defensive rebound by A. Drummond,28,30
175,2,4:06.0,,R. Jackson makes 2-pt jump shot from 18 ft (assist by A. Drummond),28,32
176,2,3:52.0,K. Towns makes 2-pt jump shot from 16 ft (assist by R. Rubio),,30,32
177,2,3:40.0,,Shooting foul by D. Rudež (drawn by M. Morris),30,32
178,2,3:40.0,,M. Morris makes free throw 1 of 2,30,33
179,2,3:40.0,T. Prince enters the game for Z. LaVine,,30,33
180,2,3:40.0,,M. Morris makes free throw 2 of 2,30,34
181,2,3:25.0,K. Towns makes 2-pt jump shot from 12 ft (assist by D. Rudež),,32,34
182,2,3:13.0,,R. Jackson makes 3-pt jump shot from 25 ft,32,37
183,2,2:56.0,R. Rubio makes 2-pt layup from 1 ft,,34,37
184,2,2:41.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,34,37
185,2,2:40.0,,Offensive rebound by A. Drummond,34,37
186,2,2:36.0,,A. Drummond makes 2-pt layup from 1 ft,34,39
187,2,2:22.0,R. Rubio misses 2-pt jump shot from 5 ft,,34,39
188,2,2:21.0,,Defensive rebound by E. İlyasova,34,39
189,2,2:11.0,,K. Caldwell-Pope misses 3-pt jump shot from 22 ft,34,39
190,2,2:11.0,Defensive rebound by K. Towns,,34,39
191,2,2:00.0,D. Rudež misses 3-pt jump shot from 23 ft,,34,39
192,2,1:59.0,,Defensive rebound by A. Drummond,34,39
193,2,1:58.0,,Turnover by A. Drummond (bad pass; steal by A. Wiggins),34,39
194,2,1:57.0,Minnesota full timeout,,34,39
195,2,1:44.0,K. Towns misses 2-pt jump shot from 19 ft,,34,39
196,2,1:43.0,,Defensive rebound by E. İlyasova,34,39
197,2,1:40.0,,A. Drummond makes 2-pt jump shot from 6 ft,34,41
198,2,1:40.0,,Shooting foul by D. Rudež (drawn by A. Drummond),34,41
199,2,1:40.0,,A. Drummond misses free throw 1 of 1,34,41
200,2,1:39.0,Defensive rebound by K. Towns,,34,41
201,2,1:27.0,K. Towns makes 2-pt layup from 1 ft (assist by R. Rubio),,36,41
202,2,1:04.0,,A. Drummond misses 2-pt hook shot from 6 ft,36,41
203,2,1:02.0,Defensive rebound by R. Rubio,,36,41
204,2,0:58.0,D. Rudež misses 2-pt layup at rim (block by E. İlyasova),,36,41
205,2,0:56.0,,Defensive rebound by K. Caldwell-Pope,36,41
206,2,0:53.0,,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),36,43
207,2,0:41.0,Def 3 sec tech foul by A. Drummond,,36,43
208,2,0:41.0,R. Rubio makes technical free throw,,37,43
209,2,0:30.0,R. Rubio misses 2-pt layup at rim,,37,43
210,2,0:28.0,,Defensive rebound by M. Morris,37,43
211,2,0:21.0,,K. Caldwell-Pope misses 2-pt jump shot from 3 ft (block by K. Towns),37,43
212,2,0:19.0,,Offensive rebound by K. Caldwell-Pope,37,43
213,2,0:19.0,,K. Caldwell-Pope misses 2-pt jump shot from 5 ft,37,43
214,2,0:19.0,,Offensive rebound by Team,37,43
215,2,0:09.0,,Shooting foul by T. Prince (drawn by M. Morris),37,43
216,2,0:09.0,,M. Morris makes free throw 1 of 2,37,44
217,2,0:09.0,,M. Morris makes free throw 2 of 2,37,45
218,2,0:02.0,R. Rubio misses 2-pt jump shot from 15 ft,,37,45
219,2,0:01.0,,Defensive rebound by E. İlyasova,37,45
220,3,11:45.0,A. Wiggins misses 2-pt jump shot from 15 ft,,37,45
221,3,11:45.0,Offensive rebound by Team,,37,45
222,3,11:42.0,K. Towns misses 3-pt jump shot from 25 ft,,37,45
223,3,11:41.0,Offensive rebound by G. Dieng,,37,45
224,3,11:38.0,G. Dieng misses 2-pt jump shot from 3 ft (block by E. İlyasova),,37,45
225,3,11:38.0,,Defensive rebound by Team,37,45
226,3,11:38.0,Loose ball foul by G. Dieng (drawn by M. Morris),,37,45
227,3,11:27.0,,Turnover by R. Jackson (bad pass; steal by T. Prince),37,45
228,3,11:18.0,R. Rubio misses 2-pt jump shot from 17 ft,,37,45
229,3,11:18.0,Offensive rebound by R. Rubio,,37,45
230,3,11:12.0,G. Dieng makes 2-pt jump shot from 16 ft (assist by R. Rubio),,39,45
231,3,11:12.0,,Detroit full timeout,39,45
232,3,10:53.0,,K. Caldwell-Pope makes 2-pt jump shot from 16 ft,39,47
233,3,10:30.0,A. Wiggins makes 2-pt jump shot from 17 ft (assist by K. Towns),,41,47
234,3,10:19.0,,E. İlyasova makes 3-pt jump shot from 26 ft (assist by R. Jackson),41,50
235,3,9:57.0,K. Towns makes 2-pt jump shot from 18 ft (assist by R. Rubio),,43,50
236,3,9:40.0,,R. Jackson makes 2-pt jump shot from 12 ft,43,52
237,3,9:25.0,K. Towns makes 2-pt jump shot from 17 ft (assist by R. Rubio),,45,52
238,3,9:12.0,,Turnover by A. Drummond (3 sec),45,52
239,3,8:59.0,Offensive foul by K. Towns (drawn by E. İlyasova),,45,52
240,3,8:59.0,Turnover by K. Towns (offensive foul),,45,52
241,3,8:48.0,,R. Jackson misses 2-pt layup at rim,45,52
242,3,8:47.0,,Offensive rebound by A. Drummond,45,52
243,3,8:45.0,,A. Drummond makes 2-pt layup at rim,45,54
244,3,8:30.0,A. Wiggins makes 2-pt jump shot from 13 ft,,47,54
245,3,8:18.0,,R. Jackson makes 2-pt dunk at rim,47,56
246,3,8:01.0,Personal foul by A. Drummond (drawn by G. Dieng),,47,56
247,3,7:57.0,A. Wiggins misses 3-pt jump shot from 24 ft,,47,56
248,3,7:57.0,,Defensive rebound by A. Drummond,47,56
249,3,7:46.0,,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),47,58
250,3,7:46.0,Minnesota full timeout,,47,58
251,3,7:46.0,N. Bjelica enters the game for G. Dieng,,47,58
252,3,7:27.0,Shooting foul by R. Jackson (drawn by A. Wiggins),,47,58
253,3,7:27.0,A. Wiggins makes free throw 1 of 2,,48,58
254,3,7:27.0,S. Muhammad enters the game for T. Prince,,48,58
255,3,7:27.0,A. Wiggins makes free throw 2 of 2,,49,58
256,3,7:15.0,,Shooting foul by N. Bjelica (drawn by E. İlyasova),49,58
257,3,7:15.0,,E. İlyasova misses free throw 1 of 2,49,58
258,3,7:15.0,,Offensive rebound by Team,49,58
259,3,7:15.0,,E. İlyasova makes free throw 2 of 2,49,59
260,3,7:02.0,A. Wiggins makes 2-pt jump shot from 16 ft (assist by R. Rubio),,51,59
261,3,6:47.0,,R. Jackson misses 2-pt jump shot from 15 ft,51,59
262,3,6:47.0,Defensive rebound by K. Towns,,51,59
263,3,6:41.0,Turnover by R. Rubio (bad pass; steal by K. Caldwell-Pope),,51,59
264,3,6:36.0,,K. Caldwell-Pope makes 2-pt dunk at rim,51,61
265,3,6:20.0,N. Bjelica misses 2-pt layup at rim,,51,61
266,3,6:19.0,,Defensive rebound by A. Drummond,51,61
267,3,6:10.0,,A. Drummond makes 2-pt hook shot from 5 ft (assist by M. Morris),51,63
268,3,5:46.0,K. Towns makes 2-pt jump shot from 13 ft (assist by A. Wiggins),,53,63
269,3,5:29.0,,M. Morris misses 3-pt jump shot from 26 ft,53,63
270,3,5:28.0,,Offensive rebound by A. Drummond,53,63
271,3,5:24.0,,A. Drummond makes 2-pt layup at rim,53,65
272,3,5:13.0,Shooting foul by E. İlyasova (drawn by R. Rubio),,53,65
273,3,5:13.0,R. Rubio makes free throw 1 of 2,,54,65
274,3,5:13.0,R. Rubio makes free throw 2 of 2,,55,65
275,3,5:00.0,,E. İlyasova makes 3-pt jump shot from 26 ft (assist by K. Caldwell-Pope),55,68
276,3,4:41.0,A. Wiggins misses 2-pt layup from 2 ft,,55,68
277,3,4:40.0,Offensive rebound by K. Towns,,55,68
278,3,4:37.0,K. Towns makes 2-pt layup from 1 ft,,57,68
279,3,4:28.0,,Shooting foul by S. Muhammad (drawn by K. Caldwell-Pope),57,68
280,3,4:28.0,,K. Caldwell-Pope makes free throw 1 of 3,57,69
281,3,4:28.0,,K. Caldwell-Pope makes free throw 2 of 3,57,70
282,3,4:28.0,Z. LaVine enters the game for R. Rubio,,57,70
283,3,4:28.0,,K. Caldwell-Pope makes free throw 3 of 3,57,71
284,3,4:14.0,A. Wiggins misses 2-pt layup from 1 ft,,57,71
285,3,4:13.0,,Defensive rebound by E. İlyasova,57,71
286,3,4:06.0,,Turnover by R. Jackson (bad pass; steal by S. Muhammad),57,71
287,3,4:00.0,S. Muhammad makes 2-pt hook shot from 5 ft,,59,71
288,3,3:40.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,59,71
289,3,3:39.0,Defensive rebound by Z. LaVine,,59,71
290,3,3:31.0,Shooting foul by K. Caldwell-Pope (drawn by S. Muhammad),,59,71
291,3,3:31.0,S. Muhammad misses free throw 1 of 2,,59,71
292,3,3:31.0,Offensive rebound by Team,,59,71
293,3,3:31.0,G. Dieng enters the game for K. Towns,,59,71
294,3,3:31.0,,S. Johnson enters the game for K. Caldwell-Pope,59,71
295,3,3:31.0,S. Muhammad makes free throw 2 of 2,,60,71
296,3,3:19.0,,R. Jackson misses 2-pt layup from 2 ft (block by G. Dieng),60,71
297,3,3:18.0,,Offensive rebound by R. Jackson,60,71
298,3,3:13.0,,R. Jackson makes 3-pt jump shot from 24 ft (assist by S. Johnson),60,74
299,3,2:49.0,S. Muhammad makes 2-pt hook shot from 6 ft,,62,74
300,3,2:38.0,,Personal foul by N. Bjelica (drawn by E. İlyasova),62,74
301,3,2:38.0,,B. Jennings enters the game for R. Jackson,62,74
302,3,2:30.0,,A. Drummond makes 2-pt dunk at rim (assist by M. Morris),62,76
303,3,2:11.0,G. Dieng makes 2-pt layup at rim (assist by Z. LaVine),,64,76
304,3,2:06.0,,Personal take foul by A. Wiggins (drawn by A. Drummond),64,76
305,3,2:06.0,,A. Drummond misses free throw 1 of 2,64,76
306,3,2:06.0,,Offensive rebound by Team,64,76
307,3,2:06.0,,A. Drummond misses free throw 2 of 2,64,76
308,3,2:04.0,Defensive rebound by Z. LaVine,,64,76
309,3,1:56.0,Shooting foul by E. İlyasova (drawn by Z. LaVine),,64,76
310,3,1:56.0,Z. LaVine misses free throw 1 of 2,,64,76
311,3,1:56.0,Offensive rebound by Team,,64,76
312,3,1:56.0,,A. Baynes enters the game for A. Drummond,64,76
313,3,1:56.0,Z. LaVine makes free throw 2 of 2,,65,76
314,3,1:38.0,,A. Baynes misses 2-pt jump shot from 5 ft (block by G. Dieng),65,76
315,3,1:34.0,Defensive rebound by Z. LaVine,,65,76
316,3,1:31.0,Z. LaVine makes 2-pt layup at rim,,67,76
317,3,1:15.0,,A. Baynes misses 2-pt hook shot from 4 ft,67,76
318,3,1:13.0,Defensive rebound by N. Bjelica,,67,76
319,3,1:07.0,Z. LaVine misses 2-pt layup at rim,,67,76
320,3,1:06.0,,Defensive rebound by A. Baynes,67,76
321,3,1:00.0,,S. Johnson makes 2-pt jump shot from 7 ft,67,78
322,3,0:47.0,A. Wiggins makes 2-pt jump shot from 11 ft (assist by Z. LaVine),,69,78
323,3,0:26.0,,S. Johnson misses 2-pt jump shot from 17 ft,69,78
324,3,0:26.0,Defensive rebound by Z. LaVine,,69,78
325,3,0:03.0,Shooting foul by A. Baynes (drawn by Z. LaVine),,69,78
326,3,0:03.0,,Violation by Team (delay of game),69,78
327,3,0:03.0,Z. LaVine misses free throw 1 of 2,,69,78
328,3,0:03.0,Offensive rebound by Team,,69,78
329,3,0:03.0,Z. LaVine makes free throw 2 of 2,,70,78
330,3,0:02.0,,B. Jennings misses 3-pt jump shot from 41 ft,70,78
331,3,0:00.0,,Offensive rebound by Team,70,78
332,4,11:48.0,,A. Tolliver makes 3-pt jump shot from 25 ft (assist by B. Jennings),70,81
333,4,11:22.0,A. Wiggins makes 2-pt layup at rim (assist by G. Dieng),,72,81
334,4,11:01.0,,K. Caldwell-Pope makes 2-pt layup at rim (assist by B. Jennings),72,83
335,4,11:01.0,,Shooting foul by Z. LaVine (drawn by K. Caldwell-Pope),72,83
336,4,11:01.0,,K. Caldwell-Pope makes free throw 1 of 1,72,84
337,4,10:42.0,Z. LaVine misses 2-pt jump shot from 15 ft,,72,84
338,4,10:40.0,,Defensive rebound by K. Caldwell-Pope,72,84
339,4,10:30.0,,A. Tolliver makes 3-pt jump shot from 25 ft (assist by S. Johnson),72,87
340,4,9:57.0,A. Wiggins misses 3-pt jump shot from 25 ft,,72,87
341,4,9:56.0,,Defensive rebound by B. Jennings,72,87
342,4,9:53.0,,Turnover by B. Jennings (bad pass; steal by A. Wiggins),72,87
343,4,9:47.0,Shooting foul by A. Baynes (drawn by K. Towns),,72,87
344,4,9:47.0,K. Towns makes free throw 1 of 2,,73,87
345,4,9:47.0,T. Prince enters the game for S. Muhammad,,73,87
346,4,9:47.0,K. Towns makes free throw 2 of 2,,74,87
347,4,9:33.0,,S. Johnson makes 3-pt jump shot from 25 ft (assist by A. Tolliver),74,90
348,4,9:23.0,Minnesota full timeout,,74,90
349,4,9:23.0,R. Rubio enters the game for G. Dieng,,74,90
350,4,9:09.0,Z. LaVine misses 3-pt jump shot from 25 ft,,74,90
351,4,9:08.0,,Defensive rebound by S. Johnson,74,90
352,4,8:55.0,,Turnover by A. Baynes (bad pass; steal by A. Wiggins),74,90
353,4,8:54.0,Z. LaVine misses 2-pt layup from 2 ft,,74,90
354,4,8:53.0,,Defensive rebound by B. Jennings,74,90
355,4,8:47.0,,S. Johnson misses 2-pt jump shot from 3 ft,74,90
356,4,8:46.0,,Offensive rebound by A. Baynes,74,90
357,4,8:45.0,,A. Baynes misses 2-pt layup at rim,74,90
358,4,8:44.0,Defensive rebound by K. Towns,,74,90
359,4,8:26.0,Turnover by A. Wiggins (bad pass; steal by K. Caldwell-Pope),,74,90
360,4,8:21.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,74,90
361,4,8:21.0,Defensive rebound by Team,,74,90
362,4,8:08.0,A. Wiggins makes 2-pt layup at rim (assist by R. Rubio),,76,90
363,4,8:08.0,Shooting foul by S. Johnson (drawn by A. Wiggins),,76,90
364,4,8:08.0,A. Wiggins makes free throw 1 of 1,,77,90
365,4,7:52.0,,S. Johnson misses 2-pt jump shot from 3 ft,77,90
366,4,7:52.0,Defensive rebound by R. Rubio,,77,90
367,4,7:37.0,R. Rubio makes 2-pt layup at rim,,79,90
368,4,7:31.0,,Detroit full timeout,79,90
369,4,7:31.0,,A. Drummond enters the game for S. Johnson,79,90
370,4,7:31.0,,R. Jackson enters the game for B. Jennings,79,90
371,4,7:31.0,,M. Morris enters the game for A. Baynes,79,90
372,4,7:20.0,,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by R. Jackson),79,93
373,4,6:56.0,T. Prince misses 2-pt jump shot from 19 ft,,79,93
374,4,6:56.0,,Defensive rebound by A. Drummond,79,93
375,4,6:46.0,,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by R. Jackson),79,96
376,4,6:29.0,R. Rubio misses 2-pt jump shot from 7 ft,,79,96
377,4,6:27.0,,Defensive rebound by R. Jackson,79,96
378,4,6:22.0,,A. Drummond makes 2-pt layup at rim (assist by R. Jackson),79,98
379,4,6:08.0,A. Wiggins misses 2-pt jump shot from 14 ft,,79,98
380,4,6:07.0,,Defensive rebound by R. Jackson,79,98
