,QUARTER,TIME_REMAINING,HOUSTON_ACTION,MILWAUKEE_ACTION,HOUSTON_SCORE,MILWAUKEE_SCORE
376,4,10:17.0,,G. Antetokounmpo makes free throw 2 of 2,94,97
377,4,10:02.0,Personal foul by G. Antetokounmpo (drawn by J. Smith),,94,97
378,4,9:50.0,D. Howard misses 2-pt jump shot from 3 ft,,94,97
379,4,9:49.0,Offensive rebound by D. Howard,,94,97
380,4,9:47.0,D. Howard makes 2-pt layup from 1 ft,,96,97
381,4,9:39.0,,Personal foul by C. Brewer (drawn by K. Middleton),96,97
382,4,9:25.0,,G. Antetokounmpo makes 2-pt jump shot from 18 ft,96,99
383,4,9:04.0,J. Terry makes 3-pt jump shot from 25 ft (assist by P. Beverley),,99,99
384,4,8:46.0,,Shooting foul by C. Brewer (drawn by K. Middleton),99,99
385,4,8:46.0,Official timeout,,99,99
386,4,8:46.0,D. Motiejūnas enters the game for D. Howard,,99,99
387,4,8:46.0,J. Harden enters the game for C. Brewer,,99,99
388,4,8:46.0,,J. Parker enters the game for G. Antetokounmpo,99,99
389,4,8:46.0,,K. Middleton makes free throw 1 of 2,99,100
390,4,8:46.0,,K. Middleton makes free throw 2 of 2,99,101
391,4,8:33.0,D. Motiejūnas misses 2-pt hook shot from 4 ft,,99,101
392,4,8:31.0,,Defensive rebound by J. Parker,99,101
393,4,8:12.0,,M. Plumlee misses 2-pt hook shot from 3 ft,99,101
394,4,8:10.0,Defensive rebound by J. Harden,,99,101
395,4,8:00.0,J. Smith makes 3-pt jump shot from 23 ft (assist by J. Harden),,102,101
396,4,7:47.0,,K. Middleton misses 3-pt jump shot from 25 ft,102,101
397,4,7:46.0,Defensive rebound by D. Motiejūnas,,102,101
398,4,7:38.0,J. Smith misses 3-pt jump shot from 23 ft,,102,101
399,4,7:37.0,,Defensive rebound by M. Plumlee,102,101
400,4,7:20.0,,K. Middleton makes 2-pt jump shot from 9 ft,102,103
401,4,7:20.0,,Shooting foul by J. Harden (drawn by K. Middleton),102,103
402,4,7:20.0,,K. Middleton makes free throw 1 of 1,102,104
403,4,7:08.0,Personal foul by K. Middleton (drawn by D. Motiejūnas),,102,104
404,4,7:08.0,T. Ariza enters the game for J. Terry,,102,104
405,4,6:58.0,Turnover by P. Beverley (lost ball),,102,104
406,4,6:58.0,,G. Antetokounmpo enters the game for R. Vaughn,102,104
407,4,6:37.0,,M. Plumlee makes 2-pt hook shot from 8 ft (assist by G. Antetokounmpo),102,106
408,4,6:26.0,J. Harden makes 2-pt layup from 1 ft,,104,106
409,4,6:10.0,,J. Parker makes 3-pt jump shot from 22 ft (assist by G. Antetokounmpo),104,109
410,4,5:59.0,Shooting foul by M. Plumlee (drawn by J. Harden),,104,109
411,4,5:59.0,,Milwaukee full timeout,104,109
412,4,5:59.0,D. Howard enters the game for D. Motiejūnas,,104,109
413,4,5:59.0,J. Harden makes free throw 1 of 2,,105,109
414,4,5:59.0,J. Harden makes free throw 2 of 2,,106,109
415,4,5:39.0,,J. Parker misses 2-pt jump shot from 19 ft,106,109
416,4,5:39.0,Defensive rebound by Team,,106,109
417,4,5:39.0,,Loose ball foul by M. Plumlee (drawn by T. Ariza),106,109
418,4,5:39.0,T. Ariza makes free throw 1 of 2,,107,109
419,4,5:39.0,T. Ariza makes free throw 2 of 2,,108,109
420,4,5:29.0,,J. Parker makes 2-pt layup from 1 ft (assist by J. Bayless),108,111
421,4,5:29.0,,Shooting foul by J. Smith (drawn by J. Parker),108,111
422,4,5:29.0,,J. Parker makes free throw 1 of 1,108,112
423,4,5:15.0,J. Smith makes 3-pt jump shot from 25 ft (assist by P. Beverley),,111,112
424,4,4:55.0,,K. Middleton makes 2-pt jump shot from 6 ft,111,114
425,4,4:31.0,J. Smith misses 2-pt hook shot from 4 ft,,111,114
426,4,4:30.0,,Defensive rebound by J. Parker,111,114
427,4,4:17.0,,J. Parker misses 2-pt jump shot from 10 ft,111,114
428,4,4:16.0,,Offensive rebound by M. Plumlee,111,114
429,4,4:13.0,,J. Bayless makes 3-pt jump shot from 24 ft (assist by M. Plumlee),111,117
430,4,4:10.0,Houston full timeout,,111,117
431,4,3:53.0,J. Smith misses 3-pt jump shot from 23 ft,,111,117
432,4,3:51.0,Offensive rebound by P. Beverley,,111,117
433,4,3:44.0,J. Harden misses 2-pt layup from 1 ft,,111,117
434,4,3:44.0,Offensive rebound by Team,,111,117
435,4,3:44.0,,Loose ball foul by J. Bayless (drawn by D. Howard),111,117
436,4,3:44.0,D. Howard makes free throw 1 of 2,,112,117
437,4,3:44.0,D. Howard misses free throw 2 of 2,,112,117
438,4,3:43.0,,Defensive rebound by G. Antetokounmpo,112,117
439,4,3:28.0,,J. Parker makes 2-pt layup at rim (assist by K. Middleton),112,119
440,4,3:17.0,P. Beverley misses 3-pt jump shot from 22 ft,,112,119
441,4,3:15.0,Offensive rebound by T. Ariza,,112,119
442,4,3:08.0,Shooting foul by M. Plumlee (drawn by D. Howard),,112,119
443,4,3:08.0,D. Howard misses free throw 1 of 2,,112,119
444,4,3:08.0,Offensive rebound by Team,,112,119
445,4,3:08.0,C. Brewer enters the game for J. Smith,,112,119
446,4,3:08.0,D. Howard misses free throw 2 of 2,,112,119
447,4,3:04.0,,Defensive rebound by J. Bayless,112,119
448,4,2:46.0,,J. Bayless makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),112,122
449,4,2:35.0,J. Harden misses 2-pt layup from 1 ft,,112,122
450,4,2:34.0,,Defensive rebound by G. Antetokounmpo,112,122
451,4,2:29.0,,J. Bayless makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),112,125
452,4,2:27.0,Houston full timeout,,112,125
453,4,2:27.0,J. Terry enters the game for C. Brewer,,112,125
454,4,2:13.0,J. Terry makes 3-pt jump shot from 24 ft (assist by P. Beverley),,115,125
455,4,1:57.0,,Turnover by M. Plumlee (bad pass; steal by J. Terry),115,125
456,4,1:51.0,D. Howard makes 2-pt dunk at rim,,117,125
457,4,1:31.0,,Turnover by K. Middleton (lost ball; steal by P. Beverley),117,125
458,4,1:27.0,Personal foul by G. Antetokounmpo (drawn by J. Harden),,117,125
459,4,1:27.0,J. Harden makes free throw 1 of 2,,118,125
460,4,1:27.0,J. Harden makes free throw 2 of 2,,119,125
461,4,1:06.0,,G. Antetokounmpo misses 2-pt jump shot from 19 ft,119,125
462,4,1:04.0,,Offensive rebound by M. Plumlee,119,125
463,4,1:02.0,,K. Middleton misses 2-pt jump shot from 20 ft,119,125
464,4,1:02.0,,Offensive rebound by Team,119,125
465,4,1:02.0,,Turnover by Team (shot clock),119,125
466,4,0:42.0,J. Harden misses 2-pt jump shot from 8 ft,,119,125
467,4,0:41.0,Offensive rebound by D. Howard,,119,125
468,4,0:41.0,D. Howard makes 2-pt layup at rim,,121,125
469,4,0:20.0,,Turnover by K. Middleton (bad pass),121,125
470,4,0:20.0,Houston full timeout,,121,125
471,4,0:20.0,Turnover by Team (5 sec inbounds),,121,125
472,4,0:20.0,,Milwaukee full timeout,121,125
473,4,0:20.0,C. Brewer enters the game for J. Terry,,121,125
474,4,0:20.0,,O. Mayo enters the game for M. Plumlee,121,125
475,4,0:20.0,,Personal take foul by P. Beverley (drawn by J. Bayless),121,125
476,4,0:20.0,,J. Bayless makes free throw 1 of 2,121,126
477,4,0:20.0,,J. Bayless misses free throw 2 of 2,121,126
478,4,0:19.0,Defensive rebound by J. Harden,,121,126
479,4,0:18.0,Houston full timeout,,121,126
480,4,0:18.0,J. Terry enters the game for C. Brewer,,121,126
481,4,0:18.0,,M. Plumlee enters the game for O. Mayo,121,126
482,4,0:12.0,J. Harden misses 3-pt jump shot from 24 ft,,121,126
483,4,0:11.0,,Defensive rebound by Team,121,126
484,4,0:10.0,,Personal take foul by J. Harden (drawn by K. Middleton),121,126
485,4,0:10.0,,K. Middleton makes free throw 1 of 2,121,127
486,4,0:10.0,,K. Middleton makes free throw 2 of 2,121,128
487,4,0:06.0,P. Beverley misses 3-pt jump shot from 25 ft,,121,128
488,4,0:05.0,,Defensive rebound by G. Antetokounmpo,121,128
