,QUARTER,TIME_REMAINING,ORLANDO_ACTION,DALLAS_ACTION,ORLANDO_SCORE,DALLAS_SCORE
379,4,8:46.0,Defensive rebound by D. Marble,,90,104
380,4,8:40.0,Offensive foul by D. Dedmon (drawn by J. Barea),,90,104
381,4,8:40.0,Turnover by D. Dedmon (offensive foul),,90,104
382,4,8:40.0,N. Vučević enters the game for D. Dedmon,,90,104
383,4,8:26.0,,R. Felton makes 2-pt jump shot from 11 ft,90,106
384,4,8:06.0,E. İlyasova makes 3-pt jump shot from 24 ft (assist by E. Payton),,93,106
385,4,7:41.0,,J. Barea makes 3-pt jump shot from 24 ft (assist by R. Felton),93,109
386,4,7:30.0,E. Payton makes 2-pt jump shot from 7 ft,,95,109
387,4,7:08.0,,J. Barea makes 2-pt jump shot from 13 ft,95,111
388,4,6:52.0,,Violation by Z. Pachulia (kicked ball),95,111
389,4,6:44.0,V. Oladipo misses 2-pt jump shot from 20 ft,,95,111
390,4,6:43.0,,Defensive rebound by Z. Pachulia,95,111
391,4,6:22.0,,Turnover by Z. Pachulia (lost ball; steal by E. İlyasova),95,111
392,4,6:11.0,E. Payton misses 3-pt jump shot from 25 ft,,95,111
393,4,6:10.0,,Defensive rebound by J. Barea,95,111
394,4,5:53.0,,R. Felton misses 2-pt jump shot from 14 ft,95,111
395,4,5:51.0,Defensive rebound by E. İlyasova,,95,111
396,4,5:47.0,V. Oladipo misses 2-pt jump shot from 17 ft,,95,111
397,4,5:46.0,Offensive rebound by D. Marble,,95,111
398,4,5:42.0,D. Marble misses 2-pt jump shot from 17 ft,,95,111
399,4,5:42.0,,Defensive rebound by Z. Pachulia,95,111
400,4,5:42.0,,Dallas full timeout,95,111
401,4,5:42.0,,W. Matthews enters the game for D. Nowitzki,95,111
402,4,5:42.0,,C. Parsons enters the game for R. Felton,95,111
403,4,5:42.0,C. Watson enters the game for V. Oladipo,,95,111
404,4,5:29.0,,W. Matthews misses 3-pt jump shot from 24 ft,95,111
405,4,5:28.0,Defensive rebound by E. Payton,,95,111
406,4,5:06.0,Turnover by E. Payton (bad pass; steal by Z. Pachulia),,95,111
407,4,5:05.0,,Personal foul by E. Payton (drawn by C. Parsons),95,111
408,4,4:52.0,,Shooting foul by N. Vučević (drawn by Z. Pachulia),95,111
409,4,4:52.0,,Z. Pachulia makes free throw 1 of 2,95,112
410,4,4:52.0,B. Jennings enters the game for E. Payton,,95,112
411,4,4:52.0,D. Dedmon enters the game for N. Vučević,,95,112
412,4,4:52.0,,Z. Pachulia makes free throw 2 of 2,95,113
413,4,4:35.0,D. Dedmon makes 2-pt jump shot from 19 ft,,97,113
414,4,4:17.0,,Z. Pachulia makes 2-pt layup at rim (assist by W. Matthews),97,115
415,4,3:55.0,C. Watson misses 2-pt jump shot from 20 ft,,97,115
416,4,3:54.0,,Defensive rebound by D. Harris,97,115
417,4,3:36.0,,D. Harris makes 3-pt jump shot from 23 ft (assist by J. Barea),97,118
418,4,3:35.0,Orlando full timeout,,97,118
419,4,3:35.0,,J. Anderson enters the game for C. Parsons,97,118
420,4,3:35.0,,D. Powell enters the game for Z. Pachulia,97,118
421,4,3:35.0,,S. Mejri enters the game for D. Harris,97,118
422,4,3:20.0,B. Jennings makes 3-pt jump shot from 24 ft (assist by C. Watson),,100,118
423,4,3:01.0,,D. Powell misses 2-pt jump shot from 18 ft,100,118
424,4,3:00.0,,Offensive rebound by S. Mejri,100,118
425,4,2:57.0,,S. Mejri makes 2-pt dunk at rim (assist by J. Barea),100,120
426,4,2:46.0,B. Jennings misses 3-pt jump shot from 22 ft,,100,120
427,4,2:46.0,Offensive rebound by E. İlyasova,,100,120
428,4,2:46.0,,Violation by S. Mejri (def goaltending),100,120
429,4,2:46.0,E. İlyasova makes 2-pt hook shot from 7 ft,,102,120
430,4,2:26.0,,J. Barea misses 2-pt jump shot from 20 ft,102,120
431,4,2:25.0,,Offensive rebound by D. Powell,102,120
432,4,2:16.0,,J. Anderson misses 2-pt jump shot from 19 ft (block by D. Dedmon),102,120
433,4,2:15.0,,Offensive rebound by D. Powell,102,120
434,4,2:06.0,,Shooting foul by D. Dedmon (drawn by S. Mejri),102,120
435,4,2:06.0,,S. Mejri makes free throw 1 of 2,102,121
436,4,2:06.0,,C. Villanueva enters the game for W. Matthews,102,121
437,4,2:06.0,,S. Mejri misses free throw 2 of 2,102,121
438,4,2:05.0,Defensive rebound by D. Marble,,102,121
439,4,1:54.0,Turnover by B. Jennings (bad pass; steal by D. Powell),,102,121
440,4,1:34.0,Offensive charge foul by D. Powell (drawn by D. Marble),,102,121
441,4,1:34.0,,Turnover by D. Powell (offensive foul),102,121
442,4,1:18.0,D. Dedmon makes 2-pt jump shot from 2 ft (assist by C. Watson),,104,121
443,4,1:03.0,,C. Villanueva misses 3-pt jump shot from 25 ft,104,121
444,4,1:01.0,Defensive rebound by D. Dedmon,,104,121
445,4,0:54.0,D. Dedmon makes 2-pt dunk at rim (assist by B. Jennings),,106,121
446,4,0:36.0,,D. Powell misses 2-pt layup from 2 ft,106,121
447,4,0:33.0,Defensive rebound by E. İlyasova,,106,121
448,4,0:26.0,Turnover by B. Jennings (bad pass; steal by D. Powell),,106,121
449,4,0:17.0,,C. Villanueva misses 2-pt layup from 2 ft,106,121
450,4,0:16.0,Defensive rebound by E. İlyasova,,106,121
451,4,0:09.0,Shooting block foul by S. Mejri (drawn by D. Marble),,106,121
452,4,0:09.0,D. Marble makes free throw 1 of 2,,107,121
453,4,0:09.0,D. Marble makes free throw 2 of 2,,108,121
