,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,DENVER_ACTION,LA LAKERS_SCORE,DENVER_SCORE
210,2,1:56.0,,J. Nelson misses free throw 1 of 2,43,63
211,2,1:56.0,,Offensive rebound by Team,43,63
212,2,1:56.0,,J. Nelson makes free throw 2 of 2,43,64
213,2,1:42.0,N. Young makes 2-pt jump shot from 15 ft,,45,64
214,2,1:26.0,,J. Nelson misses 2-pt jump shot from 10 ft,45,64
215,2,1:25.0,Defensive rebound by L. Nance,,45,64
216,2,1:20.0,L. Williams makes 2-pt jump shot from 12 ft,,47,64
217,2,1:20.0,Shooting foul by G. Harris (drawn by L. Williams),,47,64
218,2,1:20.0,L. Williams misses free throw 1 of 1,,47,64
219,2,1:17.0,,Defensive rebound by W. Barton,47,64
220,2,1:04.0,,J. Lauvergne misses 2-pt layup from 2 ft (block by B. Bass),47,64
221,2,1:04.0,Defensive rebound by Team,,47,64
222,2,1:04.0,,N. Jokić enters the game for J. Lauvergne,47,64
223,2,1:04.0,,Violation by Team (delay of game),47,64
224,2,0:55.0,N. Young misses 2-pt jump shot from 15 ft,,47,64
225,2,0:54.0,,Defensive rebound by W. Barton,47,64
226,2,0:48.0,,W. Barton misses 2-pt layup from 2 ft,47,64
227,2,0:47.0,Defensive rebound by L. Williams,,47,64
228,2,0:40.0,J. Clarkson misses 3-pt jump shot from 26 ft,,47,64
229,2,0:40.0,Offensive rebound by L. Nance,,47,64
230,2,0:39.0,L. Nance makes 2-pt dunk at rim,,49,64
231,2,0:24.0,,J. Nelson misses 3-pt jump shot from 26 ft,49,64
232,2,0:23.0,,Offensive rebound by N. Jokić,49,64
233,2,0:19.0,,Turnover by N. Jokić (lost ball; steal by J. Clarkson),49,64
234,2,0:04.0,Shooting foul by J. Nelson (drawn by B. Bass),,49,64
235,2,0:04.0,B. Bass makes free throw 1 of 2,,50,64
236,2,0:04.0,B. Bass makes free throw 2 of 2,,51,64
237,2,0:00.0,,W. Barton misses 3-pt jump shot from 33 ft,51,64
238,2,0:00.0,,Offensive rebound by Team,51,64
239,3,11:48.0,,Turnover by G. Harris (step out of bounds),51,64
240,3,11:36.0,L. Nance makes 2-pt dunk at rim (assist by L. Williams),,53,64
241,3,11:12.0,,K. Papanikolaou makes 3-pt jump shot from 24 ft (assist by G. Harris),53,67
242,3,10:54.0,K. Bryant makes 3-pt jump shot from 25 ft (assist by J. Clarkson),,56,67
243,3,10:45.0,,Offensive foul by J. Lauvergne (drawn by L. Williams),56,67
244,3,10:45.0,,Turnover by J. Lauvergne (offensive foul),56,67
245,3,10:32.0,L. Nance misses 2-pt jump shot from 13 ft,,56,67
246,3,10:31.0,,Defensive rebound by J. Lauvergne,56,67
247,3,10:20.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by J. Lauvergne),56,70
248,3,10:06.0,Turnover by K. Bryant (bad pass; steal by K. Papanikolaou),,56,70
249,3,10:05.0,,Personal foul by K. Bryant (drawn by K. Papanikolaou),56,70
250,3,9:52.0,,K. Faried misses 2-pt jump shot from 11 ft,56,70
251,3,9:51.0,,Offensive rebound by Team,56,70
252,3,9:42.0,,Personal foul by J. Clarkson (drawn by K. Faried),56,70
253,3,9:33.0,,J. Lauvergne misses 2-pt layup from 2 ft,56,70
254,3,9:32.0,,Offensive rebound by K. Faried,56,70
255,3,9:31.0,,K. Faried misses 2-pt layup from 2 ft (block by L. Nance),56,70
256,3,9:30.0,,Offensive rebound by Team,56,70
257,3,9:15.0,,J. Nelson misses 2-pt jump shot from 16 ft,56,70
258,3,9:15.0,Defensive rebound by Team,,56,70
259,3,9:15.0,,Loose ball foul by K. Faried (drawn by R. Hibbert),56,70
260,3,8:57.0,L. Williams makes 3-pt jump shot from 25 ft (assist by R. Hibbert),,59,70
261,3,8:38.0,,K. Faried misses 2-pt jump shot from 3 ft,59,70
262,3,8:37.0,,Offensive rebound by K. Faried,59,70
263,3,8:35.0,,J. Nelson misses 3-pt jump shot from 25 ft,59,70
264,3,8:33.0,Defensive rebound by K. Bryant,,59,70
265,3,8:18.0,J. Clarkson makes 2-pt jump shot from 12 ft,,61,70
266,3,8:18.0,,Denver full timeout,61,70
267,3,8:18.0,,R. Foye enters the game for J. Nelson,61,70
268,3,8:01.0,,G. Harris misses 2-pt jump shot from 18 ft,61,70
269,3,8:00.0,Defensive rebound by R. Hibbert,,61,70
270,3,7:45.0,L. Nance makes 2-pt layup at rim (assist by K. Bryant),,63,70
271,3,7:34.0,,K. Papanikolaou misses 2-pt jump shot from 12 ft,63,70
272,3,7:33.0,Defensive rebound by R. Hibbert,,63,70
273,3,7:27.0,R. Hibbert makes 2-pt layup from 1 ft (assist by K. Bryant),,65,70
274,3,7:27.0,Shooting foul by J. Lauvergne (drawn by R. Hibbert),,65,70
275,3,7:27.0,,N. Jokić enters the game for J. Lauvergne,65,70
276,3,7:27.0,,W. Barton enters the game for K. Papanikolaou,65,70
277,3,7:27.0,R. Hibbert makes free throw 1 of 1,,66,70
278,3,7:08.0,,R. Foye misses 2-pt jump shot from 17 ft,66,70
279,3,7:07.0,Defensive rebound by J. Clarkson,,66,70
280,3,7:05.0,J. Clarkson makes 2-pt layup from 1 ft,,68,70
281,3,7:05.0,,Denver full timeout,68,70
282,3,6:50.0,,Personal foul by L. Nance (drawn by N. Jokić),68,70
283,3,6:37.0,,N. Jokić makes 2-pt layup from 1 ft (assist by R. Foye),68,72
284,3,6:16.0,Offensive foul by R. Hibbert (drawn by W. Barton),,68,72
285,3,6:16.0,Turnover by R. Hibbert (offensive foul),,68,72
286,3,6:05.0,,Turnover by G. Harris (bad pass; steal by L. Williams),68,72
287,3,5:54.0,L. Williams misses 2-pt jump shot from 4 ft,,68,72
288,3,5:53.0,,Defensive rebound by K. Faried,68,72
289,3,5:39.0,,Personal foul by R. Hibbert (drawn by K. Faried),68,72
290,3,5:39.0,B. Bass enters the game for R. Hibbert,,68,72
291,3,5:29.0,,R. Foye makes 2-pt layup from 1 ft,68,74
292,3,5:06.0,K. Bryant makes 2-pt jump shot from 5 ft,,70,74
293,3,4:53.0,,G. Harris makes 2-pt layup from 2 ft (assist by K. Faried),70,76
294,3,4:36.0,Def 3 sec tech foul by N. Jokić,,70,76
295,3,4:36.0,K. Bryant misses technical free throw,,70,76
296,3,4:36.0,Offensive rebound by Team,,70,76
297,3,4:36.0,J. Randle enters the game for L. Nance,,70,76
298,3,4:26.0,K. Bryant misses 2-pt jump shot from 15 ft,,70,76
299,3,4:24.0,,Defensive rebound by N. Jokić,70,76
300,3,4:18.0,,W. Barton misses 2-pt jump shot from 3 ft (block by K. Bryant),70,76
301,3,4:16.0,Defensive rebound by B. Bass,,70,76
302,3,4:08.0,J. Clarkson makes 2-pt layup from 1 ft,,72,76
303,3,3:51.0,,R. Foye misses 2-pt layup from 1 ft (block by B. Bass),72,76
304,3,3:49.0,Defensive rebound by B. Bass,,72,76
305,3,3:43.0,L. Williams makes 3-pt jump shot from 24 ft (assist by K. Bryant),,75,76
306,3,3:32.0,,W. Barton misses 3-pt jump shot from 24 ft,75,76
307,3,3:31.0,Defensive rebound by J. Clarkson,,75,76
308,3,3:26.0,Turnover by J. Clarkson (bad pass),,75,76
309,3,3:26.0,D. Russell enters the game for L. Williams,,75,76
310,3,3:26.0,,D. Arthur enters the game for K. Faried,75,76
311,3,3:09.0,,D. Arthur makes 2-pt jump shot from 19 ft (assist by N. Jokić),75,78
312,3,2:55.0,Personal foul by W. Barton (drawn by K. Bryant),,75,78
313,3,2:55.0,LA Lakers full timeout,,75,78
314,3,2:43.0,K. Bryant makes 2-pt jump shot from 14 ft,,77,78
315,3,2:32.0,,Turnover by R. Foye (bad pass; steal by J. Clarkson),77,78
316,3,2:27.0,J. Clarkson makes 2-pt layup at rim,,79,78
317,3,2:06.0,,W. Barton misses 2-pt jump shot from 15 ft,79,78
318,3,2:06.0,Defensive rebound by J. Randle,,79,78
319,3,1:46.0,J. Clarkson misses 2-pt jump shot from 15 ft,,79,78
320,3,1:45.0,,Defensive rebound by D. Arthur,79,78
321,3,1:34.0,,Turnover by G. Harris (lost ball),79,78
322,3,1:20.0,B. Bass makes 2-pt dunk at rim (assist by J. Randle),,81,78
323,3,1:01.0,,W. Barton makes 2-pt jump shot from 5 ft (assist by D. Arthur),81,80
324,3,0:43.0,J. Randle makes 2-pt dunk at rim (assist by K. Bryant),,83,80
325,3,0:31.0,,R. Foye misses 2-pt jump shot from 21 ft,83,80
326,3,0:30.0,Defensive rebound by J. Randle,,83,80
327,3,0:10.0,J. Clarkson misses 3-pt jump shot from 24 ft,,83,80
328,3,0:09.0,,Defensive rebound by R. Foye,83,80
329,3,0:02.0,,G. Harris misses 3-pt jump shot from 22 ft,83,80
330,3,0:01.0,,Offensive rebound by R. Foye,83,80
331,3,0:00.0,,R. Foye misses 2-pt jump shot from 12 ft (block by B. Bass),83,80
332,3,0:00.0,,Offensive rebound by Team,83,80
333,4,11:36.0,J. Clarkson misses 2-pt jump shot from 16 ft (block by R. Foye),,83,80
334,4,11:34.0,,Defensive rebound by R. Foye,83,80
335,4,11:25.0,,Turnover by W. Barton (lost ball; steal by J. Clarkson),83,80
336,4,11:19.0,J. Clarkson misses 2-pt layup at rim (block by W. Barton),,83,80
337,4,11:18.0,Offensive rebound by J. Randle,,83,80
338,4,11:14.0,J. Randle misses 2-pt layup from 2 ft,,83,80
339,4,11:13.0,Offensive rebound by J. Randle,,83,80
340,4,11:12.0,J. Randle makes 2-pt layup from 2 ft,,85,80
341,4,10:47.0,,N. Jokić misses 2-pt hook shot from 2 ft,85,80
342,4,10:46.0,,Offensive rebound by N. Jokić,85,80
343,4,10:46.0,,N. Jokić makes 2-pt layup from 2 ft,85,82
344,4,10:25.0,N. Young misses 3-pt jump shot from 25 ft,,85,82
345,4,10:24.0,,Defensive rebound by N. Jokić,85,82
346,4,10:16.0,,D. Arthur misses 2-pt jump shot from 20 ft,85,82
347,4,10:16.0,Defensive rebound by B. Bass,,85,82
348,4,10:03.0,Turnover by D. Russell (bad pass; steal by G. Harris),,85,82
349,4,9:58.0,,G. Harris makes 2-pt layup from 1 ft,85,84
350,4,9:37.0,Turnover by B. Bass (lost ball),,85,84
351,4,9:37.0,L. Nance enters the game for J. Randle,,85,84
352,4,9:37.0,,J. Nelson enters the game for G. Harris,85,84
353,4,9:31.0,,R. Foye makes 2-pt layup from 2 ft,85,86
354,4,9:31.0,LA Lakers full timeout,,85,86
355,4,9:31.0,L. Williams enters the game for J. Clarkson,,85,86
356,4,9:11.0,N. Young misses 3-pt jump shot from 26 ft,,85,86
357,4,9:11.0,Offensive rebound by Team,,85,86
358,4,9:11.0,,Loose ball foul by R. Foye (drawn by D. Russell),85,86
359,4,8:58.0,L. Williams makes 2-pt jump shot from 18 ft (assist by B. Bass),,87,86
360,4,8:43.0,,D. Arthur makes 2-pt jump shot from 20 ft (assist by R. Foye),87,88
361,4,8:25.0,D. Russell makes 3-pt jump shot from 26 ft (assist by L. Williams),,90,88
362,4,8:11.0,,Shooting foul by B. Bass (drawn by N. Jokić),90,88
363,4,8:11.0,,N. Jokić makes free throw 1 of 2,90,89
364,4,8:11.0,J. Randle enters the game for L. Nance,,90,89
365,4,8:11.0,K. Bryant enters the game for N. Young,,90,89
366,4,8:11.0,,N. Jokić misses free throw 2 of 2,90,89
367,4,8:11.0,Defensive rebound by J. Randle,,90,89
368,4,7:52.0,J. Randle makes 2-pt layup from 1 ft,,92,89
369,4,7:52.0,Shooting foul by D. Arthur (drawn by J. Randle),,92,89
370,4,7:52.0,J. Randle misses free throw 1 of 1,,92,89
371,4,7:48.0,,Defensive rebound by W. Barton,92,89
372,4,7:32.0,,R. Foye misses 2-pt layup at rim,92,89
373,4,7:31.0,,Offensive rebound by R. Foye,92,89
374,4,7:25.0,,R. Foye misses 3-pt jump shot from 24 ft,92,89
375,4,7:23.0,,Offensive rebound by N. Jokić,92,89
376,4,7:23.0,,N. Jokić makes 2-pt layup at rim,92,91
377,4,6:53.0,K. Bryant misses 3-pt jump shot from 23 ft,,92,91
378,4,6:53.0,,Defensive rebound by W. Barton,92,91
379,4,6:36.0,,D. Arthur misses 2-pt jump shot from 3 ft,92,91
380,4,6:36.0,Defensive rebound by B. Bass,,92,91
381,4,6:13.0,K. Bryant makes 2-pt jump shot from 18 ft,,94,91
382,4,5:58.0,,D. Arthur makes 2-pt jump shot from 17 ft (assist by J. Nelson),94,93
383,4,5:37.0,Official timeout,,94,93
384,4,5:36.0,J. Clarkson enters the game for D. Russell,,94,93
385,4,5:27.0,K. Bryant misses 3-pt jump shot from 25 ft,,94,93
386,4,5:27.0,,Defensive rebound by Team,94,93
387,4,5:09.0,,D. Arthur misses 2-pt jump shot from 21 ft,94,93
388,4,5:08.0,Defensive rebound by J. Clarkson,,94,93
389,4,4:50.0,Shooting foul by D. Arthur (drawn by L. Williams),,94,93
390,4,4:50.0,L. Williams misses free throw 1 of 3,,94,93
