,QUARTER,TIME_REMAINING,INDIANA_ACTION,MIAMI_ACTION,INDIANA_SCORE,MIAMI_SCORE
0,1,11:39.0,P. George makes 3-pt jump shot from 25 ft,,3,0
1,1,11:22.0,,L. Deng misses 3-pt jump shot from 23 ft,3,0
2,1,11:21.0,Defensive rebound by I. Mahinmi,,3,0
3,1,11:14.0,Personal foul by C. Andersen (drawn by I. Mahinmi),,3,0
4,1,11:04.0,Personal foul by D. Wade (drawn by C. Miles),,3,0
5,1,10:59.0,P. George misses 2-pt jump shot from 18 ft,,3,0
6,1,10:58.0,Offensive rebound by L. Allen,,3,0
7,1,10:53.0,Turnover by C. Miles (lost ball; steal by C. Andersen),,3,0
8,1,10:47.0,,D. Wade misses 2-pt jump shot from 16 ft,3,0
9,1,10:46.0,,Offensive rebound by Team,3,0
10,1,10:46.0,Loose ball foul by M. Ellis (drawn by C. Andersen),,3,0
11,1,10:36.0,,C. Andersen misses 2-pt jump shot from 17 ft,3,0
12,1,10:35.0,Defensive rebound by C. Miles,,3,0
13,1,10:25.0,I. Mahinmi makes 2-pt layup from 1 ft (assist by P. George),,5,0
14,1,10:17.0,,Offensive foul by G. Dragić (drawn by P. George),5,0
15,1,10:17.0,,Turnover by G. Dragić (offensive foul),5,0
16,1,10:08.0,C. Miles makes 3-pt jump shot from 24 ft (assist by M. Ellis),,8,0
17,1,10:08.0,Shooting foul by D. Wade (drawn by C. Miles),,8,0
18,1,10:08.0,C. Miles makes free throw 1 of 1,,9,0
19,1,9:53.0,,G. Dragić makes 2-pt layup from 1 ft,9,2
20,1,9:47.0,C. Miles makes 3-pt jump shot from 24 ft (assist by M. Ellis),,12,2
21,1,9:28.0,Loose ball foul by P. George (drawn by C. Bosh),,12,2
22,1,9:21.0,,Shooting foul by L. Allen (drawn by C. Bosh),12,2
23,1,9:21.0,,C. Bosh misses free throw 1 of 2,12,2
24,1,9:21.0,,Offensive rebound by Team,12,2
25,1,9:21.0,,C. Bosh makes free throw 2 of 2,12,3
26,1,9:07.0,P. George makes 3-pt jump shot from 23 ft (assist by M. Ellis),,15,3
27,1,9:07.0,,Miami full timeout,15,3
28,1,8:50.0,,D. Wade makes 2-pt layup from 2 ft,15,5
29,1,8:36.0,C. Miles misses 3-pt jump shot from 24 ft,,15,5
30,1,8:35.0,,Defensive rebound by C. Andersen,15,5
31,1,8:24.0,,Shooting foul by L. Allen (drawn by D. Wade),15,5
32,1,8:24.0,,D. Wade makes free throw 1 of 2,15,6
33,1,8:24.0,,D. Wade makes free throw 2 of 2,15,7
34,1,8:11.0,M. Ellis misses 2-pt jump shot from 8 ft,,15,7
35,1,8:10.0,Offensive rebound by I. Mahinmi,,15,7
36,1,8:09.0,I. Mahinmi makes 2-pt jump shot from 1 ft,,17,7
37,1,7:52.0,,C. Bosh makes 2-pt jump shot from 19 ft (assist by D. Wade),17,9
38,1,7:45.0,Shooting foul by C. Andersen (drawn by I. Mahinmi),,17,9
39,1,7:45.0,I. Mahinmi makes free throw 1 of 2,,18,9
40,1,7:45.0,I. Mahinmi makes free throw 2 of 2,,19,9
41,1,7:28.0,,C. Andersen misses 2-pt jump shot from 1 ft (block by I. Mahinmi),19,9
42,1,7:27.0,,Offensive rebound by C. Andersen,19,9
43,1,7:25.0,,C. Andersen makes 2-pt jump shot from 1 ft,19,11
44,1,7:20.0,Shooting foul by C. Andersen (drawn by P. George),,19,11
45,1,7:20.0,P. George makes free throw 1 of 2,,20,11
46,1,7:20.0,,A. Stoudemire enters the game for C. Andersen,20,11
47,1,7:20.0,P. George makes free throw 2 of 2,,21,11
48,1,7:04.0,,C. Bosh misses 3-pt jump shot from 24 ft,21,11
49,1,7:03.0,Defensive rebound by P. George,,21,11
50,1,6:57.0,P. George misses 2-pt jump shot from 16 ft,,21,11
51,1,6:56.0,,Defensive rebound by D. Wade,21,11
52,1,6:47.0,,L. Deng misses 3-pt jump shot from 23 ft,21,11
53,1,6:46.0,,Offensive rebound by Team,21,11
54,1,6:46.0,J. Hill enters the game for L. Allen,,21,11
55,1,6:46.0,M. Turner enters the game for I. Mahinmi,,21,11
56,1,6:46.0,,Personal foul by C. Miles (drawn by L. Deng),21,11
57,1,6:46.0,,L. Deng makes free throw 1 of 2,21,12
58,1,6:46.0,,L. Deng makes free throw 2 of 2,21,13
59,1,6:34.0,C. Miles misses 3-pt jump shot from 24 ft (block by D. Wade),,21,13
60,1,6:33.0,Offensive rebound by J. Hill,,21,13
61,1,6:28.0,C. Miles misses 3-pt jump shot from 23 ft,,21,13
62,1,6:27.0,,Defensive rebound by C. Bosh,21,13
63,1,6:22.0,,D. Wade makes 2-pt dunk at rim (assist by G. Dragić),21,15
64,1,6:21.0,Indiana full timeout,,21,15
65,1,6:21.0,,J. Winslow enters the game for C. Bosh,21,15
66,1,6:02.0,M. Turner misses 2-pt dunk at rim,,21,15
67,1,6:01.0,,Defensive rebound by J. Winslow,21,15
68,1,5:54.0,,A. Stoudemire misses 2-pt layup from 1 ft,21,15
69,1,5:53.0,,Offensive rebound by D. Wade,21,15
70,1,5:53.0,,D. Wade misses 2-pt layup from 2 ft,21,15
71,1,5:52.0,,Offensive rebound by A. Stoudemire,21,15
72,1,5:51.0,,A. Stoudemire misses 2-pt layup from 1 ft,21,15
73,1,5:50.0,,Offensive rebound by A. Stoudemire,21,15
74,1,5:49.0,,Turnover by A. Stoudemire (lost ball; steal by C. Miles),21,15
75,1,5:38.0,P. George misses 2-pt jump shot from 11 ft,,21,15
76,1,5:37.0,Offensive rebound by Team,,21,15
77,1,5:24.0,J. Hill misses 2-pt layup from 2 ft,,21,15
78,1,5:23.0,,Defensive rebound by L. Deng,21,15
79,1,5:12.0,,G. Dragić makes 2-pt jump shot from 2 ft,21,17
80,1,5:01.0,,Violation by L. Deng (kicked ball),21,17
81,1,4:49.0,M. Ellis misses 2-pt jump shot from 17 ft,,21,17
82,1,4:48.0,,Defensive rebound by D. Wade,21,17
83,1,4:46.0,C. Budinger enters the game for C. Miles,,21,17
84,1,4:34.0,,G. Dragić misses 2-pt jump shot from 12 ft,21,17
85,1,4:33.0,Defensive rebound by C. Budinger,,21,17
86,1,4:23.0,P. George misses 3-pt jump shot from 24 ft,,21,17
87,1,4:22.0,Offensive rebound by Team,,21,17
88,1,4:08.0,M. Ellis makes 2-pt jump shot from 12 ft,,23,17
89,1,3:48.0,,D. Wade misses 2-pt jump shot from 14 ft,23,17
90,1,3:47.0,Defensive rebound by J. Hill,,23,17
91,1,3:33.0,J. Hill makes 2-pt jump shot from 17 ft (assist by M. Ellis),,25,17
92,1,3:13.0,,L. Deng misses 2-pt jump shot from 17 ft,25,17
93,1,3:12.0,Defensive rebound by M. Turner,,25,17
94,1,3:05.0,J. Hill misses 2-pt hook shot from 8 ft,,25,17
95,1,3:04.0,,Defensive rebound by G. Dragić,25,17
96,1,2:58.0,,T. Johnson enters the game for D. Wade,25,17
97,1,2:58.0,,C. Bosh enters the game for L. Deng,25,17
98,1,2:42.0,,C. Bosh misses 2-pt hook shot from 9 ft,25,17
99,1,2:41.0,Defensive rebound by M. Turner,,25,17
100,1,2:30.0,Turnover by J. Hill (lost ball; steal by A. Stoudemire),,25,17
101,1,2:19.0,,C. Bosh misses 3-pt jump shot from 24 ft,25,17
102,1,2:18.0,,Offensive rebound by G. Dragić,25,17
103,1,2:10.0,,G. Dragić makes 2-pt layup from 1 ft,25,19
104,1,1:57.0,M. Turner misses 2-pt jump shot from 18 ft,,25,19
105,1,1:56.0,,Defensive rebound by A. Stoudemire,25,19
106,1,1:53.0,Offensive charge foul by G. Dragić (drawn by M. Ellis),,25,19
107,1,1:53.0,,Turnover by G. Dragić (offensive foul),25,19
108,1,1:53.0,J. Young enters the game for M. Ellis,,25,19
109,1,1:53.0,,B. Udrih enters the game for G. Dragić,25,19
110,1,1:32.0,J. Hill makes 2-pt jump shot from 14 ft (assist by J. Young),,27,19
111,1,1:16.0,,T. Johnson misses 3-pt jump shot from 24 ft,27,19
112,1,1:15.0,Defensive rebound by M. Turner,,27,19
113,1,1:09.0,J. Young misses 2-pt jump shot from 18 ft,,27,19
114,1,1:08.0,,Defensive rebound by T. Johnson,27,19
115,1,0:58.0,,T. Johnson misses 2-pt layup from 2 ft (block by J. Hill),27,19
116,1,0:57.0,Defensive rebound by Team,,27,19
117,1,0:34.0,P. George misses 3-pt jump shot from 23 ft,,27,19
118,1,0:33.0,,Defensive rebound by A. Stoudemire,27,19
119,1,0:17.0,,J. Winslow misses 3-pt jump shot from 25 ft,27,19
120,1,0:16.0,Defensive rebound by J. Young,,27,19
121,1,0:02.0,J. Young makes 2-pt jump shot from 9 ft,,29,19
122,1,0:00.0,,B. Udrih misses 3-pt jump shot from 50 ft,29,19
123,1,0:00.0,,Offensive rebound by Team,29,19
124,2,11:48.0,,C. Bosh makes 2-pt layup from 1 ft (assist by G. Green),29,21
125,2,11:34.0,C. Budinger misses 2-pt jump shot from 18 ft,,29,21
126,2,11:33.0,,Defensive rebound by C. Bosh,29,21
127,2,11:21.0,,C. Bosh misses 3-pt jump shot from 24 ft,29,21
128,2,11:20.0,Defensive rebound by J. Young,,29,21
129,2,11:04.0,Turnover by R. Stuckey (bad pass; steal by G. Green),,29,21
130,2,10:58.0,,G. Green misses 3-pt jump shot from 24 ft,29,21
131,2,10:57.0,Defensive rebound by J. Young,,29,21
132,2,10:44.0,R. Stuckey misses 2-pt jump shot from 19 ft,,29,21
133,2,10:43.0,,Defensive rebound by C. Bosh,29,21
134,2,10:35.0,,B. Udrih misses 2-pt layup from 1 ft,29,21
135,2,10:34.0,,Offensive rebound by C. Bosh,29,21
136,2,10:33.0,,C. Bosh makes 2-pt layup from 1 ft,29,23
137,2,10:33.0,,Shooting foul by S. Hill (drawn by C. Bosh),29,23
138,2,10:33.0,,C. Bosh misses free throw 1 of 1,29,23
139,2,10:32.0,Defensive rebound by J. Hill,,29,23
140,2,10:13.0,J. Young misses 2-pt jump shot from 16 ft,,29,23
141,2,10:12.0,,Defensive rebound by T. Johnson,29,23
142,2,10:03.0,,G. Green misses 2-pt layup from 1 ft,29,23
143,2,10:02.0,Defensive rebound by J. Hill,,29,23
144,2,9:56.0,C. Budinger misses 2-pt jump shot from 6 ft,,29,23
145,2,9:55.0,Offensive rebound by J. Young,,29,23
146,2,9:53.0,J. Young misses 2-pt layup from 2 ft,,29,23
147,2,9:52.0,Offensive rebound by C. Budinger,,29,23
148,2,9:50.0,C. Budinger misses 2-pt jump shot from 2 ft,,29,23
149,2,9:49.0,,Defensive rebound by B. Udrih,29,23
150,2,9:43.0,,G. Green misses 3-pt jump shot from 24 ft,29,23
151,2,9:42.0,Defensive rebound by J. Young,,29,23
152,2,9:30.0,S. Hill makes 2-pt jump shot from 3 ft (assist by R. Stuckey),,31,23
153,2,9:04.0,,C. Bosh misses 2-pt jump shot from 19 ft,31,23
154,2,9:03.0,Defensive rebound by C. Budinger,,31,23
155,2,8:57.0,J. Hill makes 2-pt jump shot from 14 ft (assist by R. Stuckey),,33,23
156,2,8:40.0,Official timeout,,33,23
157,2,8:40.0,I. Mahinmi enters the game for J. Hill,,33,23
158,2,8:31.0,,C. Bosh makes 2-pt hook shot from 6 ft (assist by B. Udrih),33,25
159,2,8:08.0,S. Hill misses 3-pt jump shot from 23 ft,,33,25
160,2,8:07.0,,Defensive rebound by B. Udrih,33,25
161,2,7:59.0,,G. Green makes 3-pt jump shot from 23 ft (assist by B. Udrih),33,28
162,2,7:46.0,Turnover by C. Budinger (traveling),,33,28
163,2,7:32.0,,J. Winslow misses 3-pt jump shot from 23 ft,33,28
