,QUARTER,TIME_REMAINING,DETROIT_ACTION,DENVER_ACTION,DETROIT_SCORE,DENVER_SCORE
29,1,7:57.0,E. İlyasova makes 2-pt layup from 1 ft,,15,7
30,1,7:57.0,,Denver full timeout,15,7
31,1,7:44.0,,Shooting foul by M. Morris (drawn by D. Gallinari),15,7
32,1,7:44.0,,D. Gallinari makes free throw 1 of 2,15,8
33,1,7:44.0,,D. Gallinari makes free throw 2 of 2,15,9
34,1,7:26.0,R. Jackson misses 3-pt jump shot from 25 ft,,15,9
35,1,7:26.0,Offensive rebound by Team,,15,9
36,1,7:26.0,,Loose ball foul by N. Jokić (drawn by A. Baynes),15,9
37,1,7:19.0,R. Jackson misses 2-pt layup from 1 ft,,15,9
38,1,7:18.0,,Defensive rebound by E. Mudiay,15,9
39,1,7:07.0,,E. Mudiay makes 2-pt jump shot from 13 ft,15,11
40,1,6:54.0,E. İlyasova misses 3-pt jump shot from 24 ft,,15,11
41,1,6:52.0,,Defensive rebound by Team,15,11
42,1,6:41.0,,E. Mudiay misses 3-pt jump shot from 24 ft,15,11
43,1,6:39.0,Defensive rebound by R. Jackson,,15,11
44,1,6:33.0,K. Caldwell-Pope misses 3-pt jump shot from 22 ft,,15,11
45,1,6:31.0,,Defensive rebound by D. Arthur,15,11
46,1,6:26.0,,G. Harris misses 2-pt layup from 1 ft,15,11
47,1,6:25.0,Defensive rebound by K. Caldwell-Pope,,15,11
48,1,6:24.0,Turnover by K. Caldwell-Pope (lost ball; steal by G. Harris),,15,11
49,1,6:19.0,,G. Harris makes 2-pt layup at rim,15,13
50,1,6:08.0,Turnover by R. Jackson (bad pass; steal by D. Arthur),,15,13
51,1,6:02.0,,D. Arthur makes 2-pt dunk from 1 ft (assist by G. Harris),15,15
52,1,5:56.0,Detroit full timeout,,15,15
53,1,5:48.0,R. Jackson misses 2-pt jump shot from 20 ft,,15,15
54,1,5:48.0,,Defensive rebound by Team,15,15
55,1,5:29.0,,D. Gallinari misses 2-pt layup from 1 ft,15,15
56,1,5:28.0,Defensive rebound by A. Baynes,,15,15
57,1,5:18.0,A. Baynes makes 2-pt jump shot from 16 ft (assist by R. Jackson),,17,15
58,1,5:02.0,,D. Gallinari makes 2-pt jump shot from 3 ft (assist by D. Arthur),17,17
59,1,5:02.0,,Shooting foul by M. Morris (drawn by D. Gallinari),17,17
60,1,5:02.0,S. Johnson enters the game for M. Morris,,17,17
61,1,5:02.0,,D. Gallinari makes free throw 1 of 1,17,18
62,1,4:48.0,R. Jackson makes 2-pt layup at rim,,19,18
63,1,4:30.0,,D. Arthur makes 2-pt jump shot from 7 ft,19,20
64,1,4:19.0,Turnover by A. Baynes (bad pass; steal by D. Arthur),,19,20
65,1,4:08.0,,D. Gallinari makes 2-pt layup at rim,19,22
66,1,3:52.0,R. Jackson misses 2-pt layup from 1 ft (block by N. Jokić),,19,22
67,1,3:51.0,,Defensive rebound by G. Harris,19,22
68,1,3:48.0,,G. Harris misses 2-pt layup from 2 ft (block by K. Caldwell-Pope),19,22
69,1,3:47.0,,Offensive rebound by Team,19,22
70,1,3:36.0,,D. Gallinari misses 2-pt jump shot from 6 ft,19,22
71,1,3:35.0,Defensive rebound by E. İlyasova,,19,22
72,1,3:25.0,R. Jackson misses 3-pt jump shot from 24 ft,,19,22
73,1,3:22.0,Offensive rebound by A. Baynes,,19,22
74,1,3:20.0,Turnover by A. Baynes (lost ball; steal by G. Harris),,19,22
75,1,3:12.0,,Shooting foul by A. Baynes (drawn by D. Gallinari),19,22
76,1,3:12.0,,D. Gallinari makes free throw 1 of 2,19,23
77,1,3:12.0,,W. Barton enters the game for D. Arthur,19,23
78,1,3:12.0,,D. Gallinari makes free throw 2 of 2,19,24
79,1,2:42.0,A. Baynes makes 2-pt jump shot from 11 ft,,21,24
80,1,2:37.0,,E. Mudiay misses 2-pt layup from 1 ft,21,24
81,1,2:37.0,Defensive rebound by A. Baynes,,21,24
82,1,2:28.0,E. İlyasova makes 2-pt jump shot from 16 ft,,23,24
83,1,2:10.0,,E. Mudiay misses 2-pt jump shot from 7 ft,23,24
84,1,2:09.0,Defensive rebound by A. Baynes,,23,24
85,1,1:55.0,R. Jackson makes 3-pt jump shot from 24 ft (assist by E. İlyasova),,26,24
86,1,1:40.0,,N. Jokić misses 2-pt layup from 1 ft,26,24
87,1,1:38.0,Defensive rebound by S. Johnson,,26,24
88,1,1:37.0,,Violation by W. Barton (def goaltending),26,24
89,1,1:37.0,S. Johnson makes 2-pt layup from 1 ft,,28,24
90,1,1:37.0,,Denver full timeout,28,24
91,1,1:37.0,B. Jennings enters the game for R. Jackson,,28,24
92,1,1:37.0,,J. Lauvergne enters the game for E. Mudiay,28,24
93,1,1:37.0,,R. Foye enters the game for N. Jokić,28,24
94,1,1:22.0,,W. Barton misses 2-pt jump shot from 4 ft,28,24
95,1,1:19.0,Defensive rebound by B. Jennings,,28,24
96,1,1:15.0,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by B. Jennings),,30,24
97,1,0:55.0,,Shooting foul by S. Johnson (drawn by D. Gallinari),30,24
98,1,0:55.0,,D. Gallinari makes free throw 1 of 2,30,25
99,1,0:55.0,,D. Gallinari makes free throw 2 of 2,30,26
100,1,0:44.0,K. Caldwell-Pope makes 2-pt jump shot from 19 ft,,32,26
101,1,0:27.0,,R. Foye misses 2-pt layup from 2 ft,32,26
102,1,0:26.0,Defensive rebound by K. Caldwell-Pope,,32,26
103,1,0:08.0,Personal take foul by G. Harris (drawn by B. Jennings),,32,26
104,1,0:08.0,,S. Kilpatrick enters the game for D. Gallinari,32,26
105,1,0:02.0,S. Johnson misses 2-pt jump shot from 21 ft,,32,26
106,1,0:01.0,Offensive rebound by Team,,32,26
107,1,0:00.0,,N. Jokić enters the game for G. Harris,32,26
108,2,11:42.0,,W. Barton misses 3-pt jump shot from 25 ft,32,26
109,2,11:40.0,Defensive rebound by B. Jennings,,32,26
110,2,11:26.0,S. Johnson misses 2-pt layup from 2 ft,,32,26
111,2,11:25.0,,Defensive rebound by J. Lauvergne,32,26
112,2,11:15.0,,M. Miller misses 3-pt jump shot from 24 ft,32,26
113,2,11:14.0,Defensive rebound by B. Jennings,,32,26
114,2,11:04.0,D. Hilliard makes 2-pt jump shot from 17 ft (assist by A. Tolliver),,34,26
115,2,10:43.0,,R. Foye makes 3-pt jump shot from 24 ft (assist by W. Barton),34,29
116,2,10:27.0,Turnover by D. Hilliard (traveling),,34,29
117,2,10:10.0,,J. Lauvergne makes 2-pt hook shot from 3 ft (assist by R. Foye),34,31
118,2,10:10.0,,Shooting block foul by A. Tolliver (drawn by J. Lauvergne),34,31
119,2,10:10.0,,J. Lauvergne misses free throw 1 of 1,34,31
120,2,10:10.0,Defensive rebound by A. Tolliver,,34,31
121,2,9:51.0,D. Hilliard misses 2-pt layup at rim,,34,31
122,2,9:50.0,,Defensive rebound by W. Barton,34,31
123,2,9:43.0,,Shooting foul by S. Johnson (drawn by W. Barton),34,31
124,2,9:43.0,,W. Barton makes free throw 1 of 2,34,32
125,2,9:43.0,,W. Barton makes free throw 2 of 2,34,33
126,2,9:27.0,Personal foul by J. Lauvergne (drawn by A. Baynes),,34,33
127,2,9:16.0,A. Tolliver makes 3-pt jump shot from 24 ft (assist by D. Hilliard),,37,33
128,2,8:53.0,,R. Foye makes 2-pt jump shot from 2 ft,37,35
129,2,8:43.0,A. Baynes makes 2-pt dunk at rim (assist by D. Hilliard),,39,35
130,2,8:19.0,,S. Kilpatrick misses 3-pt jump shot from 24 ft,39,35
131,2,8:18.0,Defensive rebound by A. Baynes,,39,35
132,2,8:12.0,B. Jennings misses 3-pt jump shot from 25 ft,,39,35
133,2,8:11.0,,Defensive rebound by J. Lauvergne,39,35
134,2,8:00.0,,W. Barton misses 2-pt jump shot from 19 ft,39,35
135,2,8:00.0,Defensive rebound by A. Baynes,,39,35
136,2,7:53.0,B. Jennings makes 2-pt layup from 1 ft,,41,35
137,2,7:43.0,Official timeout,,41,35
138,2,7:43.0,,N. Jokić enters the game for J. Lauvergne,41,35
139,2,7:43.0,M. Morris enters the game for A. Baynes,,41,35
140,2,7:43.0,A. Drummond enters the game for S. Johnson,,41,35
141,2,7:28.0,,W. Barton misses 2-pt jump shot from 6 ft,41,35
142,2,7:27.0,Defensive rebound by M. Morris,,41,35
143,2,7:19.0,A. Tolliver makes 3-pt jump shot from 24 ft (assist by M. Morris),,44,35
144,2,6:55.0,,N. Jokić misses 2-pt layup from 1 ft (block by A. Drummond),44,35
145,2,6:53.0,Defensive rebound by A. Tolliver,,44,35
146,2,6:43.0,B. Jennings misses 2-pt jump shot from 19 ft,,44,35
147,2,6:42.0,,Defensive rebound by N. Jokić,44,35
148,2,6:34.0,,R. Foye misses 3-pt jump shot from 26 ft,44,35
149,2,6:34.0,Defensive rebound by A. Drummond,,44,35
150,2,6:17.0,Shooting foul by S. Kilpatrick (drawn by M. Morris),,44,35
151,2,6:17.0,M. Morris makes free throw 1 of 2,,45,35
152,2,6:17.0,,E. Mudiay enters the game for R. Foye,45,35
153,2,6:17.0,,D. Gallinari enters the game for S. Kilpatrick,45,35
154,2,6:17.0,R. Jackson enters the game for B. Jennings,,45,35
155,2,6:17.0,M. Morris makes free throw 2 of 2,,46,35
156,2,5:55.0,,D. Gallinari misses 2-pt layup from 1 ft,46,35
157,2,5:53.0,Defensive rebound by D. Hilliard,,46,35
158,2,5:43.0,M. Morris makes 2-pt hook shot from 2 ft,,48,35
159,2,5:43.0,,Denver full timeout,48,35
160,2,5:43.0,,G. Harris enters the game for W. Barton,48,35
161,2,5:43.0,,D. Arthur enters the game for M. Miller,48,35
162,2,5:25.0,,N. Jokić makes 2-pt jump shot from 10 ft (assist by D. Arthur),48,37
163,2,5:12.0,M. Morris misses 2-pt jump shot from 19 ft,,48,37
164,2,5:10.0,Offensive rebound by A. Drummond,,48,37
165,2,5:08.0,Personal foul by N. Jokić (drawn by A. Drummond),,48,37
166,2,5:08.0,E. İlyasova enters the game for A. Tolliver,,48,37
167,2,5:08.0,K. Caldwell-Pope enters the game for D. Hilliard,,48,37
168,2,5:03.0,Shooting foul by D. Arthur (drawn by A. Drummond),,48,37
169,2,5:03.0,A. Drummond misses free throw 1 of 2,,48,37
170,2,5:03.0,Offensive rebound by Team,,48,37
171,2,5:03.0,A. Drummond misses free throw 2 of 2,,48,37
172,2,5:02.0,Offensive rebound by E. İlyasova,,48,37
173,2,4:58.0,E. İlyasova misses 2-pt jump shot from 4 ft (block by N. Jokić),,48,37
174,2,4:57.0,,Defensive rebound by D. Gallinari,48,37
175,2,4:37.0,,N. Jokić misses 2-pt jump shot from 5 ft,48,37
176,2,4:37.0,Defensive rebound by E. İlyasova,,48,37
177,2,4:26.0,A. Drummond misses 2-pt jump shot from 6 ft (block by N. Jokić),,48,37
178,2,4:24.0,,Defensive rebound by N. Jokić,48,37
179,2,4:11.0,,D. Gallinari makes 2-pt jump shot from 20 ft,48,39
180,2,4:00.0,R. Jackson misses 2-pt layup from 1 ft (block by E. Mudiay),,48,39
181,2,3:59.0,,Defensive rebound by N. Jokić,48,39
182,2,3:59.0,,Personal foul by K. Caldwell-Pope (drawn by G. Harris),48,39
183,2,3:44.0,,G. Harris misses 3-pt jump shot from 27 ft,48,39
184,2,3:43.0,Defensive rebound by E. İlyasova,,48,39
185,2,3:32.0,M. Morris makes 3-pt jump shot from 24 ft (assist by R. Jackson),,51,39
186,2,3:13.0,,Personal foul by R. Jackson (drawn by D. Arthur),51,39
187,2,3:03.0,,E. Mudiay misses 2-pt jump shot from 12 ft,51,39
188,2,3:03.0,Defensive rebound by A. Drummond,,51,39
189,2,2:43.0,K. Caldwell-Pope makes 2-pt layup at rim,,53,39
190,2,2:29.0,,D. Arthur misses 2-pt jump shot from 17 ft,53,39
191,2,2:28.0,Defensive rebound by K. Caldwell-Pope,,53,39
192,2,2:25.0,Personal take foul by E. Mudiay (drawn by A. Drummond),,53,39
193,2,2:25.0,Detroit full timeout,,53,39
194,2,2:25.0,,J. Lauvergne enters the game for N. Jokić,53,39
195,2,2:25.0,S. Johnson enters the game for M. Morris,,53,39
196,2,2:25.0,A. Drummond misses free throw 1 of 2,,53,39
197,2,2:25.0,Offensive rebound by Team,,53,39
198,2,2:25.0,A. Drummond misses free throw 2 of 2,,53,39
199,2,2:25.0,Offensive rebound by S. Johnson,,53,39
200,2,2:20.0,Turnover by S. Johnson (lost ball; steal by D. Gallinari),,53,39
201,2,2:15.0,,Offensive foul by G. Harris (drawn by R. Jackson),53,39
202,2,2:15.0,,Turnover by G. Harris (offensive foul),53,39
203,2,2:15.0,A. Baynes enters the game for A. Drummond,,53,39
204,2,1:52.0,S. Johnson misses 3-pt jump shot from 25 ft,,53,39
205,2,1:51.0,,Defensive rebound by G. Harris,53,39
206,2,1:47.0,,Shooting foul by R. Jackson (drawn by E. Mudiay),53,39
207,2,1:47.0,,E. Mudiay makes free throw 1 of 2,53,40
208,2,1:47.0,B. Jennings enters the game for R. Jackson,,53,40
209,2,1:47.0,,E. Mudiay misses free throw 2 of 2,53,40
210,2,1:45.0,Defensive rebound by B. Jennings,,53,40
211,2,1:34.0,Turnover by K. Caldwell-Pope (lost ball; steal by G. Harris),,53,40
212,2,1:28.0,,G. Harris makes 2-pt dunk at rim,53,42
213,2,1:09.0,E. İlyasova misses 2-pt layup from 1 ft,,53,42
214,2,1:08.0,,Defensive rebound by D. Gallinari,53,42
215,2,0:55.0,,E. Mudiay misses 3-pt jump shot from 25 ft,53,42
216,2,0:54.0,Defensive rebound by S. Johnson,,53,42
217,2,0:52.0,Shooting foul by G. Harris (drawn by E. İlyasova),,53,42
218,2,0:52.0,E. İlyasova makes free throw 1 of 2,,54,42
219,2,0:52.0,,W. Barton enters the game for G. Harris,54,42
220,2,0:52.0,A. Tolliver enters the game for S. Johnson,,54,42
221,2,0:52.0,E. İlyasova misses free throw 2 of 2,,54,42
222,2,0:51.0,,Defensive rebound by E. Mudiay,54,42
223,2,0:38.0,,D. Gallinari makes 3-pt jump shot from 24 ft (assist by E. Mudiay),54,45
224,2,0:21.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,54,45
225,2,0:20.0,,Defensive rebound by E. Mudiay,54,45
226,2,0:01.0,,J. Lauvergne misses 3-pt jump shot from 23 ft,54,45
227,2,0:01.0,Defensive rebound by B. Jennings,,54,45
228,3,11:47.0,,E. Mudiay makes 2-pt jump shot from 14 ft (assist by N. Jokić),54,47
229,3,11:31.0,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by R. Jackson),,56,47
230,3,11:17.0,,N. Jokić makes 3-pt jump shot from 24 ft (assist by D. Gallinari),56,50
231,3,11:01.0,Turnover by R. Jackson (bad pass; steal by N. Jokić),,56,50
232,3,10:55.0,,D. Gallinari makes 2-pt layup from 2 ft,56,52
233,3,10:55.0,Detroit full timeout,,56,52
234,3,10:40.0,M. Morris makes 2-pt jump shot from 15 ft (assist by R. Jackson),,58,52
235,3,10:21.0,,N. Jokić misses 2-pt layup from 2 ft,58,52
236,3,10:20.0,Defensive rebound by A. Drummond,,58,52
237,3,10:11.0,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),,60,52
238,3,9:48.0,,E. Mudiay makes 2-pt layup from 1 ft,60,54
239,3,9:29.0,R. Jackson misses 3-pt jump shot from 24 ft,,60,54
240,3,9:28.0,,Defensive rebound by N. Jokić,60,54
241,3,9:23.0,,G. Harris makes 2-pt layup from 1 ft (assist by D. Arthur),60,56
242,3,8:53.0,M. Morris makes 2-pt jump shot from 14 ft,,62,56
243,3,8:33.0,,N. Jokić makes 2-pt jump shot from 12 ft,62,58
244,3,8:17.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,62,58
245,3,8:16.0,Offensive rebound by E. İlyasova,,62,58
246,3,8:13.0,E. İlyasova misses 2-pt layup from 2 ft,,62,58
247,3,8:12.0,Offensive rebound by A. Drummond,,62,58
248,3,8:12.0,A. Drummond misses 2-pt layup from 1 ft,,62,58
249,3,8:11.0,,Defensive rebound by D. Arthur,62,58
250,3,8:08.0,,Personal foul by K. Caldwell-Pope (drawn by D. Gallinari),62,58
251,3,7:55.0,,E. Mudiay makes 2-pt layup from 2 ft (assist by G. Harris),62,60
252,3,7:36.0,A. Drummond misses 2-pt jump shot from 4 ft,,62,60
253,3,7:36.0,,Defensive rebound by Team,62,60
254,3,7:36.0,Loose ball foul by E. İlyasova (drawn by E. Mudiay),,62,60
255,3,7:24.0,,E. Mudiay makes 3-pt jump shot from 24 ft,62,63
256,3,7:05.0,Turnover by K. Caldwell-Pope (bad pass; steal by D. Arthur),,62,63
257,3,7:00.0,,G. Harris makes 2-pt layup from 1 ft (assist by D. Gallinari),62,65
258,3,7:00.0,Detroit full timeout,,62,65
259,3,6:40.0,Turnover by A. Drummond (lost ball; steal by N. Jokić),,62,65
260,3,6:27.0,,N. Jokić makes 2-pt layup from 1 ft (assist by E. Mudiay),62,67
261,3,6:04.0,M. Morris makes 3-pt jump shot from 25 ft,,65,67
262,3,5:48.0,,E. Mudiay makes 2-pt jump shot from 15 ft,65,69
263,3,5:27.0,E. İlyasova misses 3-pt jump shot from 28 ft,,65,69
264,3,5:26.0,,Defensive rebound by G. Harris,65,69
265,3,5:18.0,,E. Mudiay misses 3-pt jump shot from 25 ft,65,69
266,3,5:17.0,Defensive rebound by E. İlyasova,,65,69
267,3,5:02.0,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by R. Jackson),,68,69
268,3,4:40.0,,N. Jokić makes 2-pt jump shot from 8 ft,68,71
269,3,4:25.0,Personal foul by D. Arthur (drawn by M. Morris),,68,71
270,3,4:16.0,Shooting foul by E. Mudiay (drawn by R. Jackson),,68,71
271,3,4:16.0,R. Jackson misses free throw 1 of 2,,68,71
272,3,4:16.0,Offensive rebound by Team,,68,71
273,3,4:16.0,R. Jackson makes free throw 2 of 2,,69,71
274,3,4:05.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by N. Jokić),69,74
275,3,3:51.0,Turnover by R. Jackson (bad pass; steal by G. Harris),,69,74
276,3,3:42.0,,D. Arthur misses 2-pt jump shot from 20 ft,69,74
277,3,3:41.0,Defensive rebound by E. İlyasova,,69,74
278,3,3:24.0,E. İlyasova misses 2-pt jump shot from 13 ft,,69,74
279,3,3:23.0,Offensive rebound by K. Caldwell-Pope,,69,74
280,3,3:22.0,Shooting foul by G. Harris (drawn by K. Caldwell-Pope),,69,74
281,3,3:22.0,Violation by Team (delay of game),,69,74
282,3,3:22.0,K. Caldwell-Pope makes free throw 1 of 2,,70,74
283,3,3:22.0,,W. Barton enters the game for G. Harris,70,74
284,3,3:22.0,S. Johnson enters the game for M. Morris,,70,74
285,3,3:22.0,B. Jennings enters the game for A. Drummond,,70,74
286,3,3:22.0,A. Baynes enters the game for R. Jackson,,70,74
287,3,3:22.0,K. Caldwell-Pope misses free throw 2 of 2,,70,74
288,3,3:20.0,,Defensive rebound by D. Gallinari,70,74
289,3,3:07.0,,D. Gallinari misses 3-pt jump shot from 24 ft,70,74
290,3,3:06.0,Defensive rebound by B. Jennings,,70,74
291,3,2:56.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,70,74
292,3,2:55.0,,Defensive rebound by D. Gallinari,70,74
293,3,2:45.0,,E. Mudiay misses 2-pt layup from 1 ft,70,74
294,3,2:45.0,Defensive rebound by E. İlyasova,,70,74
295,3,2:37.0,S. Johnson makes 3-pt jump shot from 24 ft (assist by B. Jennings),,73,74
296,3,2:13.0,,Shooting block foul by E. İlyasova (drawn by D. Gallinari),73,74
297,3,2:13.0,,D. Gallinari makes free throw 1 of 2,73,75
298,3,2:13.0,,J. Lauvergne enters the game for N. Jokić,73,75
299,3,2:13.0,,R. Foye enters the game for E. Mudiay,73,75
300,3,2:13.0,,D. Gallinari makes free throw 2 of 2,73,76
301,3,1:57.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,73,76
302,3,1:55.0,,Defensive rebound by D. Arthur,73,76
303,3,1:46.0,,W. Barton misses 3-pt jump shot from 23 ft,73,76
304,3,1:46.0,,Offensive rebound by J. Lauvergne,73,76
305,3,1:36.0,,J. Lauvergne makes 2-pt hook shot from 4 ft,73,78
306,3,1:23.0,Personal foul by D. Arthur (drawn by E. İlyasova),,73,78
307,3,1:23.0,,S. Kilpatrick enters the game for D. Arthur,73,78
308,3,1:23.0,A. Tolliver enters the game for E. İlyasova,,73,78
309,3,1:15.0,Turnover by B. Jennings (bad pass; steal by S. Kilpatrick),,73,78
310,3,1:06.0,,W. Barton makes 3-pt jump shot from 25 ft,73,81
311,3,0:52.0,S. Johnson misses 3-pt jump shot from 23 ft,,73,81
312,3,0:51.0,Offensive rebound by Team,,73,81
313,3,0:51.0,,Loose ball foul by J. Lauvergne (drawn by A. Baynes),73,81
314,3,0:51.0,A. Baynes makes free throw 1 of 2,,74,81
315,3,0:51.0,,Denver full timeout,74,81
316,3,0:51.0,A. Baynes misses free throw 2 of 2,,74,81
317,3,0:51.0,,Defensive rebound by R. Foye,74,81
318,3,0:32.0,,D. Gallinari misses 2-pt dunk at rim (block by A. Baynes),74,81
319,3,0:31.0,Defensive rebound by B. Jennings,,74,81
320,3,0:22.0,K. Caldwell-Pope misses 2-pt layup from 1 ft,,74,81
321,3,0:22.0,,Defensive rebound by J. Lauvergne,74,81
322,3,0:03.0,,S. Kilpatrick makes 3-pt jump shot from 22 ft (assist by J. Lauvergne),74,84
323,3,0:00.0,B. Jennings misses 3-pt jump shot from 46 ft,,74,84
324,3,0:00.0,Offensive rebound by Team,,74,84
325,4,11:46.0,A. Tolliver misses 2-pt layup at rim,,74,84
326,4,11:45.0,,Defensive rebound by R. Foye,74,84
327,4,11:36.0,,Turnover by J. Lauvergne (traveling),74,84
328,4,11:16.0,S. Johnson makes 3-pt jump shot from 26 ft (assist by M. Morris),,77,84
329,4,10:58.0,,W. Barton misses 2-pt layup from 1 ft,77,84
330,4,10:57.0,,Offensive rebound by W. Barton,77,84
331,4,10:54.0,,W. Barton makes 2-pt jump shot from 4 ft,77,86
332,4,10:39.0,Shooting foul by W. Barton (drawn by M. Morris),,77,86
333,4,10:39.0,M. Morris makes free throw 1 of 2,,78,86
334,4,10:39.0,M. Morris misses free throw 2 of 2,,78,86
335,4,10:38.0,Offensive rebound by B. Jennings,,78,86
336,4,10:33.0,B. Jennings makes 3-pt jump shot from 24 ft,,81,86
337,4,10:12.0,,R. Foye misses 2-pt jump shot from 4 ft,81,86
338,4,10:11.0,Defensive rebound by A. Baynes,,81,86
339,4,10:03.0,A. Baynes makes 2-pt layup at rim (assist by B. Jennings),,83,86
340,4,10:03.0,,Denver full timeout,83,86
341,4,9:51.0,,Turnover by R. Foye (bad pass; steal by B. Jennings),83,86
342,4,9:45.0,S. Johnson makes 2-pt layup from 2 ft (assist by B. Jennings),,85,86
343,4,9:26.0,,W. Barton misses 3-pt jump shot from 24 ft,85,86
344,4,9:26.0,Defensive rebound by A. Baynes,,85,86
345,4,9:10.0,Shooting foul by R. Foye (drawn by A. Tolliver),,85,86
346,4,9:10.0,A. Tolliver makes free throw 1 of 3,,86,86
347,4,9:10.0,A. Tolliver makes free throw 2 of 3,,87,86
348,4,9:10.0,,D. Arthur enters the game for S. Kilpatrick,87,86
349,4,9:10.0,A. Tolliver makes free throw 3 of 3,,88,86
350,4,8:56.0,,R. Foye makes 3-pt jump shot from 25 ft (assist by M. Miller),88,89
351,4,8:29.0,M. Morris makes 2-pt jump shot from 16 ft,,90,89
352,4,8:11.0,,R. Foye misses 2-pt jump shot from 6 ft,90,89
353,4,8:10.0,Defensive rebound by S. Johnson,,90,89
354,4,8:04.0,S. Johnson makes 2-pt layup from 2 ft,,92,89
355,4,8:04.0,,Denver full timeout,92,89
356,4,8:04.0,,D. Gallinari enters the game for R. Foye,92,89
357,4,8:04.0,,E. Mudiay enters the game for M. Miller,92,89
358,4,7:47.0,,W. Barton misses 2-pt jump shot from 9 ft,92,89
359,4,7:45.0,Defensive rebound by A. Baynes,,92,89
360,4,7:31.0,B. Jennings misses 2-pt layup from 3 ft,,92,89
361,4,7:26.0,Offensive rebound by B. Jennings,,92,89
362,4,7:21.0,Turnover by M. Morris (bad pass; steal by D. Arthur),,92,89
363,4,7:08.0,,E. Mudiay misses 2-pt layup from 2 ft (block by A. Baynes),92,89
364,4,7:06.0,Defensive rebound by B. Jennings,,92,89
365,4,7:01.0,A. Baynes makes 2-pt dunk at rim (assist by S. Johnson),,94,89
366,4,6:36.0,,Shooting foul by A. Tolliver (drawn by D. Gallinari),94,89
367,4,6:36.0,,D. Gallinari makes free throw 1 of 2,94,90
368,4,6:36.0,,G. Harris enters the game for W. Barton,94,90
369,4,6:36.0,,D. Gallinari makes free throw 2 of 2,94,91
370,4,6:22.0,,N. Jokić enters the game for J. Lauvergne,94,91
371,4,6:16.0,S. Johnson misses 3-pt jump shot from 23 ft,,94,91
372,4,6:15.0,,Defensive rebound by D. Gallinari,94,91
373,4,6:03.0,,Personal block foul by M. Morris (drawn by D. Gallinari),94,91
374,4,6:03.0,R. Jackson enters the game for B. Jennings,,94,91
375,4,6:03.0,K. Caldwell-Pope enters the game for S. Johnson,,94,91
376,4,5:54.0,,N. Jokić makes 2-pt jump shot from 11 ft (assist by E. Mudiay),94,93
377,4,5:29.0,Turnover by M. Morris (lost ball; steal by G. Harris),,94,93
