,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,CHICAGO_ACTION,PHILADELPHIA_SCORE,CHICAGO_SCORE
0,1,11:41.0,,T. Snell misses 3-pt jump shot from 22 ft,0,0
1,1,11:41.0,Defensive rebound by Team,,0,0
2,1,11:18.0,J. Okafor misses 2-pt jump shot from 18 ft,,0,0
3,1,11:17.0,,Defensive rebound by T. Gibson,0,0
4,1,11:07.0,Offensive charge foul by T. Snell (drawn by J. Grant),,0,0
5,1,11:07.0,,Turnover by T. Snell (offensive foul),0,0
6,1,10:49.0,I. Canaan misses 3-pt jump shot from 24 ft,,0,0
7,1,10:47.0,,Defensive rebound by T. Gibson,0,0
8,1,10:39.0,,Turnover by D. Rose (bad pass),0,0
9,1,10:18.0,J. Grant misses 2-pt layup from 2 ft (block by T. Gibson),,0,0
10,1,10:16.0,,Defensive rebound by T. Snell,0,0
11,1,10:09.0,,T. Snell misses 3-pt jump shot from 24 ft,0,0
12,1,10:08.0,Defensive rebound by R. Covington,,0,0
13,1,9:55.0,J. Grant misses 2-pt layup from 2 ft,,0,0
14,1,9:53.0,,Defensive rebound by P. Gasol,0,0
15,1,9:48.0,,D. Rose misses 2-pt jump shot from 19 ft,0,0
16,1,9:46.0,Defensive rebound by J. Grant,,0,0
17,1,9:32.0,J. Okafor misses 2-pt jump shot from 18 ft,,0,0
18,1,9:31.0,Offensive rebound by J. Grant,,0,0
19,1,9:24.0,J. Grant misses 2-pt hook shot from 3 ft,,0,0
20,1,9:23.0,,Defensive rebound by T. Gibson,0,0
21,1,9:10.0,,Shooting foul by J. Okafor (drawn by P. Gasol),0,0
22,1,9:10.0,,P. Gasol makes free throw 1 of 2,0,1
23,1,9:10.0,,P. Gasol makes free throw 2 of 2,0,2
24,1,8:45.0,R. Covington misses 2-pt jump shot from 19 ft (block by J. Butler),,0,2
25,1,8:43.0,,Defensive rebound by P. Gasol,0,2
26,1,8:37.0,,P. Gasol makes 2-pt jump shot from 20 ft (assist by D. Rose),0,4
27,1,8:20.0,I. Canaan misses 3-pt jump shot from 25 ft,,0,4
28,1,8:19.0,,Defensive rebound by P. Gasol,0,4
29,1,8:14.0,,Turnover by P. Gasol (bad pass),0,4
30,1,8:01.0,T. Wroten misses 2-pt layup from 2 ft,,0,4
31,1,8:00.0,Offensive rebound by J. Okafor,,0,4
32,1,8:00.0,J. Okafor makes 2-pt layup from 1 ft,,2,4
33,1,7:37.0,,J. Butler misses 2-pt jump shot from 14 ft,2,4
34,1,7:36.0,Defensive rebound by R. Covington,,2,4
35,1,7:25.0,J. Okafor makes 2-pt jump shot from 15 ft,,4,4
36,1,6:58.0,,P. Gasol misses 2-pt jump shot from 15 ft,4,4
37,1,6:57.0,Defensive rebound by R. Covington,,4,4
38,1,6:52.0,J. Okafor misses 2-pt layup from 3 ft,,4,4
39,1,6:51.0,,Defensive rebound by P. Gasol,4,4
40,1,6:37.0,,T. Gibson makes 2-pt layup from 2 ft (assist by D. Rose),4,6
41,1,6:36.0,Philadelphia full timeout,,4,6
42,1,6:36.0,H. Thompson enters the game for T. Wroten,,4,6
43,1,6:36.0,T. McConnell enters the game for J. Grant,,4,6
44,1,6:16.0,J. Okafor misses 2-pt jump shot from 13 ft,,4,6
45,1,6:14.0,Offensive rebound by R. Covington,,4,6
46,1,6:14.0,R. Covington makes 2-pt dunk at rim,,6,6
47,1,5:53.0,,J. Butler makes 2-pt jump shot from 14 ft (assist by P. Gasol),6,8
48,1,5:31.0,T. McConnell misses 2-pt jump shot from 16 ft,,6,8
49,1,5:30.0,Offensive rebound by J. Okafor,,6,8
50,1,5:30.0,Shooting foul by P. Gasol (drawn by J. Okafor),,6,8
51,1,5:30.0,J. Okafor makes free throw 1 of 2,,7,8
52,1,5:30.0,N. Stauskas enters the game for I. Canaan,,7,8
53,1,5:30.0,,J. Noah enters the game for T. Gibson,7,8
54,1,5:30.0,J. Okafor makes free throw 2 of 2,,8,8
55,1,5:16.0,,J. Butler makes 2-pt dunk at rim (assist by P. Gasol),8,10
56,1,4:54.0,R. Covington misses 2-pt layup from 1 ft,,8,10
57,1,4:53.0,,Defensive rebound by J. Noah,8,10
58,1,4:45.0,R. Holmes enters the game for R. Covington,,8,10
59,1,4:32.0,,P. Gasol misses 2-pt jump shot from 6 ft,8,10
60,1,4:31.0,Defensive rebound by J. Okafor,,8,10
61,1,4:18.0,J. Okafor makes 2-pt dunk at rim,,10,10
62,1,4:04.0,,Shooting foul by R. Holmes (drawn by J. Noah),10,10
63,1,4:04.0,,J. Noah misses free throw 1 of 2,10,10
64,1,4:04.0,,Offensive rebound by Team,10,10
65,1,4:04.0,,D. McDermott enters the game for T. Snell,10,10
66,1,4:04.0,,K. Hinrich enters the game for D. Rose,10,10
67,1,4:04.0,,J. Noah makes free throw 2 of 2,10,11
68,1,3:52.0,J. Okafor misses 2-pt jump shot from 14 ft,,10,11
69,1,3:51.0,,Defensive rebound by D. McDermott,10,11
70,1,3:44.0,,J. Butler makes 2-pt dunk at rim (assist by P. Gasol),10,13
71,1,3:30.0,N. Stauskas makes 2-pt layup from 2 ft,,12,13
72,1,3:14.0,,D. McDermott misses 2-pt layup from 1 ft (block by J. Okafor),12,13
73,1,3:14.0,Defensive rebound by Team,,12,13
74,1,2:57.0,T. McConnell misses 2-pt jump shot from 7 ft,,12,13
75,1,2:56.0,,Defensive rebound by J. Noah,12,13
76,1,2:48.0,,Personal foul by N. Stauskas (drawn by J. Butler),12,13
77,1,2:48.0,,Chicago full timeout,12,13
78,1,2:48.0,J. Grant enters the game for J. Okafor,,12,13
79,1,2:37.0,,J. Butler makes 2-pt jump shot from 5 ft,12,15
80,1,2:26.0,N. Stauskas makes 3-pt jump shot from 22 ft (assist by T. McConnell),,15,15
81,1,2:09.0,,J. Butler makes 2-pt layup from 2 ft (assist by P. Gasol),15,17
82,1,1:58.0,Turnover by J. Grant (lost ball; steal by J. Noah),,15,17
83,1,1:49.0,,P. Gasol makes 2-pt jump shot from 6 ft,15,19
84,1,1:49.0,,Shooting foul by R. Holmes (drawn by P. Gasol),15,19
85,1,1:49.0,T. Wroten enters the game for T. McConnell,,15,19
86,1,1:49.0,,P. Gasol makes free throw 1 of 1,15,20
87,1,1:37.0,Turnover by T. Wroten (bad pass),,15,20
88,1,1:37.0,,N. Mirotić enters the game for P. Gasol,15,20
89,1,1:37.0,C. Wood enters the game for R. Holmes,,15,20
90,1,1:21.0,,J. Noah misses 2-pt layup from 1 ft,15,20
91,1,1:20.0,Defensive rebound by H. Thompson,,15,20
92,1,1:11.0,H. Thompson misses 2-pt jump shot from 18 ft (block by J. Noah),,15,20
93,1,1:11.0,,Defensive rebound by J. Noah,15,20
94,1,1:00.0,,D. McDermott misses 2-pt layup from 2 ft,15,20
95,1,1:00.0,,Offensive rebound by J. Noah,15,20
96,1,1:00.0,,J. Noah makes 2-pt layup from 1 ft,15,22
97,1,0:55.0,Personal foul by J. Noah (drawn by T. Wroten),,15,22
98,1,0:50.0,T. Wroten makes 2-pt layup from 2 ft,,17,22
99,1,0:37.0,,N. Mirotić misses 3-pt jump shot from 24 ft,17,22
100,1,0:36.0,Defensive rebound by T. Wroten,,17,22
101,1,0:35.0,Personal foul by N. Mirotić (drawn by T. Wroten),,17,22
102,1,0:35.0,T. Wroten misses free throw 1 of 2,,17,22
103,1,0:35.0,Offensive rebound by Team,,17,22
104,1,0:35.0,J. Sampson enters the game for H. Thompson,,17,22
105,1,0:35.0,T. Wroten makes free throw 2 of 2,,18,22
106,1,0:23.0,Violation by J. Grant (def goaltending),,18,22
107,1,0:23.0,,J. Butler makes 2-pt jump shot from 4 ft,18,24
108,1,0:05.0,Shooting foul by K. Hinrich (drawn by J. Grant),,18,24
109,1,0:05.0,J. Grant makes free throw 1 of 2,,19,24
110,1,0:05.0,J. Grant misses free throw 2 of 2,,19,24
111,1,0:03.0,,Defensive rebound by J. Noah,19,24
112,1,0:00.0,,J. Noah misses 3-pt jump shot from 42 ft,19,24
113,1,0:00.0,,Offensive rebound by Team,19,24
114,2,11:41.0,C. Wood makes 2-pt dunk at rim (assist by J. Grant),,21,24
115,2,11:27.0,,D. McDermott makes 3-pt jump shot from 26 ft (assist by J. Noah),21,27
116,2,11:18.0,R. Covington misses 3-pt jump shot from 24 ft,,21,27
117,2,11:17.0,,Defensive rebound by J. Noah,21,27
118,2,11:08.0,,N. Mirotić makes 3-pt jump shot from 24 ft (assist by A. Brooks),21,30
119,2,11:08.0,Philadelphia full timeout,,21,30
120,2,11:08.0,J. Sampson enters the game for R. Covington,,21,30
121,2,11:08.0,J. Okafor enters the game for C. Wood,,21,30
122,2,10:52.0,Shooting foul by D. McDermott (drawn by T. Wroten),,21,30
123,2,10:52.0,T. Wroten misses free throw 1 of 2,,21,30
124,2,10:52.0,Offensive rebound by Team,,21,30
125,2,10:52.0,T. Wroten makes free throw 2 of 2,,22,30
126,2,10:36.0,,D. McDermott misses 3-pt jump shot from 24 ft,22,30
127,2,10:35.0,Defensive rebound by I. Canaan,,22,30
128,2,10:25.0,T. Wroten makes 3-pt jump shot from 25 ft (assist by J. Grant),,25,30
129,2,10:07.0,,Turnover by N. Mirotić (bad pass; steal by T. Wroten),25,30
130,2,10:04.0,T. Wroten makes 2-pt layup from 1 ft,,27,30
131,2,9:49.0,,N. Mirotić misses 3-pt jump shot from 25 ft,27,30
132,2,9:49.0,Defensive rebound by J. Okafor,,27,30
133,2,9:49.0,Personal foul by J. Noah (drawn by J. Okafor),,27,30
134,2,9:49.0,,D. Rose enters the game for K. Hinrich,27,30
135,2,9:34.0,T. Wroten makes 3-pt jump shot from 24 ft (assist by J. Grant),,30,30
136,2,9:22.0,,A. Brooks misses 2-pt layup from 2 ft,30,30
137,2,9:21.0,Defensive rebound by T. Wroten,,30,30
138,2,9:08.0,J. Okafor makes 2-pt dunk at rim,,32,30
139,2,9:07.0,,Chicago full timeout,32,30
140,2,9:07.0,N. Stauskas enters the game for T. Wroten,,32,30
141,2,8:51.0,,D. McDermott misses 2-pt layup from 3 ft (block by J. Grant),32,30
142,2,8:50.0,,Offensive rebound by Team,32,30
143,2,8:44.0,,N. Mirotić makes 3-pt jump shot from 24 ft (assist by J. Noah),32,33
144,2,8:24.0,J. Okafor makes 2-pt jump shot from 11 ft (assist by I. Canaan),,34,33
145,2,8:11.0,,A. Brooks makes 2-pt jump shot from 17 ft (assist by J. Noah),34,35
146,2,7:52.0,J. Grant makes 2-pt layup from 2 ft,,36,35
147,2,7:39.0,,J. Noah misses 2-pt layup from 1 ft (block by J. Grant),36,35
148,2,7:37.0,,Offensive rebound by D. McDermott,36,35
149,2,7:31.0,,J. Noah misses 2-pt layup at rim (block by J. Grant),36,35
150,2,7:30.0,Defensive rebound by N. Stauskas,,36,35
151,2,7:25.0,J. Grant misses 2-pt layup from 1 ft,,36,35
152,2,7:24.0,,Defensive rebound by D. McDermott,36,35
153,2,7:16.0,,A. Brooks misses 3-pt jump shot from 25 ft,36,35
154,2,7:15.0,Defensive rebound by Team,,36,35
155,2,7:00.0,I. Canaan misses 2-pt jump shot from 5 ft,,36,35
156,2,6:59.0,,Defensive rebound by D. Rose,36,35
157,2,6:54.0,,D. McDermott misses 2-pt layup from 1 ft,36,35
158,2,6:53.0,Defensive rebound by J. Sampson,,36,35
159,2,6:32.0,J. Sampson makes 2-pt layup from 3 ft (assist by I. Canaan),,38,35
160,2,6:25.0,,Shooting foul by N. Stauskas (drawn by A. Brooks),38,35
161,2,6:25.0,,A. Brooks makes free throw 1 of 2,38,36
162,2,6:25.0,,P. Gasol enters the game for J. Noah,38,36
163,2,6:25.0,,J. Butler enters the game for D. McDermott,38,36
164,2,6:25.0,R. Covington enters the game for J. Grant,,38,36
165,2,6:25.0,,A. Brooks makes free throw 2 of 2,38,37
166,2,6:07.0,N. Stauskas misses 3-pt jump shot from 22 ft,,38,37
167,2,6:06.0,,Defensive rebound by P. Gasol,38,37
168,2,6:00.0,,A. Brooks misses 3-pt jump shot from 23 ft,38,37
169,2,5:59.0,Defensive rebound by R. Covington,,38,37
170,2,5:48.0,J. Okafor makes 2-pt hook shot from 5 ft,,40,37
171,2,5:41.0,,Shooting foul by J. Okafor (drawn by J. Butler),40,37
172,2,5:41.0,,J. Butler makes free throw 1 of 2,40,38
173,2,5:41.0,H. Thompson enters the game for J. Sampson,,40,38
174,2,5:41.0,R. Holmes enters the game for J. Okafor,,40,38
175,2,5:41.0,,J. Butler makes free throw 2 of 2,40,39
176,2,5:27.0,R. Covington misses 3-pt jump shot from 26 ft,,40,39
177,2,5:26.0,,Defensive rebound by J. Butler,40,39
178,2,5:17.0,,N. Mirotić makes 2-pt layup from 2 ft (assist by P. Gasol),40,41
179,2,5:16.0,Philadelphia full timeout,,40,41
180,2,5:02.0,R. Holmes makes 2-pt dunk at rim (assist by N. Stauskas),,42,41
181,2,4:42.0,,J. Butler makes 2-pt dunk at rim (assist by P. Gasol),42,43
182,2,4:42.0,,Shooting foul by R. Holmes (drawn by J. Butler),42,43
183,2,4:42.0,,T. Snell enters the game for A. Brooks,42,43
184,2,4:42.0,,J. Butler makes free throw 1 of 1,42,44
