,QUARTER,TIME_REMAINING,BOSTON_ACTION,ATLANTA_ACTION,BOSTON_SCORE,ATLANTA_SCORE
0,1,11:42.0,,K. Bazemore makes 2-pt layup from 1 ft (assist by J. Teague),0,2
1,1,11:27.0,A. Bradley misses 3-pt jump shot from 24 ft,,0,2
2,1,11:26.0,,Defensive rebound by K. Bazemore,0,2
3,1,11:20.0,,J. Teague misses 2-pt jump shot from 19 ft,0,2
4,1,11:19.0,Defensive rebound by J. Sullinger,,0,2
5,1,11:08.0,J. Sullinger misses 2-pt jump shot from 21 ft,,0,2
6,1,11:08.0,Offensive rebound by A. Johnson,,0,2
7,1,11:07.0,A. Johnson misses 2-pt layup at rim,,0,2
8,1,11:05.0,,Defensive rebound by K. Korver,0,2
9,1,10:50.0,,K. Bazemore misses 2-pt layup from 1 ft,0,2
10,1,10:48.0,Defensive rebound by I. Thomas,,0,2
11,1,10:44.0,J. Crowder misses 3-pt jump shot from 25 ft,,0,2
12,1,10:42.0,Offensive rebound by J. Sullinger,,0,2
13,1,10:41.0,J. Sullinger misses 2-pt layup from 1 ft,,0,2
14,1,10:40.0,,Defensive rebound by K. Korver,0,2
15,1,10:35.0,,J. Teague makes 2-pt jump shot from 13 ft,0,4
16,1,10:35.0,,Shooting foul by J. Sullinger (drawn by J. Teague),0,4
17,1,10:35.0,,J. Teague makes free throw 1 of 1,0,5
18,1,10:14.0,J. Sullinger makes 2-pt jump shot from 20 ft (assist by J. Crowder),,2,5
19,1,9:59.0,,A. Horford misses 2-pt jump shot from 20 ft,2,5
20,1,9:58.0,Defensive rebound by J. Sullinger,,2,5
21,1,9:34.0,J. Crowder misses 2-pt jump shot from 21 ft,,2,5
22,1,9:34.0,,Defensive rebound by Team,2,5
23,1,9:29.0,Loose ball foul by A. Johnson,,2,5
24,1,9:21.0,,A. Horford misses 2-pt hook shot from 3 ft,2,5
25,1,9:19.0,,Offensive rebound by P. Millsap,2,5
26,1,9:19.0,,P. Millsap makes 2-pt layup at rim,2,7
27,1,9:11.0,Turnover by I. Thomas (bad pass; steal by P. Millsap),,2,7
28,1,9:07.0,,K. Bazemore makes 2-pt layup from 1 ft (assist by P. Millsap),2,9
29,1,9:07.0,Boston full timeout,,2,9
30,1,8:48.0,A. Bradley makes 2-pt jump shot from 18 ft,,4,9
31,1,8:38.0,,Personal foul by A. Johnson,4,9
32,1,8:30.0,,P. Millsap makes 2-pt layup from 1 ft (assist by J. Teague),4,11
33,1,8:12.0,E. Turner enters the game for A. Johnson,,4,11
34,1,8:06.0,A. Bradley makes 2-pt jump shot from 19 ft (assist by I. Thomas),,6,11
35,1,7:47.0,,A. Horford misses 2-pt jump shot from 20 ft,6,11
36,1,7:46.0,Defensive rebound by E. Turner,,6,11
37,1,7:39.0,E. Turner misses 2-pt jump shot from 17 ft,,6,11
38,1,7:38.0,Offensive rebound by J. Sullinger,,6,11
39,1,7:38.0,J. Sullinger misses 2-pt layup at rim,,6,11
40,1,7:37.0,,Defensive rebound by A. Horford,6,11
41,1,7:34.0,,Turnover by A. Horford (bad pass),6,11
42,1,7:26.0,Shooting foul by A. Horford (drawn by I. Thomas),,6,11
43,1,7:26.0,I. Thomas makes free throw 1 of 2,,7,11
44,1,7:26.0,I. Thomas makes free throw 2 of 2,,8,11
45,1,7:10.0,,A. Horford makes 2-pt jump shot from 17 ft (assist by J. Teague),8,13
46,1,7:01.0,A. Bradley misses 2-pt jump shot from 21 ft,,8,13
47,1,7:00.0,,Defensive rebound by K. Korver,8,13
48,1,6:54.0,,J. Teague misses 2-pt jump shot from 14 ft (block by I. Thomas),8,13
49,1,6:54.0,,Offensive rebound by Team,8,13
50,1,6:52.0,,K. Korver makes 2-pt layup from 1 ft (assist by J. Teague),8,15
51,1,6:41.0,Shooting foul by P. Millsap (drawn by J. Crowder),,8,15
52,1,6:41.0,J. Crowder makes free throw 1 of 2,,9,15
53,1,6:41.0,,M. Muscala enters the game for A. Horford,9,15
54,1,6:41.0,J. Crowder makes free throw 2 of 2,,10,15
55,1,6:32.0,,K. Korver misses 3-pt jump shot from 24 ft,10,15
56,1,6:29.0,Defensive rebound by E. Turner,,10,15
57,1,6:23.0,J. Crowder misses 3-pt jump shot from 25 ft,,10,15
58,1,6:21.0,,Defensive rebound by P. Millsap,10,15
59,1,6:09.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by M. Muscala),10,18
60,1,5:52.0,A. Bradley misses 2-pt jump shot from 19 ft,,10,18
61,1,5:50.0,,Defensive rebound by K. Bazemore,10,18
62,1,5:39.0,,J. Teague makes 2-pt jump shot from 4 ft,10,20
63,1,5:28.0,J. Sullinger makes 3-pt jump shot from 25 ft (assist by I. Thomas),,13,20
64,1,5:13.0,,Shooting block foul by J. Sullinger (drawn by K. Bazemore),13,20
65,1,5:13.0,,K. Bazemore makes free throw 1 of 2,13,21
66,1,5:13.0,K. Olynyk enters the game for J. Sullinger,,13,21
67,1,5:13.0,M. Smart enters the game for A. Bradley,,13,21
68,1,5:13.0,,D. Schröder enters the game for J. Teague,13,21
69,1,5:13.0,,T. Sefolosha enters the game for K. Korver,13,21
70,1,5:13.0,,K. Bazemore makes free throw 2 of 2,13,22
71,1,4:51.0,E. Turner misses 2-pt jump shot from 19 ft,,13,22
72,1,4:50.0,,Defensive rebound by Team,13,22
73,1,4:50.0,Loose ball foul by J. Crowder,,13,22
74,1,4:50.0,,T. Sefolosha misses free throw 1 of 2,13,22
75,1,4:50.0,,Offensive rebound by Team,13,22
76,1,4:50.0,,T. Hardaway enters the game for K. Bazemore,13,22
77,1,4:50.0,,T. Sefolosha makes free throw 2 of 2,13,23
78,1,4:34.0,Turnover by I. Thomas (bad pass; steal by T. Sefolosha),,13,23
79,1,4:14.0,,P. Millsap misses 2-pt jump shot from 6 ft,13,23
80,1,4:12.0,,Offensive rebound by T. Sefolosha,13,23
81,1,4:06.0,,D. Schröder misses 2-pt layup from 2 ft (block by M. Smart),13,23
82,1,4:03.0,Defensive rebound by J. Crowder,,13,23
83,1,3:59.0,I. Thomas misses 3-pt jump shot from 26 ft,,13,23
84,1,3:57.0,Offensive rebound by K. Olynyk,,13,23
85,1,3:52.0,J. Crowder misses 3-pt jump shot from 24 ft,,13,23
86,1,3:51.0,Offensive rebound by Team,,13,23
87,1,3:51.0,,Loose ball foul by T. Hardaway,13,23
88,1,3:46.0,K. Olynyk makes 2-pt jump shot from 19 ft (assist by E. Turner),,15,23
89,1,3:38.0,,Atlanta full timeout,15,23
90,1,3:23.0,,T. Sefolosha misses 2-pt layup from 2 ft,15,23
91,1,3:23.0,Defensive rebound by Team,,15,23
92,1,3:23.0,,Loose ball foul by M. Muscala,15,23
