,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,DETROIT_ACTION,NEW ORLEANS_SCORE,DETROIT_SCORE
78,1,4:00.0,,T. Harris makes 2-pt jump shot from 14 ft,20,19
79,1,3:49.0,Turnover by A. Ajinça (lost ball),,20,19
80,1,3:32.0,,K. Caldwell-Pope misses 2-pt jump shot from 7 ft,20,19
81,1,3:32.0,,Offensive rebound by A. Drummond,20,19
82,1,3:27.0,,R. Jackson misses 3-pt jump shot from 26 ft,20,19
83,1,3:26.0,Defensive rebound by A. Davis,,20,19
84,1,3:18.0,Personal foul by R. Jackson (drawn by N. Cole),,20,19
85,1,3:18.0,,S. Blake enters the game for R. Jackson,20,19
86,1,3:10.0,A. Davis makes 2-pt hook shot from 5 ft (assist by J. Holiday),,22,19
87,1,2:51.0,,T. Harris misses 2-pt jump shot from 5 ft,22,19
88,1,2:50.0,Defensive rebound by D. Cunningham,,22,19
89,1,2:41.0,J. Holiday misses 2-pt layup at rim (block by A. Drummond),,22,19
90,1,2:41.0,Offensive rebound by A. Ajinça,,22,19
91,1,2:41.0,A. Ajinça makes 2-pt dunk at rim,,24,19
92,1,2:41.0,Technical foul by Team,,24,19
93,1,2:41.0,,K. Caldwell-Pope makes technical free throw,24,20
94,1,2:41.0,T. Douglas enters the game for N. Cole,,24,20
95,1,2:41.0,,S. Johnson enters the game for K. Caldwell-Pope,24,20
96,1,2:41.0,New Orleans full timeout,,24,20
97,1,2:27.0,,M. Morris misses 2-pt jump shot from 18 ft,24,20
98,1,2:27.0,Defensive rebound by D. Cunningham,,24,20
99,1,2:14.0,Turnover by J. Holiday (bad pass),,24,20
100,1,1:56.0,,Shooting foul by D. Cunningham (drawn by T. Harris),24,20
101,1,1:56.0,,T. Harris misses free throw 1 of 2,24,20
102,1,1:56.0,,Offensive rebound by Team,24,20
103,1,1:56.0,,T. Harris makes free throw 2 of 2,24,21
104,1,1:34.0,A. Ajinça misses 2-pt layup from 1 ft,,24,21
105,1,1:34.0,,Defensive rebound by M. Morris,24,21
106,1,1:30.0,,Turnover by M. Morris (bad pass),24,21
107,1,1:30.0,A. Gee enters the game for D. Cunningham,,24,21
108,1,1:30.0,R. Anderson enters the game for A. Davis,,24,21
109,1,1:19.0,A. Ajinça misses 2-pt layup at rim,,24,21
110,1,1:18.0,,Defensive rebound by S. Johnson,24,21
111,1,1:04.0,,T. Harris makes 2-pt layup at rim (assist by S. Blake),24,23
112,1,0:52.0,A. Ajinça misses 2-pt layup from 2 ft (block by T. Harris),,24,23
113,1,0:51.0,Offensive rebound by J. Holiday,,24,23
114,1,0:50.0,Shooting foul by S. Johnson (drawn by J. Holiday),,24,23
115,1,0:50.0,J. Holiday makes free throw 1 of 2,,25,23
116,1,0:50.0,J. Holiday makes free throw 2 of 2,,26,23
117,1,0:31.0,,A. Drummond makes 2-pt hook shot from 6 ft,26,25
118,1,0:21.0,Shooting foul by M. Morris (drawn by R. Anderson),,26,25
119,1,0:21.0,R. Anderson makes free throw 1 of 2,,27,25
120,1,0:21.0,R. Anderson makes free throw 2 of 2,,28,25
121,1,0:01.0,,T. Harris misses 2-pt jump shot from 6 ft,28,25
122,1,0:00.0,,Offensive rebound by Team,28,25
123,2,11:49.0,R. Anderson misses 2-pt jump shot from 4 ft (block by T. Harris),,28,25
124,2,11:48.0,Offensive rebound by A. Ajinça,,28,25
125,2,11:47.0,A. Ajinça misses 2-pt layup at rim,,28,25
126,2,11:38.0,,Defensive rebound by Team,28,25
127,2,11:26.0,,T. Harris makes 2-pt layup at rim,28,27
128,2,11:26.0,,Shooting foul by A. Ajinça (drawn by T. Harris),28,27
129,2,11:26.0,,T. Harris makes free throw 1 of 1,28,28
130,2,11:08.0,R. Anderson misses 2-pt jump shot from 14 ft,,28,28
131,2,11:08.0,,Defensive rebound by S. Johnson,28,28
132,2,10:59.0,,D. Hilliard makes 3-pt jump shot from 26 ft (assist by S. Blake),28,31
133,2,10:49.0,Personal foul by S. Blake (drawn by R. Anderson),,28,31
134,2,10:49.0,A. Davis enters the game for A. Ajinça,,28,31
135,2,10:37.0,J. Holiday misses 3-pt jump shot from 25 ft,,28,31
136,2,10:36.0,,Defensive rebound by S. Johnson,28,31
137,2,10:29.0,,A. Baynes misses 2-pt jump shot from 16 ft,28,31
138,2,10:29.0,Defensive rebound by J. Holiday,,28,31
139,2,10:21.0,R. Anderson misses 3-pt jump shot from 25 ft,,28,31
140,2,10:20.0,,Defensive rebound by T. Harris,28,31
141,2,10:12.0,,T. Harris misses 3-pt jump shot from 27 ft,28,31
142,2,10:12.0,Defensive rebound by R. Anderson,,28,31
143,2,9:54.0,A. Davis misses 2-pt jump shot from 5 ft (block by A. Baynes),,28,31
144,2,9:53.0,Offensive rebound by A. Davis,,28,31
145,2,9:53.0,Personal foul by A. Baynes (drawn by A. Davis),,28,31
146,2,9:44.0,J. Holiday makes 2-pt dunk at rim,,30,31
147,2,9:26.0,,D. Hilliard misses 3-pt jump shot from 25 ft,30,31
148,2,9:26.0,Defensive rebound by J. Holiday,,30,31
149,2,9:20.0,A. Davis makes 2-pt layup at rim (assist by J. Holiday),,32,31
150,2,8:54.0,,A. Baynes makes 2-pt layup at rim (assist by S. Blake),32,33
151,2,8:49.0,J. Holiday makes 2-pt jump shot from 9 ft (assist by A. Gee),,34,33
152,2,8:49.0,Shooting foul by D. Hilliard (drawn by J. Holiday),,34,33
153,2,8:49.0,Official timeout,,34,33
154,2,8:49.0,J. Holiday misses free throw 1 of 1,,34,33
155,2,8:48.0,,Defensive rebound by T. Harris,34,33
156,2,8:36.0,,Turnover by S. Blake (lost ball; steal by T. Douglas),34,33
157,2,8:32.0,Turnover by A. Davis (bad pass),,34,33
158,2,8:19.0,,S. Blake misses 3-pt jump shot from 23 ft,34,33
159,2,8:19.0,Defensive rebound by A. Davis,,34,33
160,2,8:05.0,A. Davis misses 2-pt layup at rim,,34,33
161,2,8:05.0,Offensive rebound by A. Davis,,34,33
162,2,7:57.0,A. Davis makes 2-pt layup at rim,,36,33
163,2,7:50.0,,Shooting foul by J. Holiday (drawn by S. Johnson),36,33
164,2,7:50.0,,S. Johnson misses free throw 1 of 2,36,33
165,2,7:50.0,,Offensive rebound by Team,36,33
166,2,7:50.0,,S. Johnson makes free throw 2 of 2,36,34
167,2,7:39.0,J. Holiday misses 2-pt layup at rim,,36,34
168,2,7:39.0,,Defensive rebound by T. Harris,36,34
169,2,7:28.0,,Turnover by D. Hilliard (bad pass),36,34
170,2,7:11.0,A. Davis makes 2-pt jump shot from 20 ft,,38,34
171,2,6:59.0,,S. Johnson makes 3-pt jump shot from 23 ft (assist by S. Blake),38,37
172,2,6:49.0,T. Douglas makes 3-pt jump shot from 25 ft,,41,37
173,2,6:24.0,,T. Harris misses 2-pt jump shot from 7 ft,41,37
174,2,6:23.0,Defensive rebound by A. Gee,,41,37
175,2,6:19.0,Personal foul by S. Blake (drawn by T. Douglas),,41,37
176,2,6:19.0,,M. Morris enters the game for T. Harris,41,37
177,2,6:19.0,,R. Jackson enters the game for S. Blake,41,37
178,2,6:19.0,,K. Caldwell-Pope enters the game for D. Hilliard,41,37
179,2,6:19.0,N. Cole enters the game for T. Douglas,,41,37
180,2,6:10.0,A. Davis makes 2-pt dunk at rim (assist by N. Cole),,43,37
181,2,6:06.0,,Detroit full timeout,43,37
182,2,5:54.0,,Shooting foul by J. Holiday (drawn by A. Baynes),43,37
183,2,5:54.0,,A. Baynes makes free throw 1 of 2,43,38
184,2,5:54.0,,A. Baynes makes free throw 2 of 2,43,39
185,2,5:36.0,R. Anderson misses 2-pt layup at rim,,43,39
186,2,5:35.0,,Defensive rebound by M. Morris,43,39
187,2,5:22.0,,Shooting foul by N. Cole (drawn by A. Baynes),43,39
188,2,5:22.0,,A. Baynes misses free throw 1 of 2,43,39
189,2,5:22.0,,Offensive rebound by Team,43,39
190,2,5:22.0,,A. Baynes misses free throw 2 of 2,43,39
191,2,5:21.0,Defensive rebound by A. Davis,,43,39
192,2,5:01.0,A. Davis makes 2-pt jump shot from 15 ft,,45,39
193,2,4:47.0,,R. Jackson makes 2-pt jump shot from 18 ft,45,41
194,2,4:36.0,Shooting foul by A. Baynes (drawn by A. Davis),,45,41
195,2,4:36.0,A. Davis misses free throw 1 of 2,,45,41
196,2,4:36.0,Offensive rebound by Team,,45,41
197,2,4:36.0,,A. Drummond enters the game for A. Baynes,45,41
198,2,4:36.0,A. Davis makes free throw 2 of 2,,46,41
199,2,4:28.0,,Shooting foul by N. Cole (drawn by R. Jackson),46,41
200,2,4:28.0,,R. Jackson makes free throw 1 of 2,46,42
201,2,4:28.0,T. Douglas enters the game for N. Cole,,46,42
202,2,4:28.0,,R. Jackson makes free throw 2 of 2,46,43
203,2,4:13.0,R. Anderson misses 2-pt layup at rim,,46,43
204,2,4:12.0,Offensive rebound by A. Davis,,46,43
205,2,4:07.0,A. Davis makes 2-pt dunk at rim,,48,43
206,2,3:54.0,,R. Jackson makes 3-pt jump shot from 24 ft,48,46
207,2,3:42.0,R. Anderson misses 3-pt jump shot from 25 ft,,48,46
208,2,3:42.0,,Defensive rebound by S. Johnson,48,46
209,2,3:31.0,,Turnover by S. Johnson (bad pass),48,46
210,2,3:31.0,B. Dejean-Jones enters the game for J. Holiday,,48,46
211,2,3:11.0,T. Douglas misses 3-pt jump shot from 26 ft,,48,46
212,2,3:10.0,,Defensive rebound by A. Drummond,48,46
213,2,3:03.0,,Personal foul by T. Douglas (drawn by R. Jackson),48,46
214,2,3:03.0,,R. Jackson makes free throw 1 of 2,48,47
215,2,3:03.0,,R. Jackson makes free throw 2 of 2,48,48
216,2,2:49.0,Turnover by T. Douglas (bad pass),,48,48
217,2,2:49.0,New Orleans full timeout,,48,48
218,2,2:49.0,,T. Harris enters the game for S. Johnson,48,48
219,2,2:31.0,,A. Drummond makes 2-pt hook shot from 6 ft (assist by M. Morris),48,50
220,2,2:19.0,A. Davis misses 2-pt layup at rim (block by A. Drummond),,48,50
221,2,2:18.0,,Defensive rebound by R. Jackson,48,50
222,2,2:13.0,,Shooting foul by R. Anderson (drawn by A. Drummond),48,50
223,2,2:13.0,,A. Drummond misses free throw 1 of 2,48,50
224,2,2:13.0,,Offensive rebound by Team,48,50
225,2,2:13.0,,A. Drummond makes free throw 2 of 2,48,51
226,2,1:59.0,A. Davis misses 2-pt jump shot from 20 ft,,48,51
227,2,1:59.0,,Defensive rebound by M. Morris,48,51
228,2,1:54.0,,R. Jackson makes 2-pt layup at rim,48,53
229,2,1:37.0,B. Dejean-Jones misses 3-pt jump shot from 25 ft,,48,53
230,2,1:37.0,,Defensive rebound by A. Drummond,48,53
231,2,1:29.0,,Turnover by M. Morris (bad pass; steal by R. Anderson),48,53
232,2,1:18.0,R. Anderson makes 2-pt jump shot from 19 ft,,50,53
233,2,0:55.0,,R. Jackson misses 3-pt jump shot from 26 ft,50,53
234,2,0:55.0,,Offensive rebound by A. Drummond,50,53
235,2,0:55.0,,A. Drummond makes 2-pt layup at rim,50,55
236,2,0:46.0,A. Davis makes 2-pt dunk at rim (assist by T. Douglas),,52,55
237,2,0:46.0,Shooting foul by M. Morris (drawn by A. Davis),,52,55
238,2,0:46.0,,S. Blake enters the game for R. Jackson,52,55
239,2,0:46.0,,S. Johnson enters the game for M. Morris,52,55
240,2,0:46.0,A. Davis makes free throw 1 of 1,,53,55
241,2,0:32.0,Offensive charge foul by T. Harris (drawn by A. Davis),,53,55
242,2,0:32.0,,Turnover by T. Harris (offensive foul),53,55
243,2,0:17.0,R. Anderson misses 2-pt jump shot from 19 ft,,53,55
244,2,0:16.0,Offensive rebound by A. Davis,,53,55
245,2,0:02.0,T. Douglas misses 2-pt layup at rim,,53,55
246,2,0:01.0,Offensive rebound by A. Davis,,53,55
247,2,0:00.0,,Violation by A. Drummond (def goaltending),53,55
248,2,0:00.0,A. Davis makes 2-pt layup at rim,,55,55
249,3,11:37.0,N. Cole misses 2-pt layup at rim,,55,55
250,3,11:36.0,,Defensive rebound by M. Morris,55,55
251,3,11:22.0,,A. Drummond misses 2-pt jump shot from 5 ft,55,55
252,3,11:21.0,Defensive rebound by K. Perkins,,55,55
253,3,11:07.0,A. Davis makes 2-pt hook shot from 7 ft (assist by B. Dejean-Jones),,57,55
254,3,10:53.0,,Turnover by M. Morris (step out of bounds),57,55
255,3,10:36.0,A. Davis makes 2-pt jump shot from 12 ft,,59,55
256,3,10:16.0,,T. Harris makes 2-pt jump shot from 14 ft (assist by M. Morris),59,57
257,3,9:59.0,A. Davis misses 2-pt jump shot from 17 ft,,59,57
258,3,9:59.0,,Defensive rebound by A. Drummond,59,57
259,3,9:47.0,,Turnover by K. Caldwell-Pope (bad pass; steal by K. Perkins),59,57
260,3,9:38.0,Turnover by B. Dejean-Jones (bad pass; steal by T. Harris),,59,57
261,3,9:30.0,,R. Jackson makes 2-pt layup at rim,59,59
262,3,9:18.0,Turnover by N. Cole (bad pass; steal by A. Drummond),,59,59
263,3,9:10.0,,M. Morris makes 2-pt layup at rim (assist by A. Drummond),59,61
264,3,8:43.0,A. Davis misses 2-pt jump shot from 10 ft,,59,61
265,3,8:41.0,Offensive rebound by K. Perkins,,59,61
266,3,8:35.0,D. Cunningham misses 3-pt jump shot from 23 ft,,59,61
267,3,8:34.0,Offensive rebound by A. Davis,,59,61
268,3,8:28.0,A. Davis makes 2-pt layup at rim,,61,61
269,3,8:12.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,61,61
270,3,8:12.0,Defensive rebound by N. Cole,,61,61
271,3,8:03.0,N. Cole misses 2-pt jump shot from 14 ft,,61,61
272,3,8:02.0,,Defensive rebound by A. Drummond,61,61
273,3,7:58.0,,Shooting foul by K. Perkins (drawn by R. Jackson),61,61
274,3,7:58.0,,R. Jackson makes 2-pt layup at rim,61,63
275,3,7:58.0,,R. Jackson makes free throw 1 of 1,61,64
276,3,7:50.0,Turnover by N. Cole (step out of bounds),,61,64
277,3,7:32.0,,Shooting foul by A. Davis (drawn by A. Drummond),61,64
278,3,7:32.0,,A. Drummond misses free throw 1 of 2,61,64
279,3,7:32.0,,Offensive rebound by Team,61,64
280,3,7:32.0,T. Douglas enters the game for N. Cole,,61,64
281,3,7:32.0,,A. Drummond misses free throw 2 of 2,61,64
282,3,7:30.0,Defensive rebound by K. Perkins,,61,64
283,3,7:09.0,B. Dejean-Jones makes 3-pt jump shot from 22 ft (assist by A. Davis),,64,64
284,3,7:03.0,,Turnover by R. Jackson (lost ball; steal by T. Douglas),64,64
285,3,7:01.0,,Loose ball foul by R. Jackson (drawn by B. Dejean-Jones),64,64
286,3,6:53.0,Turnover by T. Douglas (bad pass; steal by K. Caldwell-Pope),,64,64
287,3,6:51.0,,Personal foul by B. Dejean-Jones (drawn by K. Caldwell-Pope),64,64
288,3,6:51.0,J. Holiday enters the game for T. Douglas,,64,64
289,3,6:31.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,64,64
290,3,6:31.0,Defensive rebound by Team,,64,64
291,3,6:23.0,Personal foul by K. Caldwell-Pope (drawn by J. Holiday),,64,64
292,3,6:11.0,J. Holiday makes 2-pt jump shot from 7 ft,,66,64
293,3,5:45.0,,K. Caldwell-Pope makes 2-pt jump shot from 10 ft,66,66
294,3,5:31.0,A. Davis makes 3-pt jump shot from 26 ft (assist by D. Cunningham),,69,66
295,3,5:13.0,,R. Jackson makes 3-pt jump shot from 26 ft,69,69
296,3,4:58.0,D. Cunningham misses 2-pt layup from 1 ft,,69,69
297,3,4:58.0,,Defensive rebound by A. Drummond,69,69
298,3,4:51.0,,K. Caldwell-Pope misses 3-pt jump shot from 22 ft,69,69
299,3,4:50.0,Defensive rebound by A. Davis,,69,69
300,3,4:50.0,,Loose ball foul by A. Drummond (drawn by A. Davis),69,69
301,3,4:50.0,,Detroit full timeout,69,69
302,3,4:50.0,,S. Johnson enters the game for T. Harris,69,69
303,3,4:50.0,A. Ajinça enters the game for K. Perkins,,69,69
304,3,4:36.0,J. Holiday misses 2-pt jump shot from 11 ft,,69,69
305,3,4:36.0,,Defensive rebound by A. Drummond,69,69
306,3,4:20.0,,M. Morris misses 3-pt jump shot from 26 ft,69,69
307,3,4:19.0,Defensive rebound by D. Cunningham,,69,69
308,3,4:04.0,A. Davis makes 2-pt jump shot from 6 ft,,71,69
309,3,3:43.0,,Turnover by K. Caldwell-Pope (bad pass; steal by B. Dejean-Jones),71,69
310,3,3:35.0,D. Cunningham makes 2-pt dunk at rim (assist by A. Davis),,73,69
311,3,3:22.0,,Def 3 sec tech foul by A. Davis,73,69
312,3,3:22.0,,R. Jackson makes technical free throw,73,70
313,3,3:17.0,,A. Drummond misses 2-pt dunk at rim,73,70
314,3,3:15.0,,Offensive rebound by K. Caldwell-Pope,73,70
315,3,3:08.0,,A. Drummond makes 2-pt layup at rim (assist by S. Johnson),73,72
316,3,3:08.0,,Violation by Team (delay of game),73,72
317,3,3:08.0,,Technical foul by Team,73,72
318,3,3:08.0,A. Davis makes technical free throw,,74,72
319,3,2:49.0,J. Holiday misses 3-pt jump shot from 25 ft,,74,72
320,3,2:48.0,,Defensive rebound by K. Caldwell-Pope,74,72
321,3,2:44.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,74,72
322,3,2:44.0,,Offensive rebound by S. Johnson,74,72
323,3,2:44.0,New Orleans full timeout,,74,72
324,3,2:44.0,,S. Blake enters the game for M. Morris,74,72
325,3,2:44.0,,T. Harris enters the game for R. Jackson,74,72
326,3,2:33.0,,S. Johnson misses 2-pt layup from 1 ft,74,72
327,3,2:33.0,Defensive rebound by B. Dejean-Jones,,74,72
328,3,2:16.0,J. Holiday misses 3-pt jump shot from 27 ft,,74,72
329,3,2:15.0,Offensive rebound by J. Holiday,,74,72
330,3,2:10.0,J. Holiday makes 2-pt layup at rim,,76,72
331,3,1:54.0,,Shooting foul by B. Dejean-Jones (drawn by K. Caldwell-Pope),76,72
332,3,1:54.0,,K. Caldwell-Pope makes free throw 1 of 2,76,73
333,3,1:54.0,A. Gee enters the game for D. Cunningham,,76,73
334,3,1:54.0,T. Douglas enters the game for B. Dejean-Jones,,76,73
335,3,1:54.0,,K. Caldwell-Pope misses free throw 2 of 2,76,73
336,3,1:53.0,Defensive rebound by A. Ajinça,,76,73
337,3,1:38.0,Turnover by T. Douglas (bad pass; steal by K. Caldwell-Pope),,76,73
338,3,1:29.0,,T. Harris misses 3-pt jump shot from 25 ft,76,73
339,3,1:29.0,Defensive rebound by A. Gee,,76,73
340,3,1:16.0,A. Davis makes 2-pt jump shot from 17 ft (assist by J. Holiday),,78,73
341,3,0:57.0,,K. Caldwell-Pope misses 2-pt jump shot from 7 ft,78,73
342,3,0:57.0,Defensive rebound by Team,,78,73
343,3,0:57.0,,Loose ball foul by A. Drummond (drawn by A. Ajinça),78,73
344,3,0:57.0,,A. Baynes enters the game for A. Drummond,78,73
345,3,0:46.0,A. Ajinça makes 2-pt dunk at rim (assist by J. Holiday),,80,73
346,3,0:34.0,,Personal foul by J. Holiday (drawn by K. Caldwell-Pope),80,73
347,3,0:34.0,,K. Caldwell-Pope makes free throw 1 of 2,80,74
348,3,0:34.0,R. Anderson enters the game for A. Ajinça,,80,74
349,3,0:34.0,,K. Caldwell-Pope makes free throw 2 of 2,80,75
350,3,0:24.0,A. Davis misses 2-pt jump shot from 17 ft,,80,75
351,3,0:23.0,,Defensive rebound by S. Blake,80,75
352,3,0:06.0,,S. Blake misses 3-pt jump shot from 27 ft,80,75
353,3,0:04.0,Defensive rebound by R. Anderson,,80,75
354,3,0:02.0,R. Anderson misses 3-pt jump shot from 54 ft,,80,75
355,3,0:00.0,Offensive rebound by Team,,80,75
356,4,11:40.0,,S. Blake makes 3-pt jump shot from 23 ft (assist by S. Johnson),80,78
357,4,11:24.0,R. Anderson misses 3-pt jump shot from 24 ft,,80,78
358,4,11:24.0,,Defensive rebound by T. Harris,80,78
359,4,11:08.0,,T. Harris misses 2-pt jump shot from 6 ft,80,78
360,4,11:07.0,Defensive rebound by R. Anderson,,80,78
361,4,10:48.0,D. Cunningham misses 3-pt jump shot from 25 ft,,80,78
362,4,10:47.0,,Defensive rebound by S. Johnson,80,78
363,4,10:31.0,,Personal foul by D. Cunningham (drawn by S. Blake),80,78
364,4,10:22.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by S. Blake),80,81
365,4,10:09.0,J. Holiday misses 3-pt jump shot from 25 ft,,80,81
366,4,10:09.0,,Defensive rebound by S. Johnson,80,81
367,4,10:02.0,Violation by R. Anderson (kicked ball),,80,81
368,4,10:02.0,A. Davis enters the game for D. Cunningham,,80,81
369,4,9:49.0,,S. Johnson misses 2-pt jump shot from 17 ft,80,81
370,4,9:49.0,Defensive rebound by T. Douglas,,80,81
371,4,9:33.0,T. Douglas misses 3-pt jump shot from 26 ft,,80,81
372,4,9:32.0,,Defensive rebound by D. Hilliard,80,81
373,4,9:22.0,,A. Baynes misses 2-pt layup at rim,80,81
374,4,9:20.0,Defensive rebound by A. Davis,,80,81
375,4,9:13.0,R. Anderson misses 3-pt jump shot from 24 ft,,80,81
376,4,9:13.0,Offensive rebound by Team,,80,81
377,4,9:11.0,Shooting foul by A. Baynes (drawn by A. Davis),,80,81
378,4,9:11.0,A. Davis makes free throw 1 of 2,,81,81
379,4,9:11.0,A. Davis makes free throw 2 of 2,,82,81
380,4,8:56.0,,S. Johnson makes 2-pt hook shot from 6 ft,82,83
381,4,8:44.0,A. Davis makes 2-pt jump shot from 13 ft (assist by J. Holiday),,84,83
382,4,8:27.0,,S. Johnson misses 2-pt jump shot from 17 ft,84,83
383,4,8:26.0,Defensive rebound by A. Davis,,84,83
384,4,8:16.0,R. Anderson misses 3-pt jump shot from 25 ft,,84,83
385,4,8:15.0,,Defensive rebound by S. Johnson,84,83
386,4,8:03.0,,T. Harris misses 3-pt jump shot from 22 ft,84,83
387,4,8:03.0,Defensive rebound by T. Douglas,,84,83
388,4,7:46.0,Turnover by A. Davis (bad pass; steal by D. Hilliard),,84,83
