,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,ORLANDO_ACTION,OKLAHOMA CITY_SCORE,ORLANDO_SCORE
125,2,9:54.0,,A. Gordon makes 2-pt jump shot from 13 ft,35,42
126,2,9:44.0,,Violation by D. Dedmon (kicked ball),35,42
127,2,9:44.0,,E. Payton enters the game for C. Watson,35,42
128,2,9:37.0,K. Durant makes 2-pt layup from 1 ft (assist by D. Augustin),,37,42
129,2,9:22.0,,E. Fournier makes 2-pt dunk at rim,37,44
130,2,9:06.0,Shooting foul by A. Gordon (drawn by K. Durant),,37,44
131,2,9:06.0,K. Durant makes free throw 1 of 3,,38,44
132,2,9:06.0,K. Durant makes free throw 2 of 3,,39,44
133,2,9:06.0,K. Durant makes free throw 3 of 3,,40,44
134,2,8:51.0,,Shooting foul by K. Durant (drawn by A. Gordon),40,44
135,2,8:51.0,Official timeout,,40,44
136,2,8:51.0,,A. Gordon makes free throw 1 of 2,40,45
137,2,8:51.0,,A. Gordon misses free throw 2 of 2,40,45
138,2,8:50.0,Defensive rebound by E. Freedom,,40,45
139,2,8:30.0,D. Waiters misses 2-pt jump shot from 19 ft,,40,45
140,2,8:29.0,Offensive rebound by E. Freedom,,40,45
141,2,8:27.0,Turnover by E. Freedom (bad pass; steal by A. Gordon),,40,45
142,2,8:18.0,,M. Hezonja makes 3-pt jump shot from 23 ft (assist by E. Fournier),40,48
143,2,7:52.0,D. Augustin misses 3-pt jump shot from 23 ft,,40,48
144,2,7:52.0,,Defensive rebound by Team,40,48
145,2,7:52.0,Loose ball foul by E. Freedom (drawn by D. Dedmon),,40,48
146,2,7:52.0,,T. Harris enters the game for M. Hezonja,40,48
147,2,7:52.0,,V. Oladipo enters the game for A. Gordon,40,48
148,2,7:52.0,,N. Vučević enters the game for D. Dedmon,40,48
149,2,7:52.0,S. Ibaka enters the game for A. Roberson,,40,48
150,2,7:52.0,A. Morrow enters the game for D. Augustin,,40,48
151,2,7:52.0,R. Westbrook enters the game for D. Waiters,,40,48
152,2,7:52.0,K. Singler enters the game for E. Freedom,,40,48
153,2,7:30.0,,N. Vučević makes 2-pt jump shot from 13 ft,40,50
154,2,7:14.0,Personal foul by V. Oladipo (drawn by S. Ibaka),,40,50
155,2,7:09.0,A. Morrow misses 3-pt jump shot from 23 ft,,40,50
156,2,7:07.0,,Defensive rebound by V. Oladipo,40,50
157,2,7:00.0,,V. Oladipo misses 3-pt jump shot from 26 ft,40,50
158,2,6:58.0,,Offensive rebound by N. Vučević,40,50
159,2,6:51.0,,V. Oladipo makes 2-pt layup from 1 ft (assist by E. Payton),40,52
160,2,6:46.0,Oklahoma City full timeout,,40,52
161,2,6:34.0,A. Morrow misses 3-pt jump shot from 25 ft,,40,52
162,2,6:32.0,Offensive rebound by R. Westbrook,,40,52
163,2,6:27.0,Turnover by A. Morrow (bad pass),,40,52
164,2,6:11.0,,E. Fournier misses 3-pt jump shot from 23 ft,40,52
165,2,6:10.0,Defensive rebound by S. Ibaka,,40,52
166,2,6:02.0,Shooting foul by E. Payton (drawn by R. Westbrook),,40,52
167,2,6:02.0,R. Westbrook makes free throw 1 of 2,,41,52
168,2,6:02.0,,C. Watson enters the game for E. Payton,41,52
169,2,6:02.0,R. Westbrook makes free throw 2 of 2,,42,52
170,2,5:46.0,,N. Vučević makes 2-pt jump shot from 11 ft,42,54
171,2,5:27.0,K. Durant makes 2-pt layup from 1 ft (assist by R. Westbrook),,44,54
172,2,5:21.0,,T. Harris misses 2-pt layup from 2 ft (block by S. Ibaka),44,54
173,2,5:18.0,Defensive rebound by K. Durant,,44,54
174,2,5:14.0,R. Westbrook misses 3-pt jump shot from 25 ft,,44,54
175,2,5:13.0,,Defensive rebound by V. Oladipo,44,54
176,2,5:02.0,,N. Vučević makes 2-pt hook shot from 9 ft (assist by V. Oladipo),44,56
177,2,4:53.0,Turnover by K. Singler (bad pass),,44,56
178,2,4:44.0,,V. Oladipo makes 2-pt layup from 2 ft,44,58
179,2,4:27.0,R. Westbrook misses 2-pt layup from 1 ft (block by N. Vučević),,44,58
180,2,4:25.0,Offensive rebound by S. Ibaka,,44,58
181,2,4:25.0,S. Ibaka makes 2-pt layup from 1 ft,,46,58
182,2,4:08.0,,Turnover by V. Oladipo (lost ball; steal by S. Ibaka),46,58
183,2,4:03.0,K. Singler makes 2-pt layup from 1 ft,,48,58
184,2,3:57.0,,Orlando full timeout,48,58
185,2,3:57.0,S. Adams enters the game for A. Morrow,,48,58
186,2,3:49.0,,E. Fournier makes 2-pt layup at rim (assist by C. Watson),48,60
187,2,3:34.0,Turnover by R. Westbrook (bad pass; steal by E. Fournier),,48,60
188,2,3:26.0,,C. Watson makes 3-pt jump shot from 23 ft (assist by T. Harris),48,63
189,2,3:06.0,R. Westbrook misses 3-pt jump shot from 25 ft,,48,63
190,2,3:05.0,,Defensive rebound by N. Vučević,48,63
191,2,2:56.0,,T. Harris makes 2-pt jump shot from 5 ft,48,65
192,2,2:40.0,K. Durant makes 2-pt jump shot from 14 ft,,50,65
193,2,2:25.0,,E. Fournier misses 3-pt jump shot from 25 ft,50,65
194,2,2:24.0,Defensive rebound by R. Westbrook,,50,65
195,2,2:18.0,K. Singler misses 3-pt jump shot from 22 ft,,50,65
196,2,2:15.0,Offensive rebound by S. Ibaka,,50,65
197,2,2:12.0,K. Durant misses 3-pt jump shot from 25 ft,,50,65
198,2,2:11.0,Offensive rebound by R. Westbrook,,50,65
199,2,2:06.0,Offensive foul by S. Adams (drawn by E. Fournier),,50,65
200,2,2:06.0,Turnover by S. Adams (offensive foul),,50,65
201,2,2:06.0,,M. Hezonja enters the game for E. Fournier,50,65
202,2,1:52.0,,T. Harris misses 3-pt jump shot from 25 ft,50,65
203,2,1:50.0,Defensive rebound by S. Adams,,50,65
204,2,1:44.0,R. Westbrook misses 2-pt jump shot from 6 ft (block by N. Vučević),,50,65
205,2,1:42.0,,Defensive rebound by V. Oladipo,50,65
206,2,1:34.0,,T. Harris makes 2-pt jump shot from 8 ft (assist by V. Oladipo),50,67
207,2,1:22.0,Personal foul by M. Hezonja (drawn by K. Durant),,50,67
208,2,1:22.0,K. Durant misses free throw 1 of 2,,50,67
209,2,1:22.0,Offensive rebound by Team,,50,67
210,2,1:22.0,K. Durant makes free throw 2 of 2,,51,67
211,2,1:06.0,,V. Oladipo misses 3-pt jump shot from 25 ft,51,67
212,2,1:05.0,Defensive rebound by Team,,51,67
213,2,1:04.0,D. Waiters enters the game for K. Durant,,51,67
214,2,0:51.0,R. Westbrook misses 2-pt layup from 2 ft,,51,67
215,2,0:50.0,Offensive rebound by S. Adams,,51,67
216,2,0:50.0,Shooting foul by N. Vučević (drawn by S. Adams),,51,67
217,2,0:50.0,S. Adams makes free throw 1 of 2,,52,67
218,2,0:50.0,S. Adams misses free throw 2 of 2,,52,67
219,2,0:49.0,,Defensive rebound by T. Harris,52,67
220,2,0:31.0,,V. Oladipo misses 2-pt jump shot from 11 ft,52,67
221,2,0:30.0,Defensive rebound by R. Westbrook,,52,67
222,2,0:30.0,Personal foul by M. Hezonja (drawn by R. Westbrook),,52,67
223,2,0:30.0,R. Westbrook makes free throw 1 of 2,,53,67
224,2,0:30.0,,S. Napier enters the game for M. Hezonja,53,67
225,2,0:30.0,R. Westbrook misses free throw 2 of 2,,53,67
226,2,0:29.0,,Defensive rebound by T. Harris,53,67
227,2,0:10.0,,T. Harris misses 2-pt jump shot from 8 ft,53,67
228,2,0:08.0,Defensive rebound by R. Westbrook,,53,67
229,2,0:05.0,Oklahoma City full timeout,,53,67
230,2,0:05.0,K. Durant enters the game for S. Adams,,53,67
231,2,0:00.0,D. Waiters misses 3-pt jump shot from 23 ft,,53,67
232,2,0:00.0,Offensive rebound by Team,,53,67
233,3,11:37.0,,V. Oladipo misses 3-pt jump shot from 25 ft,53,67
234,3,11:36.0,Defensive rebound by R. Westbrook,,53,67
235,3,11:29.0,Shooting foul by E. Payton (drawn by R. Westbrook),,53,67
236,3,11:29.0,R. Westbrook makes free throw 1 of 2,,54,67
237,3,11:29.0,R. Westbrook makes free throw 2 of 2,,55,67
238,3,11:14.0,,N. Vučević misses 2-pt hook shot from 8 ft,55,67
239,3,11:13.0,Defensive rebound by S. Ibaka,,55,67
240,3,11:06.0,K. Durant misses 3-pt jump shot from 24 ft,,55,67
241,3,11:04.0,,Defensive rebound by V. Oladipo,55,67
242,3,10:56.0,,T. Harris misses 3-pt jump shot from 24 ft,55,67
243,3,10:55.0,Defensive rebound by K. Durant,,55,67
244,3,10:46.0,R. Westbrook makes 2-pt jump shot from 9 ft,,57,67
245,3,10:34.0,,T. Harris makes 2-pt layup from 1 ft (assist by E. Payton),57,69
246,3,10:22.0,K. Durant makes 2-pt layup from 1 ft (assist by R. Westbrook),,59,69
247,3,10:06.0,,V. Oladipo misses 2-pt jump shot from 17 ft,59,69
248,3,10:04.0,Defensive rebound by A. Roberson,,59,69
249,3,9:56.0,R. Westbrook misses 2-pt layup from 1 ft,,59,69
250,3,9:54.0,,Defensive rebound by V. Oladipo,59,69
251,3,9:39.0,,E. Fournier misses 2-pt layup from 1 ft,59,69
252,3,9:37.0,Defensive rebound by K. Durant,,59,69
253,3,9:29.0,K. Durant makes 2-pt dunk at rim (assist by S. Adams),,61,69
254,3,9:29.0,,Orlando full timeout,61,69
255,3,9:09.0,,V. Oladipo misses 2-pt jump shot from 17 ft,61,69
256,3,9:07.0,Defensive rebound by S. Ibaka,,61,69
257,3,9:00.0,Shooting foul by N. Vučević (drawn by R. Westbrook),,61,69
258,3,9:00.0,R. Westbrook makes free throw 1 of 2,,62,69
259,3,9:00.0,R. Westbrook makes free throw 2 of 2,,63,69
260,3,8:37.0,,V. Oladipo misses 2-pt layup from 1 ft,63,69
261,3,8:36.0,Defensive rebound by A. Roberson,,63,69
262,3,8:30.0,S. Ibaka misses 3-pt jump shot from 22 ft,,63,69
263,3,8:28.0,,Defensive rebound by E. Fournier,63,69
264,3,8:19.0,,Shooting foul by S. Adams (drawn by T. Harris),63,69
265,3,8:19.0,,T. Harris makes free throw 1 of 2,63,70
266,3,8:19.0,,T. Harris makes free throw 2 of 2,63,71
267,3,8:04.0,Turnover by R. Westbrook (bad pass; steal by N. Vučević),,63,71
268,3,7:59.0,,E. Fournier makes 3-pt jump shot from 24 ft (assist by V. Oladipo),63,74
269,3,7:40.0,R. Westbrook misses 2-pt jump shot from 18 ft,,63,74
270,3,7:38.0,,Defensive rebound by N. Vučević,63,74
271,3,7:28.0,,E. Fournier makes 2-pt layup from 1 ft,63,76
272,3,7:04.0,S. Ibaka misses 2-pt jump shot from 20 ft,,63,76
273,3,7:03.0,,Defensive rebound by V. Oladipo,63,76
274,3,6:48.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by V. Oladipo),63,79
275,3,6:45.0,Oklahoma City full timeout,,63,79
276,3,6:29.0,K. Durant misses 2-pt jump shot from 14 ft,,63,79
277,3,6:28.0,,Defensive rebound by N. Vučević,63,79
278,3,6:17.0,,Offensive foul by T. Harris (drawn by S. Ibaka),63,79
279,3,6:17.0,,Turnover by T. Harris (offensive foul),63,79
280,3,6:03.0,A. Roberson misses 3-pt jump shot from 25 ft,,63,79
281,3,6:02.0,,Defensive rebound by V. Oladipo,63,79
282,3,5:50.0,,N. Vučević makes 2-pt hook shot from 8 ft,63,81
283,3,5:37.0,R. Westbrook makes 2-pt layup from 1 ft,,65,81
284,3,5:22.0,,T. Harris misses 2-pt jump shot from 19 ft,65,81
285,3,5:20.0,Defensive rebound by S. Adams,,65,81
286,3,5:02.0,S. Adams makes 2-pt dunk at rim,,67,81
287,3,4:43.0,,T. Harris makes 3-pt jump shot from 24 ft (assist by E. Payton),67,84
288,3,4:26.0,K. Durant makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,70,84
289,3,4:10.0,,E. Payton misses 2-pt jump shot from 20 ft,70,84
290,3,4:09.0,,Offensive rebound by Team,70,84
291,3,4:09.0,A. Morrow enters the game for A. Roberson,,70,84
292,3,3:53.0,,E. Fournier misses 3-pt jump shot from 24 ft,70,84
293,3,3:52.0,Defensive rebound by Team,,70,84
294,3,3:39.0,K. Durant misses 3-pt jump shot from 24 ft,,70,84
295,3,3:38.0,,Defensive rebound by V. Oladipo,70,84
296,3,3:31.0,,V. Oladipo misses 2-pt layup from 1 ft,70,84
297,3,3:30.0,,Offensive rebound by T. Harris,70,84
298,3,3:30.0,,T. Harris makes 2-pt dunk at rim,70,86
299,3,3:16.0,R. Westbrook misses 2-pt jump shot from 11 ft,,70,86
300,3,3:15.0,Offensive rebound by S. Ibaka,,70,86
301,3,3:15.0,S. Ibaka misses 2-pt layup from 2 ft,,70,86
302,3,3:12.0,Offensive rebound by S. Adams,,70,86
303,3,3:12.0,Oklahoma City full timeout,,70,86
304,3,3:12.0,,C. Watson enters the game for N. Vučević,70,86
305,3,3:12.0,,D. Dedmon enters the game for E. Payton,70,86
306,3,3:06.0,Turnover by R. Westbrook (bad pass),,70,86
307,3,2:56.0,,Turnover by V. Oladipo (lost ball; steal by A. Morrow),70,86
308,3,2:56.0,Personal foul by V. Oladipo (drawn by A. Morrow),,70,86
309,3,2:52.0,R. Westbrook makes 2-pt layup from 1 ft,,72,86
310,3,2:23.0,,E. Fournier misses 2-pt jump shot from 15 ft,72,86
311,3,2:23.0,,Offensive rebound by Team,72,86
312,3,2:23.0,,Turnover by Team (shot clock),72,86
313,3,2:12.0,R. Westbrook makes 2-pt layup from 1 ft,,74,86
314,3,1:50.0,,V. Oladipo misses 2-pt layup from 1 ft (block by S. Adams),74,86
315,3,1:48.0,Defensive rebound by A. Morrow,,74,86
316,3,1:44.0,R. Westbrook misses 2-pt jump shot from 6 ft,,74,86
317,3,1:41.0,,Defensive rebound by T. Harris,74,86
318,3,1:35.0,,T. Harris misses 2-pt layup from 2 ft,74,86
319,3,1:32.0,,Offensive rebound by D. Dedmon,74,86
320,3,1:32.0,,D. Dedmon makes 2-pt dunk at rim,74,88
321,3,1:21.0,Personal foul by V. Oladipo (drawn by R. Westbrook),,74,88
322,3,1:21.0,K. Singler enters the game for K. Durant,,74,88
323,3,1:21.0,E. Freedom enters the game for S. Adams,,74,88
324,3,1:21.0,,M. Hezonja enters the game for V. Oladipo,74,88
325,3,1:21.0,,A. Gordon enters the game for T. Harris,74,88
326,3,1:13.0,R. Westbrook misses 2-pt layup from 1 ft (block by D. Dedmon),,74,88
327,3,1:10.0,,Defensive rebound by D. Dedmon,74,88
328,3,1:04.0,,M. Hezonja misses 3-pt jump shot from 23 ft,74,88
329,3,1:03.0,Defensive rebound by S. Ibaka,,74,88
330,3,0:52.0,Turnover by R. Westbrook (bad pass; steal by C. Watson),,74,88
331,3,0:47.0,,Shooting foul by S. Ibaka (drawn by A. Gordon),74,88
332,3,0:47.0,,A. Gordon makes free throw 1 of 2,74,89
333,3,0:47.0,D. Augustin enters the game for R. Westbrook,,74,89
334,3,0:47.0,,A. Gordon makes free throw 2 of 2,74,90
335,3,0:37.0,Personal foul by E. Fournier (drawn by K. Singler),,74,90
336,3,0:37.0,K. Singler misses free throw 1 of 2,,74,90
337,3,0:37.0,Offensive rebound by Team,,74,90
338,3,0:37.0,K. Singler makes free throw 2 of 2,,75,90
339,3,0:32.0,,Personal foul by K. Singler (drawn by E. Fournier),75,90
340,3,0:32.0,,E. Fournier misses free throw 1 of 2,75,90
341,3,0:32.0,,Offensive rebound by Team,75,90
342,3,0:32.0,,E. Fournier makes free throw 2 of 2,75,91
343,3,0:14.0,K. Singler misses 2-pt layup from 2 ft (block by D. Dedmon),,75,91
344,3,0:11.0,,Defensive rebound by C. Watson,75,91
345,3,0:09.0,,E. Fournier makes 2-pt layup from 2 ft (assist by C. Watson),75,93
346,3,0:02.0,E. Freedom misses 2-pt layup from 2 ft (block by A. Gordon),,75,93
347,3,0:00.0,,Defensive rebound by C. Watson,75,93
348,4,11:45.0,E. Freedom makes 2-pt layup from 1 ft (assist by D. Waiters),,77,93
349,4,11:45.0,Shooting foul by D. Dedmon (drawn by E. Freedom),,77,93
350,4,11:45.0,E. Freedom makes free throw 1 of 1,,78,93
351,4,11:29.0,,Shooting foul by E. Freedom (drawn by A. Gordon),78,93
352,4,11:29.0,,A. Gordon makes free throw 1 of 2,78,94
353,4,11:29.0,,A. Gordon misses free throw 2 of 2,78,94
354,4,11:29.0,Defensive rebound by K. Durant,,78,94
355,4,11:16.0,K. Durant misses 2-pt jump shot from 13 ft,,78,94
356,4,11:13.0,Offensive rebound by E. Freedom,,78,94
357,4,11:13.0,E. Freedom makes 2-pt layup from 2 ft,,80,94
358,4,11:04.0,,Personal foul by D. Waiters (drawn by D. Dedmon),80,94
359,4,10:56.0,,Turnover by M. Hezonja (lost ball; steal by K. Singler),80,94
360,4,10:44.0,Turnover by D. Waiters (traveling),,80,94
361,4,10:32.0,,Turnover by V. Oladipo (bad pass),80,94
362,4,10:20.0,Shooting foul by C. Watson (drawn by K. Durant),,80,94
363,4,10:20.0,K. Durant makes free throw 1 of 2,,81,94
364,4,10:20.0,K. Durant makes free throw 2 of 2,,82,94
365,4,10:06.0,,C. Watson misses 2-pt jump shot from 21 ft,82,94
366,4,10:05.0,,Offensive rebound by D. Dedmon,82,94
367,4,10:05.0,,D. Dedmon misses 2-pt layup from 1 ft,82,94
368,4,10:03.0,Defensive rebound by K. Singler,,82,94
369,4,9:56.0,E. Freedom misses 2-pt layup from 1 ft,,82,94
370,4,9:54.0,,Defensive rebound by V. Oladipo,82,94
371,4,9:48.0,,V. Oladipo misses 2-pt jump shot from 8 ft,82,94
372,4,9:47.0,Defensive rebound by K. Durant,,82,94
373,4,9:33.0,K. Durant misses 3-pt jump shot from 24 ft,,82,94
374,4,9:31.0,,Defensive rebound by D. Dedmon,82,94
375,4,9:09.0,,A. Gordon makes 3-pt jump shot from 26 ft (assist by V. Oladipo),82,97
376,4,9:08.0,Oklahoma City full timeout,,82,97
377,4,8:48.0,E. Freedom makes 2-pt layup from 1 ft (assist by D. Augustin),,84,97
378,4,8:38.0,R. Westbrook enters the game for K. Singler,,84,97
379,4,8:38.0,,E. Fournier enters the game for M. Hezonja,84,97
380,4,8:31.0,,V. Oladipo misses 3-pt jump shot from 25 ft,84,97
381,4,8:30.0,,Offensive rebound by D. Dedmon,84,97
382,4,8:22.0,,C. Watson misses 3-pt jump shot from 35 ft,84,97
383,4,8:22.0,,Offensive rebound by Team,84,97
384,4,8:22.0,,Turnover by Team (shot clock),84,97
