,QUARTER,TIME_REMAINING,ORLANDO_ACTION,ATLANTA_ACTION,ORLANDO_SCORE,ATLANTA_SCORE
0,1,11:44.0,N. Vučević misses 2-pt jump shot from 18 ft,,0,0
1,1,11:43.0,,Defensive rebound by P. Millsap,0,0
2,1,11:25.0,,Turnover by J. Teague (bad pass; steal by N. Vučević),0,0
3,1,11:17.0,C. Frye misses 3-pt jump shot from 24 ft,,0,0
4,1,11:16.0,Offensive rebound by N. Vučević,,0,0
5,1,11:10.0,E. Fournier misses 2-pt layup from 2 ft,,0,0
6,1,11:09.0,,Defensive rebound by P. Millsap,0,0
7,1,10:52.0,,A. Horford makes 2-pt jump shot from 20 ft (assist by J. Teague),0,2
8,1,10:30.0,Personal foul by K. Bazemore (drawn by N. Vučević),,0,2
9,1,10:19.0,E. Payton misses 2-pt jump shot from 16 ft,,0,2
10,1,10:16.0,,Defensive rebound by A. Horford,0,2
11,1,10:08.0,,P. Millsap makes 2-pt layup at rim (assist by J. Teague),0,4
12,1,9:55.0,Turnover by E. Payton (bad pass; steal by K. Korver),,0,4
13,1,9:50.0,,K. Korver misses 3-pt jump shot from 24 ft,0,4
14,1,9:49.0,Defensive rebound by E. Fournier,,0,4
15,1,9:39.0,T. Harris misses 2-pt jump shot from 4 ft (block by K. Bazemore),,0,4
16,1,9:37.0,,Defensive rebound by J. Teague,0,4
17,1,9:36.0,,J. Teague makes 2-pt layup from 1 ft,0,6
18,1,9:36.0,,Shooting foul by E. Fournier (drawn by J. Teague),0,6
19,1,9:36.0,,J. Teague makes free throw 1 of 1,0,7
20,1,9:14.0,E. Fournier makes 3-pt jump shot from 22 ft (assist by N. Vučević),,3,7
21,1,8:52.0,,K. Bazemore misses 2-pt layup from 1 ft,3,7
22,1,8:50.0,Defensive rebound by C. Frye,,3,7
23,1,8:43.0,E. Payton makes 2-pt layup from 1 ft (assist by E. Fournier),,5,7
24,1,8:34.0,,A. Horford misses 3-pt jump shot from 24 ft,5,7
25,1,8:33.0,Defensive rebound by T. Harris,,5,7
26,1,8:26.0,E. Fournier misses 2-pt layup from 1 ft,,5,7
27,1,8:25.0,,Defensive rebound by A. Horford,5,7
28,1,8:17.0,,P. Millsap makes 2-pt jump shot from 6 ft,5,9
29,1,8:17.0,,Shooting foul by N. Vučević (drawn by P. Millsap),5,9
30,1,8:17.0,,P. Millsap makes free throw 1 of 1,5,10
31,1,8:04.0,E. Payton misses 2-pt layup from 1 ft,,5,10
32,1,8:02.0,,Defensive rebound by A. Horford,5,10
33,1,7:59.0,,Turnover by K. Bazemore (bad pass; steal by C. Frye),5,10
34,1,7:52.0,T. Harris misses 3-pt jump shot from 23 ft,,5,10
35,1,7:51.0,,Defensive rebound by K. Korver,5,10
36,1,7:33.0,,P. Millsap makes 2-pt layup at rim,5,12
37,1,7:19.0,C. Frye misses 2-pt jump shot from 18 ft,,5,12
38,1,7:17.0,,Defensive rebound by K. Korver,5,12
39,1,7:13.0,,P. Millsap misses 2-pt jump shot from 16 ft,5,12
40,1,7:09.0,Defensive rebound by N. Vučević,,5,12
41,1,7:03.0,Turnover by N. Vučević (lost ball; steal by A. Horford),,5,12
42,1,6:58.0,,T. Sefolosha enters the game for K. Bazemore,5,12
43,1,6:58.0,,T. Splitter enters the game for A. Horford,5,12
44,1,6:55.0,,T. Sefolosha makes 2-pt layup from 1 ft (assist by K. Korver),5,14
45,1,6:49.0,Orlando full timeout,,5,14
46,1,6:43.0,Turnover by E. Payton (bad pass; steal by P. Millsap),,5,14
47,1,6:29.0,,T. Splitter misses 2-pt layup from 3 ft (block by C. Frye),5,14
48,1,6:26.0,Defensive rebound by C. Frye,,5,14
49,1,6:20.0,C. Frye makes 2-pt layup from 1 ft (assist by E. Payton),,7,14
50,1,6:12.0,,Personal foul by E. Fournier (drawn by K. Korver),7,14
51,1,6:12.0,M. Hezonja enters the game for E. Fournier,,7,14
52,1,6:00.0,,Turnover by T. Sefolosha (bad pass; steal by T. Harris),7,14
53,1,5:52.0,E. Payton makes 2-pt jump shot from 7 ft (assist by M. Hezonja),,9,14
54,1,5:39.0,,Personal foul by C. Frye (drawn by J. Teague),9,14
55,1,5:32.0,,T. Splitter makes 2-pt dunk at rim (assist by P. Millsap),9,16
56,1,5:10.0,M. Hezonja misses 3-pt jump shot from 25 ft,,9,16
57,1,5:09.0,,Defensive rebound by P. Millsap,9,16
58,1,4:53.0,,Turnover by K. Korver (bad pass; steal by T. Harris),9,16
59,1,4:46.0,Turnover by N. Vučević (bad pass; steal by T. Sefolosha),,9,16
60,1,4:31.0,,Shooting foul by C. Frye (drawn by P. Millsap),9,16
61,1,4:31.0,,P. Millsap misses free throw 1 of 2,9,16
62,1,4:31.0,,Offensive rebound by Team,9,16
63,1,4:31.0,A. Gordon enters the game for C. Frye,,9,16
64,1,4:31.0,,K. Bazemore enters the game for K. Korver,9,16
65,1,4:31.0,,D. Schröder enters the game for J. Teague,9,16
66,1,4:31.0,,P. Millsap misses free throw 2 of 2,9,16
67,1,4:29.0,Defensive rebound by T. Harris,,9,16
68,1,4:09.0,N. Vučević misses 2-pt jump shot from 19 ft,,9,16
69,1,4:09.0,Offensive rebound by Team,,9,16
70,1,4:09.0,,Loose ball foul by T. Sefolosha (drawn by T. Harris),9,16
71,1,4:02.0,E. Payton makes 2-pt jump shot from 4 ft,,11,16
72,1,3:46.0,,D. Schröder misses 3-pt jump shot from 24 ft,11,16
73,1,3:45.0,Defensive rebound by N. Vučević,,11,16
74,1,3:35.0,Turnover by E. Payton (bad pass),,11,16
75,1,3:22.0,,Turnover by P. Millsap (bad pass; steal by E. Payton),11,16
76,1,3:17.0,Turnover by T. Harris (lost ball),,11,16
77,1,3:17.0,,Atlanta full timeout,11,16
78,1,3:17.0,A. Nicholson enters the game for T. Harris,,11,16
79,1,3:01.0,,D. Schröder misses 2-pt layup from 2 ft (block by N. Vučević),11,16
80,1,2:59.0,Defensive rebound by E. Payton,,11,16
81,1,2:52.0,N. Vučević makes 2-pt jump shot from 19 ft (assist by E. Payton),,13,16
82,1,2:38.0,,T. Sefolosha makes 2-pt jump shot from 10 ft,13,18
83,1,2:20.0,E. Payton misses 2-pt jump shot from 13 ft,,13,18
84,1,2:18.0,,Defensive rebound by T. Sefolosha,13,18
85,1,2:12.0,,T. Sefolosha makes 2-pt jump shot from 19 ft,13,20
86,1,1:49.0,M. Hezonja misses 2-pt jump shot from 15 ft,,13,20
87,1,1:46.0,,Defensive rebound by D. Schröder,13,20
88,1,1:28.0,,D. Schröder makes 2-pt layup from 1 ft (assist by P. Millsap),13,22
89,1,1:08.0,A. Nicholson misses 2-pt hook shot from 8 ft,,13,22
90,1,1:05.0,Offensive rebound by A. Nicholson,,13,22
91,1,0:50.0,N. Vučević makes 2-pt jump shot from 16 ft (assist by A. Gordon),,15,22
92,1,0:29.0,,P. Millsap makes 2-pt jump shot from 10 ft,15,24
93,1,0:07.0,A. Nicholson misses 3-pt jump shot from 25 ft,,15,24
94,1,0:06.0,Offensive rebound by Team,,15,24
95,1,0:06.0,,Loose ball foul by T. Sefolosha (drawn by A. Gordon),15,24
96,1,0:06.0,,J. Holiday enters the game for P. Millsap,15,24
97,1,0:06.0,,M. Scott enters the game for T. Sefolosha,15,24
98,1,0:06.0,,A. Horford enters the game for T. Splitter,15,24
99,1,0:06.0,S. Napier enters the game for N. Vučević,,15,24
100,1,0:06.0,J. Smith enters the game for E. Payton,,15,24
101,1,0:01.0,M. Hezonja misses 2-pt layup from 2 ft,,15,24
102,1,0:01.0,Offensive rebound by A. Gordon,,15,24
103,1,0:01.0,A. Gordon makes 2-pt dunk at rim,,17,24
104,1,0:00.0,,D. Schröder misses 3-pt jump shot from 64 ft,17,24
105,1,0:00.0,,Offensive rebound by Team,17,24
106,2,11:43.0,,D. Schröder makes 2-pt layup from 1 ft (assist by T. Hardaway),17,26
107,2,11:31.0,J. Smith misses 2-pt hook shot from 2 ft,,17,26
