,QUARTER,TIME_REMAINING,DETROIT_ACTION,MINNESOTA_ACTION,DETROIT_SCORE,MINNESOTA_SCORE
73,1,2:29.0,,Defensive rebound by K. Martin,20,20
74,1,2:14.0,,K. Martin misses 2-pt jump shot from 18 ft,20,20
75,1,2:13.0,Defensive rebound by Team,,20,20
76,1,2:13.0,,Loose ball foul by K. Towns (drawn by A. Drummond),20,20
77,1,2:13.0,,G. Dieng enters the game for K. Towns,20,20
78,1,2:13.0,R. Bullock enters the game for K. Caldwell-Pope,,20,20
79,1,2:13.0,S. Johnson enters the game for M. Morris,,20,20
80,1,1:49.0,A. Tolliver misses 3-pt jump shot from 22 ft,,20,20
81,1,1:48.0,,Defensive rebound by K. Martin,20,20
82,1,1:38.0,,A. Wiggins misses 2-pt layup from 1 ft,20,20
83,1,1:36.0,Defensive rebound by A. Drummond,,20,20
84,1,1:28.0,A. Drummond makes 2-pt jump shot at rim (assist by S. Dinwiddie),,22,20
85,1,1:11.0,,K. Martin makes 2-pt jump shot from 7 ft (assist by Z. LaVine),22,22
86,1,0:55.0,,S. Muhammad enters the game for A. Wiggins,22,22
87,1,0:53.0,R. Bullock misses 2-pt jump shot from 16 ft,,22,22
88,1,0:51.0,,Defensive rebound by Z. LaVine,22,22
89,1,0:42.0,,G. Dieng makes 2-pt jump shot from 7 ft,22,24
90,1,0:27.0,S. Johnson misses 2-pt jump shot from 23 ft,,22,24
91,1,0:26.0,Offensive rebound by S. Johnson,,22,24
92,1,0:25.0,Turnover by S. Johnson (lost ball; steal by G. Dieng),,22,24
93,1,0:20.0,,Shooting foul by A. Drummond (drawn by K. Martin),22,24
94,1,0:20.0,,K. Martin makes free throw 1 of 2,22,25
95,1,0:20.0,,K. Martin makes free throw 2 of 2,22,26
96,1,0:12.0,Personal take foul by Z. LaVine (drawn by S. Dinwiddie),,22,26
97,1,0:04.0,S. Johnson misses 2-pt jump shot from 11 ft,,22,26
98,1,0:03.0,,Defensive rebound by S. Muhammad,22,26
99,1,0:00.0,Offensive charge foul by S. Muhammad (drawn by A. Tolliver),,22,26
100,1,0:00.0,,Turnover by S. Muhammad (offensive foul),22,26
101,2,11:43.0,,Z. LaVine misses 3-pt jump shot from 25 ft,22,26
102,2,11:42.0,Defensive rebound by A. Baynes,,22,26
103,2,11:33.0,,Offensive charge foul by R. Bullock (drawn by A. Payne),22,26
104,2,11:33.0,Turnover by R. Bullock (offensive foul),,22,26
105,2,11:12.0,,G. Dieng misses 2-pt layup from 1 ft (block by A. Baynes),22,26
106,2,11:10.0,Defensive rebound by S. Johnson,,22,26
107,2,10:59.0,A. Baynes misses 2-pt hook shot from 12 ft,,22,26
108,2,10:58.0,,Defensive rebound by K. Martin,22,26
109,2,10:50.0,,K. Martin misses 2-pt jump shot from 5 ft,22,26
110,2,10:49.0,Defensive rebound by A. Baynes,,22,26
111,2,10:42.0,A. Tolliver misses 2-pt layup at rim,,22,26
112,2,10:40.0,,Defensive rebound by S. Muhammad,22,26
113,2,10:33.0,,S. Muhammad misses 2-pt jump shot from 3 ft,22,26
114,2,10:32.0,,Offensive rebound by A. Payne,22,26
115,2,10:32.0,,A. Payne makes 2-pt dunk at rim,22,28
116,2,10:19.0,Offensive foul by A. Baynes (drawn by Z. LaVine),,22,28
117,2,10:19.0,Turnover by A. Baynes (offensive foul),,22,28
118,2,10:06.0,,Z. LaVine makes 2-pt jump shot from 21 ft,22,30
119,2,9:51.0,Turnover by A. Baynes (lost ball; steal by G. Dieng),,22,30
120,2,9:36.0,,A. Payne makes 2-pt jump shot from 20 ft (assist by Z. LaVine),22,32
121,2,9:28.0,Detroit full timeout,,22,32
122,2,9:17.0,S. Johnson makes 3-pt jump shot from 22 ft (assist by S. Dinwiddie),,25,32
123,2,9:03.0,,Offensive foul by A. Payne (drawn by S. Dinwiddie),25,32
124,2,9:03.0,,Turnover by A. Payne (offensive foul),25,32
125,2,8:50.0,R. Bullock misses 3-pt jump shot from 23 ft,,25,32
126,2,8:49.0,,Defensive rebound by A. Payne,25,32
127,2,8:37.0,,G. Dieng misses 2-pt dunk at rim,25,32
128,2,8:36.0,Defensive rebound by S. Dinwiddie,,25,32
129,2,8:30.0,S. Johnson misses 3-pt jump shot from 25 ft,,25,32
130,2,8:29.0,,Defensive rebound by K. Martin,25,32
131,2,8:19.0,,Turnover by G. Dieng (bad pass; steal by A. Baynes),25,32
132,2,8:04.0,R. Bullock misses 3-pt jump shot from 24 ft,,25,32
133,2,8:03.0,,Defensive rebound by Z. LaVine,25,32
134,2,7:58.0,,Z. LaVine misses 2-pt jump shot from 20 ft,25,32
135,2,7:56.0,,Offensive rebound by G. Dieng,25,32
136,2,7:56.0,,Shooting foul by A. Tolliver (drawn by G. Dieng),25,32
137,2,7:56.0,,G. Dieng makes free throw 1 of 2,25,33
138,2,7:56.0,K. Caldwell-Pope enters the game for R. Bullock,,25,33
139,2,7:56.0,,G. Dieng makes free throw 2 of 2,25,34
140,2,7:33.0,A. Tolliver misses 3-pt jump shot from 23 ft,,25,34
141,2,7:31.0,Offensive rebound by A. Baynes,,25,34
142,2,7:31.0,A. Baynes makes 2-pt layup at rim,,27,34
143,2,7:21.0,,Minnesota full timeout,27,34
144,2,7:21.0,R. Jackson enters the game for S. Dinwiddie,,27,34
145,2,7:21.0,E. İlyasova enters the game for A. Tolliver,,27,34
146,2,7:15.0,,Turnover by Z. LaVine (traveling),27,34
147,2,7:05.0,A. Baynes misses 2-pt jump shot from 17 ft,,27,34
148,2,7:03.0,,Defensive rebound by K. Martin,27,34
149,2,6:55.0,,Turnover by G. Dieng (bad pass; steal by E. İlyasova),27,34
150,2,6:49.0,K. Caldwell-Pope makes 2-pt jump shot from 16 ft (assist by S. Johnson),,29,34
151,2,6:36.0,,K. Martin misses 2-pt jump shot from 16 ft (block by E. İlyasova),29,34
152,2,6:35.0,,Offensive rebound by Team,29,34
153,2,6:35.0,,R. Rubio enters the game for Z. LaVine,29,34
154,2,6:35.0,,K. Towns enters the game for G. Dieng,29,34
155,2,6:31.0,,Turnover by A. Payne (bad pass; steal by K. Caldwell-Pope),29,34
156,2,6:28.0,Personal foul by K. Martin (drawn by K. Caldwell-Pope),,29,34
157,2,6:28.0,,A. Wiggins enters the game for S. Muhammad,29,34
158,2,6:28.0,,D. Rudež enters the game for A. Payne,29,34
159,2,6:20.0,S. Johnson makes 2-pt layup at rim,,31,34
160,2,6:02.0,,Shooting foul by R. Jackson (drawn by R. Rubio),31,34
161,2,6:02.0,,R. Rubio misses free throw 1 of 2,31,34
162,2,6:02.0,,Offensive rebound by Team,31,34
163,2,6:02.0,S. Dinwiddie enters the game for R. Jackson,,31,34
164,2,6:02.0,,R. Rubio makes free throw 2 of 2,31,35
165,2,5:48.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,31,35
166,2,5:47.0,,Defensive rebound by A. Wiggins,31,35
167,2,5:38.0,,R. Rubio misses 2-pt layup from 2 ft (block by A. Baynes),31,35
168,2,5:38.0,,Offensive rebound by Team,31,35
169,2,5:38.0,A. Drummond enters the game for S. Johnson,,31,35
170,2,5:38.0,M. Morris enters the game for A. Baynes,,31,35
171,2,5:38.0,,T. Prince enters the game for K. Martin,31,35
172,2,5:29.0,,Shooting foul by A. Drummond (drawn by K. Towns),31,35
173,2,5:29.0,,K. Towns makes free throw 1 of 2,31,36
174,2,5:29.0,,K. Towns makes free throw 2 of 2,31,37
175,2,5:12.0,M. Morris misses 2-pt layup from 1 ft (block by K. Towns),,31,37
176,2,5:11.0,,Defensive rebound by K. Towns,31,37
177,2,5:03.0,,Shooting foul by A. Drummond (drawn by A. Wiggins),31,37
178,2,5:03.0,,A. Wiggins misses free throw 1 of 2,31,37
179,2,5:03.0,,Offensive rebound by Team,31,37
180,2,5:03.0,A. Baynes enters the game for A. Drummond,,31,37
181,2,5:03.0,,A. Wiggins makes free throw 2 of 2,31,38
182,2,4:42.0,K. Caldwell-Pope makes 2-pt jump shot from 1 ft (assist by A. Baynes),,33,38
183,2,4:28.0,,K. Towns makes 2-pt layup at rim,33,40
184,2,4:06.0,M. Morris misses 3-pt jump shot from 24 ft,,33,40
185,2,4:04.0,,Defensive rebound by K. Towns,33,40
186,2,3:41.0,,A. Wiggins misses 3-pt jump shot from 26 ft,33,40
187,2,3:41.0,Defensive rebound by A. Baynes,,33,40
188,2,3:36.0,Turnover by E. İlyasova (offensive foul),,33,40
189,2,3:36.0,Offensive foul by E. İlyasova (drawn by R. Rubio),,33,40
190,2,3:21.0,,D. Rudež misses 3-pt jump shot from 25 ft,33,40
191,2,3:20.0,Defensive rebound by A. Baynes,,33,40
192,2,3:13.0,Shooting foul by K. Towns (drawn by S. Dinwiddie),,33,40
193,2,3:13.0,S. Dinwiddie misses free throw 1 of 2,,33,40
194,2,3:13.0,Offensive rebound by Team,,33,40
195,2,3:13.0,,G. Dieng enters the game for K. Towns,33,40
196,2,3:13.0,S. Dinwiddie makes free throw 2 of 2,,34,40
197,2,3:04.0,,A. Wiggins misses 2-pt jump shot from 4 ft,34,40
198,2,3:03.0,Defensive rebound by K. Caldwell-Pope,,34,40
199,2,2:51.0,S. Dinwiddie makes 2-pt layup from 1 ft,,36,40
200,2,2:36.0,,G. Dieng makes 2-pt layup at rim (assist by A. Wiggins),36,42
201,2,2:17.0,Personal foul by G. Dieng (drawn by M. Morris),,36,42
202,2,2:17.0,Detroit full timeout,,36,42
203,2,2:17.0,A. Tolliver enters the game for E. İlyasova,,36,42
204,2,2:03.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,36,42
205,2,2:02.0,,Defensive rebound by Team,36,42
206,2,1:51.0,,A. Wiggins makes 2-pt dunk at rim,36,44
207,2,1:25.0,S. Dinwiddie misses 2-pt jump shot from 13 ft,,36,44
208,2,1:24.0,,Defensive rebound by T. Prince,36,44
209,2,1:11.0,,A. Wiggins misses 3-pt jump shot from 24 ft,36,44
210,2,1:09.0,,Offensive rebound by G. Dieng,36,44
211,2,1:06.0,,G. Dieng misses 2-pt hook shot at rim,36,44
212,2,1:05.0,Defensive rebound by A. Baynes,,36,44
213,2,0:56.0,A. Tolliver misses 2-pt jump shot from 20 ft,,36,44
214,2,0:55.0,Offensive rebound by A. Baynes,,36,44
215,2,0:54.0,Shooting foul by G. Dieng (drawn by A. Baynes),,36,44
216,2,0:54.0,A. Baynes makes free throw 1 of 2,,37,44
217,2,0:54.0,A. Baynes makes free throw 2 of 2,,38,44
218,2,0:36.0,,Turnover by T. Prince (lost ball; steal by M. Morris),38,44
219,2,0:20.0,K. Caldwell-Pope misses 2-pt jump shot from 23 ft,,38,44
220,2,0:19.0,,Defensive rebound by D. Rudež,38,44
221,2,0:12.0,,Minnesota full timeout,38,44
222,2,0:12.0,S. Johnson enters the game for A. Baynes,,38,44
223,2,0:12.0,,Z. LaVine enters the game for R. Rubio,38,44
224,2,0:12.0,,K. Martin enters the game for G. Dieng,38,44
225,2,0:02.0,,Z. LaVine misses 2-pt jump shot from 20 ft,38,44
226,2,0:00.0,Defensive rebound by M. Morris,,38,44
227,3,11:42.0,,A. Wiggins makes 2-pt jump shot from 4 ft,38,46
228,3,11:21.0,A. Drummond makes 2-pt hook shot from 6 ft,,40,46
229,3,11:06.0,,Shooting foul by M. Morris (drawn by T. Prince),40,46
230,3,11:06.0,,T. Prince misses free throw 1 of 2,40,46
231,3,11:06.0,,Offensive rebound by Team,40,46
232,3,11:06.0,,T. Prince misses free throw 2 of 2,40,46
233,3,11:05.0,Defensive rebound by Team,,40,46
234,3,10:42.0,Turnover by K. Caldwell-Pope (lost ball; steal by K. Garnett),,40,46
235,3,10:29.0,,R. Rubio misses 3-pt jump shot from 24 ft,40,46
236,3,10:28.0,Defensive rebound by M. Morris,,40,46
237,3,10:20.0,M. Morris makes 2-pt jump shot from 18 ft,,42,46
238,3,9:58.0,,R. Rubio makes 2-pt layup from 2 ft,42,48
239,3,9:50.0,Personal foul by R. Rubio (drawn by R. Jackson),,42,48
240,3,9:42.0,E. İlyasova misses 3-pt jump shot from 24 ft,,42,48
241,3,9:41.0,,Defensive rebound by K. Garnett,42,48
242,3,9:34.0,Offensive charge foul by R. Rubio (drawn by E. İlyasova),,42,48
243,3,9:34.0,,Turnover by R. Rubio (offensive foul),42,48
244,3,9:19.0,A. Drummond misses 2-pt jump shot from 5 ft (block by K. Towns),,42,48
245,3,9:17.0,,Defensive rebound by K. Garnett,42,48
246,3,9:11.0,,R. Rubio makes 2-pt jump shot from 18 ft (assist by T. Prince),42,50
247,3,8:57.0,R. Jackson makes 3-pt jump shot from 25 ft,,45,50
248,3,8:46.0,,K. Towns makes 2-pt layup from 1 ft (assist by A. Wiggins),45,52
249,3,8:30.0,A. Drummond makes 2-pt hook shot from 3 ft (assist by E. İlyasova),,47,52
250,3,8:15.0,,Turnover by A. Wiggins (lost ball),47,52
251,3,8:04.0,R. Jackson misses 2-pt jump shot from 17 ft,,47,52
252,3,8:03.0,,Defensive rebound by K. Garnett,47,52
253,3,7:44.0,,A. Wiggins makes 2-pt jump shot from 19 ft,47,54
254,3,7:28.0,Turnover by K. Caldwell-Pope (bad pass; steal by K. Garnett),,47,54
255,3,7:12.0,,K. Garnett misses 2-pt jump shot from 19 ft,47,54
256,3,7:11.0,Defensive rebound by M. Morris,,47,54
257,3,7:02.0,Personal foul by K. Garnett (drawn by E. İlyasova),,47,54
258,3,7:02.0,,Minnesota full timeout,47,54
259,3,6:52.0,Personal foul by R. Rubio (drawn by E. İlyasova),,47,54
260,3,6:47.0,R. Jackson makes 2-pt dunk at rim,,49,54
261,3,6:32.0,,R. Rubio misses 3-pt jump shot from 25 ft,49,54
262,3,6:30.0,Defensive rebound by R. Jackson,,49,54
263,3,6:21.0,A. Drummond makes 2-pt layup at rim,,51,54
264,3,5:59.0,,K. Garnett misses 2-pt jump shot from 12 ft,51,54
265,3,5:58.0,Defensive rebound by M. Morris,,51,54
266,3,5:49.0,E. İlyasova makes 3-pt jump shot from 24 ft (assist by K. Caldwell-Pope),,54,54
267,3,5:28.0,,T. Prince misses 2-pt jump shot from 13 ft,54,54
268,3,5:27.0,Defensive rebound by E. İlyasova,,54,54
269,3,5:16.0,E. İlyasova misses 2-pt layup from 1 ft (block by T. Prince),,54,54
270,3,5:15.0,,Defensive rebound by T. Prince,54,54
271,3,5:07.0,,R. Rubio misses 2-pt jump shot from 19 ft,54,54
272,3,5:06.0,Defensive rebound by R. Jackson,,54,54
273,3,5:02.0,Shooting foul by K. Garnett (drawn by A. Drummond),,54,54
274,3,5:02.0,A. Drummond makes free throw 1 of 2,,55,54
275,3,5:02.0,,Z. LaVine enters the game for R. Rubio,55,54
276,3,5:02.0,,A. Payne enters the game for K. Garnett,55,54
277,3,5:02.0,,K. Martin enters the game for T. Prince,55,54
278,3,5:02.0,A. Tolliver enters the game for E. İlyasova,,55,54
279,3,5:02.0,A. Drummond misses free throw 2 of 2,,55,54
280,3,5:01.0,,Defensive rebound by A. Payne,55,54
281,3,4:44.0,,A. Wiggins makes 2-pt jump shot at rim (assist by K. Towns),55,56
282,3,4:44.0,,Shooting foul by M. Morris (drawn by A. Wiggins),55,56
283,3,4:44.0,,A. Wiggins misses free throw 1 of 1,55,56
284,3,4:43.0,Defensive rebound by A. Drummond,,55,56
285,3,4:33.0,A. Tolliver misses 3-pt jump shot from 24 ft,,55,56
286,3,4:31.0,,Defensive rebound by K. Martin,55,56
287,3,4:19.0,,Turnover by A. Payne (lost ball; steal by A. Tolliver),55,56
288,3,4:14.0,A. Drummond makes 2-pt layup at rim (assist by K. Caldwell-Pope),,57,56
289,3,3:46.0,,Z. LaVine misses 2-pt jump shot from 18 ft,57,56
290,3,3:44.0,Defensive rebound by A. Tolliver,,57,56
291,3,3:38.0,A. Drummond makes 2-pt layup at rim,,59,56
292,3,3:35.0,,Minnesota full timeout,59,56
293,3,3:35.0,,G. Dieng enters the game for K. Towns,59,56
294,3,3:35.0,S. Johnson enters the game for M. Morris,,59,56
295,3,3:15.0,,Shooting foul by A. Tolliver (drawn by A. Payne),59,56
296,3,3:15.0,,A. Payne misses free throw 1 of 2,59,56
297,3,3:15.0,,Offensive rebound by Team,59,56
298,3,3:15.0,,A. Payne makes free throw 2 of 2,59,57
299,3,3:04.0,R. Jackson misses 2-pt jump shot from 10 ft,,59,57
300,3,3:02.0,Offensive rebound by A. Drummond,,59,57
301,3,3:02.0,A. Drummond makes 2-pt jump shot at rim,,61,57
302,3,2:48.0,,G. Dieng makes 2-pt jump shot from 18 ft (assist by A. Wiggins),61,59
303,3,2:30.0,A. Drummond makes 2-pt jump shot from 1 ft (assist by R. Jackson),,63,59
304,3,2:01.0,,A. Payne misses 2-pt jump shot from 20 ft,63,59
305,3,2:00.0,Defensive rebound by R. Jackson,,63,59
306,3,1:52.0,S. Johnson misses 3-pt jump shot from 25 ft,,63,59
307,3,1:51.0,,Defensive rebound by G. Dieng,63,59
308,3,1:51.0,,Personal foul by A. Drummond (drawn by G. Dieng),63,59
309,3,1:51.0,A. Baynes enters the game for A. Drummond,,63,59
310,3,1:51.0,S. Dinwiddie enters the game for R. Jackson,,63,59
311,3,1:51.0,,S. Muhammad enters the game for A. Wiggins,63,59
312,3,1:39.0,,Shooting foul by S. Dinwiddie (drawn by K. Martin),63,59
313,3,1:39.0,,K. Martin makes free throw 1 of 2,63,60
314,3,1:39.0,,K. Martin makes free throw 2 of 2,63,61
315,3,1:16.0,K. Caldwell-Pope misses 2-pt jump shot from 20 ft,,63,61
316,3,1:15.0,,Defensive rebound by G. Dieng,63,61
317,3,1:00.0,,K. Martin makes 2-pt jump shot from 17 ft,63,63
318,3,0:43.0,A. Tolliver misses 3-pt jump shot from 26 ft,,63,63
319,3,0:42.0,Offensive rebound by A. Baynes,,63,63
320,3,0:38.0,,Violation by A. Payne (def goaltending),63,63
321,3,0:38.0,S. Johnson makes 2-pt jump shot from 8 ft,,65,63
322,3,0:32.0,,Z. LaVine misses 3-pt jump shot from 25 ft,65,63
323,3,0:30.0,Defensive rebound by A. Baynes,,65,63
324,3,0:23.0,Shooting foul by G. Dieng (drawn by S. Dinwiddie),,65,63
325,3,0:23.0,S. Dinwiddie makes 2-pt layup from 1 ft,,67,63
326,3,0:23.0,S. Dinwiddie makes free throw 1 of 1,,68,63
327,3,0:04.0,,Z. LaVine makes 2-pt layup from 1 ft,68,65
328,3,0:01.0,S. Dinwiddie misses 3-pt jump shot from 28 ft,,68,65
329,3,0:00.0,Offensive rebound by Team,,68,65
330,4,11:38.0,M. Morris makes 2-pt jump shot from 15 ft,,70,65
331,4,11:36.0,Violation by Team (delay of game),,70,65
332,4,11:10.0,,S. Muhammad misses 2-pt jump shot from 21 ft,70,65
333,4,11:09.0,Defensive rebound by Team,,70,65
334,4,10:48.0,M. Morris makes 2-pt jump shot from 19 ft,,72,65
335,4,10:29.0,,Personal foul by S. Dinwiddie (drawn by Z. LaVine),72,65
336,4,10:25.0,,Turnover by A. Payne (bad pass; steal by A. Baynes),72,65
337,4,10:12.0,A. Tolliver misses 3-pt jump shot from 24 ft,,72,65
338,4,10:11.0,Offensive rebound by A. Baynes,,72,65
339,4,10:08.0,A. Baynes makes 2-pt hook shot from 1 ft,,74,65
340,4,9:44.0,,S. Muhammad misses 2-pt layup from 1 ft (block by M. Morris),74,65
341,4,9:43.0,Defensive rebound by M. Morris,,74,65
342,4,9:36.0,S. Dinwiddie misses 2-pt layup from 2 ft,,74,65
343,4,9:35.0,,Defensive rebound by K. Martin,74,65
344,4,9:30.0,,K. Martin misses 2-pt jump shot from 7 ft,74,65
345,4,9:29.0,Defensive rebound by A. Tolliver,,74,65
346,4,9:17.0,M. Morris misses 2-pt jump shot from 16 ft,,74,65
347,4,9:16.0,,Defensive rebound by S. Muhammad,74,65
348,4,9:00.0,,Z. LaVine makes 3-pt jump shot from 24 ft (assist by K. Martin),74,68
349,4,8:37.0,Detroit full timeout,,74,68
350,4,8:37.0,R. Jackson enters the game for S. Dinwiddie,,74,68
351,4,8:37.0,,R. Rubio enters the game for S. Muhammad,74,68
352,4,8:37.0,,A. Wiggins enters the game for A. Payne,74,68
353,4,8:31.0,M. Morris misses 3-pt jump shot from 24 ft,,74,68
354,4,8:30.0,Offensive rebound by R. Jackson,,74,68
355,4,8:28.0,Offensive foul by A. Baynes (drawn by R. Rubio),,74,68
356,4,8:28.0,Turnover by A. Baynes (offensive foul),,74,68
357,4,8:28.0,K. Caldwell-Pope enters the game for A. Tolliver,,74,68
358,4,8:09.0,,Shooting foul by M. Morris (drawn by A. Wiggins),74,68
359,4,8:09.0,,A. Wiggins makes free throw 1 of 2,74,69
360,4,8:09.0,,A. Wiggins makes free throw 2 of 2,74,70
361,4,7:53.0,K. Caldwell-Pope misses 2-pt jump shot from 7 ft (block by Z. LaVine),,74,70
362,4,7:53.0,Offensive rebound by Team,,74,70
363,4,7:50.0,M. Morris misses 2-pt jump shot from 10 ft,,74,70
364,4,7:48.0,,Defensive rebound by Team,74,70
365,4,7:32.0,,A. Wiggins misses 2-pt jump shot from 3 ft,74,70
366,4,7:31.0,Defensive rebound by A. Baynes,,74,70
367,4,7:23.0,R. Jackson misses 2-pt jump shot from 18 ft,,74,70
368,4,7:21.0,,Defensive rebound by Team,74,70
369,4,7:08.0,,A. Wiggins makes 2-pt jump shot from 7 ft (assist by R. Rubio),74,72
370,4,6:52.0,S. Johnson makes 2-pt dunk at rim (assist by R. Jackson),,76,72
371,4,6:32.0,,A. Wiggins misses 2-pt jump shot from 21 ft,76,72
372,4,6:31.0,,Offensive rebound by Z. LaVine,76,72
373,4,6:26.0,,G. Dieng misses 2-pt layup at rim,76,72
374,4,6:24.0,Defensive rebound by R. Jackson,,76,72
375,4,6:19.0,,Offensive charge foul by A. Baynes (drawn by K. Martin),76,72
376,4,6:19.0,Turnover by A. Baynes (offensive foul),,76,72
377,4,6:19.0,,K. Towns enters the game for G. Dieng,76,72
378,4,6:19.0,A. Drummond enters the game for A. Baynes,,76,72
379,4,6:06.0,,K. Towns misses 2-pt jump shot from 14 ft,76,72
380,4,6:05.0,Defensive rebound by M. Morris,,76,72
381,4,5:56.0,A. Drummond makes 2-pt hook shot from 6 ft (assist by R. Jackson),,78,72
382,4,5:40.0,,K. Martin misses 2-pt jump shot from 11 ft,78,72
383,4,5:39.0,Defensive rebound by A. Drummond,,78,72
