,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,CHARLOTTE_ACTION,SACRAMENTO_SCORE,CHARLOTTE_SCORE
31,1,8:02.0,R. Gay misses 2-pt jump shot from 17 ft,,7,10
32,1,8:01.0,,Defensive rebound by N. Batum,7,10
33,1,7:52.0,,K. Walker makes 2-pt layup from 1 ft,7,12
34,1,7:37.0,B. McLemore makes 2-pt jump shot from 14 ft,,9,12
35,1,7:17.0,,Personal foul by B. McLemore (drawn by P. Hairston),9,12
36,1,7:17.0,D. Collison enters the game for W. Cauley-Stein,,9,12
37,1,7:17.0,M. Belinelli enters the game for B. McLemore,,9,12
38,1,7:04.0,,A. Jefferson makes 2-pt jump shot from 15 ft (assist by P. Hairston),9,14
39,1,6:59.0,,Offensive charge foul by D. Collison (drawn by K. Walker),9,14
40,1,6:59.0,Turnover by D. Collison (offensive foul),,9,14
41,1,6:38.0,,A. Jefferson misses 2-pt jump shot from 7 ft (block by D. Cousins),9,14
42,1,6:36.0,Defensive rebound by D. Collison,,9,14
43,1,6:34.0,D. Collison misses 2-pt layup from 1 ft (block by K. Walker),,9,14
44,1,6:34.0,Offensive rebound by Team,,9,14
45,1,6:31.0,M. Belinelli misses 2-pt jump shot from 21 ft,,9,14
46,1,6:29.0,,Defensive rebound by N. Batum,9,14
47,1,6:19.0,,K. Walker makes 3-pt jump shot from 25 ft,9,17
48,1,6:17.0,Sacramento full timeout,,9,17
49,1,6:03.0,D. Cousins makes 2-pt jump shot from 16 ft (assist by R. Rondo),,11,17
50,1,5:44.0,,N. Batum makes 2-pt jump shot from 12 ft,11,19
51,1,5:28.0,D. Cousins makes 2-pt jump shot from 17 ft (assist by R. Rondo),,13,19
52,1,5:10.0,,P. Hairston misses 3-pt jump shot from 23 ft,13,19
53,1,5:09.0,Defensive rebound by R. Gay,,13,19
54,1,5:03.0,D. Collison misses 3-pt jump shot from 24 ft,,13,19
55,1,5:00.0,,Defensive rebound by P. Hairston,13,19
56,1,4:43.0,,K. Walker misses 3-pt jump shot from 25 ft,13,19
57,1,4:41.0,,Offensive rebound by M. Williams,13,19
58,1,4:41.0,,M. Williams makes 2-pt jump shot from 5 ft,13,21
59,1,4:24.0,D. Cousins makes 2-pt layup from 1 ft (assist by D. Collison),,15,21
60,1,4:24.0,Shooting foul by M. Williams (drawn by D. Cousins),,15,21
61,1,4:24.0,,J. Lamb enters the game for P. Hairston,15,21
62,1,4:24.0,D. Cousins misses free throw 1 of 1,,15,21
63,1,4:24.0,,Defensive rebound by Team,15,21
64,1,4:19.0,,Shooting foul by D. Cousins (drawn by A. Jefferson),15,21
65,1,4:19.0,,A. Jefferson misses free throw 1 of 2,15,21
66,1,4:19.0,,Offensive rebound by Team,15,21
67,1,4:19.0,,A. Jefferson makes free throw 2 of 2,15,22
68,1,4:02.0,D. Cousins makes 2-pt jump shot from 18 ft (assist by R. Rondo),,17,22
69,1,3:45.0,,M. Williams makes 2-pt layup from 1 ft,17,24
70,1,3:32.0,M. Belinelli misses 3-pt jump shot from 24 ft,,17,24
71,1,3:30.0,,Defensive rebound by A. Jefferson,17,24
72,1,3:19.0,,A. Jefferson misses 2-pt jump shot from 16 ft,17,24
73,1,3:18.0,Defensive rebound by D. Cousins,,17,24
74,1,3:10.0,D. Cousins makes 3-pt jump shot from 24 ft (assist by R. Rondo),,20,24
75,1,3:03.0,,Charlotte full timeout,20,24
76,1,3:03.0,,S. Hawes enters the game for A. Jefferson,20,24
77,1,3:03.0,O. Casspi enters the game for R. Gay,,20,24
78,1,2:54.0,,J. Lamb makes 2-pt jump shot from 16 ft (assist by N. Batum),20,26
79,1,2:38.0,R. Rondo makes 2-pt layup from 2 ft,,22,26
80,1,2:34.0,,Offensive foul by N. Batum (drawn by R. Rondo),22,26
81,1,2:34.0,,Turnover by N. Batum (offensive foul),22,26
82,1,2:34.0,,C. Zeller enters the game for M. Williams,22,26
83,1,2:20.0,Turnover by D. Cousins (bad pass; steal by N. Batum),,22,26
84,1,2:16.0,,Turnover by N. Batum (bad pass),22,26
85,1,1:54.0,R. Rondo misses 3-pt jump shot from 23 ft,,22,26
86,1,1:53.0,,Defensive rebound by S. Hawes,22,26
87,1,1:41.0,,Personal foul by R. Rondo (drawn by N. Batum),22,26
88,1,1:41.0,,J. Lin enters the game for K. Walker,22,26
89,1,1:41.0,K. Koufos enters the game for R. Rondo,,22,26
90,1,1:38.0,,Shooting foul by O. Casspi (drawn by N. Batum),22,26
91,1,1:38.0,,N. Batum makes free throw 1 of 3,22,27
92,1,1:38.0,,N. Batum makes free throw 2 of 3,22,28
93,1,1:38.0,,N. Batum makes free throw 3 of 3,22,29
94,1,1:22.0,D. Cousins makes 2-pt layup from 1 ft (assist by M. Belinelli),,24,29
95,1,1:22.0,Shooting foul by S. Hawes (drawn by D. Cousins),,24,29
96,1,1:22.0,D. Cousins makes free throw 1 of 1,,25,29
97,1,1:07.0,,Turnover by S. Hawes (lost ball; steal by M. Belinelli),25,29
98,1,1:03.0,M. Belinelli misses 2-pt layup from 1 ft,,25,29
99,1,1:02.0,,Defensive rebound by S. Hawes,25,29
100,1,0:50.0,,J. Lamb misses 3-pt jump shot from 25 ft,25,29
101,1,0:48.0,Defensive rebound by D. Collison,,25,29
102,1,0:43.0,M. Belinelli makes 3-pt jump shot from 24 ft (assist by D. Collison),,28,29
103,1,0:33.0,,C. Zeller makes 2-pt jump shot from 8 ft (assist by S. Hawes),28,31
104,1,0:33.0,,Shooting foul by D. Cousins (drawn by C. Zeller),28,31
105,1,0:33.0,W. Cauley-Stein enters the game for D. Cousins,,28,31
106,1,0:33.0,,C. Zeller makes free throw 1 of 1,28,32
107,1,0:19.0,M. Belinelli makes 2-pt jump shot from 19 ft,,30,32
108,1,0:05.0,,Shooting foul by D. Collison (drawn by J. Lin),30,32
109,1,0:05.0,,J. Lin makes free throw 1 of 2,30,33
110,1,0:05.0,,J. Lin misses free throw 2 of 2,30,33
111,1,0:04.0,Defensive rebound by W. Cauley-Stein,,30,33
112,1,0:00.0,M. Belinelli misses 3-pt jump shot from 48 ft,,30,33
113,1,0:00.0,Offensive rebound by Team,,30,33
114,2,11:37.0,M. Belinelli makes 3-pt jump shot from 23 ft (assist by K. Koufos),,33,33
115,2,11:25.0,,J. Lamb misses 2-pt jump shot from 17 ft,33,33
116,2,11:24.0,Defensive rebound by O. Casspi,,33,33
117,2,11:13.0,Turnover by O. Casspi (bad pass; steal by J. Lamb),,33,33
118,2,11:08.0,,J. Lamb makes 2-pt dunk at rim,33,35
119,2,10:48.0,K. Koufos makes 2-pt hook shot from 8 ft (assist by D. Collison),,35,35
120,2,10:34.0,,C. Zeller makes 2-pt dunk at rim (assist by S. Hawes),35,37
121,2,10:22.0,D. Collison makes 2-pt jump shot from 10 ft,,37,37
122,2,10:09.0,,S. Hawes misses 3-pt jump shot from 23 ft,37,37
123,2,10:08.0,Defensive rebound by O. Casspi,,37,37
124,2,9:58.0,D. Collison misses 2-pt jump shot from 10 ft (block by J. Lin),,37,37
125,2,9:57.0,,Defensive rebound by P. Hairston,37,37
126,2,9:52.0,,P. Hairston makes 2-pt layup at rim,37,39
127,2,9:27.0,K. Koufos makes 2-pt jump shot from 10 ft (assist by D. Collison),,39,39
128,2,9:12.0,,C. Zeller makes 2-pt layup from 1 ft (assist by J. Lin),39,41
129,2,9:01.0,M. Belinelli makes 2-pt jump shot from 15 ft (assist by W. Cauley-Stein),,41,41
130,2,8:55.0,,Charlotte full timeout,41,41
131,2,8:55.0,R. Gay enters the game for W. Cauley-Stein,,41,41
132,2,8:49.0,,Turnover by J. Lin (bad pass),41,41
133,2,8:39.0,Def 3 sec tech foul by P. Hairston,,41,41
134,2,8:39.0,D. Collison makes technical free throw,,42,41
135,2,8:39.0,,M. Williams enters the game for C. Zeller,42,41
136,2,8:34.0,,Violation by J. Lin (kicked ball),42,41
137,2,8:19.0,D. Collison misses 2-pt jump shot from 18 ft,,42,41
138,2,8:18.0,Offensive rebound by O. Casspi,,42,41
139,2,8:18.0,O. Casspi makes 2-pt layup from 1 ft,,44,41
140,2,8:18.0,Shooting foul by J. Lamb (drawn by O. Casspi),,44,41
141,2,8:18.0,O. Casspi makes free throw 1 of 1,,45,41
142,2,7:56.0,,J. Lamb makes 2-pt layup from 2 ft,45,43
143,2,7:47.0,O. Casspi misses 3-pt jump shot from 25 ft,,45,43
144,2,7:45.0,,Defensive rebound by P. Hairston,45,43
145,2,7:32.0,,M. Williams misses 2-pt jump shot from 21 ft,45,43
146,2,7:31.0,Defensive rebound by D. Collison,,45,43
147,2,7:24.0,Offensive foul by K. Koufos (drawn by M. Williams),,45,43
148,2,7:24.0,Turnover by K. Koufos (offensive foul),,45,43
149,2,7:24.0,,K. Walker enters the game for P. Hairston,45,43
150,2,7:24.0,,A. Jefferson enters the game for S. Hawes,45,43
151,2,7:24.0,D. Cousins enters the game for K. Koufos,,45,43
152,2,7:08.0,,J. Lin misses 2-pt jump shot from 17 ft,45,43
153,2,7:07.0,Defensive rebound by R. Gay,,45,43
154,2,7:03.0,Personal foul by M. Williams (drawn by D. Cousins),,45,43
155,2,7:03.0,R. Rondo enters the game for D. Collison,,45,43
156,2,7:03.0,,N. Batum enters the game for M. Williams,45,43
157,2,6:57.0,R. Gay makes 2-pt jump shot from 8 ft (assist by O. Casspi),,47,43
158,2,6:42.0,,J. Lamb makes 2-pt jump shot from 10 ft,47,45
159,2,6:33.0,R. Gay misses 2-pt layup from 1 ft,,47,45
160,2,6:32.0,,Defensive rebound by J. Lamb,47,45
161,2,6:09.0,,J. Lamb misses 3-pt jump shot from 26 ft,47,45
162,2,6:08.0,Defensive rebound by O. Casspi,,47,45
163,2,5:56.0,Personal foul by J. Lamb (drawn by R. Rondo),,47,45
164,2,5:56.0,Official timeout,,47,45
165,2,5:56.0,B. McLemore enters the game for M. Belinelli,,47,45
166,2,5:47.0,R. Gay makes 2-pt dunk at rim (assist by R. Rondo),,49,45
167,2,5:29.0,,A. Jefferson misses 2-pt jump shot from 11 ft,49,45
168,2,5:28.0,Defensive rebound by R. Rondo,,49,45
169,2,5:18.0,D. Cousins makes 2-pt layup from 1 ft,,51,45
170,2,5:10.0,,Personal foul by D. Cousins (drawn by J. Lin),51,45
171,2,5:10.0,K. Koufos enters the game for D. Cousins,,51,45
172,2,4:59.0,,K. Walker makes 2-pt jump shot from 16 ft (assist by A. Jefferson),51,47
173,2,4:43.0,B. McLemore misses 3-pt jump shot from 23 ft,,51,47
174,2,4:42.0,,Defensive rebound by J. Lamb,51,47
175,2,4:37.0,,J. Lin misses 2-pt layup from 2 ft,51,47
176,2,4:35.0,Defensive rebound by K. Koufos,,51,47
177,2,4:27.0,R. Rondo makes 2-pt jump shot from 16 ft,,53,47
178,2,4:04.0,,Shooting foul by B. McLemore (drawn by K. Walker),53,47
179,2,4:04.0,,K. Walker misses free throw 1 of 2,53,47
180,2,4:04.0,,Offensive rebound by Team,53,47
181,2,4:04.0,M. Belinelli enters the game for B. McLemore,,53,47
182,2,4:04.0,,K. Walker makes free throw 2 of 2,53,48
183,2,3:56.0,M. Belinelli misses 2-pt jump shot from 17 ft,,53,48
184,2,3:55.0,,Defensive rebound by N. Batum,53,48
185,2,3:42.0,,J. Lamb makes 2-pt layup from 2 ft,53,50
186,2,3:24.0,K. Koufos makes 2-pt jump shot from 5 ft (assist by R. Rondo),,55,50
187,2,3:12.0,,J. Lin misses 3-pt jump shot from 26 ft,55,50
188,2,3:10.0,Defensive rebound by K. Koufos,,55,50
189,2,3:07.0,Turnover by R. Rondo (bad pass; steal by J. Lin),,55,50
190,2,3:00.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by K. Walker),55,53
191,2,2:51.0,Shooting foul by J. Lamb (drawn by K. Koufos),,55,53
192,2,2:51.0,Sacramento full timeout,,55,53
193,2,2:51.0,D. Collison enters the game for O. Casspi,,55,53
194,2,2:51.0,,P. Hairston enters the game for J. Lamb,55,53
195,2,2:51.0,K. Koufos misses free throw 1 of 2,,55,53
196,2,2:51.0,Offensive rebound by Team,,55,53
197,2,2:51.0,K. Koufos misses free throw 2 of 2,,55,53
198,2,2:50.0,,Defensive rebound by A. Jefferson,55,53
199,2,2:39.0,,Shooting foul by K. Koufos (drawn by A. Jefferson),55,53
200,2,2:39.0,,A. Jefferson makes free throw 1 of 2,55,54
201,2,2:39.0,,A. Jefferson misses free throw 2 of 2,55,54
202,2,2:38.0,,Offensive rebound by J. Lin,55,54
203,2,2:36.0,,Turnover by J. Lin (lost ball),55,54
204,2,2:19.0,Turnover by R. Gay (bad pass; steal by K. Walker),,55,54
205,2,2:13.0,,K. Walker makes 2-pt layup from 2 ft,55,56
206,2,2:00.0,Turnover by R. Rondo (bad pass),,55,56
207,2,1:50.0,,N. Batum misses 2-pt jump shot from 18 ft,55,56
208,2,1:47.0,,Offensive rebound by Team,55,56
209,2,1:41.0,,Turnover by A. Jefferson (lost ball; steal by M. Belinelli),55,56
210,2,1:30.0,D. Collison misses 3-pt jump shot from 24 ft,,55,56
211,2,1:29.0,,Defensive rebound by P. Hairston,55,56
212,2,1:15.0,,N. Batum makes 2-pt jump shot from 17 ft (assist by A. Jefferson),55,58
213,2,1:04.0,Turnover by R. Rondo (bad pass; steal by J. Lin),,55,58
214,2,1:01.0,,Offensive foul by J. Lin (drawn by D. Collison),55,58
215,2,1:01.0,,Turnover by J. Lin (offensive foul),55,58
216,2,0:51.0,K. Koufos misses 2-pt hook shot from 7 ft,,55,58
217,2,0:50.0,,Defensive rebound by N. Batum,55,58
218,2,0:43.0,,Turnover by N. Batum (bad pass; steal by K. Koufos),55,58
219,2,0:39.0,D. Collison makes 2-pt layup from 2 ft (assist by R. Rondo),,57,58
220,2,0:27.0,,A. Jefferson makes 2-pt layup from 1 ft (assist by K. Walker),57,60
221,2,0:06.0,R. Gay misses 2-pt jump shot from 8 ft (block by P. Hairston),,57,60
222,2,0:04.0,Offensive rebound by R. Gay,,57,60
223,2,0:02.0,R. Rondo makes 3-pt jump shot from 23 ft,,60,60
224,3,11:43.0,R. Gay makes 2-pt jump shot from 19 ft (assist by R. Rondo),,62,60
225,3,11:27.0,,Turnover by A. Jefferson (lost ball; steal by R. Rondo),62,60
226,3,11:21.0,R. Gay makes 2-pt layup from 1 ft (assist by R. Rondo),,64,60
227,3,10:55.0,,N. Batum misses 3-pt jump shot from 30 ft,64,60
228,3,10:54.0,Defensive rebound by D. Cousins,,64,60
229,3,10:49.0,D. Cousins misses 2-pt layup from 2 ft (block by A. Jefferson),,64,60
230,3,10:49.0,Offensive rebound by Team,,64,60
231,3,10:44.0,Def 3 sec tech foul by M. Williams,,64,60
232,3,10:44.0,R. Gay misses technical free throw,,64,60
233,3,10:44.0,Offensive rebound by Team,,64,60
234,3,10:39.0,R. Gay makes 2-pt dunk at rim,,66,60
235,3,10:28.0,,K. Walker misses 2-pt layup at rim,66,60
236,3,10:27.0,Defensive rebound by D. Cousins,,66,60
237,3,10:22.0,Turnover by D. Cousins (bad pass; steal by M. Williams),,66,60
238,3,10:20.0,,Personal foul by O. Casspi (drawn by P. Hairston),66,60
239,3,10:10.0,,K. Walker misses 2-pt jump shot from 18 ft,66,60
240,3,10:09.0,Defensive rebound by D. Cousins,,66,60
241,3,10:01.0,R. Rondo misses 2-pt layup from 1 ft,,66,60
242,3,9:59.0,,Defensive rebound by A. Jefferson,66,60
243,3,9:53.0,,P. Hairston misses 3-pt jump shot from 25 ft,66,60
244,3,9:51.0,Defensive rebound by R. Gay,,66,60
245,3,9:40.0,R. Gay makes 3-pt jump shot from 25 ft (assist by B. McLemore),,69,60
246,3,9:40.0,,Charlotte full timeout,69,60
247,3,9:23.0,,K. Walker makes 2-pt layup from 2 ft (assist by A. Jefferson),69,62
248,3,9:07.0,R. Rondo makes 2-pt layup from 1 ft (assist by D. Cousins),,71,62
249,3,8:50.0,,Turnover by P. Hairston (bad pass; steal by R. Gay),71,62
250,3,8:48.0,Personal foul by P. Hairston (drawn by R. Rondo),,71,62
251,3,8:36.0,D. Cousins misses 3-pt jump shot from 25 ft,,71,62
252,3,8:35.0,,Defensive rebound by P. Hairston,71,62
253,3,8:21.0,,A. Jefferson misses 2-pt jump shot from 7 ft (block by D. Cousins),71,62
254,3,8:19.0,Defensive rebound by B. McLemore,,71,62
255,3,8:17.0,B. McLemore makes 2-pt layup at rim,,73,62
256,3,8:00.0,,N. Batum misses 3-pt jump shot from 25 ft,73,62
257,3,7:59.0,Defensive rebound by D. Cousins,,73,62
258,3,7:56.0,Turnover by R. Rondo (bad pass; steal by K. Walker),,73,62
259,3,7:50.0,,A. Jefferson makes 2-pt layup from 1 ft (assist by K. Walker),73,64
260,3,7:36.0,Personal foul by M. Williams (drawn by R. Gay),,73,64
261,3,7:36.0,,J. Lamb enters the game for P. Hairston,73,64
262,3,7:27.0,D. Cousins makes 2-pt jump shot from 17 ft,,75,64
263,3,7:06.0,,K. Walker misses 3-pt jump shot from 22 ft,75,64
264,3,7:04.0,Defensive rebound by O. Casspi,,75,64
265,3,6:59.0,Turnover by D. Cousins (lost ball),,75,64
266,3,6:43.0,,N. Batum makes 2-pt layup from 1 ft,75,66
267,3,6:27.0,B. McLemore makes 2-pt jump shot from 18 ft (assist by R. Rondo),,77,66
268,3,6:14.0,,M. Williams makes 2-pt jump shot from 8 ft (assist by N. Batum),77,68
269,3,5:59.0,R. Gay makes 2-pt jump shot from 9 ft (assist by R. Rondo),,79,68
270,3,5:47.0,,Personal foul by R. Gay (drawn by N. Batum),79,68
271,3,5:47.0,K. Koufos enters the game for D. Cousins,,79,68
272,3,5:36.0,,A. Jefferson misses 2-pt jump shot from 5 ft,79,68
273,3,5:35.0,Defensive rebound by K. Koufos,,79,68
274,3,5:25.0,O. Casspi makes 3-pt jump shot from 25 ft (assist by R. Rondo),,82,68
275,3,5:24.0,,Charlotte full timeout,82,68
276,3,5:24.0,,C. Zeller enters the game for A. Jefferson,82,68
277,3,5:13.0,,C. Zeller misses 2-pt layup from 1 ft (block by K. Koufos),82,68
278,3,5:11.0,Defensive rebound by K. Koufos,,82,68
279,3,5:02.0,R. Rondo makes 2-pt layup from 2 ft,,84,68
280,3,4:48.0,,Turnover by N. Batum (bad pass),84,68
281,3,4:35.0,O. Casspi misses 2-pt jump shot from 7 ft (block by N. Batum),,84,68
282,3,4:35.0,,Defensive rebound by M. Williams,84,68
283,3,4:35.0,,Turnover by M. Williams (bad pass; steal by R. Rondo),84,68
284,3,4:35.0,Turnover by R. Rondo (step out of bounds),,84,68
285,3,4:29.0,,K. Walker misses 2-pt jump shot from 13 ft,84,68
286,3,4:27.0,Defensive rebound by R. Gay,,84,68
287,3,4:16.0,K. Koufos makes 2-pt layup from 1 ft (assist by R. Rondo),,86,68
288,3,4:03.0,,Turnover by N. Batum (bad pass),86,68
289,3,4:03.0,,Loose ball foul by M. Williams (drawn by B. McLemore),86,68
290,3,3:58.0,M. Belinelli enters the game for B. McLemore,,86,68
291,3,3:53.0,,F. Kaminsky enters the game for M. Williams,86,68
292,3,3:50.0,Personal foul by C. Zeller (drawn by R. Rondo),,86,68
293,3,3:38.0,R. Gay makes 3-pt jump shot from 24 ft (assist by R. Rondo),,89,68
294,3,3:27.0,,Offensive foul by C. Zeller (drawn by M. Belinelli),89,68
295,3,3:27.0,,Turnover by C. Zeller (offensive foul),89,68
296,3,3:10.0,R. Rondo misses 3-pt jump shot from 26 ft,,89,68
297,3,3:09.0,,Defensive rebound by N. Batum,89,68
298,3,3:02.0,,N. Batum misses 2-pt jump shot from 3 ft (block by K. Koufos),89,68
299,3,3:01.0,Defensive rebound by K. Koufos,,89,68
300,3,2:53.0,O. Casspi misses 3-pt jump shot from 25 ft,,89,68
301,3,2:52.0,,Defensive rebound by J. Lamb,89,68
302,3,2:47.0,,Shooting foul by M. Belinelli (drawn by J. Lamb),89,68
303,3,2:47.0,Sacramento full timeout,,89,68
304,3,2:47.0,D. Collison enters the game for O. Casspi,,89,68
305,3,2:47.0,,J. Lamb misses free throw 1 of 2,89,68
306,3,2:47.0,,Offensive rebound by Team,89,68
307,3,2:47.0,,J. Lamb makes free throw 2 of 2,89,69
308,3,2:24.0,R. Gay makes 2-pt jump shot from 14 ft,,91,69
309,3,2:11.0,,C. Zeller makes 2-pt layup from 1 ft (assist by N. Batum),91,71
310,3,2:11.0,,Shooting foul by K. Koufos (drawn by C. Zeller),91,71
311,3,2:11.0,,C. Zeller makes free throw 1 of 1,91,72
312,3,1:47.0,D. Collison misses 2-pt jump shot from 19 ft,,91,72
313,3,1:46.0,,Defensive rebound by Team,91,72
314,3,1:31.0,,N. Batum misses 2-pt jump shot from 13 ft,91,72
315,3,1:29.0,Defensive rebound by R. Rondo,,91,72
316,3,1:16.0,K. Koufos misses 2-pt jump shot from 6 ft,,91,72
317,3,1:14.0,,Defensive rebound by J. Lamb,91,72
318,3,1:07.0,,J. Lamb misses 2-pt layup from 1 ft,91,72
319,3,1:06.0,Defensive rebound by R. Gay,,91,72
320,3,0:49.0,R. Gay misses 2-pt jump shot from 22 ft,,91,72
321,3,0:48.0,,Defensive rebound by C. Zeller,91,72
322,3,0:42.0,,F. Kaminsky makes 2-pt dunk at rim (assist by J. Lamb),91,74
323,3,0:26.0,M. Belinelli misses 3-pt jump shot from 25 ft,,91,74
324,3,0:24.0,,Defensive rebound by J. Lamb,91,74
325,3,0:04.0,,Turnover by K. Walker (lost ball; steal by R. Rondo),91,74
326,3,0:01.0,Turnover by R. Gay (bad pass),,91,74
327,3,0:00.0,,F. Kaminsky misses 3-pt jump shot from 41 ft,91,74
328,3,0:00.0,,Offensive rebound by Team,91,74
329,4,11:45.0,,C. Zeller misses 2-pt jump shot from 8 ft,91,74
330,4,11:44.0,Defensive rebound by D. Cousins,,91,74
331,4,11:22.0,D. Cousins misses 3-pt jump shot from 24 ft,,91,74
332,4,11:21.0,,Defensive rebound by K. Walker,91,74
333,4,11:14.0,,K. Walker makes 2-pt jump shot from 18 ft,91,76
334,4,11:00.0,Offensive foul by D. Cousins (drawn by C. Zeller),,91,76
335,4,11:00.0,Turnover by D. Cousins (offensive foul),,91,76
336,4,11:00.0,O. Casspi enters the game for K. Koufos,,91,76
337,4,10:51.0,,K. Walker makes 2-pt jump shot from 5 ft,91,78
338,4,10:34.0,Turnover by M. Belinelli (offensive foul),,91,78
339,4,10:34.0,,Offensive charge foul by M. Belinelli (drawn by K. Walker),91,78
340,4,10:27.0,,K. Walker makes 3-pt jump shot from 25 ft,91,81
341,4,10:05.0,M. Belinelli makes 2-pt jump shot from 17 ft (assist by O. Casspi),,93,81
342,4,9:44.0,,J. Lin makes 2-pt layup from 1 ft,93,83
343,4,9:23.0,O. Casspi misses 2-pt layup from 1 ft,,93,83
344,4,9:22.0,Offensive rebound by D. Cousins,,93,83
345,4,9:22.0,D. Cousins makes 2-pt layup at rim,,95,83
346,4,9:20.0,,Personal take foul by O. Casspi (drawn by F. Kaminsky),95,83
347,4,9:08.0,,F. Kaminsky makes 2-pt jump shot from 6 ft (assist by K. Walker),95,85
348,4,8:53.0,D. Cousins makes 2-pt jump shot from 18 ft (assist by R. Rondo),,97,85
349,4,8:36.0,,Turnover by J. Lin (lost ball; steal by R. Rondo),97,85
350,4,8:31.0,D. Collison misses 2-pt layup from 1 ft (block by K. Walker),,97,85
351,4,8:29.0,,Defensive rebound by F. Kaminsky,97,85
352,4,8:25.0,Offensive charge foul by J. Lamb (drawn by D. Cousins),,97,85
353,4,8:25.0,,Turnover by J. Lamb (offensive foul),97,85
354,4,8:25.0,Official timeout,,97,85
355,4,8:06.0,Turnover by O. Casspi (bad pass; steal by C. Zeller),,97,85
356,4,7:59.0,,J. Lin makes 3-pt jump shot from 25 ft (assist by J. Lamb),97,88
357,4,7:43.0,D. Cousins makes 2-pt layup from 1 ft,,99,88
358,4,7:25.0,,F. Kaminsky makes 2-pt jump shot from 3 ft (assist by J. Lin),99,90
359,4,7:15.0,M. Belinelli makes 2-pt jump shot from 19 ft (assist by R. Rondo),,101,90
360,4,7:15.0,Shooting foul by J. Lamb (drawn by M. Belinelli),,101,90
361,4,7:15.0,,N. Batum enters the game for J. Lamb,101,90
362,4,7:15.0,B. McLemore enters the game for D. Collison,,101,90
363,4,7:15.0,R. Gay enters the game for O. Casspi,,101,90
364,4,7:15.0,M. Belinelli makes free throw 1 of 1,,102,90
365,4,7:01.0,,Personal foul by B. McLemore (drawn by J. Lin),102,90
366,4,6:57.0,,K. Walker makes 3-pt jump shot from 26 ft (assist by J. Lin),102,93
367,4,6:46.0,D. Cousins makes 2-pt layup from 1 ft (assist by R. Rondo),,104,93
368,4,6:34.0,,Turnover by K. Walker (lost ball; steal by D. Cousins),104,93
369,4,6:25.0,D. Cousins makes 3-pt jump shot from 25 ft (assist by M. Belinelli),,107,93
370,4,6:10.0,,J. Lin misses 2-pt jump shot from 18 ft,107,93
371,4,6:10.0,,Offensive rebound by Team,107,93
372,4,6:10.0,Loose ball foul by B. McLemore (drawn by C. Zeller),,107,93
373,4,5:57.0,,N. Batum misses 3-pt jump shot from 24 ft,107,93
374,4,5:54.0,,Offensive rebound by K. Walker,107,93
375,4,5:54.0,,K. Walker makes 2-pt jump shot from 9 ft,107,95
376,4,5:37.0,D. Cousins misses 2-pt jump shot from 18 ft,,107,95
377,4,5:35.0,,Defensive rebound by J. Lin,107,95
