,QUARTER,TIME_REMAINING,MIAMI_ACTION,CLEVELAND_ACTION,MIAMI_SCORE,CLEVELAND_SCORE
0,1,11:46.0,,K. Love misses 2-pt jump shot from 16 ft,0,0
1,1,11:45.0,Defensive rebound by H. Whiteside,,0,0
2,1,11:27.0,D. Wade makes 3-pt jump shot from 25 ft (assist by G. Dragić),,3,0
3,1,11:01.0,,M. Williams misses 3-pt jump shot from 25 ft,3,0
4,1,11:00.0,Defensive rebound by D. Wade,,3,0
5,1,10:51.0,D. Wade misses 2-pt jump shot from 3 ft,,3,0
6,1,10:50.0,Offensive rebound by H. Whiteside,,3,0
7,1,10:50.0,Shooting foul by K. Love (drawn by H. Whiteside),,3,0
8,1,10:50.0,H. Whiteside makes free throw 1 of 2,,4,0
9,1,10:50.0,H. Whiteside makes free throw 2 of 2,,5,0
10,1,10:30.0,,L. James makes 2-pt layup from 1 ft (assist by K. Love),5,2
11,1,10:08.0,L. Deng misses 3-pt jump shot from 26 ft,,5,2
12,1,10:08.0,,Defensive rebound by J. Smith,5,2
13,1,9:53.0,,L. James makes 2-pt jump shot from 5 ft,5,4
14,1,9:53.0,,Shooting foul by L. Deng (drawn by L. James),5,4
15,1,9:53.0,,L. James makes free throw 1 of 1,5,5
16,1,9:35.0,C. Bosh makes 3-pt jump shot from 23 ft (assist by G. Dragić),,8,5
17,1,9:22.0,,T. Mozgov makes 2-pt dunk at rim,8,7
18,1,8:56.0,H. Whiteside misses 2-pt layup from 1 ft,,8,7
19,1,8:56.0,,Defensive rebound by T. Mozgov,8,7
20,1,8:50.0,,J. Smith misses 2-pt layup from 1 ft,8,7
21,1,8:48.0,,Offensive rebound by K. Love,8,7
22,1,8:34.0,,K. Love misses 3-pt jump shot from 24 ft,8,7
23,1,8:34.0,Defensive rebound by D. Wade,,8,7
24,1,8:18.0,C. Bosh misses 2-pt layup from 2 ft (block by J. Smith),,8,7
25,1,8:16.0,,Defensive rebound by T. Mozgov,8,7
26,1,8:13.0,,M. Williams misses 3-pt jump shot from 26 ft (block by D. Wade),8,7
27,1,8:13.0,Defensive rebound by D. Wade,,8,7
28,1,8:13.0,Turnover by D. Wade (step out of bounds),,8,7
29,1,8:03.0,,L. James misses 2-pt layup from 2 ft,8,7
30,1,7:57.0,,Offensive rebound by K. Love,8,7
31,1,7:56.0,,K. Love makes 2-pt dunk at rim,8,9
32,1,7:38.0,D. Wade makes 2-pt jump shot from 10 ft,,10,9
33,1,7:22.0,,K. Love misses 3-pt jump shot from 25 ft,10,9
34,1,7:21.0,Defensive rebound by H. Whiteside,,10,9
35,1,7:18.0,Offensive foul by L. Deng (drawn by K. Love),,10,9
36,1,7:18.0,Turnover by L. Deng (offensive foul),,10,9
37,1,7:18.0,J. Winslow enters the game for L. Deng,,10,9
38,1,7:03.0,,M. Williams misses 3-pt jump shot from 26 ft,10,9
39,1,7:03.0,,Offensive rebound by K. Love,10,9
40,1,7:03.0,,K. Love misses 2-pt layup from 1 ft,10,9
41,1,6:59.0,Defensive rebound by C. Bosh,,10,9
42,1,6:54.0,G. Dragić misses 2-pt layup at rim,,10,9
43,1,6:51.0,,Defensive rebound by J. Smith,10,9
44,1,6:44.0,,K. Love misses 2-pt jump shot from 5 ft (block by H. Whiteside),10,9
45,1,6:43.0,,Offensive rebound by K. Love,10,9
46,1,6:42.0,,Shooting foul by J. Winslow (drawn by K. Love),10,9
47,1,6:42.0,,K. Love makes free throw 1 of 2,10,10
48,1,6:42.0,,K. Love makes free throw 2 of 2,10,11
49,1,6:35.0,Turnover by D. Wade (bad pass),,10,11
50,1,6:21.0,,Shooting foul by D. Wade (drawn by L. James),10,11
51,1,6:21.0,,L. James makes free throw 1 of 2,10,12
52,1,6:21.0,,L. James misses free throw 2 of 2,10,12
53,1,6:20.0,Defensive rebound by H. Whiteside,,10,12
54,1,6:06.0,C. Bosh makes 2-pt jump shot from 18 ft (assist by G. Dragić),,12,12
55,1,5:48.0,,M. Williams makes 2-pt jump shot from 17 ft (assist by L. James),12,14
56,1,5:31.0,G. Dragić misses 2-pt jump shot from 7 ft,,12,14
57,1,5:30.0,,Defensive rebound by T. Mozgov,12,14
58,1,5:16.0,,T. Mozgov misses 2-pt layup from 2 ft,12,14
59,1,5:16.0,Defensive rebound by H. Whiteside,,12,14
60,1,5:12.0,H. Whiteside makes 2-pt layup from 1 ft (assist by G. Dragić),,14,14
61,1,5:12.0,Shooting foul by T. Mozgov (drawn by H. Whiteside),,14,14
