,QUARTER,TIME_REMAINING,UTAH_ACTION,PHILADELPHIA_ACTION,UTAH_SCORE,PHILADELPHIA_SCORE
396,4,6:30.0,Violation by D. Favors (kicked ball),,88,60
397,4,6:30.0,T. Booker enters the game for R. Gobert,,88,60
398,4,6:15.0,,N. Noel misses 2-pt jump shot from 15 ft,88,60
399,4,6:14.0,,Offensive rebound by H. Thompson,88,60
400,4,6:10.0,,I. Canaan misses 3-pt jump shot from 24 ft,88,60
401,4,6:08.0,Defensive rebound by G. Hayward,,88,60
402,4,5:50.0,Personal foul by N. Noel (drawn by G. Hayward),,88,60
403,4,5:50.0,A. Burks enters the game for G. Hayward,,88,60
404,4,5:42.0,D. Favors misses 2-pt jump shot from 6 ft,,88,60
405,4,5:40.0,,Defensive rebound by H. Thompson,88,60
406,4,5:34.0,,H. Thompson makes 3-pt jump shot from 26 ft (assist by T. McConnell),88,63
407,4,5:21.0,T. Burke makes 2-pt layup from 1 ft,,90,63
408,4,5:00.0,,Shooting foul by A. Burks (drawn by I. Canaan),90,63
409,4,5:00.0,,I. Canaan makes free throw 1 of 2,90,64
410,4,5:00.0,T. Lyles enters the game for D. Favors,,90,64
411,4,5:00.0,J. Ingles enters the game for R. Hood,,90,64
412,4,5:00.0,,J. Grant enters the game for H. Thompson,90,64
413,4,5:00.0,,I. Canaan makes free throw 2 of 2,90,65
414,4,4:46.0,J. Ingles makes 2-pt jump shot from 17 ft,,92,65
415,4,4:35.0,,Turnover by T. McConnell (bad pass),92,65
416,4,4:21.0,T. Lyles misses 2-pt jump shot from 13 ft,,92,65
417,4,4:19.0,,Defensive rebound by J. Okafor,92,65
418,4,4:05.0,,N. Noel misses 2-pt hook shot from 9 ft,92,65
419,4,4:03.0,Defensive rebound by T. Booker,,92,65
420,4,3:49.0,A. Burks makes 2-pt dunk at rim (assist by T. Burke),,94,65
421,4,3:49.0,,Philadelphia full timeout,94,65
422,4,3:49.0,R. Neto enters the game for A. Burks,,94,65
423,4,3:49.0,C. Johnson enters the game for T. Burke,,94,65
424,4,3:49.0,,J. Sampson enters the game for N. Noel,94,65
425,4,3:49.0,,R. Holmes enters the game for J. Okafor,94,65
426,4,3:49.0,,C. Wood enters the game for I. Canaan,94,65
427,4,3:25.0,,Turnover by J. Grant (bad pass; steal by J. Ingles),94,65
428,4,3:05.0,T. Booker misses 2-pt jump shot from 3 ft (block by R. Holmes),,94,65
429,4,3:05.0,Offensive rebound by Team,,94,65
430,4,3:00.0,T. Booker misses 2-pt jump shot from 17 ft,,94,65
431,4,2:58.0,,Defensive rebound by J. Sampson,94,65
432,4,2:42.0,,J. Grant misses 3-pt jump shot from 22 ft,94,65
433,4,2:40.0,Defensive rebound by C. Johnson,,94,65
434,4,2:22.0,C. Johnson misses 2-pt jump shot from 8 ft,,94,65
435,4,2:20.0,Offensive rebound by C. Johnson,,94,65
436,4,2:20.0,C. Johnson makes 2-pt layup from 1 ft,,96,65
437,4,2:11.0,,Shooting foul by T. Lyles (drawn by C. Wood),96,65
438,4,2:11.0,,C. Wood misses free throw 1 of 2,96,65
439,4,2:11.0,,Offensive rebound by Team,96,65
440,4,2:11.0,T. Pleiß enters the game for T. Booker,,96,65
441,4,2:11.0,,C. Wood makes free throw 2 of 2,96,66
442,4,1:55.0,T. Pleiß makes 2-pt hook shot at rim (assist by C. Johnson),,98,66
443,4,1:46.0,,Shooting foul by T. Pleiß (drawn by R. Holmes),98,66
444,4,1:46.0,,R. Holmes makes free throw 1 of 2,98,67
445,4,1:46.0,,R. Holmes misses free throw 2 of 2,98,67
446,4,1:45.0,Defensive rebound by T. Pleiß,,98,67
447,4,1:34.0,Turnover by T. Lyles (lost ball; steal by J. Sampson),,98,67
448,4,1:27.0,,T. McConnell makes 2-pt layup from 1 ft,98,69
449,4,1:11.0,T. Lyles misses 2-pt jump shot from 6 ft,,98,69
450,4,1:09.0,,Defensive rebound by J. Grant,98,69
451,4,1:00.0,,C. Wood misses 3-pt jump shot from 26 ft,98,69
452,4,0:59.0,Defensive rebound by T. Lyles,,98,69
453,4,0:49.0,T. Lyles misses 2-pt jump shot from 21 ft,,98,69
454,4,0:46.0,,Defensive rebound by J. Grant,98,69
455,4,0:34.0,,Shooting foul by T. Pleiß (drawn by C. Wood),98,69
456,4,0:34.0,,C. Wood makes free throw 1 of 2,98,70
457,4,0:34.0,,C. Wood makes free throw 2 of 2,98,71
458,4,0:14.0,Shooting foul by J. Sampson (drawn by R. Neto),,98,71
459,4,0:14.0,R. Neto misses free throw 1 of 2,,98,71
460,4,0:14.0,Offensive rebound by Team,,98,71
461,4,0:14.0,,H. Thompson enters the game for J. Sampson,98,71
462,4,0:14.0,R. Neto makes free throw 2 of 2,,99,71
463,4,0:06.0,,J. Grant misses 2-pt layup at rim,99,71
464,4,0:04.0,Defensive rebound by C. Johnson,,99,71
