,QUARTER,TIME_REMAINING,ORLANDO_ACTION,PHILADELPHIA_ACTION,ORLANDO_SCORE,PHILADELPHIA_SCORE
58,1,4:14.0,Personal foul by P. Pressey (drawn by A. Gordon),,16,17
59,1,4:05.0,V. Oladipo misses 2-pt jump shot from 11 ft,,16,17
60,1,4:03.0,Offensive rebound by A. Gordon,,16,17
61,1,4:03.0,A. Gordon makes 2-pt layup at rim,,18,17
62,1,3:54.0,,J. Sampson misses 2-pt layup from 1 ft (block by J. Smith),18,17
63,1,3:52.0,Defensive rebound by M. Hezonja,,18,17
64,1,3:48.0,M. Hezonja misses 2-pt jump shot from 5 ft,,18,17
65,1,3:46.0,Offensive rebound by V. Oladipo,,18,17
66,1,3:46.0,V. Oladipo makes 2-pt layup from 1 ft,,20,17
67,1,3:28.0,,J. Okafor misses 2-pt layup from 2 ft,20,17
68,1,3:27.0,,Offensive rebound by R. Holmes,20,17
69,1,3:27.0,,Personal foul by M. Hezonja (drawn by R. Holmes),20,17
70,1,3:27.0,C. Watson enters the game for E. Payton,,20,17
71,1,3:27.0,,J. Grant enters the game for R. Holmes,20,17
72,1,3:27.0,,I. Canaan enters the game for J. Sampson,20,17
73,1,3:27.0,S. Napier enters the game for V. Oladipo,,20,17
74,1,3:18.0,,H. Thompson misses 3-pt jump shot from 22 ft,20,17
75,1,3:16.0,Defensive rebound by J. Smith,,20,17
76,1,3:07.0,S. Napier misses 2-pt jump shot from 18 ft,,20,17
77,1,3:04.0,,Defensive rebound by P. Pressey,20,17
78,1,2:50.0,,Offensive foul by J. Okafor (drawn by J. Smith),20,17
79,1,2:50.0,,Turnover by J. Okafor (offensive foul),20,17
80,1,2:50.0,Orlando full timeout,,20,17
81,1,2:33.0,M. Hezonja makes 2-pt jump shot from 12 ft (assist by C. Watson),,22,17
82,1,2:13.0,,J. Grant misses 3-pt jump shot from 22 ft,22,17
83,1,2:12.0,Defensive rebound by S. Napier,,22,17
84,1,2:04.0,Offensive foul by J. Smith (drawn by I. Canaan),,22,17
85,1,2:04.0,Turnover by J. Smith (offensive foul),,22,17
86,1,1:46.0,,I. Canaan misses 3-pt jump shot from 23 ft,22,17
87,1,1:44.0,Defensive rebound by M. Hezonja,,22,17
88,1,1:27.0,M. Hezonja misses 2-pt layup from 2 ft,,22,17
89,1,1:27.0,,Defensive rebound by Team,22,17
90,1,1:02.0,,J. Okafor misses 2-pt dunk at rim (block by J. Smith),22,17
91,1,1:00.0,Defensive rebound by J. Smith,,22,17
92,1,0:56.0,C. Watson misses 3-pt jump shot from 26 ft,,22,17
93,1,0:54.0,,Defensive rebound by J. Okafor,22,17
94,1,0:42.0,,I. Canaan misses 3-pt jump shot from 24 ft,22,17
95,1,0:41.0,Defensive rebound by C. Watson,,22,17
96,1,0:29.0,A. Gordon misses 3-pt jump shot from 26 ft,,22,17
97,1,0:27.0,,Defensive rebound by P. Pressey,22,17
98,1,0:20.0,,H. Thompson misses 3-pt jump shot from 25 ft,22,17
99,1,0:18.0,Defensive rebound by J. Smith,,22,17
100,1,0:01.0,A. Gordon makes 3-pt jump shot from 26 ft (assist by C. Watson),,25,17
101,2,11:44.0,M. Hezonja misses 2-pt layup from 2 ft,,25,17
102,2,11:42.0,Offensive rebound by J. Smith,,25,17
103,2,11:39.0,M. Hezonja makes 2-pt jump shot from 6 ft (assist by J. Smith),,27,17
104,2,11:14.0,,I. Canaan makes 3-pt jump shot from 25 ft (assist by J. Okafor),27,20
105,2,11:00.0,M. Hezonja misses 2-pt jump shot from 18 ft,,27,20
106,2,10:58.0,,Defensive rebound by P. Pressey,27,20
107,2,10:47.0,,J. Okafor makes 2-pt layup from 1 ft (assist by P. Pressey),27,22
108,2,10:25.0,J. Smith makes 2-pt jump shot from 17 ft (assist by C. Watson),,29,22
109,2,9:58.0,,J. Okafor misses 2-pt jump shot from 16 ft,29,22
110,2,9:56.0,Defensive rebound by S. Napier,,29,22
111,2,9:54.0,Turnover by S. Napier (bad pass),,29,22
112,2,9:54.0,,N. Noel enters the game for J. Okafor,29,22
113,2,9:54.0,,N. Stauskas enters the game for P. Pressey,29,22
114,2,9:43.0,D. Dedmon enters the game for J. Smith,,29,22
115,2,9:33.0,,N. Noel misses 2-pt jump shot from 12 ft,29,22
116,2,9:32.0,Defensive rebound by A. Gordon,,29,22
117,2,9:10.0,Shooting foul by N. Noel (drawn by S. Napier),,29,22
118,2,9:10.0,S. Napier misses free throw 1 of 2,,29,22
119,2,9:10.0,Offensive rebound by Team,,29,22
120,2,9:10.0,,T. McConnell enters the game for I. Canaan,29,22
121,2,9:10.0,,R. Holmes enters the game for J. Grant,29,22
122,2,9:10.0,S. Napier makes free throw 2 of 2,,30,22
123,2,8:58.0,,H. Thompson makes 2-pt layup at rim,30,24
124,2,8:44.0,M. Hezonja makes 2-pt jump shot from 18 ft (assist by A. Gordon),,32,24
125,2,8:30.0,,Turnover by T. McConnell (traveling),32,24
126,2,8:30.0,Official timeout,,32,24
127,2,8:30.0,E. Fournier enters the game for S. Napier,,32,24
128,2,8:11.0,E. Fournier makes 2-pt jump shot from 5 ft (assist by C. Watson),,34,24
129,2,8:00.0,,N. Stauskas makes 2-pt layup from 1 ft,34,26
130,2,7:48.0,Personal foul by N. Stauskas (drawn by E. Fournier),,34,26
131,2,7:48.0,T. Harris enters the game for A. Gordon,,34,26
132,2,7:41.0,M. Hezonja makes 2-pt jump shot from 17 ft (assist by C. Watson),,36,26
133,2,7:24.0,,N. Noel misses 2-pt hook shot from 7 ft,36,26
134,2,7:21.0,,Offensive rebound by R. Holmes,36,26
135,2,7:20.0,,R. Holmes makes 2-pt layup from 1 ft,36,28
136,2,7:08.0,M. Hezonja misses 2-pt jump shot from 3 ft (block by R. Holmes),,36,28
137,2,7:06.0,,Defensive rebound by H. Thompson,36,28
138,2,6:56.0,,Shooting foul by T. Harris (drawn by H. Thompson),36,28
139,2,6:56.0,,H. Thompson misses free throw 1 of 3,36,28
140,2,6:56.0,,Offensive rebound by Team,36,28
141,2,6:56.0,,H. Thompson makes free throw 2 of 3,36,29
142,2,6:56.0,E. Payton enters the game for C. Watson,,36,29
143,2,6:56.0,A. Gordon enters the game for T. Harris,,36,29
144,2,6:56.0,V. Oladipo enters the game for M. Hezonja,,36,29
145,2,6:56.0,,H. Thompson misses free throw 3 of 3,36,29
146,2,6:54.0,Defensive rebound by D. Dedmon,,36,29
147,2,6:39.0,Personal foul by T. McConnell (drawn by E. Fournier),,36,29
148,2,6:39.0,,I. Canaan enters the game for H. Thompson,36,29
149,2,6:26.0,A. Gordon misses 3-pt jump shot from 24 ft,,36,29
150,2,6:25.0,,Defensive rebound by T. McConnell,36,29
151,2,6:20.0,,I. Canaan makes 3-pt jump shot from 25 ft (assist by T. McConnell),36,32
152,2,6:01.0,E. Fournier misses 2-pt jump shot from 3 ft,,36,32
153,2,5:59.0,,Defensive rebound by N. Stauskas,36,32
154,2,5:54.0,,N. Stauskas makes 3-pt jump shot from 26 ft (assist by T. McConnell),36,35
155,2,5:44.0,D. Dedmon misses 2-pt layup from 1 ft (block by N. Stauskas),,36,35
156,2,5:42.0,,Defensive rebound by T. McConnell,36,35
157,2,5:32.0,,I. Canaan makes 3-pt jump shot from 26 ft (assist by N. Stauskas),36,38
158,2,5:09.0,V. Oladipo misses 2-pt jump shot from 3 ft (block by I. Canaan),,36,38
159,2,5:09.0,Offensive rebound by Team,,36,38
160,2,5:09.0,,Philadelphia full timeout,36,38
161,2,5:03.0,E. Payton makes 2-pt jump shot from 11 ft,,38,38
162,2,4:36.0,,N. Stauskas misses 3-pt jump shot from 24 ft,38,38
163,2,4:34.0,Defensive rebound by E. Payton,,38,38
164,2,4:28.0,V. Oladipo misses 3-pt jump shot from 25 ft,,38,38
165,2,4:25.0,Offensive rebound by A. Gordon,,38,38
166,2,4:22.0,D. Dedmon misses 2-pt jump shot from 5 ft (block by N. Noel),,38,38
167,2,4:20.0,Offensive rebound by D. Dedmon,,38,38
168,2,4:18.0,D. Dedmon makes 2-pt jump shot from 4 ft,,40,38
169,2,3:56.0,,I. Canaan misses 3-pt jump shot from 23 ft,40,38
170,2,3:55.0,,Offensive rebound by R. Holmes,40,38
171,2,3:53.0,,I. Canaan misses 2-pt layup from 1 ft,40,38
172,2,3:50.0,,Offensive rebound by R. Holmes,40,38
173,2,3:50.0,,R. Holmes makes 2-pt layup at rim,40,40
174,2,3:29.0,V. Oladipo misses 2-pt layup from 1 ft,,40,40
175,2,3:27.0,,Defensive rebound by R. Holmes,40,40
176,2,3:16.0,,Turnover by T. McConnell (bad pass; steal by D. Dedmon),40,40
177,2,3:11.0,E. Fournier makes 2-pt layup from 2 ft (assist by A. Gordon),,42,40
178,2,2:56.0,,R. Holmes misses 3-pt jump shot from 25 ft,42,40
179,2,2:55.0,Defensive rebound by V. Oladipo,,42,40
180,2,2:45.0,Shooting foul by R. Holmes (drawn by A. Gordon),,42,40
181,2,2:45.0,Orlando full timeout,,42,40
182,2,2:45.0,,H. Thompson enters the game for N. Noel,42,40
183,2,2:45.0,,J. Grant enters the game for N. Stauskas,42,40
184,2,2:45.0,,J. Okafor enters the game for R. Holmes,42,40
185,2,2:45.0,A. Gordon makes free throw 1 of 2,,43,40
186,2,2:45.0,A. Gordon misses free throw 2 of 2,,43,40
187,2,2:43.0,,Defensive rebound by T. McConnell,43,40
188,2,2:30.0,,J. Okafor makes 2-pt layup from 2 ft (assist by H. Thompson),43,42
189,2,2:18.0,D. Dedmon misses 2-pt layup from 2 ft,,43,42
190,2,2:16.0,Offensive rebound by D. Dedmon,,43,42
191,2,2:16.0,Shooting foul by I. Canaan (drawn by D. Dedmon),,43,42
192,2,2:16.0,D. Dedmon makes free throw 1 of 2,,44,42
193,2,2:16.0,D. Dedmon makes free throw 2 of 2,,45,42
194,2,1:59.0,,J. Okafor makes 2-pt layup at rim,45,44
195,2,1:44.0,E. Payton makes 2-pt layup from 1 ft (assist by V. Oladipo),,47,44
196,2,1:25.0,,Turnover by J. Okafor (step out of bounds),47,44
197,2,1:10.0,E. Fournier misses 2-pt jump shot from 9 ft,,47,44
198,2,1:07.0,Offensive rebound by A. Gordon,,47,44
199,2,1:06.0,A. Gordon makes 2-pt layup from 1 ft,,49,44
200,2,0:51.0,,Turnover by J. Grant (bad pass; steal by A. Gordon),49,44
201,2,0:45.0,A. Gordon misses 2-pt layup from 1 ft (block by J. Grant),,49,44
202,2,0:44.0,Offensive rebound by Team,,49,44
203,2,0:36.0,Shooting foul by J. Grant (drawn by D. Dedmon),,49,44
204,2,0:36.0,D. Dedmon makes free throw 1 of 2,,50,44
205,2,0:36.0,D. Dedmon makes free throw 2 of 2,,51,44
206,2,0:14.0,,Turnover by J. Okafor (lost ball; steal by V. Oladipo),51,44
207,2,0:01.0,V. Oladipo misses 2-pt jump shot from 17 ft,,51,44
208,2,0:00.0,,Defensive rebound by J. Grant,51,44
209,3,11:50.0,Personal foul by J. Okafor (drawn by T. Harris),,51,44
210,3,11:44.0,V. Oladipo misses 2-pt jump shot from 9 ft,,51,44
211,3,11:42.0,Offensive rebound by D. Dedmon,,51,44
212,3,11:22.0,V. Oladipo misses 2-pt layup from 1 ft,,51,44
213,3,11:20.0,,Defensive rebound by J. Grant,51,44
214,3,11:04.0,,J. Grant makes 2-pt layup at rim (assist by N. Stauskas),51,46
215,3,10:44.0,V. Oladipo makes 2-pt jump shot from 5 ft (assist by E. Fournier),,53,46
216,3,10:36.0,,T. McConnell makes 2-pt layup from 2 ft,53,48
217,3,10:27.0,Shooting foul by J. Grant (drawn by D. Dedmon),,53,48
218,3,10:27.0,D. Dedmon makes free throw 1 of 2,,54,48
219,3,10:27.0,D. Dedmon makes free throw 2 of 2,,55,48
220,3,10:03.0,,N. Stauskas misses 3-pt jump shot from 28 ft,55,48
221,3,10:01.0,,Offensive rebound by J. Okafor,55,48
222,3,9:46.0,,Turnover by T. McConnell (lost ball; steal by V. Oladipo),55,48
223,3,9:43.0,Shooting foul by N. Stauskas (drawn by T. Harris),,55,48
224,3,9:43.0,T. Harris makes free throw 1 of 2,,56,48
225,3,9:43.0,T. Harris misses free throw 2 of 2,,56,48
226,3,9:42.0,,Defensive rebound by J. Okafor,56,48
227,3,9:28.0,,J. Grant misses 2-pt jump shot from 3 ft (block by D. Dedmon),56,48
228,3,9:28.0,,Offensive rebound by Team,56,48
229,3,9:17.0,,Turnover by Team (shot clock),56,48
230,3,9:07.0,V. Oladipo makes 2-pt jump shot from 12 ft,,58,48
231,3,9:05.0,,Philadelphia full timeout,58,48
232,3,8:42.0,,N. Noel misses 2-pt jump shot from 7 ft,58,48
233,3,8:40.0,Defensive rebound by D. Dedmon,,58,48
234,3,8:24.0,D. Dedmon makes 2-pt hook shot from 4 ft (assist by E. Payton),,60,48
235,3,7:59.0,,Turnover by N. Noel (bad pass; steal by E. Fournier),60,48
236,3,7:55.0,E. Fournier makes 3-pt jump shot from 25 ft,,63,48
237,3,7:40.0,,I. Canaan enters the game for J. Grant,63,48
238,3,7:33.0,,N. Stauskas makes 3-pt jump shot from 27 ft (assist by T. McConnell),63,51
239,3,7:14.0,Turnover by V. Oladipo (bad pass; steal by I. Canaan),,63,51
240,3,7:10.0,,I. Canaan misses 2-pt jump shot from 4 ft,63,51
241,3,7:10.0,Defensive rebound by E. Payton,,63,51
242,3,7:10.0,,Loose ball foul by N. Noel (drawn by T. Harris),63,51
243,3,7:10.0,M. Hezonja enters the game for V. Oladipo,,63,51
244,3,6:55.0,E. Fournier misses 3-pt jump shot from 27 ft,,63,51
245,3,6:53.0,Offensive rebound by Team,,63,51
246,3,6:41.0,E. Fournier misses 2-pt jump shot from 3 ft,,63,51
247,3,6:39.0,,Defensive rebound by I. Canaan,63,51
248,3,6:27.0,,J. Okafor misses 2-pt layup from 2 ft (block by D. Dedmon),63,51
249,3,6:23.0,Defensive rebound by E. Fournier,,63,51
250,3,6:19.0,M. Hezonja makes 3-pt jump shot from 26 ft (assist by E. Payton),,66,51
251,3,6:18.0,,Philadelphia full timeout,66,51
252,3,6:18.0,C. Watson enters the game for E. Payton,,66,51
253,3,5:59.0,,Personal foul by D. Dedmon (drawn by J. Okafor),66,51
254,3,5:59.0,,R. Holmes enters the game for N. Stauskas,66,51
255,3,5:59.0,,H. Thompson enters the game for N. Noel,66,51
256,3,5:48.0,,Shooting foul by M. Hezonja (drawn by J. Okafor),66,51
257,3,5:48.0,,J. Okafor makes free throw 1 of 2,66,52
258,3,5:48.0,,J. Okafor makes free throw 2 of 2,66,53
259,3,5:43.0,Turnover by C. Watson (traveling),,66,53
260,3,5:27.0,,T. McConnell makes 2-pt jump shot from 14 ft,66,55
261,3,5:17.0,M. Hezonja misses 2-pt jump shot from 7 ft,,66,55
262,3,5:15.0,,Defensive rebound by I. Canaan,66,55
263,3,5:09.0,,I. Canaan misses 3-pt jump shot from 25 ft,66,55
264,3,5:07.0,Defensive rebound by Team,,66,55
265,3,5:07.0,J. Smith enters the game for D. Dedmon,,66,55
266,3,4:52.0,E. Fournier makes 2-pt layup from 2 ft,,68,55
267,3,4:33.0,,I. Canaan makes 2-pt layup from 2 ft (assist by R. Holmes),68,57
268,3,4:33.0,,Shooting foul by E. Fournier (drawn by I. Canaan),68,57
269,3,4:33.0,,P. Pressey enters the game for T. McConnell,68,57
270,3,4:33.0,A. Gordon enters the game for T. Harris,,68,57
271,3,4:33.0,S. Napier enters the game for M. Hezonja,,68,57
272,3,4:33.0,,I. Canaan makes free throw 1 of 1,68,58
273,3,4:21.0,C. Watson misses 2-pt jump shot from 10 ft,,68,58
274,3,4:19.0,Offensive rebound by C. Watson,,68,58
275,3,4:16.0,J. Smith makes 2-pt jump shot from 14 ft (assist by C. Watson),,70,58
276,3,3:57.0,,Shooting foul by C. Watson (drawn by P. Pressey),70,58
277,3,3:57.0,,P. Pressey makes 2-pt layup from 1 ft,70,60
278,3,3:57.0,,N. Stauskas enters the game for J. Okafor,70,60
279,3,3:57.0,,P. Pressey makes free throw 1 of 1,70,61
280,3,3:41.0,J. Smith misses 2-pt jump shot from 15 ft,,70,61
281,3,3:39.0,,Defensive rebound by N. Stauskas,70,61
282,3,3:32.0,,R. Holmes makes 2-pt layup from 2 ft (assist by N. Stauskas),70,63
283,3,3:19.0,Turnover by S. Napier (bad pass; steal by I. Canaan),,70,63
284,3,3:13.0,,I. Canaan makes 3-pt jump shot from 26 ft (assist by P. Pressey),70,66
285,3,3:00.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by S. Napier),,73,66
286,3,2:47.0,,I. Canaan misses 3-pt jump shot from 24 ft,73,66
287,3,2:46.0,,Offensive rebound by Team,73,66
288,3,2:44.0,Orlando full timeout,,73,66
289,3,2:44.0,,N. Noel enters the game for R. Holmes,73,66
290,3,2:28.0,,Personal foul by E. Fournier (drawn by P. Pressey),73,66
291,3,2:28.0,,P. Pressey misses free throw 1 of 2,73,66
292,3,2:28.0,,Offensive rebound by Team,73,66
293,3,2:28.0,,P. Pressey misses free throw 2 of 2,73,66
294,3,2:27.0,Defensive rebound by E. Fournier,,73,66
295,3,2:10.0,J. Smith makes 2-pt layup from 2 ft (assist by E. Fournier),,75,66
296,3,1:57.0,,I. Canaan makes 3-pt jump shot from 25 ft (assist by P. Pressey),75,69
297,3,1:51.0,Offensive foul by J. Smith (drawn by N. Noel),,75,69
298,3,1:51.0,Turnover by J. Smith (offensive foul),,75,69
299,3,1:51.0,V. Oladipo enters the game for S. Napier,,75,69
300,3,1:51.0,Flagrant foul type 1 by N. Noel (drawn by J. Smith),,75,69
301,3,1:51.0,,Turnover by N. Noel (offensive foul),75,69
302,3,1:51.0,J. Smith makes flagrant free throw 1 of 2,,76,69
303,3,1:51.0,,J. Okafor enters the game for N. Noel,76,69
304,3,1:51.0,,T. McConnell enters the game for P. Pressey,76,69
305,3,1:51.0,J. Smith makes flagrant free throw 2 of 2,,77,69
306,3,1:40.0,C. Watson misses 2-pt jump shot from 20 ft,,77,69
307,3,1:38.0,Offensive rebound by C. Watson,,77,69
308,3,1:27.0,V. Oladipo makes 2-pt jump shot from 7 ft (assist by C. Watson),,79,69
309,3,1:09.0,,N. Stauskas misses 3-pt jump shot from 26 ft,79,69
310,3,1:07.0,Defensive rebound by A. Gordon,,79,69
311,3,0:56.0,J. Smith misses 2-pt jump shot from 4 ft (block by J. Okafor),,79,69
312,3,0:54.0,,Defensive rebound by T. McConnell,79,69
313,3,0:48.0,,H. Thompson makes 3-pt jump shot from 22 ft (assist by T. McConnell),79,72
314,3,0:35.0,J. Smith misses 2-pt jump shot from 14 ft,,79,72
315,3,0:33.0,,Defensive rebound by I. Canaan,79,72
316,3,0:27.0,,T. McConnell misses 2-pt layup from 2 ft,79,72
317,3,0:23.0,Defensive rebound by A. Gordon,,79,72
318,3,0:21.0,A. Gordon makes 2-pt layup from 2 ft,,81,72
319,3,0:05.0,,Turnover by T. McConnell (step out of bounds),81,72
320,3,0:05.0,M. Hezonja enters the game for A. Gordon,,81,72
321,3,0:05.0,,J. Grant enters the game for I. Canaan,81,72
322,3,0:02.0,V. Oladipo misses 3-pt jump shot from 25 ft,,81,72
323,3,0:00.0,,Defensive rebound by Team,81,72
324,3,0:00.0,Loose ball foul by M. Hezonja (drawn by J. Grant),,81,72
325,3,0:00.0,,J. Grant misses free throw 1 of 2,81,72
326,3,0:00.0,Defensive rebound by Team,,81,72
327,3,0:00.0,,J. Grant makes free throw 2 of 2,81,73
328,4,11:45.0,,Turnover by H. Thompson (bad pass; steal by C. Watson),81,73
329,4,11:43.0,Personal foul by T. McConnell (drawn by C. Watson),,81,73
330,4,11:33.0,J. Smith misses 2-pt jump shot from 16 ft,,81,73
331,4,11:32.0,,Defensive rebound by Team,81,73
332,4,11:32.0,Loose ball foul by A. Gordon (drawn by J. Grant),,81,73
333,4,11:32.0,E. Payton enters the game for C. Watson,,81,73
334,4,11:07.0,,J. Grant makes 3-pt jump shot from 28 ft (assist by N. Stauskas),81,76
335,4,10:55.0,Turnover by E. Fournier (illegal screen),,81,76
336,4,10:38.0,,J. Grant makes 2-pt layup from 2 ft (assist by H. Thompson),81,78
337,4,10:18.0,,Offensive charge foul by E. Fournier (drawn by J. Grant),81,78
338,4,10:18.0,Turnover by E. Fournier (offensive foul),,81,78
339,4,10:18.0,D. Dedmon enters the game for J. Smith,,81,78
340,4,10:06.0,,T. McConnell misses 2-pt jump shot from 4 ft (block by E. Payton),81,78
341,4,10:06.0,,Offensive rebound by Team,81,78
342,4,9:57.0,,Shooting foul by D. Dedmon (drawn by J. Okafor),81,78
343,4,9:57.0,,J. Okafor misses free throw 1 of 2,81,78
344,4,9:57.0,,Offensive rebound by Team,81,78
345,4,9:57.0,T. Harris enters the game for A. Gordon,,81,78
346,4,9:57.0,,J. Okafor misses free throw 2 of 2,81,78
347,4,9:56.0,Defensive rebound by V. Oladipo,,81,78
348,4,9:49.0,V. Oladipo misses 2-pt jump shot from 3 ft,,81,78
349,4,9:46.0,,Defensive rebound by N. Stauskas,81,78
350,4,9:41.0,,N. Stauskas misses 2-pt layup from 1 ft,81,78
351,4,9:40.0,Defensive rebound by V. Oladipo,,81,78
352,4,9:21.0,Shooting foul by H. Thompson (drawn by T. Harris),,81,78
353,4,9:21.0,T. Harris makes free throw 1 of 2,,82,78
354,4,9:21.0,T. Harris makes free throw 2 of 2,,83,78
355,4,9:21.0,,Philadelphia full timeout,83,78
356,4,9:02.0,,T. McConnell misses 2-pt jump shot from 8 ft,83,78
357,4,9:01.0,Defensive rebound by V. Oladipo,,83,78
358,4,8:42.0,D. Dedmon misses 2-pt jump shot from 7 ft,,83,78
359,4,8:40.0,,Defensive rebound by J. Grant,83,78
360,4,8:27.0,,T. McConnell misses 2-pt jump shot from 13 ft,83,78
361,4,8:25.0,,Offensive rebound by T. McConnell,83,78
362,4,8:19.0,,J. Okafor misses 2-pt jump shot from 8 ft (block by D. Dedmon),83,78
363,4,8:13.0,,Offensive rebound by J. Okafor,83,78
364,4,8:02.0,,J. Okafor makes 2-pt hook shot from 8 ft (assist by T. McConnell),83,80
365,4,7:45.0,E. Payton makes 2-pt jump shot from 6 ft (assist by T. Harris),,85,80
366,4,7:18.0,,J. Grant misses 3-pt jump shot from 26 ft,85,80
367,4,7:16.0,Defensive rebound by D. Dedmon,,85,80
368,4,7:10.0,Turnover by E. Payton (bad pass),,85,80
369,4,7:10.0,,I. Canaan enters the game for J. Okafor,85,80
370,4,7:10.0,,R. Holmes enters the game for H. Thompson,85,80
371,4,6:55.0,,I. Canaan makes 3-pt jump shot from 26 ft (assist by T. McConnell),85,83
372,4,6:33.0,E. Payton misses 2-pt jump shot from 4 ft,,85,83
373,4,6:32.0,Offensive rebound by Team,,85,83
374,4,6:32.0,,Loose ball foul by R. Holmes (drawn by D. Dedmon),85,83
375,4,6:32.0,,Philadelphia full timeout,85,83
376,4,6:32.0,,P. Pressey enters the game for J. Grant,85,83
377,4,6:32.0,,J. Sampson enters the game for T. McConnell,85,83
378,4,6:24.0,V. Oladipo misses 2-pt layup from 2 ft,,85,83
379,4,6:24.0,,Defensive rebound by Team,85,83
380,4,6:24.0,,Personal foul by D. Dedmon (drawn by R. Holmes),85,83
381,4,6:24.0,,H. Thompson enters the game for J. Sampson,85,83
382,4,6:12.0,,Turnover by P. Pressey (bad pass; steal by E. Payton),85,83
