,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,NEW ORLEANS_ACTION,SAN ANTONIO_SCORE,NEW ORLEANS_SCORE
0,1,11:46.0,,A. Davis makes 2-pt hook shot from 9 ft (assist by E. Gordon),0,2
1,1,11:22.0,L. Aldridge misses 2-pt jump shot from 18 ft,,0,2
2,1,11:21.0,,Defensive rebound by E. Gordon,0,2
3,1,11:09.0,,N. Cole misses 2-pt layup from 3 ft (block by L. Aldridge),0,2
4,1,11:08.0,Defensive rebound by L. Aldridge,,0,2
5,1,10:57.0,Turnover by T. Duncan (bad pass; steal by N. Cole),,0,2
6,1,10:50.0,,N. Cole makes 2-pt jump shot from 5 ft,0,4
7,1,10:49.0,San Antonio full timeout,,0,4
8,1,10:49.0,P. Mills enters the game for T. Parker,,0,4
9,1,10:33.0,K. Leonard makes 2-pt jump shot from 14 ft (assist by D. Green),,2,4
10,1,10:14.0,,N. Cole misses 2-pt jump shot from 19 ft,2,4
11,1,10:13.0,Defensive rebound by K. Leonard,,2,4
12,1,10:03.0,K. Leonard makes 3-pt jump shot from 24 ft (assist by T. Duncan),,5,4
13,1,9:41.0,,E. Gordon makes 2-pt layup from 1 ft,5,6
14,1,9:19.0,D. Green makes 3-pt jump shot from 25 ft (assist by P. Mills),,8,6
15,1,9:04.0,,A. Davis makes 2-pt jump shot from 18 ft (assist by E. Gordon),8,8
16,1,8:41.0,Shooting foul by E. Gordon (drawn by D. Green),,8,8
17,1,8:41.0,D. Green makes free throw 1 of 2,,9,8
18,1,8:41.0,D. Green makes free throw 2 of 2,,10,8
19,1,8:30.0,,N. Cole misses 3-pt jump shot from 25 ft,10,8
20,1,8:29.0,Defensive rebound by L. Aldridge,,10,8
21,1,8:15.0,T. Duncan misses 2-pt jump shot from 7 ft (block by A. Davis),,10,8
22,1,8:15.0,Offensive rebound by T. Duncan,,10,8
23,1,8:13.0,T. Duncan misses 2-pt jump shot from 4 ft,,10,8
24,1,8:11.0,,Defensive rebound by K. Perkins,10,8
25,1,8:04.0,,E. Gordon makes 2-pt layup from 2 ft,10,10
26,1,8:04.0,,Shooting foul by L. Aldridge (drawn by E. Gordon),10,10
27,1,8:04.0,,E. Gordon makes free throw 1 of 1,10,11
28,1,7:46.0,L. Aldridge makes 2-pt jump shot from 15 ft (assist by P. Mills),,12,11
29,1,7:30.0,,Turnover by N. Cole (lost ball; steal by D. Green),12,11
30,1,7:17.0,L. Aldridge misses 2-pt jump shot from 6 ft,,12,11
31,1,7:16.0,,Defensive rebound by K. Perkins,12,11
32,1,7:10.0,,Turnover by A. Davis (bad pass),12,11
33,1,6:45.0,D. Green misses 3-pt jump shot from 23 ft,,12,11
34,1,6:44.0,,Defensive rebound by E. Gordon,12,11
35,1,6:36.0,,D. Cunningham makes 2-pt jump shot from 21 ft (assist by E. Gordon),12,13
36,1,6:23.0,T. Duncan makes 2-pt jump shot from 19 ft (assist by P. Mills),,14,13
37,1,6:03.0,,D. Cunningham misses 3-pt jump shot from 25 ft,14,13
38,1,6:02.0,Defensive rebound by K. Leonard,,14,13
39,1,5:56.0,L. Aldridge makes 2-pt dunk at rim (assist by P. Mills),,16,13
40,1,5:44.0,,Turnover by A. Davis (lost ball; steal by P. Mills),16,13
41,1,5:39.0,Personal foul by N. Cole (drawn by L. Aldridge),,16,13
42,1,5:39.0,B. Diaw enters the game for T. Duncan,,16,13
43,1,5:39.0,K. Anderson enters the game for D. Green,,16,13
44,1,5:39.0,,R. Anderson enters the game for K. Perkins,16,13
45,1,5:35.0,K. Leonard misses 2-pt jump shot from 21 ft,,16,13
46,1,5:34.0,,Defensive rebound by R. Anderson,16,13
47,1,5:17.0,,E. Gordon makes 2-pt dunk at rim (assist by D. Cunningham),16,15
48,1,4:57.0,B. Diaw misses 2-pt jump shot from 13 ft,,16,15
49,1,4:57.0,,Defensive rebound by A. Davis,16,15
50,1,4:49.0,,A. Davis makes 2-pt dunk at rim (assist by N. Cole),16,17
51,1,4:28.0,K. Leonard makes 2-pt layup from 1 ft (assist by B. Diaw),,18,17
52,1,4:17.0,,E. Gordon misses 2-pt layup at rim,18,17
53,1,4:16.0,Defensive rebound by K. Anderson,,18,17
54,1,4:07.0,K. Leonard makes 2-pt dunk at rim,,20,17
55,1,3:48.0,,A. Davis misses 3-pt jump shot from 23 ft,20,17
56,1,3:47.0,Defensive rebound by K. Anderson,,20,17
57,1,3:34.0,Turnover by L. Aldridge (lost ball; steal by A. Davis),,20,17
58,1,3:25.0,,E. Gordon misses 3-pt jump shot from 25 ft,20,17
59,1,3:24.0,Defensive rebound by K. Anderson,,20,17
60,1,3:11.0,K. Leonard misses 2-pt jump shot from 17 ft,,20,17
61,1,3:10.0,,Defensive rebound by N. Cole,20,17
62,1,2:55.0,,D. Cunningham misses 2-pt jump shot from 18 ft,20,17
63,1,2:54.0,Defensive rebound by P. Mills,,20,17
64,1,2:35.0,L. Aldridge makes 2-pt hook shot from 6 ft,,22,17
65,1,2:30.0,,New Orleans full timeout,22,17
66,1,2:30.0,D. West enters the game for K. Leonard,,22,17
67,1,2:30.0,D. Green enters the game for L. Aldridge,,22,17
68,1,2:30.0,T. Parker enters the game for P. Mills,,22,17
69,1,2:30.0,,J. Holiday enters the game for E. Gordon,22,17
70,1,2:21.0,,J. Holiday makes 2-pt jump shot from 4 ft (assist by N. Cole),22,19
71,1,1:57.0,B. Diaw misses 2-pt jump shot from 13 ft,,22,19
72,1,1:56.0,,Defensive rebound by A. Davis,22,19
73,1,1:46.0,,Personal foul by K. Anderson (drawn by A. Davis),22,19
74,1,1:36.0,,R. Anderson misses 3-pt jump shot from 24 ft,22,19
75,1,1:36.0,Defensive rebound by D. West,,22,19
76,1,1:27.0,K. Anderson misses 2-pt jump shot from 16 ft,,22,19
77,1,1:26.0,,Defensive rebound by A. Davis,22,19
78,1,1:17.0,,R. Anderson makes 3-pt jump shot from 24 ft (assist by J. Holiday),22,22
79,1,1:03.0,Turnover by D. Green (bad pass; steal by J. Holiday),,22,22
80,1,1:00.0,,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),22,24
81,1,0:45.0,B. Diaw misses 2-pt layup from 1 ft,,22,24
82,1,0:44.0,,Defensive rebound by A. Davis,22,24
83,1,0:34.0,,R. Anderson makes 2-pt jump shot from 20 ft (assist by N. Cole),22,26
84,1,0:23.0,D. West misses 2-pt jump shot from 18 ft,,22,26
85,1,0:22.0,,Defensive rebound by R. Anderson,22,26
86,1,0:03.0,,R. Anderson misses 3-pt jump shot from 26 ft,22,26
87,1,0:02.0,Defensive rebound by T. Parker,,22,26
88,2,11:41.0,D. Green makes 2-pt layup from 1 ft (assist by T. Parker),,24,26
89,2,11:24.0,,Turnover by K. Perkins (lost ball; steal by K. Anderson),24,26
90,2,11:11.0,D. West misses 2-pt jump shot from 5 ft,,24,26
91,2,11:10.0,,Defensive rebound by R. Anderson,24,26
92,2,10:58.0,,J. Holiday misses 2-pt jump shot from 18 ft (block by K. Anderson),24,26
93,2,10:58.0,Defensive rebound by D. Green,,24,26
94,2,10:50.0,Turnover by D. West (bad pass),,24,26
95,2,10:26.0,,Turnover by A. Gee (bad pass),24,26
96,2,10:25.0,,L. Babbitt enters the game for K. Perkins,24,26
97,2,10:09.0,D. West makes 2-pt jump shot from 12 ft (assist by D. Green),,26,26
98,2,10:09.0,Shooting foul by R. Anderson (drawn by D. West),,26,26
99,2,10:09.0,A. Miller enters the game for D. Green,,26,26
100,2,10:09.0,D. West makes free throw 1 of 1,,27,26
101,2,9:57.0,,R. Anderson misses 2-pt jump shot from 11 ft (block by R. Butler),27,26
102,2,9:57.0,,Offensive rebound by Team,27,26
103,2,9:52.0,,R. Anderson misses 2-pt jump shot from 17 ft,27,26
104,2,9:51.0,Defensive rebound by D. West,,27,26
105,2,9:44.0,Personal foul by L. Babbitt (drawn by R. Butler),,27,26
