,QUARTER,TIME_REMAINING,PORTLAND_ACTION,WASHINGTON_ACTION,PORTLAND_SCORE,WASHINGTON_SCORE
0,1,11:44.0,,J. Wall misses 2-pt jump shot from 15 ft (block by A. Aminu),0,0
1,1,11:43.0,Defensive rebound by D. Lillard,,0,0
2,1,11:26.0,D. Lillard makes 2-pt layup at rim (assist by M. Plumlee),,2,0
3,1,11:13.0,,G. Temple misses 2-pt jump shot from 16 ft,2,0
4,1,11:12.0,Defensive rebound by N. Vonleh,,2,0
5,1,11:01.0,D. Lillard makes 2-pt jump shot from 17 ft,,4,0
6,1,10:53.0,,Turnover by J. Wall (bad pass; steal by M. Plumlee),4,0
7,1,10:45.0,D. Lillard misses 2-pt jump shot from 17 ft,,4,0
8,1,10:44.0,,Defensive rebound by M. Gortat,4,0
9,1,10:27.0,,J. Wall misses 2-pt jump shot from 18 ft,4,0
10,1,10:26.0,Defensive rebound by N. Vonleh,,4,0
11,1,10:19.0,Personal foul by K. Oubre (drawn by M. Plumlee),,4,0
12,1,10:14.0,C. McCollum makes 3-pt jump shot from 25 ft,,7,0
13,1,10:01.0,,G. Temple makes 2-pt jump shot from 20 ft (assist by J. Wall),7,2
14,1,9:46.0,Turnover by D. Lillard (bad pass; steal by J. Dudley),,7,2
15,1,9:42.0,,Shooting foul by A. Aminu (drawn by J. Dudley),7,2
16,1,9:42.0,,J. Dudley misses free throw 1 of 2,7,2
17,1,9:42.0,,Offensive rebound by Team,7,2
18,1,9:42.0,,J. Dudley misses free throw 2 of 2,7,2
19,1,9:42.0,Defensive rebound by N. Vonleh,,7,2
20,1,9:31.0,M. Plumlee makes 2-pt layup at rim,,9,2
21,1,9:19.0,,J. Wall misses 2-pt jump shot from 18 ft,9,2
22,1,9:18.0,Defensive rebound by A. Aminu,,9,2
23,1,9:06.0,C. McCollum makes 2-pt jump shot from 16 ft,,11,2
24,1,9:00.0,,G. Temple makes 2-pt layup from 1 ft (assist by J. Wall),11,4
25,1,8:41.0,A. Aminu makes 3-pt jump shot from 26 ft (assist by M. Plumlee),,14,4
26,1,8:21.0,,K. Oubre misses 2-pt layup from 1 ft,14,4
27,1,8:19.0,Defensive rebound by M. Plumlee,,14,4
28,1,8:14.0,Offensive foul by M. Plumlee (drawn by G. Temple),,14,4
29,1,8:14.0,Turnover by M. Plumlee (offensive foul),,14,4
30,1,8:14.0,,B. Beal enters the game for K. Oubre,14,4
31,1,8:01.0,,J. Dudley makes 2-pt jump shot from 16 ft (assist by G. Temple),14,6
32,1,7:34.0,N. Vonleh misses 2-pt jump shot from 19 ft,,14,6
33,1,7:33.0,,Defensive rebound by M. Gortat,14,6
34,1,7:26.0,,J. Wall misses 2-pt layup from 1 ft,14,6
35,1,7:25.0,Defensive rebound by A. Aminu,,14,6
36,1,7:17.0,D. Lillard misses 2-pt layup at rim (block by M. Gortat),,14,6
37,1,7:15.0,Offensive rebound by Team,,14,6
38,1,7:09.0,C. McCollum makes 3-pt jump shot from 27 ft (assist by D. Lillard),,17,6
39,1,6:51.0,,J. Dudley misses 2-pt jump shot from 15 ft,17,6
40,1,6:50.0,Defensive rebound by C. McCollum,,17,6
41,1,6:46.0,Turnover by C. McCollum (bad pass),,17,6
42,1,6:38.0,,Turnover by J. Wall (lost ball),17,6
43,1,6:14.0,C. McCollum misses 3-pt jump shot from 27 ft,,17,6
44,1,6:12.0,,Defensive rebound by J. Dudley,17,6
45,1,5:53.0,,M. Gortat misses 2-pt layup from 1 ft (block by M. Plumlee),17,6
46,1,5:51.0,Defensive rebound by A. Aminu,,17,6
47,1,5:40.0,D. Lillard misses 3-pt jump shot from 23 ft,,17,6
48,1,5:39.0,,Defensive rebound by G. Temple,17,6
49,1,5:38.0,,Personal foul by N. Vonleh (drawn by G. Temple),17,6
50,1,5:38.0,,Washington full timeout,17,6
51,1,5:38.0,,N. Hilário enters the game for J. Dudley,17,6
52,1,5:20.0,,M. Gortat misses 2-pt jump shot from 10 ft,17,6
53,1,5:19.0,Defensive rebound by N. Vonleh,,17,6
54,1,5:05.0,N. Vonleh makes 2-pt hook shot from 4 ft,,19,6
55,1,4:56.0,,N. Hilário makes 2-pt layup at rim (assist by J. Wall),19,8
56,1,4:31.0,M. Plumlee misses 2-pt layup from 1 ft,,19,8
57,1,4:30.0,,Defensive rebound by M. Gortat,19,8
58,1,4:26.0,,Personal block foul by D. Lillard (drawn by J. Wall),19,8
59,1,4:26.0,A. Crabbe enters the game for N. Vonleh,,19,8
60,1,4:26.0,M. Leonard enters the game for M. Plumlee,,19,8
61,1,4:26.0,E. Davis enters the game for C. McCollum,,19,8
62,1,4:20.0,,N. Hilário makes 2-pt jump shot from 11 ft (assist by B. Beal),19,10
63,1,3:54.0,A. Crabbe misses 2-pt jump shot from 16 ft,,19,10
64,1,3:53.0,Offensive rebound by E. Davis,,19,10
65,1,3:48.0,E. Davis misses 2-pt layup from 1 ft (block by N. Hilário),,19,10
66,1,3:47.0,,Defensive rebound by J. Wall,19,10
67,1,3:45.0,,B. Beal misses 3-pt jump shot from 24 ft,19,10
68,1,3:43.0,Defensive rebound by M. Leonard,,19,10
69,1,3:32.0,Turnover by A. Aminu (lost ball; steal by J. Wall),,19,10
70,1,3:16.0,,M. Gortat makes 2-pt jump shot from 8 ft (assist by N. Hilário),19,12
71,1,2:54.0,Shooting foul by N. Hilário (drawn by E. Davis),,19,12
72,1,2:54.0,Portland full timeout,,19,12
73,1,2:54.0,,R. Sessions enters the game for J. Wall,19,12
74,1,2:54.0,E. Davis misses free throw 1 of 2,,19,12
75,1,2:54.0,Offensive rebound by Team,,19,12
76,1,2:54.0,E. Davis misses free throw 2 of 2,,19,12
77,1,2:53.0,,Defensive rebound by M. Gortat,19,12
78,1,2:29.0,,G. Temple misses 3-pt jump shot from 25 ft,19,12
79,1,2:28.0,Defensive rebound by M. Leonard,,19,12
80,1,2:17.0,M. Leonard misses 3-pt jump shot from 25 ft,,19,12
81,1,2:16.0,,Defensive rebound by M. Gortat,19,12
82,1,2:06.0,,N. Hilário misses 2-pt jump shot from 19 ft,19,12
83,1,2:04.0,Defensive rebound by E. Davis,,19,12
84,1,1:49.0,M. Leonard makes 3-pt jump shot from 25 ft (assist by D. Lillard),,22,12
85,1,1:42.0,,Shooting foul by A. Aminu (drawn by G. Temple),22,12
86,1,1:42.0,,G. Temple misses free throw 1 of 2,22,12
87,1,1:42.0,,Offensive rebound by Team,22,12
88,1,1:42.0,G. Henderson enters the game for A. Aminu,,22,12
89,1,1:42.0,,J. Dudley enters the game for M. Gortat,22,12
90,1,1:42.0,,G. Temple makes free throw 2 of 2,22,13
91,1,1:26.0,A. Crabbe makes 2-pt jump shot from 19 ft,,24,13
92,1,1:14.0,,R. Sessions makes 2-pt jump shot from 15 ft,24,15
93,1,0:57.0,D. Lillard makes 2-pt jump shot from 19 ft (assist by A. Crabbe),,26,15
94,1,0:42.0,,N. Hilário misses 2-pt jump shot from 14 ft,26,15
95,1,0:41.0,Defensive rebound by G. Henderson,,26,15
96,1,0:29.0,A. Crabbe makes 3-pt jump shot from 24 ft (assist by D. Lillard),,29,15
97,1,0:10.0,,R. Sessions makes 2-pt layup from 2 ft,29,17
98,1,0:03.0,Personal take foul by R. Sessions (drawn by D. Lillard),,29,17
99,1,0:03.0,C. McCollum enters the game for E. Davis,,29,17
100,1,0:03.0,,G. Neal enters the game for J. Dudley,29,17
101,1,0:01.0,M. Leonard makes 3-pt jump shot from 26 ft (assist by D. Lillard),,32,17
102,2,11:40.0,E. Davis misses 2-pt layup from 2 ft,,32,17
103,2,11:40.0,Offensive rebound by G. Henderson,,32,17
104,2,11:40.0,G. Henderson makes 2-pt layup from 8 ft,,34,17
105,2,11:40.0,Shooting foul by B. Beal (drawn by G. Henderson),,34,17
106,2,11:40.0,G. Henderson misses free throw 1 of 1,,34,17
107,2,11:36.0,,Defensive rebound by N. Hilário,34,17
108,2,11:24.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Dudley),34,20
109,2,10:58.0,G. Henderson makes 2-pt jump shot from 14 ft,,36,20
110,2,10:40.0,,J. Dudley makes 3-pt jump shot from 27 ft (assist by B. Beal),36,23
111,2,10:12.0,M. Leonard makes 2-pt jump shot from 19 ft (assist by C. McCollum),,38,23
112,2,10:00.0,,N. Hilário makes 2-pt jump shot from 15 ft (assist by B. Beal),38,25
113,2,9:46.0,Turnover by M. Leonard (bad pass; steal by N. Hilário),,38,25
114,2,9:38.0,,J. Dudley makes 3-pt jump shot from 25 ft (assist by B. Beal),38,28
115,2,9:16.0,G. Henderson makes 3-pt jump shot from 24 ft (assist by M. Leonard),,41,28
116,2,9:02.0,,N. Hilário makes 2-pt layup from 1 ft (assist by R. Sessions),41,30
117,2,8:43.0,C. McCollum misses 2-pt jump shot from 13 ft,,41,30
118,2,8:42.0,,Defensive rebound by R. Sessions,41,30
119,2,8:25.0,,Turnover by N. Hilário (bad pass; steal by A. Crabbe),41,30
120,2,8:16.0,C. McCollum makes 3-pt jump shot from 29 ft,,44,30
121,2,8:11.0,,Washington full timeout,44,30
122,2,8:11.0,,J. Wall enters the game for N. Hilário,44,30
123,2,8:11.0,,M. Gortat enters the game for B. Beal,44,30
124,2,8:00.0,,M. Gortat makes 2-pt layup at rim (assist by J. Wall),44,32
125,2,7:44.0,A. Crabbe misses 2-pt jump shot from 17 ft,,44,32
126,2,7:42.0,Offensive rebound by E. Davis,,44,32
127,2,7:33.0,E. Davis makes 2-pt layup from 2 ft (assist by A. Crabbe),,46,32
128,2,7:33.0,Shooting foul by J. Wall (drawn by E. Davis),,46,32
129,2,7:33.0,E. Davis makes free throw 1 of 1,,47,32
130,2,7:20.0,,J. Wall makes 2-pt jump shot from 16 ft,47,34
131,2,7:01.0,M. Leonard misses 3-pt jump shot from 26 ft,,47,34
132,2,7:00.0,,Defensive rebound by G. Neal,47,34
133,2,6:50.0,,J. Dudley misses 3-pt jump shot from 22 ft,47,34
134,2,6:49.0,Defensive rebound by G. Henderson,,47,34
135,2,6:43.0,Turnover by G. Henderson (bad pass; steal by J. Wall),,47,34
136,2,6:34.0,,J. Wall misses 3-pt jump shot from 25 ft,47,34
137,2,6:33.0,Defensive rebound by M. Leonard,,47,34
138,2,6:12.0,M. Leonard makes 2-pt jump shot from 15 ft,,49,34
139,2,6:03.0,,G. Neal makes 2-pt jump shot from 17 ft (assist by R. Sessions),49,36
140,2,5:46.0,Personal foul by J. Dudley (drawn by C. McCollum),,49,36
141,2,5:46.0,Official timeout,,49,36
142,2,5:46.0,,G. Temple enters the game for R. Sessions,49,36
143,2,5:46.0,M. Plumlee enters the game for E. Davis,,49,36
144,2,5:46.0,D. Lillard enters the game for C. McCollum,,49,36
145,2,5:34.0,D. Lillard misses 3-pt jump shot from 24 ft,,49,36
146,2,5:33.0,,Defensive rebound by G. Neal,49,36
147,2,5:28.0,,G. Neal makes 2-pt jump shot from 8 ft,49,38
148,2,5:28.0,,Shooting foul by G. Henderson (drawn by G. Neal),49,38
149,2,5:28.0,A. Aminu enters the game for G. Henderson,,49,38
150,2,5:28.0,M. Harkless enters the game for M. Leonard,,49,38
151,2,5:28.0,,G. Neal makes free throw 1 of 1,49,39
152,2,5:07.0,A. Crabbe makes 2-pt jump shot from 16 ft,,51,39
153,2,4:57.0,,G. Neal misses 2-pt jump shot from 19 ft,51,39
