,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,ATLANTA_ACTION,BROOKLYN_SCORE,ATLANTA_SCORE
0,1,11:40.0,,Turnover by D. Schröder (bad pass; steal by T. Young),0,0
1,1,11:36.0,Turnover by J. Jack (bad pass),,0,0
2,1,11:15.0,,P. Millsap makes 3-pt jump shot from 24 ft (assist by J. Teague),0,3
3,1,10:53.0,M. Brown makes 3-pt jump shot from 24 ft (assist by J. Johnson),,3,3
4,1,10:36.0,,P. Millsap misses 3-pt jump shot from 24 ft,3,3
5,1,10:34.0,Defensive rebound by B. Lopez,,3,3
6,1,10:20.0,T. Young makes 2-pt hook shot from 5 ft,,5,3
7,1,10:02.0,,D. Schröder misses 2-pt layup from 1 ft,5,3
8,1,10:01.0,Defensive rebound by J. Jack,,5,3
9,1,9:51.0,J. Jack makes 2-pt jump shot from 5 ft,,7,3
10,1,9:42.0,,Shooting foul by J. Johnson (drawn by J. Teague),7,3
11,1,9:42.0,,J. Teague misses free throw 1 of 2,7,3
12,1,9:42.0,,Offensive rebound by Team,7,3
13,1,9:42.0,,J. Teague makes free throw 2 of 2,7,4
14,1,9:25.0,J. Johnson misses 2-pt jump shot from 18 ft,,7,4
15,1,9:24.0,,Defensive rebound by D. Schröder,7,4
16,1,9:19.0,,Personal foul by M. Brown (drawn by D. Schröder),7,4
17,1,9:14.0,,D. Schröder makes 2-pt jump shot from 17 ft,7,6
18,1,8:59.0,J. Johnson misses 3-pt jump shot from 24 ft,,7,6
19,1,8:56.0,,Defensive rebound by A. Horford,7,6
20,1,8:45.0,,Turnover by D. Schröder (bad pass; steal by M. Brown),7,6
21,1,8:40.0,T. Young misses 2-pt layup from 1 ft (block by K. Bazemore),,7,6
22,1,8:40.0,Offensive rebound by Team,,7,6
23,1,8:22.0,J. Jack misses 2-pt jump shot from 19 ft (block by A. Horford),,7,6
24,1,8:19.0,,Defensive rebound by P. Millsap,7,6
25,1,8:15.0,,Shooting foul by M. Brown (drawn by A. Horford),7,6
26,1,8:15.0,,A. Horford makes free throw 1 of 2,7,7
27,1,8:15.0,,A. Horford makes free throw 2 of 2,7,8
28,1,7:56.0,J. Johnson misses 2-pt layup from 1 ft (block by K. Bazemore),,7,8
29,1,7:54.0,Offensive rebound by T. Young,,7,8
30,1,7:52.0,Turnover by T. Young (lost ball),,7,8
31,1,7:41.0,,A. Horford makes 2-pt jump shot from 15 ft (assist by J. Teague),7,10
32,1,7:17.0,B. Lopez makes 2-pt jump shot from 6 ft,,9,10
33,1,6:57.0,,D. Schröder misses 3-pt jump shot from 24 ft,9,10
34,1,6:55.0,Defensive rebound by J. Jack,,9,10
35,1,6:51.0,T. Young makes 2-pt layup from 1 ft (assist by J. Jack),,11,10
36,1,6:32.0,,A. Horford misses 2-pt jump shot from 10 ft,11,10
37,1,6:31.0,Defensive rebound by J. Johnson,,11,10
38,1,6:27.0,Turnover by M. Brown (bad pass; steal by K. Bazemore),,11,10
39,1,6:20.0,,D. Schröder misses 3-pt jump shot from 24 ft,11,10
40,1,6:18.0,Defensive rebound by Team,,11,10
41,1,6:18.0,,J. Holiday enters the game for J. Teague,11,10
42,1,6:18.0,,T. Splitter enters the game for A. Horford,11,10
43,1,6:07.0,J. Jack misses 2-pt jump shot from 6 ft,,11,10
44,1,6:05.0,Offensive rebound by B. Lopez,,11,10
45,1,6:02.0,T. Young misses 3-pt jump shot from 23 ft,,11,10
46,1,6:00.0,,Defensive rebound by K. Bazemore,11,10
47,1,5:41.0,,K. Bazemore makes 3-pt jump shot from 24 ft (assist by P. Millsap),11,13
48,1,5:23.0,M. Brown misses 3-pt jump shot from 24 ft,,11,13
49,1,5:19.0,Offensive rebound by T. Young,,11,13
50,1,5:19.0,Brooklyn full timeout,,11,13
51,1,5:19.0,B. Bogdanović enters the game for M. Brown,,11,13
52,1,5:19.0,W. Ellington enters the game for J. Johnson,,11,13
53,1,5:19.0,S. Larkin enters the game for J. Jack,,11,13
54,1,5:06.0,Personal foul by D. Schröder (drawn by W. Ellington),,11,13
55,1,4:57.0,B. Lopez misses 2-pt layup from 2 ft,,11,13
56,1,4:57.0,,Defensive rebound by Team,11,13
57,1,4:43.0,,D. Schröder misses 2-pt jump shot from 16 ft,11,13
58,1,4:39.0,,Offensive rebound by P. Millsap,11,13
59,1,4:32.0,,P. Millsap misses 2-pt layup from 2 ft,11,13
60,1,4:31.0,Defensive rebound by S. Larkin,,11,13
61,1,4:22.0,Turnover by T. Young (lost ball; steal by P. Millsap),,11,13
62,1,4:15.0,,J. Holiday misses 3-pt jump shot from 25 ft,11,13
63,1,4:13.0,,Offensive rebound by T. Splitter,11,13
64,1,4:10.0,,T. Splitter makes 2-pt hook shot from 2 ft,11,15
65,1,3:52.0,T. Young makes 2-pt jump shot from 17 ft (assist by W. Ellington),,13,15
66,1,3:30.0,,P. Millsap makes 2-pt jump shot from 18 ft (assist by T. Splitter),13,17
67,1,3:12.0,Turnover by B. Bogdanović (lost ball; steal by P. Millsap),,13,17
68,1,3:05.0,,J. Holiday misses 2-pt jump shot from 4 ft (block by T. Young),13,17
69,1,3:05.0,,Offensive rebound by Team,13,17
70,1,3:05.0,,Atlanta full timeout,13,17
71,1,3:05.0,,S. Mack enters the game for D. Schröder,13,17
72,1,3:05.0,,T. Sefolosha enters the game for K. Bazemore,13,17
73,1,2:50.0,,T. Splitter makes 2-pt layup at rim (assist by T. Sefolosha),13,19
74,1,2:35.0,Personal foul by T. Splitter (drawn by S. Larkin),,13,19
75,1,2:35.0,,M. Scott enters the game for P. Millsap,13,19
76,1,2:29.0,Turnover by S. Larkin (lost ball; steal by J. Holiday),,13,19
77,1,2:18.0,,T. Splitter makes 2-pt dunk at rim (assist by J. Holiday),13,21
78,1,1:51.0,B. Lopez makes 2-pt jump shot from 12 ft,,15,21
79,1,1:36.0,,M. Scott misses 2-pt jump shot from 7 ft,15,21
80,1,1:33.0,Defensive rebound by B. Lopez,,15,21
81,1,1:28.0,Personal foul by M. Scott (drawn by T. Young),,15,21
82,1,1:28.0,A. Bargnani enters the game for T. Young,,15,21
83,1,1:28.0,T. Robinson enters the game for B. Lopez,,15,21
84,1,1:14.0,B. Bogdanović misses 3-pt jump shot from 22 ft,,15,21
85,1,1:13.0,Offensive rebound by W. Ellington,,15,21
86,1,1:10.0,S. Larkin misses 2-pt jump shot from 12 ft (block by J. Holiday),,15,21
87,1,1:08.0,,Defensive rebound by T. Sefolosha,15,21
88,1,1:05.0,,Personal foul by W. Ellington (drawn by M. Scott),15,21
89,1,1:05.0,,M. Scott makes free throw 1 of 2,15,22
90,1,1:05.0,,A. Horford enters the game for T. Splitter,15,22
91,1,1:05.0,,J. Teague enters the game for J. Holiday,15,22
92,1,1:05.0,,M. Scott makes free throw 2 of 2,15,23
93,1,0:50.0,W. Ellington misses 3-pt jump shot from 24 ft,,15,23
94,1,0:48.0,,Defensive rebound by A. Horford,15,23
95,1,0:41.0,,S. Mack misses 2-pt layup from 1 ft,15,23
96,1,0:40.0,Defensive rebound by W. Ellington,,15,23
97,1,0:29.0,B. Bogdanović makes 2-pt layup from 1 ft,,17,23
98,1,0:13.0,,J. Teague misses 3-pt jump shot from 24 ft,17,23
99,1,0:10.0,Defensive rebound by W. Ellington,,17,23
100,1,0:00.0,S. Larkin misses 2-pt jump shot from 17 ft,,17,23
101,1,0:00.0,Offensive rebound by Team,,17,23
102,2,11:41.0,T. Robinson misses 2-pt jump shot from 12 ft,,17,23
103,2,11:40.0,,Defensive rebound by A. Horford,17,23
104,2,11:26.0,,J. Teague makes 2-pt jump shot from 11 ft (assist by M. Scott),17,25
105,2,11:09.0,B. Bogdanović misses 2-pt jump shot from 9 ft,,17,25
106,2,11:08.0,,Defensive rebound by S. Mack,17,25
