,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,INDIANA_ACTION,CLEVELAND_SCORE,INDIANA_SCORE
82,1,2:51.0,K. Irving misses 3-pt jump shot from 27 ft,,24,30
83,1,2:50.0,,Defensive rebound by P. George,24,30
84,1,2:40.0,,L. Allen makes 2-pt dunk from 1 ft,24,32
85,1,2:38.0,Cleveland full timeout,,24,32
86,1,2:22.0,J. Smith makes 2-pt jump shot from 16 ft,,26,32
87,1,2:09.0,,Turnover by P. George (bad pass; steal by K. Irving),26,32
88,1,1:55.0,M. Dellavedova makes 2-pt jump shot from 10 ft,,28,32
89,1,1:41.0,,Personal foul by J. Smith,28,32
90,1,1:41.0,,P. George misses free throw 1 of 2,28,32
91,1,1:41.0,,Offensive rebound by Team,28,32
92,1,1:41.0,R. Jefferson enters the game for J. Smith,,28,32
93,1,1:41.0,,P. George makes free throw 2 of 2,28,33
94,1,1:31.0,K. Irving makes 2-pt layup from 1 ft,,30,33
95,1,1:15.0,,Turnover by S. Hill (bad pass),30,33
96,1,1:02.0,Turnover by K. Irving (bad pass; steal by S. Hill),,30,33
97,1,0:58.0,,R. Stuckey misses 2-pt layup from 1 ft,30,33
98,1,0:57.0,Defensive rebound by T. Thompson,,30,33
99,1,0:49.0,Shooting foul by L. Allen (drawn by T. Thompson),,30,33
100,1,0:49.0,T. Thompson misses free throw 1 of 2,,30,33
101,1,0:49.0,Offensive rebound by Team,,30,33
102,1,0:49.0,,J. Hill enters the game for L. Allen,30,33
103,1,0:49.0,T. Thompson makes free throw 2 of 2,,31,33
104,1,0:34.0,Offensive charge foul by R. Stuckey (drawn by M. Dellavedova),,31,33
105,1,0:34.0,,Turnover by R. Stuckey (offensive foul),31,33
106,1,0:17.0,K. Irving makes 2-pt jump shot from 17 ft,,33,33
107,1,0:00.0,,S. Hill makes 3-pt jump shot from 23 ft (assist by J. Hill),33,36
108,2,11:44.0,M. Williams misses 3-pt jump shot from 26 ft,,33,36
109,2,11:43.0,,Defensive rebound by S. Hill,33,36
110,2,11:26.0,,C. Miles misses 3-pt jump shot from 24 ft,33,36
111,2,11:24.0,Defensive rebound by R. Jefferson,,33,36
112,2,11:16.0,T. Thompson makes 2-pt dunk from 2 ft (assist by M. Dellavedova),,35,36
113,2,10:52.0,,J. Hill makes 2-pt jump shot from 16 ft,35,38
114,2,10:35.0,M. Dellavedova misses 2-pt jump shot from 11 ft,,35,38
115,2,10:34.0,Offensive rebound by T. Thompson,,35,38
116,2,10:34.0,T. Thompson misses 2-pt layup from 1 ft,,35,38
117,2,10:32.0,Offensive rebound by T. Thompson,,35,38
118,2,10:32.0,T. Thompson makes 2-pt layup from 1 ft,,37,38
119,2,10:18.0,,M. Ellis misses 2-pt jump shot from 17 ft,37,38
120,2,10:17.0,Defensive rebound by M. Williams,,37,38
121,2,10:14.0,,Violation by S. Hill (def goaltending),37,38
122,2,10:14.0,M. Williams makes 2-pt layup from 1 ft,,39,38
123,2,9:49.0,,C. Miles makes 3-pt jump shot from 25 ft,39,41
124,2,9:31.0,M. Williams misses 3-pt jump shot from 26 ft,,39,41
125,2,9:30.0,,Defensive rebound by M. Ellis,39,41
126,2,9:26.0,,R. Stuckey misses 2-pt jump shot from 5 ft,39,41
127,2,9:25.0,Defensive rebound by C. Frye,,39,41
128,2,9:12.0,R. Jefferson misses 3-pt jump shot from 25 ft,,39,41
129,2,9:10.0,Offensive rebound by M. Dellavedova,,39,41
130,2,9:01.0,Shooting foul by S. Hill (drawn by C. Frye),,39,41
131,2,9:01.0,C. Frye makes free throw 1 of 2,,40,41
132,2,9:01.0,C. Frye makes free throw 2 of 2,,41,41
133,2,8:42.0,,J. Hill makes 2-pt hook shot from 3 ft (assist by M. Ellis),41,43
134,2,8:28.0,R. Jefferson misses 3-pt jump shot from 25 ft,,41,43
135,2,8:28.0,,Defensive rebound by S. Hill,41,43
136,2,8:20.0,,S. Hill makes 3-pt jump shot from 25 ft (assist by M. Ellis),41,46
137,2,7:58.0,M. Williams misses 3-pt jump shot from 23 ft,,41,46
138,2,7:57.0,,Defensive rebound by S. Hill,41,46
139,2,7:44.0,,C. Miles makes 3-pt jump shot from 25 ft (assist by M. Ellis),41,49
140,2,7:44.0,Cleveland full timeout,,41,49
141,2,7:30.0,Personal foul by M. Ellis,,41,49
142,2,7:22.0,Turnover by T. Thompson (lost ball; steal by C. Miles),,41,49
143,2,7:14.0,,S. Hill makes 3-pt jump shot from 24 ft (assist by M. Ellis),41,52
144,2,6:55.0,M. Williams misses 2-pt jump shot from 18 ft,,41,52
145,2,6:54.0,,Defensive rebound by S. Hill,41,52
146,2,6:46.0,,R. Stuckey makes 2-pt layup from 1 ft,41,54
147,2,6:46.0,,Shooting foul by C. Frye (drawn by R. Stuckey),41,54
148,2,6:46.0,K. Love enters the game for C. Frye,,41,54
149,2,6:46.0,K. Irving enters the game for M. Dellavedova,,41,54
150,2,6:46.0,I. Shumpert enters the game for M. Williams,,41,54
151,2,6:46.0,,R. Stuckey makes free throw 1 of 1,41,55
152,2,6:30.0,Turnover by K. Irving (bad pass; steal by J. Hill),,41,55
153,2,6:20.0,,M. Ellis misses 2-pt jump shot from 20 ft,41,55
154,2,6:19.0,Defensive rebound by T. Thompson,,41,55
155,2,6:10.0,K. Irving makes 2-pt jump shot from 17 ft,,43,55
156,2,6:01.0,,Turnover by R. Stuckey (lost ball; steal by K. Irving),43,55
157,2,5:56.0,K. Irving makes 2-pt layup from 1 ft,,45,55
158,2,5:48.0,,Indiana full timeout,45,55
159,2,5:33.0,,Personal foul by K. Irving,45,55
160,2,5:33.0,,R. Stuckey makes free throw 1 of 2,45,56
161,2,5:33.0,,R. Stuckey makes free throw 2 of 2,45,57
162,2,5:16.0,K. Love misses 2-pt hook shot from 6 ft,,45,57
163,2,5:16.0,,Defensive rebound by S. Hill,45,57
164,2,5:06.0,J. Smith enters the game for T. Thompson,,45,57
165,2,5:01.0,,Turnover by M. Ellis (bad pass; steal by K. Irving),45,57
166,2,4:56.0,K. Irving makes 2-pt layup from 2 ft,,47,57
167,2,4:36.0,,J. Hill misses 2-pt layup from 3 ft,47,57
168,2,4:35.0,Defensive rebound by K. Love,,47,57
169,2,4:29.0,K. Irving misses 3-pt jump shot from 24 ft,,47,57
170,2,4:27.0,,Defensive rebound by J. Hill,47,57
171,2,4:17.0,,R. Stuckey misses 3-pt jump shot from 23 ft,47,57
172,2,4:16.0,,Offensive rebound by J. Hill,47,57
173,2,4:15.0,,J. Hill makes 2-pt layup from 1 ft,47,59
174,2,3:55.0,Shooting foul by J. Hill (drawn by J. Smith),,47,59
175,2,3:55.0,J. Smith makes free throw 1 of 2,,48,59
176,2,3:55.0,,G. Hill enters the game for R. Stuckey,48,59
177,2,3:55.0,,P. George enters the game for J. Hill,48,59
178,2,3:55.0,,I. Mahinmi enters the game for C. Miles,48,59
179,2,3:55.0,J. Smith makes free throw 2 of 2,,49,59
180,2,3:43.0,,M. Ellis misses 2-pt layup from 1 ft,49,59
181,2,3:42.0,,Offensive rebound by M. Ellis,49,59
182,2,3:42.0,,M. Ellis makes 2-pt layup from 1 ft,49,61
183,2,3:30.0,Shooting foul by G. Hill (drawn by K. Love),,49,61
184,2,3:30.0,K. Love makes free throw 1 of 2,,50,61
185,2,3:30.0,,C. Miles enters the game for S. Hill,50,61
186,2,3:30.0,M. Dellavedova enters the game for R. Jefferson,,50,61
187,2,3:30.0,K. Love makes free throw 2 of 2,,51,61
188,2,3:16.0,,I. Mahinmi makes 2-pt hook shot from 2 ft (assist by M. Ellis),51,63
189,2,3:03.0,K. Irving makes 2-pt layup from 2 ft,,53,63
190,2,2:54.0,,Personal foul by K. Love,53,63
191,2,2:54.0,Official timeout,,53,63
192,2,2:40.0,,Turnover by G. Hill (step out of bounds),53,63
193,2,2:29.0,K. Love makes 3-pt jump shot from 25 ft (assist by K. Irving),,56,63
194,2,2:15.0,,M. Ellis makes 2-pt layup from 1 ft,56,65
195,2,2:08.0,K. Irving misses 2-pt layup from 1 ft,,56,65
196,2,2:08.0,,Defensive rebound by C. Miles,56,65
197,2,2:01.0,,P. George misses 3-pt jump shot from 24 ft,56,65
198,2,2:00.0,Defensive rebound by K. Irving,,56,65
199,2,1:49.0,Shooting foul by C. Miles (drawn by K. Love),,56,65
200,2,1:49.0,K. Love makes free throw 1 of 2,,57,65
201,2,1:49.0,R. Jefferson enters the game for J. Smith,,57,65
202,2,1:49.0,K. Love makes free throw 2 of 2,,58,65
203,2,1:35.0,,Turnover by P. George (bad pass; steal by R. Jefferson),58,65
204,2,1:30.0,Personal foul by G. Hill,,58,65
205,2,1:30.0,K. Irving makes free throw 1 of 2,,59,65
206,2,1:30.0,C. Frye enters the game for K. Love,,59,65
207,2,1:30.0,K. Irving misses free throw 2 of 2,,59,65
208,2,1:30.0,,Defensive rebound by C. Miles,59,65
209,2,1:14.0,,P. George makes 2-pt layup from 1 ft,59,67
210,2,1:05.0,I. Shumpert misses 3-pt jump shot from 23 ft,,59,67
211,2,1:02.0,Offensive rebound by M. Dellavedova,,59,67
212,2,0:52.0,C. Frye misses 3-pt jump shot from 24 ft,,59,67
213,2,0:51.0,,Defensive rebound by Team,59,67
214,2,0:47.0,,Personal foul by I. Shumpert,59,67
215,2,0:47.0,,Indiana full timeout,59,67
216,2,0:47.0,,R. Stuckey enters the game for I. Mahinmi,59,67
217,2,0:47.0,,L. Allen enters the game for G. Hill,59,67
218,2,0:31.0,,C. Miles makes 3-pt jump shot from 26 ft (assist by L. Allen),59,70
219,2,0:17.0,K. Irving makes 2-pt layup from 1 ft,,61,70
220,2,0:00.0,,R. Stuckey misses 3-pt jump shot from 25 ft,61,70
221,2,0:00.0,,Offensive rebound by Team,61,70
222,3,11:42.0,K. Love misses 3-pt jump shot from 24 ft,,61,70
223,3,11:42.0,,Defensive rebound by M. Ellis,61,70
224,3,11:30.0,,Personal foul by I. Shumpert,61,70
225,3,11:19.0,,M. Ellis misses 3-pt jump shot from 23 ft,61,70
226,3,11:18.0,,Offensive rebound by I. Mahinmi,61,70
227,3,11:17.0,,Shooting foul by K. Love (drawn by I. Mahinmi),61,70
228,3,11:17.0,,I. Mahinmi makes free throw 1 of 2,61,71
229,3,11:17.0,,I. Mahinmi makes free throw 2 of 2,61,72
230,3,11:05.0,Shooting foul by S. Hill (drawn by K. Love),,61,72
231,3,11:05.0,K. Love makes free throw 1 of 2,,62,72
232,3,11:05.0,K. Love makes free throw 2 of 2,,63,72
233,3,10:47.0,,G. Hill makes 3-pt jump shot from 24 ft (assist by M. Ellis),63,75
234,3,10:35.0,K. Irving misses 3-pt jump shot from 27 ft,,63,75
235,3,10:34.0,,Defensive rebound by P. George,63,75
236,3,10:28.0,,Turnover by P. George (lost ball),63,75
237,3,10:13.0,K. Love misses 2-pt jump shot from 17 ft,,63,75
238,3,10:13.0,,Defensive rebound by P. George,63,75
239,3,10:03.0,,G. Hill misses 2-pt jump shot from 18 ft,63,75
240,3,10:02.0,Defensive rebound by K. Love,,63,75
241,3,9:52.0,K. Irving makes 2-pt jump shot from 13 ft,,65,75
242,3,9:32.0,,I. Mahinmi misses 2-pt hook shot from 4 ft,65,75
243,3,9:31.0,,Offensive rebound by I. Mahinmi,65,75
244,3,9:30.0,Offensive charge foul by I. Mahinmi (drawn by T. Mozgov),,65,75
245,3,9:30.0,,Turnover by I. Mahinmi (offensive foul),65,75
246,3,9:16.0,K. Irving makes 3-pt jump shot from 25 ft (assist by J. Smith),,68,75
247,3,8:56.0,Violation by T. Mozgov (def goaltending),,68,75
248,3,8:56.0,,I. Mahinmi makes 2-pt layup from 3 ft (assist by P. George),68,77
249,3,8:37.0,J. Smith makes 2-pt jump shot from 13 ft,,70,77
250,3,8:27.0,,S. Hill misses 3-pt jump shot from 25 ft,70,77
251,3,8:26.0,Defensive rebound by K. Irving,,70,77
252,3,8:22.0,K. Love misses 2-pt layup from 2 ft (block by S. Hill),,70,77
253,3,8:21.0,,Defensive rebound by M. Ellis,70,77
254,3,8:15.0,,S. Hill makes 2-pt layup from 1 ft (assist by M. Ellis),70,79
255,3,8:08.0,Cleveland full timeout,,70,79
256,3,8:08.0,R. Jefferson enters the game for K. Love,,70,79
257,3,7:58.0,J. Smith misses 2-pt jump shot from 7 ft,,70,79
258,3,7:57.0,,Defensive rebound by M. Ellis,70,79
259,3,7:45.0,,G. Hill makes 2-pt dunk from 2 ft (assist by I. Mahinmi),70,81
260,3,7:30.0,Turnover by K. Irving (bad pass; steal by S. Hill),,70,81
261,3,7:24.0,,Turnover by S. Hill (lost ball; steal by R. Jefferson),70,81
262,3,7:10.0,R. Jefferson makes 2-pt layup from 3 ft (assist by J. Smith),,72,81
263,3,6:47.0,,M. Ellis makes 2-pt jump shot from 17 ft,72,83
264,3,6:27.0,K. Irving makes 2-pt layup from 2 ft,,74,83
265,3,6:16.0,,Turnover by I. Mahinmi (traveling),74,83
266,3,6:02.0,K. Irving misses 3-pt jump shot from 26 ft,,74,83
267,3,6:01.0,,Defensive rebound by M. Ellis,74,83
268,3,5:52.0,,M. Ellis misses 2-pt layup from 2 ft (block by J. Smith),74,83
269,3,5:51.0,Defensive rebound by T. Mozgov,,74,83
270,3,5:43.0,J. Smith misses 3-pt jump shot from 24 ft,,74,83
271,3,5:42.0,,Defensive rebound by I. Mahinmi,74,83
272,3,5:26.0,,Personal foul by I. Shumpert,74,83
273,3,5:20.0,,P. George makes 3-pt jump shot from 24 ft (assist by I. Mahinmi),74,86
274,3,5:00.0,Turnover by I. Shumpert (bad pass; steal by I. Mahinmi),,74,86
275,3,4:55.0,,Shooting foul by R. Jefferson (drawn by I. Mahinmi),74,86
276,3,4:55.0,,I. Mahinmi makes free throw 1 of 2,74,87
277,3,4:55.0,T. Thompson enters the game for I. Shumpert,,74,87
278,3,4:55.0,,I. Mahinmi makes free throw 2 of 2,74,88
279,3,4:45.0,Shooting foul by G. Hill (drawn by K. Irving),,74,88
280,3,4:45.0,K. Irving makes free throw 1 of 2,,75,88
281,3,4:45.0,,R. Stuckey enters the game for G. Hill,75,88
282,3,4:45.0,K. Irving makes free throw 2 of 2,,76,88
283,3,4:21.0,,M. Ellis misses 2-pt jump shot from 19 ft,76,88
284,3,4:20.0,Defensive rebound by T. Mozgov,,76,88
285,3,4:11.0,K. Irving makes 2-pt jump shot from 14 ft,,78,88
286,3,4:11.0,,Indiana full timeout,78,88
287,3,4:11.0,,L. Allen enters the game for S. Hill,78,88
288,3,3:54.0,,P. George makes 3-pt jump shot from 26 ft (assist by I. Mahinmi),78,91
289,3,3:32.0,J. Smith misses 2-pt jump shot from 4 ft,,78,91
290,3,3:32.0,,Defensive rebound by I. Mahinmi,78,91
291,3,3:07.0,,R. Stuckey misses 3-pt jump shot from 24 ft,78,91
292,3,3:06.0,,Offensive rebound by R. Stuckey,78,91
293,3,3:01.0,,P. George makes 3-pt jump shot from 25 ft (assist by R. Stuckey),78,94
294,3,2:41.0,K. Irving misses 2-pt jump shot from 9 ft,,78,94
295,3,2:41.0,,Defensive rebound by R. Stuckey,78,94
296,3,2:31.0,,I. Mahinmi makes 2-pt dunk at rim (assist by R. Stuckey),78,96
297,3,2:29.0,Cleveland full timeout,,78,96
298,3,2:29.0,M. Dellavedova enters the game for T. Mozgov,,78,96
299,3,2:29.0,C. Frye enters the game for J. Smith,,78,96
300,3,2:29.0,I. Shumpert enters the game for K. Irving,,78,96
301,3,2:13.0,Personal foul by M. Ellis,,78,96
302,3,2:07.0,M. Dellavedova makes 2-pt jump shot from 17 ft,,80,96
303,3,1:50.0,,Offensive foul by L. Allen (drawn by R. Jefferson),80,96
304,3,1:50.0,,Turnover by L. Allen (offensive foul),80,96
305,3,1:33.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,80,96
306,3,1:32.0,,Defensive rebound by R. Stuckey,80,96
307,3,1:16.0,Violation by M. Dellavedova (kicked ball),,80,96
308,3,1:16.0,,C. Miles enters the game for I. Mahinmi,80,96
309,3,1:01.0,,P. George misses 3-pt jump shot from 25 ft,80,96
310,3,1:00.0,Defensive rebound by I. Shumpert,,80,96
311,3,0:50.0,Shooting foul by P. George (drawn by R. Jefferson),,80,96
312,3,0:50.0,R. Jefferson makes free throw 1 of 2,,81,96
313,3,0:50.0,R. Jefferson makes free throw 2 of 2,,82,96
314,3,0:32.0,,P. George misses 3-pt jump shot from 24 ft,82,96
315,3,0:31.0,Defensive rebound by Team,,82,96
316,3,0:20.0,C. Frye misses 3-pt jump shot from 24 ft,,82,96
317,3,0:19.0,,Defensive rebound by L. Allen,82,96
318,3,0:02.0,,Turnover by M. Ellis (lost ball; steal by C. Frye),82,96
319,3,0:01.0,I. Shumpert misses 3-pt jump shot from 42 ft,,82,96
320,3,0:00.0,Offensive rebound by Team,,82,96
321,4,11:43.0,,S. Hill makes 2-pt jump shot from 12 ft,82,98
322,4,11:26.0,Turnover by M. Dellavedova (bad pass; steal by S. Hill),,82,98
323,4,11:26.0,,Personal take foul by C. Frye,82,98
324,4,11:10.0,,C. Miles makes 3-pt jump shot from 23 ft (assist by R. Stuckey),82,101
325,4,10:53.0,C. Frye makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),,85,101
326,4,10:34.0,,L. Allen makes 2-pt jump shot from 5 ft (assist by G. Hill),85,103
327,4,10:25.0,Personal foul by G. Hill,,85,103
328,4,10:18.0,R. Jefferson makes 2-pt jump shot from 9 ft,,87,103
329,4,9:54.0,,R. Stuckey makes 3-pt jump shot from 25 ft (assist by G. Hill),87,106
330,4,9:30.0,Shooting block foul by L. Allen (drawn by R. Jefferson),,87,106
331,4,9:30.0,R. Jefferson misses free throw 1 of 2,,87,106
332,4,9:30.0,Offensive rebound by Team,,87,106
333,4,9:30.0,R. Jefferson makes free throw 2 of 2,,88,106
334,4,9:15.0,,R. Stuckey misses 3-pt jump shot from 23 ft,88,106
335,4,9:14.0,Defensive rebound by I. Shumpert,,88,106
336,4,8:52.0,T. Thompson makes 2-pt layup from 2 ft (assist by M. Dellavedova),,90,106
337,4,8:32.0,,C. Miles makes 3-pt jump shot from 23 ft (assist by L. Allen),90,109
338,4,8:21.0,M. Dellavedova misses 2-pt jump shot from 12 ft,,90,109
339,4,8:20.0,,Defensive rebound by G. Hill,90,109
340,4,8:11.0,,Personal foul by I. Shumpert,90,109
341,4,8:11.0,Official timeout,,90,109
342,4,7:54.0,,G. Hill misses 2-pt jump shot from 22 ft,90,109
343,4,7:53.0,Defensive rebound by Team,,90,109
344,4,7:39.0,R. Jefferson makes 3-pt jump shot from 24 ft (assist by I. Shumpert),,93,109
345,4,7:15.0,,S. Hill misses 2-pt jump shot from 6 ft,93,109
346,4,7:15.0,Defensive rebound by C. Frye,,93,109
347,4,7:05.0,C. Frye makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),,96,109
348,4,7:04.0,,Indiana full timeout,96,109
349,4,7:04.0,K. Irving enters the game for I. Shumpert,,96,109
350,4,7:04.0,K. Love enters the game for T. Thompson,,96,109
351,4,7:04.0,,I. Mahinmi enters the game for L. Allen,96,109
352,4,7:04.0,,P. George enters the game for R. Stuckey,96,109
353,4,6:55.0,,Shooting foul by K. Irving (drawn by C. Miles),96,109
354,4,6:55.0,,C. Miles makes free throw 1 of 2,96,110
355,4,6:55.0,,C. Miles misses free throw 2 of 2,96,110
356,4,6:55.0,Defensive rebound by R. Jefferson,,96,110
357,4,6:35.0,M. Dellavedova misses 2-pt jump shot from 5 ft,,96,110
358,4,6:35.0,Offensive rebound by M. Dellavedova,,96,110
359,4,6:31.0,C. Frye misses 3-pt jump shot from 24 ft,,96,110
360,4,6:31.0,,Defensive rebound by C. Miles,96,110
361,4,6:15.0,,S. Hill misses 2-pt dunk from 2 ft,96,110
362,4,6:14.0,Defensive rebound by K. Love,,96,110
363,4,6:05.0,R. Jefferson misses 3-pt jump shot from 24 ft,,96,110
364,4,6:05.0,Offensive rebound by C. Frye,,96,110
365,4,6:05.0,Shooting foul by C. Miles (drawn by C. Frye),,96,110
366,4,6:05.0,C. Frye makes free throw 1 of 2,,97,110
367,4,6:05.0,J. Smith enters the game for R. Jefferson,,97,110
368,4,6:05.0,C. Frye makes free throw 2 of 2,,98,110
369,4,5:47.0,,P. George makes 2-pt layup from 3 ft (assist by G. Hill),98,112
370,4,5:47.0,,Shooting foul by M. Dellavedova (drawn by P. George),98,112
371,4,5:47.0,,P. George makes free throw 1 of 1,98,113
372,4,5:23.0,K. Love misses 2-pt jump shot from 16 ft,,98,113
373,4,5:22.0,,Defensive rebound by P. George,98,113
374,4,5:10.0,,P. George makes 3-pt jump shot from 25 ft,98,116
375,4,5:08.0,Cleveland full timeout,,98,116
376,4,5:08.0,J. Jones enters the game for K. Love,,98,116
377,4,5:08.0,S. Kaun enters the game for J. Smith,,98,116
378,4,5:08.0,J. McRae enters the game for K. Irving,,98,116
379,4,5:08.0,R. Jefferson enters the game for C. Frye,,98,116
380,4,5:08.0,I. Shumpert enters the game for M. Dellavedova,,98,116
381,4,4:53.0,R. Jefferson misses 3-pt jump shot from 25 ft,,98,116
382,4,4:52.0,,Defensive rebound by Team,98,116
383,4,4:36.0,,P. George misses 2-pt dunk from 3 ft,98,116
384,4,4:35.0,Defensive rebound by S. Kaun,,98,116
385,4,4:24.0,J. Jones makes 3-pt jump shot from 23 ft (assist by J. McRae),,101,116
386,4,4:05.0,,G. Hill misses 2-pt jump shot from 21 ft,101,116
387,4,4:04.0,,Offensive rebound by I. Mahinmi,101,116
388,4,3:51.0,,I. Mahinmi makes 2-pt hook shot from 3 ft,101,118
389,4,3:33.0,I. Shumpert misses 2-pt jump shot from 20 ft,,101,118
390,4,3:33.0,,Defensive rebound by I. Mahinmi,101,118
391,4,3:27.0,,Indiana full timeout,101,118
392,4,3:27.0,,G. Robinson enters the game for P. George,101,118
