,QUARTER,TIME_REMAINING,ATLANTA_ACTION,TORONTO_ACTION,ATLANTA_SCORE,TORONTO_SCORE
80,1,1:37.0,Away from play foul by B. Biyombo,,17,20
81,1,1:37.0,K. Humphries makes free throw 1 of 1,,18,20
82,1,1:19.0,,T. Ross makes 3-pt jump shot from 26 ft (assist by C. Joseph),18,23
83,1,1:07.0,D. Schröder misses 2-pt jump shot from 10 ft,,18,23
84,1,1:06.0,,Defensive rebound by D. DeRozan,18,23
85,1,0:49.0,,P. Patterson misses 2-pt jump shot from 5 ft,18,23
86,1,0:49.0,,Offensive rebound by B. Biyombo,18,23
87,1,0:46.0,,B. Biyombo makes 2-pt jump shot from 5 ft,18,25
88,1,0:34.0,Turnover by D. Schröder (bad pass; steal by P. Patterson),,18,25
89,1,0:28.0,,P. Patterson misses 3-pt jump shot from 24 ft,18,25
90,1,0:27.0,Defensive rebound by K. Humphries,,18,25
91,1,0:07.0,D. Schröder makes 2-pt layup from 4 ft,,20,25
92,1,0:00.0,,C. Joseph misses 3-pt jump shot from 24 ft,20,25
93,1,0:00.0,,Offensive rebound by Team,20,25
94,2,11:52.0,Def 3 sec tech foul by P. Patterson,,20,25
95,2,11:52.0,K. Korver makes technical free throw,,21,25
96,2,11:41.0,Turnover by M. Scott (bad pass; steal by B. Biyombo),,21,25
97,2,11:35.0,,Shooting foul by D. Schröder (drawn by K. Lowry),21,25
98,2,11:35.0,,K. Lowry makes free throw 1 of 3,21,26
99,2,11:35.0,,K. Lowry makes free throw 2 of 3,21,27
100,2,11:35.0,,K. Lowry makes free throw 3 of 3,21,28
101,2,11:15.0,D. Schröder misses 2-pt jump shot from 5 ft (block by C. Joseph),,21,28
102,2,11:12.0,,Defensive rebound by K. Lowry,21,28
103,2,11:05.0,,T. Ross misses 3-pt jump shot from 24 ft,21,28
104,2,11:04.0,Defensive rebound by A. Horford,,21,28
105,2,10:59.0,Turnover by T. Hardaway (lost ball),,21,28
106,2,10:42.0,,T. Ross makes 2-pt jump shot from 20 ft (assist by C. Joseph),21,30
107,2,10:21.0,T. Hardaway misses 3-pt jump shot from 24 ft,,21,30
108,2,10:19.0,,Defensive rebound by T. Ross,21,30
109,2,10:02.0,,K. Lowry misses 2-pt jump shot from 4 ft,21,30
110,2,10:01.0,Defensive rebound by A. Horford,,21,30
111,2,9:49.0,M. Scott misses 3-pt jump shot from 25 ft,,21,30
112,2,9:48.0,Offensive rebound by K. Korver,,21,30
113,2,9:44.0,T. Hardaway misses 3-pt jump shot from 26 ft,,21,30
114,2,9:43.0,,Defensive rebound by B. Biyombo,21,30
115,2,9:26.0,,K. Lowry misses 2-pt jump shot from 18 ft,21,30
116,2,9:26.0,Defensive rebound by D. Schröder,,21,30
117,2,9:17.0,M. Scott makes 2-pt jump shot from 19 ft (assist by K. Korver),,23,30
118,2,9:04.0,,Personal foul by A. Horford,23,30
119,2,9:04.0,K. Bazemore enters the game for T. Hardaway,,23,30
120,2,9:04.0,,Toronto full timeout,23,30
121,2,8:55.0,,P. Patterson makes 3-pt jump shot from 26 ft (assist by C. Joseph),23,33
122,2,8:41.0,A. Horford misses 3-pt jump shot from 26 ft,,23,33
123,2,8:40.0,Offensive rebound by M. Scott,,23,33
124,2,8:29.0,K. Bazemore misses 3-pt jump shot from 25 ft,,23,33
125,2,8:28.0,,Defensive rebound by P. Patterson,23,33
126,2,8:14.0,P. Millsap enters the game for M. Scott,,23,33
127,2,8:14.0,J. Teague enters the game for D. Schröder,,23,33
128,2,8:11.0,,K. Lowry misses 2-pt jump shot from 21 ft,23,33
129,2,8:11.0,Defensive rebound by P. Millsap,,23,33
130,2,7:57.0,J. Teague misses 2-pt jump shot from 3 ft (block by B. Biyombo),,23,33
131,2,7:54.0,Offensive rebound by K. Korver,,23,33
132,2,7:52.0,K. Korver misses 2-pt jump shot from 23 ft,,23,33
133,2,7:51.0,Offensive rebound by A. Horford,,23,33
134,2,7:43.0,K. Bazemore makes 2-pt layup from 3 ft (assist by A. Horford),,25,33
135,2,7:32.0,,Turnover by K. Lowry (bad pass; steal by P. Millsap),25,33
136,2,7:26.0,P. Millsap makes 2-pt layup from 1 ft,,27,33
137,2,7:11.0,,Shooting foul by K. Bazemore (drawn by K. Lowry),27,33
138,2,7:11.0,,K. Lowry makes free throw 1 of 3,27,34
139,2,7:11.0,,K. Lowry misses free throw 2 of 3,27,34
140,2,7:11.0,,Offensive rebound by Team,27,34
141,2,7:11.0,T. Sefolosha enters the game for K. Bazemore,,27,34
142,2,7:11.0,,K. Lowry makes free throw 3 of 3,27,35
143,2,6:53.0,J. Teague makes 2-pt jump shot from 6 ft,,29,35
144,2,6:32.0,,C. Joseph misses 3-pt jump shot from 25 ft,29,35
145,2,6:32.0,Defensive rebound by P. Millsap,,29,35
146,2,6:22.0,J. Teague misses 2-pt jump shot from 2 ft,,29,35
147,2,6:22.0,,Defensive rebound by P. Patterson,29,35
148,2,6:16.0,,C. Joseph makes 2-pt layup from 1 ft (assist by K. Lowry),29,37
149,2,6:16.0,Atlanta full timeout,,29,37
150,2,6:16.0,,D. DeRozan enters the game for C. Joseph,29,37
151,2,6:16.0,,J. Valančiūnas enters the game for B. Biyombo,29,37
152,2,6:00.0,A. Horford makes 3-pt jump shot from 23 ft (assist by P. Millsap),,32,37
153,2,5:39.0,,T. Ross misses 2-pt jump shot from 18 ft,32,37
154,2,5:39.0,Defensive rebound by P. Millsap,,32,37
155,2,5:32.0,P. Millsap misses 2-pt jump shot from 4 ft,,32,37
156,2,5:31.0,,Defensive rebound by J. Valančiūnas,32,37
157,2,5:17.0,,P. Patterson makes 2-pt hook shot from 4 ft (assist by D. DeRozan),32,39
158,2,4:54.0,K. Korver misses 3-pt jump shot from 23 ft,,32,39
159,2,4:53.0,Offensive rebound by P. Millsap,,32,39
160,2,4:51.0,P. Millsap misses 2-pt layup from 2 ft,,32,39
161,2,4:50.0,,Defensive rebound by J. Valančiūnas,32,39
162,2,4:44.0,,Shooting foul by T. Sefolosha (drawn by D. DeRozan),32,39
163,2,4:44.0,,D. DeRozan makes free throw 1 of 2,32,40
164,2,4:44.0,K. Humphries enters the game for A. Horford,,32,40
165,2,4:44.0,,D. DeRozan makes free throw 2 of 2,32,41
166,2,4:31.0,K. Korver misses 2-pt jump shot from 19 ft,,32,41
167,2,4:31.0,,Defensive rebound by D. DeRozan,32,41
168,2,4:19.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by D. DeRozan),32,44
169,2,4:00.0,K. Korver misses 3-pt jump shot from 24 ft,,32,44
170,2,4:00.0,Offensive rebound by P. Millsap,,32,44
171,2,3:53.0,Personal foul by D. DeRozan,,32,44
172,2,3:53.0,K. Bazemore enters the game for T. Sefolosha,,32,44
173,2,3:47.0,P. Millsap makes 2-pt dunk from 1 ft (assist by J. Teague),,34,44
174,2,3:29.0,,D. DeRozan misses 2-pt layup from 2 ft (block by P. Millsap),34,44
175,2,3:29.0,,Offensive rebound by Team,34,44
176,2,3:29.0,T. Sefolosha enters the game for K. Korver,,34,44
177,2,3:23.0,,K. Lowry makes 3-pt jump shot from 27 ft (assist by P. Patterson),34,47
178,2,3:11.0,K. Bazemore makes 2-pt layup from 2 ft,,36,47
179,2,2:47.0,,K. Lowry misses 2-pt jump shot from 10 ft,36,47
180,2,2:47.0,Defensive rebound by Team,,36,47
181,2,2:47.0,,Loose ball foul by J. Valančiūnas,36,47
182,2,2:47.0,Official timeout,,36,47
183,2,2:47.0,A. Horford enters the game for K. Humphries,,36,47
184,2,2:34.0,A. Horford misses 2-pt layup from 2 ft,,36,47
185,2,2:33.0,,Defensive rebound by D. DeRozan,36,47
186,2,2:13.0,,D. DeRozan makes 3-pt jump shot from 25 ft (assist by K. Lowry),36,50
187,2,1:46.0,K. Bazemore makes 3-pt jump shot from 23 ft (assist by A. Horford),,39,50
188,2,1:30.0,,D. DeRozan makes 3-pt jump shot from 25 ft (assist by K. Lowry),39,53
189,2,1:16.0,J. Teague makes 2-pt jump shot from 8 ft,,41,53
190,2,1:00.0,,Personal foul by T. Sefolosha,41,53
191,2,1:00.0,,P. Patterson misses free throw 1 of 2,41,53
192,2,1:00.0,,Offensive rebound by Team,41,53
193,2,1:00.0,,C. Joseph enters the game for K. Lowry,41,53
194,2,1:00.0,,P. Patterson makes free throw 2 of 2,41,54
195,2,0:50.0,J. Teague misses 2-pt layup from 3 ft,,41,54
196,2,0:50.0,Offensive rebound by A. Horford,,41,54
197,2,0:48.0,A. Horford misses 2-pt layup from 1 ft,,41,54
198,2,0:47.0,,Defensive rebound by P. Patterson,41,54
199,2,0:42.0,,T. Ross misses 3-pt jump shot from 22 ft,41,54
200,2,0:41.0,,Offensive rebound by P. Patterson,41,54
201,2,0:35.0,,D. DeRozan misses 3-pt jump shot from 25 ft,41,54
202,2,0:34.0,Defensive rebound by A. Horford,,41,54
203,2,0:23.0,A. Horford misses 3-pt jump shot from 26 ft,,41,54
204,2,0:23.0,,Defensive rebound by Team,41,54
205,2,0:23.0,,Toronto full timeout,41,54
206,2,0:23.0,D. Schröder enters the game for K. Bazemore,,41,54
207,2,0:03.0,,Turnover by D. DeRozan (lost ball; steal by P. Millsap),41,54
208,3,11:47.0,K. Korver makes 2-pt jump shot from 21 ft (assist by J. Teague),,43,54
209,3,11:26.0,,Turnover by J. Valančiūnas (3 sec),43,54
210,3,11:14.0,Turnover by A. Horford (lost ball),,43,54
211,3,10:50.0,,D. DeRozan makes 2-pt layup from 2 ft,43,56
212,3,10:42.0,J. Teague makes 2-pt layup from 2 ft,,45,56
213,3,10:42.0,Shooting foul by J. Valančiūnas (drawn by J. Teague),,45,56
214,3,10:42.0,J. Teague makes free throw 1 of 1,,46,56
215,3,10:26.0,,D. DeRozan makes 2-pt jump shot from 18 ft,46,58
216,3,10:13.0,A. Horford misses 2-pt jump shot from 16 ft,,46,58
217,3,10:13.0,,Defensive rebound by J. Thompson,46,58
218,3,9:59.0,,J. Valančiūnas misses 2-pt jump shot from 4 ft,46,58
219,3,9:59.0,Defensive rebound by P. Millsap,,46,58
220,3,9:59.0,Personal foul by J. Thompson,,46,58
221,3,9:47.0,J. Teague makes 2-pt layup from 2 ft,,48,58
222,3,9:31.0,,K. Lowry misses 2-pt jump shot from 17 ft,48,58
223,3,9:31.0,Defensive rebound by K. Bazemore,,48,58
224,3,9:22.0,K. Bazemore makes 2-pt layup from 2 ft,,50,58
225,3,9:01.0,,D. DeRozan misses 2-pt jump shot from 14 ft,50,58
226,3,9:01.0,Defensive rebound by K. Korver,,50,58
227,3,8:54.0,J. Teague makes 3-pt jump shot from 26 ft (assist by K. Bazemore),,53,58
228,3,8:54.0,,Toronto full timeout,53,58
229,3,8:35.0,,Shooting foul by P. Millsap (drawn by N. Powell),53,58
230,3,8:35.0,,N. Powell makes free throw 1 of 2,53,59
231,3,8:35.0,,N. Powell makes free throw 2 of 2,53,60
232,3,8:23.0,Turnover by J. Teague (bad pass; steal by D. DeRozan),,53,60
233,3,7:59.0,,N. Powell makes 3-pt jump shot from 25 ft (assist by K. Lowry),53,63
234,3,7:34.0,J. Teague misses 2-pt layup from 2 ft,,53,63
235,3,7:33.0,Offensive rebound by K. Bazemore,,53,63
236,3,7:30.0,K. Bazemore misses 2-pt layup from 1 ft,,53,63
237,3,7:29.0,,Defensive rebound by J. Valančiūnas,53,63
238,3,7:26.0,,Personal foul by A. Horford,53,63
239,3,7:15.0,,D. DeRozan makes 2-pt jump shot from 19 ft (assist by N. Powell),53,65
240,3,6:57.0,A. Horford makes 2-pt layup from 2 ft (assist by K. Bazemore),,55,65
241,3,6:39.0,,J. Valančiūnas misses 2-pt layup from 3 ft (block by P. Millsap),55,65
242,3,6:38.0,,Offensive rebound by J. Valančiūnas,55,65
243,3,6:35.0,,J. Valančiūnas misses 2-pt jump shot from 4 ft (block by A. Horford),55,65
244,3,6:34.0,Defensive rebound by K. Korver,,55,65
245,3,6:20.0,P. Millsap misses 3-pt jump shot from 26 ft,,55,65
246,3,6:20.0,,Defensive rebound by J. Valančiūnas,55,65
247,3,6:09.0,,K. Lowry misses 3-pt jump shot from 24 ft,55,65
248,3,6:08.0,Defensive rebound by P. Millsap,,55,65
249,3,6:03.0,Turnover by P. Millsap (bad pass; steal by D. DeRozan),,55,65
250,3,5:55.0,,J. Valančiūnas makes 2-pt layup from 2 ft (assist by D. DeRozan),55,67
251,3,5:55.0,Atlanta full timeout,,55,67
252,3,5:55.0,T. Hardaway enters the game for A. Horford,,55,67
253,3,5:55.0,K. Humphries enters the game for K. Korver,,55,67
254,3,5:55.0,D. Schröder enters the game for J. Teague,,55,67
255,3,5:47.0,D. Schröder misses 2-pt jump shot from 19 ft,,55,67
256,3,5:46.0,,Defensive rebound by N. Powell,55,67
257,3,5:29.0,,Shooting foul by P. Millsap (drawn by K. Lowry),55,67
258,3,5:29.0,,K. Lowry makes free throw 1 of 2,55,68
259,3,5:29.0,,K. Lowry makes free throw 2 of 2,55,69
260,3,5:25.0,Personal foul by J. Thompson,,55,69
261,3,5:19.0,Turnover by K. Humphries (lost ball),,55,69
262,3,5:10.0,,N. Powell makes 3-pt jump shot from 23 ft (assist by K. Lowry),55,72
263,3,4:57.0,K. Humphries misses 3-pt jump shot from 26 ft,,55,72
264,3,4:56.0,,Defensive rebound by N. Powell,55,72
265,3,4:51.0,,Shooting foul by K. Humphries (drawn by J. Valančiūnas),55,72
266,3,4:51.0,,J. Valančiūnas misses free throw 1 of 2,55,72
267,3,4:51.0,,Offensive rebound by Team,55,72
268,3,4:51.0,M. Scott enters the game for P. Millsap,,55,72
269,3,4:51.0,,P. Patterson enters the game for J. Thompson,55,72
270,3,4:51.0,,J. Valančiūnas makes free throw 2 of 2,55,73
271,3,4:37.0,K. Bazemore misses 2-pt jump shot from 3 ft,,55,73
272,3,4:36.0,,Defensive rebound by K. Lowry,55,73
273,3,4:35.0,,Turnover by K. Lowry (lost ball; steal by K. Bazemore),55,73
274,3,4:30.0,T. Hardaway makes 3-pt jump shot from 23 ft (assist by K. Bazemore),,58,73
275,3,4:11.0,,J. Valančiūnas makes 2-pt layup from 4 ft (assist by N. Powell),58,75
276,3,4:05.0,,B. Biyombo enters the game for J. Valančiūnas,58,75
277,3,4:05.0,Shooting foul by D. DeRozan (drawn by K. Bazemore),,58,75
278,3,4:05.0,K. Bazemore misses free throw 1 of 2,,58,75
279,3,4:05.0,Offensive rebound by Team,,58,75
280,3,4:05.0,K. Bazemore misses free throw 2 of 2,,58,75
281,3,4:03.0,,Defensive rebound by B. Biyombo,58,75
282,3,3:43.0,,K. Lowry misses 2-pt jump shot from 4 ft,58,75
283,3,3:43.0,Defensive rebound by K. Bazemore,,58,75
284,3,3:37.0,K. Bazemore misses 2-pt jump shot from 4 ft,,58,75
285,3,3:36.0,,Defensive rebound by B. Biyombo,58,75
286,3,3:31.0,,N. Powell makes 2-pt dunk at rim,58,77
287,3,3:16.0,M. Scott makes 2-pt layup from 3 ft (assist by D. Schröder),,60,77
288,3,3:16.0,,Violation by P. Patterson (def goaltending),60,77
289,3,3:02.0,,Shooting foul by M. Scott (drawn by B. Biyombo),60,77
290,3,3:02.0,,B. Biyombo misses free throw 1 of 2,60,77
291,3,3:02.0,,Offensive rebound by Team,60,77
292,3,3:02.0,,C. Joseph enters the game for N. Powell,60,77
293,3,3:02.0,,T. Ross enters the game for K. Lowry,60,77
294,3,3:02.0,K. Korver enters the game for K. Bazemore,,60,77
295,3,3:02.0,,B. Biyombo makes free throw 2 of 2,60,78
296,3,2:57.0,D. Schröder makes 2-pt layup from 3 ft (assist by T. Hardaway),,62,78
297,3,2:57.0,Shooting foul by C. Joseph (drawn by D. Schröder),,62,78
298,3,2:57.0,D. Schröder makes free throw 1 of 1,,63,78
299,3,2:40.0,,T. Ross makes 3-pt jump shot from 24 ft (assist by D. DeRozan),63,81
300,3,2:26.0,D. Schröder makes 3-pt jump shot from 27 ft (assist by T. Hardaway),,66,81
301,3,2:07.0,,Shooting foul by K. Humphries (drawn by B. Biyombo),66,81
302,3,2:07.0,,B. Biyombo makes free throw 1 of 2,66,82
303,3,2:07.0,,B. Biyombo makes free throw 2 of 2,66,83
304,3,1:57.0,Turnover by D. Schröder (bad pass; steal by B. Biyombo),,66,83
305,3,1:50.0,,P. Patterson misses 3-pt jump shot from 24 ft,66,83
306,3,1:50.0,Defensive rebound by K. Korver,,66,83
307,3,1:44.0,Turnover by D. Schröder (lost ball; steal by T. Ross),,66,83
308,3,1:41.0,,Shooting foul by K. Korver (drawn by T. Ross),66,83
309,3,1:41.0,,T. Ross misses free throw 1 of 2,66,83
310,3,1:41.0,,Offensive rebound by Team,66,83
311,3,1:41.0,,T. Ross makes free throw 2 of 2,66,84
312,3,1:33.0,Turnover by K. Humphries (bad pass; steal by T. Ross),,66,84
313,3,1:20.0,,D. DeRozan makes 3-pt jump shot from 22 ft (assist by C. Joseph),66,87
314,3,1:00.0,Turnover by T. Hardaway (bad pass; steal by T. Ross),,66,87
315,3,0:50.0,,Shooting foul by K. Humphries (drawn by B. Biyombo),66,87
316,3,0:50.0,,B. Biyombo makes free throw 1 of 2,66,88
317,3,0:50.0,K. Hinrich enters the game for K. Korver,,66,88
318,3,0:50.0,,B. Biyombo makes free throw 2 of 2,66,89
319,3,0:35.0,Def 3 sec tech foul by B. Biyombo,,66,89
320,3,0:35.0,T. Hardaway makes technical free throw,,67,89
321,3,0:28.0,M. Scott misses 2-pt jump shot from 7 ft,,67,89
322,3,0:27.0,,Defensive rebound by Team,67,89
323,3,0:08.0,,Offensive foul by P. Patterson (drawn by T. Hardaway),67,89
324,3,0:08.0,,Turnover by P. Patterson (offensive foul),67,89
325,3,0:01.0,D. Schröder misses 2-pt jump shot from 3 ft,,67,89
326,3,0:00.0,,Defensive rebound by B. Biyombo,67,89
327,4,11:44.0,,T. Ross makes 2-pt jump shot from 12 ft (assist by P. Patterson),67,91
328,4,11:21.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by K. Hinrich),,70,91
329,4,11:02.0,,T. Ross makes 2-pt jump shot from 5 ft,70,93
330,4,10:50.0,Shooting foul by C. Joseph (drawn by D. Schröder),,70,93
331,4,10:50.0,D. Schröder makes free throw 1 of 2,,71,93
332,4,10:50.0,D. Schröder misses free throw 2 of 2,,71,93
333,4,10:50.0,,Defensive rebound by P. Patterson,71,93
334,4,10:33.0,,T. Ross misses 2-pt jump shot from 15 ft,71,93
335,4,10:32.0,Defensive rebound by M. Scott,,71,93
336,4,10:15.0,Shooting foul by T. Ross (drawn by D. Schröder),,71,93
337,4,10:15.0,D. Schröder makes free throw 1 of 2,,72,93
338,4,10:15.0,D. Schröder makes free throw 2 of 2,,73,93
339,4,10:01.0,,Offensive foul by K. Lowry (drawn by K. Hinrich),73,93
340,4,10:01.0,,Turnover by K. Lowry (offensive foul),73,93
341,4,9:49.0,D. Schröder misses 3-pt jump shot from 24 ft,,73,93
342,4,9:48.0,,Defensive rebound by T. Ross,73,93
343,4,9:34.0,,C. Joseph misses 3-pt jump shot from 24 ft,73,93
344,4,9:33.0,Defensive rebound by K. Hinrich,,73,93
345,4,9:23.0,M. Muscala makes 3-pt jump shot from 27 ft (assist by M. Scott),,76,93
346,4,8:57.0,,K. Lowry misses 2-pt layup from 3 ft,76,93
347,4,8:57.0,Defensive rebound by D. Schröder,,76,93
348,4,8:49.0,T. Hardaway makes 3-pt jump shot from 23 ft (assist by M. Muscala),,79,93
349,4,8:48.0,,Toronto full timeout,79,93
350,4,8:48.0,,J. Valančiūnas enters the game for B. Biyombo,79,93
351,4,8:29.0,,K. Lowry misses 2-pt jump shot from 15 ft,79,93
352,4,8:28.0,Defensive rebound by M. Scott,,79,93
353,4,8:19.0,T. Hardaway makes 2-pt layup from 1 ft,,81,93
354,4,8:01.0,,C. Joseph misses 2-pt jump shot from 17 ft,81,93
355,4,8:00.0,Defensive rebound by M. Scott,,81,93
356,4,7:50.0,M. Muscala misses 3-pt jump shot from 24 ft,,81,93
357,4,7:50.0,,Defensive rebound by T. Ross,81,93
358,4,7:30.0,,T. Ross misses 3-pt jump shot from 26 ft,81,93
359,4,7:29.0,Defensive rebound by M. Scott,,81,93
360,4,7:17.0,D. Schröder misses 3-pt jump shot from 26 ft,,81,93
361,4,7:16.0,,Defensive rebound by C. Joseph,81,93
362,4,6:55.0,,K. Lowry misses 3-pt jump shot from 26 ft,81,93
363,4,6:54.0,,Offensive rebound by P. Patterson,81,93
364,4,6:52.0,,P. Patterson misses 2-pt layup at rim,81,93
365,4,6:50.0,Defensive rebound by K. Hinrich,,81,93
366,4,6:45.0,Shooting foul by J. Valančiūnas (drawn by M. Muscala),,81,93
367,4,6:45.0,M. Muscala makes free throw 1 of 2,,82,93
368,4,6:45.0,,N. Powell enters the game for T. Ross,82,93
369,4,6:45.0,,D. DeRozan enters the game for C. Joseph,82,93
370,4,6:45.0,K. Bazemore enters the game for T. Hardaway,,82,93
371,4,6:45.0,M. Muscala misses free throw 2 of 2,,82,93
372,4,6:44.0,,Defensive rebound by J. Valančiūnas,82,93
373,4,6:34.0,,K. Lowry misses 2-pt layup from 3 ft (block by M. Muscala),82,93
374,4,6:33.0,Defensive rebound by M. Scott,,82,93
375,4,6:21.0,D. Schröder misses 2-pt jump shot from 3 ft (block by J. Valančiūnas),,82,93
376,4,6:19.0,Offensive rebound by D. Schröder,,82,93
377,4,6:12.0,M. Scott makes 2-pt layup from 1 ft (assist by M. Muscala),,84,93
378,4,6:07.0,,Toronto full timeout,84,93
379,4,5:55.0,,Turnover by J. Valančiūnas (offensive foul),84,93
380,4,5:55.0,,Offensive foul by J. Valančiūnas (drawn by M. Muscala),84,93
381,4,5:55.0,Official timeout,,84,93
382,4,5:38.0,Turnover by D. Schröder (bad pass; steal by N. Powell),,84,93
383,4,5:21.0,,Personal foul by K. Bazemore,84,93
