,QUARTER,TIME_REMAINING,PORTLAND_ACTION,LA CLIPPERS_ACTION,PORTLAND_SCORE,LA CLIPPERS_SCORE
0,1,11:40.0,,Turnover by J. Redick (lost ball),0,0
1,1,11:22.0,N. Vonleh makes 2-pt jump shot from 16 ft (assist by C. McCollum),,2,0
2,1,11:11.0,,J. Redick misses 2-pt jump shot from 16 ft,2,0
3,1,11:10.0,Defensive rebound by M. Plumlee,,2,0
4,1,10:57.0,Offensive foul by M. Plumlee (drawn by B. Griffin),,2,0
5,1,10:57.0,Turnover by M. Plumlee (offensive foul),,2,0
6,1,10:46.0,,B. Griffin misses 2-pt hook shot from 6 ft,2,0
7,1,10:44.0,Defensive rebound by A. Aminu,,2,0
8,1,10:37.0,N. Vonleh misses 2-pt jump shot from 20 ft,,2,0
9,1,10:36.0,,Defensive rebound by D. Jordan,2,0
10,1,10:24.0,,C. Paul makes 2-pt jump shot from 13 ft (assist by B. Griffin),2,2
11,1,9:58.0,N. Vonleh misses 2-pt jump shot from 17 ft,,2,2
12,1,9:58.0,Offensive rebound by Team,,2,2
13,1,9:58.0,Turnover by Team (shot clock),,2,2
14,1,9:50.0,,C. Paul makes 2-pt jump shot from 16 ft,2,4
15,1,9:32.0,C. McCollum misses 2-pt jump shot from 12 ft,,2,4
16,1,9:31.0,Offensive rebound by Team,,2,4
17,1,9:14.0,A. Aminu misses 2-pt jump shot from 19 ft,,2,4
18,1,9:13.0,,Defensive rebound by D. Jordan,2,4
19,1,9:04.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),2,6
20,1,8:47.0,D. Lillard misses 3-pt jump shot from 28 ft,,2,6
21,1,8:46.0,,Defensive rebound by D. Jordan,2,6
22,1,8:36.0,,B. Griffin misses 2-pt jump shot from 22 ft,2,6
23,1,8:36.0,,Offensive rebound by C. Paul,2,6
24,1,8:26.0,,B. Griffin misses 2-pt jump shot from 18 ft,2,6
25,1,8:26.0,,Offensive rebound by D. Jordan,2,6
26,1,8:25.0,,D. Jordan makes 2-pt layup from 1 ft,2,8
27,1,8:25.0,,Shooting foul by M. Plumlee (drawn by D. Jordan),2,8
28,1,8:25.0,E. Davis enters the game for M. Plumlee,,2,8
29,1,8:25.0,,D. Jordan makes free throw 1 of 1,2,9
30,1,8:08.0,C. McCollum misses 2-pt jump shot from 16 ft,,2,9
31,1,8:08.0,,Defensive rebound by L. Mbah a Moute,2,9
32,1,7:56.0,,D. Jordan makes 2-pt dunk at rim (assist by L. Mbah a Moute),2,11
33,1,7:55.0,Portland full timeout,,2,11
34,1,7:32.0,A. Aminu misses 2-pt layup from 1 ft,,2,11
35,1,7:31.0,,Defensive rebound by D. Jordan,2,11
36,1,7:13.0,,B. Griffin misses 2-pt layup from 2 ft,2,11
37,1,7:12.0,,Offensive rebound by B. Griffin,2,11
38,1,7:11.0,,B. Griffin makes 2-pt layup from 2 ft,2,13
39,1,6:57.0,Turnover by D. Lillard (bad pass; steal by B. Griffin),,2,13
40,1,6:54.0,,Shooting foul by N. Vonleh (drawn by D. Jordan),2,13
41,1,6:54.0,,D. Jordan misses free throw 1 of 2,2,13
42,1,6:54.0,,Offensive rebound by Team,2,13
43,1,6:54.0,M. Leonard enters the game for N. Vonleh,,2,13
44,1,6:54.0,,D. Jordan misses free throw 2 of 2,2,13
45,1,6:52.0,Defensive rebound by C. McCollum,,2,13
46,1,6:43.0,D. Lillard makes 2-pt jump shot from 17 ft,,4,13
47,1,6:23.0,,J. Redick makes 3-pt jump shot from 23 ft (assist by C. Paul),4,16
48,1,6:10.0,D. Lillard misses 2-pt jump shot from 5 ft (block by D. Jordan),,4,16
49,1,6:07.0,,Defensive rebound by D. Jordan,4,16
50,1,6:03.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by C. Paul),4,19
51,1,5:42.0,A. Aminu makes 3-pt jump shot from 25 ft (assist by C. McCollum),,7,19
52,1,5:22.0,,B. Griffin misses 2-pt jump shot from 20 ft,7,19
53,1,5:20.0,Defensive rebound by Team,,7,19
54,1,5:06.0,Shooting foul by C. Paul (drawn by E. Davis),,7,19
55,1,5:06.0,E. Davis misses free throw 1 of 2,,7,19
56,1,5:06.0,Offensive rebound by Team,,7,19
57,1,5:06.0,E. Davis makes free throw 2 of 2,,8,19
58,1,4:53.0,,J. Redick misses 2-pt jump shot from 13 ft,8,19
59,1,4:53.0,,Offensive rebound by D. Jordan,8,19
60,1,4:49.0,,D. Jordan misses 2-pt layup from 2 ft,8,19
61,1,4:47.0,Defensive rebound by M. Leonard,,8,19
62,1,4:40.0,E. Davis misses 2-pt hook shot from 12 ft,,8,19
63,1,4:38.0,,Defensive rebound by D. Jordan,8,19
64,1,4:34.0,,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),8,21
65,1,4:15.0,D. Lillard makes 3-pt jump shot from 27 ft (assist by C. McCollum),,11,21
66,1,4:00.0,,C. Paul misses 2-pt jump shot from 18 ft,11,21
67,1,3:59.0,Defensive rebound by D. Lillard,,11,21
68,1,3:52.0,A. Aminu misses 2-pt jump shot from 4 ft,,11,21
69,1,3:51.0,,Defensive rebound by B. Griffin,11,21
70,1,3:38.0,,Shooting foul by M. Leonard (drawn by B. Griffin),11,21
71,1,3:38.0,,B. Griffin misses free throw 1 of 2,11,21
72,1,3:38.0,,Offensive rebound by Team,11,21
73,1,3:38.0,A. Crabbe enters the game for C. McCollum,,11,21
74,1,3:38.0,M. Harkless enters the game for A. Aminu,,11,21
75,1,3:38.0,,B. Griffin makes free throw 2 of 2,11,22
76,1,3:25.0,D. Lillard misses 3-pt jump shot from 26 ft,,11,22
77,1,3:24.0,,Defensive rebound by D. Jordan,11,22
78,1,3:12.0,,B. Griffin makes 2-pt dunk at rim (assist by J. Redick),11,24
79,1,2:55.0,A. Crabbe misses 2-pt jump shot from 15 ft,,11,24
80,1,2:54.0,Offensive rebound by E. Davis,,11,24
81,1,2:49.0,E. Davis makes 2-pt hook shot from 5 ft,,13,24
82,1,2:38.0,,B. Griffin misses 2-pt jump shot from 20 ft,13,24
83,1,2:37.0,,Offensive rebound by D. Jordan,13,24
84,1,2:35.0,,Shooting foul by E. Davis (drawn by B. Griffin),13,24
85,1,2:35.0,,LA Clippers full timeout,13,24
86,1,2:35.0,,J. Crawford enters the game for L. Mbah a Moute,13,24
87,1,2:35.0,,L. Stephenson enters the game for D. Jordan,13,24
88,1,2:35.0,,J. Smith enters the game for J. Redick,13,24
89,1,2:35.0,,B. Griffin misses free throw 1 of 2,13,24
90,1,2:35.0,,Offensive rebound by Team,13,24
91,1,2:35.0,,B. Griffin makes free throw 2 of 2,13,25
92,1,2:18.0,M. Leonard misses 2-pt jump shot from 17 ft,,13,25
93,1,2:17.0,,Defensive rebound by B. Griffin,13,25
94,1,2:12.0,,Turnover by C. Paul (lost ball),13,25
95,1,2:12.0,,A. Rivers enters the game for C. Paul,13,25
96,1,2:12.0,,P. Pierce enters the game for B. Griffin,13,25
97,1,1:57.0,D. Lillard makes 2-pt jump shot from 8 ft,,15,25
98,1,1:38.0,,A. Rivers makes 2-pt jump shot from 16 ft (assist by J. Smith),15,27
99,1,1:24.0,Shooting foul by J. Crawford (drawn by M. Harkless),,15,27
100,1,1:24.0,M. Harkless misses free throw 1 of 2,,15,27
101,1,1:24.0,Offensive rebound by Team,,15,27
102,1,1:24.0,M. Harkless misses free throw 2 of 2,,15,27
103,1,1:22.0,,Defensive rebound by Team,15,27
104,1,1:12.0,,L. Stephenson misses 3-pt jump shot from 23 ft,15,27
105,1,1:12.0,,Offensive rebound by J. Smith,15,27
106,1,1:06.0,,J. Crawford makes 2-pt layup from 3 ft (assist by J. Smith),15,29
107,1,0:49.0,D. Lillard misses 2-pt jump shot from 5 ft,,15,29
108,1,0:48.0,Offensive rebound by E. Davis,,15,29
109,1,0:44.0,E. Davis misses 2-pt layup from 2 ft,,15,29
110,1,0:43.0,,Defensive rebound by L. Stephenson,15,29
111,1,0:39.0,,P. Pierce misses 3-pt jump shot from 27 ft,15,29
112,1,0:38.0,Defensive rebound by M. Leonard,,15,29
113,1,0:32.0,A. Crabbe makes 3-pt jump shot from 24 ft (assist by M. Harkless),,18,29
114,1,0:10.0,,P. Pierce misses 2-pt jump shot from 15 ft,18,29
115,1,0:09.0,Defensive rebound by D. Lillard,,18,29
116,1,0:03.0,D. Lillard misses 3-pt jump shot from 30 ft,,18,29
117,1,0:00.0,Offensive rebound by Team,,18,29
118,2,11:45.0,C. McCollum misses 3-pt jump shot from 25 ft,,18,29
119,2,11:44.0,Offensive rebound by M. Harkless,,18,29
120,2,11:43.0,Shooting foul by J. Smith (drawn by E. Davis),,18,29
121,2,11:43.0,E. Davis makes free throw 1 of 2,,19,29
122,2,11:43.0,E. Davis makes free throw 2 of 2,,20,29
123,2,11:24.0,,A. Rivers misses 2-pt jump shot from 3 ft,20,29
124,2,11:23.0,Defensive rebound by M. Leonard,,20,29
125,2,11:05.0,C. McCollum misses 2-pt jump shot from 17 ft,,20,29
126,2,11:04.0,,Defensive rebound by L. Stephenson,20,29
