,QUARTER,TIME_REMAINING,UTAH_ACTION,NEW ORLEANS_ACTION,UTAH_SCORE,NEW ORLEANS_SCORE
0,1,11:45.0,,Ö. Aşık makes 2-pt dunk at rim (assist by N. Cole),0,2
1,1,11:28.0,G. Hayward misses 3-pt jump shot from 24 ft,,0,2
2,1,11:28.0,,Defensive rebound by Ö. Aşık,0,2
3,1,11:16.0,,A. Davis misses 2-pt jump shot from 19 ft,0,2
4,1,11:16.0,Defensive rebound by R. Gobert,,0,2
5,1,10:52.0,R. Neto misses 2-pt layup from 2 ft,,0,2
6,1,10:51.0,,Defensive rebound by B. Dejean-Jones,0,2
7,1,10:39.0,,B. Dejean-Jones makes 2-pt layup from 1 ft (assist by A. Davis),0,4
8,1,10:13.0,D. Favors makes 2-pt jump shot from 14 ft,,2,4
9,1,10:00.0,,Turnover by N. Cole (bad pass),2,4
10,1,9:36.0,D. Favors makes 2-pt jump shot from 6 ft,,4,4
11,1,9:15.0,,A. Davis misses 2-pt jump shot from 11 ft,4,4
12,1,9:14.0,Defensive rebound by R. Hood,,4,4
13,1,8:53.0,R. Gobert misses 2-pt layup from 1 ft (block by A. Davis),,4,4
14,1,8:51.0,,Defensive rebound by N. Cole,4,4
15,1,8:45.0,,N. Cole misses 2-pt layup from 3 ft,4,4
16,1,8:44.0,Defensive rebound by G. Hayward,,4,4
17,1,8:30.0,R. Hood makes 3-pt jump shot from 25 ft (assist by G. Hayward),,7,4
18,1,8:10.0,,N. Cole misses 2-pt jump shot from 14 ft,7,4
19,1,8:09.0,Defensive rebound by R. Hood,,7,4
20,1,7:54.0,D. Favors makes 2-pt jump shot from 13 ft (assist by R. Gobert),,9,4
21,1,7:53.0,,New Orleans full timeout,9,4
22,1,7:38.0,,A. Davis misses 2-pt jump shot from 7 ft,9,4
23,1,7:38.0,Defensive rebound by D. Favors,,9,4
24,1,7:21.0,R. Hood makes 3-pt jump shot from 24 ft (assist by R. Neto),,12,4
25,1,7:11.0,,N. Cole makes 2-pt jump shot from 12 ft,12,6
26,1,6:55.0,D. Favors makes 2-pt layup from 1 ft (assist by R. Hood),,14,6
27,1,6:45.0,,A. Davis makes 2-pt jump shot from 14 ft (assist by N. Cole),14,8
28,1,6:32.0,Offensive foul by R. Gobert (drawn by B. Dejean-Jones),,14,8
29,1,6:32.0,Turnover by R. Gobert (offensive foul),,14,8
30,1,6:21.0,,A. Davis misses 2-pt jump shot from 16 ft,14,8
31,1,6:20.0,Defensive rebound by R. Neto,,14,8
32,1,6:03.0,D. Favors makes 2-pt jump shot from 15 ft (assist by R. Hood),,16,8
33,1,5:49.0,,N. Cole misses 2-pt jump shot from 19 ft,16,8
34,1,5:49.0,Defensive rebound by R. Gobert,,16,8
35,1,5:43.0,Turnover by R. Neto (lost ball),,16,8
36,1,5:17.0,,B. Dejean-Jones misses 2-pt jump shot from 22 ft,16,8
37,1,5:17.0,,Offensive rebound by Ö. Aşık,16,8
38,1,5:17.0,,Ö. Aşık makes 2-pt layup from 1 ft,16,10
39,1,5:17.0,Loose ball foul by R. Gobert (drawn by Ö. Aşık),,16,10
40,1,5:17.0,,J. Holiday enters the game for N. Cole,16,10
41,1,5:17.0,T. Booker enters the game for R. Gobert,,16,10
42,1,5:17.0,,Ö. Aşık misses free throw 1 of 1,16,10
43,1,5:16.0,Defensive rebound by D. Favors,,16,10
44,1,4:51.0,T. Booker misses 2-pt jump shot from 19 ft,,16,10
45,1,4:50.0,,Defensive rebound by B. Dejean-Jones,16,10
46,1,4:41.0,,Turnover by Ö. Aşık (lost ball; steal by G. Hayward),16,10
47,1,4:30.0,Personal foul by J. Holiday (drawn by R. Hood),,16,10
48,1,4:17.0,Turnover by R. Hood (lost ball; steal by B. Dejean-Jones),,16,10
49,1,4:14.0,C. Johnson enters the game for R. Hood,,16,10
50,1,4:10.0,,Personal foul by R. Neto (drawn by A. Davis),16,10
51,1,4:06.0,,J. Holiday misses 2-pt layup from 1 ft,16,10
52,1,4:05.0,,Offensive rebound by Ö. Aşık,16,10
53,1,4:05.0,,Ö. Aşık misses 2-pt layup at rim,16,10
54,1,4:04.0,,Offensive rebound by Ö. Aşık,16,10
55,1,4:03.0,,Shooting foul by D. Favors (drawn by Ö. Aşık),16,10
56,1,4:03.0,,Ö. Aşık misses free throw 1 of 2,16,10
57,1,4:03.0,,Offensive rebound by Team,16,10
58,1,4:03.0,,Ö. Aşık misses free throw 2 of 2,16,10
59,1,4:02.0,Defensive rebound by D. Favors,,16,10
60,1,3:46.0,G. Hayward makes 3-pt jump shot from 26 ft (assist by T. Booker),,19,10
61,1,3:35.0,,B. Dejean-Jones makes 3-pt jump shot from 24 ft (assist by J. Holiday),19,13
62,1,3:11.0,T. Booker misses 2-pt layup from 1 ft,,19,13
63,1,3:10.0,,Defensive rebound by A. Davis,19,13
64,1,3:01.0,,D. Cunningham misses 3-pt jump shot from 23 ft,19,13
65,1,3:00.0,Defensive rebound by D. Favors,,19,13
66,1,2:56.0,Utah full timeout,,19,13
67,1,2:43.0,G. Hayward misses 3-pt jump shot from 25 ft,,19,13
68,1,2:43.0,,Defensive rebound by Ö. Aşık,19,13
69,1,2:26.0,,Shooting foul by C. Johnson (drawn by B. Dejean-Jones),19,13
70,1,2:26.0,,B. Dejean-Jones makes free throw 1 of 2,19,14
71,1,2:26.0,,R. Anderson enters the game for Ö. Aşık,19,14
72,1,2:26.0,J. Ingles enters the game for R. Neto,,19,14
73,1,2:26.0,,B. Dejean-Jones makes free throw 2 of 2,19,15
74,1,2:10.0,Shooting foul by A. Davis (drawn by D. Favors),,19,15
75,1,2:10.0,D. Favors makes free throw 1 of 2,,20,15
76,1,2:10.0,D. Favors makes free throw 2 of 2,,21,15
77,1,1:52.0,,J. Holiday misses 2-pt jump shot from 11 ft,21,15
78,1,1:50.0,Defensive rebound by C. Johnson,,21,15
79,1,1:45.0,Personal foul by A. Davis (drawn by G. Hayward),,21,15
80,1,1:45.0,,A. Ajinça enters the game for A. Davis,21,15
81,1,1:32.0,D. Favors misses 2-pt jump shot from 5 ft,,21,15
82,1,1:31.0,Offensive rebound by T. Booker,,21,15
83,1,1:28.0,G. Hayward misses 3-pt jump shot from 23 ft,,21,15
84,1,1:27.0,,Defensive rebound by A. Ajinça,21,15
85,1,1:15.0,,D. Cunningham makes 3-pt jump shot from 23 ft (assist by J. Holiday),21,18
86,1,0:51.0,J. Ingles misses 3-pt jump shot from 26 ft,,21,18
87,1,0:50.0,Offensive rebound by Team,,21,18
88,1,0:50.0,,A. Gee enters the game for B. Dejean-Jones,21,18
89,1,0:40.0,Shooting foul by A. Ajinça (drawn by D. Favors),,21,18
90,1,0:40.0,D. Favors makes free throw 1 of 2,,22,18
91,1,0:40.0,D. Favors misses free throw 2 of 2,,22,18
92,1,0:39.0,,Defensive rebound by D. Cunningham,22,18
93,1,0:22.0,,R. Anderson makes 2-pt jump shot from 18 ft,22,20
94,1,0:00.0,G. Hayward misses 2-pt jump shot from 13 ft,,22,20
95,1,0:00.0,Offensive rebound by Team,,22,20
96,2,11:43.0,E. Green makes 3-pt jump shot from 24 ft (assist by R. Hood),,25,20
97,2,11:29.0,,J. Holiday misses 2-pt jump shot from 8 ft,25,20
98,2,11:28.0,,Offensive rebound by J. Holiday,25,20
99,2,11:26.0,,J. Holiday makes 2-pt jump shot from 11 ft,25,22
100,2,11:16.0,Personal foul by T. Douglas (drawn by E. Green),,25,22
101,2,11:16.0,T. Lyles enters the game for T. Booker,,25,22
102,2,11:02.0,T. Lyles misses 3-pt jump shot from 24 ft,,25,22
103,2,11:01.0,,Defensive rebound by J. Holiday,25,22
104,2,10:54.0,,J. Holiday makes 2-pt jump shot from 10 ft,25,24
105,2,10:29.0,R. Hood misses 3-pt jump shot from 27 ft,,25,24
106,2,10:28.0,Offensive rebound by E. Green,,25,24
107,2,10:22.0,R. Hood misses 2-pt jump shot from 8 ft,,25,24
108,2,10:21.0,Offensive rebound by R. Gobert,,25,24
109,2,10:21.0,R. Gobert makes 2-pt layup from 1 ft,,27,24
110,2,10:10.0,,R. Anderson misses 3-pt jump shot from 23 ft,27,24
111,2,10:10.0,Defensive rebound by R. Gobert,,27,24
112,2,9:52.0,T. Lyles misses 2-pt jump shot from 11 ft,,27,24
113,2,9:51.0,,Defensive rebound by J. Holiday,27,24
114,2,9:46.0,,R. Anderson makes 2-pt layup from 1 ft (assist by J. Holiday),27,26
115,2,9:46.0,,Shooting foul by T. Lyles (drawn by R. Anderson),27,26
116,2,9:46.0,,R. Anderson makes free throw 1 of 1,27,27
117,2,9:30.0,Shooting foul by A. Gee (drawn by R. Hood),,27,27
118,2,9:30.0,R. Hood makes free throw 1 of 3,,28,27
119,2,9:30.0,R. Hood makes free throw 2 of 3,,29,27
120,2,9:30.0,R. Hood makes free throw 3 of 3,,30,27
121,2,9:22.0,,A. Gee makes 3-pt jump shot from 23 ft (assist by T. Douglas),30,30
122,2,9:02.0,E. Green misses 2-pt jump shot from 10 ft,,30,30
123,2,9:01.0,,Defensive rebound by R. Anderson,30,30
124,2,8:55.0,,Turnover by J. Holiday (lost ball; steal by E. Green),30,30
125,2,8:54.0,Clear path foul by R. Anderson,,30,30
126,2,8:54.0,Official timeout,,30,30
127,2,8:54.0,E. Green makes clear path free throw 1 of 2,,31,30
128,2,8:54.0,E. Green makes clear path free throw 2 of 2,,32,30
129,2,8:31.0,T. Lyles misses 2-pt jump shot from 9 ft,,32,30
130,2,8:31.0,,Defensive rebound by A. Ajinça,32,30
131,2,8:10.0,,T. Douglas makes 3-pt jump shot from 24 ft,32,33
132,2,7:47.0,Shooting foul by A. Ajinça (drawn by R. Gobert),,32,33
133,2,7:47.0,R. Gobert makes free throw 1 of 2,,33,33
134,2,7:47.0,C. Johnson enters the game for E. Green,,33,33
135,2,7:47.0,D. Favors enters the game for J. Ingles,,33,33
136,2,7:47.0,R. Neto enters the game for T. Lyles,,33,33
137,2,7:47.0,R. Gobert misses free throw 2 of 2,,33,33
138,2,7:46.0,,Defensive rebound by A. Ajinça,33,33
139,2,7:33.0,,A. Ajinça makes 2-pt dunk at rim (assist by J. Holiday),33,35
140,2,7:11.0,,Offensive charge foul by R. Gobert (drawn by R. Anderson),33,35
141,2,7:11.0,Turnover by R. Gobert (offensive foul),,33,35
142,2,7:11.0,T. Booker enters the game for R. Gobert,,33,35
143,2,7:00.0,,J. Holiday misses 3-pt jump shot from 24 ft,33,35
144,2,7:00.0,Defensive rebound by R. Hood,,33,35
145,2,6:36.0,D. Favors misses 2-pt jump shot from 6 ft,,33,35
146,2,6:36.0,,Defensive rebound by A. Ajinça,33,35
147,2,6:27.0,,R. Anderson misses 3-pt jump shot from 24 ft,33,35
148,2,6:26.0,Defensive rebound by R. Hood,,33,35
149,2,6:13.0,D. Favors makes 2-pt dunk at rim (assist by C. Johnson),,35,35
150,2,5:51.0,,T. Douglas misses 2-pt jump shot from 7 ft,35,35
151,2,5:51.0,Defensive rebound by T. Booker,,35,35
152,2,5:36.0,R. Hood misses 2-pt jump shot from 9 ft,,35,35
153,2,5:35.0,,Defensive rebound by A. Ajinça,35,35
154,2,5:21.0,,A. Ajinça misses 2-pt jump shot from 20 ft,35,35
155,2,5:20.0,Defensive rebound by T. Booker,,35,35
156,2,5:07.0,C. Johnson makes 3-pt jump shot from 24 ft (assist by T. Booker),,38,35
157,2,4:48.0,,T. Douglas makes 3-pt jump shot from 23 ft (assist by R. Anderson),38,38
158,2,4:48.0,Utah full timeout,,38,38
159,2,4:48.0,,A. Davis enters the game for R. Anderson,38,38
160,2,4:48.0,G. Hayward enters the game for R. Hood,,38,38
161,2,4:28.0,D. Favors makes 2-pt layup from 1 ft (assist by R. Neto),,40,38
162,2,4:14.0,,J. Holiday makes 2-pt jump shot from 18 ft,40,40
163,2,3:52.0,R. Neto makes 2-pt jump shot from 15 ft,,42,40
164,2,3:32.0,,Turnover by A. Gee (bad pass; steal by R. Neto),42,40
165,2,3:16.0,Offensive foul by D. Favors (drawn by A. Ajinça),,42,40
166,2,3:16.0,Turnover by D. Favors (offensive foul),,42,40
167,2,3:16.0,R. Hood enters the game for C. Johnson,,42,40
168,2,3:04.0,,J. Holiday misses 3-pt jump shot from 23 ft,42,40
169,2,3:02.0,Defensive rebound by D. Favors,,42,40
170,2,2:49.0,G. Hayward misses 2-pt jump shot from 7 ft,,42,40
171,2,2:47.0,Offensive rebound by T. Booker,,42,40
172,2,2:39.0,Turnover by R. Hood (lost ball; steal by T. Douglas),,42,40
173,2,2:33.0,,A. Gee makes 2-pt layup from 1 ft (assist by T. Douglas),42,42
174,2,2:31.0,Utah full timeout,,42,42
175,2,2:31.0,,New Orleans full timeout,42,42
176,2,2:31.0,,N. Cole enters the game for J. Holiday,42,42
177,2,2:14.0,G. Hayward misses 3-pt jump shot from 24 ft,,42,42
178,2,2:13.0,,Defensive rebound by A. Ajinça,42,42
179,2,2:02.0,,Personal foul by T. Booker (drawn by A. Davis),42,42
180,2,1:49.0,,Shooting foul by T. Booker (drawn by A. Davis),42,42
