,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,HOUSTON_ACTION,BROOKLYN_SCORE,HOUSTON_SCORE
30,1,7:59.0,J. Jack misses 2-pt jump shot from 13 ft,,6,7
31,1,7:58.0,,Defensive rebound by J. Harden,6,7
32,1,7:53.0,,M. Thornton makes 2-pt layup from 2 ft (assist by J. Harden),6,9
33,1,7:48.0,Brooklyn full timeout,,6,9
34,1,7:32.0,J. Johnson misses 2-pt layup from 2 ft,,6,9
35,1,7:32.0,Offensive rebound by T. Young,,6,9
36,1,7:32.0,T. Young makes 2-pt layup at rim,,8,9
37,1,7:32.0,Shooting foul by J. Harden (drawn by T. Young),,8,9
38,1,7:32.0,T. Young makes free throw 1 of 1,,9,9
39,1,7:26.0,,T. Ariza misses 2-pt jump shot from 22 ft,9,9
40,1,7:24.0,Defensive rebound by R. Hollis-Jefferson,,9,9
41,1,7:06.0,J. Jack makes 3-pt jump shot from 24 ft (assist by R. Hollis-Jefferson),,12,9
42,1,6:43.0,,D. Howard misses 2-pt layup from 2 ft,12,9
43,1,6:42.0,Defensive rebound by B. Lopez,,12,9
44,1,6:32.0,B. Lopez misses 2-pt jump shot from 15 ft,,12,9
45,1,6:31.0,Offensive rebound by T. Young,,12,9
46,1,6:29.0,T. Young makes 2-pt layup from 1 ft,,14,9
47,1,6:21.0,,D. Howard misses 2-pt layup at rim (block by T. Young),14,9
48,1,6:20.0,,Offensive rebound by D. Howard,14,9
49,1,6:17.0,,D. Howard makes 2-pt layup at rim,14,11
50,1,6:04.0,Turnover by R. Hollis-Jefferson (bad pass; steal by T. Lawson),,14,11
51,1,5:59.0,,T. Lawson makes 2-pt layup at rim,14,13
52,1,5:38.0,J. Johnson misses 2-pt jump shot from 17 ft,,14,13
53,1,5:37.0,Offensive rebound by B. Lopez,,14,13
54,1,5:32.0,Personal foul by T. Ariza (drawn by J. Jack),,14,13
55,1,5:32.0,,C. Capela enters the game for D. Howard,14,13
56,1,5:24.0,T. Young makes 2-pt layup from 3 ft (assist by J. Jack),,16,13
57,1,5:10.0,,J. Harden makes 2-pt jump shot from 4 ft,16,15
58,1,5:09.0,Shooting foul by M. Thornton (drawn by T. Young),,16,15
59,1,5:09.0,T. Young misses free throw 1 of 2,,16,15
60,1,5:09.0,Offensive rebound by Team,,16,15
61,1,5:09.0,,J. Terry enters the game for T. Lawson,16,15
62,1,5:09.0,T. Young misses free throw 2 of 2,,16,15
63,1,5:08.0,Offensive rebound by R. Hollis-Jefferson,,16,15
64,1,4:54.0,B. Lopez misses 2-pt hook shot from 9 ft,,16,15
65,1,4:51.0,Offensive rebound by R. Hollis-Jefferson,,16,15
66,1,4:50.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft,,16,15
67,1,4:50.0,,Defensive rebound by J. Harden,16,15
68,1,4:50.0,,Personal foul by T. Young (drawn by J. Harden),16,15
69,1,4:50.0,B. Bogdanović enters the game for J. Johnson,,16,15
70,1,4:37.0,,T. Ariza makes 2-pt jump shot from 15 ft,16,17
71,1,4:20.0,Turnover by R. Hollis-Jefferson (bad pass; steal by M. Thornton),,16,17
72,1,4:14.0,,J. Harden makes 3-pt jump shot from 25 ft (assist by M. Thornton),16,20
73,1,4:11.0,Brooklyn full timeout,,16,20
74,1,4:11.0,,C. Brewer enters the game for T. Ariza,16,20
75,1,4:11.0,,T. Jones enters the game for M. Thornton,16,20
76,1,4:11.0,T. Robinson enters the game for B. Lopez,,16,20
77,1,4:11.0,W. Ellington enters the game for R. Hollis-Jefferson,,16,20
78,1,3:58.0,Turnover by T. Robinson (traveling),,16,20
79,1,3:51.0,,Personal foul by J. Jack (drawn by C. Brewer),16,20
80,1,3:46.0,,J. Harden makes 2-pt layup from 2 ft (assist by T. Jones),16,22
81,1,3:27.0,W. Ellington misses 2-pt layup from 2 ft (block by C. Capela),,16,22
82,1,3:26.0,,Defensive rebound by C. Brewer,16,22
83,1,3:19.0,,Shooting block foul by T. Young (drawn by J. Harden),16,22
84,1,3:19.0,,J. Harden makes free throw 1 of 2,16,23
85,1,3:19.0,A. Bargnani enters the game for T. Young,,16,23
86,1,3:19.0,,J. Harden makes free throw 2 of 2,16,24
87,1,3:01.0,J. Jack misses 2-pt jump shot from 11 ft,,16,24
88,1,3:01.0,,Defensive rebound by J. Harden,16,24
89,1,2:55.0,,C. Brewer makes 2-pt layup from 2 ft (assist by J. Harden),16,26
90,1,2:39.0,B. Bogdanović misses 2-pt layup from 2 ft,,16,26
91,1,2:38.0,Offensive rebound by T. Robinson,,16,26
92,1,2:32.0,B. Bogdanović misses 2-pt jump shot from 18 ft,,16,26
93,1,2:32.0,,Defensive rebound by J. Harden,16,26
94,1,2:25.0,,C. Capela misses 2-pt layup at rim,16,26
95,1,2:24.0,Defensive rebound by W. Ellington,,16,26
96,1,2:18.0,W. Ellington misses 2-pt layup from 2 ft,,16,26
97,1,2:16.0,Offensive rebound by T. Robinson,,16,26
98,1,2:16.0,T. Robinson makes 2-pt layup from 1 ft,,18,26
99,1,2:07.0,,Houston full timeout,18,26
100,1,2:07.0,,D. Howard enters the game for J. Harden,18,26
101,1,2:07.0,,T. Lawson enters the game for C. Capela,18,26
102,1,2:00.0,,Turnover by D. Howard (lost ball),18,26
103,1,1:49.0,A. Bargnani misses 2-pt jump shot from 20 ft,,18,26
104,1,1:48.0,,Defensive rebound by T. Jones,18,26
105,1,1:41.0,,T. Jones misses 2-pt jump shot from 3 ft,18,26
106,1,1:38.0,,Offensive rebound by D. Howard,18,26
107,1,1:38.0,,D. Howard makes 2-pt layup at rim,18,28
108,1,1:30.0,A. Bargnani makes 2-pt jump shot from 14 ft (assist by J. Jack),,20,28
109,1,1:05.0,,C. Brewer misses 3-pt jump shot from 26 ft,20,28
110,1,1:04.0,,Offensive rebound by D. Howard,20,28
111,1,1:04.0,,Shooting foul by J. Jack (drawn by D. Howard),20,28
112,1,1:04.0,,D. Howard misses free throw 1 of 2,20,28
113,1,1:04.0,,Offensive rebound by Team,20,28
114,1,1:04.0,B. Lopez enters the game for T. Robinson,,20,28
115,1,1:04.0,S. Larkin enters the game for J. Jack,,20,28
116,1,1:04.0,,D. Howard misses free throw 2 of 2,20,28
117,1,1:04.0,Defensive rebound by B. Lopez,,20,28
118,1,0:51.0,A. Bargnani misses 2-pt layup from 1 ft (block by D. Howard),,20,28
119,1,0:49.0,,Defensive rebound by D. Howard,20,28
120,1,0:42.0,,J. Terry misses 3-pt jump shot from 24 ft,20,28
121,1,0:42.0,Defensive rebound by A. Bargnani,,20,28
122,1,0:20.0,B. Lopez makes 2-pt jump shot from 4 ft (assist by S. Larkin),,22,28
123,1,0:03.0,,T. Lawson misses 2-pt jump shot from 3 ft (block by B. Lopez),22,28
124,1,0:02.0,,Offensive rebound by T. Jones,22,28
125,1,0:00.0,,T. Jones misses 2-pt layup from 2 ft (block by A. Bargnani),22,28
126,1,0:00.0,Defensive rebound by Team,,22,28
127,2,11:38.0,B. Bogdanović misses 2-pt jump shot from 4 ft,,22,28
128,2,11:37.0,Offensive rebound by B. Bogdanović,,22,28
129,2,11:36.0,B. Bogdanović misses 2-pt layup from 3 ft,,22,28
130,2,11:35.0,Offensive rebound by B. Lopez,,22,28
131,2,11:35.0,Shooting foul by T. Jones (drawn by B. Lopez),,22,28
132,2,11:35.0,B. Lopez makes free throw 1 of 2,,23,28
133,2,11:35.0,B. Lopez makes free throw 2 of 2,,24,28
134,2,11:13.0,,C. Brewer misses 2-pt jump shot from 5 ft,24,28
135,2,11:12.0,,Offensive rebound by D. Howard,24,28
136,2,11:07.0,,Shooting foul by A. Bargnani (drawn by T. Jones),24,28
137,2,11:07.0,,Technical foul by D. Howard,24,28
138,2,11:07.0,B. Lopez misses technical free throw,,24,28
139,2,11:07.0,,Offensive rebound by Team,24,28
140,2,11:07.0,,T. Jones misses free throw 1 of 2,24,28
141,2,11:07.0,,Offensive rebound by Team,24,28
142,2,11:07.0,J. Johnson enters the game for W. Ellington,,24,28
143,2,11:07.0,,M. Thornton enters the game for J. Terry,24,28
144,2,11:07.0,,T. Jones misses free throw 2 of 2,24,28
145,2,11:07.0,Defensive rebound by B. Bogdanović,,24,28
146,2,10:47.0,S. Larkin misses 2-pt layup at rim (block by D. Howard),,24,28
147,2,10:47.0,Offensive rebound by Team,,24,28
148,2,10:42.0,B. Lopez makes 2-pt jump shot from 14 ft (assist by J. Johnson),,26,28
149,2,10:29.0,,C. Brewer misses 2-pt jump shot from 4 ft,26,28
150,2,10:29.0,Defensive rebound by B. Bogdanović,,26,28
151,2,10:20.0,B. Lopez makes 2-pt layup at rim (assist by B. Bogdanović),,28,28
152,2,10:04.0,,T. Lawson makes 2-pt layup from 2 ft,28,30
153,2,9:49.0,S. Larkin misses 2-pt jump shot from 16 ft,,28,30
154,2,9:49.0,,Defensive rebound by M. Thornton,28,30
155,2,9:35.0,,M. Thornton misses 3-pt jump shot from 23 ft,28,30
156,2,9:34.0,Defensive rebound by B. Bogdanović,,28,30
157,2,9:30.0,,T. Ariza enters the game for T. Jones,28,30
158,2,9:30.0,,C. Capela enters the game for D. Howard,28,30
159,2,9:30.0,Turnover by B. Bogdanović (lost ball; steal by T. Lawson),,28,30
160,2,9:18.0,,C. Capela makes 2-pt layup from 1 ft (assist by M. Thornton),28,32
161,2,9:00.0,B. Lopez makes 2-pt jump shot from 15 ft (assist by S. Larkin),,30,32
162,2,8:54.0,,Offensive foul by C. Capela (drawn by S. Larkin),30,32
163,2,8:54.0,,Turnover by C. Capela (offensive foul),30,32
164,2,8:54.0,Brooklyn full timeout,,30,32
165,2,8:54.0,,J. Harden enters the game for C. Brewer,30,32
166,2,8:32.0,J. Johnson misses 2-pt jump shot from 5 ft,,30,32
167,2,8:32.0,Offensive rebound by B. Lopez,,30,32
168,2,8:28.0,B. Lopez misses 2-pt layup from 2 ft,,30,32
169,2,8:28.0,Offensive rebound by J. Johnson,,30,32
170,2,8:27.0,Shooting foul by M. Thornton (drawn by J. Johnson),,30,32
171,2,8:27.0,J. Johnson makes free throw 1 of 2,,31,32
172,2,8:27.0,J. Johnson makes free throw 2 of 2,,32,32
173,2,8:11.0,,M. Thornton makes 2-pt jump shot from 4 ft,32,34
174,2,7:57.0,B. Lopez misses 2-pt layup at rim,,32,34
175,2,7:56.0,Offensive rebound by Team,,32,34
176,2,7:56.0,T. Young enters the game for A. Bargnani,,32,34
177,2,7:52.0,B. Bogdanović makes 2-pt jump shot from 9 ft (assist by J. Johnson),,34,34
178,2,7:45.0,,T. Ariza misses 2-pt jump shot from 15 ft,34,34
179,2,7:44.0,Defensive rebound by J. Johnson,,34,34
180,2,7:33.0,S. Larkin makes 2-pt jump shot from 10 ft (assist by J. Johnson),,36,34
181,2,7:12.0,,M. Thornton misses 3-pt jump shot from 23 ft,36,34
182,2,7:12.0,Defensive rebound by T. Young,,36,34
183,2,7:04.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by T. Young),,38,34
184,2,6:57.0,,Houston full timeout,38,34
185,2,6:57.0,,D. Howard enters the game for C. Capela,38,34
186,2,6:44.0,,J. Harden misses 2-pt jump shot from 17 ft,38,34
187,2,6:43.0,Defensive rebound by B. Bogdanović,,38,34
188,2,6:22.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,38,34
189,2,6:21.0,,Defensive rebound by J. Harden,38,34
190,2,5:56.0,,J. Harden makes 2-pt layup from 1 ft,38,36
191,2,5:42.0,B. Bogdanović misses 2-pt jump shot from 9 ft,,38,36
192,2,5:41.0,,Defensive rebound by D. Howard,38,36
193,2,5:34.0,,T. Lawson misses 2-pt layup from 2 ft (block by T. Young),38,36
194,2,5:33.0,,Offensive rebound by T. Lawson,38,36
195,2,5:33.0,,T. Ariza makes 2-pt layup from 1 ft (assist by T. Lawson),38,38
196,2,5:33.0,,Shooting foul by T. Young (drawn by T. Ariza),38,38
197,2,5:33.0,,J. Terry enters the game for T. Lawson,38,38
198,2,5:33.0,J. Jack enters the game for T. Young,,38,38
199,2,5:33.0,,T. Ariza misses free throw 1 of 1,38,38
200,2,5:33.0,Defensive rebound by J. Johnson,,38,38
201,2,5:23.0,J. Johnson makes 2-pt jump shot from 11 ft,,40,38
202,2,5:09.0,,D. Howard misses 2-pt dunk at rim,40,38
203,2,5:08.0,,Offensive rebound by D. Howard,40,38
204,2,4:57.0,,Turnover by J. Harden (bad pass; steal by B. Lopez),40,38
205,2,4:54.0,Turnover by J. Jack (lost ball; steal by M. Thornton),,40,38
206,2,4:46.0,,M. Thornton makes 2-pt jump shot from 10 ft,40,40
207,2,4:32.0,S. Larkin makes 3-pt jump shot from 25 ft,,43,40
208,2,4:06.0,,D. Howard makes 2-pt dunk at rim (assist by M. Thornton),43,42
209,2,3:42.0,J. Johnson makes 2-pt jump shot from 9 ft,,45,42
210,2,3:35.0,,Personal foul by J. Johnson (drawn by J. Harden),45,42
211,2,3:35.0,Brooklyn full timeout,,45,42
212,2,3:35.0,W. Ellington enters the game for B. Lopez,,45,42
213,2,3:35.0,T. Robinson enters the game for S. Larkin,,45,42
214,2,3:20.0,,J. Harden misses 3-pt jump shot from 26 ft,45,42
215,2,3:19.0,Defensive rebound by B. Bogdanović,,45,42
216,2,3:00.0,J. Johnson misses 2-pt jump shot from 23 ft,,45,42
217,2,2:59.0,Offensive rebound by T. Robinson,,45,42
218,2,2:58.0,,Violation by M. Thornton (kicked ball),45,42
219,2,2:58.0,,T. Lawson enters the game for J. Terry,45,42
220,2,2:39.0,W. Ellington makes 2-pt layup from 2 ft (assist by J. Johnson),,47,42
221,2,2:33.0,,M. Thornton makes 2-pt layup at rim,47,44
222,2,2:18.0,W. Ellington misses 3-pt jump shot from 26 ft,,47,44
223,2,2:17.0,,Defensive rebound by D. Howard,47,44
224,2,2:09.0,,J. Harden misses 2-pt layup from 2 ft,47,44
225,2,2:07.0,,Offensive rebound by M. Thornton,47,44
226,2,2:07.0,,M. Thornton makes 2-pt layup from 2 ft,47,46
227,2,1:47.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,47,46
228,2,1:46.0,Offensive rebound by W. Ellington,,47,46
229,2,1:42.0,J. Johnson misses 3-pt jump shot from 25 ft,,47,46
230,2,1:41.0,,Defensive rebound by J. Harden,47,46
231,2,1:23.0,,D. Howard makes 2-pt dunk at rim (assist by T. Lawson),47,48
232,2,1:05.0,J. Jack makes 2-pt jump shot from 21 ft,,49,48
233,2,0:47.0,,Shooting foul by T. Robinson (drawn by J. Harden),49,48
234,2,0:47.0,,J. Harden misses free throw 1 of 2,49,48
235,2,0:47.0,,Offensive rebound by Team,49,48
236,2,0:47.0,B. Lopez enters the game for T. Robinson,,49,48
237,2,0:47.0,,C. Brewer enters the game for M. Thornton,49,48
238,2,0:47.0,,J. Harden makes free throw 2 of 2,49,49
239,2,0:34.0,J. Johnson makes 2-pt jump shot from 7 ft (assist by J. Jack),,51,49
240,2,0:27.0,,Turnover by J. Harden (lost ball; steal by W. Ellington),51,49
241,2,0:22.0,B. Bogdanović makes 2-pt layup at rim (assist by J. Jack),,53,49
242,2,0:05.0,,T. Ariza misses 3-pt jump shot from 23 ft,53,49
243,2,0:04.0,Defensive rebound by J. Jack,,53,49
244,2,0:00.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by W. Ellington),,55,49
245,3,11:37.0,T. Young misses 2-pt jump shot from 16 ft,,55,49
246,3,11:36.0,,Defensive rebound by D. Howard,55,49
247,3,11:20.0,,T. Ariza makes 2-pt layup from 1 ft (assist by M. Thornton),55,51
248,3,11:07.0,B. Bogdanović misses 2-pt layup from 1 ft (block by D. Howard),,55,51
249,3,11:06.0,,Defensive rebound by M. Thornton,55,51
250,3,10:49.0,,Shooting foul by J. Jack (drawn by T. Lawson),55,51
251,3,10:49.0,,T. Lawson makes free throw 1 of 2,55,52
252,3,10:49.0,,T. Lawson makes free throw 2 of 2,55,53
253,3,10:31.0,Turnover by T. Young (bad pass; steal by T. Ariza),,55,53
254,3,10:27.0,,J. Harden makes 2-pt layup from 1 ft (assist by M. Thornton),55,55
255,3,10:02.0,J. Johnson makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),,58,55
256,3,9:42.0,,M. Thornton makes 3-pt jump shot from 25 ft,58,58
257,3,9:19.0,T. Young makes 2-pt jump shot from 9 ft (assist by B. Bogdanović),,60,58
258,3,9:08.0,,T. Ariza misses 3-pt jump shot from 24 ft,60,58
259,3,9:07.0,Defensive rebound by J. Jack,,60,58
260,3,9:00.0,B. Lopez misses 2-pt jump shot from 19 ft,,60,58
261,3,8:59.0,,Defensive rebound by T. Ariza,60,58
262,3,8:42.0,,Def 3 sec tech foul by B. Lopez,60,58
263,3,8:42.0,,J. Harden makes technical free throw,60,59
264,3,8:30.0,,D. Howard makes 2-pt layup from 1 ft (assist by J. Harden),60,61
265,3,8:13.0,J. Jack misses 3-pt jump shot from 24 ft,,60,61
266,3,8:12.0,Offensive rebound by B. Bogdanović,,60,61
267,3,8:07.0,B. Bogdanović makes 2-pt jump shot from 9 ft,,62,61
268,3,7:59.0,,T. Lawson makes 2-pt layup at rim,62,63
269,3,7:48.0,B. Lopez misses 2-pt jump shot from 12 ft,,62,63
270,3,7:47.0,,Defensive rebound by D. Howard,62,63
271,3,7:36.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by J. Harden),62,66
272,3,7:35.0,Brooklyn full timeout,,62,66
273,3,7:18.0,J. Jack misses 2-pt jump shot from 7 ft,,62,66
274,3,7:18.0,,Defensive rebound by T. Lawson,62,66
275,3,7:00.0,,T. Lawson misses 2-pt jump shot from 18 ft,62,66
276,3,7:00.0,,Offensive rebound by D. Howard,62,66
277,3,6:59.0,,D. Howard makes 2-pt dunk at rim,62,68
278,3,6:41.0,T. Young makes 2-pt dunk at rim (assist by J. Jack),,64,68
279,3,6:19.0,,M. Thornton makes 3-pt jump shot from 26 ft (assist by T. Ariza),64,71
280,3,6:01.0,Turnover by B. Lopez (bad pass; steal by M. Thornton),,64,71
281,3,5:53.0,,M. Thornton misses 3-pt jump shot from 24 ft,64,71
282,3,5:52.0,Defensive rebound by J. Jack,,64,71
283,3,5:44.0,B. Bogdanović makes 2-pt jump shot from 10 ft (assist by J. Jack),,66,71
284,3,5:25.0,,J. Harden makes 3-pt jump shot from 25 ft (assist by D. Howard),66,74
285,3,5:00.0,J. Johnson misses 2-pt jump shot from 14 ft,,66,74
286,3,5:00.0,,Defensive rebound by D. Howard,66,74
287,3,4:54.0,,J. Harden misses 2-pt layup from 2 ft,66,74
288,3,4:53.0,Defensive rebound by T. Young,,66,74
289,3,4:48.0,T. Young misses 2-pt layup from 1 ft (block by D. Howard),,66,74
290,3,4:48.0,Offensive rebound by Team,,66,74
291,3,4:48.0,,C. Capela enters the game for D. Howard,66,74
292,3,4:48.0,T. Robinson enters the game for B. Lopez,,66,74
293,3,4:48.0,,P. Beverley enters the game for T. Lawson,66,74
294,3,4:48.0,,T. Jones enters the game for T. Ariza,66,74
295,3,4:45.0,J. Jack misses 2-pt jump shot from 5 ft (block by C. Capela),,66,74
296,3,4:44.0,,Defensive rebound by P. Beverley,66,74
297,3,4:25.0,,Turnover by J. Harden (bad pass; steal by J. Jack),66,74
298,3,4:16.0,J. Jack misses 3-pt jump shot from 24 ft,,66,74
299,3,4:16.0,,Defensive rebound by T. Jones,66,74
300,3,4:10.0,,C. Capela makes 2-pt layup at rim (assist by J. Harden),66,76
301,3,3:43.0,T. Young misses 2-pt jump shot from 5 ft (block by P. Beverley),,66,76
302,3,3:42.0,Offensive rebound by B. Bogdanović,,66,76
303,3,3:38.0,B. Bogdanović makes 2-pt jump shot from 4 ft,,68,76
304,3,3:15.0,,P. Beverley makes 3-pt jump shot from 24 ft,68,79
305,3,2:57.0,Shooting foul by C. Capela (drawn by J. Johnson),,68,79
306,3,2:57.0,,Houston full timeout,68,79
307,3,2:57.0,,C. Brewer enters the game for M. Thornton,68,79
308,3,2:57.0,A. Bargnani enters the game for T. Young,,68,79
309,3,2:57.0,S. Larkin enters the game for J. Jack,,68,79
310,3,2:57.0,J. Johnson makes free throw 1 of 3,,69,79
311,3,2:57.0,J. Johnson makes free throw 2 of 3,,70,79
312,3,2:57.0,J. Johnson makes free throw 3 of 3,,71,79
313,3,2:40.0,,J. Harden misses 3-pt jump shot from 28 ft,71,79
314,3,2:39.0,Defensive rebound by B. Bogdanović,,71,79
315,3,2:16.0,B. Bogdanović misses 2-pt jump shot from 17 ft,,71,79
316,3,2:16.0,,Defensive rebound by J. Harden,71,79
317,3,2:09.0,,P. Beverley misses 3-pt jump shot from 24 ft,71,79
318,3,2:08.0,Defensive rebound by S. Larkin,,71,79
319,3,1:56.0,A. Bargnani misses 2-pt jump shot from 18 ft,,71,79
320,3,1:55.0,,Defensive rebound by T. Jones,71,79
321,3,1:33.0,,C. Capela makes 2-pt dunk at rim (assist by P. Beverley),71,81
322,3,1:14.0,S. Larkin makes 3-pt jump shot from 24 ft,,74,81
323,3,1:02.0,,P. Beverley misses 3-pt jump shot from 25 ft,74,81
324,3,1:02.0,Defensive rebound by S. Larkin,,74,81
325,3,0:57.0,J. Johnson misses 2-pt jump shot from 7 ft,,74,81
326,3,0:57.0,,Defensive rebound by C. Capela,74,81
327,3,0:48.0,,J. Harden misses 2-pt layup from 1 ft,74,81
328,3,0:47.0,Defensive rebound by T. Robinson,,74,81
329,3,0:40.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by J. Johnson),,77,81
330,3,0:30.0,,J. Harden misses 2-pt layup from 2 ft,77,81
331,3,0:30.0,,Offensive rebound by C. Capela,77,81
332,3,0:30.0,,C. Capela makes 2-pt dunk at rim,77,83
333,3,0:16.0,Personal take foul by P. Beverley (drawn by S. Larkin),,77,83
334,3,0:16.0,,T. Ariza enters the game for P. Beverley,77,83
335,3,0:04.0,S. Larkin makes 2-pt layup from 1 ft,,79,83
336,3,0:00.0,,T. Jones misses 3-pt jump shot from 26 ft,79,83
337,3,0:00.0,,Offensive rebound by Team,79,83
338,4,11:43.0,,D. Howard misses 2-pt layup from 1 ft (block by B. Lopez),79,83
339,4,11:42.0,Defensive rebound by S. Larkin,,79,83
340,4,11:23.0,W. Ellington misses 3-pt jump shot from 24 ft,,79,83
341,4,11:23.0,Offensive rebound by A. Bargnani,,79,83
342,4,11:17.0,S. Larkin makes 3-pt jump shot from 24 ft (assist by A. Bargnani),,82,83
343,4,11:03.0,,Personal foul by R. Hollis-Jefferson (drawn by D. Howard),82,83
344,4,10:53.0,,P. Beverley misses 3-pt jump shot from 25 ft,82,83
345,4,10:52.0,Defensive rebound by B. Lopez,,82,83
346,4,10:38.0,S. Larkin misses 3-pt jump shot from 24 ft,,82,83
347,4,10:37.0,Offensive rebound by B. Lopez,,82,83
348,4,10:32.0,B. Lopez misses 2-pt jump shot from 11 ft,,82,83
349,4,10:31.0,,Defensive rebound by P. Beverley,82,83
350,4,10:26.0,,C. Brewer makes 2-pt layup from 1 ft (assist by P. Beverley),82,85
351,4,10:11.0,B. Lopez misses 2-pt jump shot from 18 ft,,82,85
352,4,10:10.0,,Defensive rebound by P. Beverley,82,85
353,4,9:54.0,,P. Beverley misses 2-pt jump shot from 11 ft,82,85
354,4,9:53.0,Defensive rebound by R. Hollis-Jefferson,,82,85
355,4,9:45.0,Offensive foul by A. Bargnani (drawn by P. Beverley),,82,85
356,4,9:45.0,Turnover by A. Bargnani (offensive foul),,82,85
357,4,9:25.0,,D. Howard makes 2-pt dunk at rim (assist by T. Jones),82,87
358,4,9:06.0,Personal foul by P. Beverley (drawn by S. Larkin),,82,87
359,4,8:51.0,W. Ellington misses 2-pt jump shot from 20 ft,,82,87
360,4,8:50.0,,Defensive rebound by D. Howard,82,87
361,4,8:30.0,,T. Lawson misses 2-pt jump shot from 18 ft,82,87
362,4,8:29.0,Defensive rebound by B. Lopez,,82,87
363,4,8:28.0,Personal foul by T. Jones (drawn by B. Lopez),,82,87
364,4,8:28.0,Brooklyn full timeout,,82,87
365,4,8:05.0,S. Larkin makes 2-pt jump shot from 22 ft,,84,87
366,4,7:48.0,,C. Brewer misses 2-pt jump shot from 12 ft,84,87
367,4,7:47.0,Defensive rebound by S. Larkin,,84,87
368,4,7:39.0,Shooting foul by P. Beverley (drawn by A. Bargnani),,84,87
369,4,7:39.0,A. Bargnani makes free throw 1 of 2,,85,87
370,4,7:39.0,,J. Harden enters the game for C. Brewer,85,87
371,4,7:39.0,,M. Thornton enters the game for P. Beverley,85,87
372,4,7:39.0,,T. Ariza enters the game for T. Jones,85,87
373,4,7:39.0,J. Johnson enters the game for R. Hollis-Jefferson,,85,87
374,4,7:39.0,A. Bargnani makes free throw 2 of 2,,86,87
375,4,7:27.0,,T. Ariza misses 3-pt jump shot from 25 ft,86,87
376,4,7:26.0,,Offensive rebound by D. Howard,86,87
377,4,7:23.0,,D. Howard misses 2-pt layup at rim (block by B. Lopez),86,87
378,4,7:20.0,Defensive rebound by J. Johnson,,86,87
379,4,7:04.0,A. Bargnani makes 2-pt jump shot from 21 ft (assist by J. Johnson),,88,87
380,4,6:42.0,,D. Howard misses 2-pt layup from 1 ft (block by B. Lopez),88,87
381,4,6:41.0,Defensive rebound by J. Johnson,,88,87
382,4,6:33.0,A. Bargnani misses 2-pt jump shot from 23 ft,,88,87
383,4,6:32.0,Offensive rebound by S. Larkin,,88,87
384,4,6:29.0,W. Ellington makes 3-pt jump shot from 23 ft,,91,87
