,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,OKLAHOMA CITY_ACTION,BROOKLYN_SCORE,OKLAHOMA CITY_SCORE
371,4,6:15.0,Loose ball foul by J. Jack (drawn by D. Waiters),,85,94
372,4,6:01.0,,S. Ibaka makes 2-pt dunk at rim (assist by R. Westbrook),85,96
373,4,5:42.0,B. Lopez makes 2-pt jump shot from 19 ft (assist by J. Jack),,87,96
374,4,5:23.0,,K. Durant makes 3-pt jump shot from 24 ft (assist by R. Westbrook),87,99
375,4,5:07.0,B. Lopez makes 2-pt jump shot from 9 ft,,89,99
376,4,4:48.0,,D. Waiters makes 3-pt jump shot from 23 ft (assist by R. Westbrook),89,102
377,4,4:32.0,Turnover by J. Johnson (bad pass; steal by A. Morrow),,89,102
378,4,4:21.0,,K. Durant misses 3-pt jump shot from 25 ft,89,102
379,4,4:21.0,Defensive rebound by S. Larkin,,89,102
380,4,4:11.0,Turnover by B. Lopez (traveling),,89,102
381,4,4:01.0,,Turnover by R. Westbrook (bad pass; steal by S. Larkin),89,102
382,4,3:56.0,T. Young makes 2-pt layup from 1 ft (assist by S. Larkin),,91,102
383,4,3:20.0,,D. Waiters misses 3-pt jump shot from 25 ft,91,102
384,4,3:19.0,Defensive rebound by J. Johnson,,91,102
385,4,3:12.0,Turnover by J. Johnson (bad pass; steal by R. Westbrook),,91,102
386,4,3:10.0,,Shooting foul by J. Jack (drawn by R. Westbrook),91,102
387,4,3:10.0,,R. Westbrook makes free throw 1 of 2,91,103
388,4,3:10.0,R. Hollis-Jefferson enters the game for J. Jack,,91,103
389,4,3:10.0,,R. Westbrook makes free throw 2 of 2,91,104
390,4,2:55.0,S. Larkin misses 2-pt jump shot from 14 ft,,91,104
391,4,2:55.0,Offensive rebound by B. Lopez,,91,104
392,4,2:53.0,B. Lopez makes 2-pt layup from 1 ft,,93,104
393,4,2:33.0,,Shooting foul by B. Lopez (drawn by S. Ibaka),93,104
394,4,2:33.0,Official timeout,,93,104
395,4,2:33.0,,S. Ibaka makes free throw 1 of 2,93,105
396,4,2:33.0,B. Bogdanović enters the game for J. Johnson,,93,105
397,4,2:33.0,,S. Ibaka makes free throw 2 of 2,93,106
398,4,2:18.0,Turnover by T. Young (bad pass; steal by R. Westbrook),,93,106
399,4,2:12.0,,R. Westbrook makes 2-pt layup at rim,93,108
400,4,1:59.0,T. Young makes 2-pt hook shot from 7 ft,,95,108
401,4,1:47.0,,S. Ibaka makes 2-pt layup at rim (assist by R. Westbrook),95,110
402,4,1:35.0,T. Young misses 2-pt hook shot from 10 ft,,95,110
403,4,1:34.0,Offensive rebound by B. Lopez,,95,110
404,4,1:29.0,B. Lopez makes 2-pt jump shot from 20 ft (assist by S. Larkin),,97,110
405,4,1:16.0,,R. Westbrook misses 2-pt jump shot from 3 ft,97,110
406,4,1:15.0,Defensive rebound by T. Young,,97,110
407,4,1:11.0,R. Hollis-Jefferson makes 2-pt dunk at rim (assist by T. Young),,99,110
408,4,0:54.0,,S. Ibaka misses 2-pt jump shot from 19 ft,99,110
409,4,0:53.0,Defensive rebound by R. Hollis-Jefferson,,99,110
410,4,0:45.0,R. Hollis-Jefferson misses 2-pt layup from 1 ft,,99,110
411,4,0:44.0,,Defensive rebound by R. Westbrook,99,110
412,4,0:21.0,,A. Morrow misses 3-pt jump shot from 24 ft,99,110
413,4,0:20.0,Defensive rebound by R. Hollis-Jefferson,,99,110
414,4,0:00.0,T. Young misses 3-pt jump shot from 24 ft,,99,110
415,4,0:00.0,Offensive rebound by Team,,99,110
