,QUARTER,TIME_REMAINING,CHICAGO_ACTION,TORONTO_ACTION,CHICAGO_SCORE,TORONTO_SCORE
378,4,2:57.0,Defensive rebound by N. Mirotić,,100,105
379,4,2:38.0,J. Butler makes 3-pt jump shot from 24 ft,,103,105
380,4,2:19.0,,Shooting foul by J. Butler (drawn by D. DeRozan),103,105
381,4,2:19.0,,D. DeRozan makes free throw 1 of 2,103,106
382,4,2:19.0,,D. DeRozan makes free throw 2 of 2,103,107
383,4,2:06.0,Personal foul by D. DeRozan (drawn by N. Mirotić),,103,107
384,4,2:06.0,N. Mirotić makes free throw 1 of 2,,104,107
385,4,2:06.0,N. Mirotić makes free throw 2 of 2,,105,107
386,4,1:54.0,,Personal foul by J. Butler (drawn by J. Valančiūnas),105,107
387,4,1:54.0,,J. Valančiūnas makes free throw 1 of 2,105,108
388,4,1:54.0,,J. Valančiūnas makes free throw 2 of 2,105,109
389,4,1:42.0,J. Butler makes 2-pt jump shot from 6 ft,,107,109
390,4,1:20.0,,K. Lowry misses 3-pt jump shot from 26 ft,107,109
391,4,1:19.0,Defensive rebound by J. Butler,,107,109
392,4,0:59.0,J. Butler misses 2-pt jump shot from 20 ft,,107,109
393,4,0:58.0,Offensive rebound by E. Moore,,107,109
394,4,0:58.0,E. Moore makes 2-pt jump shot from 2 ft,,109,109
395,4,0:58.0,,Toronto full timeout,109,109
396,4,0:41.0,,K. Lowry makes 2-pt jump shot from 16 ft,109,111
397,4,0:41.0,Chicago full timeout,,109,111
398,4,0:41.0,,B. Biyombo enters the game for J. Valančiūnas,109,111
399,4,0:31.0,J. Butler makes 3-pt jump shot from 22 ft,,112,111
400,4,0:31.0,,Toronto full timeout,112,111
401,4,0:31.0,,P. Patterson enters the game for B. Biyombo,112,111
402,4,0:31.0,T. Snell enters the game for N. Mirotić,,112,111
403,4,0:31.0,T. Gibson enters the game for A. Brooks,,112,111
404,4,0:25.0,,K. Lowry misses 2-pt layup from 1 ft,112,111
405,4,0:24.0,Defensive rebound by P. Gasol,,112,111
406,4,0:24.0,Personal foul by D. Carroll (drawn by P. Gasol),,112,111
407,4,0:24.0,P. Gasol makes free throw 1 of 2,,113,111
408,4,0:24.0,,J. Valančiūnas enters the game for C. Joseph,113,111
409,4,0:24.0,P. Gasol misses free throw 2 of 2,,113,111
410,4,0:24.0,,Defensive rebound by D. Carroll,113,111
411,4,0:24.0,,Toronto full timeout,113,111
412,4,0:24.0,,T. Ross enters the game for P. Patterson,113,111
413,4,0:18.0,,D. DeRozan misses 2-pt jump shot from 3 ft (block by P. Gasol),113,111
414,4,0:17.0,Defensive rebound by T. Snell,,113,111
415,4,0:16.0,Personal foul by K. Lowry (drawn by T. Gibson),,113,111
416,4,0:16.0,T. Gibson misses free throw 1 of 2,,113,111
417,4,0:16.0,Offensive rebound by Team,,113,111
418,4,0:16.0,T. Gibson makes free throw 2 of 2,,114,111
419,4,0:08.0,,D. Carroll misses 3-pt jump shot from 24 ft,114,111
420,4,0:07.0,,Offensive rebound by J. Valančiūnas,114,111
421,4,0:06.0,,J. Valančiūnas makes 2-pt dunk at rim,114,113
422,4,0:05.0,Personal foul by K. Lowry (drawn by J. Butler),,114,113
423,4,0:05.0,J. Butler misses free throw 1 of 2,,114,113
424,4,0:05.0,Offensive rebound by Team,,114,113
425,4,0:05.0,J. Butler makes free throw 2 of 2,,115,113
426,4,0:00.0,,D. DeRozan misses 3-pt jump shot from 24 ft,115,113
427,4,0:00.0,,Offensive rebound by Team,115,113
