,QUARTER,TIME_REMAINING,NEW YORK_ACTION,LA LAKERS_ACTION,NEW YORK_SCORE,LA LAKERS_SCORE
0,1,11:42.0,C. Anthony misses 2-pt jump shot from 17 ft,,0,0
1,1,11:41.0,,Defensive rebound by D. Russell,0,0
2,1,11:25.0,,J. Clarkson misses 2-pt jump shot from 7 ft,0,0
3,1,11:25.0,Defensive rebound by Team,,0,0
4,1,11:05.0,R. Lopez makes 2-pt hook shot at rim,,2,0
5,1,10:45.0,,Shooting foul by S. Vujačić (drawn by K. Bryant),2,0
6,1,10:45.0,,K. Bryant misses free throw 1 of 2,2,0
7,1,10:45.0,,Offensive rebound by Team,2,0
8,1,10:45.0,,K. Bryant makes free throw 2 of 2,2,1
9,1,10:32.0,D. Williams misses 2-pt jump shot from 18 ft,,2,1
10,1,10:32.0,,Defensive rebound by Team,2,1
11,1,10:17.0,,K. Bryant misses 3-pt jump shot from 24 ft,2,1
12,1,10:16.0,Defensive rebound by S. Vujačić,,2,1
13,1,10:04.0,D. Williams misses 2-pt layup from 1 ft,,2,1
14,1,10:03.0,,Defensive rebound by J. Randle,2,1
15,1,9:57.0,,J. Randle misses 2-pt layup from 2 ft,2,1
16,1,9:56.0,Defensive rebound by D. Williams,,2,1
17,1,9:44.0,J. Calderón misses 3-pt jump shot from 25 ft,,2,1
18,1,9:42.0,,Defensive rebound by D. Russell,2,1
19,1,9:31.0,,K. Bryant makes 2-pt layup from 1 ft,2,3
20,1,9:12.0,Shooting foul by J. Randle (drawn by D. Williams),,2,3
21,1,9:12.0,D. Williams misses free throw 1 of 2,,2,3
22,1,9:12.0,Offensive rebound by Team,,2,3
23,1,9:12.0,D. Williams misses free throw 2 of 2,,2,3
24,1,9:12.0,,Defensive rebound by R. Hibbert,2,3
25,1,8:56.0,,D. Russell misses 2-pt layup from 2 ft,2,3
26,1,8:55.0,Defensive rebound by D. Williams,,2,3
27,1,8:46.0,Turnover by J. Calderón (bad pass; steal by D. Russell),,2,3
28,1,8:33.0,,Turnover by J. Clarkson (bad pass; steal by J. Calderón),2,3
29,1,8:26.0,J. Calderón makes 2-pt layup from 1 ft (assist by S. Vujačić),,4,3
30,1,8:13.0,,D. Russell misses 2-pt jump shot from 3 ft (block by C. Anthony),4,3
31,1,8:11.0,Defensive rebound by C. Anthony,,4,3
32,1,8:05.0,S. Vujačić misses 3-pt jump shot from 24 ft,,4,3
33,1,8:04.0,,Defensive rebound by J. Randle,4,3
34,1,7:53.0,,J. Clarkson makes 2-pt layup from 1 ft,4,5
35,1,7:34.0,D. Williams makes 2-pt dunk at rim (assist by J. Calderón),,6,5
36,1,7:16.0,,J. Randle misses 2-pt layup from 1 ft,6,5
37,1,7:15.0,Defensive rebound by R. Lopez,,6,5
38,1,7:07.0,Personal foul by J. Clarkson,,6,5
39,1,7:00.0,Shooting foul by D. Russell (drawn by R. Lopez),,6,5
40,1,7:00.0,R. Lopez makes free throw 1 of 2,,7,5
41,1,7:00.0,R. Lopez makes free throw 2 of 2,,8,5
42,1,6:42.0,,R. Hibbert misses 2-pt jump shot from 11 ft,8,5
43,1,6:41.0,Defensive rebound by D. Williams,,8,5
44,1,6:28.0,C. Anthony makes 2-pt layup from 1 ft (assist by J. Calderón),,10,5
45,1,6:18.0,,K. Bryant misses 2-pt jump shot from 16 ft,10,5
46,1,6:15.0,Defensive rebound by R. Lopez,,10,5
47,1,6:10.0,S. Vujačić misses 3-pt jump shot from 24 ft,,10,5
48,1,6:08.0,,Defensive rebound by R. Hibbert,10,5
49,1,6:00.0,,Shooting foul by J. Calderón (drawn by D. Russell),10,5
50,1,6:00.0,,D. Russell makes free throw 1 of 2,10,6
51,1,6:00.0,,M. Huertas enters the game for J. Clarkson,10,6
52,1,6:00.0,A. Afflalo enters the game for S. Vujačić,,10,6
53,1,6:00.0,,D. Russell misses free throw 2 of 2,10,6
54,1,5:59.0,Defensive rebound by D. Williams,,10,6
55,1,5:44.0,,LA Lakers full timeout,10,6
56,1,5:40.0,Shooting foul by D. Russell (drawn by A. Afflalo),,10,6
57,1,5:40.0,A. Afflalo misses free throw 1 of 2,,10,6
58,1,5:40.0,Offensive rebound by Team,,10,6
59,1,5:40.0,,L. Williams enters the game for D. Russell,10,6
60,1,5:40.0,A. Afflalo makes free throw 2 of 2,,11,6
61,1,5:23.0,,K. Bryant misses 3-pt jump shot from 23 ft,11,6
62,1,5:22.0,Defensive rebound by R. Lopez,,11,6
63,1,5:11.0,C. Anthony misses 2-pt layup from 1 ft,,11,6
64,1,5:10.0,Offensive rebound by C. Anthony,,11,6
65,1,5:07.0,C. Anthony makes 2-pt layup from 1 ft,,13,6
66,1,5:00.0,Violation by Team (jump ball),,13,6
67,1,4:52.0,,Shooting foul by D. Williams (drawn by M. Huertas),13,6
68,1,4:52.0,,M. Huertas makes free throw 1 of 2,13,7
69,1,4:52.0,J. Grant enters the game for J. Calderón,,13,7
70,1,4:52.0,,M. Huertas misses free throw 2 of 2,13,7
71,1,4:51.0,Defensive rebound by C. Anthony,,13,7
72,1,4:36.0,J. Grant misses 2-pt jump shot from 5 ft,,13,7
73,1,4:35.0,,Defensive rebound by J. Randle,13,7
74,1,4:29.0,,J. Randle makes 2-pt layup from 1 ft,13,9
75,1,4:09.0,C. Anthony misses 2-pt jump shot from 7 ft,,13,9
76,1,4:08.0,,Defensive rebound by J. Randle,13,9
77,1,3:59.0,,J. Randle misses 2-pt layup from 2 ft,13,9
78,1,3:58.0,,Offensive rebound by R. Hibbert,13,9
79,1,3:52.0,,K. Bryant misses 2-pt jump shot from 7 ft,13,9
80,1,3:51.0,Defensive rebound by A. Afflalo,,13,9
81,1,3:31.0,Turnover by C. Anthony (3 sec),,13,9
82,1,3:31.0,,B. Bass enters the game for J. Randle,13,9
83,1,3:31.0,,L. Nance enters the game for R. Hibbert,13,9
84,1,3:18.0,,L. Williams misses 2-pt jump shot from 18 ft,13,9
85,1,3:17.0,Defensive rebound by C. Anthony,,13,9
86,1,3:05.0,R. Lopez makes 2-pt hook shot from 7 ft (assist by C. Anthony),,15,9
87,1,2:47.0,,K. Bryant misses 2-pt jump shot from 14 ft,15,9
88,1,2:45.0,Defensive rebound by D. Williams,,15,9
89,1,2:39.0,D. Williams misses 2-pt layup from 2 ft,,15,9
90,1,2:38.0,,Defensive rebound by L. Nance,15,9
91,1,2:19.0,,Turnover by K. Bryant (bad pass; steal by D. Williams),15,9
92,1,2:18.0,Personal foul by L. Nance,,15,9
93,1,2:18.0,New York full timeout,,15,9
94,1,2:18.0,,M. World Peace enters the game for K. Bryant,15,9
95,1,2:18.0,D. Williams misses free throw 1 of 2,,15,9
96,1,2:18.0,Offensive rebound by Team,,15,9
97,1,2:18.0,D. Williams makes free throw 2 of 2,,16,9
98,1,2:06.0,,Turnover by L. Williams (traveling),16,9
99,1,2:06.0,L. Galloway enters the game for D. Williams,,16,9
100,1,1:44.0,C. Anthony misses 2-pt jump shot from 17 ft,,16,9
101,1,1:43.0,,Defensive rebound by B. Bass,16,9
102,1,1:26.0,,M. Huertas misses 2-pt jump shot from 12 ft,16,9
103,1,1:22.0,Defensive rebound by R. Lopez,,16,9
104,1,1:08.0,C. Anthony misses 2-pt jump shot from 8 ft,,16,9
105,1,1:07.0,,Defensive rebound by M. World Peace,16,9
106,1,0:58.0,K. O'Quinn enters the game for R. Lopez,,16,9
107,1,0:46.0,,M. World Peace misses 3-pt jump shot from 25 ft,16,9
108,1,0:45.0,Defensive rebound by K. O'Quinn,,16,9
