,QUARTER,TIME_REMAINING,MIAMI_ACTION,CHARLOTTE_ACTION,MIAMI_SCORE,CHARLOTTE_SCORE
48,1,5:56.0,Shooting foul by K. Walker (drawn by D. Wade),,8,14
49,1,5:56.0,D. Wade misses free throw 1 of 2,,8,14
50,1,5:56.0,Offensive rebound by Team,,8,14
51,1,5:56.0,,F. Kaminsky enters the game for M. Williams,8,14
52,1,5:56.0,D. Wade makes free throw 2 of 2,,9,14
53,1,5:43.0,,K. Walker misses 2-pt layup from 2 ft (block by H. Whiteside),9,14
54,1,5:43.0,,Offensive rebound by Team,9,14
55,1,5:32.0,,C. Zeller makes 2-pt jump shot from 16 ft,9,16
56,1,5:16.0,Turnover by T. Johnson (bad pass; steal by F. Kaminsky),,9,16
57,1,5:10.0,,C. Zeller makes 2-pt layup at rim (assist by N. Batum),9,18
58,1,4:53.0,L. Deng makes 3-pt jump shot from 23 ft (assist by D. Wade),,12,18
59,1,4:38.0,,K. Walker makes 2-pt layup at rim (assist by N. Batum),12,20
60,1,4:15.0,H. Whiteside makes 2-pt dunk at rim (assist by D. Wade),,14,20
61,1,4:09.0,,Charlotte full timeout,14,20
62,1,4:09.0,,J. Lin enters the game for P. Hairston,14,20
63,1,3:48.0,,N. Batum misses 3-pt jump shot from 27 ft,14,20
64,1,3:47.0,Defensive rebound by H. Whiteside,,14,20
65,1,3:36.0,T. Johnson makes 3-pt jump shot from 25 ft (assist by D. Wade),,17,20
66,1,3:17.0,,J. Lin makes 2-pt jump shot from 18 ft,17,22
67,1,2:52.0,G. Green misses 2-pt jump shot from 15 ft,,17,22
68,1,2:51.0,Offensive rebound by T. Johnson,,17,22
69,1,2:46.0,Turnover by H. Whiteside (traveling),,17,22
70,1,2:46.0,J. Winslow enters the game for G. Green,,17,22
71,1,2:46.0,G. Dragić enters the game for D. Wade,,17,22
72,1,2:35.0,,K. Walker misses 2-pt jump shot from 18 ft,17,22
73,1,2:33.0,Defensive rebound by L. Deng,,17,22
74,1,2:18.0,Turnover by H. Whiteside (lost ball; steal by K. Walker),,17,22
75,1,2:12.0,,Turnover by N. Batum (bad pass),17,22
76,1,2:12.0,,S. Hawes enters the game for C. Zeller,17,22
77,1,2:12.0,,J. Lamb enters the game for K. Walker,17,22
78,1,2:12.0,C. Bosh enters the game for H. Whiteside,,17,22
79,1,1:59.0,Turnover by G. Dragić (bad pass; steal by N. Batum),,17,22
80,1,1:43.0,,Personal foul by C. Bosh (drawn by N. Batum),17,22
81,1,1:36.0,,N. Batum misses 2-pt jump shot from 6 ft,17,22
82,1,1:35.0,Defensive rebound by G. Dragić,,17,22
83,1,1:27.0,J. Winslow misses 3-pt jump shot from 23 ft,,17,22
84,1,1:26.0,,Defensive rebound by N. Batum,17,22
85,1,1:06.0,,J. Lin makes 3-pt jump shot from 25 ft (assist by N. Batum),17,25
86,1,0:47.0,L. Deng misses 3-pt jump shot from 25 ft,,17,25
87,1,0:45.0,,Defensive rebound by N. Batum,17,25
88,1,0:36.0,,Turnover by J. Lin (traveling),17,25
89,1,0:24.0,C. Bosh misses 2-pt jump shot from 18 ft,,17,25
90,1,0:23.0,,Defensive rebound by N. Batum,17,25
91,1,0:04.0,,F. Kaminsky makes 2-pt layup at rim (assist by N. Batum),17,27
92,1,0:00.0,G. Dragić misses 2-pt jump shot from 7 ft,,17,27
93,1,0:00.0,Offensive rebound by Team,,17,27
94,2,11:37.0,C. Bosh misses 2-pt jump shot from 6 ft,,17,27
95,2,11:36.0,Offensive rebound by J. Winslow,,17,27
96,2,11:36.0,J. Winslow makes 2-pt layup from 1 ft,,19,27
97,2,11:11.0,,F. Kaminsky makes 2-pt jump shot from 15 ft (assist by J. Lin),19,29
98,2,10:48.0,T. Johnson misses 2-pt layup from 2 ft (block by J. Lamb),,19,29
99,2,10:46.0,,Defensive rebound by M. Williams,19,29
100,2,10:37.0,,J. Lamb misses 2-pt jump shot from 15 ft,19,29
101,2,10:36.0,Defensive rebound by G. Dragić,,19,29
102,2,10:24.0,L. Deng misses 3-pt jump shot from 22 ft,,19,29
103,2,10:23.0,,Defensive rebound by J. Lamb,19,29
104,2,10:08.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),19,32
105,2,9:47.0,T. Johnson makes 2-pt jump shot from 8 ft,,21,32
106,2,9:24.0,,S. Hawes misses 2-pt layup from 1 ft,21,32
107,2,9:22.0,Defensive rebound by C. Bosh,,21,32
108,2,9:17.0,Shooting foul by F. Kaminsky (drawn by L. Deng),,21,32
109,2,9:17.0,L. Deng makes free throw 1 of 2,,22,32
110,2,9:17.0,G. Green enters the game for T. Johnson,,22,32
111,2,9:17.0,L. Deng makes free throw 2 of 2,,23,32
112,2,8:55.0,,M. Williams misses 2-pt layup from 1 ft (block by G. Green),23,32
113,2,8:53.0,Defensive rebound by J. Winslow,,23,32
114,2,8:53.0,Personal foul by J. Lamb (drawn by J. Winslow),,23,32
115,2,8:53.0,Official timeout,,23,32
116,2,8:53.0,J. McRoberts enters the game for L. Deng,,23,32
117,2,8:45.0,C. Bosh makes 2-pt jump shot from 8 ft,,25,32
118,2,8:45.0,Shooting foul by S. Hawes (drawn by C. Bosh),,25,32
119,2,8:45.0,C. Bosh makes free throw 1 of 1,,26,32
120,2,8:25.0,,S. Hawes misses 2-pt layup from 2 ft (block by G. Green),26,32
121,2,8:23.0,Defensive rebound by J. McRoberts,,26,32
122,2,8:16.0,J. McRoberts misses 2-pt layup from 1 ft,,26,32
123,2,8:14.0,,Defensive rebound by S. Hawes,26,32
124,2,8:06.0,,J. Lamb makes 2-pt layup from 1 ft,26,34
125,2,8:06.0,,Shooting foul by J. McRoberts (drawn by J. Lamb),26,34
126,2,8:06.0,,J. Lamb misses free throw 1 of 1,26,34
127,2,8:03.0,Defensive rebound by J. Winslow,,26,34
128,2,7:53.0,G. Green misses 2-pt layup at rim,,26,34
129,2,7:52.0,,Defensive rebound by F. Kaminsky,26,34
130,2,7:43.0,,M. Williams makes 2-pt jump shot from 21 ft (assist by F. Kaminsky),26,36
131,2,7:20.0,C. Bosh misses 2-pt jump shot from 6 ft,,26,36
132,2,7:18.0,,Defensive rebound by F. Kaminsky,26,36
133,2,7:09.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,26,36
134,2,7:08.0,,Offensive rebound by J. Lamb,26,36
135,2,6:58.0,,S. Hawes makes 3-pt jump shot from 24 ft (assist by J. Lamb),26,39
136,2,6:58.0,Miami full timeout,,26,39
137,2,6:58.0,D. Wade enters the game for J. Winslow,,26,39
138,2,6:58.0,,K. Walker enters the game for J. Lin,26,39
139,2,6:47.0,D. Wade misses 2-pt jump shot from 16 ft,,26,39
140,2,6:46.0,,Defensive rebound by S. Hawes,26,39
141,2,6:32.0,,J. Lamb makes 2-pt jump shot from 15 ft (assist by F. Kaminsky),26,41
142,2,6:13.0,G. Dragić misses 3-pt jump shot from 25 ft,,26,41
143,2,6:12.0,,Defensive rebound by M. Williams,26,41
144,2,5:56.0,,M. Williams makes 3-pt jump shot from 24 ft (assist by F. Kaminsky),26,44
145,2,5:42.0,D. Wade misses 2-pt hook shot from 6 ft,,26,44
146,2,5:41.0,,Defensive rebound by K. Walker,26,44
147,2,5:28.0,,F. Kaminsky misses 3-pt jump shot from 27 ft,26,44
148,2,5:27.0,Defensive rebound by C. Bosh,,26,44
149,2,5:18.0,Shooting foul by S. Hawes (drawn by G. Green),,26,44
150,2,5:18.0,G. Green makes free throw 1 of 2,,27,44
151,2,5:18.0,,N. Batum enters the game for F. Kaminsky,27,44
152,2,5:18.0,,C. Zeller enters the game for S. Hawes,27,44
153,2,5:18.0,L. Deng enters the game for C. Bosh,,27,44
154,2,5:18.0,H. Whiteside enters the game for J. McRoberts,,27,44
155,2,5:18.0,T. Johnson enters the game for G. Dragić,,27,44
156,2,5:18.0,G. Green makes free throw 2 of 2,,28,44
157,2,5:01.0,,J. Lamb misses 3-pt jump shot from 24 ft,28,44
158,2,5:00.0,Defensive rebound by L. Deng,,28,44
159,2,4:47.0,H. Whiteside makes 2-pt dunk at rim,,30,44
160,2,4:28.0,,J. Lamb misses 3-pt jump shot from 23 ft,30,44
161,2,4:27.0,Defensive rebound by H. Whiteside,,30,44
162,2,4:21.0,D. Wade makes 2-pt layup from 1 ft (assist by T. Johnson),,32,44
163,2,4:02.0,,J. Lamb makes 2-pt layup from 1 ft,32,46
164,2,3:42.0,G. Green misses 3-pt jump shot from 25 ft,,32,46
165,2,3:40.0,,Defensive rebound by N. Batum,32,46
166,2,3:35.0,,K. Walker makes 2-pt layup from 1 ft (assist by N. Batum),32,48
167,2,3:23.0,T. Johnson misses 2-pt layup from 2 ft (block by C. Zeller),,32,48
168,2,3:21.0,,Defensive rebound by J. Lamb,32,48
169,2,3:17.0,Violation by H. Whiteside (def goaltending),,32,48
170,2,3:17.0,,J. Lamb makes 2-pt layup at rim (assist by N. Batum),32,50
171,2,3:02.0,Turnover by H. Whiteside (traveling),,32,50
172,2,3:02.0,,J. Lin enters the game for J. Lamb,32,50
173,2,3:02.0,,T. Hansbrough enters the game for M. Williams,32,50
174,2,2:46.0,,K. Walker makes 2-pt jump shot from 8 ft (assist by C. Zeller),32,52
175,2,2:45.0,Miami full timeout,,32,52
176,2,2:45.0,,Charlotte full timeout,32,52
177,2,2:45.0,J. Winslow enters the game for G. Green,,32,52
178,2,2:27.0,T. Johnson misses 3-pt jump shot from 24 ft,,32,52
179,2,2:25.0,,Defensive rebound by N. Batum,32,52
180,2,2:05.0,,J. Lin misses 3-pt jump shot from 25 ft,32,52
181,2,2:03.0,Defensive rebound by J. Winslow,,32,52
182,2,1:49.0,D. Wade misses 2-pt jump shot from 15 ft,,32,52
183,2,1:48.0,,Defensive rebound by N. Batum,32,52
184,2,1:36.0,,Shooting foul by T. Johnson (drawn by N. Batum),32,52
185,2,1:36.0,,N. Batum makes free throw 1 of 2,32,53
186,2,1:36.0,G. Dragić enters the game for T. Johnson,,32,53
187,2,1:36.0,,N. Batum makes free throw 2 of 2,32,54
188,2,1:16.0,D. Wade makes 2-pt jump shot from 16 ft (assist by G. Dragić),,34,54
189,2,0:51.0,Violation by G. Dragić (kicked ball),,34,54
190,2,0:43.0,,J. Lin misses 3-pt jump shot from 24 ft,34,54
191,2,0:41.0,Defensive rebound by L. Deng,,34,54
192,2,0:38.0,D. Wade makes 2-pt layup from 1 ft (assist by L. Deng),,36,54
193,2,0:23.0,,K. Walker makes 2-pt jump shot from 16 ft,36,56
194,2,0:01.0,D. Wade misses 2-pt jump shot from 13 ft,,36,56
195,2,0:00.0,,Defensive rebound by C. Zeller,36,56
196,3,11:49.0,C. Bosh makes 2-pt jump shot from 16 ft (assist by G. Dragić),,38,56
197,3,11:30.0,,P. Hairston makes 3-pt jump shot from 23 ft (assist by N. Batum),38,59
198,3,11:06.0,Turnover by G. Green (step out of bounds),,38,59
199,3,10:52.0,,P. Hairston makes 3-pt jump shot from 25 ft (assist by K. Walker),38,62
200,3,10:35.0,G. Dragić makes 3-pt jump shot from 24 ft (assist by C. Bosh),,41,62
201,3,10:10.0,,N. Batum misses 3-pt jump shot from 26 ft,41,62
202,3,10:08.0,Defensive rebound by G. Green,,41,62
203,3,9:56.0,G. Green makes 3-pt jump shot from 25 ft (assist by C. Bosh),,44,62
204,3,9:42.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),44,65
205,3,9:25.0,Turnover by H. Whiteside (lost ball; steal by K. Walker),,44,65
206,3,9:19.0,,K. Walker makes 2-pt layup at rim,44,67
207,3,9:09.0,D. Wade makes 2-pt jump shot from 17 ft,,46,67
208,3,8:47.0,,K. Walker misses 2-pt jump shot from 19 ft,46,67
209,3,8:45.0,Defensive rebound by G. Green,,46,67
210,3,8:31.0,Personal foul by K. Walker (drawn by H. Whiteside),,46,67
211,3,8:24.0,D. Wade makes 2-pt jump shot from 13 ft,,48,67
212,3,7:59.0,,P. Hairston misses 2-pt jump shot from 17 ft (block by D. Wade),48,67
213,3,7:56.0,Defensive rebound by H. Whiteside,,48,67
214,3,7:46.0,G. Green misses 3-pt jump shot from 25 ft,,48,67
215,3,7:45.0,Offensive rebound by D. Wade,,48,67
216,3,7:36.0,C. Bosh makes 2-pt layup from 2 ft (assist by D. Wade),,50,67
217,3,7:36.0,,Charlotte full timeout,50,67
218,3,7:19.0,,Turnover by N. Batum (bad pass),50,67
219,3,6:56.0,G. Green makes 2-pt jump shot from 18 ft,,52,67
220,3,6:39.0,,M. Williams misses 3-pt jump shot from 25 ft,52,67
221,3,6:36.0,Defensive rebound by H. Whiteside,,52,67
222,3,6:36.0,Turnover by H. Whiteside (bad pass),,52,67
223,3,6:24.0,,K. Walker makes 2-pt layup at rim,52,69
224,3,6:03.0,C. Bosh misses 2-pt jump shot from 18 ft,,52,69
225,3,6:02.0,,Defensive rebound by M. Williams,52,69
226,3,5:53.0,,Shooting foul by H. Whiteside (drawn by C. Zeller),52,69
227,3,5:53.0,,C. Zeller misses free throw 1 of 2,52,69
228,3,5:53.0,,Offensive rebound by Team,52,69
229,3,5:53.0,,C. Zeller makes free throw 2 of 2,52,70
230,3,5:34.0,G. Dragić misses 3-pt jump shot from 24 ft,,52,70
231,3,5:33.0,,Defensive rebound by N. Batum,52,70
232,3,5:25.0,,M. Williams makes 2-pt layup from 1 ft (assist by N. Batum),52,72
233,3,5:12.0,Personal foul by C. Zeller (drawn by H. Whiteside),,52,72
234,3,5:05.0,G. Green misses 2-pt layup from 1 ft (block by N. Batum),,52,72
235,3,5:03.0,Offensive rebound by G. Green,,52,72
236,3,4:58.0,C. Bosh misses 2-pt layup from 2 ft,,52,72
237,3,4:57.0,,Defensive rebound by N. Batum,52,72
238,3,4:43.0,,N. Batum makes 2-pt jump shot from 8 ft,52,74
239,3,4:19.0,Turnover by H. Whiteside (traveling),,52,74
240,3,4:10.0,,Shooting foul by H. Whiteside (drawn by K. Walker),52,74
241,3,4:10.0,,K. Walker misses free throw 1 of 2,52,74
242,3,4:10.0,,Offensive rebound by Team,52,74
243,3,4:10.0,,F. Kaminsky enters the game for M. Williams,52,74
244,3,4:10.0,U. Haslem enters the game for H. Whiteside,,52,74
245,3,4:10.0,L. Deng enters the game for C. Bosh,,52,74
246,3,4:10.0,,K. Walker makes free throw 2 of 2,52,75
247,3,4:07.0,Personal foul by C. Zeller (drawn by U. Haslem),,52,75
248,3,3:56.0,Turnover by L. Deng (lost ball; steal by K. Walker),,52,75
249,3,3:44.0,,C. Zeller misses 2-pt jump shot from 16 ft,52,75
250,3,3:43.0,Defensive rebound by Team,,52,75
251,3,3:33.0,D. Wade misses 2-pt jump shot from 18 ft,,52,75
252,3,3:32.0,,Defensive rebound by N. Batum,52,75
253,3,3:26.0,,C. Zeller makes 2-pt dunk at rim (assist by N. Batum),52,77
254,3,3:26.0,Miami full timeout,,52,77
255,3,3:26.0,T. Johnson enters the game for G. Green,,52,77
256,3,3:26.0,J. Richardson enters the game for D. Wade,,52,77
257,3,3:26.0,J. Winslow enters the game for G. Dragić,,52,77
258,3,3:26.0,,J. Lin enters the game for P. Hairston,52,77
259,3,3:26.0,,S. Hawes enters the game for C. Zeller,52,77
260,3,3:15.0,L. Deng misses 2-pt jump shot from 18 ft,,52,77
261,3,3:14.0,,Defensive rebound by K. Walker,52,77
262,3,3:03.0,,Turnover by N. Batum (offensive foul),52,77
263,3,3:03.0,Offensive charge foul by N. Batum (drawn by L. Deng),,52,77
264,3,2:46.0,U. Haslem misses 2-pt jump shot from 17 ft,,52,77
265,3,2:44.0,,Defensive rebound by K. Walker,52,77
266,3,2:35.0,,N. Batum misses 2-pt jump shot from 14 ft,52,77
267,3,2:33.0,Defensive rebound by L. Deng,,52,77
268,3,2:16.0,J. Richardson misses 3-pt jump shot from 24 ft,,52,77
269,3,2:15.0,,Defensive rebound by N. Batum,52,77
270,3,2:00.0,,Shooting foul by J. Winslow (drawn by F. Kaminsky),52,77
271,3,2:00.0,,F. Kaminsky misses free throw 1 of 2,52,77
272,3,2:00.0,,Offensive rebound by Team,52,77
273,3,2:00.0,,J. Lamb enters the game for N. Batum,52,77
274,3,2:00.0,,F. Kaminsky makes free throw 2 of 2,52,78
275,3,1:43.0,T. Johnson misses 3-pt jump shot from 24 ft,,52,78
276,3,1:42.0,Offensive rebound by J. Winslow,,52,78
277,3,1:38.0,J. Winslow makes 2-pt jump shot from 16 ft,,54,78
278,3,1:13.0,,F. Kaminsky misses 2-pt jump shot from 20 ft,54,78
279,3,1:13.0,,Offensive rebound by Team,54,78
280,3,1:13.0,,Turnover by Team (shot clock),54,78
281,3,0:57.0,J. Winslow misses 2-pt jump shot from 19 ft,,54,78
282,3,0:55.0,,Defensive rebound by F. Kaminsky,54,78
283,3,0:46.0,,J. Lamb misses 3-pt jump shot from 24 ft,54,78
284,3,0:44.0,Defensive rebound by J. Richardson,,54,78
285,3,0:38.0,Shooting foul by J. Lin (drawn by J. Richardson),,54,78
286,3,0:38.0,J. Richardson misses free throw 1 of 2,,54,78
287,3,0:38.0,Offensive rebound by Team,,54,78
288,3,0:38.0,J. Richardson misses free throw 2 of 2,,54,78
289,3,0:37.0,,Defensive rebound by K. Walker,54,78
290,3,0:28.0,,K. Walker misses 2-pt layup from 1 ft,54,78
291,3,0:27.0,Defensive rebound by U. Haslem,,54,78
292,3,0:24.0,Turnover by U. Haslem (bad pass; steal by K. Walker),,54,78
293,3,0:24.0,,K. Walker makes 2-pt layup at rim,54,80
294,3,0:00.0,L. Deng misses 2-pt jump shot from 17 ft,,54,80
295,3,0:00.0,Offensive rebound by Team,,54,80
296,4,11:42.0,,J. Lamb misses 2-pt jump shot from 20 ft,54,80
297,4,11:41.0,Defensive rebound by J. Winslow,,54,80
298,4,11:35.0,Shooting foul by S. Hawes (drawn by J. Winslow),,54,80
299,4,11:35.0,J. Winslow misses free throw 1 of 2,,54,80
300,4,11:35.0,Offensive rebound by Team,,54,80
301,4,11:35.0,J. Winslow misses free throw 2 of 2,,54,80
302,4,11:34.0,,Defensive rebound by F. Kaminsky,54,80
303,4,11:23.0,,Personal foul by J. Richardson (drawn by J. Lin),54,80
304,4,11:08.0,,J. Lamb misses 3-pt jump shot from 28 ft,54,80
305,4,11:06.0,Defensive rebound by J. Winslow,,54,80
306,4,10:52.0,U. Haslem misses 2-pt jump shot from 16 ft,,54,80
307,4,10:51.0,,Defensive rebound by F. Kaminsky,54,80
308,4,10:32.0,,J. Lamb makes 2-pt jump shot from 5 ft (assist by F. Kaminsky),54,82
309,4,10:10.0,T. Johnson misses 3-pt jump shot from 25 ft,,54,82
310,4,10:09.0,,Defensive rebound by J. Lamb,54,82
311,4,9:56.0,,J. Lin misses 2-pt layup from 1 ft (block by T. Johnson),54,82
312,4,9:54.0,Defensive rebound by L. Deng,,54,82
313,4,9:47.0,U. Haslem misses 2-pt jump shot from 18 ft,,54,82
314,4,9:45.0,,Defensive rebound by K. Walker,54,82
315,4,9:27.0,,Turnover by S. Hawes (3 sec),54,82
316,4,9:27.0,,N. Batum enters the game for K. Walker,54,82
317,4,9:13.0,L. Deng misses 2-pt layup from 1 ft (block by J. Lin),,54,82
318,4,9:12.0,,Defensive rebound by S. Hawes,54,82
319,4,9:08.0,,N. Batum makes 2-pt dunk at rim (assist by J. Lin),54,84
320,4,8:56.0,J. Winslow misses 3-pt jump shot from 25 ft,,54,84
321,4,8:55.0,,Defensive rebound by F. Kaminsky,54,84
322,4,8:52.0,,Personal foul by U. Haslem (drawn by S. Hawes),54,84
323,4,8:52.0,Official timeout,,54,84
324,4,8:52.0,,T. Daniels enters the game for N. Batum,54,84
325,4,8:35.0,,Shooting foul by J. Winslow (drawn by J. Lin),54,84
326,4,8:35.0,,J. Lin misses free throw 1 of 2,54,84
327,4,8:35.0,,Offensive rebound by Team,54,84
328,4,8:35.0,,J. Lin misses free throw 2 of 2,54,84
329,4,8:30.0,Defensive rebound by U. Haslem,,54,84
330,4,8:17.0,T. Johnson makes 2-pt layup from 1 ft (assist by U. Haslem),,56,84
331,4,7:57.0,,J. Lamb misses 2-pt jump shot from 10 ft,56,84
332,4,7:56.0,Defensive rebound by U. Haslem,,56,84
333,4,7:49.0,Shooting foul by S. Hawes (drawn by T. Johnson),,56,84
334,4,7:49.0,T. Johnson makes free throw 1 of 2,,57,84
335,4,7:49.0,,B. Roberts enters the game for J. Lin,57,84
336,4,7:49.0,T. Johnson makes free throw 2 of 2,,58,84
337,4,7:34.0,,S. Hawes makes 2-pt jump shot from 13 ft,58,86
338,4,7:20.0,J. Winslow misses 2-pt jump shot from 18 ft,,58,86
339,4,7:20.0,,Defensive rebound by Team,58,86
340,4,7:20.0,Loose ball foul by U. Haslem (drawn by S. Hawes),,58,86
341,4,7:20.0,B. Udrih enters the game for L. Deng,,58,86
342,4,7:08.0,,F. Kaminsky misses 2-pt layup from 1 ft,58,86
343,4,7:08.0,,Offensive rebound by Team,58,86
344,4,7:08.0,,T. Hansbrough enters the game for S. Hawes,58,86
345,4,7:03.0,,Turnover by T. Hansbrough (bad pass; steal by T. Johnson),58,86
346,4,7:00.0,Shooting foul by T. Hansbrough (drawn by T. Johnson),,58,86
347,4,7:00.0,T. Johnson makes free throw 1 of 2,,59,86
348,4,7:00.0,T. Johnson makes free throw 2 of 2,,60,86
349,4,6:42.0,,T. Hansbrough misses 2-pt jump shot from 6 ft,60,86
350,4,6:41.0,Defensive rebound by U. Haslem,,60,86
351,4,6:30.0,B. Udrih makes 2-pt jump shot from 15 ft (assist by J. Richardson),,62,86
352,4,6:30.0,,Loose ball foul by T. Hansbrough (drawn by U. Haslem),62,86
353,4,6:30.0,,A. Harrison enters the game for J. Lamb,62,86
354,4,6:30.0,U. Haslem makes free throw 1 of 1,,63,86
355,4,6:16.0,,Turnover by B. Roberts (bad pass; steal by J. Winslow),63,86
356,4,6:16.0,Shooting foul by F. Kaminsky (drawn by B. Udrih),,63,86
357,4,6:16.0,B. Udrih makes free throw 1 of 2,,64,86
358,4,6:16.0,B. Udrih misses free throw 2 of 2,,64,86
359,4,6:14.0,,Defensive rebound by A. Harrison,64,86
360,4,6:03.0,,Turnover by B. Roberts (bad pass),64,86
361,4,6:03.0,,Charlotte full timeout,64,86
362,4,5:50.0,Turnover by B. Udrih (bad pass),,64,86
363,4,5:50.0,,Personal foul by B. Udrih (drawn by A. Harrison),64,86
364,4,5:50.0,,A. Harrison makes free throw 1 of 2,64,87
365,4,5:50.0,,A. Harrison misses free throw 2 of 2,64,87
366,4,5:47.0,Defensive rebound by U. Haslem,,64,87
367,4,5:37.0,Turnover by B. Udrih (bad pass; steal by A. Harrison),,64,87
368,4,5:16.0,,T. Hansbrough misses 2-pt jump shot from 7 ft (block by U. Haslem),64,87
369,4,5:14.0,Defensive rebound by J. Winslow,,64,87
370,4,5:14.0,,Offensive charge foul by T. Johnson (drawn by A. Harrison),64,87
371,4,5:14.0,Turnover by T. Johnson (offensive foul),,64,87
372,4,4:56.0,,Turnover by F. Kaminsky (lost ball),64,87
373,4,4:56.0,,Loose ball foul by F. Kaminsky (drawn by T. Johnson),64,87
374,4,4:56.0,T. Johnson misses free throw 1 of 2,,64,87
375,4,4:56.0,Offensive rebound by Team,,64,87
376,4,4:56.0,T. Johnson makes free throw 2 of 2,,65,87
377,4,4:39.0,,B. Roberts misses 2-pt jump shot from 18 ft,65,87
378,4,4:37.0,Defensive rebound by B. Udrih,,65,87
379,4,4:31.0,Shooting foul by T. Daniels (drawn by J. Richardson),,65,87
380,4,4:31.0,J. Richardson makes free throw 1 of 2,,66,87
381,4,4:31.0,J. Richardson makes free throw 2 of 2,,67,87
382,4,4:23.0,,Turnover by B. Roberts (bad pass; steal by J. Richardson),67,87
383,4,4:18.0,T. Johnson makes 2-pt layup at rim (assist by J. Richardson),,69,87
384,4,4:05.0,,Shooting foul by J. Richardson (drawn by A. Harrison),69,87
385,4,4:05.0,,A. Harrison misses free throw 1 of 2,69,87
386,4,4:05.0,,Offensive rebound by Team,69,87
387,4,4:05.0,,A. Harrison makes free throw 2 of 2,69,88
388,4,3:50.0,T. Johnson makes 2-pt layup at rim,,71,88
389,4,3:50.0,Shooting foul by B. Roberts (drawn by T. Johnson),,71,88
