,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PHOENIX_ACTION,BROOKLYN_SCORE,PHOENIX_SCORE
396,4,9:14.0,,Turnover by R. Price (bad pass; steal by C. McCullough),98,76
397,4,9:10.0,C. McCullough makes 2-pt dunk from 1 ft,,100,76
398,4,8:53.0,,R. Price misses 2-pt jump shot from 21 ft,100,76
399,4,8:52.0,Defensive rebound by T. Robinson,,100,76
400,4,8:40.0,Turnover by T. Robinson (traveling),,100,76
401,4,8:24.0,,M. Teletović misses 2-pt jump shot from 20 ft,100,76
402,4,8:24.0,Defensive rebound by T. Robinson,,100,76
403,4,8:09.0,Turnover by S. Larkin (bad pass; steal by R. Price),,100,76
404,4,8:08.0,,Turnover by T. Chandler (bad pass; steal by S. Larkin),100,76
405,4,8:08.0,Turnover by S. Larkin (bad pass; steal by R. Price),,100,76
406,4,7:54.0,,M. Teletović makes 2-pt layup at rim (assist by P. Pressey),100,78
407,4,7:41.0,Turnover by S. Larkin (lost ball; steal by P. Pressey),,100,78
408,4,7:30.0,,M. Teletović makes 3-pt jump shot from 27 ft (assist by R. Price),100,81
409,4,7:29.0,Brooklyn full timeout,,100,81
410,4,7:29.0,D. Sloan enters the game for S. Larkin,,100,81
411,4,7:29.0,B. Lopez enters the game for S. Karasev,,100,81
412,4,7:29.0,B. Bogdanović enters the game for C. McCullough,,100,81
413,4,7:14.0,T. Young enters the game for T. Robinson,,100,81
414,4,7:12.0,Turnover by M. Brown (bad pass),,100,81
415,4,6:50.0,,M. Teletović misses 3-pt jump shot from 26 ft,100,81
416,4,6:49.0,Defensive rebound by D. Sloan,,100,81
417,4,6:31.0,Personal foul by T. Chandler (drawn by B. Lopez),,100,81
418,4,6:31.0,W. Ellington enters the game for M. Brown,,100,81
419,4,6:19.0,Turnover by B. Bogdanović (lost ball; steal by P. Tucker),,100,81
420,4,6:12.0,,R. Price makes 2-pt layup at rim (assist by M. Teletović),100,83
421,4,5:56.0,Personal foul by T. Chandler (drawn by B. Lopez),,100,83
422,4,5:50.0,W. Ellington misses 2-pt jump shot from 16 ft,,100,83
423,4,5:50.0,,Defensive rebound by Team,100,83
424,4,5:50.0,Loose ball foul by B. Lopez (drawn by T. Chandler),,100,83
425,4,5:37.0,,Turnover by M. Teletović (lost ball; steal by T. Young),100,83
426,4,5:37.0,Personal foul by M. Teletović (drawn by T. Young),,100,83
427,4,5:17.0,Personal foul by R. Price (drawn by W. Ellington),,100,83
428,4,5:17.0,W. Ellington makes free throw 1 of 2,,101,83
429,4,5:17.0,W. Ellington makes free throw 2 of 2,,102,83
430,4,5:08.0,,M. Teletović misses 3-pt jump shot from 26 ft,102,83
431,4,5:06.0,,Offensive rebound by T. Chandler,102,83
432,4,5:06.0,,T. Chandler makes 2-pt dunk at rim,102,85
433,4,4:55.0,Turnover by B. Bogdanović (bad pass; steal by P. Pressey),,102,85
434,4,4:51.0,,P. Pressey makes 2-pt layup at rim,102,87
435,4,4:49.0,Brooklyn full timeout,,102,87
436,4,4:30.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,102,87
437,4,4:28.0,,Defensive rebound by M. Teletović,102,87
438,4,4:24.0,,Turnover by P. Pressey (bad pass),102,87
439,4,4:15.0,Personal foul by P. Pressey (drawn by D. Sloan),,102,87
440,4,4:15.0,D. Sloan misses free throw 1 of 2,,102,87
441,4,4:15.0,Offensive rebound by Team,,102,87
442,4,4:15.0,S. Larkin enters the game for W. Ellington,,102,87
443,4,4:15.0,D. Sloan makes free throw 2 of 2,,103,87
444,4,4:05.0,,M. Teletović makes 2-pt dunk at rim (assist by T. Chandler),103,89
445,4,3:40.0,Turnover by B. Lopez (bad pass; steal by R. Price),,103,89
446,4,3:28.0,,R. Price makes 3-pt jump shot from 26 ft (assist by P. Pressey),103,92
447,4,3:28.0,Brooklyn full timeout,,103,92
448,4,3:28.0,M. Brown enters the game for D. Sloan,,103,92
449,4,3:12.0,Shooting block foul by P. Pressey (drawn by M. Brown),,103,92
450,4,3:12.0,M. Brown makes free throw 1 of 2,,104,92
451,4,3:12.0,M. Brown makes free throw 2 of 2,,105,92
452,4,2:58.0,,P. Tucker makes 2-pt layup at rim (assist by P. Pressey),105,94
453,4,2:33.0,B. Lopez misses 2-pt jump shot from 5 ft,,105,94
454,4,2:32.0,,Defensive rebound by M. Teletović,105,94
455,4,2:24.0,,R. Price misses 3-pt jump shot from 25 ft,105,94
456,4,2:22.0,Defensive rebound by Team,,105,94
457,4,2:08.0,S. Larkin misses 2-pt jump shot,,105,94
458,4,2:08.0,,Defensive rebound by T. Chandler,105,94
459,4,2:08.0,,Personal foul by B. Lopez (drawn by T. Chandler),105,94
460,4,2:08.0,,T. Chandler makes free throw 1 of 2,105,95
461,4,2:08.0,,T. Chandler misses free throw 2 of 2,105,95
462,4,2:05.0,,Offensive rebound by P. Tucker,105,95
463,4,2:03.0,,P. Tucker misses 2-pt layup from 2 ft,105,95
464,4,2:02.0,,Offensive rebound by P. Tucker,105,95
465,4,1:59.0,,Phoenix full timeout,105,95
466,4,1:49.0,,M. Teletović misses 3-pt jump shot from 26 ft,105,95
467,4,1:48.0,,Offensive rebound by T. Chandler,105,95
468,4,1:39.0,,M. Teletović misses 2-pt jump shot from 18 ft,105,95
469,4,1:38.0,Defensive rebound by T. Young,,105,95
470,4,1:24.0,T. Young makes 2-pt layup at rim (assist by S. Larkin),,107,95
471,4,1:08.0,,R. Price misses 3-pt jump shot from 25 ft,107,95
472,4,1:06.0,,Offensive rebound by M. Teletović,107,95
473,4,1:06.0,,M. Teletović misses 2-pt layup from 1 ft (block by T. Young),107,95
474,4,1:04.0,Defensive rebound by B. Lopez,,107,95
475,4,0:49.0,T. Young makes 2-pt jump shot from 3 ft (assist by M. Brown),,109,95
476,4,0:49.0,,Phoenix full timeout,109,95
477,4,0:49.0,,A. Len enters the game for P. Tucker,109,95
478,4,0:49.0,,D. Booker enters the game for T. Chandler,109,95
479,4,0:45.0,,Shooting foul by B. Lopez (drawn by A. Len),109,95
480,4,0:45.0,,A. Len makes free throw 1 of 2,109,96
481,4,0:45.0,,A. Len makes free throw 2 of 2,109,97
482,4,0:44.0,Personal take foul by P. Pressey (drawn by S. Larkin),,109,97
483,4,0:44.0,S. Larkin makes free throw 1 of 2,,110,97
484,4,0:44.0,S. Larkin makes free throw 2 of 2,,111,97
485,4,0:44.0,,Phoenix full timeout,111,97
486,4,0:44.0,W. Ellington enters the game for B. Lopez,,111,97
487,4,0:39.0,,A. Len makes 2-pt jump shot from 3 ft,111,99
488,4,0:39.0,,Shooting foul by T. Young (drawn by A. Len),111,99
489,4,0:39.0,,A. Len makes free throw 1 of 1,111,100
490,4,0:38.0,Personal take foul by D. Booker (drawn by M. Brown),,111,100
491,4,0:38.0,M. Brown makes free throw 1 of 2,,112,100
492,4,0:38.0,M. Brown makes free throw 2 of 2,,113,100
493,4,0:32.0,,P. Pressey makes 2-pt layup from 1 ft,113,102
494,4,0:29.0,Personal take foul by D. Booker (drawn by W. Ellington),,113,102
495,4,0:29.0,W. Ellington makes free throw 1 of 2,,114,102
496,4,0:29.0,W. Ellington makes free throw 2 of 2,,115,102
497,4,0:25.0,,Shooting foul by M. Brown (drawn by D. Booker),115,102
498,4,0:25.0,,D. Booker makes free throw 1 of 2,115,103
499,4,0:25.0,,D. Booker makes free throw 2 of 2,115,104
500,4,0:12.0,Personal take foul by M. Teletović (drawn by M. Brown),,115,104
501,4,0:12.0,,J. Leuer enters the game for M. Teletović,115,104
502,4,0:12.0,M. Brown misses free throw 1 of 2,,115,104
503,4,0:12.0,Offensive rebound by Team,,115,104
504,4,0:12.0,M. Brown makes free throw 2 of 2,,116,104
505,4,0:08.0,,P. Pressey makes 2-pt layup from 1 ft,116,106
