,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,TORONTO_ACTION,MEMPHIS_SCORE,TORONTO_SCORE
40,1,6:35.0,,D. DeRozan misses 2-pt jump shot from 16 ft,10,5
41,1,6:35.0,,Offensive rebound by D. DeRozan,10,5
42,1,6:18.0,,K. Lowry makes 2-pt layup from 1 ft,10,7
43,1,6:18.0,,P. Patterson enters the game for L. Scola,10,7
44,1,6:05.0,M. Conley misses 2-pt jump shot from 11 ft,,10,7
45,1,6:04.0,,Defensive rebound by J. Valančiūnas,10,7
46,1,5:58.0,,K. Lowry makes 2-pt layup from 2 ft,10,9
47,1,5:39.0,P. Hairston misses 3-pt jump shot from 24 ft,,10,9
48,1,5:38.0,,Defensive rebound by J. Valančiūnas,10,9
49,1,5:27.0,,P. Patterson misses 3-pt jump shot from 22 ft,10,9
50,1,5:26.0,Defensive rebound by M. Barnes,,10,9
51,1,5:11.0,Shooting foul by P. Patterson (drawn by M. Conley),,10,9
52,1,5:11.0,,Toronto full timeout,10,9
53,1,5:11.0,V. Carter enters the game for J. Green,,10,9
54,1,5:11.0,B. Wright enters the game for P. Hairston,,10,9
55,1,5:11.0,M. Conley makes free throw 1 of 2,,11,9
56,1,5:11.0,M. Conley makes free throw 2 of 2,,12,9
57,1,4:57.0,,D. DeRozan makes 2-pt jump shot from 16 ft,12,11
58,1,4:33.0,B. Wright misses 2-pt hook shot from 6 ft,,12,11
59,1,4:33.0,,Defensive rebound by P. Patterson,12,11
60,1,4:21.0,,D. DeRozan misses 2-pt jump shot from 16 ft,12,11
61,1,4:20.0,Defensive rebound by M. Conley,,12,11
62,1,4:05.0,V. Carter makes 3-pt jump shot from 24 ft (assist by Z. Randolph),,15,11
63,1,3:40.0,,J. Johnson makes 2-pt jump shot from 19 ft,15,13
64,1,3:21.0,Turnover by B. Wright (offensive goaltending),,15,13
65,1,3:21.0,M. Chalmers enters the game for M. Barnes,,15,13
66,1,3:21.0,L. Stephenson enters the game for M. Conley,,15,13
67,1,3:21.0,,T. Ross enters the game for J. Johnson,15,13
68,1,3:00.0,,D. DeRozan misses 2-pt jump shot from 6 ft,15,13
69,1,2:59.0,Defensive rebound by V. Carter,,15,13
70,1,2:49.0,V. Carter misses 3-pt jump shot from 25 ft,,15,13
71,1,2:49.0,,Defensive rebound by J. Valančiūnas,15,13
72,1,2:36.0,,J. Valančiūnas makes 2-pt dunk at rim (assist by K. Lowry),15,15
73,1,2:28.0,Memphis full timeout,,15,15
74,1,2:28.0,,B. Biyombo enters the game for J. Valančiūnas,15,15
75,1,2:28.0,,C. Joseph enters the game for K. Lowry,15,15
76,1,2:28.0,M. Barnes enters the game for Z. Randolph,,15,15
77,1,2:16.0,L. Stephenson misses 2-pt jump shot from 18 ft,,15,15
78,1,2:15.0,,Defensive rebound by B. Biyombo,15,15
79,1,2:04.0,,Shooting foul by B. Wright (drawn by D. DeRozan),15,15
80,1,2:04.0,,D. DeRozan makes free throw 1 of 2,15,16
81,1,2:04.0,,D. DeRozan makes free throw 2 of 2,15,17
82,1,1:56.0,M. Chalmers misses 2-pt jump shot from 13 ft,,15,17
83,1,1:56.0,,Defensive rebound by D. DeRozan,15,17
84,1,1:49.0,,Turnover by D. DeRozan (lost ball),15,17
85,1,1:37.0,L. Stephenson makes 2-pt layup from 1 ft,,17,17
86,1,1:22.0,,Turnover by D. DeRozan (bad pass; steal by M. Chalmers),17,17
87,1,1:18.0,Shooting foul by C. Joseph (drawn by M. Chalmers),,17,17
88,1,1:18.0,M. Chalmers misses free throw 1 of 2,,17,17
89,1,1:18.0,Offensive rebound by Team,,17,17
90,1,1:18.0,M. Chalmers makes free throw 2 of 2,,18,17
91,1,1:00.0,,T. Ross misses 3-pt jump shot from 23 ft,18,17
92,1,0:59.0,,Offensive rebound by B. Biyombo,18,17
93,1,0:57.0,,Turnover by B. Biyombo (lost ball; steal by M. Chalmers),18,17
94,1,0:49.0,Personal foul by D. DeRozan (drawn by L. Stephenson),,18,17
95,1,0:49.0,L. Stephenson makes free throw 1 of 2,,19,17
96,1,0:49.0,L. Stephenson makes free throw 2 of 2,,20,17
97,1,0:41.0,,T. Ross makes 2-pt layup from 2 ft (assist by D. DeRozan),20,19
98,1,0:41.0,,Shooting foul by V. Carter (drawn by T. Ross),20,19
99,1,0:41.0,,T. Ross misses free throw 1 of 1,20,19
100,1,0:40.0,Defensive rebound by M. Barnes,,20,19
101,1,0:17.0,M. Barnes misses 2-pt jump shot from 6 ft,,20,19
102,1,0:16.0,,Defensive rebound by B. Biyombo,20,19
103,1,0:00.0,,C. Joseph makes 3-pt jump shot from 25 ft (assist by D. DeRozan),20,22
104,2,11:46.0,,Shooting foul by M. Chalmers (drawn by P. Patterson),20,22
105,2,11:46.0,,P. Patterson makes free throw 1 of 2,20,23
106,2,11:46.0,,P. Patterson makes free throw 2 of 2,20,24
107,2,11:34.0,Turnover by M. Chalmers (bad pass),,20,24
108,2,11:14.0,,T. Ross makes 2-pt layup from 2 ft,20,26
109,2,10:51.0,V. Carter makes 2-pt hook shot from 5 ft (assist by L. Stephenson),,22,26
110,2,10:46.0,,Turnover by C. Joseph (bad pass; steal by L. Stephenson),22,26
111,2,10:38.0,M. Chalmers makes 3-pt jump shot from 24 ft (assist by L. Stephenson),,25,26
112,2,10:25.0,,Turnover by B. Biyombo (offensive foul),25,26
113,2,10:25.0,,Offensive foul by B. Biyombo (drawn by M. Chalmers),25,26
114,2,10:10.0,L. Stephenson misses 2-pt jump shot from 13 ft,,25,26
115,2,10:09.0,Offensive rebound by B. Wright,,25,26
116,2,9:59.0,M. Chalmers misses 2-pt layup from 1 ft,,25,26
117,2,9:59.0,Offensive rebound by V. Carter,,25,26
118,2,9:57.0,V. Carter misses 2-pt layup from 2 ft,,25,26
119,2,9:56.0,Offensive rebound by V. Carter,,25,26
120,2,9:52.0,J. Green misses 2-pt jump shot from 4 ft (block by B. Biyombo),,25,26
121,2,9:52.0,Offensive rebound by J. Green,,25,26
122,2,9:52.0,Memphis full timeout,,25,26
123,2,9:52.0,M. Conley enters the game for V. Carter,,25,26
124,2,9:52.0,C. Andersen enters the game for B. Wright,,25,26
125,2,9:44.0,M. Chalmers misses 3-pt jump shot from 24 ft,,25,26
126,2,9:44.0,,Defensive rebound by B. Biyombo,25,26
127,2,9:29.0,,B. Biyombo misses 2-pt jump shot from 15 ft,25,26
128,2,9:28.0,Defensive rebound by L. Stephenson,,25,26
129,2,9:18.0,Turnover by L. Stephenson (palming),,25,26
130,2,9:09.0,,Shooting foul by M. Chalmers (drawn by K. Lowry),25,26
131,2,9:09.0,,K. Lowry makes free throw 1 of 2,25,27
132,2,9:09.0,,K. Lowry makes free throw 2 of 2,25,28
133,2,9:00.0,,Violation by B. Biyombo (def goaltending),25,28
134,2,9:00.0,M. Chalmers makes 2-pt layup from 1 ft,,27,28
135,2,8:53.0,,Personal foul by M. Chalmers (drawn by C. Joseph),27,28
136,2,8:53.0,P. Hairston enters the game for M. Chalmers,,27,28
137,2,8:52.0,Z. Randolph enters the game for J. Green,,27,28
138,2,8:42.0,,P. Patterson misses 2-pt jump shot from 10 ft,27,28
139,2,8:41.0,Defensive rebound by C. Andersen,,27,28
140,2,8:41.0,Personal foul by B. Biyombo (drawn by C. Andersen),,27,28
141,2,8:25.0,Turnover by P. Hairston (lost ball; steal by K. Lowry),,27,28
142,2,8:06.0,,P. Patterson makes 3-pt jump shot from 25 ft (assist by K. Lowry),27,31
143,2,7:51.0,Def 3 sec tech foul by B. Biyombo,,27,31
144,2,7:51.0,M. Conley makes technical free throw,,28,31
145,2,7:43.0,L. Stephenson makes 2-pt jump shot from 15 ft,,30,31
146,2,7:29.0,,K. Lowry makes 3-pt jump shot from 24 ft (assist by T. Ross),30,34
147,2,7:11.0,M. Conley misses 3-pt jump shot from 23 ft,,30,34
148,2,7:11.0,,Defensive rebound by B. Biyombo,30,34
149,2,7:02.0,Loose ball foul by P. Hairston (drawn by B. Biyombo),,30,34
150,2,6:52.0,,C. Joseph makes 2-pt jump shot from 18 ft,30,36
151,2,6:40.0,Turnover by P. Hairston (offensive foul),,30,36
152,2,6:40.0,Offensive foul by P. Hairston (drawn by K. Lowry),,30,36
153,2,6:40.0,,J. Valančiūnas enters the game for B. Biyombo,30,36
154,2,6:37.0,Technical foul by P. Hairston,,30,36
155,2,6:37.0,,K. Lowry makes technical free throw,30,37
156,2,6:37.0,V. Carter enters the game for P. Hairston,,30,37
157,2,6:27.0,,K. Lowry misses 3-pt jump shot from 24 ft,30,37
158,2,6:27.0,Defensive rebound by C. Andersen,,30,37
159,2,6:14.0,,D. DeRozan enters the game for C. Joseph,30,37
160,2,6:14.0,Turnover by Z. Randolph (lost ball; steal by J. Valančiūnas),,30,37
161,2,6:02.0,,K. Lowry makes 2-pt layup from 1 ft,30,39
162,2,5:57.0,Memphis full timeout,,30,39
163,2,5:57.0,Official timeout,,30,39
164,2,5:57.0,,L. Scola enters the game for P. Patterson,30,39
165,2,5:57.0,M. Barnes enters the game for L. Stephenson,,30,39
166,2,5:50.0,Z. Randolph misses 2-pt jump shot from 19 ft,,30,39
167,2,5:50.0,,Defensive rebound by K. Lowry,30,39
168,2,5:24.0,,T. Ross makes 3-pt jump shot from 24 ft (assist by D. DeRozan),30,42
169,2,5:05.0,Z. Randolph makes 2-pt layup from 1 ft (assist by M. Barnes),,32,42
170,2,4:52.0,,T. Ross misses 3-pt jump shot from 25 ft,32,42
171,2,4:52.0,Defensive rebound by C. Andersen,,32,42
172,2,4:43.0,Shooting foul by J. Valančiūnas (drawn by V. Carter),,32,42
173,2,4:43.0,V. Carter makes free throw 1 of 2,,33,42
174,2,4:43.0,B. Wright enters the game for C. Andersen,,33,42
175,2,4:43.0,V. Carter makes free throw 2 of 2,,34,42
176,2,4:25.0,,Toronto full timeout,34,42
177,2,4:19.0,,K. Lowry misses 2-pt layup from 2 ft,34,42
178,2,4:18.0,Defensive rebound by Z. Randolph,,34,42
179,2,4:03.0,V. Carter makes 3-pt jump shot from 25 ft (assist by B. Wright),,37,42
180,2,3:45.0,,Turnover by K. Lowry (bad pass; steal by V. Carter),37,42
181,2,3:31.0,Z. Randolph misses 2-pt jump shot from 3 ft (block by J. Valančiūnas),,37,42
182,2,3:29.0,Offensive rebound by Z. Randolph,,37,42
183,2,3:28.0,Z. Randolph misses 2-pt layup from 1 ft,,37,42
184,2,3:25.0,,Defensive rebound by J. Valančiūnas,37,42
185,2,3:19.0,,D. DeRozan misses 2-pt jump shot from 3 ft (block by M. Barnes),37,42
186,2,3:18.0,Defensive rebound by M. Conley,,37,42
187,2,3:13.0,M. Barnes misses 3-pt jump shot from 22 ft,,37,42
188,2,3:12.0,Offensive rebound by M. Conley,,37,42
189,2,2:59.0,Z. Randolph makes 2-pt jump shot from 17 ft (assist by M. Conley),,39,42
190,2,2:35.0,,L. Scola misses 2-pt jump shot from 4 ft,39,42
191,2,2:35.0,Defensive rebound by V. Carter,,39,42
192,2,2:28.0,M. Conley misses 2-pt jump shot from 18 ft,,39,42
193,2,2:27.0,,Defensive rebound by D. DeRozan,39,42
194,2,2:22.0,,Toronto full timeout,39,42
195,2,2:22.0,,C. Joseph enters the game for K. Lowry,39,42
196,2,2:09.0,,T. Ross makes 2-pt jump shot from 20 ft,39,44
197,2,1:46.0,Turnover by B. Wright (offensive goaltending),,39,44
198,2,1:28.0,,C. Joseph misses 2-pt jump shot from 7 ft,39,44
199,2,1:27.0,Defensive rebound by Z. Randolph,,39,44
200,2,1:14.0,M. Conley misses 3-pt jump shot from 24 ft,,39,44
201,2,1:14.0,,Defensive rebound by Team,39,44
202,2,1:05.0,,Offensive foul by D. DeRozan (drawn by M. Conley),39,44
203,2,1:05.0,,Turnover by D. DeRozan (offensive foul),39,44
204,2,0:55.0,Shooting foul by C. Joseph (drawn by M. Conley),,39,44
205,2,0:55.0,M. Conley misses free throw 1 of 2,,39,44
206,2,0:55.0,Offensive rebound by Team,,39,44
207,2,0:55.0,M. Conley makes free throw 2 of 2,,40,44
208,2,0:43.0,,T. Ross misses 3-pt jump shot from 23 ft,40,44
209,2,0:42.0,Defensive rebound by Z. Randolph,,40,44
210,2,0:32.0,V. Carter misses 3-pt jump shot from 26 ft,,40,44
211,2,0:31.0,,Defensive rebound by C. Joseph,40,44
212,2,0:06.0,,D. DeRozan misses 2-pt jump shot from 20 ft,40,44
213,2,0:06.0,,Offensive rebound by L. Scola,40,44
214,2,0:05.0,,L. Scola makes 2-pt layup from 2 ft,40,46
215,2,0:02.0,Shooting foul by T. Ross (drawn by V. Carter),,40,46
216,2,0:02.0,V. Carter makes free throw 1 of 3,,41,46
217,2,0:02.0,V. Carter makes free throw 2 of 3,,42,46
218,2,0:02.0,J. Green enters the game for Z. Randolph,,42,46
219,2,0:02.0,V. Carter makes free throw 3 of 3,,43,46
220,2,0:00.0,,C. Joseph misses 3-pt jump shot from 51 ft,43,46
221,2,0:00.0,,Offensive rebound by Team,43,46
222,3,11:43.0,,D. DeRozan misses 2-pt layup from 2 ft (block by M. Barnes),43,46
223,3,11:43.0,,Offensive rebound by Team,43,46
224,3,11:42.0,,Shooting foul by M. Barnes (drawn by D. DeRozan),43,46
225,3,11:42.0,,D. DeRozan misses free throw 1 of 2,43,46
226,3,11:42.0,,Offensive rebound by Team,43,46
227,3,11:42.0,,D. DeRozan makes free throw 2 of 2,43,47
228,3,11:25.0,J. Green misses 3-pt jump shot from 25 ft,,43,47
229,3,11:24.0,,Defensive rebound by K. Lowry,43,47
230,3,11:19.0,,L. Scola misses 2-pt layup from 1 ft,43,47
231,3,11:19.0,Defensive rebound by M. Conley,,43,47
232,3,11:11.0,M. Barnes misses 3-pt jump shot from 23 ft,,43,47
233,3,11:11.0,,Defensive rebound by K. Lowry,43,47
234,3,10:57.0,,L. Scola makes 2-pt hook shot from 2 ft,43,49
235,3,10:57.0,,Shooting foul by J. Green (drawn by L. Scola),43,49
236,3,10:57.0,,L. Scola makes free throw 1 of 1,43,50
237,3,10:40.0,J. Green misses 2-pt layup from 2 ft,,43,50
238,3,10:40.0,Offensive rebound by J. Green,,43,50
239,3,10:40.0,J. Green makes 2-pt layup from 2 ft,,45,50
240,3,10:40.0,Shooting foul by L. Scola (drawn by J. Green),,45,50
241,3,10:40.0,J. Green misses free throw 1 of 1,,45,50
242,3,10:39.0,,Defensive rebound by L. Scola,45,50
243,3,10:24.0,,Turnover by J. Valančiūnas (3 sec),45,50
244,3,10:04.0,Shooting foul by J. Valančiūnas (drawn by Z. Randolph),,45,50
245,3,10:04.0,Z. Randolph makes free throw 1 of 2,,46,50
246,3,10:04.0,Z. Randolph makes free throw 2 of 2,,47,50
247,3,9:51.0,,K. Lowry makes 2-pt jump shot from 6 ft,47,52
248,3,9:39.0,M. Conley misses 2-pt jump shot from 16 ft,,47,52
249,3,9:39.0,,Defensive rebound by J. Johnson,47,52
250,3,9:25.0,,L. Scola misses 3-pt jump shot from 22 ft,47,52
251,3,9:25.0,Defensive rebound by J. Green,,47,52
252,3,9:11.0,Shooting foul by K. Lowry (drawn by M. Barnes),,47,52
253,3,9:11.0,M. Barnes misses free throw 1 of 2,,47,52
254,3,9:11.0,Offensive rebound by Team,,47,52
255,3,9:11.0,M. Barnes makes free throw 2 of 2,,48,52
256,3,8:48.0,,L. Scola misses 3-pt jump shot from 24 ft,48,52
257,3,8:48.0,,Offensive rebound by J. Valančiūnas,48,52
258,3,8:45.0,,J. Valančiūnas makes 2-pt layup from 2 ft,48,54
259,3,8:28.0,P. Hairston misses 2-pt jump shot from 18 ft,,48,54
260,3,8:28.0,,Defensive rebound by J. Johnson,48,54
261,3,8:20.0,,J. Johnson misses 2-pt layup from 2 ft,48,54
262,3,8:20.0,Defensive rebound by Team,,48,54
263,3,8:20.0,Personal foul by L. Scola (drawn by Z. Randolph),,48,54
264,3,8:07.0,M. Conley makes 2-pt layup from 1 ft,,50,54
265,3,7:39.0,,J. Valančiūnas misses 2-pt hook shot from 2 ft,50,54
266,3,7:38.0,Defensive rebound by J. Green,,50,54
267,3,7:24.0,J. Green makes 2-pt jump shot from 20 ft (assist by M. Conley),,52,54
268,3,7:23.0,,Toronto full timeout,52,54
269,3,7:10.0,,Personal foul by J. Green (drawn by K. Lowry),52,54
270,3,6:57.0,,J. Johnson misses 3-pt jump shot from 23 ft,52,54
271,3,6:56.0,,Offensive rebound by Team,52,54
272,3,6:56.0,,Turnover by Team (shot clock),52,54
273,3,6:39.0,Z. Randolph misses 2-pt jump shot from 16 ft,,52,54
274,3,6:38.0,,Defensive rebound by J. Valančiūnas,52,54
275,3,6:31.0,,J. Valančiūnas makes 2-pt hook shot from 2 ft (assist by K. Lowry),52,56
276,3,6:31.0,,Shooting foul by J. Green (drawn by J. Valančiūnas),52,56
277,3,6:31.0,B. Wright enters the game for J. Green,,52,56
278,3,6:31.0,,J. Valančiūnas makes free throw 1 of 1,52,57
279,3,6:18.0,B. Wright makes 2-pt layup from 1 ft (assist by M. Conley),,54,57
280,3,5:56.0,,D. DeRozan misses 2-pt jump shot from 22 ft,54,57
281,3,5:55.0,Defensive rebound by P. Hairston,,54,57
282,3,5:45.0,P. Hairston misses 2-pt jump shot from 4 ft,,54,57
283,3,5:44.0,,Defensive rebound by J. Valančiūnas,54,57
284,3,5:40.0,,J. Johnson misses 2-pt layup from 1 ft (block by B. Wright),54,57
285,3,5:40.0,,Offensive rebound by Team,54,57
286,3,5:40.0,,T. Ross enters the game for J. Johnson,54,57
287,3,5:40.0,,P. Patterson enters the game for L. Scola,54,57
288,3,5:21.0,,D. DeRozan makes 2-pt jump shot from 4 ft,54,59
289,3,5:04.0,M. Barnes misses 3-pt jump shot from 24 ft,,54,59
290,3,5:03.0,,Defensive rebound by D. DeRozan,54,59
291,3,4:51.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by J. Valančiūnas),54,62
292,3,4:51.0,Memphis full timeout,,54,62
293,3,4:51.0,V. Carter enters the game for P. Hairston,,54,62
294,3,4:31.0,V. Carter makes 2-pt jump shot from 21 ft (assist by Z. Randolph),,56,62
295,3,4:10.0,,D. DeRozan makes 2-pt layup from 1 ft,56,64
296,3,3:48.0,Z. Randolph makes 2-pt hook shot from 3 ft,,58,64
297,3,3:26.0,,J. Valančiūnas makes 2-pt hook shot from 1 ft,58,66
298,3,3:26.0,,Shooting foul by Z. Randolph (drawn by J. Valančiūnas),58,66
299,3,3:26.0,M. Chalmers enters the game for M. Conley,,58,66
300,3,3:26.0,,J. Valančiūnas makes free throw 1 of 1,58,67
301,3,3:17.0,,Violation by K. Lowry (kicked ball),58,67
302,3,3:17.0,,C. Joseph enters the game for K. Lowry,58,67
303,3,3:08.0,Z. Randolph makes 2-pt hook shot from 6 ft,,60,67
304,3,2:42.0,,D. DeRozan misses 2-pt layup from 2 ft,60,67
305,3,2:41.0,Defensive rebound by M. Barnes,,60,67
306,3,2:37.0,Turnover by M. Barnes (bad pass),,60,67
307,3,2:24.0,,C. Joseph makes 2-pt jump shot from 16 ft,60,69
308,3,2:06.0,M. Chalmers misses 2-pt layup from 2 ft,,60,69
309,3,2:05.0,,Defensive rebound by J. Valančiūnas,60,69
310,3,1:55.0,,P. Patterson misses 3-pt jump shot from 24 ft,60,69
311,3,1:54.0,Defensive rebound by M. Chalmers,,60,69
312,3,1:51.0,Offensive foul by M. Barnes (drawn by C. Joseph),,60,69
313,3,1:51.0,Turnover by M. Barnes (offensive foul),,60,69
314,3,1:51.0,Technical foul by M. Barnes,,60,69
315,3,1:51.0,,D. DeRozan makes technical free throw,60,70
316,3,1:51.0,,B. Biyombo enters the game for J. Valančiūnas,60,70
317,3,1:51.0,L. Stephenson enters the game for M. Barnes,,60,70
318,3,1:37.0,,D. DeRozan misses 2-pt layup from 1 ft,60,70
319,3,1:37.0,Defensive rebound by B. Wright,,60,70
320,3,1:23.0,Z. Randolph misses 2-pt jump shot from 7 ft,,60,70
321,3,1:21.0,Offensive rebound by M. Chalmers,,60,70
322,3,1:19.0,Shooting foul by T. Ross (drawn by M. Chalmers),,60,70
323,3,1:19.0,M. Chalmers makes free throw 1 of 2,,61,70
324,3,1:19.0,M. Chalmers makes free throw 2 of 2,,62,70
325,3,1:00.0,,C. Joseph makes 2-pt layup from 1 ft,62,72
326,3,0:40.0,Z. Randolph misses 2-pt jump shot from 5 ft,,62,72
327,3,0:39.0,Offensive rebound by Team,,62,72
328,3,0:35.0,M. Chalmers makes 2-pt jump shot from 4 ft,,64,72
329,3,0:31.0,,Turnover by D. DeRozan (traveling),64,72
330,3,0:31.0,M. Conley enters the game for Z. Randolph,,64,72
331,3,0:15.0,M. Chalmers misses 2-pt jump shot from 3 ft,,64,72
332,3,0:15.0,,Defensive rebound by B. Biyombo,64,72
333,3,0:03.0,,Shooting foul by B. Wright (drawn by D. DeRozan),64,72
334,3,0:03.0,,D. DeRozan makes free throw 1 of 2,64,73
335,3,0:03.0,,D. DeRozan makes free throw 2 of 2,64,74
336,3,0:03.0,Turnover by V. Carter (bad pass; steal by B. Biyombo),,64,74
337,3,0:00.0,,B. Biyombo misses 3-pt jump shot from 38 ft,64,74
338,3,0:00.0,,Offensive rebound by Team,64,74
339,4,11:43.0,Turnover by B. Wright (lost ball),,64,74
340,4,11:23.0,,B. Biyombo makes 2-pt jump shot from 9 ft,64,76
341,4,11:02.0,M. Chalmers misses 2-pt jump shot from 6 ft,,64,76
342,4,11:01.0,,Defensive rebound by B. Biyombo,64,76
343,4,10:52.0,,P. Patterson misses 3-pt jump shot from 23 ft,64,76
344,4,10:51.0,Defensive rebound by M. Chalmers,,64,76
345,4,10:35.0,M. Chalmers misses 3-pt jump shot from 24 ft,,64,76
346,4,10:34.0,,Defensive rebound by P. Patterson,64,76
347,4,10:24.0,,Turnover by K. Lowry (bad pass; steal by V. Carter),64,76
348,4,10:18.0,L. Stephenson makes 2-pt layup from 1 ft (assist by M. Conley),,66,76
349,4,10:00.0,,T. Ross misses 3-pt jump shot from 24 ft,66,76
350,4,9:59.0,,Offensive rebound by C. Joseph,66,76
351,4,9:55.0,,K. Lowry misses 3-pt jump shot from 24 ft,66,76
352,4,9:55.0,Defensive rebound by L. Stephenson,,66,76
353,4,9:55.0,Memphis full timeout,,66,76
354,4,9:55.0,C. Andersen enters the game for B. Wright,,66,76
355,4,9:42.0,M. Conley misses 2-pt hook shot from 5 ft,,66,76
356,4,9:42.0,,Defensive rebound by B. Biyombo,66,76
357,4,9:38.0,,Shooting block foul by M. Chalmers (drawn by K. Lowry),66,76
358,4,9:38.0,,K. Lowry misses free throw 1 of 2,66,76
359,4,9:38.0,,Offensive rebound by Team,66,76
360,4,9:38.0,,K. Lowry makes free throw 2 of 2,66,77
361,4,9:19.0,L. Stephenson misses 2-pt jump shot from 18 ft,,66,77
362,4,9:18.0,,Defensive rebound by C. Joseph,66,77
363,4,9:10.0,,P. Patterson makes 3-pt jump shot from 24 ft (assist by K. Lowry),66,80
364,4,8:48.0,Shooting foul by C. Joseph (drawn by C. Andersen),,66,80
365,4,8:48.0,C. Andersen makes free throw 1 of 2,,67,80
366,4,8:48.0,J. Green enters the game for M. Conley,,67,80
367,4,8:48.0,C. Andersen misses free throw 2 of 2,,67,80
368,4,8:47.0,,Defensive rebound by C. Joseph,67,80
369,4,8:23.0,,P. Patterson misses 3-pt jump shot from 25 ft,67,80
370,4,8:23.0,Defensive rebound by V. Carter,,67,80
371,4,8:10.0,M. Chalmers makes 2-pt layup from 2 ft,,69,80
372,4,8:10.0,Shooting foul by B. Biyombo (drawn by M. Chalmers),,69,80
373,4,8:10.0,M. Chalmers makes free throw 1 of 1,,70,80
374,4,7:50.0,,K. Lowry misses 2-pt layup from 2 ft,70,80
375,4,7:50.0,,Offensive rebound by B. Biyombo,70,80
376,4,7:46.0,,B. Biyombo makes 2-pt dunk at rim,70,82
377,4,7:33.0,M. Chalmers makes 2-pt layup from 1 ft (assist by C. Andersen),,72,82
378,4,7:15.0,,P. Patterson misses 2-pt jump shot from 4 ft,72,82
379,4,7:14.0,Defensive rebound by J. Green,,72,82
380,4,7:04.0,M. Chalmers misses 2-pt jump shot from 17 ft,,72,82
381,4,7:04.0,,Defensive rebound by K. Lowry,72,82
382,4,6:51.0,,Shooting foul by V. Carter (drawn by C. Joseph),72,82
383,4,6:51.0,,C. Joseph makes free throw 1 of 2,72,83
384,4,6:51.0,,C. Joseph makes free throw 2 of 2,72,84
385,4,6:40.0,Shooting foul by B. Biyombo (drawn by M. Chalmers),,72,84
386,4,6:40.0,M. Chalmers makes free throw 1 of 2,,73,84
387,4,6:40.0,,J. Valančiūnas enters the game for B. Biyombo,73,84
388,4,6:40.0,M. Chalmers makes free throw 2 of 2,,74,84
