,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,TORONTO_ACTION,LA CLIPPERS_SCORE,TORONTO_SCORE
382,4,7:24.0,,C. Joseph makes 2-pt jump shot from 9 ft,78,97
383,4,7:06.0,Shooting foul by P. Patterson (drawn by D. Jordan),,78,97
384,4,7:06.0,D. Jordan misses free throw 1 of 2,,78,97
385,4,7:06.0,Offensive rebound by Team,,78,97
386,4,7:06.0,D. Jordan misses free throw 2 of 2,,78,97
387,4,7:05.0,,Defensive rebound by J. Valančiūnas,78,97
388,4,6:56.0,,Personal foul by C. Paul (drawn by J. Valančiūnas),78,97
389,4,6:56.0,,J. Valančiūnas misses free throw 1 of 2,78,97
390,4,6:56.0,,Offensive rebound by Team,78,97
391,4,6:56.0,,D. DeRozan enters the game for C. Joseph,78,97
392,4,6:56.0,,J. Valančiūnas makes free throw 2 of 2,78,98
393,4,6:36.0,C. Paul misses 3-pt jump shot from 22 ft,,78,98
394,4,6:35.0,,Defensive rebound by K. Lowry,78,98
395,4,6:15.0,,J. Valančiūnas makes 2-pt hook shot from 4 ft (assist by K. Lowry),78,100
396,4,6:04.0,Personal foul by T. Ross (drawn by J. Redick),,78,100
397,4,5:54.0,C. Paul makes 2-pt jump shot from 16 ft,,80,100
398,4,5:37.0,,D. DeRozan misses 2-pt jump shot from 7 ft,80,100
399,4,5:36.0,,Offensive rebound by D. DeRozan,80,100
400,4,5:32.0,,P. Patterson misses 3-pt jump shot from 22 ft,80,100
401,4,5:31.0,Defensive rebound by C. Paul,,80,100
402,4,5:25.0,L. Stephenson makes 2-pt layup from 2 ft (assist by C. Paul),,82,100
403,4,5:25.0,,Toronto full timeout,82,100
404,4,5:10.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by K. Lowry),82,103
405,4,4:58.0,Personal foul by T. Ross (drawn by J. Redick),,82,103
406,4,4:58.0,C. Wilcox enters the game for J. Redick,,82,103
407,4,4:58.0,A. Rivers enters the game for J. Crawford,,82,103
408,4,4:58.0,J. Ayres enters the game for D. Jordan,,82,103
409,4,4:58.0,W. Johnson enters the game for C. Paul,,82,103
410,4,4:47.0,C. Wilcox misses 2-pt jump shot from 15 ft,,82,103
411,4,4:47.0,,Defensive rebound by J. Valančiūnas,82,103
412,4,4:36.0,,K. Lowry misses 3-pt jump shot from 25 ft,82,103
413,4,4:36.0,Defensive rebound by W. Johnson,,82,103
414,4,4:26.0,L. Stephenson makes 2-pt layup at rim,,84,103
415,4,4:00.0,,P. Patterson misses 3-pt jump shot from 25 ft,84,103
416,4,4:00.0,Defensive rebound by L. Stephenson,,84,103
417,4,3:56.0,Turnover by L. Stephenson (bad pass; steal by T. Ross),,84,103
418,4,3:54.0,,Personal foul by A. Rivers (drawn by T. Ross),84,103
419,4,3:54.0,,T. Ross misses free throw 1 of 2,84,103
420,4,3:54.0,,Offensive rebound by Team,84,103
421,4,3:54.0,,D. Wright enters the game for K. Lowry,84,103
422,4,3:54.0,,C. Joseph enters the game for D. DeRozan,84,103
423,4,3:54.0,,T. Ross makes free throw 2 of 2,84,104
424,4,3:33.0,A. Rivers makes 2-pt layup from 2 ft (assist by J. Ayres),,86,104
425,4,3:26.0,Offensive charge foul by D. Wright (drawn by A. Rivers),,86,104
426,4,3:26.0,,Turnover by D. Wright (offensive foul),86,104
427,4,3:15.0,W. Johnson misses 3-pt jump shot from 24 ft,,86,104
428,4,3:14.0,,Defensive rebound by J. Valančiūnas,86,104
429,4,2:51.0,,Shooting foul by A. Rivers (drawn by J. Valančiūnas),86,104
430,4,2:51.0,LA Clippers full timeout,,86,104
431,4,2:51.0,,A. Bennett enters the game for P. Patterson,86,104
432,4,2:51.0,,J. Valančiūnas makes free throw 1 of 2,86,105
433,4,2:51.0,,J. Valančiūnas makes free throw 2 of 2,86,106
434,4,2:31.0,L. Stephenson makes 2-pt jump shot from 19 ft (assist by A. Rivers),,88,106
435,4,2:17.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by C. Joseph),88,109
436,4,2:02.0,C. Wilcox misses 2-pt jump shot from 20 ft,,88,109
437,4,2:01.0,,Defensive rebound by J. Valančiūnas,88,109
438,4,1:49.0,,Turnover by D. Wright (lost ball),88,109
439,4,1:33.0,A. Rivers misses 2-pt layup from 3 ft,,88,109
440,4,1:33.0,,Defensive rebound by C. Joseph,88,109
441,4,1:21.0,,J. Valančiūnas makes 2-pt jump shot from 9 ft,88,111
442,4,1:10.0,Shooting foul by J. Valančiūnas (drawn by J. Ayres),,88,111
443,4,1:10.0,J. Ayres makes free throw 1 of 2,,89,111
444,4,1:10.0,J. Ayres makes free throw 2 of 2,,90,111
445,4,1:00.0,,Personal foul by A. Rivers (drawn by D. Wright),90,111
446,4,1:00.0,,D. Wright misses free throw 1 of 2,90,111
447,4,1:00.0,,Offensive rebound by Team,90,111
448,4,1:00.0,,D. Wright misses free throw 2 of 2,90,111
449,4,1:00.0,Defensive rebound by L. Stephenson,,90,111
450,4,0:46.0,A. Rivers misses 2-pt layup from 2 ft,,90,111
451,4,0:45.0,,Defensive rebound by J. Valančiūnas,90,111
452,4,0:41.0,,Shooting foul by L. Stephenson (drawn by D. Wright),90,111
453,4,0:41.0,,D. Wright makes free throw 1 of 2,90,112
454,4,0:41.0,,D. Wright misses free throw 2 of 2,90,112
455,4,0:40.0,Defensive rebound by C. Wilcox,,90,112
456,4,0:36.0,A. Rivers makes 2-pt layup from 2 ft (assist by C. Wilcox),,92,112
457,4,0:13.0,,A. Bennett misses 3-pt jump shot from 24 ft,92,112
458,4,0:13.0,Defensive rebound by J. Ayres,,92,112
459,4,0:02.0,L. Stephenson makes 2-pt jump shot from 20 ft,,94,112
