,QUARTER,TIME_REMAINING,MIAMI_ACTION,HOUSTON_ACTION,MIAMI_SCORE,HOUSTON_SCORE
114,2,9:37.0,Turnover by B. Udrih (bad pass; steal by C. Brewer),,37,34
115,2,9:23.0,,T. Lawson misses 3-pt jump shot from 24 ft,37,34
116,2,9:22.0,Defensive rebound by G. Green,,37,34
117,2,9:18.0,Turnover by G. Dragić (bad pass; steal by J. Smith),,37,34
118,2,9:07.0,,Turnover by J. Terry (bad pass; steal by J. Winslow),37,34
119,2,9:07.0,Personal foul by J. Smith (drawn by J. Winslow),,37,34
120,2,9:07.0,,J. Harden enters the game for C. Brewer,37,34
121,2,9:07.0,,P. Beverley enters the game for J. Terry,37,34
122,2,8:55.0,G. Green makes 2-pt jump shot from 21 ft (assist by B. Udrih),,39,34
123,2,8:37.0,,T. Ariza misses 2-pt layup from 1 ft,39,34
124,2,8:36.0,,Offensive rebound by T. Ariza,39,34
125,2,8:31.0,,J. Smith misses 2-pt hook shot from 4 ft,39,34
126,2,8:31.0,,Offensive rebound by Team,39,34
127,2,8:31.0,Loose ball foul by B. Udrih (drawn by T. Lawson),,39,34
128,2,8:31.0,Official timeout,,39,34
129,2,8:21.0,,T. Lawson makes 2-pt layup from 1 ft (assist by J. Harden),39,36
130,2,7:54.0,G. Green misses 3-pt jump shot from 22 ft,,39,36
131,2,7:54.0,,Defensive rebound by J. Smith,39,36
132,2,7:46.0,,Shooting foul by B. Udrih (drawn by T. Lawson),39,36
133,2,7:46.0,,T. Lawson makes free throw 1 of 2,39,37
134,2,7:46.0,D. Wade enters the game for C. Bosh,,39,37
135,2,7:46.0,L. Deng enters the game for G. Dragić,,39,37
136,2,7:46.0,A. Stoudemire enters the game for J. Winslow,,39,37
137,2,7:46.0,,T. Lawson misses free throw 2 of 2,39,37
138,2,7:46.0,Defensive rebound by A. Stoudemire,,39,37
139,2,7:32.0,Turnover by A. Stoudemire (bad pass),,39,37
140,2,7:32.0,Violation by Team (jump ball),,39,37
141,2,7:25.0,,J. Harden misses 3-pt jump shot from 25 ft,39,37
142,2,7:24.0,Defensive rebound by G. Green,,39,37
143,2,7:16.0,,Offensive charge foul by A. Stoudemire (drawn by J. Harden),39,37
144,2,7:16.0,Turnover by A. Stoudemire (offensive foul),,39,37
145,2,7:05.0,,P. Beverley makes 2-pt layup at rim,39,39
146,2,6:56.0,Turnover by D. Wade (bad pass),,39,39
147,2,6:54.0,,Offensive foul by J. Smith (drawn by L. Deng),39,39
148,2,6:54.0,,Turnover by J. Smith (offensive foul),39,39
149,2,6:54.0,Miami full timeout,,39,39
150,2,6:54.0,,T. Jones enters the game for J. Smith,39,39
151,2,6:45.0,,Violation by P. Beverley (kicked ball),39,39
152,2,6:33.0,D. Wade misses 2-pt layup from 2 ft,,39,39
153,2,6:32.0,Offensive rebound by A. Stoudemire,,39,39
154,2,6:30.0,A. Stoudemire makes 2-pt dunk at rim,,41,39
155,2,6:19.0,,T. Jones misses 2-pt layup from 2 ft,41,39
156,2,6:18.0,Defensive rebound by L. Deng,,41,39
157,2,6:13.0,B. Udrih misses 2-pt layup from 1 ft,,41,39
158,2,6:12.0,Offensive rebound by A. Stoudemire,,41,39
159,2,6:12.0,A. Stoudemire makes 2-pt layup from 1 ft,,43,39
160,2,5:59.0,,P. Beverley makes 3-pt jump shot from 23 ft (assist by J. Harden),43,42
161,2,5:42.0,G. Green misses 3-pt jump shot from 25 ft,,43,42
162,2,5:42.0,,Defensive rebound by J. Harden,43,42
163,2,5:36.0,,J. Harden makes 2-pt layup from 2 ft,43,44
164,2,5:22.0,L. Deng misses 2-pt jump shot from 18 ft,,43,44
165,2,5:21.0,,Defensive rebound by T. Ariza,43,44
166,2,5:13.0,,T. Ariza makes 2-pt layup from 1 ft (assist by J. Harden),43,46
167,2,4:49.0,L. Deng misses 2-pt layup from 2 ft (block by J. Harden),,43,46
168,2,4:49.0,Offensive rebound by Team,,43,46
169,2,4:49.0,,C. Brewer enters the game for T. Lawson,43,46
170,2,4:49.0,G. Dragić enters the game for A. Stoudemire,,43,46
171,2,4:49.0,J. Winslow enters the game for B. Udrih,,43,46
172,2,4:49.0,C. Bosh enters the game for G. Green,,43,46
173,2,4:45.0,G. Dragić makes 2-pt jump shot from 20 ft (assist by D. Wade),,45,46
174,2,4:32.0,,Turnover by J. Harden (lost ball; steal by D. Wade),45,46
175,2,4:28.0,,Offensive charge foul by J. Winslow (drawn by C. Brewer),45,46
176,2,4:28.0,Turnover by J. Winslow (offensive foul),,45,46
177,2,4:16.0,,J. Harden misses 3-pt jump shot from 24 ft,45,46
178,2,4:16.0,Defensive rebound by C. Bosh,,45,46
179,2,4:03.0,L. Deng misses 3-pt jump shot from 23 ft,,45,46
180,2,4:02.0,,Defensive rebound by T. Jones,45,46
181,2,3:58.0,,T. Ariza makes 2-pt layup at rim (assist by J. Harden),45,48
182,2,3:35.0,L. Deng misses 2-pt jump shot from 5 ft,,45,48
183,2,3:34.0,,Defensive rebound by T. Jones,45,48
184,2,3:23.0,,J. Harden misses 3-pt jump shot from 24 ft,45,48
185,2,3:22.0,Defensive rebound by C. Bosh,,45,48
186,2,3:14.0,Personal foul by P. Beverley (drawn by D. Wade),,45,48
187,2,3:14.0,D. Wade makes free throw 1 of 2,,46,48
188,2,3:14.0,D. Wade makes free throw 2 of 2,,47,48
189,2,2:56.0,,C. Brewer makes 3-pt jump shot from 22 ft (assist by P. Beverley),47,51
190,2,2:30.0,Shooting foul by T. Jones (drawn by D. Wade),,47,51
191,2,2:30.0,,Houston full timeout,47,51
192,2,2:30.0,,T. Lawson enters the game for P. Beverley,47,51
193,2,2:30.0,D. Wade makes free throw 1 of 2,,48,51
194,2,2:30.0,D. Wade misses free throw 2 of 2,,48,51
195,2,2:30.0,,Defensive rebound by J. Harden,48,51
196,2,2:10.0,,T. Jones makes 2-pt jump shot from 15 ft (assist by T. Lawson),48,53
197,2,1:51.0,G. Dragić makes 3-pt jump shot from 25 ft (assist by C. Bosh),,51,53
198,2,1:37.0,,J. Harden makes 2-pt jump shot from 6 ft,51,55
199,2,1:20.0,C. Bosh misses 2-pt hook shot from 8 ft,,51,55
200,2,1:19.0,,Defensive rebound by T. Ariza,51,55
201,2,1:11.0,,Turnover by J. Harden (lost ball; steal by J. Winslow),51,55
202,2,1:06.0,D. Wade makes 2-pt layup from 2 ft (assist by J. Winslow),,53,55
203,2,0:55.0,,Turnover by T. Lawson (bad pass; steal by L. Deng),53,55
204,2,0:52.0,L. Deng makes 2-pt dunk at rim,,55,55
205,2,0:34.0,,J. Harden makes 2-pt jump shot from 16 ft,55,57
206,2,0:30.0,Miami full timeout,,55,57
207,2,0:30.0,G. Green enters the game for J. Winslow,,55,57
208,2,0:11.0,G. Dragić misses 3-pt jump shot from 23 ft,,55,57
209,2,0:10.0,,Defensive rebound by T. Jones,55,57
210,2,0:09.0,,Personal foul by C. Bosh (drawn by T. Jones),55,57
211,2,0:09.0,J. Winslow enters the game for G. Dragić,,55,57
212,2,0:01.0,,J. Harden makes 3-pt jump shot from 26 ft,55,60
213,3,11:49.0,,T. Ariza makes 3-pt jump shot from 26 ft (assist by J. Harden),55,63
214,3,11:24.0,D. Wade misses 2-pt jump shot from 19 ft,,55,63
215,3,11:23.0,,Defensive rebound by J. Smith,55,63
216,3,11:17.0,,T. Ariza misses 3-pt jump shot from 24 ft,55,63
217,3,11:16.0,,Offensive rebound by P. Beverley,55,63
218,3,11:15.0,,Personal foul by L. Deng (drawn by P. Beverley),55,63
219,3,11:02.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by J. Harden),55,66
220,3,10:45.0,L. Deng misses 3-pt jump shot from 23 ft,,55,66
221,3,10:43.0,Offensive rebound by D. Wade,,55,66
222,3,10:41.0,D. Wade misses 2-pt jump shot from 5 ft,,55,66
223,3,10:40.0,Offensive rebound by C. Bosh,,55,66
224,3,10:40.0,C. Bosh misses 2-pt layup from 1 ft (block by J. Smith),,55,66
225,3,10:39.0,,Defensive rebound by T. Ariza,55,66
226,3,10:37.0,Loose ball foul by A. Stoudemire (drawn by T. Ariza),,55,66
227,3,10:28.0,,J. Harden misses 3-pt jump shot from 25 ft,55,66
228,3,10:27.0,Defensive rebound by D. Wade,,55,66
229,3,10:11.0,L. Deng misses 2-pt jump shot from 19 ft,,55,66
230,3,10:11.0,,Defensive rebound by J. Harden,55,66
231,3,9:59.0,,J. Smith makes 2-pt layup from 1 ft (assist by T. Ariza),55,68
232,3,9:53.0,Miami full timeout,,55,68
233,3,9:40.0,D. Wade misses 2-pt jump shot from 12 ft,,55,68
234,3,9:39.0,Offensive rebound by L. Deng,,55,68
235,3,9:39.0,L. Deng makes 2-pt layup at rim,,57,68
236,3,9:27.0,,J. Smith misses 2-pt jump shot from 4 ft,57,68
237,3,9:26.0,Defensive rebound by G. Dragić,,57,68
238,3,9:05.0,Turnover by L. Deng (bad pass; steal by J. Harden),,57,68
239,3,8:54.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by P. Beverley),57,71
240,3,8:32.0,A. Stoudemire makes 2-pt dunk at rim (assist by L. Deng),,59,71
241,3,8:19.0,,C. Brewer misses 3-pt jump shot from 23 ft,59,71
242,3,8:18.0,Defensive rebound by L. Deng,,59,71
243,3,8:10.0,G. Dragić misses 3-pt jump shot from 24 ft,,59,71
244,3,8:09.0,Offensive rebound by D. Wade,,59,71
245,3,7:52.0,D. Wade makes 2-pt layup from 4 ft (assist by L. Deng),,61,71
246,3,7:52.0,,Houston full timeout,61,71
247,3,7:52.0,J. Winslow enters the game for C. Bosh,,61,71
248,3,7:41.0,,T. Ariza misses 2-pt dunk at rim,61,71
249,3,7:40.0,Defensive rebound by J. Winslow,,61,71
250,3,7:31.0,D. Wade makes 2-pt jump shot from 8 ft,,63,71
251,3,7:18.0,,J. Harden makes 2-pt jump shot from 16 ft,63,73
252,3,7:00.0,L. Deng makes 3-pt jump shot from 23 ft (assist by G. Dragić),,66,73
253,3,6:52.0,,Turnover by J. Smith (bad pass),66,73
254,3,6:52.0,,T. Jones enters the game for J. Smith,66,73
255,3,6:29.0,A. Stoudemire misses 2-pt layup from 2 ft,,66,73
256,3,6:28.0,Offensive rebound by A. Stoudemire,,66,73
257,3,6:25.0,A. Stoudemire misses 2-pt layup from 2 ft,,66,73
258,3,6:24.0,,Defensive rebound by C. Brewer,66,73
259,3,6:20.0,,T. Jones misses 2-pt layup from 1 ft (block by D. Wade),66,73
260,3,6:18.0,Defensive rebound by G. Dragić,,66,73
261,3,6:06.0,L. Deng makes 3-pt jump shot from 22 ft (assist by D. Wade),,69,73
262,3,5:51.0,,Shooting foul by L. Deng (drawn by J. Harden),69,73
263,3,5:51.0,,J. Harden makes free throw 1 of 2,69,74
264,3,5:51.0,,J. Harden misses free throw 2 of 2,69,74
265,3,5:51.0,Defensive rebound by L. Deng,,69,74
266,3,5:34.0,J. Winslow makes 3-pt jump shot from 23 ft (assist by D. Wade),,72,74
267,3,5:23.0,,T. Ariza misses 3-pt jump shot from 25 ft,72,74
268,3,5:23.0,Defensive rebound by A. Stoudemire,,72,74
269,3,5:13.0,D. Wade misses 2-pt jump shot from 6 ft,,72,74
270,3,5:12.0,,Defensive rebound by C. Brewer,72,74
271,3,5:08.0,,Turnover by T. Ariza (bad pass),72,74
272,3,4:56.0,Turnover by G. Dragić (bad pass; steal by T. Jones),,72,74
273,3,4:54.0,,Shooting foul by J. Winslow (drawn by P. Beverley),72,74
274,3,4:54.0,,P. Beverley misses free throw 1 of 2,72,74
275,3,4:54.0,,Offensive rebound by Team,72,74
276,3,4:54.0,,M. Thornton enters the game for C. Brewer,72,74
277,3,4:54.0,B. Udrih enters the game for G. Dragić,,72,74
278,3,4:54.0,,P. Beverley makes free throw 2 of 2,72,75
279,3,4:36.0,D. Wade misses 2-pt jump shot from 20 ft,,72,75
280,3,4:35.0,Offensive rebound by A. Stoudemire,,72,75
281,3,4:33.0,A. Stoudemire misses 2-pt layup from 1 ft,,72,75
282,3,4:31.0,Offensive rebound by L. Deng,,72,75
283,3,4:23.0,D. Wade misses 2-pt jump shot from 8 ft,,72,75
284,3,4:21.0,,Defensive rebound by T. Jones,72,75
285,3,4:12.0,,P. Beverley makes 3-pt jump shot from 23 ft (assist by M. Thornton),72,78
286,3,3:49.0,B. Udrih makes 2-pt jump shot from 11 ft (assist by L. Deng),,74,78
287,3,3:25.0,,M. Thornton makes 3-pt jump shot from 23 ft (assist by J. Harden),74,81
288,3,2:56.0,B. Udrih misses 3-pt jump shot from 24 ft,,74,81
289,3,2:55.0,,Defensive rebound by M. Thornton,74,81
290,3,2:43.0,,T. Ariza misses 3-pt jump shot from 23 ft,74,81
291,3,2:42.0,Defensive rebound by J. Winslow,,74,81
292,3,2:31.0,Turnover by L. Deng (bad pass; steal by J. Harden),,74,81
293,3,2:24.0,,T. Jones makes 2-pt dunk at rim (assist by J. Harden),74,83
294,3,2:24.0,Miami full timeout,,74,83
295,3,2:24.0,G. Dragić enters the game for L. Deng,,74,83
296,3,2:24.0,G. Green enters the game for A. Stoudemire,,74,83
297,3,2:24.0,C. Bosh enters the game for D. Wade,,74,83
298,3,2:24.0,,T. Lawson enters the game for T. Ariza,74,83
299,3,2:24.0,,C. Brewer enters the game for P. Beverley,74,83
300,3,2:07.0,Shooting foul by T. Jones (drawn by C. Bosh),,74,83
301,3,2:07.0,C. Bosh makes free throw 1 of 2,,75,83
302,3,2:07.0,C. Bosh makes free throw 2 of 2,,76,83
303,3,1:53.0,,Shooting foul by G. Green (drawn by T. Jones),76,83
304,3,1:53.0,,T. Jones makes free throw 1 of 2,76,84
305,3,1:53.0,,T. Jones misses free throw 2 of 2,76,84
306,3,1:53.0,Defensive rebound by C. Bosh,,76,84
307,3,1:37.0,C. Bosh misses 3-pt jump shot from 25 ft,,76,84
308,3,1:36.0,,Defensive rebound by M. Thornton,76,84
309,3,1:16.0,,J. Harden misses 2-pt layup from 2 ft (block by G. Green),76,84
310,3,1:15.0,Defensive rebound by B. Udrih,,76,84
311,3,1:09.0,G. Dragić makes 2-pt layup from 2 ft (assist by B. Udrih),,78,84
312,3,0:50.0,,C. Brewer misses 2-pt jump shot from 20 ft,78,84
313,3,0:49.0,Defensive rebound by J. Winslow,,78,84
314,3,0:42.0,C. Bosh makes 2-pt jump shot from 15 ft (assist by G. Dragić),,80,84
315,3,0:31.0,,J. Harden makes 3-pt jump shot from 24 ft,80,87
316,3,0:06.0,C. Bosh misses 2-pt jump shot from 19 ft,,80,87
317,3,0:05.0,,Defensive rebound by C. Brewer,80,87
318,3,0:00.0,,C. Brewer misses 3-pt jump shot from 47 ft,80,87
319,3,0:00.0,,Offensive rebound by Team,80,87
320,4,11:42.0,B. Udrih misses 3-pt jump shot from 24 ft,,80,87
321,4,11:41.0,,Defensive rebound by T. Jones,80,87
322,4,11:23.0,,T. Jones makes 2-pt layup from 2 ft (assist by M. Thornton),80,89
323,4,11:08.0,J. Winslow misses 2-pt layup from 2 ft (block by C. Brewer),,80,89
324,4,11:07.0,,Defensive rebound by T. Jones,80,89
325,4,10:58.0,,M. Thornton makes 2-pt layup from 1 ft (assist by T. Lawson),80,91
326,4,10:42.0,Personal foul by C. Brewer (drawn by G. Green),,80,91
327,4,10:36.0,G. Dragić misses 2-pt jump shot from 17 ft,,80,91
328,4,10:35.0,,Defensive rebound by M. Thornton,80,91
329,4,10:24.0,,Shooting foul by J. Winslow (drawn by T. Jones),80,91
330,4,10:24.0,,T. Jones makes free throw 1 of 2,80,92
331,4,10:24.0,,T. Jones makes free throw 2 of 2,80,93
332,4,10:21.0,Miami full timeout,,80,93
333,4,10:07.0,C. Bosh misses 2-pt layup from 2 ft,,80,93
334,4,10:07.0,Offensive rebound by Team,,80,93
335,4,9:59.0,Shooting foul by T. Jones (drawn by C. Bosh),,80,93
336,4,9:59.0,C. Bosh misses free throw 1 of 2,,80,93
337,4,9:59.0,Offensive rebound by Team,,80,93
338,4,9:59.0,,J. Smith enters the game for T. Jones,80,93
339,4,9:59.0,C. Bosh makes free throw 2 of 2,,81,93
340,4,9:43.0,,J. Smith misses 2-pt jump shot from 20 ft,81,93
341,4,9:43.0,Defensive rebound by J. Winslow,,81,93
342,4,9:27.0,C. Bosh makes 3-pt jump shot from 24 ft (assist by G. Dragić),,84,93
343,4,9:13.0,,M. Thornton makes 2-pt jump shot from 18 ft,84,95
344,4,8:50.0,C. Bosh misses 2-pt jump shot from 19 ft,,84,95
345,4,8:49.0,,Defensive rebound by T. Lawson,84,95
346,4,8:41.0,,Personal block foul by C. Bosh (drawn by J. Smith),84,95
347,4,8:28.0,,M. Thornton misses 3-pt jump shot from 25 ft,84,95
348,4,8:27.0,Defensive rebound by B. Udrih,,84,95
349,4,8:09.0,Shooting foul by J. Smith (drawn by C. Bosh),,84,95
350,4,8:09.0,C. Bosh misses free throw 1 of 2,,84,95
351,4,8:09.0,Offensive rebound by Team,,84,95
352,4,8:09.0,C. Bosh makes free throw 2 of 2,,85,95
353,4,7:47.0,,M. Thornton makes 2-pt layup from 2 ft (assist by J. Smith),85,97
354,4,7:33.0,C. Bosh misses 2-pt jump shot from 20 ft,,85,97
355,4,7:32.0,,Defensive rebound by M. Thornton,85,97
356,4,7:16.0,,Offensive foul by C. Brewer (drawn by G. Dragić),85,97
357,4,7:16.0,,Turnover by C. Brewer (offensive foul),85,97
358,4,7:16.0,D. Wade enters the game for B. Udrih,,85,97
359,4,7:16.0,A. Stoudemire enters the game for C. Bosh,,85,97
360,4,7:16.0,,T. Ariza enters the game for C. Brewer,85,97
361,4,7:16.0,,J. Harden enters the game for J. Terry,85,97
362,4,6:59.0,D. Wade makes 2-pt layup from 1 ft,,87,97
363,4,6:52.0,,J. Smith makes 2-pt layup from 1 ft (assist by J. Harden),87,99
364,4,6:39.0,D. Wade misses 2-pt jump shot from 1 ft,,87,99
365,4,6:38.0,Offensive rebound by D. Wade,,87,99
366,4,6:38.0,D. Wade misses 2-pt layup from 1 ft,,87,99
367,4,6:37.0,Offensive rebound by A. Stoudemire,,87,99
368,4,6:37.0,A. Stoudemire makes 2-pt layup from 2 ft,,89,99
369,4,6:13.0,,J. Smith makes 2-pt layup from 2 ft (assist by T. Ariza),89,101
370,4,5:57.0,Official timeout,,89,101
371,4,5:57.0,L. Deng enters the game for G. Green,,89,101
372,4,5:47.0,G. Dragić misses 2-pt jump shot from 14 ft,,89,101
373,4,5:46.0,,Defensive rebound by M. Thornton,89,101
374,4,5:44.0,,Personal take foul by J. Winslow (drawn by J. Harden),89,101
375,4,5:34.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by T. Lawson),89,104
376,4,5:11.0,D. Wade misses 2-pt jump shot from 19 ft,,89,104
377,4,5:10.0,,Defensive rebound by T. Lawson,89,104
378,4,5:05.0,,M. Thornton misses 2-pt layup from 2 ft,89,104
379,4,5:04.0,Defensive rebound by L. Deng,,89,104
380,4,4:57.0,G. Dragić misses 2-pt layup from 1 ft,,89,104
381,4,4:56.0,,Defensive rebound by J. Smith,89,104
382,4,4:55.0,,Turnover by J. Smith (bad pass; steal by J. Winslow),89,104
383,4,4:55.0,Shooting foul by J. Smith (drawn by J. Winslow),,89,104
384,4,4:55.0,J. Winslow makes free throw 1 of 2,,90,104
385,4,4:55.0,,T. Jones enters the game for J. Smith,90,104
386,4,4:55.0,G. Green enters the game for G. Dragić,,90,104
387,4,4:55.0,C. Bosh enters the game for A. Stoudemire,,90,104
