,QUARTER,TIME_REMAINING,TORONTO_ACTION,UTAH_ACTION,TORONTO_SCORE,UTAH_SCORE
389,4,1:12.0,,A. Burks makes 2-pt jump shot from 12 ft,85,86
390,4,0:59.0,D. DeRozan misses 2-pt jump shot from 7 ft,,85,86
391,4,0:58.0,,Defensive rebound by D. Favors,85,86
392,4,0:40.0,,D. Favors makes 2-pt layup from 3 ft (assist by A. Burks),85,88
393,4,0:40.0,,Shooting block foul by L. Scola (drawn by D. Favors),85,88
394,4,0:40.0,,D. Favors makes free throw 1 of 1,85,89
395,4,0:40.0,Toronto full timeout,,85,89
396,4,0:40.0,C. Joseph enters the game for L. Scola,,85,89
397,4,0:40.0,Violation by Team (delay of game),,85,89
398,4,0:27.0,Personal foul by R. Gobert (drawn by K. Lowry),,85,89
399,4,0:27.0,K. Lowry makes free throw 1 of 2,,86,89
400,4,0:27.0,K. Lowry makes free throw 2 of 2,,87,89
401,4,0:27.0,,Utah full timeout,87,89
402,4,0:27.0,L. Scola enters the game for J. Valančiūnas,,87,89
403,4,0:27.0,,J. Ingles enters the game for R. Gobert,87,89
404,4,0:24.0,,D. Favors makes 2-pt dunk at rim (assist by J. Ingles),87,91
405,4,0:24.0,Toronto full timeout,,87,91
406,4,0:24.0,,R. Gobert enters the game for J. Ingles,87,91
407,4,0:24.0,Toronto full timeout,,87,91
408,4,0:20.0,Turnover by D. DeRozan (lost ball),,87,91
409,4,0:20.0,,T. Burke enters the game for R. Gobert,87,91
410,4,0:18.0,,Personal foul by D. Carroll (drawn by T. Burke),87,91
411,4,0:18.0,,T. Burke misses free throw 1 of 2,87,91
412,4,0:18.0,,Offensive rebound by Team,87,91
413,4,0:18.0,,T. Burke makes free throw 2 of 2,87,92
414,4,0:11.0,L. Scola makes 2-pt jump shot from 23 ft (assist by K. Lowry),,89,92
415,4,0:10.0,,Utah full timeout,89,92
416,4,0:10.0,,J. Ingles enters the game for T. Burke,89,92
417,4,0:09.0,,Personal foul by L. Scola (drawn by D. Favors),89,92
418,4,0:09.0,,D. Favors misses free throw 1 of 2,89,92
419,4,0:09.0,,Offensive rebound by Team,89,92
420,4,0:09.0,,C. Johnson enters the game for J. Ingles,89,92
421,4,0:09.0,,D. Favors makes free throw 2 of 2,89,93
422,4,0:04.0,K. Lowry misses 3-pt jump shot from 25 ft,,89,93
423,4,0:02.0,,Defensive rebound by C. Johnson,89,93
