,QUARTER,TIME_REMAINING,NEW YORK_ACTION,CHARLOTTE_ACTION,NEW YORK_SCORE,CHARLOTTE_SCORE
217,2,0:09.0,K. O'Quinn enters the game for R. Lopez,,47,49
218,2,0:09.0,L. Thomas enters the game for A. Afflalo,,47,49
219,2,0:01.0,,K. Walker misses 2-pt jump shot from 13 ft,47,49
220,2,0:01.0,Defensive rebound by Team,,47,49
221,2,0:00.0,L. Thomas misses 3-pt jump shot from 50 ft,,47,49
222,2,0:00.0,Offensive rebound by Team,,47,49
223,3,11:43.0,C. Anthony makes 3-pt jump shot from 25 ft (assist by A. Afflalo),,50,49
224,3,11:28.0,,A. Jefferson misses 2-pt jump shot from 17 ft,50,49
225,3,11:27.0,Defensive rebound by R. Lopez,,50,49
226,3,11:17.0,C. Anthony makes 2-pt jump shot from 18 ft,,52,49
227,3,11:00.0,,K. Walker misses 3-pt jump shot from 25 ft,52,49
228,3,10:59.0,Defensive rebound by K. Porziņģis,,52,49
229,3,10:49.0,C. Anthony misses 2-pt jump shot from 17 ft,,52,49
230,3,10:48.0,Offensive rebound by K. Porziņģis,,52,49
231,3,10:41.0,Personal foul by P. Hairston (drawn by C. Anthony),,52,49
232,3,10:28.0,A. Afflalo misses 3-pt jump shot from 25 ft,,52,49
233,3,10:27.0,,Defensive rebound by P. Hairston,52,49
234,3,10:14.0,,P. Hairston misses 3-pt jump shot from 25 ft,52,49
235,3,10:12.0,Defensive rebound by R. Lopez,,52,49
236,3,9:59.0,C. Anthony makes 2-pt jump shot from 15 ft,,54,49
237,3,9:41.0,,K. Walker makes 2-pt layup from 1 ft,54,51
238,3,9:14.0,C. Anthony makes 3-pt jump shot from 24 ft,,57,51
239,3,9:14.0,,Charlotte full timeout,57,51
240,3,8:56.0,,N. Batum makes 3-pt jump shot from 24 ft,57,54
241,3,8:46.0,Personal foul by P. Hairston (drawn by C. Anthony),,57,54
242,3,8:40.0,Turnover by K. Porziņģis (lost ball; steal by M. Williams),,57,54
243,3,8:34.0,,N. Batum makes 2-pt layup at rim,57,56
244,3,8:14.0,J. Calderón makes 2-pt jump shot from 18 ft (assist by C. Anthony),,59,56
245,3,7:55.0,,A. Jefferson misses 2-pt jump shot from 8 ft,59,56
246,3,7:55.0,Defensive rebound by K. Porziņģis,,59,56
247,3,7:55.0,Personal foul by A. Jefferson (drawn by K. Porziņģis),,59,56
248,3,7:38.0,C. Anthony misses 2-pt jump shot from 18 ft,,59,56
249,3,7:37.0,,Defensive rebound by A. Jefferson,59,56
250,3,7:24.0,,K. Walker misses 2-pt layup from 2 ft (block by K. Porziņģis),59,56
251,3,7:22.0,Defensive rebound by C. Anthony,,59,56
252,3,7:14.0,Turnover by J. Calderón (bad pass; steal by N. Batum),,59,56
253,3,7:09.0,,N. Batum makes 2-pt layup from 1 ft,59,58
254,3,6:51.0,Turnover by R. Lopez (bad pass; steal by K. Walker),,59,58
255,3,6:40.0,,Turnover by N. Batum (bad pass; steal by R. Lopez),59,58
256,3,6:34.0,A. Afflalo makes 2-pt layup at rim (assist by J. Calderón),,61,58
257,3,6:13.0,,M. Williams misses 3-pt jump shot from 25 ft,61,58
258,3,6:11.0,Defensive rebound by R. Lopez,,61,58
259,3,6:04.0,J. Calderón makes 2-pt jump shot from 19 ft,,63,58
260,3,5:38.0,,K. Walker misses 2-pt layup from 1 ft,63,58
261,3,5:37.0,,Offensive rebound by A. Jefferson,63,58
262,3,5:34.0,,A. Jefferson misses 2-pt layup from 1 ft,63,58
263,3,5:34.0,,Offensive rebound by Team,63,58
264,3,5:34.0,,C. Zeller enters the game for M. Williams,63,58
265,3,5:34.0,L. Galloway enters the game for A. Afflalo,,63,58
266,3,5:30.0,,N. Batum misses 2-pt layup from 2 ft,63,58
267,3,5:29.0,Defensive rebound by K. Porziņģis,,63,58
268,3,5:05.0,C. Anthony makes 2-pt jump shot from 16 ft,,65,58
269,3,4:48.0,,N. Batum misses 2-pt jump shot from 18 ft,65,58
270,3,4:46.0,,Offensive rebound by N. Batum,65,58
271,3,4:36.0,,C. Zeller misses 2-pt layup from 2 ft (block by K. Porziņģis),65,58
272,3,4:34.0,Defensive rebound by C. Anthony,,65,58
273,3,4:23.0,J. Calderón makes 3-pt jump shot from 23 ft (assist by C. Anthony),,68,58
274,3,3:57.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by A. Jefferson),68,61
275,3,3:36.0,C. Anthony makes 2-pt jump shot from 11 ft,,70,61
276,3,3:23.0,,N. Batum makes 2-pt jump shot from 10 ft,70,63
277,3,3:22.0,New York full timeout,,70,63
278,3,3:22.0,,J. Lamb enters the game for P. Hairston,70,63
279,3,3:22.0,,M. Williams enters the game for A. Jefferson,70,63
280,3,3:22.0,,S. Hawes enters the game for N. Batum,70,63
281,3,3:22.0,L. Amundson enters the game for K. Porziņģis,,70,63
282,3,3:22.0,K. O'Quinn enters the game for R. Lopez,,70,63
283,3,3:22.0,J. Grant enters the game for J. Calderón,,70,63
284,3,3:00.0,Shooting foul by M. Williams (drawn by C. Anthony),,70,63
285,3,3:00.0,C. Anthony misses free throw 1 of 2,,70,63
286,3,3:00.0,Offensive rebound by Team,,70,63
287,3,3:00.0,C. Anthony makes free throw 2 of 2,,71,63
288,3,2:45.0,,Personal foul by L. Amundson,71,63
289,3,2:45.0,L. Thomas enters the game for C. Anthony,,71,63
290,3,2:38.0,,S. Hawes misses 3-pt jump shot from 25 ft,71,63
291,3,2:36.0,,Offensive rebound by M. Williams,71,63
292,3,2:21.0,,J. Lamb misses 2-pt jump shot from 15 ft,71,63
293,3,2:21.0,,Offensive rebound by Team,71,63
294,3,2:21.0,,J. Lin enters the game for K. Walker,71,63
295,3,2:17.0,,J. Lamb makes 2-pt layup from 1 ft (assist by M. Williams),71,65
296,3,1:57.0,K. O'Quinn makes 2-pt jump shot from 12 ft,,73,65
297,3,1:46.0,,S. Hawes misses 3-pt jump shot from 25 ft,73,65
298,3,1:45.0,Defensive rebound by L. Amundson,,73,65
299,3,1:40.0,Shooting foul by S. Hawes (drawn by K. O'Quinn),,73,65
300,3,1:40.0,K. O'Quinn makes free throw 1 of 2,,74,65
301,3,1:40.0,K. O'Quinn makes free throw 2 of 2,,75,65
302,3,1:26.0,,Turnover by J. Lin (lost ball; steal by L. Amundson),75,65
303,3,1:16.0,J. Grant makes 2-pt jump shot from 8 ft,,77,65
304,3,1:15.0,,Personal foul by J. Grant (drawn by J. Lin),77,65
305,3,1:01.0,,J. Lin makes 3-pt jump shot from 25 ft (assist by S. Hawes),77,68
306,3,0:49.0,Turnover by J. Grant (bad pass; steal by J. Lamb),,77,68
307,3,0:46.0,,Shooting foul by L. Galloway (drawn by M. Williams),77,68
308,3,0:46.0,,M. Williams makes free throw 1 of 2,77,69
309,3,0:46.0,,M. Williams misses free throw 2 of 2,77,69
310,3,0:45.0,Defensive rebound by L. Amundson,,77,69
311,3,0:24.0,L. Amundson makes 2-pt layup from 1 ft (assist by K. O'Quinn),,79,69
312,3,0:01.0,,J. Lin misses 2-pt jump shot from 19 ft,79,69
313,3,0:00.0,,Offensive rebound by C. Zeller,79,69
314,3,0:00.0,,C. Zeller misses 2-pt dunk at rim,79,69
315,3,0:00.0,,Offensive rebound by Team,79,69
316,4,11:49.0,,Shooting foul by L. Amundson (drawn by C. Zeller),79,69
317,4,11:49.0,,C. Zeller misses free throw 1 of 2,79,69
318,4,11:49.0,,Offensive rebound by Team,79,69
319,4,11:49.0,,C. Zeller makes free throw 2 of 2,79,70
320,4,11:35.0,Turnover by J. Grant (bad pass; steal by J. Lin),,79,70
321,4,11:34.0,,Personal foul by L. Amundson,79,70
322,4,11:24.0,,J. Lamb makes 3-pt jump shot from 24 ft (assist by S. Hawes),79,73
323,4,11:05.0,L. Galloway misses 2-pt jump shot from 22 ft,,79,73
324,4,11:04.0,,Defensive rebound by Team,79,73
325,4,10:49.0,,N. Batum misses 3-pt jump shot from 25 ft,79,73
326,4,10:48.0,Defensive rebound by K. O'Quinn,,79,73
327,4,10:23.0,J. Grant misses 3-pt jump shot from 27 ft,,79,73
328,4,10:22.0,,Defensive rebound by S. Hawes,79,73
329,4,10:14.0,,N. Batum misses 2-pt jump shot from 5 ft,79,73
330,4,10:13.0,,Offensive rebound by C. Zeller,79,73
331,4,10:10.0,,C. Zeller makes 2-pt layup at rim (assist by N. Batum),79,75
332,4,10:10.0,,Shooting foul by J. Grant (drawn by C. Zeller),79,75
333,4,10:10.0,K. Porziņģis enters the game for K. O'Quinn,,79,75
334,4,10:10.0,,C. Zeller makes free throw 1 of 1,79,76
335,4,9:49.0,L. Amundson makes 2-pt layup at rim (assist by J. Grant),,81,76
336,4,9:49.0,Shooting foul by C. Zeller (drawn by L. Amundson),,81,76
337,4,9:49.0,L. Amundson makes free throw 1 of 1,,82,76
338,4,9:38.0,,Personal foul by L. Amundson,82,76
339,4,9:34.0,,Personal foul by J. Grant (drawn by J. Lin),82,76
340,4,9:34.0,,J. Lin makes free throw 1 of 2,82,77
341,4,9:34.0,,J. Lin makes free throw 2 of 2,82,78
342,4,9:22.0,L. Galloway misses 2-pt jump shot from 22 ft,,82,78
343,4,9:21.0,,Defensive rebound by J. Lamb,82,78
344,4,9:13.0,,J. Lamb misses 3-pt jump shot from 25 ft,82,78
345,4,9:12.0,Defensive rebound by K. Porziņģis,,82,78
346,4,8:55.0,L. Thomas misses 3-pt jump shot from 23 ft,,82,78
347,4,8:52.0,,Defensive rebound by J. Lin,82,78
348,4,8:44.0,Violation by L. Amundson (def goaltending),,82,78
349,4,8:44.0,,J. Lamb makes 2-pt layup from 1 ft (assist by C. Zeller),82,80
350,4,8:28.0,K. Porziņģis misses 3-pt jump shot from 26 ft,,82,80
351,4,8:26.0,,Defensive rebound by J. Lamb,82,80
352,4,8:14.0,,J. Lin makes 2-pt jump shot from 15 ft,82,82
353,4,8:13.0,New York full timeout,,82,82
354,4,8:13.0,A. Afflalo enters the game for L. Galloway,,82,82
355,4,8:13.0,C. Anthony enters the game for L. Thomas,,82,82
356,4,7:52.0,Turnover by J. Grant (bad pass; steal by J. Lin),,82,82
357,4,7:30.0,,N. Batum makes 2-pt jump shot from 10 ft (assist by S. Hawes),82,84
358,4,7:15.0,J. Grant makes 2-pt jump shot from 15 ft,,84,84
359,4,7:01.0,,J. Lin misses 2-pt jump shot from 19 ft,84,84
360,4,6:59.0,Defensive rebound by A. Afflalo,,84,84
361,4,6:52.0,A. Afflalo misses 2-pt jump shot from 15 ft,,84,84
362,4,6:50.0,,Defensive rebound by J. Lamb,84,84
363,4,6:42.0,,Personal foul by C. Anthony (drawn by C. Zeller),84,84
364,4,6:42.0,,C. Zeller misses free throw 1 of 2,84,84
365,4,6:42.0,,Offensive rebound by Team,84,84
366,4,6:42.0,J. Calderón enters the game for J. Grant,,84,84
367,4,6:42.0,R. Lopez enters the game for L. Amundson,,84,84
368,4,6:42.0,,C. Zeller makes free throw 2 of 2,84,85
369,4,6:23.0,C. Anthony makes 2-pt jump shot from 16 ft,,86,85
370,4,6:10.0,,N. Batum misses 3-pt jump shot from 26 ft,86,85
371,4,6:08.0,Defensive rebound by K. Porziņģis,,86,85
372,4,5:59.0,Offensive foul by C. Anthony (drawn by N. Batum),,86,85
373,4,5:59.0,Turnover by C. Anthony (offensive foul),,86,85
374,4,5:59.0,Official timeout,,86,85
375,4,5:59.0,,M. Williams enters the game for S. Hawes,86,85
376,4,5:48.0,,J. Lamb misses 3-pt jump shot from 25 ft,86,85
377,4,5:47.0,Defensive rebound by C. Anthony,,86,85
378,4,5:31.0,K. Porziņģis misses 2-pt jump shot from 13 ft,,86,85
379,4,5:30.0,,Defensive rebound by J. Lin,86,85
380,4,5:09.0,,M. Williams makes 2-pt layup from 2 ft (assist by J. Lin),86,87
381,4,4:54.0,J. Calderón misses 3-pt jump shot from 25 ft,,86,87
382,4,4:53.0,Offensive rebound by Team,,86,87
383,4,4:32.0,K. Porziņģis misses 2-pt jump shot from 7 ft,,86,87
