,QUARTER,TIME_REMAINING,DENVER_ACTION,SAN ANTONIO_ACTION,DENVER_SCORE,SAN ANTONIO_SCORE
122,2,9:18.0,,Shooting foul by D. Arthur (drawn by B. Marjanović),27,27
123,2,9:18.0,,B. Marjanović makes free throw 1 of 2,27,28
124,2,9:18.0,K. Faried enters the game for D. Arthur,,27,28
125,2,9:18.0,,B. Marjanović makes free throw 2 of 2,27,29
126,2,8:58.0,Turnover by N. Jokić (traveling),,27,29
127,2,8:58.0,Official timeout,,27,29
128,2,8:58.0,,T. Parker enters the game for P. Mills,27,29
129,2,8:58.0,,D. West enters the game for B. Diaw,27,29
130,2,8:58.0,,D. Green enters the game for J. Simmons,27,29
131,2,8:38.0,,K. Anderson misses 2-pt hook shot from 6 ft,27,29
132,2,8:37.0,,Offensive rebound by Team,27,29
133,2,8:28.0,,Shooting foul by N. Jokić (drawn by B. Marjanović),27,29
134,2,8:28.0,,B. Marjanović makes free throw 1 of 2,27,30
135,2,8:28.0,,B. Marjanović makes free throw 2 of 2,27,31
136,2,8:13.0,W. Barton makes 2-pt hook shot from 8 ft (assist by N. Jokić),,29,31
137,2,7:56.0,,D. West misses 2-pt jump shot from 17 ft,29,31
138,2,7:54.0,,Offensive rebound by K. Anderson,29,31
139,2,7:52.0,,K. Anderson makes 2-pt jump shot from 3 ft,29,33
140,2,7:41.0,N. Jokić misses 2-pt jump shot from 7 ft,,29,33
141,2,7:39.0,Offensive rebound by N. Jokić,,29,33
142,2,7:39.0,N. Jokić misses 2-pt jump shot from 3 ft (block by B. Marjanović),,29,33
143,2,7:36.0,,Defensive rebound by K. Anderson,29,33
144,2,7:33.0,,K. Anderson misses 2-pt layup from 2 ft (block by K. Faried),29,33
145,2,7:33.0,,Offensive rebound by Team,29,33
146,2,7:33.0,J. Lauvergne enters the game for N. Jokić,,29,33
147,2,7:18.0,,B. Marjanović misses 2-pt jump shot from 5 ft,29,33
148,2,7:17.0,Defensive rebound by M. Miller,,29,33
149,2,7:09.0,W. Barton misses 2-pt jump shot from 10 ft,,29,33
150,2,7:08.0,,Defensive rebound by B. Marjanović,29,33
151,2,6:57.0,,D. Green makes 2-pt layup from 1 ft (assist by D. West),29,35
152,2,6:57.0,Denver full timeout,,29,35
153,2,6:57.0,,L. Aldridge enters the game for B. Marjanović,29,35
154,2,6:46.0,R. Foye makes 2-pt jump shot from 19 ft,,31,35
155,2,6:27.0,,D. West makes 2-pt hook shot from 5 ft,31,37
156,2,6:10.0,R. Foye misses 2-pt jump shot from 7 ft,,31,37
157,2,6:08.0,,Defensive rebound by K. Anderson,31,37
158,2,5:55.0,,L. Aldridge makes 2-pt jump shot from 6 ft (assist by D. West),31,39
159,2,5:31.0,W. Barton misses 3-pt jump shot from 25 ft,,31,39
160,2,5:28.0,Offensive rebound by J. Lauvergne,,31,39
161,2,5:23.0,W. Barton misses 2-pt jump shot from 4 ft (block by D. West),,31,39
162,2,5:21.0,,Defensive rebound by Team,31,39
163,2,5:21.0,,San Antonio full timeout,31,39
164,2,5:21.0,G. Harris enters the game for M. Miller,,31,39
165,2,5:21.0,J. Nelson enters the game for R. Foye,,31,39
166,2,5:10.0,,L. Aldridge misses 2-pt jump shot from 19 ft,31,39
167,2,5:09.0,Defensive rebound by J. Nelson,,31,39
168,2,4:59.0,Turnover by W. Barton (bad pass),,31,39
169,2,4:37.0,,T. Parker makes 2-pt jump shot from 18 ft (assist by D. West),31,41
170,2,4:24.0,Turnover by G. Harris (bad pass; steal by T. Parker),,31,41
171,2,4:21.0,,T. Parker makes 2-pt layup at rim,31,43
172,2,4:21.0,Denver full timeout,,31,43
173,2,4:21.0,,K. Leonard enters the game for K. Anderson,31,43
174,2,4:03.0,J. Lauvergne makes 2-pt jump shot from 18 ft (assist by G. Harris),,33,43
175,2,3:42.0,,D. West makes 2-pt jump shot from 14 ft (assist by K. Leonard),33,45
176,2,3:21.0,K. Faried makes 2-pt hook shot from 6 ft (assist by W. Barton),,35,45
177,2,3:03.0,,T. Parker makes 2-pt jump shot from 17 ft,35,47
178,2,2:47.0,J. Lauvergne misses 2-pt hook shot from 6 ft,,35,47
179,2,2:45.0,Offensive rebound by Team,,35,47
180,2,2:45.0,K. Papanikolaou enters the game for W. Barton,,35,47
181,2,2:32.0,K. Papanikolaou misses 2-pt jump shot from 3 ft (block by D. Green),,35,47
182,2,2:31.0,,Defensive rebound by T. Parker,35,47
183,2,2:19.0,,T. Parker makes 2-pt layup from 2 ft,35,49
184,2,2:00.0,J. Lauvergne makes 3-pt jump shot from 24 ft (assist by K. Papanikolaou),,38,49
185,2,1:42.0,,T. Parker makes 2-pt layup from 1 ft,38,51
186,2,1:19.0,J. Lauvergne misses 2-pt layup from 1 ft,,38,51
187,2,1:18.0,,Defensive rebound by L. Aldridge,38,51
188,2,1:10.0,,T. Parker misses 2-pt jump shot from 9 ft,38,51
189,2,1:08.0,Defensive rebound by K. Faried,,38,51
190,2,1:00.0,Turnover by K. Papanikolaou (bad pass; steal by T. Parker),,38,51
191,2,0:56.0,,D. Green makes 2-pt layup from 1 ft (assist by T. Parker),38,53
192,2,0:38.0,K. Faried makes 2-pt layup at rim (assist by J. Nelson),,40,53
193,2,0:32.0,,T. Parker misses 2-pt jump shot from 5 ft,40,53
194,2,0:31.0,Defensive rebound by J. Lauvergne,,40,53
195,2,0:22.0,J. Nelson makes 2-pt jump shot from 5 ft,,42,53
196,2,0:05.0,,T. Parker makes 3-pt jump shot from 23 ft (assist by D. West),42,56
197,3,11:46.0,G. Harris misses 3-pt jump shot from 22 ft,,42,56
198,3,11:45.0,,Defensive rebound by L. Aldridge,42,56
199,3,11:37.0,,Personal foul by K. Faried (drawn by D. West),42,56
200,3,11:27.0,,D. West misses 2-pt layup from 1 ft,42,56
201,3,11:26.0,Defensive rebound by K. Faried,,42,56
202,3,11:11.0,G. Harris misses 2-pt hook shot from 7 ft,,42,56
203,3,11:09.0,,Defensive rebound by D. Green,42,56
204,3,10:54.0,,K. Leonard makes 3-pt jump shot from 24 ft (assist by D. West),42,59
205,3,10:38.0,J. Nelson misses 3-pt jump shot from 25 ft,,42,59
206,3,10:38.0,Offensive rebound by Team,,42,59
207,3,10:38.0,Personal foul by D. Green (drawn by J. Lauvergne),,42,59
208,3,10:24.0,K. Faried misses 2-pt jump shot from 4 ft (block by L. Aldridge),,42,59
209,3,10:23.0,,Defensive rebound by L. Aldridge,42,59
210,3,10:23.0,,Personal foul by K. Papanikolaou (drawn by K. Leonard),42,59
211,3,10:09.0,,L. Aldridge misses 2-pt jump shot from 14 ft,42,59
212,3,10:09.0,Defensive rebound by J. Lauvergne,,42,59
213,3,9:59.0,G. Harris makes 2-pt jump shot from 21 ft (assist by J. Lauvergne),,44,59
214,3,9:41.0,,T. Parker misses 2-pt jump shot from 19 ft,44,59
215,3,9:41.0,Defensive rebound by J. Lauvergne,,44,59
216,3,9:31.0,J. Lauvergne makes 2-pt jump shot from 5 ft (assist by J. Nelson),,46,59
217,3,9:12.0,,K. Leonard makes 2-pt jump shot from 15 ft,46,61
218,3,9:02.0,J. Lauvergne misses 2-pt jump shot from 3 ft (block by D. West),,46,61
219,3,9:02.0,Offensive rebound by Team,,46,61
220,3,8:55.0,J. Nelson misses 3-pt jump shot from 25 ft,,46,61
221,3,8:53.0,Offensive rebound by K. Papanikolaou,,46,61
222,3,8:42.0,J. Nelson misses 2-pt layup from 2 ft (block by D. West),,46,61
223,3,8:42.0,Offensive rebound by Team,,46,61
224,3,8:32.0,K. Faried misses 2-pt jump shot from 17 ft,,46,61
225,3,8:31.0,,Defensive rebound by T. Parker,46,61
226,3,8:13.0,,K. Leonard makes 3-pt jump shot from 25 ft (assist by D. Green),46,64
227,3,8:12.0,Denver full timeout,,46,64
228,3,7:56.0,G. Harris makes 2-pt layup from 1 ft (assist by J. Nelson),,48,64
229,3,7:36.0,,L. Aldridge misses 2-pt layup from 2 ft,48,64
230,3,7:32.0,,Offensive rebound by L. Aldridge,48,64
231,3,7:32.0,,L. Aldridge makes 2-pt layup from 2 ft,48,66
232,3,7:26.0,Turnover by K. Faried (offensive foul),,48,66
233,3,7:26.0,Offensive foul by K. Faried (drawn by D. Green),,48,66
234,3,7:10.0,,L. Aldridge misses 2-pt layup from 2 ft,48,66
235,3,7:08.0,Defensive rebound by J. Lauvergne,,48,66
236,3,7:00.0,J. Lauvergne misses 3-pt jump shot from 27 ft,,48,66
237,3,6:58.0,,Defensive rebound by D. West,48,66
238,3,6:42.0,,L. Aldridge makes 2-pt jump shot from 15 ft (assist by T. Parker),48,68
239,3,6:25.0,Turnover by J. Nelson (bad pass; steal by K. Leonard),,48,68
240,3,6:25.0,,Personal foul by J. Nelson (drawn by D. Green),48,68
241,3,6:25.0,,P. Mills enters the game for T. Parker,48,68
242,3,6:25.0,D. Arthur enters the game for K. Faried,,48,68
243,3,6:24.0,N. Jokić enters the game for J. Lauvergne,,48,68
244,3,6:02.0,,K. Leonard misses 2-pt hook shot from 3 ft,48,68
245,3,6:02.0,Defensive rebound by Team,,48,68
246,3,6:02.0,Personal foul by L. Aldridge (drawn by N. Jokić),,48,68
247,3,6:02.0,W. Barton enters the game for K. Papanikolaou,,48,68
248,3,5:43.0,Turnover by N. Jokić (lost ball; steal by D. West),,48,68
249,3,5:25.0,,P. Mills misses 2-pt jump shot from 19 ft,48,68
250,3,5:23.0,Defensive rebound by J. Nelson,,48,68
251,3,5:18.0,W. Barton makes 2-pt jump shot from 20 ft,,50,68
252,3,5:18.0,,San Antonio full timeout,50,68
253,3,5:18.0,R. Foye enters the game for J. Nelson,,50,68
254,3,4:56.0,,L. Aldridge misses 2-pt jump shot from 5 ft,50,68
255,3,4:55.0,,Offensive rebound by P. Mills,50,68
256,3,4:49.0,,P. Mills makes 2-pt jump shot from 13 ft,50,70
257,3,4:34.0,W. Barton makes 3-pt jump shot from 23 ft (assist by N. Jokić),,53,70
258,3,4:21.0,,L. Aldridge makes 2-pt jump shot from 19 ft (assist by P. Mills),53,72
259,3,4:01.0,N. Jokić misses 2-pt jump shot from 12 ft,,53,72
260,3,3:59.0,,Defensive rebound by D. West,53,72
261,3,3:50.0,,Shooting foul by N. Jokić (drawn by K. Leonard),53,72
262,3,3:50.0,,K. Leonard makes free throw 1 of 2,53,73
263,3,3:50.0,,B. Diaw enters the game for D. West,53,73
264,3,3:50.0,,J. Simmons enters the game for D. Green,53,73
265,3,3:50.0,,K. Leonard makes free throw 2 of 2,53,74
266,3,3:28.0,R. Foye makes 3-pt jump shot from 25 ft (assist by G. Harris),,56,74
267,3,3:20.0,,Turnover by K. Leonard (offensive foul),56,74
268,3,3:20.0,,Offensive foul by K. Leonard (drawn by W. Barton),56,74
269,3,3:20.0,,K. Anderson enters the game for K. Leonard,56,74
270,3,3:09.0,N. Jokić misses 2-pt jump shot from 7 ft,,56,74
271,3,3:08.0,Offensive rebound by N. Jokić,,56,74
272,3,2:53.0,Turnover by N. Jokić (lost ball; steal by J. Simmons),,56,74
273,3,2:37.0,,L. Aldridge misses 2-pt jump shot from 16 ft,56,74
274,3,2:36.0,Defensive rebound by G. Harris,,56,74
275,3,2:26.0,N. Jokić makes 2-pt jump shot from 8 ft (assist by G. Harris),,58,74
276,3,1:58.0,,K. Anderson makes 2-pt hook shot from 3 ft,58,76
277,3,1:41.0,W. Barton makes 3-pt jump shot from 24 ft (assist by N. Jokić),,61,76
278,3,1:14.0,,K. Anderson misses 2-pt jump shot from 15 ft (block by N. Jokić),61,76
279,3,1:14.0,,Offensive rebound by Team,61,76
280,3,1:14.0,,Turnover by Team (shot clock),61,76
281,3,1:14.0,,R. McCallum enters the game for K. Anderson,61,76
282,3,0:56.0,N. Jokić makes 2-pt jump shot from 5 ft (assist by R. Foye),,63,76
283,3,0:37.0,,J. Simmons misses 2-pt jump shot from 16 ft,63,76
284,3,0:36.0,Defensive rebound by D. Arthur,,63,76
285,3,0:18.0,W. Barton makes 2-pt dunk at rim (assist by N. Jokić),,65,76
286,3,0:05.0,,Turnover by J. Simmons (lost ball; steal by W. Barton),65,76
287,3,0:02.0,W. Barton misses 2-pt jump shot from 4 ft (block by L. Aldridge),,65,76
288,3,0:01.0,Offensive rebound by W. Barton,,65,76
289,3,0:00.0,W. Barton misses 3-pt jump shot from 22 ft,,65,76
290,3,0:00.0,Offensive rebound by Team,,65,76
291,4,11:42.0,,B. Diaw makes 3-pt jump shot from 26 ft (assist by K. Leonard),65,79
292,4,11:27.0,D. Arthur misses 2-pt jump shot from 19 ft,,65,79
293,4,11:25.0,,Defensive rebound by D. Green,65,79
294,4,11:15.0,,Shooting foul by W. Barton (drawn by K. Leonard),65,79
295,4,11:15.0,,K. Leonard makes free throw 1 of 2,65,80
296,4,11:15.0,,K. Leonard makes free throw 2 of 2,65,81
297,4,11:01.0,R. Foye misses 2-pt layup from 2 ft (block by B. Marjanović),,65,81
298,4,11:01.0,Offensive rebound by Team,,65,81
299,4,10:58.0,D. Arthur makes 2-pt jump shot from 16 ft (assist by R. Foye),,67,81
300,4,10:40.0,,B. Diaw makes 2-pt layup from 2 ft,67,83
301,4,10:40.0,,Shooting foul by D. Arthur (drawn by B. Diaw),67,83
302,4,10:40.0,,B. Diaw makes free throw 1 of 1,67,84
303,4,10:23.0,Turnover by R. Foye (bad pass; steal by B. Diaw),,67,84
304,4,10:11.0,,D. Green misses 3-pt jump shot from 24 ft,67,84
305,4,10:09.0,Defensive rebound by W. Barton,,67,84
306,4,10:01.0,N. Jokić misses 3-pt jump shot from 25 ft,,67,84
307,4,10:00.0,,Defensive rebound by T. Parker,67,84
308,4,9:46.0,,Turnover by B. Marjanović (3 sec),67,84
309,4,9:28.0,N. Jokić makes 2-pt layup from 2 ft (assist by R. Foye),,69,84
310,4,9:07.0,,B. Diaw makes 3-pt jump shot from 24 ft (assist by K. Leonard),69,87
311,4,9:07.0,Denver full timeout,,69,87
312,4,8:54.0,N. Jokić makes 2-pt dunk at rim (assist by W. Barton),,71,87
313,4,8:30.0,,K. Leonard misses 2-pt hook shot from 2 ft,71,87
314,4,8:29.0,Defensive rebound by W. Barton,,71,87
315,4,8:20.0,W. Barton makes 2-pt layup from 1 ft,,73,87
316,4,8:06.0,,B. Marjanović makes 2-pt dunk at rim (assist by K. Leonard),73,89
317,4,7:53.0,D. Arthur misses 2-pt jump shot from 16 ft,,73,89
318,4,7:51.0,,Defensive rebound by T. Parker,73,89
319,4,7:36.0,,D. Green misses 2-pt jump shot from 18 ft,73,89
320,4,7:35.0,Defensive rebound by R. Foye,,73,89
321,4,7:24.0,N. Jokić misses 2-pt jump shot from 4 ft (block by B. Marjanović),,73,89
322,4,7:21.0,Offensive rebound by N. Jokić,,73,89
323,4,7:19.0,N. Jokić misses 2-pt layup from 2 ft,,73,89
324,4,7:15.0,,Defensive rebound by B. Marjanović,73,89
325,4,7:14.0,,Personal foul by N. Jokić (drawn by B. Marjanović),73,89
326,4,7:14.0,,K. Anderson enters the game for K. Leonard,73,89
327,4,7:14.0,,P. Mills enters the game for T. Parker,73,89
328,4,6:58.0,,Turnover by B. Marjanović (offensive goaltending),73,89
329,4,6:47.0,W. Barton misses 3-pt jump shot from 26 ft,,73,89
330,4,6:45.0,,Defensive rebound by P. Mills,73,89
331,4,6:41.0,,Personal foul by D. Arthur (drawn by P. Mills),73,89
332,4,6:21.0,,B. Diaw misses 2-pt jump shot from 17 ft,73,89
333,4,6:19.0,Defensive rebound by M. Miller,,73,89
334,4,6:06.0,N. Jokić makes 3-pt jump shot from 25 ft (assist by W. Barton),,76,89
335,4,5:49.0,,D. Green misses 2-pt jump shot from 12 ft,76,89
336,4,5:47.0,Defensive rebound by M. Miller,,76,89
337,4,5:33.0,R. Foye misses 3-pt jump shot from 24 ft,,76,89
338,4,5:32.0,,Defensive rebound by B. Marjanović,76,89
339,4,5:24.0,,Personal foul by N. Jokić (drawn by B. Marjanović),76,89
340,4,5:24.0,Official timeout,,76,89
341,4,5:24.0,K. Papanikolaou enters the game for M. Miller,,76,89
342,4,5:24.0,,B. Marjanović makes free throw 1 of 2,76,90
343,4,5:24.0,,B. Marjanović makes free throw 2 of 2,76,91
344,4,5:07.0,W. Barton makes 2-pt layup from 2 ft,,78,91
345,4,4:51.0,,P. Mills misses 2-pt jump shot from 12 ft,78,91
346,4,4:49.0,,Offensive rebound by D. Green,78,91
347,4,4:49.0,,D. Green makes 2-pt layup from 1 ft,78,93
348,4,4:28.0,K. Papanikolaou misses 2-pt jump shot from 16 ft,,78,93
349,4,4:27.0,,Defensive rebound by B. Marjanović,78,93
350,4,4:19.0,,Turnover by K. Anderson (traveling),78,93
351,4,4:19.0,G. Harris enters the game for D. Arthur,,78,93
352,4,4:05.0,N. Jokić makes 2-pt jump shot from 3 ft (assist by R. Foye),,80,93
353,4,3:41.0,,B. Diaw makes 2-pt hook shot from 3 ft,80,95
354,4,3:27.0,R. Foye misses 2-pt layup from 2 ft (block by B. Marjanović),,80,95
355,4,3:24.0,Offensive rebound by N. Jokić,,80,95
356,4,3:24.0,N. Jokić makes 2-pt layup from 2 ft,,82,95
357,4,3:03.0,,Turnover by P. Mills (bad pass; steal by N. Jokić),82,95
358,4,3:03.0,Personal foul by P. Mills (drawn by N. Jokić),,82,95
359,4,3:03.0,,M. Bonner enters the game for B. Diaw,82,95
360,4,3:03.0,,J. Simmons enters the game for D. Green,82,95
361,4,2:54.0,N. Jokić makes 2-pt jump shot from 3 ft (assist by R. Foye),,84,95
362,4,2:54.0,Shooting foul by B. Marjanović (drawn by N. Jokić),,84,95
363,4,2:54.0,,San Antonio full timeout,84,95
364,4,2:54.0,,K. Leonard enters the game for K. Anderson,84,95
365,4,2:54.0,,D. West enters the game for B. Marjanović,84,95
366,4,2:54.0,,B. Diaw enters the game for M. Bonner,84,95
367,4,2:54.0,N. Jokić misses free throw 1 of 1,,84,95
368,4,2:53.0,,Defensive rebound by K. Leonard,84,95
369,4,2:41.0,,D. West makes 2-pt jump shot from 17 ft (assist by P. Mills),84,97
370,4,2:23.0,R. Foye makes 2-pt jump shot from 6 ft,,86,97
371,4,2:10.0,,D. West misses 2-pt jump shot from 18 ft,86,97
372,4,2:09.0,Defensive rebound by K. Papanikolaou,,86,97
373,4,1:58.0,R. Foye misses 2-pt jump shot from 3 ft,,86,97
374,4,1:55.0,,Defensive rebound by B. Diaw,86,97
375,4,1:52.0,,B. Diaw makes 2-pt layup at rim (assist by P. Mills),86,99
376,4,1:28.0,G. Harris misses 3-pt jump shot from 26 ft,,86,99
377,4,1:25.0,,Defensive rebound by D. West,86,99
378,4,1:07.0,,P. Mills misses 3-pt jump shot from 26 ft,86,99
379,4,1:05.0,Defensive rebound by W. Barton,,86,99
380,4,0:59.0,W. Barton misses 2-pt layup from 2 ft,,86,99
381,4,0:58.0,,Defensive rebound by D. West,86,99
382,4,0:39.0,,K. Leonard makes 2-pt jump shot from 6 ft,86,101
