,QUARTER,TIME_REMAINING,DENVER_ACTION,SAN ANTONIO_ACTION,DENVER_SCORE,SAN ANTONIO_SCORE
0,1,11:45.0,,Shooting foul by G. Harris (drawn by D. Green),0,0
1,1,11:45.0,,D. Green makes free throw 1 of 2,0,1
2,1,11:45.0,,D. Green makes free throw 2 of 2,0,2
3,1,11:31.0,Shooting foul by L. Aldridge (drawn by G. Harris),,0,2
4,1,11:31.0,G. Harris makes free throw 1 of 2,,1,2
5,1,11:31.0,G. Harris makes free throw 2 of 2,,2,2
6,1,11:16.0,,D. West makes 2-pt jump shot from 6 ft (assist by T. Parker),2,4
7,1,10:58.0,J. Lauvergne makes 2-pt layup at rim,,4,4
8,1,10:43.0,,T. Parker misses 2-pt jump shot from 14 ft,4,4
9,1,10:42.0,Defensive rebound by J. Nelson,,4,4
10,1,10:33.0,J. Nelson makes 2-pt jump shot from 18 ft,,6,4
11,1,10:19.0,,K. Leonard makes 2-pt jump shot from 13 ft,6,6
12,1,9:56.0,G. Harris misses 2-pt layup from 2 ft (block by D. West),,6,6
13,1,9:55.0,,Defensive rebound by L. Aldridge,6,6
14,1,9:46.0,,D. West makes 2-pt jump shot from 20 ft (assist by T. Parker),6,8
15,1,9:21.0,K. Papanikolaou misses 3-pt jump shot from 24 ft,,6,8
16,1,9:21.0,,Defensive rebound by D. Green,6,8
17,1,8:58.0,,L. Aldridge misses 2-pt jump shot from 14 ft,6,8
18,1,8:57.0,,Offensive rebound by Team,6,8
19,1,8:57.0,,Turnover by Team (shot clock),6,8
20,1,8:43.0,J. Nelson misses 3-pt jump shot from 25 ft,,6,8
21,1,8:42.0,,Defensive rebound by K. Leonard,6,8
22,1,8:35.0,,K. Leonard misses 2-pt layup from 2 ft,6,8
23,1,8:34.0,Defensive rebound by K. Papanikolaou,,6,8
24,1,8:27.0,K. Papanikolaou misses 2-pt layup from 1 ft,,6,8
25,1,8:26.0,,Defensive rebound by L. Aldridge,6,8
26,1,8:05.0,,K. Leonard misses 2-pt layup from 1 ft (block by K. Papanikolaou),6,8
27,1,8:03.0,,Offensive rebound by K. Leonard,6,8
28,1,8:03.0,,K. Leonard misses 2-pt layup at rim,6,8
29,1,8:01.0,,Offensive rebound by K. Leonard,6,8
30,1,8:01.0,,K. Leonard makes 2-pt layup from 1 ft,6,10
31,1,7:54.0,Turnover by J. Nelson (bad pass; steal by D. Green),,6,10
32,1,7:54.0,Loose ball foul by J. Nelson (drawn by K. Leonard),,6,10
33,1,7:30.0,,T. Parker misses 2-pt jump shot from 19 ft,6,10
34,1,7:29.0,Defensive rebound by J. Nelson,,6,10
35,1,7:14.0,G. Harris makes 2-pt layup from 2 ft,,8,10
36,1,7:02.0,,K. Leonard makes 2-pt jump shot from 19 ft (assist by D. West),8,12
37,1,6:40.0,K. Faried makes 2-pt dunk at rim (assist by G. Harris),,10,12
38,1,6:20.0,,Turnover by D. Green (bad pass; steal by K. Papanikolaou),10,12
39,1,6:15.0,K. Papanikolaou makes 2-pt layup from 1 ft,,12,12
40,1,5:59.0,,T. Parker misses 2-pt layup from 2 ft,12,12
41,1,5:58.0,Defensive rebound by J. Lauvergne,,12,12
42,1,5:52.0,K. Faried misses 2-pt layup from 1 ft (block by L. Aldridge),,12,12
43,1,5:51.0,Offensive rebound by Team,,12,12
44,1,5:51.0,,Loose ball foul by D. West (drawn by K. Faried),12,12
45,1,5:51.0,,San Antonio full timeout,12,12
46,1,5:51.0,,P. Mills enters the game for T. Parker,12,12
47,1,5:51.0,,B. Diaw enters the game for D. West,12,12
48,1,5:51.0,,J. Simmons enters the game for D. Green,12,12
49,1,5:51.0,,Violation by Team (delay of game),12,12
50,1,5:43.0,K. Faried makes 2-pt dunk at rim (assist by G. Harris),,14,12
51,1,5:20.0,,L. Aldridge makes 2-pt jump shot from 5 ft,14,14
52,1,5:08.0,Turnover by G. Harris (lost ball; steal by J. Simmons),,14,14
53,1,5:02.0,,P. Mills makes 3-pt jump shot from 22 ft (assist by J. Simmons),14,17
54,1,4:47.0,G. Harris misses 2-pt jump shot from 14 ft,,14,17
55,1,4:46.0,,Defensive rebound by L. Aldridge,14,17
56,1,4:28.0,,Turnover by K. Leonard (traveling),14,17
57,1,4:15.0,J. Lauvergne misses 2-pt jump shot from 6 ft,,14,17
58,1,4:14.0,,Defensive rebound by L. Aldridge,14,17
59,1,4:04.0,,L. Aldridge misses 2-pt jump shot from 13 ft,14,17
60,1,4:03.0,Defensive rebound by J. Nelson,,14,17
61,1,3:54.0,J. Nelson misses 2-pt jump shot from 12 ft,,14,17
62,1,3:53.0,,Defensive rebound by L. Aldridge,14,17
63,1,3:34.0,,Turnover by L. Aldridge (bad pass; steal by K. Papanikolaou),14,17
64,1,3:29.0,Turnover by K. Papanikolaou (bad pass; steal by K. Leonard),,14,17
65,1,3:19.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by J. Simmons),14,20
66,1,3:18.0,Denver full timeout,,14,20
67,1,3:18.0,R. Foye enters the game for J. Nelson,,14,20
68,1,3:18.0,N. Jokić enters the game for J. Lauvergne,,14,20
69,1,3:18.0,D. Arthur enters the game for K. Faried,,14,20
70,1,3:08.0,D. Arthur makes 2-pt jump shot from 18 ft (assist by N. Jokić),,16,20
71,1,2:49.0,,K. Leonard misses 2-pt jump shot from 18 ft,16,20
72,1,2:48.0,Defensive rebound by N. Jokić,,16,20
73,1,2:28.0,D. Arthur misses 2-pt jump shot from 18 ft,,16,20
74,1,2:27.0,Offensive rebound by N. Jokić,,16,20
75,1,2:23.0,R. Foye misses 3-pt jump shot from 24 ft,,16,20
76,1,2:22.0,,Defensive rebound by K. Leonard,16,20
77,1,2:13.0,,J. Simmons misses 2-pt jump shot from 9 ft,16,20
78,1,2:11.0,Defensive rebound by N. Jokić,,16,20
79,1,1:56.0,D. Arthur makes 2-pt jump shot from 18 ft (assist by K. Papanikolaou),,18,20
80,1,1:42.0,,Turnover by B. Diaw (bad pass; steal by K. Papanikolaou),18,20
81,1,1:39.0,Turnover by K. Papanikolaou (lost ball; steal by P. Mills),,18,20
82,1,1:34.0,,L. Aldridge makes 2-pt dunk at rim (assist by K. Leonard),18,22
83,1,1:07.0,G. Harris makes 2-pt jump shot from 17 ft,,20,22
84,1,0:56.0,,B. Diaw misses 2-pt layup from 2 ft,20,22
85,1,0:54.0,,Offensive rebound by B. Diaw,20,22
86,1,0:54.0,,B. Diaw misses 2-pt layup at rim,20,22
87,1,0:53.0,,Offensive rebound by B. Diaw,20,22
88,1,0:53.0,,B. Diaw misses 2-pt layup at rim,20,22
89,1,0:50.0,Defensive rebound by K. Papanikolaou,,20,22
90,1,0:43.0,N. Jokić misses 2-pt jump shot from 4 ft,,20,22
91,1,0:43.0,,Defensive rebound by Team,20,22
92,1,0:43.0,,K. Anderson enters the game for K. Leonard,20,22
93,1,0:43.0,,B. Marjanović enters the game for L. Aldridge,20,22
94,1,0:43.0,W. Barton enters the game for K. Papanikolaou,,20,22
95,1,0:26.0,,P. Mills misses 2-pt layup from 1 ft,20,22
96,1,0:24.0,,Offensive rebound by B. Marjanović,20,22
97,1,0:24.0,,B. Marjanović misses 2-pt layup at rim,20,22
98,1,0:22.0,Defensive rebound by G. Harris,,20,22
99,1,0:02.0,Turnover by R. Foye (bad pass),,20,22
100,2,11:46.0,Personal foul by J. Simmons (drawn by W. Barton),,20,22
101,2,11:37.0,N. Jokić makes 2-pt layup from 1 ft,,22,22
102,2,11:37.0,Shooting foul by B. Marjanović (drawn by N. Jokić),,22,22
103,2,11:37.0,N. Jokić makes free throw 1 of 1,,23,22
104,2,11:13.0,,B. Diaw makes 2-pt jump shot from 9 ft,23,24
105,2,10:56.0,N. Jokić misses 2-pt jump shot from 13 ft,,23,24
106,2,10:56.0,,Defensive rebound by B. Marjanović,23,24
107,2,10:46.0,,Turnover by B. Diaw (bad pass; steal by R. Foye),23,24
108,2,10:44.0,Personal foul by J. Simmons (drawn by R. Foye),,23,24
109,2,10:44.0,R. Foye makes free throw 1 of 2,,24,24
110,2,10:44.0,R. Foye makes free throw 2 of 2,,25,24
111,2,10:20.0,,P. Mills misses 3-pt jump shot from 24 ft,25,24
112,2,10:19.0,,Offensive rebound by B. Marjanović,25,24
113,2,10:04.0,,Shooting foul by D. Arthur (drawn by B. Marjanović),25,24
114,2,10:04.0,,B. Marjanović makes free throw 1 of 2,25,25
115,2,10:04.0,,B. Marjanović makes free throw 2 of 2,25,26
116,2,9:46.0,N. Jokić makes 2-pt jump shot from 6 ft (assist by D. Arthur),,27,26
117,2,9:38.0,,Shooting foul by D. Arthur (drawn by B. Diaw),27,26
118,2,9:38.0,,B. Diaw makes free throw 1 of 2,27,27
119,2,9:38.0,,B. Diaw misses free throw 2 of 2,27,27
120,2,9:36.0,Defensive rebound by W. Barton,,27,27
121,2,9:26.0,Turnover by D. Arthur (bad pass; steal by B. Marjanović),,27,27
