,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,INDIANA_ACTION,BROOKLYN_SCORE,INDIANA_SCORE
0,1,11:40.0,W. Ellington misses 3-pt jump shot from 24 ft,,0,0
1,1,11:39.0,,Defensive rebound by G. Hill,0,0
2,1,11:18.0,,I. Mahinmi makes 2-pt layup from 2 ft (assist by P. George),0,2
3,1,10:59.0,S. Larkin misses 2-pt layup from 2 ft,,0,2
4,1,10:59.0,,Defensive rebound by G. Hill,0,2
5,1,10:42.0,,I. Mahinmi makes 2-pt dunk from 4 ft (assist by G. Hill),0,4
6,1,10:18.0,B. Bogdanović misses 2-pt jump shot from 4 ft,,0,4
7,1,10:17.0,,Defensive rebound by L. Allen,0,4
8,1,10:05.0,,G. Hill misses 2-pt layup from 2 ft,0,4
9,1,10:04.0,Defensive rebound by S. Larkin,,0,4
10,1,9:59.0,B. Bogdanović misses 2-pt layup from 2 ft,,0,4
11,1,9:58.0,Offensive rebound by T. Robinson,,0,4
12,1,9:58.0,T. Robinson makes 2-pt layup from 1 ft,,2,4
13,1,9:50.0,,P. George makes 2-pt layup from 3 ft,2,6
14,1,9:48.0,Brooklyn full timeout,,2,6
15,1,9:29.0,C. McCullough makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),,5,6
16,1,9:03.0,,P. George makes 2-pt jump shot from 20 ft,5,8
17,1,8:43.0,Personal block foul by L. Allen,,5,8
18,1,8:35.0,Turnover by W. Ellington (bad pass; steal by I. Mahinmi),,5,8
19,1,8:31.0,,Shooting foul by W. Ellington (drawn by P. George),5,8
20,1,8:31.0,,P. George makes free throw 1 of 2,5,9
21,1,8:31.0,,P. George makes free throw 2 of 2,5,10
22,1,8:19.0,S. Larkin misses 2-pt jump shot from 4 ft,,5,10
23,1,8:18.0,,Defensive rebound by L. Allen,5,10
24,1,8:11.0,,Turnover by P. George (lost ball; steal by B. Bogdanović),5,10
25,1,8:09.0,Turnover by W. Ellington (lost ball; steal by P. George),,5,10
26,1,8:09.0,,Shooting foul by T. Robinson (drawn by G. Hill),5,10
27,1,8:09.0,,G. Hill makes free throw 1 of 2,5,11
28,1,8:09.0,,G. Hill makes free throw 2 of 2,5,12
29,1,7:54.0,Turnover by T. Robinson (lost ball; steal by G. Hill),,5,12
30,1,7:49.0,,G. Hill makes 2-pt layup from 1 ft,5,14
31,1,7:33.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,5,14
32,1,7:32.0,,Defensive rebound by I. Mahinmi,5,14
33,1,7:15.0,,M. Ellis makes 3-pt jump shot from 26 ft (assist by G. Hill),5,17
34,1,7:14.0,Brooklyn full timeout,,5,17
35,1,7:14.0,M. Brown enters the game for B. Bogdanović,,5,17
36,1,7:14.0,S. Kilpatrick enters the game for T. Robinson,,5,17
37,1,7:14.0,H. Sims enters the game for W. Ellington,,5,17
38,1,7:03.0,Turnover by M. Brown (lost ball; steal by M. Ellis),,5,17
39,1,6:55.0,,M. Ellis misses 3-pt jump shot from 24 ft,5,17
40,1,6:55.0,Defensive rebound by M. Brown,,5,17
41,1,6:48.0,M. Brown misses 2-pt layup from 4 ft,,5,17
42,1,6:47.0,Offensive rebound by Team,,5,17
43,1,6:47.0,,Loose ball foul by P. George,5,17
44,1,6:32.0,S. Kilpatrick makes 3-pt jump shot from 23 ft (assist by C. McCullough),,8,17
45,1,6:16.0,,Personal block foul by H. Sims,8,17
46,1,6:10.0,,G. Hill makes 3-pt jump shot from 25 ft (assist by I. Mahinmi),8,20
47,1,5:57.0,S. Kilpatrick makes 3-pt jump shot from 22 ft (assist by S. Larkin),,11,20
48,1,5:49.0,,L. Allen makes 2-pt layup from 2 ft (assist by G. Hill),11,22
49,1,5:42.0,Turnover by M. Brown (lost ball; steal by M. Ellis),,11,22
50,1,5:29.0,,P. George misses 3-pt jump shot from 25 ft,11,22
51,1,5:27.0,,Offensive rebound by M. Ellis,11,22
52,1,5:21.0,,P. George makes 3-pt jump shot from 25 ft (assist by M. Ellis),11,25
53,1,5:02.0,C. McCullough makes 3-pt jump shot from 26 ft (assist by M. Brown),,14,25
54,1,4:51.0,,Shooting foul by H. Sims (drawn by I. Mahinmi),14,25
55,1,4:51.0,,I. Mahinmi makes free throw 1 of 2,14,26
56,1,4:51.0,,R. Stuckey enters the game for G. Hill,14,26
57,1,4:51.0,D. Sloan enters the game for S. Larkin,,14,26
58,1,4:51.0,,I. Mahinmi misses free throw 2 of 2,14,26
59,1,4:48.0,,Offensive rebound by L. Allen,14,26
60,1,4:42.0,,Personal foul by S. Kilpatrick,14,26
61,1,4:42.0,,I. Mahinmi makes free throw 1 of 2,14,27
62,1,4:42.0,,I. Mahinmi misses free throw 2 of 2,14,27
63,1,4:41.0,,Offensive rebound by P. George,14,27
64,1,4:33.0,,Turnover by P. George (bad pass; steal by C. McCullough),14,27
65,1,4:23.0,Personal foul by P. George,,14,27
66,1,4:23.0,,C. Miles enters the game for P. George,14,27
67,1,4:15.0,Turnover by H. Sims (3 sec),,14,27
68,1,3:56.0,,I. Mahinmi makes 2-pt layup from 1 ft,14,29
69,1,3:41.0,M. Brown misses 2-pt layup from 2 ft,,14,29
70,1,3:41.0,,Defensive rebound by R. Stuckey,14,29
71,1,3:35.0,,Turnover by R. Stuckey (bad pass; steal by M. Brown),14,29
72,1,3:21.0,Personal foul by I. Mahinmi,,14,29
73,1,3:21.0,S. Karasev enters the game for C. McCullough,,14,29
74,1,3:21.0,,S. Hill enters the game for L. Allen,14,29
75,1,3:09.0,M. Brown makes 3-pt jump shot from 23 ft (assist by S. Kilpatrick),,17,29
76,1,3:09.0,,Indiana full timeout,17,29
77,1,3:09.0,,T. Lawson enters the game for M. Ellis,17,29
78,1,2:52.0,,Turnover by I. Mahinmi (bad pass; steal by M. Brown),17,29
