,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,SACRAMENTO_ACTION,SAN ANTONIO_SCORE,SACRAMENTO_SCORE
100,1,1:29.0,J. Simmons makes 2-pt dunk at rim (assist by K. Anderson),,21,19
101,1,1:10.0,,W. Cauley-Stein makes 2-pt layup from 2 ft (assist by R. Rondo),21,21
102,1,0:56.0,P. Mills misses 3-pt jump shot from 23 ft,,21,21
103,1,0:55.0,,Defensive rebound by D. Cousins,21,21
104,1,0:43.0,,W. Cauley-Stein misses 2-pt hook shot from 4 ft,21,21
105,1,0:42.0,Defensive rebound by D. West,,21,21
106,1,0:32.0,K. Anderson makes 2-pt jump shot from 17 ft (assist by B. Diaw),,23,21
107,1,0:24.0,,D. Cousins misses 3-pt jump shot from 24 ft,23,21
108,1,0:23.0,Defensive rebound by K. Anderson,,23,21
109,1,0:05.0,K. Anderson makes 2-pt jump shot from 18 ft,,25,21
110,1,0:00.0,,R. Rondo makes 3-pt jump shot from 24 ft,25,24
111,2,11:50.0,,Personal foul by B. Diaw,25,24
112,2,11:43.0,,M. Belinelli misses 2-pt jump shot from 20 ft,25,24
113,2,11:42.0,Defensive rebound by D. West,,25,24
114,2,11:30.0,D. West makes 2-pt jump shot from 19 ft (assist by J. Simmons),,27,24
115,2,11:17.0,,O. Casspi misses 2-pt layup from 2 ft,27,24
116,2,11:16.0,,Offensive rebound by O. Casspi,27,24
117,2,11:14.0,,O. Casspi misses 2-pt layup from 2 ft,27,24
118,2,11:12.0,Defensive rebound by K. Anderson,,27,24
119,2,10:59.0,K. Anderson makes 2-pt layup from 3 ft,,29,24
120,2,10:50.0,,Turnover by O. Casspi (bad pass; steal by K. Anderson),29,24
121,2,10:42.0,P. Mills misses 3-pt jump shot from 23 ft,,29,24
122,2,10:41.0,,Defensive rebound by K. Koufos,29,24
123,2,10:27.0,,D. Collison makes 2-pt jump shot from 8 ft,29,26
124,2,10:19.0,J. Simmons misses 2-pt jump shot from 4 ft,,29,26
125,2,10:17.0,,Defensive rebound by K. Koufos,29,26
126,2,10:06.0,,K. Koufos misses 2-pt jump shot from 10 ft,29,26
127,2,10:05.0,Defensive rebound by B. Diaw,,29,26
128,2,9:55.0,D. West misses 2-pt jump shot from 21 ft,,29,26
129,2,9:55.0,,Defensive rebound by O. Casspi,29,26
130,2,9:43.0,,D. Collison makes 2-pt jump shot from 19 ft,29,28
131,2,9:30.0,P. Mills misses 2-pt jump shot from 19 ft,,29,28
132,2,9:30.0,,Defensive rebound by O. Casspi,29,28
133,2,9:22.0,,D. Collison misses 2-pt layup from 2 ft,29,28
134,2,9:19.0,,Offensive rebound by W. Cauley-Stein,29,28
135,2,9:19.0,,W. Cauley-Stein misses 2-pt layup from 1 ft,29,28
136,2,9:18.0,Defensive rebound by D. West,,29,28
137,2,9:11.0,K. Anderson makes 2-pt jump shot from 22 ft (assist by P. Mills),,31,28
138,2,8:57.0,,M. Belinelli misses 2-pt jump shot from 19 ft,31,28
139,2,8:56.0,Defensive rebound by D. West,,31,28
140,2,8:47.0,B. Diaw makes 2-pt layup from 2 ft (assist by K. Anderson),,33,28
141,2,8:47.0,,Sacramento full timeout,33,28
142,2,8:47.0,,R. Gay enters the game for W. Cauley-Stein,33,28
143,2,8:47.0,K. Leonard enters the game for J. Simmons,,33,28
144,2,8:35.0,,R. Gay misses 2-pt jump shot from 18 ft,33,28
145,2,8:33.0,Defensive rebound by K. Anderson,,33,28
146,2,8:25.0,Turnover by B. Diaw (bad pass; steal by R. Gay),,33,28
147,2,8:18.0,,O. Casspi makes 3-pt jump shot from 25 ft (assist by D. Collison),33,31
148,2,8:06.0,B. Diaw makes 2-pt hook shot from 6 ft,,35,31
149,2,7:54.0,,O. Casspi misses 3-pt jump shot from 26 ft,35,31
150,2,7:52.0,,Offensive rebound by D. Collison,35,31
151,2,7:49.0,,Turnover by O. Casspi (bad pass; steal by D. West),35,31
152,2,7:41.0,K. Anderson misses 3-pt jump shot from 24 ft,,35,31
153,2,7:40.0,Offensive rebound by K. Leonard,,35,31
154,2,7:39.0,Shooting foul by K. Koufos (drawn by K. Leonard),,35,31
155,2,7:39.0,K. Leonard makes free throw 1 of 2,,36,31
156,2,7:39.0,L. Aldridge enters the game for D. West,,36,31
157,2,7:39.0,D. Green enters the game for K. Anderson,,36,31
158,2,7:39.0,K. Leonard makes free throw 2 of 2,,37,31
159,2,7:22.0,,R. Gay misses 2-pt jump shot from 8 ft,37,31
160,2,7:21.0,Defensive rebound by K. Leonard,,37,31
161,2,7:14.0,K. Leonard makes 2-pt jump shot from 12 ft,,39,31
162,2,7:14.0,Shooting foul by D. Collison (drawn by K. Leonard),,39,31
163,2,7:14.0,,D. Cousins enters the game for K. Koufos,39,31
164,2,7:14.0,K. Leonard makes free throw 1 of 1,,40,31
165,2,6:51.0,,M. Belinelli misses 2-pt jump shot from 20 ft,40,31
166,2,6:50.0,Defensive rebound by D. Green,,40,31
167,2,6:35.0,K. Leonard misses 2-pt jump shot from 12 ft,,40,31
168,2,6:34.0,,Defensive rebound by D. Cousins,40,31
169,2,6:20.0,,R. Gay makes 2-pt layup from 3 ft (assist by D. Collison),40,33
170,2,6:13.0,San Antonio full timeout,,40,33
171,2,6:13.0,T. Parker enters the game for P. Mills,,40,33
172,2,6:13.0,,R. Rondo enters the game for M. Belinelli,40,33
173,2,5:59.0,B. Diaw misses 2-pt jump shot from 21 ft,,40,33
174,2,5:58.0,,Defensive rebound by D. Collison,40,33
175,2,5:35.0,,Shooting foul by L. Aldridge (drawn by D. Cousins),40,33
176,2,5:35.0,,D. Cousins misses free throw 1 of 2,40,33
177,2,5:35.0,,Offensive rebound by Team,40,33
178,2,5:35.0,,D. Cousins makes free throw 2 of 2,40,34
179,2,5:22.0,K. Leonard makes 2-pt hook shot from 4 ft (assist by B. Diaw),,42,34
180,2,5:07.0,,D. Cousins misses 2-pt jump shot from 6 ft (block by L. Aldridge),42,34
181,2,5:06.0,,Offensive rebound by D. Cousins,42,34
182,2,4:58.0,,O. Casspi misses 2-pt layup from 1 ft,42,34
183,2,4:57.0,,Offensive rebound by Team,42,34
184,2,4:57.0,K. Anderson enters the game for B. Diaw,,42,34
185,2,4:51.0,,Turnover by D. Cousins (bad pass; steal by K. Leonard),42,34
186,2,4:42.0,L. Aldridge misses 2-pt jump shot from 13 ft,,42,34
187,2,4:41.0,,Defensive rebound by D. Cousins,42,34
188,2,4:29.0,,O. Casspi misses 2-pt layup from 2 ft,42,34
189,2,4:27.0,,Offensive rebound by O. Casspi,42,34
190,2,4:21.0,,Personal foul by K. Leonard,42,34
191,2,4:21.0,,S. Curry enters the game for O. Casspi,42,34
192,2,4:14.0,,R. Gay makes 2-pt jump shot from 15 ft (assist by R. Rondo),42,36
193,2,3:57.0,,Offensive charge foul by K. Anderson (drawn by D. Cousins),42,36
194,2,3:57.0,Turnover by K. Anderson (offensive foul),,42,36
195,2,3:42.0,,D. Cousins misses 2-pt jump shot from 5 ft,42,36
196,2,3:40.0,Defensive rebound by K. Anderson,,42,36
197,2,3:23.0,D. Green makes 3-pt jump shot from 22 ft (assist by K. Anderson),,45,36
198,2,2:59.0,,R. Rondo misses 3-pt jump shot from 25 ft,45,36
199,2,2:57.0,Defensive rebound by K. Leonard,,45,36
200,2,2:45.0,T. Parker makes 2-pt layup from 4 ft,,47,36
201,2,2:29.0,,Turnover by D. Cousins (bad pass; steal by K. Leonard),47,36
202,2,2:20.0,T. Parker misses 3-pt jump shot from 23 ft,,47,36
203,2,2:18.0,,Defensive rebound by R. Rondo,47,36
204,2,2:11.0,,D. Cousins misses 2-pt layup from 2 ft,47,36
205,2,2:11.0,Defensive rebound by Team,,47,36
206,2,2:11.0,,B. McLemore enters the game for D. Collison,47,36
207,2,1:59.0,Turnover by K. Leonard (lost ball; steal by R. Gay),,47,36
208,2,1:54.0,,Turnover by R. Gay (lost ball; steal by D. Green),47,36
209,2,1:49.0,D. Green misses 3-pt jump shot from 25 ft,,47,36
210,2,1:48.0,,Defensive rebound by R. Gay,47,36
211,2,1:29.0,,D. Cousins misses 2-pt jump shot from 5 ft (block by L. Aldridge),47,36
212,2,1:26.0,Defensive rebound by K. Leonard,,47,36
213,2,1:16.0,T. Parker makes 2-pt layup from 1 ft,,49,36
214,2,0:59.0,,S. Curry makes 2-pt jump shot from 17 ft (assist by R. Rondo),49,38
215,2,0:43.0,T. Parker misses 2-pt layup from 2 ft,,49,38
216,2,0:42.0,,Defensive rebound by D. Cousins,49,38
217,2,0:35.0,,S. Curry misses 3-pt jump shot from 26 ft,49,38
218,2,0:35.0,Defensive rebound by L. Aldridge,,49,38
219,2,0:20.0,T. Parker misses 2-pt jump shot from 18 ft,,49,38
220,2,0:19.0,,Defensive rebound by B. McLemore,49,38
221,2,0:01.0,,R. Gay misses 2-pt jump shot from 7 ft,49,38
222,2,0:00.0,Defensive rebound by T. Parker,,49,38
223,3,11:37.0,,B. McLemore makes 2-pt jump shot from 22 ft,49,40
224,3,11:24.0,K. Leonard misses 3-pt jump shot from 24 ft,,49,40
225,3,11:23.0,,Defensive rebound by D. Cousins,49,40
226,3,11:17.0,,Shooting foul by K. Leonard (drawn by D. Cousins),49,40
227,3,11:17.0,,D. Cousins makes free throw 1 of 2,49,41
228,3,11:17.0,,D. Cousins makes free throw 2 of 2,49,42
229,3,10:56.0,L. Aldridge misses 2-pt jump shot from 12 ft,,49,42
230,3,10:55.0,,Defensive rebound by Q. Acy,49,42
231,3,10:47.0,,Q. Acy makes 2-pt layup from 2 ft (assist by R. Gay),49,44
232,3,10:47.0,San Antonio full timeout,,49,44
233,3,10:27.0,T. Parker misses 2-pt jump shot from 17 ft,,49,44
234,3,10:27.0,,Defensive rebound by Team,49,44
235,3,10:27.0,Loose ball foul by T. Duncan,,49,44
236,3,10:18.0,,D. Cousins makes 2-pt dunk at rim (assist by R. Rondo),49,46
237,3,10:18.0,,Shooting foul by T. Duncan (drawn by D. Cousins),49,46
238,3,10:18.0,,D. Cousins makes free throw 1 of 1,49,47
239,3,10:03.0,K. Leonard misses 2-pt jump shot from 4 ft (block by B. McLemore),,49,47
240,3,10:02.0,,Defensive rebound by R. Gay,49,47
241,3,9:52.0,,R. Gay misses 3-pt jump shot from 24 ft,49,47
242,3,9:51.0,Defensive rebound by L. Aldridge,,49,47
243,3,9:39.0,T. Duncan misses 2-pt jump shot from 11 ft,,49,47
244,3,9:38.0,,Defensive rebound by B. McLemore,49,47
245,3,9:29.0,,B. McLemore misses 2-pt jump shot from 21 ft,49,47
246,3,9:28.0,Defensive rebound by D. Green,,49,47
247,3,9:22.0,Personal foul by R. Rondo,,49,47
248,3,9:08.0,D. Green makes 2-pt jump shot from 11 ft (assist by L. Aldridge),,51,47
249,3,8:52.0,,Turnover by B. McLemore (lost ball; steal by K. Leonard),51,47
250,3,8:45.0,D. Green misses 3-pt jump shot from 25 ft,,51,47
251,3,8:43.0,Offensive rebound by L. Aldridge,,51,47
252,3,8:43.0,L. Aldridge misses 2-pt layup at rim,,51,47
253,3,8:42.0,,Defensive rebound by R. Rondo,51,47
254,3,8:40.0,,D. Cousins makes 2-pt dunk at rim (assist by R. Rondo),51,49
255,3,8:32.0,Shooting foul by R. Gay (drawn by K. Leonard),,51,49
256,3,8:32.0,K. Leonard makes free throw 1 of 2,,52,49
257,3,8:32.0,K. Leonard makes free throw 2 of 2,,53,49
258,3,8:25.0,,Offensive foul by D. Cousins (drawn by K. Leonard),53,49
259,3,8:25.0,,Turnover by D. Cousins (offensive foul),53,49
260,3,8:07.0,D. Green makes 3-pt jump shot from 22 ft (assist by T. Parker),,56,49
261,3,8:02.0,,R. Gay makes 2-pt layup from 3 ft (assist by D. Cousins),56,51
262,3,7:42.0,L. Aldridge misses 2-pt jump shot from 5 ft,,56,51
263,3,7:41.0,,Defensive rebound by R. Rondo,56,51
264,3,7:32.0,,D. Cousins makes 3-pt jump shot from 24 ft (assist by R. Rondo),56,54
265,3,7:08.0,T. Parker misses 2-pt jump shot from 19 ft,,56,54
266,3,7:08.0,Offensive rebound by L. Aldridge,,56,54
267,3,7:08.0,Shooting foul by Q. Acy (drawn by L. Aldridge),,56,54
268,3,7:08.0,L. Aldridge makes free throw 1 of 2,,57,54
269,3,7:08.0,K. Anderson enters the game for K. Leonard,,57,54
270,3,7:08.0,D. West enters the game for T. Duncan,,57,54
271,3,7:08.0,L. Aldridge makes free throw 2 of 2,,58,54
272,3,6:54.0,,D. Cousins makes 2-pt dunk at rim,58,56
273,3,6:40.0,Turnover by L. Aldridge (traveling),,58,56
274,3,6:15.0,,R. Rondo misses 3-pt jump shot from 25 ft,58,56
275,3,6:14.0,Defensive rebound by D. Green,,58,56
276,3,6:10.0,Turnover by D. West (traveling),,58,56
277,3,5:55.0,,Def 3 sec tech foul by D. West,58,56
278,3,5:55.0,,R. Gay makes technical free throw,58,57
279,3,5:41.0,,Q. Acy makes 2-pt jump shot from 17 ft (assist by R. Rondo),58,59
280,3,5:17.0,T. Parker makes 3-pt jump shot from 22 ft (assist by D. Green),,61,59
281,3,5:01.0,,B. McLemore misses 3-pt jump shot from 23 ft,61,59
282,3,5:01.0,Defensive rebound by K. Anderson,,61,59
283,3,4:45.0,D. West misses 2-pt jump shot from 19 ft,,61,59
284,3,4:44.0,Offensive rebound by L. Aldridge,,61,59
285,3,4:39.0,T. Parker misses 3-pt jump shot from 24 ft,,61,59
286,3,4:39.0,,Defensive rebound by R. Gay,61,59
287,3,4:36.0,,D. Cousins makes 2-pt dunk at rim (assist by R. Rondo),61,61
288,3,4:15.0,Personal foul by Q. Acy,,61,61
289,3,4:15.0,,Sacramento full timeout,61,61
290,3,4:15.0,P. Mills enters the game for D. Green,,61,61
291,3,4:15.0,J. Simmons enters the game for T. Parker,,61,61
292,3,4:15.0,,D. Collison enters the game for Q. Acy,61,61
293,3,4:15.0,,W. Cauley-Stein enters the game for B. McLemore,61,61
294,3,4:04.0,P. Mills makes 3-pt jump shot from 24 ft (assist by J. Simmons),,64,61
295,3,3:50.0,,D. Cousins makes 2-pt jump shot from 18 ft (assist by R. Rondo),64,63
296,3,3:38.0,P. Mills makes 2-pt jump shot from 19 ft,,66,63
297,3,3:26.0,,Turnover by R. Gay (lost ball; steal by K. Anderson),66,63
298,3,3:14.0,Turnover by D. West (bad pass; steal by W. Cauley-Stein),,66,63
299,3,3:09.0,,W. Cauley-Stein makes 2-pt layup from 2 ft,66,65
300,3,2:52.0,D. West misses 2-pt jump shot from 18 ft,,66,65
301,3,2:52.0,,Defensive rebound by R. Rondo,66,65
302,3,2:45.0,,Shooting foul by L. Aldridge (drawn by D. Cousins),66,65
303,3,2:45.0,,D. Cousins misses free throw 1 of 2,66,65
304,3,2:45.0,,Offensive rebound by Team,66,65
305,3,2:45.0,B. Diaw enters the game for L. Aldridge,,66,65
306,3,2:45.0,,M. Belinelli enters the game for R. Gay,66,65
307,3,2:45.0,,D. Cousins misses free throw 2 of 2,66,65
308,3,2:44.0,Defensive rebound by D. West,,66,65
309,3,2:24.0,B. Diaw makes 2-pt jump shot from 14 ft,,68,65
310,3,2:11.0,,R. Rondo makes 2-pt layup from 3 ft (assist by D. Collison),68,67
311,3,1:58.0,K. Anderson makes 2-pt jump shot from 7 ft,,70,67
312,3,1:46.0,,D. Cousins misses 2-pt jump shot from 4 ft,70,67
313,3,1:43.0,Defensive rebound by J. Simmons,,70,67
314,3,1:36.0,D. West makes 2-pt layup from 2 ft (assist by B. Diaw),,72,67
315,3,1:18.0,,W. Cauley-Stein misses 2-pt jump shot from 16 ft,72,67
316,3,1:17.0,Defensive rebound by Team,,72,67
317,3,1:17.0,,Loose ball foul by D. Cousins,72,67
318,3,1:17.0,,K. Koufos enters the game for D. Cousins,72,67
319,3,1:17.0,B. Diaw makes free throw 1 of 2,,73,67
320,3,1:17.0,B. Diaw makes free throw 2 of 2,,74,67
321,3,1:05.0,,W. Cauley-Stein makes 2-pt layup from 3 ft (assist by R. Rondo),74,69
322,3,0:54.0,P. Mills makes 2-pt jump shot from 20 ft (assist by B. Diaw),,76,69
323,3,0:43.0,,Personal foul by J. Simmons,76,69
324,3,0:43.0,,D. Collison makes free throw 1 of 2,76,70
325,3,0:43.0,T. Parker enters the game for J. Simmons,,76,70
326,3,0:43.0,,D. Collison misses free throw 2 of 2,76,70
327,3,0:43.0,Defensive rebound by B. Diaw,,76,70
328,3,0:25.0,Turnover by P. Mills (bad pass; steal by W. Cauley-Stein),,76,70
329,3,0:02.0,,M. Belinelli misses 3-pt jump shot from 24 ft,76,70
330,3,0:01.0,,Offensive rebound by W. Cauley-Stein,76,70
331,3,0:00.0,,W. Cauley-Stein misses 2-pt jump shot from 14 ft,76,70
332,3,0:00.0,,Offensive rebound by Team,76,70
333,4,11:44.0,Personal foul by W. Cauley-Stein,,76,70
334,4,11:37.0,T. Parker makes 2-pt jump shot from 16 ft,,78,70
335,4,11:19.0,,Turnover by D. Collison (bad pass; steal by P. Mills),78,70
336,4,11:14.0,K. Anderson makes 2-pt layup from 2 ft (assist by T. Parker),,80,70
337,4,11:12.0,,Sacramento full timeout,80,70
338,4,11:12.0,,R. Gay enters the game for R. Rondo,80,70
339,4,11:12.0,K. Leonard enters the game for K. Anderson,,80,70
340,4,11:12.0,D. Green enters the game for T. Parker,,80,70
341,4,10:58.0,,R. Gay misses 2-pt jump shot from 16 ft,80,70
342,4,10:56.0,,Offensive rebound by Team,80,70
343,4,10:52.0,,Turnover by M. Belinelli (bad pass; steal by D. West),80,70
344,4,10:37.0,K. Leonard misses 2-pt jump shot from 15 ft,,80,70
345,4,10:36.0,,Defensive rebound by W. Cauley-Stein,80,70
346,4,10:21.0,,K. Koufos misses 2-pt jump shot from 6 ft,80,70
347,4,10:20.0,,Offensive rebound by W. Cauley-Stein,80,70
348,4,10:20.0,,W. Cauley-Stein makes 2-pt dunk at rim,80,72
349,4,10:20.0,San Antonio full timeout,,80,72
350,4,10:20.0,,D. Cousins enters the game for K. Koufos,80,72
351,4,10:01.0,D. West makes 2-pt jump shot from 9 ft (assist by P. Mills),,82,72
352,4,9:45.0,,D. Cousins misses 2-pt jump shot from 21 ft,82,72
353,4,9:44.0,Defensive rebound by K. Leonard,,82,72
354,4,9:28.0,D. West makes 2-pt jump shot from 17 ft (assist by B. Diaw),,84,72
355,4,9:08.0,,M. Belinelli misses 2-pt jump shot from 18 ft,84,72
356,4,9:07.0,Defensive rebound by D. West,,84,72
357,4,8:55.0,D. Green makes 2-pt layup from 3 ft (assist by P. Mills),,86,72
358,4,8:41.0,,D. Cousins misses 2-pt jump shot from 8 ft,86,72
359,4,8:40.0,Defensive rebound by D. Green,,86,72
360,4,8:19.0,K. Leonard makes 3-pt jump shot from 24 ft (assist by D. West),,89,72
361,4,8:19.0,,Sacramento full timeout,89,72
362,4,8:19.0,,R. Rondo enters the game for W. Cauley-Stein,89,72
363,4,8:19.0,,Q. Acy enters the game for M. Belinelli,89,72
364,4,8:19.0,T. Parker enters the game for D. Green,,89,72
365,4,8:03.0,,R. Gay misses 2-pt jump shot from 9 ft (block by K. Leonard),89,72
366,4,8:03.0,,Offensive rebound by Team,89,72
367,4,7:53.0,,R. Gay misses 2-pt jump shot from 18 ft,89,72
368,4,7:52.0,Defensive rebound by D. West,,89,72
369,4,7:42.0,D. West makes 2-pt jump shot from 19 ft (assist by T. Parker),,91,72
370,4,7:31.0,,Q. Acy misses 2-pt layup from 3 ft,91,72
371,4,7:29.0,Defensive rebound by B. Diaw,,91,72
372,4,7:14.0,K. Leonard misses 3-pt jump shot from 24 ft,,91,72
373,4,7:13.0,,Defensive rebound by R. Rondo,91,72
374,4,7:10.0,,D. Collison makes 2-pt layup from 2 ft (assist by R. Rondo),91,74
375,4,6:50.0,K. Leonard makes 2-pt layup from 1 ft (assist by T. Parker),,93,74
376,4,6:40.0,,Shooting foul by D. West (drawn by Q. Acy),93,74
377,4,6:40.0,,Q. Acy makes free throw 1 of 2,93,75
378,4,6:40.0,L. Aldridge enters the game for D. West,,93,75
379,4,6:40.0,K. Anderson enters the game for P. Mills,,93,75
380,4,6:40.0,,Q. Acy makes free throw 2 of 2,93,76
381,4,6:18.0,K. Leonard makes 3-pt jump shot from 25 ft (assist by B. Diaw),,96,76
382,4,6:08.0,,D. Cousins makes 3-pt jump shot from 26 ft (assist by D. Collison),96,79
383,4,5:46.0,Turnover by K. Anderson (bad pass; steal by Q. Acy),,96,79
384,4,5:31.0,,D. Collison makes 2-pt jump shot from 18 ft,96,81
385,4,5:09.0,K. Leonard misses 2-pt jump shot from 14 ft,,96,81
